Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,2in Heave.front.motion_ratio_heave_l.avg,Roll.front.side_view_swing_arm_angle_l.avg,Steering.front.ackerman_angle.avg,Roll.front.roll_center.y.avg,Steering.front.tie_rod_angle_top_view_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Roll.front.camber_angle_gain_roll_l.avg,2in Heave.front.coil_over_length_l.avg,2in Heave.front.p_rod_length_l.avg,2in Heave.front.toe_angle_l.avg,2in Heave.front.tie_rod_angle_top_view_l.avg,2in Heave.front.side_view_swing_arm_angle_l.avg,2in Heave.front.roll_center_gnd.z.avg,2in Heave.front.motion_ratio_heave_l.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Steering.front.ackerman_angle.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.tie_rod_angle_top_view_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Roll.front.camber_angle_gain_roll_l.std_dev,2in Heave.front.coil_over_length_l.std_dev,2in Heave.front.p_rod_length_l.std_dev,2in Heave.front.toe_angle_l.std_dev,2in Heave.front.tie_rod_angle_top_view_l.std_dev,2in Heave.front.side_view_swing_arm_angle_l.std_dev,2in Heave.front.roll_center_gnd.z.std_dev,2in Heave.front.motion_ratio_heave_l.best,Roll.front.side_view_swing_arm_angle_l.best,Steering.front.ackerman_angle.best,Roll.front.roll_center.y.best,Steering.front.tie_rod_angle_top_view_l.best,Steering.front.tie_rod_angle_front_view_l.best,Roll.front.camber_angle_gain_roll_l.best,2in Heave.front.coil_over_length_l.best,2in Heave.front.p_rod_length_l.best,2in Heave.front.toe_angle_l.best,2in Heave.front.tie_rod_angle_top_view_l.best,2in Heave.front.side_view_swing_arm_angle_l.best,2in Heave.front.roll_center_gnd.z.best,
194,148.516,480.803,1266.8,0.308892,25.9262,61.2384,10.1944,40.7719,4.07574,28.6957,6.73413,100.165,0,9.13553,3.72041,61.3431,128.803,48.8998,318.119,41.3254,47.2443,3.31368,65.4088,4.23378,241.675,0,34.7241,3.46635,318.452,368.705,12.1737,0.0065941,0.342863,6.75968,3.09627,13.9768,4.90066,41.6875,0,1.26857,2.69975,0.0257873,31.36,
195,148.496,328.779,909.49,0.45166,21.0227,40.6035,3.54511,36.1031,3.55661,21.2809,6.03164,77.73,0,5.52197,3.18681,40.682,69.5146,36.9277,258.412,18.0481,14.0204,1.75411,39.893,2.24378,174.754,0,21.2598,1.89921,258.913,219.093,12.1737,0.0065941,0.342673,9.38854,3.10519,13.9768,5.56883,41.7181,0,1.26954,2.7088,0.0257873,31.36,
196,148.496,442.553,1255,0.335545,21.6655,73.0574,6.44375,34.659,3.63455,22.3106,6.27776,89.2795,0,5.77789,3.24988,73.1736,103.023,38.3492,359.668,33.2598,12.0836,1.78317,43.0464,3.19559,244.225,0,23.4236,1.82246,355.785,306.774,12.1737,0.0065941,0.34312,8.78561,3.10519,13.9768,5.56883,41.7067,0,1.26825,2.7088,0.0257873,31.3381,
197,148.227,357.315,1201.21,0.414835,19.9529,59.1735,6.066,35.688,3.48121,24.4724,5.88817,73.8586,0,5.67602,3.10247,59.476,60.4798,37.8566,380.429,29.9338,11.8854,1.38765,55.8034,1.96067,207.127,0,23.3152,1.49871,382.782,183.84,12.0908,0.0065941,0.34312,10.4154,3.06739,13.9768,5.56917,41.6769,0,1.26954,2.67068,0.0257873,31.3564,
198,148.227,403.616,1306.06,0.367247,20.3442,64.1221,3.68762,34.4543,3.47019,21.7493,5.96644,103.396,0,5.93472,3.10587,64.4139,72.9716,39.3273,341.444,20.3282,5.79014,1.45588,44.3958,2.20507,333.252,0,34.514,1.5971,342.915,227.395,11.8942,0.0065941,0.34312,7.28204,3.04934,13.9768,5.56832,41.7384,0,1.26954,2.65234,0.0257873,31.3551,
199,148.227,372.481,1175.81,0.397944,18.9003,65.0961,5.1669,35.1845,3.72033,20.9694,6.05261,65.9767,0,6.76691,3.35174,65.8109,75.4846,33.2785,442.62,30.2655,8.95536,2.90895,34.0963,2.84366,125.827,0,30.058,2.99677,447.322,236.837,12.1737,0.0065941,0.34312,9.87577,3.02214,13.9768,3.56954,41.466,0,1.26954,2.62462,0.0257873,31.3551,
200,148.227,348.297,1005.8,0.425575,17.7452,57.1837,3.88303,33.7635,3.60439,21.5036,6.10211,53.977,0,3.12437,3.23925,57.2082,86.9629,32.9627,317.726,18.0668,4.71501,1.91413,38.0647,2.71987,69.764,0,15.1969,2.05757,319.082,275.094,12.0703,0.0065941,0.34312,8.49714,3.02214,13.9768,5.56917,41.3844,0,1.26954,2.62462,0.0257873,31.3551,
201,148.227,422.283,1242.76,0.351013,21.8038,61.1128,5.23418,33.4666,3.39459,24.0717,6.31587,92.8895,0,5.54768,3.01794,61.2194,104.209,40.396,334.865,35.7335,5.55427,1.24256,49.0998,4.201,251.513,0,23.4633,1.37665,335.224,353.905,12.0703,0.0065941,0.34312,6.15036,3.02214,13.9768,0.413516,41.466,0,1.26954,2.62462,0.0257873,31.3551,
202,148.227,431.571,1125.74,0.343458,31.3723,41.2385,6.64611,41.7552,3.38201,22.6876,6.55166,116.863,0,5.48971,2.99839,41.2663,111.32,69.7092,236.501,33.0312,54.997,1.21266,43.0751,3.9375,320.56,0,21.4531,1.3398,238.666,339.531,12.0703,0.0065941,0.344061,8.71327,1.32688,13.9768,5.56917,35.5756,0,1.26954,0.593386,0.0257873,31.3551,
203,148.227,525.549,1403.12,0.282041,30.4718,90.3616,10.6426,34.3543,3.89676,30.6342,6.33008,109.76,0,10.8401,3.53591,90.853,103.869,63.0636,437.997,43.4024,11.408,2.93698,63.519,3.45718,250.117,0,38.1031,3.0761,440.775,296.171,12.0308,0.0065941,0.342981,0.856311,3.01313,13.9768,4.10422,41.466,0,1.26954,2.61553,0.0263176,31.3551,
204,148.227,305.335,642.196,0.485455,23.3756,17.7981,6.32678,40.438,3.61559,24.1656,6.16753,72.4887,0,6.70762,3.26429,17.7966,83.191,48.044,132.1,28.2289,46.7866,1.7736,49.5536,3.02172,127.189,0,28.8701,1.97694,131.409,254.852,11.9664,0.0065941,0.344061,14.7015,3.02214,13.9768,2.22884,41.7044,0,1.26954,2.62462,0.0263176,31.3551,
205,148.227,254.535,631.442,0.582344,16.7695,14.1921,2.65097,36.489,3.34624,19.3875,6.05415,64.5225,0,3.29441,2.96664,14.1999,70.6618,27.7045,126.32,15.3325,22.5974,1.11026,36.7386,2.82208,169.031,0,14.5936,1.22789,126.289,242.061,12.013,0.0065941,0.344061,10.4905,3.01631,13.9768,5.57024,41.7668,0,1.26954,2.61832,0.0263176,31.3551,
206,148.227,531.622,1510.84,0.27882,21.9526,107.607,9.70615,37.1462,3.4868,29.5383,5.97757,109.22,0,9.46177,3.12877,108.167,86.2301,35.4557,470.501,43.3488,35.2418,1.43175,64.9464,2.26264,305.955,0,37.3026,1.58391,473.206,236.978,12.013,0.0046935,0.344061,8.68884,1.97097,14.0309,1.54788,41.7668,0,1.26954,1.39234,0.0263176,31.3551,
207,148.227,332.177,720.205,0.446228,19.0739,28.9753,7.93924,36.1704,3.67117,29.7622,5.99629,89.8685,0,10.7018,3.28906,29.1024,67.6267,33.129,176.125,36.157,11.7377,2.06125,68.2764,2.51823,194.186,0,43.8753,2.15718,176.327,157.528,11.8454,0.0046935,0.344061,13.5611,1.53694,14.0309,0.597464,41.7668,0,1.26954,0.771951,0.0251477,31.3551,
208,148.227,422.134,1203.55,0.351136,23.1528,72.7533,6.35313,46.091,3.5152,19.0329,6.15636,75.9536,0,4.37284,3.14526,73.1011,88.5065,48.1517,402.247,31.6834,117.693,1.6593,32.6709,3.03223,143.558,0,17.7205,1.81277,404.689,259.334,11.7873,0.0046935,0.344061,7.99672,2.96822,14.008,3.70507,41.6055,0,1.26954,2.57015,0.0251477,31.3551,
209,148.163,518.269,1559.87,0.28588,29.539,109.488,4.98373,35.8323,3.6344,22.0329,6.14685,99.9872,0,4.34871,3.27504,110.166,88.8348,116.18,512.414,22.3384,21.4734,1.95276,40.959,3.02154,259.324,0,18.2659,2.11628,516.325,269.693,11.2089,0.0046935,0.344061,8.24265,3.02214,14.0309,3.84314,41.6845,0,1.26954,2.62462,0.0251477,31.3317,
210,148.163,269.868,576.899,0.549019,19.4818,2.80144,6.73573,39.7346,3.57135,16.8131,6.15697,94.142,0,4.83083,3.19211,2.82969,69.5786,34.0848,106.928,36.1046,30.3626,2.13256,18.0462,2.79122,275.085,0,17.5024,2.25538,89.0361,208.775,11.5729,0.0046935,0.344061,12.8368,3.02214,14.0044,5.57017,41.7668,0,1.26963,2.62462,0.0251477,31.3551,
211,148.163,422.733,1225.53,0.350488,25.0683,56.0597,4.96968,57.7122,3.66045,20.8519,6.2357,97.4699,0,4.58278,3.2886,56.4537,86.3796,55.38,377.875,24.6603,206.548,2.86165,31.9878,3.12773,265.805,0,17.0326,2.98934,374.029,253.969,11.5729,0.0046935,0.344299,10.6149,3.02214,14.0309,5.57024,41.7668,0,1.26963,2.62462,0.0251477,31.3551,
212,148.163,378.474,1014.27,0.391474,23.9204,28.9891,3.32002,36.7024,3.43829,20.6251,6.41788,121.081,0,4.62737,3.05677,29.0063,97.2898,49.7368,218.353,14.131,27.7217,1.48228,36.8223,3.59371,350.373,0,16.6287,1.60403,221.072,296.16,11.5729,0.0046935,0.344299,7.11501,2.77681,12.646,5.57024,41.7668,0,1.26963,2.13409,0.0251477,31.3551,
213,148.163,339.667,1127.34,0.436201,41.239,40.0266,2.06263,34.0312,3.33062,20.1358,5.97004,70.9403,0,5.5921,2.93999,40.1669,73.2314,240.753,273.479,11.579,4.79013,1.10757,34.4136,2.507,214.234,0,24.3955,1.17292,274.489,246.376,11.5729,0.0046935,0.342538,9.93039,3.01213,14.0356,5.57024,41.442,0,1.27927,2.61411,0.0251477,31.3635,
214,148.163,322.9,1079.73,0.458851,18.9175,52.9555,5.61561,34.5415,3.47272,23.0411,5.6433,68.4641,0,6.38041,3.09688,53.4447,47.3264,46.2336,374.36,38.9425,3.0917,2.29694,51.0706,0.8082,154.486,0,31.7162,2.41766,377.802,111.978,11.5729,0.0046935,0.342538,16.2787,2.99789,14.0356,2.87095,41.7562,0,1.27927,2.59995,0.0251477,31.3638,
215,148.148,348.76,1126.53,0.424784,20.8546,66.8477,2.52823,36.1296,3.2662,22.5632,5.6698,68.8538,0,4.03663,2.87282,67.4805,47.6568,45.2775,452.829,11.4525,15.0814,0.706634,49.2084,0.776104,147.108,0,22.1302,0.721897,455.951,89.4906,11.5729,0.00538819,0.342538,18.9554,2.99789,14.0762,5.57199,41.6064,0,1.27927,2.59995,0.0252708,31.3638,
216,148.145,442.475,1453.13,0.33481,19.5066,97.7539,4.55759,33.7347,3.54252,17.7138,5.90143,79.8064,0,4.69137,3.1777,98.4143,73.6743,40.7935,501.413,21.063,5.44508,2.06517,22.4913,1.93211,223.723,0,23.4354,2.19894,500.528,215.398,11.5092,0.00538819,0.342538,9.07686,2.99789,14.0762,5.57199,41.7562,0,1.27638,2.59995,0.0252708,31.3598,
217,148.045,419.625,1271.43,0.352803,27.7753,61.262,6.9106,34.0661,3.67683,21.1909,6.18682,101.818,0,3.77662,3.31922,61.3081,88.3344,80.7085,344.332,36.6999,6.69518,2.85002,36.557,3.4864,279.661,0,12.3395,3.01791,344.305,300.008,11.4708,0.00538819,0.342538,5.43696,2.99789,14.0779,2.18744,41.7562,0,1.27638,2.59995,0.0252708,31.3598,
218,148.045,483.572,1361.42,0.306149,22.9744,86.5429,5.54595,39.1067,3.40509,24.5391,6.28166,99.0094,0,4.60041,3.03574,86.8833,101.647,45.1417,442.858,25.058,50.2455,1.22802,44.1638,3.29843,281.774,0,15.5038,1.35771,445.186,289.357,11.4708,0.00538819,0.342538,8.7746,2.99789,14.0677,4.15691,41.7562,0,1.27927,2.59995,0.0252708,31.361,
219,148.045,473.997,1400.75,0.312334,24.2343,75.9328,8.1869,40.062,3.44003,21.1454,6.18773,126.235,0,5.43486,3.08337,76.2151,83.8395,55.0866,433.025,40.9497,43.5815,1.44011,39.5742,2.87681,359.979,0,22.262,1.6039,435.382,254.468,11.4708,0.00490394,0.342538,8.31604,2.99789,14.0677,5.57228,41.558,0,1.27927,2.59995,0.0252708,31.361,
220,148.045,328.233,953.138,0.451036,15.7373,30.9079,1.86609,35.3646,3.2792,21.9715,5.8659,120.39,0,5.23969,2.8922,30.9528,53.7667,20.3564,222.637,9.90499,8.68207,1.04977,45.133,1.79352,382.057,0,20.5339,1.13458,222.201,155.905,11.4708,0.00509255,0.342495,8.55686,1.87741,14.0677,5.57228,41.5535,0,1.27211,1.65031,0.0252076,31.3523,
221,148.045,479.277,1819.3,0.308893,129.11,48.6238,6.99667,34.0838,3.67654,22.8648,6.06443,93.6434,0,4.47017,3.30612,48.7388,77.6979,1103.79,303.031,36.6361,5.23959,2.99864,45.8875,3.10546,262.043,0,24.1495,3.07224,302.255,274.418,11.4708,0.00509255,0.34921,1.26434,2.99789,14.0677,5.40679,41.6393,0,1.28174,2.59995,0.0252076,31.3664,
222,148.045,329.969,1061.87,0.448664,16.8578,56.8333,3.95642,35.2553,3.53206,18.362,5.86677,66.3049,0,2.92732,3.15175,56.9763,59.945,111.428,341.92,22.8638,12.2605,2.78228,31.0547,1.77155,150.957,0,12.2363,2.90166,343.016,178.727,11.4708,0.00473937,0.34921,0.0425457,2.99789,14.0677,5.57228,41.3278,0,1.28174,2.59995,0.0252076,31.3664,
223,148.045,430.196,1310.06,0.344134,20.2707,73.1463,6.26324,38.2067,3.48077,23.6228,5.7782,124.003,0,5.56873,3.11045,73.6164,53.1287,36.3869,423.614,37.0867,26.1349,2.34872,43.5117,1.26828,363.46,0,19.2221,2.46365,424.432,99.7757,11.4708,0.00473937,0.34921,11.2818,2.99789,14.059,2.37239,41.9215,0,1.28174,2.59995,0.0252076,31.3661,
224,148.045,381.99,1137.29,0.387563,23.3981,55.3945,9.327,41.9062,3.75681,23.2761,5.96048,87.6025,0,6.37542,3.3976,55.7614,65.8334,51.3053,382.248,40.4245,57.6051,2.84991,51.0876,2.14709,218.566,0,30.4983,3.04302,384.917,180.731,11.4708,0.00473937,0.344009,6.36079,3.03085,14.059,4.11086,41.9215,0,1.28174,2.63341,0.0252076,31.3661,
225,148.045,304.705,849.175,0.485864,20.1266,30.138,7.69402,48.8831,3.43968,19.3375,5.88083,77.4778,0,2.82186,3.0547,30.1656,55.6853,47.0959,216.62,43.564,134.217,1.5882,36.8843,1.88185,223.704,0,11.5778,1.67821,216.791,161.145,11.4708,0.00473937,0.344009,8.63301,3.03085,14.059,4.48826,36.1908,0,1.28174,2.63341,0.0252076,31.3661,
226,148.045,344.77,1043.99,0.429403,18.9112,53.5135,2.30916,33.8422,3.38921,15.6958,6.18279,61.0079,0,2.41887,3.00998,53.8541,90.6351,34.7756,381.744,11.5267,15.6728,1.38907,9.7586,3.65192,110.657,0,5.88328,1.49557,384.635,317.875,11.4708,0.00468535,0.344009,8.45593,3.02192,14.0681,4.27062,41.9578,0,1.28498,2.62404,0.0249343,31.3661,
227,148.015,277.182,791.726,0.534,14.741,34.2331,1.9587,34.9204,3.2578,19.5829,5.71252,77.0386,0,3.43364,2.8706,34.2597,45.173,16.5931,238.239,12.298,7.1503,0.868807,33.6445,1.32306,221.852,0,12.2114,0.951142,239.897,106.965,11.4708,0.00468535,0.341782,12.3219,3.01658,14.0603,5.57129,41.9915,0,1.28498,2.61911,0.0249343,31.3661,
228,148.015,400.047,1251.62,0.369995,18.605,66.4227,3.31332,36.8415,3.39994,22.3969,6.02028,95.1858,0,4.13309,3.01104,67.0392,73.6779,39.6784,454.345,15.5043,23.2922,1.26854,49.4381,2.81743,253.855,0,13.7356,1.30359,455.063,222.642,11.7368,0.00439562,0.341782,11.5231,3.01658,14.0603,3.36843,41.9965,0,1.28498,2.61911,0.0252076,31.3661,
229,148.015,375.393,1065.77,0.394293,19.3537,52.1288,2.73302,39.3735,3.37688,16.2288,6.18585,92.566,0,3.34615,3.00071,52.1881,84.9117,40.8695,303.842,11.2136,44.918,1.13983,12.4919,2.74205,247.092,0,11.2257,1.26237,304.11,258.689,11.7368,0.00439562,0.341782,8.34708,3.0025,13.2622,5.57171,42.0848,0,1.28498,2.60465,0.0252076,31.3661,
230,148.001,607.58,1648.82,0.243591,24.3825,130.055,5.8375,33.6538,3.41142,26.2092,6.23579,122.86,0,8.71135,3.01822,130.546,112.659,49.6778,518.393,25.2158,10.1173,1.28354,51.1699,2.65297,331.62,0,28.365,1.32745,518.508,294.009,11.7368,0.00439562,0.341782,8.75512,0.868014,14.0722,2.2959,42.1519,0,1.28565,0.677404,0.0252076,31.3691,
231,148.001,296.411,877.399,0.49931,17.6113,44.1962,3.23507,35.6181,3.2001,20.7617,5.56767,69.6124,0,5.72818,2.80035,44.4938,43.5859,35.95,344.985,21.5219,10.2208,0.470981,44.3566,1.10653,157.664,0,32.7814,0.454799,347.576,81.8805,11.7368,0.00439562,0.346063,18.0481,3.01658,14.0722,0.804673,42.1519,0,1.28565,2.53345,0.0247892,31.3691,
232,147.994,253.478,477.928,0.583855,19.252,8.95981,5.55325,35.7362,3.51765,25.7728,5.88364,70.3761,0,7.81043,3.14482,8.97262,58.4986,36.8197,61.0853,27.2597,8.09517,2.20762,54.4321,2.18966,121.758,0,29.4491,2.29205,62.1838,180.874,11.8475,0.00439562,0.346063,13.5,3.01658,14.0551,1.80296,42.1519,0,1.28565,2.61911,0.0247892,31.3691,
233,147.994,264.419,765.855,0.559697,15.9773,20.6723,4.20319,41.7795,3.49833,17.3188,5.84041,75.9984,0,2.86304,3.11067,20.6977,52.4591,24.3675,176.636,31.3295,69.8448,2.63764,24.2837,1.62509,203.636,0,10.3539,2.73716,175.594,147.709,11.8475,0.00439562,0.358709,8.10375,3.01658,14.0575,5.57171,42.1519,0,1.28565,2.61911,0.0247892,31.3691,
234,147.994,262.928,859.914,0.562871,17.7954,32.6254,4.50512,36.7336,3.36976,18.2417,5.78796,56.0603,0,3.33856,2.99204,32.9406,48.5372,35.1115,314.558,32.9752,16.8585,1.57308,24.1133,1.32634,82.5601,0,11.8707,1.71693,316.535,101.675,11.7964,0.00439562,0.358709,13.6455,3.01658,14.0722,5.57202,42.1519,0,1.28743,2.61911,0.0247892,31.3719,
235,147.994,268.354,787.653,0.551489,15.3612,24.0114,3.79182,36.0569,3.4162,22.1997,5.81594,73.2919,0,6.32484,3.03466,24.0487,51.0011,20.3427,201.386,16.7907,11.5149,1.46223,49.4606,1.44037,202.843,0,28.6445,1.55012,201.625,138.827,11.8475,0.00439562,0.358709,8.84623,3.01658,14.0722,5.57202,42.1519,0,1.28798,2.61911,0.0247892,31.3724,
236,147.97,347.948,1066.88,0.425265,18.6714,49.1378,5.27249,33.927,3.50646,20.5662,5.90963,76.3388,0,6.04737,3.13022,49.3801,76.0605,36.4957,287.748,23.7348,4.54976,1.80986,43.2511,2.57191,215.853,0,33.4961,1.90699,288.676,243.875,11.811,0.00437787,0.358709,7.85828,3.01658,13.2902,0.770257,42.2299,0,1.28522,2.61911,0.0247892,31.3689,
237,147.97,356.693,1092.93,0.414838,16.7823,49.4153,4.14473,34.0833,3.3071,20.9805,6.00974,93.5088,0,4.93916,2.92189,49.5018,71.0982,31.3127,295.302,31.9011,3.67444,1.11742,46.684,2.66162,262.471,0,21.7916,1.17993,295.547,227.689,11.811,0.00437787,0.358709,8.62287,3.01658,14.0722,3.13669,42.2299,0,1.28427,2.61911,0.0247892,31.3689,
238,147.97,307.956,925.131,0.480491,14.6302,36.1579,2.32727,35.6762,3.22837,22.7434,5.77957,94.4168,0,5.74036,2.83701,36.4668,47.9519,13.3759,322.2,11.8911,7.18145,0.706092,50.6591,1.45978,289.939,0,26.7431,0.69718,325.114,98.7279,11.7408,0.00437787,0.365586,16.7604,2.55319,11.8568,5.57105,42.2299,0,1.28522,2.61911,0.0247122,31.3689,
239,147.958,377.964,1020.25,0.39146,25.9165,43.7903,3.98413,34.2467,3.44295,23.8173,6.54785,72.2053,0,5.54083,3.07389,43.8381,111.56,56.2916,287.367,16.5969,6.47701,1.64764,48.7731,4.27839,137.695,0,21.7408,1.75952,287.56,360.524,11.811,0.00437787,0.366439,7.23644,2.45763,14.0513,5.57202,42.2299,0,1.28522,2.1132,0.0247122,31.3689,
240,147.943,358.813,1060.74,0.412312,20.7653,35.2658,6.03405,37.9047,3.37957,23.5923,6.26884,93.9281,0,4.65971,3.01218,35.6021,88.3998,42.5979,323.529,30.2519,34.8759,1.13056,50.5922,3.63265,281.643,0,19.4516,1.27097,326.606,288.515,11.7783,0.00437399,0.352381,11.5148,3.01658,14.0722,5.08087,42.2299,0,1.28522,2.61911,0.0247122,31.3689,
241,147.943,394.976,1147.66,0.374562,20.2408,68.583,9.75838,39.9011,3.59538,24.3694,6.02085,73.7811,0,8.73658,3.21396,69.081,67.694,43.7216,400.843,48.0612,49.5575,2.02283,46.9673,2.54645,149.744,0,36.3126,2.05123,399.912,183.221,11.7783,0.00437787,0.366439,8.7099,3.01658,14.0499,0.768562,42.2299,0,1.27529,2.61911,0.0247122,31.3588,
242,147.906,264.516,679.898,0.559159,16.347,32.8147,3.74182,35.1596,3.31983,21.1432,5.69549,62.6771,0,3.97366,2.9406,32.8936,43.8094,30.4027,246.068,19.3303,7.87803,1.15727,36.4876,1.54197,112.062,0,16.5963,1.26725,248.787,84.9673,11.7783,0.00437787,0.366439,4.09576,3.01658,14.0722,0.511039,42.1671,0,1.28522,2.61911,0.0247122,31.3689,
243,147.906,458.846,1269.86,0.322344,25.4364,50.931,9.94026,82.0016,3.63857,27.0293,6.17262,115.504,0,7.87681,3.27616,51.2416,75.797,56.6783,347.997,46.7732,438.505,2.90853,54.413,2.67495,341.896,0,30.3093,3.0055,350.607,212.554,11.7469,0.00437787,0.366439,12.6793,3.01658,14.0722,5.57202,42.1671,0,1.28701,2.61911,0.0247122,31.36,
244,147.902,311.671,837.464,0.474547,16.2162,22.9779,4.68155,35.1357,3.35514,24.4345,5.95355,106.109,0,7.64056,2.97132,23.1063,59.0889,23.2225,198.012,23.6055,24.2622,1.3742,54.4861,2.25039,334.661,0,33.0078,1.48622,198.606,163.288,11.7645,0.00437787,0.366439,9.62676,3.05534,14.0722,5.03981,42.1671,0,1.28701,2.65833,0.024835,31.3717,
245,147.897,361.578,806.87,0.409031,22.3035,33.1846,8.06405,34.195,3.48346,26.8959,6.36514,72.477,0,11.1574,3.10723,33.2278,107.117,43.8073,176.453,40.3761,5.79458,1.44886,58.524,3.75324,144.33,0,38.9324,1.52856,176.372,320.651,11.5427,0.00437787,0.366439,12.3907,3.06056,14.0722,0.939576,42.1671,0,1.28701,2.66368,0.024835,31.3693,
246,147.897,402.394,1195.92,0.367542,19.4502,61.577,6.12927,38.831,3.49695,23.4652,6.11597,91.0712,0,6.47223,3.12458,61.7759,80.8849,38.574,339.15,26.193,41.68,1.67173,49.3291,2.34429,242.428,0,28.6867,1.79882,340.04,232.624,11.7645,0.00437787,0.366439,8.09049,3.05355,14.0582,5.57143,42.1671,0,1.27997,2.65631,0.024835,31.3619,
247,147.897,385.397,1174.64,0.383752,18.3588,60.1218,4.53345,33.7584,3.54792,20.4202,6.0841,82.3967,0,6.4525,3.1667,60.3145,86.2415,39.6488,334.593,24.2223,6.94085,2.71483,40.2584,2.71473,229.247,0,29.4063,2.82043,335.483,274.897,11.7568,0.00437787,0.366439,6.82561,3.03982,14.074,5.57266,42.1671,0,1.28701,2.64268,0.024835,31.363,
248,147.897,490.357,1428.92,0.30161,21.6388,106.915,6.2671,33.3727,3.45161,17.878,5.99245,93.8307,0,4.54629,3.08391,107.099,86.2815,44.1576,439.021,29.5304,5.61571,1.48419,23.0122,2.15581,278.742,0,16.8142,1.62886,436.131,247.99,11.7568,0.00437787,0.366439,5.4989,3.03982,14.0647,3.4184,42.1671,0,1.28701,2.64268,0.0246875,31.3717,
249,147.868,370.752,1068.95,0.398834,15.3277,64.8543,3.86438,34.7617,3.42238,27.8086,6.03087,62.0715,0,8.14283,3.03506,65.063,76.3693,18.9219,342.712,16.392,7.12268,1.37535,61.8774,2.19196,98.0679,0,34.2242,1.44883,343.753,223.447,11.7568,0.00437787,0.366439,8.66308,3.03982,14.0686,5.5724,42.1671,0,1.28701,2.64268,0.024835,31.3717,
250,147.868,521.821,1557.78,0.28337,27.5819,117.808,11.8184,34.4966,3.81131,24.7444,5.91463,89.3696,0,8.06078,3.47082,118.558,76.1864,61.2414,526.958,49.6391,9.38436,2.92482,51.2134,1.85666,226.069,0,33.5492,3.04417,523.532,202.744,11.7126,0.00437787,0.372536,7.4225,3.03982,14.0686,4.89203,42.1671,0,1.28701,2.64268,0.024835,31.3714,
251,147.868,490.775,1406.64,0.301296,25.4395,64.6576,9.39723,40.1517,3.74283,23.9476,6.49945,132.825,0,7.19876,3.39442,64.7426,108.779,53.0405,353.254,43.3508,46.2449,3.01972,48.9084,3.95635,353.943,0,28.2883,3.19405,353.646,339.113,11.7126,0.00437787,0.377026,7.30308,3.03982,14.0724,5.57266,42.1062,0,1.29004,2.64268,0.024835,31.3628,
252,147.856,387.424,1081.08,0.381637,24.9596,36.762,7.51718,37.2098,3.72371,25.9923,6.2798,114.805,0,7.36321,3.35912,36.8125,82.6399,55.5994,228.896,42.098,22.3943,3.44483,56.7677,3.13438,320.488,0,29.0296,3.59801,229.09,248.489,11.7126,0.00437787,0.391629,9.64594,3.03982,14.0687,5.57258,42.1671,0,1.29004,2.64268,0.024835,31.373,
253,147.836,374.678,925.969,0.394568,22.3907,35.7888,11.5036,39.6351,3.72204,26.7187,5.97701,113.821,0,9.66559,3.35598,35.8066,66.2933,42.474,220.151,46.1743,35.1765,2.93785,61.0919,2.34836,308.056,0,38.3987,3.06803,220.282,170.824,11.7126,0.00437787,0.385701,6.97243,3.04743,14.0751,0.372025,42.1022,0,1.29004,2.6502,0.024835,31.3736,
254,147.836,472.349,1591.97,0.31298,42.8087,116.461,4.73947,33.9189,3.51525,17.0033,5.70225,61.8539,0,3.6492,3.14899,117.441,62.1078,239.387,586.74,30.3679,6.96982,2.47951,23.8355,1.03233,131.199,0,16.2281,2.61429,592.163,159.249,11.7126,0.00437787,0.375836,9.9344,3.04743,14.0852,5.53805,42.1022,0,1.29004,2.6502,0.0247119,31.3736,
255,147.794,512.183,1438.03,0.288558,22.5044,81.3364,8.54065,106.883,3.5377,22.9526,6.10965,96.1329,0,4.74042,3.17278,81.5989,74.6739,52.8111,415.764,37.1711,695.86,1.63113,42.1823,2.43371,239.261,0,15.4183,1.77955,417.625,184.672,11.7126,0.00437787,0.375836,7.8362,3.04743,14.0843,2.67382,42.1022,0,1.29004,2.6502,0.0247119,31.3736,
256,147.794,331.95,980.853,0.445231,18.6817,40.6551,7.36894,37.1713,3.60377,17.1459,6.12602,78.4326,0,3.90455,3.23457,40.693,74.9322,37.6376,278.195,39.7541,59.6478,2.72808,24.515,2.73514,192.189,0,15.5922,2.85598,278.238,230.699,11.5591,0.00437787,0.375836,7.25887,3.04743,14.0843,5.57273,42.1022,0,1.29004,2.6502,0.0247119,31.3695,
257,147.794,398.931,1318.55,0.370476,17.0629,74.4508,6.91787,34.874,3.23783,24.72,6.00099,77.3497,0,2.84757,2.86706,74.768,73.8346,28.4244,431.957,41.7401,9.91833,0.632847,60.9783,2.44929,218.701,0,8.54314,0.750983,429.085,227.27,11.5591,0.00448205,0.362709,9.09731,3.03943,14.0789,5.57273,42.1022,0,1.29004,2.64225,0.0247119,31.3736,
