Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,2in Heave.front.motion_ratio_heave_l.avg,Roll.front.side_view_swing_arm_angle_l.avg,Steering.front.ackerman_angle.avg,Roll.front.roll_center.y.avg,Steering.front.tie_rod_angle_top_view_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Roll.front.camber_angle_gain_roll_l.avg,2in Heave.front.coil_over_length_l.avg,2in Heave.front.p_rod_length_l.avg,2in Heave.front.toe_angle_l.avg,2in Heave.front.tie_rod_angle_top_view_l.avg,2in Heave.front.side_view_swing_arm_angle_l.avg,2in Heave.front.roll_center_gnd.z.avg,2in Heave.front.motion_ratio_heave_l.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Steering.front.ackerman_angle.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.tie_rod_angle_top_view_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Roll.front.camber_angle_gain_roll_l.std_dev,2in Heave.front.coil_over_length_l.std_dev,2in Heave.front.p_rod_length_l.std_dev,2in Heave.front.toe_angle_l.std_dev,2in Heave.front.tie_rod_angle_top_view_l.std_dev,2in Heave.front.side_view_swing_arm_angle_l.std_dev,2in Heave.front.roll_center_gnd.z.std_dev,2in Heave.front.motion_ratio_heave_l.best,Roll.front.side_view_swing_arm_angle_l.best,Steering.front.ackerman_angle.best,Roll.front.roll_center.y.best,Steering.front.tie_rod_angle_top_view_l.best,Steering.front.tie_rod_angle_front_view_l.best,Roll.front.camber_angle_gain_roll_l.best,2in Heave.front.coil_over_length_l.best,2in Heave.front.p_rod_length_l.best,2in Heave.front.toe_angle_l.best,2in Heave.front.tie_rod_angle_top_view_l.best,2in Heave.front.side_view_swing_arm_angle_l.best,2in Heave.front.roll_center_gnd.z.best,
439,146.816,282.709,858.842,0.51932,13.4044,28.0751,3.07135,35.8565,3.22725,15.6811,5.77336,91.3881,0,2.33992,2.84248,28.119,52.9303,16.1836,216.183,18.9518,19.7022,1.44411,9.7562,1.71841,288.045,0,6.00396,1.53458,216.885,150.983,10.9875,0.00500074,0.429128,8.19941,2.95682,14.1382,1.87246,42.5615,0,1.30146,2.55818,0.0278449,31.3881,
440,146.804,353.847,908.794,0.414878,16.2233,33.3194,7.13781,48.5859,3.43581,23.9822,6.04819,100.111,0,5.08506,3.07587,33.3504,73.492,24.723,191.485,36.698,137.298,2.57433,51.0839,2.37184,261.028,0,20.5107,2.71483,191.585,196.048,10.9875,0.00500074,0.410008,10.6266,2.95682,14.1384,2.49865,42.5677,0,1.30146,2.55818,0.0278449,31.3881,
441,146.804,292.806,1023.31,0.501368,13.8466,40.9115,3.37849,34.1627,3.27283,16.5027,5.87279,67.6029,0,2.14729,2.88296,40.9478,61.2777,22.7812,286.472,26.895,14.86,2.52477,22.0698,2.11657,203.357,0,6.50762,2.61717,286.107,210.07,10.9875,0.00500074,0.410008,6.35148,2.95682,14.1377,5.57407,42.5677,0,1.30146,2.55818,0.0278449,31.3881,
442,146.798,445.009,1411.77,0.329877,19.421,85.7097,7.26871,34.0025,3.32965,23.9051,6.00129,91.007,0,5.58642,2.95782,86.4373,79.3822,41.0198,479.312,33.6766,3.88716,1.64864,53.2313,3.21163,218.661,0,22.9611,1.77576,481.135,274.34,10.999,0.00500074,0.401199,10.6916,2.95682,14.138,4.17131,42.5677,0,1.30146,2.55818,0.0278449,31.3881,
443,146.798,566.233,1586.99,0.259254,21.2324,117.203,7.89949,62.4893,3.5792,25.1749,6.1315,95.4608,0,6.41022,3.22294,117.874,99.555,39.838,535.09,33.3892,288.57,2.40494,52.976,2.96294,238.664,0,21.7,2.57226,532.949,282.894,10.999,0.00500074,0.410008,7.35803,2.95652,14.138,1.65821,42.5677,0,1.30206,2.55788,0.0279581,31.3884,
444,146.793,405.021,1213.79,0.362434,20.5163,54.8413,5.12151,33.6107,3.49867,20.4608,6.37462,87.1935,0,7.03541,3.13643,55.3327,107.899,45.0512,381.045,28.8286,29.1454,2.8871,34.885,4.16539,245.21,0,27.6671,3.04707,387.252,358.749,10.999,0.00500074,0.410008,10.4209,2.95652,14.138,5.57407,42.5677,0,1.30206,2.55788,0.0279581,31.3884,
445,146.793,400.55,1277.37,0.366479,16.7364,68.2971,5.16576,33.8568,3.42708,17.9291,5.93762,94.8837,0,5.45924,3.05317,68.7899,77.0146,32.2971,404.92,27.4357,4.20306,2.70425,32.9043,2.68228,283.99,0,28.93,2.83246,407.936,252.022,10.9993,0.0051007,0.406005,11.2483,2.95652,11.846,5.57407,42.5677,0,1.30198,2.55788,0.026485,31.3881,
446,146.793,370.002,1095.52,0.396736,18.3268,49.3343,3.58473,37.2394,3.35659,22.82,5.90913,106.959,0,7.09287,2.98987,49.5553,62.8345,40.3677,284.247,14.2275,26.4161,1.84426,47.1511,1.60613,292.356,0,31.3063,2.00427,285.509,168.895,10.9993,0.0051007,0.406005,10.7362,2.95652,14.138,5.57407,42.5677,0,1.30198,2.55788,0.026485,31.3881,
447,146.793,373.023,1158.23,0.393523,19.8572,43.1286,5.37161,38.3466,3.37731,22.0589,6.22003,104.069,0,4.41503,2.9886,43.1728,80.0175,43.38,288.604,26.5202,29.0107,1.82751,40.3849,2.89356,297.34,0,17.5286,1.89328,288.693,236.582,10.9993,0.0049079,0.406005,6.85302,2.95544,14.138,5.57407,42.5677,0,1.30198,2.55679,0.026485,31.3881,
448,146.793,267.855,572.862,0.548033,16.2342,13.1829,7.18092,59.5215,3.67089,17.666,5.97306,65.29,0,3.50961,3.31181,13.2278,59.0862,30.7203,121.573,35.0608,195.178,3.76159,20.4386,2.11211,118.773,0,13.4505,3.92422,120.862,124.231,11.0045,0.0049079,0.396041,15.8429,2.95355,14.1392,3.56856,42.5677,0,1.00248,2.55485,0.026485,31.3881,
449,146.793,350.007,1077.02,0.419401,16.54,53.2245,5.20084,34.3239,3.38119,19.3731,5.94391,80.9357,0,4.58579,3.0152,53.5344,69.948,27.4984,361.297,25.6297,25.7269,2.03284,32.253,2.5176,226.797,0,19.8153,2.1849,362.197,228.358,10.992,0.0049079,0.400786,7.59102,2.95411,14.1392,5.57407,42.5723,0,1.30198,2.55547,0.026485,31.3881,
450,146.792,337.275,837.181,0.435229,20.4038,21.3194,7.72291,40.8396,3.47983,21.5938,6.58684,72.9368,0,4.19644,3.10766,21.3912,113.697,40.0556,198.6,36.768,64.1052,2.8379,43.577,4.48756,136.643,0,14.0971,2.95823,199.34,367.817,10.992,0.0049079,0.400786,9.36063,2.95411,14.1392,5.57407,42.5795,0,1.30198,2.55547,0.0248075,31.3878,
451,146.79,288.066,921.716,0.509571,17.1014,31.9594,2.20956,46.8341,3.18181,18.6862,5.93985,60.5154,0,2.80895,2.8141,32.2594,63.7562,36.1619,314.511,12.5187,125.813,1.39213,34.8799,2.61366,104.74,0,11.6724,1.53758,317.236,219.883,10.992,0.0049079,0.406005,8.09383,2.95411,14.1395,5.57408,42.5795,0,1.30172,2.55547,0.0248075,31.3878,
452,146.788,386.295,1132.03,0.37999,19.3031,70.4751,7.50161,38.1289,3.31052,21.6976,5.98341,66.5659,0,5.43231,2.94459,70.6824,74.2697,40.62,353.812,40.2682,43.3723,1.66306,41.6194,2.08574,106.579,0,23.1645,1.78623,356.344,221.131,10.992,0.00491638,0.406005,8.73551,2.95411,14.1395,4.97749,42.5795,0,1.30172,2.55547,0.025812,31.3882,
453,146.788,416.552,1081.52,0.352388,20.1547,60.324,4.87423,44.8944,3.37834,26.5345,6.17798,87.4288,0,6.40447,3.02053,60.3501,93.0102,40.1957,300.263,18.5614,108.196,1.6386,58.7352,3.02628,228.996,0,23.6077,1.77606,300.074,278.847,10.9942,0.00491638,0.421888,8.65262,2.95411,14.1395,3.37284,42.5795,0,1.30129,2.55547,0.0282096,31.388,
454,146.784,343.638,1048.84,0.427148,16.9202,49.3013,4.79463,34.9932,3.12504,23.5003,5.866,80.2226,0,5.9536,2.75734,49.4021,66.8014,36.5539,292.743,28.9421,10.1464,0.875335,52.0801,1.98594,223.123,0,24.8891,1.05384,293.239,200.604,10.9942,0.00472852,0.421888,8.89342,2.95411,14.1395,2.91337,42.5798,0,1.30129,2.55547,0.0282096,31.388,
455,146.784,268.61,878.32,0.546458,15.8998,31.3645,4.21019,36.26,3.37477,17.5884,5.7958,65.0653,0,5.26225,2.99132,31.7964,49.0018,28.8639,304.936,28.3225,13.6682,2.84759,22.1063,1.275,196.238,0,27.518,2.94741,308.98,115.811,10.9942,0.00472852,0.421888,10.0403,2.95411,14.1395,5.57407,42.5798,0,1.30129,2.55547,0.0282096,31.388,
456,146.784,332.413,860.822,0.441572,19.3222,41.6221,3.9234,40.4368,3.32032,20.7216,5.84058,92.3999,0,4.59713,2.93987,41.6528,55.6366,41.6539,227.016,24.0891,51.1311,2.54723,33.7918,1.59356,276.9,0,17.0676,2.67346,225.867,131.142,11.0028,0.00472852,0.406455,9.98694,2.95406,11.6377,2.15629,42.5691,0,1.30129,2.55539,0.0282096,31.388,
457,146.784,200.364,385.933,0.732586,12.8666,1.52307,5.82666,35.7994,3.30228,18.1418,5.69289,71.8717,0,3.2144,2.92327,1.56212,37.6403,15.7901,41.7508,38.8492,9.07797,2.51597,29.0722,0.872563,216.507,0,14.8375,2.64965,40.3018,47.3177,11.0028,0.00491786,0.421888,34.7096,2.95406,14.1395,5.57408,42.5691,0,1.30129,2.55539,0.0282096,31.388,
458,146.784,345.202,1130.97,0.425213,17.2257,47.7377,4.81985,36.5733,3.2547,18.803,5.88824,95.6334,0,3.60026,2.86931,48.0011,60.7954,33.2056,349.621,24.4854,20.3128,1.55177,28.5568,1.95596,289.868,0,15.6939,1.629,352.014,179.665,11.0028,0.00491786,0.421888,8.85661,2.95406,14.1395,5.57408,42.5691,0,1.30129,2.55539,0.0282096,31.388,
459,146.784,616.609,1725.21,0.238051,27.8659,134.463,9.49377,47.0837,3.7938,26.0845,6.40521,99.6466,0,7.17459,3.44256,135.033,116.123,64.5726,546.32,33.9869,131.252,3.27726,56.5149,3.11486,208.348,0,30.393,3.32552,547.159,315.898,11.0042,0.00503205,0.421888,8.56404,2.95406,10.9096,5.57409,42.5691,0,1.30129,2.55539,0.0282096,31.388,
460,146.784,403.349,1094.08,0.363914,21.8674,58.5631,6.57336,34.2189,3.29077,25.5056,6.12014,91.4034,0,6.95159,2.90757,58.6484,87.2983,54.645,305.086,33.6703,13.8064,1.63706,59.6975,3.00293,246.497,0,28.9324,1.70448,310.665,281.187,11.0042,0.00503205,0.44305,10.7591,2.95406,13.1502,4.01608,42.5691,0,1.30129,2.55539,0.0282096,31.388,
461,146.783,413.803,1253.94,0.354716,18.8973,71.0826,6.75779,34.5436,3.34522,21.4423,6.1067,93.0687,0,4.70448,2.97643,71.3219,79.5557,39.764,400.237,38.0114,6.39167,2.45436,36.4698,2.87918,262.881,0,18.4602,2.58652,401.653,236.071,11.0042,0.00503205,0.44305,7.76476,0.866871,14.1399,1.08835,42.5691,0,1.30129,1.17359,0.0282096,31.388,
462,146.781,421.556,1270.29,0.348187,15.1578,74.093,8.55419,35.4326,3.42843,20.367,5.95143,103.148,0,7.09235,3.05552,74.532,70.7443,26.6064,393.87,41.437,13.3109,2.77085,40.6331,1.83599,303.09,0,29.7657,2.9209,396.249,179.879,4.98681,0.00503205,0.44305,10.0226,2.05895,11.1763,5.57407,42.5697,0,1.30219,1.4454,0.0285413,31.3886,
463,146.781,214.38,672.546,0.684674,13.9824,20.9554,0.63555,34.4546,3.00043,17.3917,5.74042,45.3611,0,1.99351,2.6034,20.987,47.2746,29.3148,214.984,8.10295,2.7218,0.557915,32.4735,1.68083,63.7325,0,7.08693,0.501273,215.162,160.096,11.0042,0.00503205,0.44305,9.17282,2.95335,14.1399,5.57406,42.5697,0,1.30219,2.55464,0.0285614,31.3886,
464,146.781,305.51,969.734,0.480445,13.6715,45.4396,3.93456,34.937,3.06093,19.456,5.77749,71.5387,0,4.33647,2.67681,45.5833,55.0973,15.1806,316.433,30.0766,8.56828,0.693908,32.2866,1.20512,176.927,0,18.0655,0.74383,317.275,148.373,11.0042,0.00519725,0.432781,5.41402,2.91686,14.1389,5.57403,42.5697,0,1.30219,2.55464,0.0288194,31.3887,
465,146.78,310.948,988.302,0.472041,18.5083,39.9723,3.16354,35.5926,3.06081,21.3891,5.87856,73.168,0,6.13441,2.67133,40.1379,61.2709,41.1409,269.964,21.4799,10.753,0.59335,38.3592,1.52754,205.959,0,24.9835,0.673905,271.25,168.361,11.0292,0.00519725,0.432781,10.6611,2.95335,14.1389,5.57403,42.5697,0,1.30213,2.55464,0.0251103,31.3878,
466,146.78,378.238,1063.87,0.388063,20.4916,57.6325,8.29766,35.2943,3.34012,25.2161,5.85963,88.041,0,7.67371,2.97145,57.6661,65.7535,41.5943,314.694,36.7666,9.08331,1.55788,53.5387,1.57113,203.874,0,31.5717,1.64254,312.755,177.165,11.0292,0.00519725,0.445469,8.95362,2.95335,14.1389,4.43985,42.5649,0,1.30213,2.55464,0.0276724,31.3883,
467,146.779,331.215,1022.71,0.443153,15.1188,40.185,2.28783,34.5255,3.18073,24.3599,5.96262,81.0631,0,8.51232,2.80007,40.4914,72.7279,24.666,266.291,11.1931,5.68301,1.27242,52.6604,2.30432,225.384,0,37.56,1.39579,270.424,230.155,11.0246,0.00497375,0.445469,12.5009,2.95335,14.1389,5.57403,42.5613,0,1.30173,2.55464,0.0276724,31.3883,
468,146.779,319.111,981.109,0.459962,17.1403,35.5793,5.4595,44.899,3.10029,22.5005,5.88893,80.0513,0,5.0893,2.71099,35.9149,60.7765,38.3889,322.232,39.1555,102.883,0.79259,48.1622,2.16859,223.564,0,25.2998,0.853406,325.395,189.024,11.0223,0.00497375,0.445469,15.1038,2.95335,14.1389,5.33928,42.5613,0,1.30173,2.55464,0.0276446,31.3883,
469,146.779,370.628,981.44,0.396027,17.561,34.8144,3.92457,54.4177,3.16081,23.6799,6.10639,118.67,0,4.8895,2.76794,35.1182,65.5176,26.0473,323.85,20.2958,108.163,0.935002,41.643,2.28757,312.992,0,15.971,0.976827,326.573,127.419,11.0223,0.00497375,0.446754,15.0016,2.95335,14.1389,3.23503,42.5613,0,1.30173,2.55464,0.0276724,31.3883,
470,146.778,276.385,908.642,0.531062,13.1882,40.8016,2.78763,34.2045,2.98666,18.851,5.84979,51.0592,0,3.16746,2.58987,40.8859,60.0135,16.796,285.755,21.6436,20.1386,0.384066,36.4304,1.9897,91.4112,0,13.2821,0.398358,286.226,202.233,11.0223,0.00497375,0.446754,9.19816,1.92552,14.1389,5.57403,42.5613,0,1.30209,1.54038,0.0276724,31.3883,
471,146.776,311.305,880.72,0.471484,17.5662,29.0687,5.20596,34.5592,3.44302,22.9331,5.97324,88.7566,0,5.03584,3.06841,29.1774,66.5178,39.1581,210.887,29.9378,4.7279,2.85419,44.0217,2.61685,250.831,0,21.3255,2.92692,211.585,230.999,11.0223,0.00497375,0.446754,10.1364,2.95335,14.1396,5.57405,42.5548,0,1.30196,2.55464,0.0251679,31.3875,
472,146.776,436.126,1211.65,0.336544,23.9745,62.3317,9.87951,37.6431,3.3412,25.1696,6.24004,97.581,0,5.12057,2.97608,62.6727,99.1964,50.1841,379.676,45.5168,38.6157,1.64286,50.7821,3.65971,283.388,0,20.195,1.77468,377.346,312.481,11.0223,0.00476921,0.445776,9.38167,2.95335,14.1391,0.428163,42.5548,0,1.30196,2.55464,0.0244544,31.3872,
473,146.776,359.071,1151.23,0.408765,16.4013,48.122,3.17834,36.9715,3.10146,20.826,5.78843,106.322,0,5.51217,2.72185,48.354,61.7718,29.3531,285.362,21.9679,28.357,0.917023,38.4753,1.67866,334.808,0,27.8109,1.06185,288.351,174.947,11.0223,0.00476921,0.446502,9.2904,2.95369,14.1391,0.743964,42.5548,0,1.30196,2.555,0.0244552,31.3875,
474,146.775,412.81,1289.4,0.355552,15.5581,80.6427,7.07432,34.7159,3.22231,19.5199,5.72724,96.0551,0,4.32581,2.8366,80.972,62.1597,20.847,417.298,34.0864,11.4454,1.39354,40.0627,1.74519,289.647,0,14.4276,1.42318,419.497,169.157,11.0223,0.00476921,0.446502,4.26231,2.95369,14.1391,0.304253,42.5548,0,1.30209,2.555,0.0251679,31.3876,
475,146.773,576.988,1682.83,0.254378,26.0432,121.871,8.86201,35.6029,3.59686,25.0927,6.2495,117.023,0,8.01038,3.23655,122.821,98.5791,51.6772,590.299,42.257,12.217,3.08462,46.3998,3.29936,297.109,0,24.5457,3.17186,592.058,270.089,11.0223,0.00476921,0.446502,6.65492,2.95369,14.1391,3.69585,29.8335,0,1.30181,2.555,0.0251679,31.3876,
476,146.773,512.424,1415.48,0.286429,23.0825,83.6141,9.54745,33.9341,3.53075,25.9428,6.57879,113.344,0,9.03218,3.17432,83.8875,116.756,50.2368,400.186,37.7915,8.89945,2.22824,55.0266,4.4545,301.418,0,33.5839,2.41337,401.247,352.029,11.0217,0.00476921,0.445077,4.59368,2.95753,14.1391,1.03316,42.5435,0,1.30181,2.5589,0.0251679,31.3876,
477,146.773,695.765,1968.45,0.210952,26.9062,165.85,8.18362,32.9715,3.41677,28.4945,6.09634,135.704,0,8.31871,3.05263,166.838,109.933,58.7167,643.064,35.2069,6.04273,1.84535,58.2815,2.81592,354.78,0,27.995,2.01926,628.851,296.457,11.0217,0.00476921,0.445077,8.59575,2.95753,14.1391,4.01993,42.5435,0,1.30181,2.5589,0.0244227,31.3871,
478,146.773,399.611,1268.89,0.367289,15.46,72.6918,2.67721,35.5929,3.22072,21.7521,5.94172,90.0319,0,5.84913,2.84092,73.1004,70.4523,25.3933,425.515,13.2886,14.3907,1.36661,43.1327,1.97567,246.186,0,24.7912,1.47645,428.467,212.72,11.0217,0.00476921,0.445077,8.49884,2.95753,14.1391,5.57402,42.5435,0,1.30181,2.5589,0.0251679,31.3876,
479,146.771,326.692,1010.49,0.449263,16.0477,34.8335,5.42387,38.4307,3.20082,23.8602,6.02011,89.1082,0,3.78712,2.80557,35.1263,68.048,30.2251,318.32,32.7684,33.0852,1.36599,54.4809,2.6647,246.904,0,13.3186,1.39001,324.271,219.166,11.0217,0.00471845,0.445077,8.53382,2.95753,14.1392,5.57404,42.5435,0,1.30172,2.5589,0.0244261,31.387,
480,146.771,325.783,931.783,0.450516,18.3858,37.8427,6.64082,34.3381,3.21299,23.3924,6.02287,72.8588,0,6.55478,2.81624,37.871,75.8465,42.1137,240.11,33.9965,6.32908,1.40857,54.2131,2.58725,203.129,0,28.0082,1.40061,240.227,252.274,11.0217,0.00471845,0.445077,11.4385,2.96098,14.1392,5.57404,42.5435,0,1.30172,2.56241,0.0251679,31.3876,
481,146.771,286.288,942.706,0.512668,17.5478,35.2226,2.74409,36.0412,3.1328,22.6654,5.63091,78.2747,0,5.0012,2.74949,35.5657,41.7121,38.455,321.527,14.6659,13.4646,1.04956,55.3758,0.889753,224.714,0,31.4858,1.10827,324.845,72.4189,11.0217,0.00471845,0.448857,19.5184,2.96098,14.1391,3.72962,42.5435,0,1.30172,2.56241,0.0264381,31.3867,
482,146.771,427.951,1200.96,0.342961,21.7139,57.5189,6.69444,34.8968,3.3836,20.4967,6.27164,110,0,6.52242,3.00647,57.6626,99.784,50.3103,318.161,33.2345,14.263,1.83736,28.9381,3.57842,309.693,0,24.5475,1.8955,318.878,313.026,11.0217,0.00471845,0.448857,8.73656,2.96098,14.1391,2.16492,42.5435,0,1.30143,2.56241,0.0264381,31.3878,
483,146.771,297.29,1064.32,0.493695,13.1813,58.0111,1.27669,34.1989,3.06734,17.1335,5.52555,62.8733,0,1.88198,2.67757,58.3675,39.095,23.0655,408.837,8.10798,3.65453,1.05644,22.5039,0.750584,149.598,0,4.24826,1.11737,411.29,82.9251,8.27386,0.00471845,0.448857,7.28453,2.95962,14.1392,0.86473,42.5435,0,1.30143,2.56105,0.0266174,31.3878,
484,146.77,285.592,867.139,0.513914,16.2361,41.2628,2.15536,36.2188,3.171,16.5992,5.93645,53.6027,0,1.66357,2.7874,41.3186,64.6404,36.3373,285.581,11.0117,20.703,1.22423,23.2801,2.15391,66.4372,0,2.34754,1.32205,285.862,204.199,11.028,0.00473022,0.456546,8.35069,2.95962,14.139,5.574,42.5435,0,1.30143,2.56105,0.0274942,31.3882,
485,146.769,482.715,1408.6,0.30405,18.5828,108.539,10.4961,34.9839,3.49,23.3489,5.91808,76.8497,0,7.77215,3.15055,109.174,80.4093,33.1848,510.196,39.9704,12.3187,2.00176,51.4649,2.04528,157.306,0,29.2208,2.21111,513.628,216.295,11.028,0.00473022,0.456546,6.27341,2.95962,14.139,0.196727,42.5435,0,1.30143,2.56105,0.0274942,31.3882,
486,146.769,486.765,1467.87,0.30152,20.8468,76.6475,6.65348,36.7512,3.21502,24.5237,6.35621,126.146,0,5.93533,2.83805,76.9955,99.8567,45.3958,429.509,37.7637,19.8631,1.42463,47.5413,3.27113,360.174,0,22.7202,1.58838,431.442,286.258,11.028,0.00473022,0.458386,8.56387,2.36805,14.139,5.0593,42.5435,0,1.3019,1.6996,0.0274942,31.3883,
487,146.769,518.898,1524.76,0.282848,31.0922,99.1879,6.74987,34.576,3.47267,20.3275,6.27814,109.084,0,2.96716,3.11266,99.3958,102.654,103.884,449.353,26.8975,13.7112,2.10461,31.3932,3.11029,309.294,0,8.2312,2.22549,450.453,305.408,11.028,0.00473022,0.459268,1.33807,2.95962,14.1381,5.57398,42.5435,0,1.30181,2.56105,0.0274942,31.3883,
488,146.767,305.646,1105.3,0.480188,24.85,39.3068,3.86437,34.6283,3.0785,20.9825,5.69409,75.1343,0,6.14511,2.69533,39.777,49.4896,101.607,313.314,22.6249,5.15872,1.07632,43.278,1.31589,221.66,0,35.1366,1.21932,321.318,130.021,11.028,0.00473022,0.459268,4.74887,1.17723,14.139,1.78838,42.5435,0,1.30191,0.46619,0.0274942,31.3883,
489,146.767,533.476,1444.77,0.275115,18.874,103.723,9.83301,35.7561,3.421,24.9633,6.14267,118.173,0,6.17236,3.06911,104.022,99.3269,32.6349,465.407,35.7485,14.9205,1.80477,45.6721,2.76624,276.24,0,19.0398,1.94809,456.345,251.867,11.028,0.00473022,0.460193,7.41676,1.76059,14.139,0.68685,42.5435,0,1.30171,0.542564,0.0280686,31.3843,
490,146.765,510.186,1509.34,0.287669,21.3671,102.728,9.50444,34.0056,3.43925,25.8725,5.9137,112.099,0,7.61236,3.05483,103.168,81.4205,48.7453,471.036,46.3477,6.14927,2.57962,52.9858,1.95845,335.869,0,31.727,2.68538,473.642,226.119,11.028,0.00473022,0.460193,8.47274,2.95962,14.139,1.32399,42.5435,0,1.30171,2.56105,0.0288461,31.3884,
491,146.765,307.971,974.633,0.476554,16.5535,46.1172,2.3133,34.1539,3.1438,23.7203,5.73526,63.305,0,5.2699,2.75077,46.2826,58.6257,36.2052,289.107,15.3915,3.41706,1.14619,54.7285,1.65053,136.892,0,27.9939,1.17882,289.801,178.897,11.028,0.00482003,0.460193,8.64048,2.95962,14.1393,0.924384,42.5372,0,1.30171,2.56105,0.0288461,31.3884,
492,146.765,432.733,1224.7,0.339158,17.4578,72.5739,7.84916,34.0361,3.45366,18.4933,6.32319,85.6632,0,6.15798,3.09166,72.9178,104.716,31.082,403.253,39.5121,6.60653,2.58454,28.2586,3.43109,219.231,0,23.422,2.69806,405.789,307.715,11.028,0.00482003,0.460913,8.68902,2.95962,14.1391,5.57404,42.5372,0,1.30171,2.56105,0.0288461,31.3884,
493,146.761,329.786,943.939,0.445019,15.4305,23.2088,5.03528,34.7668,3.29883,21.9068,6.35794,94.383,0,4.66438,2.92522,23.2477,94.5607,25.3455,214.93,26.656,9.15828,1.69474,40.4074,4.22527,289.209,0,19.2903,1.82472,214.877,345.434,11.0281,0.00482003,0.460913,7.2897,2.95962,14.1391,5.57404,42.5372,0,1.30171,2.56105,0.0288461,31.3884,
494,146.761,334.471,723.911,0.438786,21.1799,25.2971,9.08305,55.0557,3.60127,19.5965,6.07975,103.582,0,3.53708,3.24692,25.3489,58.8631,43.1856,198.804,44.583,129.187,2.83389,24.359,2.20374,282.094,0,9.41174,3.01022,198.944,120.944,11.0281,0.00479063,0.460913,6.36753,2.96054,14.1391,4.57111,42.5335,0,1.30171,2.56197,0.027818,31.3859,
495,146.761,309.545,951.543,0.47412,17.3944,33.8112,8.45808,34.2959,3.15386,23.4031,5.80515,84.0846,0,6.22572,2.78517,33.8589,56.2687,38.1648,264.349,46.3964,20.8864,1.21347,52.8447,1.92468,272.866,0,28.1214,1.40123,263.802,183.772,11.0281,0.00482003,0.460913,10.4106,2.96054,14.1391,5.57404,42.5335,0,1.30171,2.56197,0.0251601,31.3882,
496,146.76,261.777,885.249,0.56063,15.6367,34.2764,1.26297,34.3693,3.04643,17.5762,5.7424,55.7493,0,3.84977,2.66146,34.612,52.9936,32.1459,324.493,9.72748,2.42124,0.631913,32.2692,1.88937,110.565,0,19.9758,0.741051,327.701,175.428,11.0354,0.00482003,0.460913,14.9753,2.96054,14.1391,3.56897,42.5335,0,1.30171,2.56197,0.0246007,31.3879,
497,146.76,455.195,1401.74,0.322411,15.2619,86.781,8.2445,33.5294,3.75667,23.1353,5.78979,108.343,0,6.28405,3.40213,87.2256,73.4416,21.2527,444.296,39.5652,5.38553,3.93897,45.1861,2.30105,329.351,0,24.8618,4.02533,439.066,221.12,11.0363,0.00482003,0.460913,1.77157,2.96055,14.1391,1.72446,42.5335,0,1.302,2.56198,0.0288883,31.3885,
498,146.76,342.917,977.658,0.427975,17.428,43.4027,5.46852,39.5052,3.29124,21.7217,5.97486,85.9393,0,5.17383,2.92012,43.7372,68.3541,31.4479,338.123,33.1089,49.5471,1.71167,40.671,2.68477,230.743,0,19.1574,1.84645,341.663,209.42,11.036,0.00482003,0.460376,12.3338,2.96055,14.1391,3.03412,42.5335,0,1.30207,2.56198,0.0289315,31.3886,
499,146.758,609.663,3012.76,0.24072,19.8493,33.3085,10.7937,309.173,3.50447,22.7016,6.46255,83.1585,0,4.65127,3.14988,33.3494,79.5609,44.1613,215.526,48.9694,2734.42,2.89557,39.3213,4.47593,194.868,0,18.2604,3.08295,215.519,254.38,11.036,0.00494884,0.369062,8.56252,2.96057,14.1391,5.57405,32.2994,0,1.30207,2.56201,0.028993,31.3886,
500,146.758,336.52,1113.42,0.436105,17.2174,41.2202,6.2522,33.9605,3.23019,15.2324,6.06696,86.9162,0,3.59304,2.85855,41.3106,78.662,40.776,282.359,36.4305,275.246,1.60358,9.7158,2.98444,276.809,0,15.2698,1.77592,282.82,274.233,11.036,0.00527473,0.460376,7.11154,2.96019,14.1391,5.57405,42.5335,0,1.30207,2.56164,0.028993,31.3886,
