Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.mechanical_trail_l.avg,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.roll_center.z.avg,Heave.front.toe_angle_l.avg,Heave.front.half_track_l.avg,Heave.front.scrub_radius_l.avg,Roll.front.camber_angle_l.avg,Steering.front.ackerman_angle.avg,Heave.front.side_view_swing_arm_angle_l.avg,Roll.front.roll_center.y.avg,Steering.front.camber_angle_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Heave.front.mechanical_trail_l.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.roll_center.z.std_dev,Heave.front.toe_angle_l.std_dev,Heave.front.half_track_l.std_dev,Heave.front.scrub_radius_l.std_dev,Roll.front.camber_angle_l.std_dev,Steering.front.ackerman_angle.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.camber_angle_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Heave.front.mechanical_trail_l.best,Heave.front.tie_rod_angle_top_view_l.best,Heave.front.roll_center.z.best,Heave.front.toe_angle_l.best,Heave.front.half_track_l.best,Heave.front.scrub_radius_l.best,Roll.front.camber_angle_l.best,Steering.front.ackerman_angle.best,Heave.front.side_view_swing_arm_angle_l.best,Roll.front.roll_center.y.best,Steering.front.camber_angle_l.best,Steering.front.tie_rod_angle_front_view_l.best,
697,75.9572,90.9966,42.5125,0.834725,1.91982,0.369576,49.3072,0.373726,1.54844,1.52768,0.406284,0.816697,0.941987,31.3227,1.07656,1.386,10.254,1.92092,26.4922,0.469957,0.931417,7.65342,0.0488105,0.514026,3.28899,4.59798,0.455558,1.4752,0.135241,0.0124665,44.305,0.0721935,1.37017,0.18568,0.00600686,0.731198,0.22957,2.25621,0.609429,0.747764,
698,75.9572,89.6222,39.2065,0.847526,1.73632,0.313069,48.0199,0.366312,1.49957,1.59293,0.404305,0.828784,0.794299,31.6671,1.05986,1.33977,9.65827,1.7048,21.0608,0.344627,0.735992,8.03536,0.0640505,0.637176,2.4078,4.34158,0.391887,1.13125,0.135241,0.0124665,44.305,0.182709,1.37017,0.18568,0.0155426,0.731198,0.419707,0.462598,0.80681,1.14039,
699,75.9572,89.0118,37.8689,0.853338,1.66749,0.279503,47.8793,0.360879,1.49504,1.34522,0.402761,0.823609,0.76914,31.6087,1.05766,1.32247,9.58959,1.60674,20.9174,0.332225,0.73055,6.87194,0.057947,0.631499,2.36908,4.20599,0.389982,1.09086,0.135241,0.0124665,44.305,0.182709,1.37017,0.18568,0.0155426,0.731198,0.419707,0.462598,0.80681,1.14039,
700,75.9572,89.039,37.9198,0.853077,1.88276,0.279395,47.4507,0.345365,1.48121,1.69827,0.4084,0.770105,0.85939,31.5225,1.06175,1.27918,10.2163,1.66678,20.1449,0.226725,0.701234,9.47614,0.039592,0.296953,3.62055,3.66072,0.450565,0.925112,0.135241,0.0124665,44.305,0.087142,1.37017,0.18568,0.087289,0.731198,0.209717,0.344774,0.280771,0.794341,
701,75.9572,88.7511,34.259,0.855844,1.53288,0.183171,47.1586,0.368372,1.47226,1.91576,0.405165,0.808508,1.02062,31.5333,1.04687,1.30558,8.54906,1.06456,16.1886,0.323358,0.572484,9.84761,0.0501097,0.538858,3.92967,3.83376,0.346145,1.11407,0.135241,0.0124665,44.305,0.13289,1.37017,0.18568,0.0304969,0.731198,0.419707,4.4787,0.340711,1.14039,
702,75.9572,88.6471,33.6657,0.856848,1.51405,0.182242,47.2043,0.368023,1.47432,1.81556,0.40361,0.792605,1.11008,31.3927,1.04526,1.34439,8.48745,1.04786,16.3934,0.320082,0.581663,9.31773,0.0516564,0.438971,4.41126,4.16543,0.331682,1.29858,0.135241,0.0124665,44.305,0.13289,1.37017,0.18568,0.0304969,0.731198,0.419707,0.896243,0.340711,1.14039,
703,75.9572,88.7397,34.409,0.855955,1.96228,0.316335,46.9092,0.34733,1.46639,1.88713,0.405932,0.776714,0.943408,31.3691,1.05172,1.30419,9.76715,1.68098,15.4772,0.233183,0.566596,10.7269,0.0541882,0.369739,3.39657,4.63675,0.360007,0.994481,0.135241,0.0124665,39.6237,0.0368556,1.2054,0.18568,0.0220794,0.682969,0.419707,0.214767,0.311754,0.998572,
704,75.9572,88.402,35.4457,0.859224,1.56126,0.215881,46.7318,0.328558,1.45758,1.89134,0.406496,0.777595,0.946212,31.7412,1.04867,1.29542,8.77738,1.2817,16.6844,0.0985431,0.586136,11.7166,0.0457734,0.376408,3.5834,4.71632,0.379508,1.01205,0.135241,0.0124665,23.1892,0.170133,0.921998,0.18568,0.0141775,0.731198,0.418496,3.47507,0.4056,1.14039,
705,75.9572,87.9189,34.5271,0.863946,1.50701,0.1713,46.629,0.326899,1.4541,1.67468,0.405732,0.772539,0.937589,31.7072,1.04851,1.2843,8.72083,1.03065,16.6032,0.0921297,0.583603,11.1564,0.0437067,0.366944,3.58264,4.65499,0.379505,0.996415,0.135241,0.0124665,23.1892,0.170133,0.921998,0.18568,0.0141775,0.731198,0.418496,3.47507,0.4056,1.14039,
706,75.9572,92.4161,49.1529,0.821904,2.00978,0.27132,49.8927,0.4274,1.56656,1.85519,0.407097,0.822249,0.915283,31.6869,1.0411,1.52054,9.6029,1.4205,30.4454,0.568722,1.06589,9.0869,0.0438764,0.580443,2.86147,6.26552,0.34989,1.9482,0.135241,0.0124665,30.996,0.206265,0.901634,0.18568,0.0512349,0.731198,0.320754,4.82402,0.334533,1.14039,
707,75.9572,91.7029,47.7231,0.828296,1.9433,0.257914,49.7143,0.414801,1.56098,1.60403,0.406315,0.813268,0.86205,31.6102,1.03874,1.47701,9.53468,1.40094,30.1449,0.518128,1.05961,8.06723,0.041604,0.561369,2.72399,6.11742,0.347659,1.79727,0.135241,0.0124665,30.996,0.206265,0.901634,0.18568,0.0512349,0.731198,0.320754,4.82402,0.334533,1.14039,
708,75.9572,91.614,44.7401,0.8291,2.16533,0.281443,48.4996,0.369935,1.51975,2.0012,0.411558,0.84503,0.797947,32.1346,1.09021,1.49742,10.1142,1.52272,24.1744,0.326614,0.844425,9.86308,0.0604837,0.773591,2.6645,9.97422,0.586773,1.7647,0.135241,0.0124665,13.1148,0.0893448,0.651278,0.18568,0.0210407,0.731198,0.156169,4.78914,0.437756,1.14039,
709,75.9572,87.205,31.2807,0.871018,1.25104,0.185649,45.7958,0.338977,1.42097,1.58403,0.410209,0.76234,0.714487,32.4255,1.01758,1.29848,7.46594,1.27205,12.9365,0.224715,0.456827,9.51581,0.0415695,0.390319,2.14319,10.4951,0.242659,1.08571,0.135241,0.0124665,28.9041,0.135771,0.941684,0.18568,0.0398879,0.666634,0.0336683,8.41838,0.188427,1.14039,
710,75.9572,98.2168,128.28,0.773362,1.99728,0.389613,47.8424,0.38583,1.49703,2.49014,0.40509,0.824057,0.868547,39.0287,1.06225,1.42586,8.86488,1.93221,20.6921,0.460897,0.729935,12.4701,0.0541127,0.627205,3.20113,116.481,0.424114,1.55272,0.135241,0.0124665,23.1476,0.0762666,0.599033,0.18568,0.0216026,0.731198,0.336551,0.401329,0.328985,1.14039,
711,75.9572,87.9014,30.1027,0.864118,1.20328,0.364471,46.8059,0.385193,1.46274,1.161,0.412016,0.829581,0.734763,32.1737,1.02591,1.34279,6.65544,2.06605,18.0306,0.459643,0.634179,6.7597,0.0651774,0.629154,2.19178,9.32555,0.306497,1.12484,0.135241,0.0124665,18.6622,0.120381,0.395446,0.18568,0.0261065,0.731198,0.209303,3.44128,0.198043,1.14039,
712,75.9572,88.3008,35.7272,0.860209,1.68409,0.238254,46.8667,0.35651,1.46371,1.45782,0.407108,0.789468,0.852126,31.8241,1.0534,1.30751,9.7443,1.43807,16.8887,0.310513,0.60305,8.32564,0.0531334,0.568161,3.57425,3.78038,0.470135,1.16899,0.135241,0.0124665,44.305,0.0614947,1.37017,0.18568,0.0314034,0.678445,0.13998,5.06078,0.570468,1.14039,
713,75.9572,87.5077,33.1175,0.868005,1.52638,0.189138,46.6586,0.353887,1.45673,1.17772,0.405633,0.781345,0.840082,31.7785,1.04937,1.29024,9.40656,1.16222,16.5317,0.306169,0.5927,6.85409,0.0461521,0.550192,3.56945,3.67623,0.464524,1.13193,0.135241,0.0124665,44.305,0.0614947,1.37017,0.18568,0.0314034,0.678445,0.13998,5.06078,0.570468,1.14039,
714,75.9572,130.331,692.074,0.582802,1.96642,0.299397,48.4458,0.343252,1.51803,1.93504,0.412379,0.794353,0.981109,71.1956,1.08742,1.35218,11.0046,1.70958,25.3994,0.234533,0.891572,10.8873,0.0615811,0.443121,3.94129,686.362,0.529876,1.30091,0.135241,0.0124665,10.491,0.135019,0.629177,0.18568,0.0392846,0.678934,0.419707,1.95783,1.00049,1.14039,
715,75.9572,128.343,691.728,0.591828,1.63177,0.231215,47.6385,0.334311,1.49027,1.35086,0.41074,0.78199,0.875759,71.232,1.05993,1.30593,10.2808,1.50317,22.5353,0.187893,0.804902,8.33669,0.0526772,0.415657,3.56429,685.226,0.414192,1.07795,0.135241,0.0124665,10.491,0.135019,0.629177,0.18568,0.0392846,0.678934,0.419707,1.95783,1.00049,1.14039,
716,75.9572,86.312,28.8182,0.88003,1.24325,0.0910472,45.7927,0.338709,1.42399,1.10684,0.411357,0.765023,0.669606,32.2071,1.02336,1.23904,7.66039,0.865827,13.569,0.215589,0.481887,6.54432,0.0337923,0.304286,2.29624,39.8035,0.246211,0.756925,0.135241,0.0124665,17.8426,0.126705,0.536108,0.18568,0.116319,0.731198,0.319951,2.32848,0.273865,1.14039,
717,75.9572,90.5206,41.9158,0.839114,1.72817,0.367379,48.7981,0.389902,1.52884,2.1011,0.408256,0.772209,0.820133,31.1894,1.0822,1.33493,9.3319,1.80727,23.4691,0.39806,0.818805,10.6955,0.0545563,0.283426,2.69777,4.77587,0.535406,1.13615,0.135241,0.0124665,44.305,0.184937,1.37017,0.18568,0.0567361,0.672342,0.211032,0.757947,0.691866,1.14039,
718,75.9572,86.2152,26.0233,0.881018,0.684399,0.0912214,45.6278,0.341614,1.41764,1.50461,0.412961,0.760838,0.756111,32.3231,1.03165,1.26316,3.78878,0.67939,12.8937,0.214086,0.459184,9.19984,0.0533215,0.26357,2.82107,7.9857,0.208316,0.972503,0.135241,0.0124665,15.4196,0.318572,0.447075,0.18568,0.0376486,0.711066,0.258407,5.63157,1.00416,1.14039,
719,75.9572,88.3802,40.4537,0.859437,1.66683,0.16833,47.2105,0.349007,1.47353,1.3933,0.408317,0.770135,0.709591,31.8581,1.08191,1.29062,9.8594,1.13012,22.0111,0.314391,0.781761,8.2423,0.0345568,0.2576,2.64732,4.17443,0.621776,1.05929,0.135241,0.0124665,30.5493,0.110265,0.843567,0.18568,0.0257833,0.731198,0.115485,4.64598,1.00416,1.14039,
720,75.9572,94.3422,53.3699,0.805124,2.55287,0.339091,49.8625,0.355914,1.56657,3.40851,0.403583,0.844133,1.28664,31.1451,1.11474,1.46253,11.3836,1.61264,24.6049,0.335411,0.864345,15.4284,0.069824,0.604623,4.21468,5.10419,0.620156,1.74605,0.135241,0.0124665,44.305,0.0947097,1.37017,0.18568,0.0411664,0.731198,0.208231,3.17237,0.174272,1.14039,
721,75.9572,93.9615,55.9555,0.808386,2.2342,0.369061,48.8912,0.341449,1.53351,3.01407,0.40377,0.822471,1.12414,32.7402,1.09243,1.39503,10.3859,1.77086,22.4483,0.239663,0.790922,14.0093,0.0656242,0.489768,3.6932,27.8617,0.554555,1.49725,0.135241,0.0124665,12.0957,0.0947097,0.329788,0.18568,0.0411664,0.731198,0.208231,3.17237,0.174272,1.14039,
722,75.9572,90.8919,44.5493,0.835687,2.15734,0.388827,47.9975,0.366751,1.5097,2.10788,0.40552,0.828833,1.20485,31.471,1.09682,1.35685,11.5638,1.95575,22.5964,0.425568,0.798744,10.7849,0.0439719,0.65123,4.65142,4.3668,0.626695,1.33938,0.135241,0.0124665,21.8552,0.116391,1.37017,0.18568,0.0780852,0.721352,0.419707,5.71207,0.557238,1.14039,
723,75.9572,91.9521,45.9099,0.826052,2.17634,0.365935,48.9658,0.36224,1.53573,2.48223,0.402013,0.790338,1.08272,31.2495,1.07374,1.46555,10.8815,1.98258,23.2697,0.293506,0.818722,12.2273,0.051708,0.369719,3.82373,4.52488,0.502494,1.69468,0.135241,0.0124665,44.305,0.0182204,1.37017,0.18568,0.0534358,0.731198,0.419707,1.64476,0.383278,1.14039,
724,75.9572,93.5536,49.7075,0.811911,2.75288,0.424095,49.7504,0.376398,1.56104,2.83522,0.411739,0.792551,0.91807,31.1311,1.04639,1.55369,11.7447,2.07686,28.0136,0.324739,0.972288,11.8905,0.0939556,0.334944,2.82684,4.87829,0.325815,1.95334,0.135241,0.0124665,39.6805,0.0944113,1.33786,0.18568,0.0140729,0.692105,0.116691,2.41078,0.322791,1.14039,
725,75.9572,88.2642,34.7455,0.860566,1.58313,0.185586,46.2624,0.350957,1.44058,1.7222,0.410453,0.77327,0.887025,32.2554,1.051,1.34216,8.35891,1.20794,16.1864,0.217502,0.564978,10.0461,0.0358604,0.294602,3.13954,5.81351,0.375365,1.22665,0.135241,0.0124665,21.3017,0.318572,0.851469,0.18568,0.106121,0.696877,0.0651811,3.4851,0.263423,1.14039,
726,75.9572,87.7343,33.5971,0.865763,1.5597,0.188804,46.6157,0.352364,1.45337,1.25559,0.408315,0.766881,0.8458,31.9482,1.04361,1.29597,8.3558,1.27452,18.0302,0.23882,0.630656,7.9998,0.0355489,0.268607,2.99885,4.67985,0.368021,1.023,0.135241,0.0124665,21.3017,0.318572,0.851469,0.18568,0.106121,0.696877,0.0651811,3.4851,0.263423,1.14039,
727,75.9572,87.7515,36.5179,0.865593,1.55767,0.259211,46.6818,0.353086,1.4587,1.42903,0.410652,0.773008,0.810928,31.603,1.05896,1.35551,9.25323,1.61991,19.7459,0.254719,0.692491,7.74408,0.0364104,0.324518,3.08386,3.51669,0.453369,1.44471,0.135241,0.0124665,41.869,0.0678993,1.35528,0.18568,0.0611122,0.731198,0.419707,2.58375,0.707301,1.14039,
728,75.9572,85.9522,27.7322,0.883714,0.745817,0.19478,45.9716,0.332596,1.42937,1.00218,0.412023,0.763221,0.532671,32.2218,1.02816,1.3181,6.06302,1.39328,15.1074,0.153376,0.52996,6.77301,0.0295293,0.314793,1.56412,8.94872,0.200058,1.337,0.135241,0.0124665,17.4858,0.0975569,0.531868,0.18568,0.162411,0.731198,0.0228852,0.493117,1.00416,1.14039,
729,75.9572,93.2828,63.2263,0.814268,2.15168,0.215713,48.0935,0.412724,1.5154,2.4054,0.405448,0.825952,1.38191,33.3,1.10147,1.47352,10.7851,1.21387,23.0396,0.598588,0.846093,13.7465,0.0453186,0.715257,5.29221,26.4969,0.680441,1.74027,0.135242,0.0124665,9.81307,0.318572,1.21438,0.18568,0.0179988,0.731198,0.419707,0.0166945,0.848876,1.14039,
730,75.9572,92.0563,54.8558,0.825116,2.21572,0.21509,47.4204,0.392041,1.49001,2.2787,0.405936,0.816698,1.28738,32.9909,1.08388,1.45955,11.3147,1.21251,20.3795,0.465512,0.736627,12.7535,0.0463283,0.69036,4.61994,25.6564,0.485,1.68523,0.135242,0.0124665,9.81307,0.318572,0.973683,0.18568,0.0179988,0.731198,0.419707,0.0166945,0.848876,1.14039,
731,75.9572,90.355,41.8326,0.840653,2.05406,0.26092,48.2627,0.375758,1.51112,2.03475,0.414562,0.81524,0.718398,31.4593,1.08095,1.36724,10.5886,1.36465,22.3693,0.429074,0.789841,10.7438,0.062316,0.598228,2.0639,4.15711,0.573324,1.32073,0.135242,0.0124665,38.7564,0.089084,1.3266,0.18568,0.134596,0.689582,0.0348885,6.11508,0.19158,0.923804,
732,75.9572,89.2803,37.6856,0.850772,1.70916,0.23309,48.1416,0.364782,1.50653,1.66994,0.411027,0.793353,0.676286,31.374,1.0523,1.34821,8.96872,1.23039,23.1771,0.364019,0.809744,8.5166,0.0377133,0.46965,1.79322,3.95527,0.380156,1.22507,0.135242,0.0124665,38.7564,0.089084,1.3266,0.18568,0.134596,0.689582,0.0348885,6.11508,0.19158,0.923804,
733,75.9572,90.9391,50.856,0.835253,1.93396,0.294487,48.0306,0.360753,1.50103,1.41756,0.406754,0.815292,0.84784,33.0274,1.02873,1.27475,10.2197,1.6332,23.461,0.289563,0.827334,7.18848,0.0418773,0.662483,2.8588,28.4759,0.271026,1.08615,0.135242,0.0124665,33.5322,0.130633,0.689713,0.18568,0.0196567,0.731198,0.392457,7.12445,0.41206,0.437543,
