Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.mechanical_trail_l.avg,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.roll_center.z.avg,Heave.front.toe_angle_l.avg,Heave.front.half_track_l.avg,Heave.front.scrub_radius_l.avg,Roll.front.camber_angle_l.avg,Steering.front.ackerman_angle.avg,Heave.front.side_view_swing_arm_angle_l.avg,Roll.front.roll_center.y.avg,Steering.front.camber_angle_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Heave.front.mechanical_trail_l.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.roll_center.z.std_dev,Heave.front.toe_angle_l.std_dev,Heave.front.half_track_l.std_dev,Heave.front.scrub_radius_l.std_dev,Roll.front.camber_angle_l.std_dev,Steering.front.ackerman_angle.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.camber_angle_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Heave.front.mechanical_trail_l.best,Heave.front.tie_rod_angle_top_view_l.best,Heave.front.roll_center.z.best,Heave.front.toe_angle_l.best,Heave.front.half_track_l.best,Heave.front.scrub_radius_l.best,Roll.front.camber_angle_l.best,Steering.front.ackerman_angle.best,Heave.front.side_view_swing_arm_angle_l.best,Roll.front.roll_center.y.best,Steering.front.camber_angle_l.best,Steering.front.tie_rod_angle_front_view_l.best,
1479,75.9572,89.2859,38.2352,0.850718,2.02206,0.297198,46.4287,0.379882,1.45055,1.85847,0.412179,0.84016,0.809841,32.2782,1.08931,1.4194,11.8299,1.65026,15.7995,0.413927,0.55351,9.74936,0.0509874,0.755434,2.29945,12.131,0.620751,1.59264,0.135242,0.0124665,20.6863,0.0560572,1.14212,0.18568,0.093129,0.668344,0.381663,0.812552,0.739982,1.14039,
1480,75.9572,90.8565,46.0978,0.836012,2.39369,0.296428,47.0416,0.392957,1.47135,2.31632,0.410303,0.815861,1.13605,32.0777,1.10722,1.397,13.569,1.62194,16.24,0.42051,0.599511,12.5863,0.056462,0.608196,4.1634,10.9764,0.799901,1.35369,0.135242,0.0124665,23.4544,0.318572,0.899751,0.18568,0.0193918,0.731198,0.419707,0.75228,0.464661,1.14039,
1481,75.9572,88.8557,34.8801,0.854837,1.82093,0.30568,46.9338,0.373094,1.46734,1.81964,0.406821,0.801269,1.06356,31.3976,1.0618,1.40422,10.276,1.717,16.0628,0.347508,0.576247,10.0264,0.0492086,0.543103,3.96499,4.3646,0.492744,1.41123,0.135242,0.0124665,23.4544,0.288709,0.899751,0.18568,0.0193918,0.731198,0.419707,0.75228,0.464661,1.14039,
1482,75.9572,89.2844,42.4088,0.850733,1.74111,0.22758,48.1863,0.382359,1.50782,1.37942,0.414111,0.788774,0.717638,31.5523,1.06074,1.32629,9.82362,1.36537,25.2936,0.481973,0.893498,8.55895,0.0688264,0.505129,2.24194,3.96406,0.433663,1.1973,0.135242,0.0124665,23.9096,0.0398912,0.709147,0.18568,0.0627642,0.731198,0.0529011,1.48656,0.594515,1.14039,
1483,75.9572,88.1163,37.4748,0.86201,1.52864,0.204795,47.4662,0.367633,1.48254,1.19628,0.414126,0.783891,0.706042,31.6127,1.04545,1.30793,9.16918,1.30854,22.0961,0.412448,0.785479,7.9814,0.0684392,0.499345,2.23573,3.82993,0.345889,1.15655,0.135242,0.0124665,23.9096,0.0398912,0.709147,0.18568,0.0627642,0.731198,0.0529011,1.48656,0.594515,1.14039,
1484,75.9572,88.5225,35.5414,0.858055,1.46813,0.233298,47.5696,0.343851,1.48454,1.55449,0.40448,0.804454,0.831617,31.4903,1.03791,1.29981,8.19336,1.35479,20.0237,0.229493,0.702622,10.1299,0.048141,0.522289,2.85573,3.94438,0.325282,1.17314,0.135242,0.0124665,38.6795,0.0127862,0.984795,0.18568,0.0125339,0.731198,0.419707,4.30025,0.407014,0.987151,
1485,75.9572,90.9198,44.5989,0.83543,2.50634,0.299128,48.343,0.390029,1.51344,1.82591,0.412119,0.809212,0.83759,31.4651,1.08928,1.4287,11.4907,1.62987,24.2955,0.460601,0.851495,9.25406,0.06225,0.691622,2.82786,4.12559,0.620504,1.61639,0.135242,0.0124665,39.8258,0.10649,1.32421,0.18568,0.0838428,0.682503,0.229191,0.400729,0.202629,0.531141,
1486,75.9572,90.3005,43.3813,0.84116,2.3328,0.258859,48.2917,0.392748,1.51259,1.61261,0.411492,0.805955,0.860379,31.3321,1.07614,1.41311,11.1787,1.47697,24.2693,0.476616,0.850625,8.21346,0.0602505,0.690243,2.87785,4.31325,0.591464,1.60684,0.135242,0.0124665,39.8258,0.10649,1.32421,0.18568,0.0838428,0.682503,0.229191,0.400729,0.202629,0.531141,
1487,75.9572,90.0371,51.1006,0.843621,1.05911,0.170272,47.6777,0.391998,1.49034,1.48722,0.406462,0.816642,0.713091,33.4404,1.05022,1.33356,6.79556,0.985335,21.6574,0.552173,0.753556,8.83138,0.0487472,0.612763,2.16378,32.1661,0.499002,1.31585,0.135242,0.0124665,12.5558,0.0600033,0.904789,0.18568,0.0134069,0.731198,0.419707,2.46043,0.890207,0.98365,
1488,75.9572,86.7686,27.9957,0.875399,1.20121,0.134433,46.4327,0.357998,1.44765,1.26003,0.408164,0.769963,0.873208,31.5916,1.0302,1.26145,7.7411,0.9736,14.1628,0.265776,0.506168,7.55864,0.0442392,0.373185,3.50781,4.13592,0.27078,0.913389,0.135242,0.0124665,44.305,0.318572,1.37017,0.18568,0.0402719,0.699905,0.419707,1.4597,1.00416,1.14039,
1489,75.9572,91.6002,43.447,0.829225,2.31076,0.275345,49.0018,0.359767,1.53639,2.04086,0.404818,0.807982,0.993688,31.3,1.08041,1.48831,11.2674,1.30063,25.4915,0.311831,0.885553,8.98513,0.0478967,0.401519,3.50895,4.34041,0.473677,1.81488,0.135242,0.0124665,24.1777,0.109479,0.649169,0.18568,0.0170507,0.731198,0.0445513,3.7242,0.391696,0.831737,
1490,75.9572,89.959,43.5457,0.844353,1.71789,0.286394,48.2203,0.385205,1.51055,1.87923,0.405538,0.777641,0.974487,31.4036,1.06252,1.33562,10.308,1.599,23.4764,0.408781,0.838311,10.485,0.0482598,0.330131,3.54295,4.29412,0.41496,1.18103,0.135242,0.0124665,44.305,0.318572,1.37017,0.18568,0.0395108,0.726992,0.419707,3.28204,0.7557,1.14039,
1491,75.9572,95.4667,56.7964,0.79564,3.0573,0.35455,49.1823,0.397603,1.5505,3.43673,0.404346,0.832513,1.47465,32.1321,1.10913,1.53495,13.3373,1.69286,25.6705,0.49479,0.930294,14.6225,0.0595936,0.615905,5.38489,12.0845,0.592075,1.89038,0.135242,0.0124665,29.8861,0.0849844,0.945404,0.18568,0.0417711,0.685784,0.419707,1.61253,0.466381,1.14039,
1492,75.9572,94.1086,52.0261,0.807122,2.8424,0.311601,49.0204,0.380649,1.5394,3.10537,0.40437,0.819257,1.32005,31.7649,1.09838,1.5018,12.9341,1.52872,25.5291,0.401368,0.915768,13.4978,0.059583,0.57376,4.69665,10.2485,0.562114,1.79644,0.135242,0.0124665,29.8861,0.0849844,0.945404,0.18568,0.0417711,0.685784,0.419707,1.61253,0.466381,1.14039,
1493,75.9572,91.1237,42.6276,0.833561,1.74891,0.335621,48.6772,0.388593,1.52533,2.11719,0.410464,0.817173,0.713073,31.8581,1.06267,1.46933,8.55027,1.80227,25.0437,0.475553,0.886241,10.6207,0.0693781,0.55262,2.17133,6.63972,0.409055,1.69098,0.135242,0.0124665,27.692,0.0398292,0.764926,0.18568,0.03037,0.731198,0.373464,4.43644,0.331883,1.14039,
1494,75.9572,93.1036,55.376,0.815834,1.83992,0.302201,49.4928,0.398579,1.5561,2.12346,0.409569,0.788811,0.892899,32.8696,1.05237,1.37739,9.0374,1.63404,28.31,0.546514,1.00568,10.8325,0.0408696,0.36059,3.31636,27.1277,0.421545,1.39262,0.135242,0.0124665,13.5013,0.0812472,0.444666,0.18568,0.0860836,0.731198,0.0185825,0.109402,0.302011,1.09256,
1495,75.9572,91.8247,48.8023,0.827197,1.88499,0.377056,49.1688,0.412166,1.54573,2.34508,0.409617,0.798833,0.873295,31.4912,1.09044,1.42749,10.2947,1.95841,26.7753,0.566605,0.960221,12.1789,0.0678613,0.491615,3.02121,3.84046,0.692551,1.61248,0.135242,0.0124665,44.305,0.174425,1.37017,0.18568,0.0816555,0.731198,0.130685,8.5507,0.282376,1.14039,
1496,75.9572,91.0888,47.2525,0.833881,1.55614,0.371692,49.0675,0.406974,1.54193,2.15759,0.409571,0.786271,0.852951,31.4697,1.0726,1.39582,8.66771,1.95586,26.7293,0.560825,0.958597,11.8075,0.0678548,0.443677,3.00374,3.66096,0.622148,1.52483,0.135242,0.0124665,44.305,0.174425,1.37017,0.18568,0.0816555,0.731198,0.130685,8.5507,0.282376,1.14039,
1497,75.9572,94.2445,49.1201,0.805958,2.92426,0.457252,49.7238,0.417212,1.56671,3.0909,0.401153,0.827604,1.14215,31.0429,1.13141,1.51917,13.0632,2.01228,26.0187,0.493257,0.919755,13.0228,0.0549232,0.585759,3.76892,5.43434,0.753864,1.72918,0.135242,0.0124665,19.1241,0.149944,0.47722,0.18568,0.020392,0.674392,0.133152,0.762186,0.286201,1.14039,
1498,75.9572,87.6903,36.7892,0.866198,1.47025,0.176884,47.4033,0.337649,1.47801,0.786272,0.409948,0.763579,0.558517,31.983,1.03476,1.28819,9.56583,1.224,22.699,0.215047,0.786859,4.79762,0.0357231,0.269884,1.68965,5.36462,0.364689,1.2212,0.135242,0.0124665,22.5341,0.0515978,0.669476,0.18568,0.0347742,0.709217,0.157933,9.2029,0.278292,0.417408,
1499,75.9572,89.7405,39.9664,0.846409,2.01081,0.316054,48.0228,0.386962,1.508,1.44848,0.407618,0.803714,0.814702,31.5194,1.0888,1.41312,11.4781,1.72326,22.7556,0.461347,0.810255,7.95149,0.0382763,0.508394,2.7299,3.71478,0.688442,1.61936,0.135242,0.0124665,27.9863,0.0845137,1.37017,0.18568,0.0968841,0.731198,0.298184,4.80092,0.336212,1.14039,
1500,75.9572,89.0521,38.2764,0.852951,1.57942,0.31109,47.9436,0.380656,1.50397,1.39234,0.407499,0.803547,0.755946,31.5009,1.06874,1.40446,8.80621,1.71629,22.7187,0.446478,0.808893,7.91361,0.0381328,0.50743,2.54588,3.66849,0.594666,1.62201,0.135242,0.0124665,27.9863,0.0845137,1.37017,0.18568,0.0968841,0.731198,0.298184,4.80092,0.336212,1.14039,
1501,75.9572,86.4445,31.0609,0.878681,0.791877,0.140512,46.8909,0.347006,1.46053,0.964266,0.408185,0.777069,0.620126,31.7435,1.01129,1.28925,5.09208,1.01941,19.3683,0.262279,0.676295,7.41832,0.0353889,0.369812,1.66705,2.95415,0.163266,1.25959,0.135242,0.0124665,44.305,0.318572,1.37017,0.18568,0.0168288,0.731198,0.0833262,7.68304,0.424875,1.14039,
1502,75.9572,91.1522,48.345,0.8333,2.32992,0.294183,48.7644,0.390553,1.53172,1.55053,0.411411,0.822306,0.752876,31.86,1.05277,1.39146,12.1338,1.71478,24.8572,0.484976,0.887811,8.21752,0.0715161,0.693306,2.36443,4.7482,0.445029,1.3887,0.135242,0.0124665,44.305,0.145858,1.37017,0.18568,0.015505,0.731198,0.260596,1.2034,0.436272,1.14039,
1503,75.9572,89.4322,40.9257,0.849327,1.93186,0.265491,48.0468,0.370317,1.50301,1.46796,0.407641,0.773412,0.718483,31.5498,1.0312,1.36622,10.5788,1.59802,22.4723,0.342772,0.78374,8.04306,0.0615477,0.284246,2.20812,4.16803,0.354933,1.31394,0.135242,0.0124665,44.305,0.145858,1.37017,0.18568,0.015505,0.731198,0.260596,1.2034,0.436272,1.14039,
1504,75.9572,89.1621,39.7306,0.8519,1.46913,0.248564,47.8631,0.357915,1.49769,1.88661,0.410908,0.754771,0.698674,31.5175,1.05736,1.39992,7.67612,1.40355,23.0104,0.327069,0.800981,10.0099,0.0757333,0.196792,2.59204,3.77334,0.384127,1.65481,0.135242,0.0124665,42.6219,0.0246594,1.37017,0.18568,0.104697,0.717716,0.419707,3.92284,0.5049,1.14039,
1505,75.9572,86.757,30.0312,0.875516,1.1145,0.261004,46.0144,0.355438,1.43519,1.67547,0.408811,0.779367,0.773024,31.5955,1.0372,1.30717,7.2152,1.69994,12.7024,0.333689,0.462749,9.92325,0.033669,0.377898,2.97706,3.57874,0.244232,1.20163,0.135242,0.0124665,43.2006,0.077032,1.37017,0.18568,0.109337,0.672413,0.262538,3.14226,1.00416,1.14039,
1506,75.9572,87.0064,26.6574,0.873007,1.43235,0.211679,46.2762,0.364168,1.44236,1.2359,0.410238,0.773185,0.767297,31.6403,1.05993,1.39272,7.91662,1.17613,12.3354,0.323302,0.449579,6.72327,0.0543408,0.292194,2.59814,3.31065,0.333634,1.52944,0.135242,0.0124665,25.2582,0.146045,0.683239,0.18568,0.031631,0.675,0.223672,2.75693,1.00416,1.14039,
1507,75.9572,89.8898,51.4936,0.845003,1.65139,0.286997,46.7205,0.34867,1.46489,1.66147,0.40633,0.778536,0.931822,33.2443,1.07791,1.31689,9.52124,1.66284,16.4714,0.283719,0.58041,11.6318,0.0531249,0.386804,3.56183,27.0592,0.592022,1.18895,0.135242,0.0124665,9.73719,0.146166,1.37017,0.18568,0.0458174,0.703975,0.419707,8.18191,0.665878,0.50025,
1508,75.9572,88.8707,39.0569,0.854693,1.7034,0.214883,47.6688,0.34997,1.48827,1.56983,0.404373,0.810729,0.778765,31.522,1.0564,1.30324,9.5908,1.37019,19.6781,0.238187,0.688982,8.51334,0.0504045,0.566765,2.4963,4.25117,0.382921,1.19643,0.135242,0.0124665,44.305,0.058244,1.37017,0.18568,0.0107122,0.731198,0.419707,1.65546,1.00416,1.14039,
1509,75.9572,92.1188,46.7182,0.824556,2.15579,0.407064,49.3808,0.350932,1.54963,2.35261,0.410237,0.77602,1.04728,31.2205,1.07424,1.39372,10.3593,2.11886,26.1049,0.242796,0.910023,11.0093,0.0817061,0.303453,3.46612,4.9753,0.565936,1.25909,0.135242,0.0124665,44.305,0.0713469,1.37017,0.18568,0.026674,0.731198,0.162754,0.360353,0.260074,1.14039,
1510,75.9572,91.4776,45.5143,0.830336,2.11665,0.359437,49.2109,0.350501,1.54383,2.07347,0.408158,0.775259,1.04189,31.1452,1.07273,1.37961,10.3371,1.95172,25.9143,0.242737,0.905129,9.92181,0.0730454,0.301311,3.47275,4.77661,0.565235,1.23682,0.135242,0.0124665,44.305,0.0713469,1.37017,0.18568,0.026674,0.731198,0.162754,0.360353,0.260074,1.14039,
1511,75.9572,91.3823,48.5534,0.831202,2.10249,0.29332,49.0303,0.380225,1.53605,1.95379,0.410698,0.804816,0.929463,31.4118,1.11396,1.41549,12.2674,1.62423,25.9966,0.372946,0.907593,10.2425,0.062076,0.504809,2.82746,4.33913,0.725477,1.57288,0.135242,0.0124665,44.305,0.318572,1.37017,0.18568,0.0404688,0.679677,0.419707,4.86793,0.851716,1.14039,
1512,75.9572,89.5108,38.1637,0.84858,1.61248,0.254278,48.4773,0.371923,1.51803,1.43167,0.408139,0.789319,0.807827,31.3661,1.08488,1.38894,9.79636,1.50166,23.4407,0.348293,0.825111,7.7711,0.0528403,0.449103,2.4012,4.24408,0.532086,1.46797,0.135242,0.0124665,44.305,0.318572,1.37017,0.18568,0.0404688,0.679677,0.419707,4.86793,0.851716,1.14039,
1513,75.9572,115.908,500.173,0.655324,1.59168,0.161726,46.0859,0.350888,1.43454,1.60838,0.411002,0.805737,0.891693,60.2121,1.06113,1.29306,9.67293,1.07793,12.8437,0.26477,0.457869,8.70368,0.0584401,0.509304,3.42553,494.02,0.379744,1.21063,0.135242,0.0124665,28.9367,0.114021,0.816996,0.18568,0.00959667,0.731198,0.419707,4.19149,0.583897,1.14039,
1514,75.9572,88.4342,36.0844,0.858912,1.26131,0.191811,46.854,0.378149,1.46338,1.67773,0.408719,0.814885,0.973643,31.9937,1.04136,1.37558,6.81705,1.1113,19.1578,0.436723,0.674743,9.38245,0.0515267,0.550429,3.55956,28.9851,0.406365,1.45425,0.135242,0.0124665,16.931,0.14979,0.572598,0.18568,0.0360009,0.731198,0.419707,3.37228,0.65296,1.14039,
1515,75.9572,88.5639,36.7422,0.857654,1.52115,0.201045,47.1031,0.374956,1.47205,1.40156,0.407211,0.799794,0.969625,31.9176,1.04087,1.35492,8.82378,1.16788,19.7464,0.434944,0.694403,7.94599,0.056084,0.435169,3.53274,7.15138,0.401323,1.41552,0.135242,0.0124665,16.931,0.0790044,0.572598,0.18568,0.0196601,0.731198,0.419707,3.37228,0.65296,0.917504,
1516,75.9572,90.1845,39.6421,0.842242,1.81893,0.34444,47.4376,0.356864,1.47948,2.39147,0.410132,0.800505,0.904405,31.8018,1.03806,1.40072,9.32303,1.93,18.6851,0.25437,0.656421,11.2072,0.0734451,0.422978,2.84005,7.1454,0.286946,1.45327,0.135242,0.0124665,30.7539,0.0929554,0.933885,0.18568,0.019789,0.731198,0.419707,1.52788,0.530193,0.654788,
1517,75.9572,89.5858,36.7202,0.847871,2.02601,0.32376,47.1828,0.367217,1.47309,2.15637,0.408529,0.801372,0.90163,31.4548,1.05468,1.43549,10.8148,1.81057,18.4327,0.327956,0.651849,10.275,0.0615577,0.42562,2.83743,5.97812,0.432568,1.63115,0.135242,0.0124665,27.3147,0.0929554,0.933885,0.18568,0.019789,0.731198,0.419707,1.52788,0.530193,0.654788,
1518,75.9572,88.3932,49.1872,0.85931,1.10458,0.185149,46.2312,0.35681,1.44069,1.04403,0.408631,0.805567,0.867825,33.6202,1.03435,1.29413,7.39631,1.27071,15.3457,0.308267,0.550252,6.11221,0.0410163,0.561052,3.40149,34.2685,0.288036,1.13708,0.135242,0.0124665,19.2478,0.234413,0.68064,0.18568,0.0535399,0.679143,0.419707,0.300233,1.00416,1.14039,
1519,75.9572,92.5902,48.0917,0.820358,2.44427,0.328538,48.163,0.429483,1.51888,2.4847,0.410181,0.851163,1.27493,32.0622,1.12755,1.49534,12.2038,1.65213,21.8468,0.599128,0.798308,11.1555,0.0578654,0.65926,4.72968,10.0123,0.657384,1.78895,0.135242,0.0124665,20.7272,0.318572,0.639408,0.18568,0.0411153,0.682117,0.368952,0.0940199,1.00416,1.14039,
1520,75.9572,92.5063,47.7956,0.821103,2.17067,0.300525,48.392,0.429428,1.52711,2.57398,0.408591,0.851012,1.31343,31.9163,1.1097,1.51353,11.087,1.52829,22.3305,0.594633,0.812913,11.491,0.0569252,0.661603,4.78639,9.90251,0.559531,1.86412,0.135242,0.0124665,20.7272,0.318572,0.639408,0.18568,0.0411153,0.682117,0.368952,0.0940199,1.00416,1.14039,
1521,75.9572,89.4874,39.2259,0.848802,1.87239,0.211407,46.7309,0.379676,1.46173,2.14893,0.405938,0.783033,0.786432,32.2441,1.05385,1.40901,10.0667,1.24004,16.7592,0.42207,0.595272,12.3407,0.0553267,0.422495,2.39448,7.47275,0.449489,1.54028,0.135242,0.0124665,40.4901,0.318572,1.2546,0.18568,0.0147701,0.676607,0.419707,7.24833,0.174517,1.14039,
1522,75.9572,94.7936,56.5828,0.80129,2.98908,0.386558,49.7862,0.416365,1.56223,2.75204,0.416384,0.839147,0.919056,31.9978,1.14302,1.58568,13.394,1.75547,29.2821,0.487286,1.01209,12.2609,0.0800518,0.665934,3.08399,15.8081,0.835604,2.02103,0.135242,0.0124665,30.7291,0.0910017,0.912069,0.18568,0.0603305,0.683504,0.419707,0.0815717,0.307173,1.14039,
1523,75.9572,94.3723,55.0255,0.804867,2.71668,0.365857,49.9177,0.410594,1.56656,2.63981,0.414112,0.838486,0.905579,31.9352,1.11317,1.54854,12.4239,1.6316,29.6808,0.463438,1.03043,12.1605,0.0727134,0.665159,3.08785,15.8509,0.668356,1.90929,0.135242,0.0124665,30.7291,0.0910017,0.912069,0.18568,0.0603305,0.683504,0.334867,0.0815717,0.307173,1.14039,
1524,75.9572,90.5695,41.7217,0.838662,1.40364,0.299571,47.75,0.381302,1.49263,2.56163,0.407212,0.789672,1.0669,32.0424,1.04553,1.32909,7.38511,1.60948,20.6742,0.375453,0.728661,13.4186,0.0552993,0.370984,3.78495,8.21619,0.289233,1.32437,0.135242,0.0124665,25.6865,0.318572,0.885514,0.18568,0.0717373,0.67588,0.419707,1.22225,0.570818,1.06198,
1525,75.9572,89.9364,40.3813,0.844565,1.35749,0.286881,47.5378,0.375327,1.48553,2.29836,0.405987,0.786471,1.0379,32.0137,1.04076,1.31015,7.32598,1.59486,20.2668,0.360781,0.716131,12.7043,0.0504665,0.367342,3.75549,8.20006,0.269598,1.26939,0.135242,0.0124665,25.6865,0.318572,0.885514,0.18568,0.0717373,0.67588,0.419707,1.22225,0.570818,1.06198,
1526,75.9572,91.0706,49.8264,0.834047,1.82089,0.231825,49.0207,0.376887,1.53451,1.9946,0.41325,0.789255,0.834765,31.6303,1.10155,1.32206,10.482,1.35627,27.1864,0.393743,0.942723,10.5415,0.0808061,0.404531,2.70672,3.31914,0.719541,1.22778,0.135242,0.0124665,44.305,0.0146956,1.37017,0.18568,0.0827431,0.705162,0.419707,7.47309,0.489849,1.14039,
1527,75.9572,89.9919,41.8121,0.844044,1.92181,0.291951,47.881,0.379815,1.49575,1.60258,0.406286,0.782324,1.1541,31.6593,1.04866,1.36836,9.84625,1.66972,22.7316,0.371614,0.791311,8.19921,0.0475206,0.408077,4.15692,5.06119,0.322397,1.38528,0.135242,0.0124665,20.3255,0.0952032,0.710882,0.18568,0.0498902,0.731198,0.419707,2.84549,0.575365,1.03049,
1528,75.9572,92.3283,45.0752,0.822685,2.16485,0.345813,47.8439,0.404794,1.5059,2.99907,0.404371,0.812738,1.24987,32.0919,1.08309,1.42199,10.055,1.59353,18.3349,0.472216,0.666164,13.1629,0.0488843,0.462715,4.42436,11.5638,0.453797,1.60367,0.135242,0.0124665,28.2106,0.117846,0.751182,0.18568,0.0210879,0.731198,0.134274,3.11425,0.292605,0.357845,
1529,75.9572,91.3643,40.1237,0.831366,1.95995,0.349424,47.9466,0.396403,1.50565,2.96217,0.403986,0.800651,1.11904,31.4601,1.08189,1.37849,9.40222,1.61061,18.4133,0.441437,0.665704,12.9297,0.0489627,0.397462,3.81037,6.27305,0.448063,1.40129,0.135242,0.0124665,28.2106,0.117846,0.751182,0.18568,0.0210879,0.731198,0.134274,3.11425,0.292605,0.357845,
1530,75.9572,96.8049,84.0602,0.784641,2.8792,0.346886,48.5656,0.409159,1.52981,2.52859,0.405837,0.811709,1.2436,35.4587,1.0903,1.53554,12.9677,1.68662,22.7438,0.475596,0.821765,10.5477,0.05305,0.450691,4.50664,65.3329,0.633895,1.87837,0.135242,0.0124665,27.7983,0.291054,0.413247,0.18568,0.00513166,0.731198,0.419707,1.83042,0.33324,0.68342,
1531,75.9572,96.2954,82.7081,0.788793,2.73858,0.344968,48.4756,0.400004,1.52379,2.47355,0.404098,0.823993,1.28376,35.2476,1.07635,1.50309,11.9524,1.68371,22.5613,0.425291,0.809028,10.3279,0.056988,0.585395,4.63906,65.1643,0.482558,1.79451,0.135242,0.0124665,27.7983,0.291054,0.413247,0.18568,0.00513166,0.731198,0.419707,1.83042,0.33324,0.68342,
1532,75.9572,86.8937,32.5308,0.874139,1.32837,0.247199,46.4865,0.364432,1.44746,1.04984,0.410879,0.768393,0.666311,31.7553,1.03436,1.33471,8.28715,1.64461,18.4371,0.350908,0.641239,6.1322,0.0222126,0.318285,2.28202,4.89712,0.300677,1.39274,0.135242,0.0124665,40.6193,0.318572,1.23545,0.18568,0.191271,0.731198,0.419707,3.57496,0.2165,1.14039,
1533,75.9572,89.3065,41.7804,0.850522,1.43321,0.28241,47.7244,0.387573,1.49339,1.7412,0.410505,0.832332,0.670845,31.9059,1.08371,1.34101,7.86217,1.67785,22.456,0.532045,0.808188,10.8367,0.0455377,0.724047,2.45783,6.34996,0.565527,1.33058,0.135242,0.0124665,29.0204,0.166137,0.891089,0.18568,0.117652,0.731198,0.419707,2.39844,0.431359,1.14039,
1534,75.9572,91.4343,45.043,0.830729,2.0622,0.325088,49.1103,0.383614,1.54193,2.10648,0.404168,0.806397,1.02098,31.1768,1.07711,1.41921,10.342,1.62601,23.8733,0.393002,0.847443,10.6753,0.0469972,0.445052,3.70773,4.74819,0.483518,1.5845,0.135242,0.0124665,44.305,0.0880909,1.37017,0.18568,0.0316652,0.731198,0.353294,4.20508,0.422112,0.68906,
1535,75.9572,90.5272,42.4024,0.839053,1.7691,0.306829,48.7709,0.377961,1.52948,1.95533,0.405195,0.79909,0.915992,31.2426,1.06236,1.39238,9.07944,1.59841,23.1862,0.381552,0.825318,10.3891,0.0433853,0.426426,3.25397,4.57562,0.414278,1.5199,0.135242,0.0124665,44.305,0.0880909,1.37017,0.18568,0.0316652,0.731198,0.353294,4.20508,0.422112,0.68906,
1536,75.9572,88.1169,34.8728,0.862004,1.08427,0.297002,47.4244,0.376798,1.48499,1.49139,0.408934,0.779428,0.818973,31.572,1.05018,1.32854,6.34653,1.67913,19.6004,0.478384,0.703789,8.21255,0.0445779,0.382332,3.2678,4.53245,0.364553,1.37218,0.135242,0.0124665,40.4247,0.128349,1.37017,0.18568,0.0209732,0.731198,0.222372,0.127133,0.579573,1.14039,
1537,75.9572,88.9577,41.7225,0.853857,1.69361,0.261718,47.8462,0.376348,1.49944,1.50954,0.411611,0.810955,0.64507,31.4108,1.07202,1.42043,10.0543,1.49364,24.1679,0.41396,0.846359,7.31312,0.0439233,0.573858,1.69734,4.30861,0.568442,1.68352,0.135242,0.0124665,44.305,0.0984059,1.37017,0.18568,0.0458547,0.731198,0.184923,1.6846,0.292248,1.14039,
1538,75.9572,90.7723,44.1816,0.836788,1.72908,0.39707,48.2777,0.381579,1.51016,1.87916,0.404108,0.796827,0.899222,32.0078,1.05781,1.43178,9.01913,1.98019,22.1677,0.423507,0.777019,8.87381,0.0467459,0.499627,2.87209,10.5418,0.376997,1.63749,0.135242,0.0124665,44.305,0.0173576,1.37017,0.18568,0.00962048,0.685186,0.419707,1.44109,0.431313,1.14039,
1539,75.9572,86.4799,26.7124,0.878322,0.936724,0.167812,46.9286,0.338784,1.46323,0.89834,0.409556,0.746248,0.698189,31.5744,1.02045,1.29749,5.53455,1.15058,16.7525,0.207215,0.591898,6.42678,0.0534794,0.133632,2.24976,3.62347,0.142483,1.208,0.135242,0.0124665,44.305,0.0841831,1.37017,0.18568,0.023469,0.731198,0.136137,2.1317,0.644736,1.14039,
1540,75.9572,94.218,52.4516,0.806185,2.97807,0.503539,49.6175,0.408446,1.55887,2.71547,0.408019,0.798366,0.995766,31.6451,1.14786,1.44094,13.9738,2.24359,29.0381,0.530258,1.01534,11.9026,0.0760423,0.381613,3.51868,6.93413,0.855566,1.53146,0.135242,0.0124665,22.7635,0.175284,0.539151,0.18568,0.0586066,0.67633,0.0111781,2.57109,0.558083,1.14039,
1541,75.9572,93.163,49.4116,0.815315,2.57081,0.485297,49.2718,0.407533,1.54727,2.54532,0.406067,0.788085,0.991211,31.5887,1.12178,1.43911,12.0374,2.20502,28.3856,0.525507,0.994547,11.5422,0.0679443,0.337777,3.51183,6.86031,0.721583,1.52517,0.135242,0.0124665,22.7635,0.175284,0.539151,0.18568,0.0586066,0.67633,0.0111781,2.57109,0.558083,1.14039,
1542,75.9572,90.1153,44.7585,0.842889,1.64813,0.243204,48.8472,0.372296,1.52939,1.59462,0.409035,0.769159,0.750137,31.4914,1.05942,1.40127,9.81411,1.3777,25.9827,0.31696,0.901441,8.66649,0.0608112,0.288638,2.5036,3.83257,0.430414,1.53806,0.135242,0.0124665,44.305,0.157829,1.37017,0.18568,0.0335356,0.698873,0.419707,1.17329,0.289176,1.14039,
