Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,2in Heave.rear.p_rod_length_l.avg,Roll.rear.camber_angle_gain_roll_l.avg,2in Heave.rear.motion_ratio_heave_l.avg,Roll.rear.side_view_swing_arm_angle_l.avg,2in Heave.rear.toe_angle_l.avg,2in Heave.rear.tie_rod_angle_top_view_l.avg,2in Heave.rear.roll_center_gnd.z.avg,2in Heave.rear.coil_over_length_l.avg,2in Heave.rear.side_view_swing_arm_angle_l.avg,2in Heave.rear.p_rod_length_l.std_dev,Roll.rear.camber_angle_gain_roll_l.std_dev,2in Heave.rear.motion_ratio_heave_l.std_dev,Roll.rear.side_view_swing_arm_angle_l.std_dev,2in Heave.rear.toe_angle_l.std_dev,2in Heave.rear.tie_rod_angle_top_view_l.std_dev,2in Heave.rear.roll_center_gnd.z.std_dev,2in Heave.rear.coil_over_length_l.std_dev,2in Heave.rear.side_view_swing_arm_angle_l.std_dev,2in Heave.rear.p_rod_length_l.best,Roll.rear.camber_angle_gain_roll_l.best,2in Heave.rear.motion_ratio_heave_l.best,Roll.rear.side_view_swing_arm_angle_l.best,2in Heave.rear.toe_angle_l.best,2in Heave.rear.tie_rod_angle_top_view_l.best,2in Heave.rear.roll_center_gnd.z.best,2in Heave.rear.coil_over_length_l.best,2in Heave.rear.side_view_swing_arm_angle_l.best,
90,951.561,2078.09,5924.93,0.457901,0,17.0461,437.177,71.3351,50.2325,4.46104,1268.22,155.918,73.7037,0,27.6396,4188.51,270.415,280.759,2.41586,1616.37,342.537,285.523,0,4.97567,2.41843,0.0900378,0.208016,0.484392,875.001,37.0105,0.224147,
91,951.561,1574.41,1911.55,0.604391,0,12.8721,166.076,63.7428,55.8467,4.81885,1058.24,148.219,64.5969,0,15.7707,1039.36,201.5,213.09,2.15018,659.114,307.491,205.645,0,4.97567,2.41843,0.0900378,0.208016,0.595363,875.001,41.7497,0.224147,
92,951.561,1650.97,2646.42,0.576366,0,15.0415,229.185,70.2152,27.8777,4.70676,1091.22,142.442,70.2812,0,23.1989,1832.86,226.248,103.751,2.93779,813.373,328.517,225.834,0,5.66913,2.41843,0.0900378,0.208016,0.22456,875.001,41.7497,0.224147,
93,951.561,1376.08,1515.35,0.691504,0,12.4544,34.8887,60.7956,41.6686,4.4009,1028.5,131.247,62.1183,0,16.2744,180.817,224.88,167.068,1.97536,617.822,312.47,233.965,0,5.66913,2.41843,0.701033,0.208016,0.466244,875.001,41.7497,0.925831,
94,951.561,1536.7,1692.25,0.619224,0,13.6165,76.5672,68.4472,43.4391,4.53455,1070.33,190.791,68.979,0,17.7699,203.177,216.273,181.079,2.10198,642.193,426.031,217.446,0,3.16285,1.58232,0.701033,0.208016,0.466244,875.001,41.7497,0.847034,
95,951.561,1523.85,1506.44,0.624446,0,14.8849,58.1566,78.9846,39.0122,4.3003,1080.89,168.476,79.1392,0,19.4937,156.581,233.903,102.427,1.56994,663.515,360.153,234.128,0,5.66913,1.58232,0.614197,0.208016,0.466244,875.001,41.7497,0.808989,
96,951.561,1610.49,1774.23,0.590853,0,15.9059,43.2326,94.2581,47.4173,4.68474,1134.72,175.064,95.1995,0,22.2206,119.896,264.427,156.5,2.21311,771.542,382.485,265.907,0,5.66913,1.58232,0.302798,0.208016,0.466244,875.001,41.7497,0.309485,
97,951.561,1563.79,1699.95,0.608496,0,15.7252,48.5971,82.0702,72.1504,4.84539,1117.28,138.061,85.0593,0,24.3324,134.306,242.485,238.16,2.73583,749.212,286.978,257.803,0,5.66913,1.58232,0.302798,0.208016,0.466244,875.001,41.7497,0.309485,
98,951.561,2225.38,6580.04,0.427594,0,13.3329,823.213,79.6178,31.7128,4.64273,1037.84,155.285,79.7351,0,17.148,5795.9,253.351,97.2016,2.07742,578.315,350.026,253.458,0,5.66913,1.58232,0.302798,0.208016,0.0948426,875.001,40.6369,0.309485,
99,951.561,1965.48,3650.2,0.484137,0,16.2747,306.245,97.4254,70.929,4.8565,1207.55,156.722,105.48,0,24.6447,2170.86,298.997,247.16,2.41265,1090.01,344.105,321.631,0,5.66913,1.58232,0.302798,0.208016,0.466244,875.001,40.6369,0.309485,
100,951.561,1794.2,2163.3,0.530355,0,16.3958,102.646,92.3373,73.2164,5.18072,1211.56,197.747,95.1184,0,23.9002,419.256,283.965,285.212,2.99148,941.346,416.074,290.875,0,5.66913,1.58232,0.302798,0.208016,0.466244,875.001,40.6369,0.309485,
101,951.561,2034.03,4451.4,0.46782,0,14.2007,537.258,65.2286,70.8717,4.59459,1097.07,178.174,66.635,0,21.9011,3668.73,202.159,222.954,1.74162,830.384,390.102,214.292,0,6.26144,1.58232,0.302798,0.208016,0.466244,875.001,40.6369,0.309485,
102,951.561,1697.33,2085.78,0.560621,0,15.7482,126.594,93.3265,46.8595,4.6018,1129.81,186.649,93.743,0,23.1597,552.493,254.309,159.301,1.9105,813.989,388.496,255.198,0,6.26144,1.58232,0.302798,0.208016,0.206064,826.11,39.9054,0.309485,
103,951.561,1546.14,2045.58,0.615442,0,12.2582,168.132,84.5057,46.9153,4.68013,1011.75,132.968,84.9287,0,15.3281,1068.88,294.066,168.427,1.75749,568.202,307.644,296.287,0,6.26144,1.58232,0.302798,0.160194,0.466244,875.636,40.5058,0.309485,
104,951.561,2434.2,5844.26,0.390914,0,19.4974,671.826,113.817,53.0279,4.95275,1271.45,184.082,115.544,0,30.497,4676.88,324.372,200.71,2.58626,1090.34,373.006,329.82,0,6.26144,1.58232,0.302798,0.160194,0.466244,875.636,40.6369,0.309485,
105,951.561,1495.3,1757.08,0.636366,0,13.18,81.8921,74.8781,50.0633,4.67445,1064.09,130.864,75.6626,0,17.8415,477.934,274.964,219.717,1.7261,676.409,285.678,281.049,0,6.26144,1.58232,0.302798,0.160194,0.466244,875.636,40.6369,0.309485,
106,951.561,1935.35,4356.2,0.491674,0,12.7364,535.731,73.6754,58.1474,4.83291,1039.32,137.214,73.6873,0,18.2327,3721.14,218.849,185.687,2.00152,677.448,283.561,219.533,0,5.38136,1.58232,0.302798,0.160194,0.466244,875.051,40.6369,0.309485,
107,942.856,1546.34,3109.16,0.609733,0,11.6196,331.202,28.9366,19.0746,4.57357,990.423,131.421,29.0911,0,14.6448,2214.65,116.108,75.7547,1.39162,533.988,321.885,119.28,0,6.26144,1.58232,0.302798,0.160194,0.466244,875.601,40.6369,0.309485,
108,942.856,1516.5,3152.6,0.621732,0,13.067,247.098,44.1868,28.9537,4.63266,1042.46,91.7292,44.3695,0,19.4083,2119.85,162.357,129.91,1.58309,695.735,197.888,160.599,0,5.45232,1.58232,0.302798,0.160194,0.466244,875.601,40.6369,0.309485,
109,942.856,2529.64,10023.6,0.372723,0,14.9265,1019.32,106.91,42.7961,4.81762,1092.9,141.267,106.704,0,20.4571,9410.32,305.414,120.073,2.73686,694.807,267.986,303.974,0,6.26144,1.58232,0.302798,0.160194,0.169518,875.601,40.6369,0.309485,
110,942.856,1473.27,1603.63,0.639974,0,13.8637,60.1659,62.996,49.0717,4.3525,1077.54,143.546,61.7335,0,20.817,792.737,230.96,166.848,1.21194,770.943,328,227.14,0,6.26144,1.58232,0.302798,0.160194,0.595363,875.601,40.6369,0.309485,
111,942.856,1361.22,1389.24,0.692655,0,11.414,73.3727,65.2965,32.3644,4.6209,976.812,131.765,65.5737,0,13.064,246.941,233.123,125.395,1.93361,459.98,319.323,233.668,0,6.26144,1.58232,0.302798,0.160194,0.595363,875.601,40.6369,0.309485,
112,942.856,1409.66,1839.02,0.668851,0,12.9432,40.0169,53.2633,56.1006,4.55869,1065.39,122.771,54.6217,0,19.975,146.619,216.67,238.996,1.70927,788.857,316.595,224.826,0,6.5317,1.58232,0.302798,0.120681,0.595363,875.494,40.6369,0.309485,
113,942.856,1438.79,1942.92,0.655311,0,12.2215,88.6227,72.1566,40.8549,4.53559,1011.78,135.898,72.7217,0,17.2287,509.729,253.885,186.017,1.55979,631.016,333.552,253.5,0,6.5317,2.35298,0.302798,0.120681,0.733603,875.601,40.6369,0.309485,
114,942.856,2228.58,6267.49,0.423075,0,13.9605,831.191,36.6782,37.7472,4.72881,1084.27,181.808,38.1968,0,20.3069,5393.06,146.371,160.646,2.06065,743.917,420.163,148.391,0,6.5317,2.35298,0.302798,0.120681,2.30455,875.601,40.6369,0.309485,
115,942.856,1682.34,2177.05,0.560443,0,14.7297,182.099,66.1906,57.125,4.79597,1109.03,181.825,66.5466,0,21.7313,976.102,181.383,151.693,1.89459,769.645,380.943,177.496,0,6.5317,2.35298,0.302798,0.120681,0.186464,875.607,40.6369,0.309485,
116,942.856,2147.44,4854.68,0.439061,0,13.3358,701.586,72.0227,52.9146,4.55802,1060.03,170.189,72.7986,0,20.2216,3754.07,253.501,191.483,1.61211,729.168,408.116,255.334,0,3.20202,2.35298,0.302798,0.120681,1.07615,875.607,11.9765,0.309485,
117,942.856,1641.34,1926.01,0.574441,0,17.7809,74.582,85.5677,59.9076,4.94241,1162.25,149.22,87.0915,0,35.6911,343.325,281.251,247.934,1.9437,901.355,329.112,288.494,0,5.62543,2.35298,0.302798,0.120681,1.83849,875.607,42.1265,0.309485,
118,942.856,1818.74,2920.66,0.518412,0,17.0026,251.485,55.8188,53.9558,4.90407,1220.43,157.238,57.9031,0,28.6344,1599.89,234.686,265.416,2.43413,1140.25,355.683,248.638,0,5.89652,2.35298,0.302798,0.120681,0.788357,875.607,42.1265,0.309485,
119,942.856,1472.69,1885.68,0.640228,0,13.0359,147.669,50.5111,34.8388,4.77195,1044.53,126.438,50.8933,0,19.0472,1117.52,198.164,119.461,1.85354,691.774,290.191,199.676,0,5.89652,2.35298,0.170591,0.120681,1.49638,875.59,42.1265,0.318627,
120,942.856,1540.99,1893.59,0.611849,0,15.0502,120.106,47.5003,34.3529,4.50241,1126.39,144.987,48.1023,0,24.2305,591.908,190.964,130.498,1.45321,879.581,314.639,191.47,0,5.89652,2.35298,0.170591,0.120681,1.71944,875.568,42.1265,0.318627,
121,942.856,1555.44,2388.46,0.606168,0,12.1134,227.07,60.7074,41.677,4.51111,1008.17,139.539,61.6466,0,15.4978,1699.27,221.782,151.483,1.74726,534.354,325.866,219.176,0,6.1978,2.35298,0.170591,0.120681,0.783012,875.592,42.1265,0.318627,
122,942.856,1620.61,2023.03,0.581792,0,15.2991,64.4771,79.567,60.6405,4.33485,1144.42,171.682,80.1865,0,23.8002,247.696,283.001,202.065,1.36633,848.454,396.896,282.381,0,6.1978,2.35298,0.170591,0.120681,1.06184,875.592,42.1265,0.318627,
123,942.856,1520.58,1779.36,0.620064,0,14.4834,58.9905,55.2227,56.4527,4.53491,1122.92,150.78,57.1969,0,23.0702,188.083,208.035,223.93,1.86542,858.097,368.218,218.65,0,6.1978,2.35298,0.170591,0.120681,1.31926,875.592,43.1596,0.258569,
124,942.856,1512.63,2093.24,0.62332,0,13.9136,73.947,75.5485,56.4548,4.67553,1095.25,115.912,76.9302,0,21.1304,229.994,309.692,282.119,2.26419,828.275,270.421,316.746,0,6.1978,2.35298,0.170591,0.120681,1.59222,875.592,44.753,0.258569,
125,942.856,2158.66,7022.84,0.436778,0,14.0538,734.589,60.8537,39.2027,4.2449,1087.57,156.317,61.8264,0,21.9409,6211.8,242.902,221.239,1.57433,825.489,376.685,248.438,0,6.1978,2.35298,0.170591,0.120681,0.200085,874.595,44.2283,0.258569,
126,942.856,1547.25,1783.63,0.609376,0,11.9781,63.1237,78.9725,83.7002,4.36577,1063.27,159.28,82.5618,0,14.4312,201.277,264.844,284.665,1.74799,650.227,365.705,272.734,0,6.1978,2.35298,0.170591,0.120681,1.59222,874.595,44.753,0.258569,
127,942.856,1538.54,1624.35,0.612824,0,14.6828,46.8764,63.0227,62.8219,4.62366,1120.09,161.755,64.6735,0,22.6466,140.489,212.808,202.443,2.3081,816.492,334.983,215.367,0,6.1978,2.35298,0.170591,0.120681,0.339511,874.595,44.753,0.258569,
128,942.856,4060.78,22885.2,0.232186,0,14.3006,2572.16,71.7218,54.0221,4.34857,1092.78,179.144,72.3088,0,21.195,22398.2,244.144,181.174,1.69603,740.858,406.692,243.475,0,6.1978,2.35298,0.041343,0.120681,1.59222,874.595,44.753,0.0809627,
129,942.856,1378.24,1507.8,0.684099,0,13.3502,55.0583,38.829,36.9361,4.17127,1076.01,114.405,39.4833,0,21.4283,911.921,157.795,157.245,2.05128,782.904,265.897,164.399,0,6.1978,2.35298,0.041343,0.120681,0.717376,874.595,43.84,0.0809627,
130,942.856,1481.6,1688.83,0.636378,0,14.8953,45.9261,54.2016,46.0616,3.95233,1121.17,140.724,54.6645,0,23.2052,143.041,195.74,181.583,1.14965,826.875,330.498,195.224,0,6.1978,2.35298,0.041343,0.120681,0.6572,874.595,44.4079,0.0809627,
131,942.856,2138.83,4677.72,0.440828,0,15.283,619.134,62.541,50.2397,4.18226,1161.36,163.042,63.0476,0,25.7971,3349.51,252.149,232.118,1.73666,976.331,380.02,253.295,0,6.1978,2.35298,0.041343,0.120681,0.956362,874.595,43.9538,0.0809627,
132,942.856,1609.81,1766.34,0.585695,0,15.8158,83.9145,77.9694,42.4624,4.26028,1151.79,154.249,79.3464,0,23.224,560.922,243.995,160.554,2.1113,833.845,326.552,243.392,0,6.1978,2.35298,0.041343,0.120681,0.956362,874.595,43.8345,0.0809627,
133,942.856,1269.05,1311.84,0.742963,0,9.23996,80.7208,53.0657,42.1587,4.04945,920.746,105.234,53.8327,0,8.27007,418.577,239.569,198.514,1.69136,318.907,264.33,247.006,0,6.1978,2.35298,0.041343,0.120681,0.521511,874.595,44.753,0.0809627,
134,942.856,1745.32,3333.54,0.540221,0,12.9706,392.559,60.3099,26.5481,4.41734,1042.4,145.5,60.6151,0,17.1088,2335.21,198.048,106.217,2.58906,568.815,334.809,196.806,0,6.1978,2.35298,0.041343,0.120681,0.796278,874.595,44.753,0.0809627,
135,942.856,2140.74,7018.34,0.440434,0,12.7067,807.437,69.6159,38.81,4.25948,1030.06,106.238,71.6174,0,17.5832,6126.83,243.231,150.773,1.97469,589.188,259.313,248.127,0,6.1978,2.35298,0.041343,0.120681,0.857244,874.563,34.0496,0.0809627,
136,942.856,1734.05,2752.38,0.543731,0,16.1624,200.354,73.8982,47.941,4.17653,1166.08,150.893,74.5436,0,26.2722,1457.01,255.353,204.586,1.81711,956.793,327.445,257.717,0,6.1978,2.35298,0.041343,0.120681,0.508422,874.595,44.4153,0.0809627,
137,942.856,1569.18,1913.56,0.600857,0,12.6505,145.617,79.5627,38.3908,4.13589,1041.97,166.899,79.9547,0,14.6504,856.739,265.988,156.859,1.29545,529.108,382.647,266.938,0,6.1978,2.35298,0.041343,0.120681,0.956362,874.595,40.1278,0.0809627,
138,942.856,1399.9,1422.7,0.673515,0,11.7535,78.1522,63.8655,33.2183,4.26172,1000.59,143.765,64.296,0,13.536,399.768,215.891,131.144,1.57863,459.926,325.643,218.725,0,6.1978,1.53237,0.041343,0.120681,0.567171,851.016,44.4153,0.0809627,
139,942.856,1389.18,1548.24,0.678714,0,12.625,41.7878,55.5543,48.1771,4.6138,1047.54,121.487,57.3965,0,17.1833,163.429,219.086,187.803,2.75997,645.359,285.329,226.816,0,6.1978,1.53237,0.041343,0.120681,0.956362,874.595,43.8014,0.0809627,
140,942.856,1506.61,1940.23,0.625814,0,11.1468,91.5781,96.9722,68.5506,4.40063,1009.22,125.556,99.1768,0,10.6668,420.852,335.349,250.679,1.79998,508.054,277.34,344.484,0,6.1978,1.53237,0.041343,0.120681,0.956362,874.595,43.8014,0.0809627,
141,942.856,1540.87,1844.28,0.611898,0,12.7127,54.234,80.8379,77.3475,4.52985,1086.24,142.287,82.6811,0,15.4494,182.79,293.441,295.214,2.01681,700.586,311.516,300.644,0,6.1978,1.53237,0.041343,0.120681,0.956362,874.595,43.8014,0.0809627,
142,942.856,1455.09,2386.69,0.647973,0,11.5237,216.302,49.6978,32.0903,4.14319,988.597,102.677,50.0546,0,13.5159,1740.23,233.847,157.461,1.76494,445.665,231.427,239.386,0,6.1978,1.53237,0.041343,0.223026,0.215226,874.595,43.8014,0.0809627,
143,942.856,1756.54,2602.44,0.536768,0,16.5488,218.351,61.7069,54.0223,4.23628,1196.44,142.777,62.4561,0,27.2399,1558.98,202.547,183.888,2.02433,997.255,314.266,203.92,0,2.15706,1.53237,0.041343,0.223026,0.956362,874.595,43.8014,0.0809627,
144,941.992,1425.19,1678.72,0.660959,0,14.7996,41.6507,51.8898,22.3384,4.14238,1112.28,125.942,52.1467,0,24.2211,136.134,212.714,119.207,1.3312,861.979,305.293,213.719,0,6.1978,1.53237,0.041343,0.223026,0.956362,874.595,43.8014,0.0809627,
145,941.992,1861.2,2787.15,0.506121,0,16.5344,277.417,91.8361,47.6343,4.5772,1167.64,163.059,92.5026,0,25.8947,1580.51,290.801,197.74,2.62413,898.336,334.514,295.126,0,6.1978,1.53237,0.041343,0.245126,0.956362,874.595,43.8014,0.0809627,
146,941.992,1434.48,1575.78,0.656676,0,12.5337,49.6746,76.2896,48.7376,4.28591,1047.29,118.29,77.3822,0,17.3337,156.877,272.553,188.084,1.85731,613.317,244.635,278.279,0,6.1978,1.53237,0.0982729,0.245126,0.34768,874.595,43.8014,0.189021,
147,941.992,1833.22,2929.08,0.513845,0,15.1322,223.582,99.5895,65.9176,4.61441,1145.81,177.7,100.878,0,20.6197,1546.95,318.819,253.458,2.60372,760.754,372.9,320.174,0,6.1978,1.53237,0.0982729,0.245126,0.956362,874.595,43.8014,0.189021,
148,941.992,1736.56,1995.71,0.542446,0,16.5774,77.4326,77.0595,80.9992,4.22612,1212.72,189.586,77.9599,0,24.8079,241.524,241.806,263.133,2.4438,932.268,413.035,245.514,0,6.1978,1.53237,0.0982729,0.105191,0.914851,874.595,42.0938,0.189021,
149,941.992,1546.75,1984.46,0.609015,0,14.7522,77.5655,57.0337,32.7433,4.22799,1136.16,164.235,60.0319,0,23.0271,359.211,217.971,180.503,2.17654,904.474,390.869,233.49,0,6.1978,1.53237,0.0982729,0.105191,0.956362,874.595,43.8014,0.189021,
150,941.992,1702.17,2495.15,0.553405,0,15.6427,225.538,73.5542,25.2367,4.35294,1138.88,145.303,73.6713,0,23.9315,1500.02,229.339,89.9853,2.08026,820.1,312.283,228.336,0,5.20111,1.53237,0.0982729,0.105191,1.59222,874.653,41.8933,0.189021,
151,941.992,1496.23,1668.12,0.629578,0,13.328,50.6106,74.842,46.929,4.14854,1079.26,151.067,76.0443,0,18.6351,192.361,255.133,208.301,1.85412,686.108,323.064,258.341,0,6.1978,1.53237,0.0982729,0.105191,0.857135,874.653,43.8014,0.189021,
152,941.992,2081.49,7242.28,0.452557,0,14.4047,706.116,46.6038,24.0802,4.12477,1101.16,138.269,46.7309,0,21.7843,6636.77,192.238,118.868,1.98429,772.132,322.304,192.277,0,6.1978,1.53237,0.0982729,0.105191,0.852915,874.653,43.5462,0.189021,
153,941.992,1771.39,2903.01,0.531781,0,13.7871,197.352,87.2114,70.8256,4.35105,1136.33,171.66,89.8766,0,21.1118,1389.2,297.345,339.407,2.16474,983.217,371.772,303.133,0,6.1978,1.53237,0.0982729,0.105191,1.14891,832.998,43.8014,0.189021,
154,941.992,1710.86,2454.72,0.550596,0,14.9822,181.421,96.2815,45.0046,3.93698,1104.05,168.504,96.6748,0,21.9965,1303.93,286.213,145.049,1.64046,760.617,365.401,286.591,0,6.1978,1.53237,0.0982729,0.105191,0.990657,874.653,34.5242,0.189021,
155,940.095,1984.7,3193.2,0.47367,0,17.641,304.131,102.887,70.1808,4.13671,1227.05,154.684,103.991,0,28.1945,1782.58,319.643,232.932,1.8667,1024.55,334.068,322.135,0,7.51585,1.53237,0.0982729,0.105191,1.37339,874.653,43.8014,0.189021,
156,940.095,1533.1,3176.02,0.613199,0,11.6734,270.984,49.2083,28.3321,4.18058,1015.81,103.283,49.6238,0,18.9937,2397.43,257.685,166.196,2.11461,699.169,253.318,261.955,0,7.50098,1.53237,0.0982729,0.105191,1.56203,874.653,43.8014,0.189021,
157,940.095,2191.56,6964.95,0.428961,0,13.0972,703.782,78.2231,67.0784,4.25772,1063.73,181.979,79.4111,0,19.052,6476.54,248.051,227.604,1.8672,712.294,393.501,249.375,0,7.50098,1.53237,0.0982729,0.105191,1.75168,874.653,43.8014,0.189021,
158,940.095,1411.98,1516.18,0.665799,0,12.8709,45.0649,47.861,50.6844,4.08224,1072.62,129.842,48.9555,0,18.2377,359.911,196.748,194.59,1.69706,708.299,297.22,205.854,0,7.51585,1.74573,0.0982729,0.105191,0.991475,874.653,42.6314,0.189021,
159,940.095,1886.02,3892.5,0.498455,0,14.1422,390.366,89.4679,44.0753,4.3515,1093.37,160.497,89.7527,0,19.1935,3160.58,259.682,131.499,2.5404,660.393,352.545,250.295,0,7.51585,1.74573,0.0982729,0.105191,1.25412,874.653,43.4285,0.189021,
160,940.095,1757.87,2477.02,0.534791,0,15.0178,227.597,79.9411,49.1907,4.18009,1128.88,171.263,81.8018,0,21.5833,1231.13,247.215,188.951,2.57235,780.376,389.813,251.835,0,7.51585,1.74573,0.0982729,0.105191,0.255256,874.653,43.8213,0.189021,
161,938.939,1642.54,2435.06,0.57164,0,15.27,168.131,76.7576,39.1114,4.30096,1129.11,132.592,77.2649,0,24.2867,1248.86,251.609,163.858,2.32678,856.516,300.465,254.034,0,7.51585,1.32328,0.0982729,0.105191,1.87347,874.653,44.2044,0.189021,
162,938.939,1532.34,2606.85,0.612747,0,10.4608,329.701,38.0994,30.2956,4.18572,973.417,106.752,39.4325,0,12.9397,2104.98,176.136,135.445,2.46904,459.323,262.856,182.56,0,6.13148,0.855799,0.0982729,0.0462052,0.207944,874.679,31.1142,0.189021,
163,938.644,1421.68,1743.44,0.660235,0,12.9699,45.2092,66.846,44.9063,4.19413,1073.29,106.132,68.1369,0,18.3525,179.85,247.853,221.405,2.12297,718.76,262.418,248.731,0,7.51585,0.855799,0.0982729,0.0462052,1.87347,874.718,24.6724,0.189021,
164,938.644,2411.61,8965.86,0.389219,0,14.2775,892.007,91.4231,66.2627,4.12563,1102.7,149.621,91.1938,0,20.7042,8228.05,281.908,381.36,1.88939,760.886,308.086,281.59,0,7.51585,0.855799,0.0982729,0.0462052,0.205791,874.718,44.6336,0.189021,
165,938.644,1807.99,3531.51,0.519163,0,13.8378,392.366,47.031,48.8744,3.90541,1095.71,158.619,47.6519,0,21.9719,2597.54,192.166,190.084,1.91684,807.181,379.98,193.411,0,7.51585,0.855799,0.0982729,0.0462052,0.899759,874.731,44.0591,0.189021,
166,938.644,1859.67,3669.55,0.504736,0,14.5099,308.502,67.7482,61.1113,3.95756,1182.04,153.547,68.2616,0,22.1577,2584,287.755,313.321,1.66944,1115.72,347.797,289.383,0,7.51585,0.855799,0.0982729,0.0462052,1.26501,874.731,44.6336,0.184282,
167,938.644,1609.22,1884.23,0.583289,0,14.111,72.0369,110.176,64.6405,4.02126,1087.84,145.584,110.818,0,18.5754,245.525,324.86,232.501,1.58327,638.928,314.761,331.965,0,7.51585,0.855799,0.0982729,0.0462052,1.09389,874.731,44.6336,0.184282,
168,937.695,1565.51,1952.48,0.598969,0,14.2609,75.0641,84.0047,48.6908,4.00872,1105.42,148.688,85.3731,0,21.2316,239.426,304.026,187.946,1.72816,818.071,330.491,313.636,0,7.51585,0.855799,0.0982729,0.0462052,0.463033,874.731,44.1828,0.184282,
169,937.695,2618.51,11352.3,0.358103,0,15.3356,966.678,81.7956,89.1619,4.03965,1215.93,158.711,86.8599,0,24.111,9282.49,294.171,426.339,1.98641,1365.57,381.157,317.115,0,7.51585,0.855799,0.0982729,0.0462052,0.804424,874.731,44.6336,0.184282,
170,937.695,1410.06,1627.22,0.665004,0,12.2308,130.173,47.0636,27.7832,3.98349,1022.15,119.436,47.2425,0,17.0609,1148.57,176.317,130.168,2.00731,649.48,284.767,177.389,0,7.51585,0.855799,0.0982729,0.0462052,0.582382,874.731,44.6336,0.184282,
171,936.197,1675.89,2036.61,0.558626,0,15.9254,120.457,68.6094,60.193,3.80481,1167.97,169.572,69.3626,0,24.4016,545.931,248.337,193.682,1.43903,854.172,364.998,248.921,0,7.51585,0.855799,0.0848533,0.0462052,0.88471,874.731,44.7217,0.158711,
172,936.197,1778.27,3530.4,0.526464,0,14.3052,373.064,72.7666,30.2652,3.83192,1088.23,122.918,72.8967,0,22.2221,2201.24,277.14,142.49,1.70111,771.75,302.241,276.851,0,7.74773,0.855799,0.0848533,0.0462052,0.139504,874.731,44.7217,0.158711,
173,936.197,1514.94,1746.47,0.617975,0,15.0284,80.7831,54.7097,53.1919,3.86717,1132.71,119.475,55.1752,0,25.3831,305.09,202.955,174.882,2.19638,913.311,236.748,207.77,0,7.74773,0.855799,0.0848533,0.0462052,0.95976,874.68,42.94,0.158711,
174,936.197,1506.7,2112.48,0.621356,0,13.8599,147.308,56.5636,21.2149,3.85918,1076.78,130.4,56.7092,0,21.8579,1199.24,214.041,90.9627,1.97359,757.95,318.23,214.115,0,6.60585,0.855799,0.0848533,0.105191,1.87347,874.731,43.8046,0.158711,
175,936.197,1602.72,1917.91,0.584131,0,16.2257,74.739,81.8474,40.0987,4.09674,1165.73,137.767,82.2173,0,25.8405,218.915,267.702,170.427,2.41719,916.891,292.559,268.338,0,7.74773,0.855799,0.0848533,0.105191,2.1927,874.731,43.4921,0.158711,
176,936.197,1703.76,2679.47,0.549489,0,16.7711,169.519,68.1285,31.5311,3.64005,1183.35,162.48,68.3425,0,26.952,1315.61,226.019,135.247,1.24033,952.673,379.295,226.431,0,7.74773,0.855799,0.0848533,0.0840603,0.577318,874.587,44.7217,0.158711,
177,936.197,2084.87,7834.86,0.449044,0,13.5193,606.475,66.5161,44.4695,3.69563,1150.99,130.847,68.3586,0,22.7892,5642.68,308.355,271.494,1.75354,1403.16,324.34,320.31,0,7.75164,0.855799,0.0848533,0.0840603,0.714692,874.587,43.101,0.158711,
178,936.197,1507.78,1708.92,0.620911,0,15.4271,72.8666,47.8244,27.4693,3.78783,1138.08,154.296,48.0293,0,26.0318,245.021,192.946,107.961,1.85186,921.657,359.415,195.971,0,6.71182,0.855799,0.0848533,0.0840603,1.0404,857.423,44.7217,0.158711,
179,936.197,1525.59,2051.97,0.613663,0,13.5535,144.165,56.4702,33.756,3.67015,1077.37,139.38,57.2264,0,18.5108,1124.79,209.13,159.421,1.83183,660.82,330.76,208.048,0,7.75164,0.855799,0.0848533,0.0840603,0.719314,874.587,44.2607,0.158711,
180,936.197,1870.75,3399.63,0.50044,0,16.4179,315.782,78.4151,49.2043,3.58184,1188.26,138.637,80.4547,0,27.0387,2250.32,268.559,204.619,1.73441,1015.58,319.001,279.412,0,7.75164,0.855799,0.0848533,0.0840603,1.32851,874.587,45.5389,0.158711,
181,936.197,1540.74,2116.89,0.607627,0,11.769,109.006,99.7949,64.0269,3.56222,1025.94,125.711,100.935,0,15.4755,811.167,333.191,271.216,2.19307,673.495,285.213,341.699,0,7.75164,0.855799,0.0791749,0.0840603,0.636277,874.587,45.5389,0.0656326,
182,935.277,2099.86,4899.52,0.4454,0,13.9214,618.241,69.7121,50.7318,3.55964,1102.25,171.249,70.1927,0,21.1466,3794.51,254.354,211.38,1.78101,773.026,411.415,258.32,0,7.75164,0.855799,0.0791749,0.0840603,0.837311,874.587,45.5389,0.0656326,
183,935.277,1789.28,2305.38,0.522711,0,12.7587,196.377,108.278,84.7363,3.88193,1073.58,199.3,110.372,0,13.9829,1119.41,323.867,287.132,2.83303,575.52,422.463,326.813,0,7.75164,0.855799,0.0791749,0.0840603,0.613988,874.587,45.5389,0.0656326,
184,935.277,1754.98,3155.96,0.532928,0,12.5089,256.526,101.097,62.0954,3.62751,1047.41,169.676,102.035,0,18.2825,2112.02,316.051,228.102,2.33516,677.526,381.839,320.772,0,7.75164,0.855799,0.0791749,0.0840603,0.800159,874.587,45.5389,0.0656326,
