Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.rear.side_view_swing_arm_angle_l.avg,Heave.rear.p_rod_length_l.avg,Heave.rear.coil_over_length_l.avg,Heave.rear.tie_rod_angle_top_view_l.avg,Heave.rear.toe_angle_l.avg,Roll.rear.camber_angle_gain_roll_l.avg,Heave.rear.roll_center_gnd.z.avg,Heave.rear.motion_ratio_heave_l.avg,Roll.rear.side_view_swing_arm_angle_l.avg,Heave.rear.side_view_swing_arm_angle_l.std_dev,Heave.rear.p_rod_length_l.std_dev,Heave.rear.coil_over_length_l.std_dev,Heave.rear.tie_rod_angle_top_view_l.std_dev,Heave.rear.toe_angle_l.std_dev,Roll.rear.camber_angle_gain_roll_l.std_dev,Heave.rear.roll_center_gnd.z.std_dev,Heave.rear.motion_ratio_heave_l.std_dev,Roll.rear.side_view_swing_arm_angle_l.std_dev,Heave.rear.side_view_swing_arm_angle_l.best,Heave.rear.p_rod_length_l.best,Heave.rear.coil_over_length_l.best,Heave.rear.tie_rod_angle_top_view_l.best,Heave.rear.toe_angle_l.best,Roll.rear.camber_angle_gain_roll_l.best,Heave.rear.roll_center_gnd.z.best,Heave.rear.motion_ratio_heave_l.best,Roll.rear.side_view_swing_arm_angle_l.best,
91,1424.88,2826.19,2482.07,0.50417,169.22,0,561.315,4.13507,146.014,38.9385,1600.31,141.192,165.069,360.463,0,950.139,3.10317,333.807,22.7707,815.982,126.192,360.773,1.70614,0,69.5877,0.409178,9.88904,20.8389,1199.1,27.463,0.507455,
92,1424.88,2491.21,1899.84,0.571963,128.642,0,500.435,3.23791,105.688,33.3378,1463.15,129.084,127.64,294.756,0,830.691,1.59465,238.842,19.8341,727.886,112.155,294.174,1.56608,0,69.9667,0.0404368,6.59651,14.9747,985.841,12.9145,0.535373,
93,1424.88,2704.34,2452.41,0.526887,153.612,0,495.562,3.5785,133.437,35.9143,1598.05,134.233,149.946,324.334,0,904.264,2.25631,302.626,21.6095,924.867,98.4706,320.195,1.74615,0,69.3259,0.416496,6.88801,13.237,1047.56,45.6159,0.532729,
94,1424.77,2726.16,2415.02,0.522629,176.64,0,541.983,3.21575,103.95,37.2886,1555.32,132.534,175.235,351.133,0,939.196,1.92856,223.35,23.305,829.6,91.3572,350.709,1.23097,0,69.9703,0.468044,4.74439,12.0808,1067.61,33.0896,0.532729,
95,1424.77,2813.67,2607.05,0.506376,154.449,0,621.07,3.35323,114.061,36.4342,1581.95,150.069,152.279,362.883,0,1017.07,2.53508,304.599,20.84,816.993,130.81,357.816,1.74615,0,69.8873,0.19111,5.87987,13.7168,1052.67,62.687,0.532729,
96,1424.77,2741.91,2462.2,0.519628,144.444,0,542.727,4.03235,194.063,32.546,1552.24,131.889,139.971,351.609,0,935.971,2.77199,370.735,17.1849,752.303,102.877,347.963,1.74615,0,69.9703,0.40673,6.68138,8.26104,1199.22,34.1196,0.532729,
97,1424.77,2118.99,2213.14,0.672384,84.9994,0,313.405,3.33235,115.647,29.1098,1367.24,123.144,82.1135,330.689,0,763.942,2.11221,369.307,11.132,762.584,82.8585,331.941,1.74615,0,69.9703,0.754122,16.2468,5.61886,1121.94,98.0997,0.532729,
98,1423.9,3072.63,3086.66,0.463415,197.673,0,598.393,3.78661,206.712,112.138,1620.69,141.775,191.462,433.113,0,1070.99,2.67282,393.439,540.947,834.69,124.3,430.777,1.80078,0,69.9703,0.577974,6.81138,17.8709,1200.1,6.89223,0.532729,
99,1423.9,2811.55,2464.25,0.506448,131.988,0,499.577,3.08418,95.4133,43.3787,1781.88,127.521,128.707,368.363,0,772.865,1.66349,279.026,75.5026,1069.16,96.9202,347.1,1.49808,0,69.9703,0.196077,5.04131,28.5134,1200.1,39.0898,0.532729,
100,1423.9,2423.34,2124.89,0.587577,110.48,0,470.411,3.29108,110.101,34.0765,1462.34,123.908,108.731,252.545,0,871.598,1.95128,250.481,21.192,835.398,79.2378,251.187,1.80078,0,69.9703,0.562005,7.02484,16.9829,1200.1,17.5665,0.532729,
101,1423.24,2615.26,2301.3,0.544205,106.953,0,477.277,3.76521,177.312,35.3168,1569.05,141.743,103.84,231.093,0,845.298,2.60608,352.296,20.6324,809.929,107.45,230.032,1.80078,0,69.9703,0.242973,6.85119,17.2416,1200.44,14.2362,0.532729,
102,1422.36,2760.36,2497.72,0.515281,157.853,0,552.872,3.98746,121.223,37.4933,1589.85,141.592,155.485,388.392,0,938.831,2.57008,285.717,25.7163,932.249,133.31,387.932,1.8262,0,69.9703,0.692248,4.27303,5.26721,1141.99,10.7879,0.593474,
103,1422.36,2705.11,2876.05,0.525805,152.16,0,478.551,3.84259,165.568,33.5803,1596.94,126.145,148.326,373.546,0,930.63,2.5033,370.317,13.8502,894.205,100.984,366.624,1.8262,0,70.2288,1.04406,12.0302,20.4013,1200.52,29.796,0.593474,
104,1422.36,2883.47,2538.79,0.49328,155.344,0,626.193,4.1799,184.412,32.332,1587.16,144.61,149.24,304.897,0,1041.36,2.87502,393.98,17.5172,818.076,120.58,297.904,1.8262,0,70.2742,0.557875,9.05792,9.15646,1200.71,54.3577,0.593474,
105,1422.36,2428.82,2110.27,0.585618,126.459,0,415.282,2.97811,111.603,35.0535,1506.48,106.833,124.129,326.429,0,795.144,1.18255,287.133,22.5422,834.728,62.7986,325.945,1.91691,0,70.3365,0.445291,2.57219,5.89503,1083.02,11.9919,0.609045,
106,1422.36,2440.84,2114.12,0.582735,135.137,0,497.165,3.27798,105.123,31.5714,1407.42,127.755,133.384,353.946,0,874.775,1.97454,244.196,14.4594,618.194,117.489,352.787,1.98592,0,70.5273,0.718814,15.8278,13.2732,1184.89,14.2329,0.609045,
107,1421.83,2312.98,1969.19,0.614718,82.3636,0,386.708,2.97198,87.0318,35.0628,1503.87,134.044,80.9271,233.113,0,781.234,1.1079,226.349,20.6109,753.046,108.474,232.993,1.98592,0,70.5273,0.582327,3.41778,18.2817,1200.71,22.3298,0.609045,
108,1421.83,2857.56,2853.38,0.497568,151.463,0,585.953,3.64424,179.682,37.7801,1608.53,144.254,146.249,333.161,0,1014.33,2.52992,427.058,22.2874,940.075,141.171,324.783,1.98592,0,70.9042,1.56254,5.88658,23.2123,1200.71,9.71944,0.609045,
109,1421.83,2497.99,2128.97,0.569189,111.252,0,551.536,3.0247,82.8783,33.5081,1460.23,145.841,109.72,262.819,0,960.741,2.11935,192.965,19.6754,753.545,144.362,262.432,1.14135,0,70.9073,0.487844,7.36531,11.4506,976.252,14.7648,0.609045,
110,1420.04,2528.42,2107.19,0.56163,115.548,0,436.844,3.39805,139.543,35.7387,1553.43,130.096,113.825,238.999,0,740.909,2.39153,325.006,22.8771,816.11,104.975,238.808,1.98592,0,70.9684,0.862844,9.05374,16.5506,1156.25,16.5016,0.598171,
111,1420.04,2616.66,2531.89,0.542691,154.465,0,419.602,3.50963,135.538,37.5658,1571.77,143.175,151.034,365.067,0,759.199,2.68787,346.766,21.2015,865.59,119.88,357.819,1.99155,0,71.1548,0.207207,5.3662,26.8633,1200.54,83.3904,0.598171,
112,1420.04,3077.21,2880.77,0.461469,237.68,0,601.732,3.57368,196.76,37.4076,1623.8,144.063,232.202,431.724,0,1005.33,2.71241,366.224,21.1051,857.078,131.391,408.011,1.99155,0,71.1548,1.08626,6.08521,18.5338,1150.47,14.2489,0.598171,
113,1420.04,2231.6,1926.15,0.636331,113.461,0,332.69,3.08027,101.481,33.1633,1420.13,115.728,111.872,316.769,0,765.204,1.66585,272.541,17.9384,699.12,84.9225,314.577,1.99155,0,71.4303,0.441822,6.56889,12.3117,1008.67,33.0128,0.598171,
114,1420.04,2541.04,2471.65,0.558842,151.042,0,494.014,3.72192,86.7081,35.0298,1491.15,137.74,141.629,385.406,0,984.423,3.08262,291.108,18.0022,742.72,115.543,364.397,1.92126,0,71.5277,0.97668,5.23461,21.4877,1107.48,27.3327,0.597159,
115,1420.04,3179.96,2647.84,0.446558,212.022,0,743.893,3.30642,171.985,37.9043,1686.76,114.238,209.85,366.821,0,1026.42,2.64133,314.525,25.9468,969.904,79.6392,365.822,1.91208,0,71.5493,0.173231,6.01863,5.37596,995.157,2.43182,0.597159,
116,1420.04,2999.84,2595.27,0.473371,171.298,0,626.228,3.12411,149.32,40.9294,1715.87,123.473,169.604,362.909,0,956.245,2.1979,335.225,27.5318,993.154,90.8069,361.149,1.92126,0,56.7278,1.40782,5.17178,17.9112,1200.66,13.6513,0.597159,
117,1420.04,2636.86,2815.35,0.538534,159.759,0,411.807,3.08277,158.019,35.5247,1579.4,132.904,156.357,400.162,0,862.095,1.95717,385.766,20.4791,967.773,114.761,393.955,1.84768,0,71.5493,0.426562,7.25337,15.6563,1200.6,9.1617,0.545311,
118,1420.04,2572.28,2217.32,0.552055,170.99,0,512.458,3.15858,128.307,34.5874,1414,139.256,169.523,375.769,0,898.447,2.13058,278.395,16.9001,532.14,125.499,378.194,1.92126,0,71.5493,1.82643,6.35588,18.4928,1017.39,11.536,0.597483,
119,1420.04,2673.07,2649.78,0.531239,130.479,0,422.258,3.43934,149.339,37.5986,1644.93,160.902,124.127,334.794,0,770.619,2.42308,381.915,24.8267,976.201,155.309,322.68,1.92126,0,70.2244,0.89786,3.12509,7.85938,1200.7,92.8768,0.597483,
120,1420.04,2808.27,2555.45,0.505664,202.68,0,580.348,3.62176,126.561,36.0608,1529.15,129,200.847,419.308,0,947.983,2.65196,260.437,20.3294,816.15,125.311,418.836,1.99155,0,71.3746,0.044028,3.19939,20.8818,1052.78,10.2509,0.597483,
121,1420.04,2416.63,1995.84,0.58761,143.063,0,376.886,3.51425,120.37,35.2345,1489.96,106.796,140.814,318.475,0,776.486,2.9154,243.315,16.9637,684.266,58.4467,310.271,1.99155,0,70.1544,1.10191,8.16523,18.5578,1191.85,8.01851,0.597483,
122,1420.04,2494.84,2608.67,0.569191,142.902,0,421.515,3.18178,137.752,35.9923,1508.23,104.512,140.747,347.048,0,818.909,2.16378,354.554,22.2475,874.357,61.2749,344.5,1.91713,0,71.806,1.85963,8.58181,21.9448,1200.78,28.3276,0.597483,
123,1419.23,2907.52,2643.07,0.488122,147.498,0,606.296,3.11995,113.062,38.3527,1695.21,158.68,145.303,340.108,0,926.936,1.9791,264.902,23.5649,937.215,153.28,337.887,1.53729,0,71.806,0.705484,4.87413,7.3083,1200.78,55.3076,0.597483,
124,1415.85,2587.44,2387.91,0.547201,129.317,0,516.45,3.05344,130.837,33.3867,1503.54,139.275,131.581,278.834,0,948.598,2.08057,384.836,18.0905,766.659,129.384,280.557,1.99155,0,70.1537,1.29876,5.72314,12.2564,1200.82,6.50589,0.597483,
125,1415.85,3002.03,2775.73,0.471631,181.013,0,569.643,3.23412,170.62,39.6246,1740.86,120.731,176.306,353.016,0,887.361,2.53756,347.675,23.9104,1023.97,93.7771,345.5,1.83277,0,71.5451,0.142786,4.98595,22.1753,1145.82,54.3488,0.597483,
126,1414.42,2212.04,1859.42,0.639419,95.6541,0,386.953,2.97361,39.6478,35.5625,1439.67,117.045,94.5314,321.331,0,841.809,1.86121,143.878,23.0737,772.718,85.3249,307.996,1.92257,0,71.5996,0.775892,2.55802,21.6056,1104.02,34.5818,0.597483,
127,1414.42,2486.08,2259.88,0.568937,159.355,0,499.55,2.86418,94.4994,32.8254,1395.96,143.611,157.406,340.305,0,958.369,1.44016,245.839,17.436,557.556,138.694,339.922,1.99845,0,71.8455,0.855405,5.75462,6.24651,1020.53,66.8038,0.597483,
128,1412.5,2867.84,2815.24,0.492532,198.567,0,545.701,3.24624,155.619,36.6279,1578.34,154.519,195.212,424.823,0,948.192,2.16154,364.555,20.3503,819.991,135.989,421.198,2.08969,0,71.6831,0.895167,5.84881,18.7422,988.762,80.4186,0.614019,
129,1412.5,2784.37,2279.9,0.507296,175.281,0,517.783,3.24514,104.87,39.1644,1610.14,160.28,173.611,374.621,0,866.13,2.31182,222.429,26.2407,909.732,150.721,372.854,2.08969,0,72.4329,0.247383,2.61391,18.7205,1023.61,80.4186,0.614019,
130,1412.5,2427.14,2372.37,0.581961,128.265,0,396.016,2.80718,121.382,35.2669,1515.08,102.47,125.852,329.714,0,790.05,1.14986,269.958,21.7363,854.301,71.2999,327.291,2.08969,0,73.1701,1.74276,5.25192,18.9568,1200.73,11.0995,0.614019,
131,1399.97,2878.28,2384.64,0.48639,210.669,0,491.547,3.16804,122.866,40.5706,1665.28,136.105,208.075,420.972,0,748.245,2.27722,256.235,24.6948,901.004,147.817,405.434,2.08969,0,75.3116,0.512785,5.37381,19.9715,971.463,2.64655,0.614019,
132,1399.97,2644.74,2707.11,0.529339,174.8,0,461.706,2.94422,148.996,35.1378,1523.24,122.56,175.356,407.275,0,871.322,1.92485,338.69,19.9897,770.455,99.6852,413.643,2.08969,0,75.5947,0.679311,7.61065,15.7546,1127.43,2.64655,0.614019,
133,1399.97,2338.45,2024.72,0.598674,142.842,0,437.271,2.81939,93.201,31.964,1392.34,96.0498,141.955,345.616,0,852.798,2.21433,264.978,15.2695,620.666,83.0184,340.186,2.08969,0,75.8062,0.330262,6.52078,16.082,1013.76,2.64655,0.614019,
134,1399.97,2585.55,2567.1,0.541459,126.365,0,531.321,2.45296,106.822,36.2191,1560.95,96.6501,124.762,303.13,0,1021.24,0.804165,249.564,24.5578,904.112,91.8196,301.926,2.08969,0,62.556,0.71948,6.22556,16.5574,1022.88,2.64655,0.614019,
135,1399.97,2401.77,2070.43,0.582889,117.07,0,403.579,3.2008,99.7836,35.8151,1531.42,95.1428,115.759,283.297,0,762.946,2.35135,229.329,20.0758,798.115,39.4036,283.469,2.10306,0,76.4697,0.450445,7.49128,20.0634,1016.37,2.64655,0.661307,
136,1399.97,2118.39,1777.2,0.660863,75.2,0,358.061,2.68424,105.491,31.6374,1349.01,116.625,79.6817,220.279,0,711.723,1.61853,337.094,15.327,534.328,130.953,242.62,2.10306,0,77.1357,0.590649,8.44983,13.545,1194.1,2.64655,0.661307,
137,1391.38,2727.2,2619.08,0.510184,154.286,0,520.08,2.79675,89.272,41.6799,1658.55,109.47,151.065,379.705,0,917.953,2.07095,253.995,29.402,955.609,126.958,370.561,2.11266,0,59.0978,0.565103,1.97303,28.6007,1200.83,2.64655,0.661307,
138,1391.38,3059.75,3276.42,0.454735,233.716,0,558.329,3.5658,220.204,37.4651,1650.9,126.983,228.586,521.677,0,989.221,2.67106,450.4,23.359,1009.78,133.501,511.466,2.11266,0,78.1231,0.472106,9.4305,21.8003,1066.48,2.64655,0.791076,
139,1387.14,2235.22,1951.01,0.620584,65.7837,0,348.553,2.85249,87.204,34.3196,1534.82,97.8643,63.8212,243.61,0,731.695,2.02556,247.911,18.4992,829.894,115.131,240.046,2.11266,0,78.0773,0.932365,6.76624,18.7157,1200.79,2.64655,0.791076,
140,1387.14,2298.32,2045.02,0.603544,99.0489,0,402.787,3.17164,66.0435,36.7423,1493.06,99.6128,97.8574,304.716,0,732.848,2.21105,223.543,22.9052,765.81,117.479,303.739,2.23728,0,78.3895,1.19436,3.90644,10.8703,1200.79,2.64655,0.827743,
141,1387.14,2371.92,2258.49,0.584818,135.076,0,383.872,3.36651,164.202,30.4131,1419.72,100.626,134.64,359.853,0,671.982,2.89206,412.117,14.4306,759.231,132.351,346.314,2.18468,0,79.1059,1.49474,15.4659,18.0888,1033.06,2.64655,0.827743,
142,1387.14,2466.11,2662.62,0.562482,139.818,0,482.775,3.21275,166.773,30.7526,1438.36,67.6357,136.775,404.257,0,922.255,2.70866,379.828,11.2391,696.944,74.172,398.85,2.18468,0,77.4829,0.47491,15.4659,13.194,1200.77,2.64655,0.827743,
143,1387.14,3189,3085.73,0.434976,229.983,0,636.46,4.04422,215.574,38.8702,1742.27,96.2054,225.597,444.64,0,932.544,3.39979,466.418,27.8198,1117.1,132.852,438.824,2.18468,0,79.6005,1.2371,5.67304,12.741,1002.08,2.64655,0.827743,
144,1387.14,2865.18,2768.46,0.484137,203.497,0,625.934,3.62129,191.105,33.2609,1508.39,100.316,199.058,451.107,0,979.879,2.95063,378.514,16.4878,670.072,149.981,441.601,2.18468,0,78.4517,0.659177,6.71928,2.75381,1115.75,2.64655,0.827743,
145,1387.14,2474,2235.15,0.560687,108.97,0,538.91,2.83103,84.2378,37.4993,1535.81,57.8592,107.887,319.64,0,953.631,2.19002,220.354,26.181,863.261,90.9652,319.589,2.23728,0,79.713,0.769094,5.70551,2.90188,1030.27,2.64655,0.827743,
146,1386.26,2526.19,2504.3,0.548755,121.17,0,533.801,3.09993,124.831,35.7197,1502.9,85.5514,119.115,327.589,0,921.39,2.14022,315.14,23.0549,848.217,140.361,326.75,2.23728,0,71.2589,0.967333,6.13139,10.118,1200.77,2.64655,0.827743,
147,1386.26,2644.6,2614.22,0.524184,195.807,0,564.512,3.42325,140.93,33.0182,1442.94,69.8833,194.093,465.745,0,996.488,2.83617,314.128,12.8256,569.573,113.836,442.273,2.23728,0,78.5605,0.525016,6.15109,23.6591,1200.8,3.44026,0.827743,
148,1386.26,3042,2616.59,0.455706,134.258,0,703.322,3.26498,165.028,40.6215,1788.64,76.0221,130.844,346.091,0,1022.56,3.2334,332.114,29.7951,1128.01,126.126,349.756,2.23728,0,77.351,0.161753,5.29734,16.4867,1200.77,3.44026,0.827743,
149,1386.26,2715.99,2451.46,0.510406,204.144,0,425.883,3.17365,227.448,32.6612,1557.65,64.4935,200.534,436.483,0,721.132,2.36508,402.99,17.568,764.937,90.7459,448.163,2.23728,0,90.2162,0.307686,5.67862,6.57858,1129.98,3.44026,0.827743,
150,1385.98,3159.14,3347.46,0.438721,229.8,0,690.469,3.74147,230.526,37.0792,1664.01,78.6178,224.892,489.38,0,1101.28,3.15536,495.715,23.6477,1010.26,128.644,480.978,2.22008,0,90.2162,1.10602,6.25005,8.8654,1200.77,3.44026,0.827743,
151,1385.98,2324.86,2203.05,0.596157,130.18,0,331.309,3.16785,124.454,35.1328,1522.94,50.0828,127.588,352.329,0,645.179,2.69235,309.841,19.7501,849.305,87.9293,348.931,2.22008,0,95.6122,1.08745,9.02689,18.343,980.146,3.44026,0.827743,
152,1385.98,2595.04,2281.74,0.534087,115.978,0,643.945,2.82122,80.4968,35.3649,1546.31,55.4833,114.648,290.818,0,1013.77,2.28977,186.898,22.6678,824.274,108.15,288.212,2.22008,0,103.342,0.515947,8.98001,2.96638,1106,9.68353,0.904789,
153,1385.98,2472.22,2302.27,0.560623,115.738,0,603.279,2.85757,119.87,32.7185,1421.85,61.8103,114.089,327.695,0,972.669,1.69996,312.508,16.0311,651.438,100.594,325.141,2.06766,0,65.3377,1.38312,1.16187,18.4382,1128.3,6.92728,0.904789,
154,1385.98,2796.77,2813.4,0.495565,207.605,0,629.145,3.41916,135.006,37.0231,1503.75,75.0452,205.768,477.845,0,1048.67,2.77446,325.968,22.3809,726.241,152.627,461.938,2.22008,0,103.342,0.928078,8.31719,15.9514,972.629,10.1477,0.904789,
155,1385.98,2224.78,1941.36,0.622975,121.403,0,354.193,3.18657,126.658,31.7618,1412.39,56.7651,118.422,343.035,0,696.755,2.54434,300.995,15.9634,600.862,109.384,342.522,2.22008,0,102.864,0.637374,7.24747,17.1215,1018.45,10.2424,0.904789,
156,1385.89,2162.21,1970.67,0.640962,71.8186,0,337.583,3.1716,59.619,36.6635,1514.93,67.8814,70.5381,248.487,0,650.961,3.0013,178.899,23.9297,879.938,144.52,251.937,2.22008,0,99.5665,0.49031,8.6615,25.3384,1200.85,13.5742,0.904789,
157,1385.67,2536.7,2503.43,0.546249,140.72,0,474.489,3.33802,111.527,37.0124,1574.43,57.1354,138.049,364.681,0,802.867,2.69458,293.933,22.1257,881.809,112.63,361.877,2.22008,0,104.202,1.78426,9.27598,27.1534,1200.87,12.2821,0.904789,
158,1385.54,2967.03,2728.07,0.466978,175.718,0,606.136,3.22532,211.529,38.0281,1688.79,72.1652,171.434,385.658,0,754.274,2.45161,399.242,27.3692,1072.97,140.13,378.215,2.22008,0,104.202,0.813104,6.28107,10.732,1171.78,13.1432,0.904789,
159,1385.54,2317.99,2315.63,0.597732,147.967,0,394.337,2.90693,123.16,33.2479,1415.06,55.9251,145.388,388.454,0,727.772,1.87498,291.307,19.6502,775.111,114.454,382.165,2.22008,0,104.202,2.18923,13.3439,17.5723,1177.57,6.00384,0.904789,
160,1385.54,2980.4,3237.48,0.464882,170.541,0,654.102,3.60639,193.061,37.5039,1713.22,44.8431,163.523,415.355,0,1075.24,3.08961,469.51,24.3689,1077.07,83.0186,408.133,2.22008,0,103.331,0.463629,6.13227,7.62865,1200.87,12.8979,0.904789,
161,1385.54,3058.98,3233.7,0.452941,231.403,0,649.968,3.33096,155.808,39.4523,1654.4,99.9672,224.647,465.615,0,1044.46,2.51418,397.313,22.6164,1039.34,165.293,452.712,1.68358,0,103.331,1.79664,7.83616,19.2289,1200.87,15.0843,0.904789,
162,1385.3,2535.49,2844.25,0.546364,193.022,0,310.432,3.49477,169.888,36.8891,1590.36,43.2491,188.159,508.345,0,622.715,2.93291,446.195,23.2102,1009.89,95.6033,495.139,2.22008,0,107.008,0.943943,8.78171,23.0497,1200.87,10.495,0.904789,
163,1385.09,2404.72,2214.4,0.575988,168.594,0,463.823,2.7719,121.266,31.5977,1383.91,65.3445,167.413,369.829,0,828.551,1.93732,268.565,18.2203,639.946,124.531,374.289,2.22008,0,107.775,0.38193,9.9115,9.65106,1109.89,10.6322,0.904789,
164,1385.09,2682.26,2395.27,0.516388,113.263,0,557.104,3.39401,84.3377,38.9478,1695.47,77.6754,112.075,294.78,0,847.004,2.6532,224.342,25.9693,878.323,144.048,290.511,2.27632,0,107.775,0.410766,6.80207,6.33523,1200.87,16.7876,1.04959,
165,1385.09,2573.87,2306.13,0.538134,154.825,0,481.525,2.91361,139.94,36.1297,1546.51,60.419,151.611,359.168,0,870.464,2.47252,286.561,22.053,809.912,122.278,357.141,2.27632,0,104.031,0.095541,8.28066,11.7343,1200.87,11.2568,1.04959,
166,1385.09,2513.73,2217.98,0.551009,81.7143,0,489.285,3.09706,86.4593,39.3586,1656.97,78.2313,78.6218,253.035,0,827.044,2.01898,214.011,27.0016,989.935,148.618,248.231,2.27632,0,105.256,0.909851,3.66056,18.0934,1200.85,14.3325,1.04959,
167,1384.9,2533.42,2627.62,0.546653,173.829,0,476.004,3.19836,147.362,34.8214,1465.93,55.7905,176.486,393.747,0,816.305,2.56648,404.593,20.2562,873.71,89.0677,419.298,2.27632,0,105.256,1.68656,6.60481,19.3556,1153.2,12.7497,1.04959,
168,1384.9,2481.89,2837.33,0.558003,107.764,0,466.173,3.22634,121.942,37.9452,1566.18,73.5366,105.125,321.351,0,860.538,2.60106,380.31,26.7297,1056.7,142.427,315.859,2.27632,0,105.256,1.72028,5.82913,19.8669,1129.09,17.3764,1.04959,
169,1384.9,2592.73,2630.53,0.534147,162.696,0,397.228,3.04829,138.699,40.4224,1618.06,71.8532,160.729,382.996,0,669.796,2.64495,368.151,25.026,926.769,136.778,379.833,2.28024,0,105.256,0.160191,6.69055,28.6076,1200.85,14.5507,1.04959,
170,1384.9,2388.27,2778.66,0.579877,102.34,0,420.993,2.84364,162.113,34.1152,1506.09,60.6129,99.1547,299.168,0,816.134,1.79898,549.265,21.651,1065.13,123.703,291.001,2.34624,0,105.256,1.55528,8.76188,18.7782,1200.85,18.5285,1.19234,
171,1384.9,2341.05,2184.53,0.591573,129.69,0,392.428,2.48103,126.81,33.3989,1446.81,83.8668,125.559,333.238,0,738.693,1.5291,276.889,19.0075,715.29,157.337,332.313,2.34624,0,94.5414,0.881679,15.6298,17.6314,1117.17,18.5285,1.19234,
172,1384.9,2650.87,2367.18,0.522432,175.264,0,642.071,3.40178,192.803,29.2523,1377.15,59.5532,171.374,409.585,0,966.474,2.76507,357.511,11.1192,462.153,112.916,404.187,2.32285,0,107.124,1.20656,8.33313,10.4796,1200.83,14.1541,1.14227,
173,1384.89,2467.14,2423.91,0.561335,140.499,0,465.672,2.91635,134.34,32.9873,1481.95,72.9216,135.856,383.004,0,865.568,2.39933,328.837,17.1522,730.482,130.191,375.035,1.55784,0,107.124,0.416257,5.52775,15.5989,1172.17,19.8548,1.02044,
174,1384.89,2993.06,2760.31,0.462701,184.736,0,636.28,2.89434,166.858,36.8047,1689.24,93.4079,182.844,354.829,0,873.252,1.85703,322.589,18.9944,882.987,159.276,355.726,2.246,0,105.859,0.76705,7.76112,13.3654,1200.88,14.2244,1.02044,
175,1384.76,3029.11,3317.68,0.457151,196.223,0,586.147,3.16995,195.153,39.9692,1736.77,81.1159,190.567,474.389,0,981.141,2.48598,463.623,26.502,1138.55,148.879,463.191,2.246,0,107.124,0.361035,4.81262,28.6077,1200.88,11.3274,1.02044,
176,1384.76,2639.81,2398.96,0.524568,159.397,0,564.046,3.41715,105.498,35.022,1548.49,67.4443,156.496,372.668,0,891.081,2.81029,234.864,19.4597,855.646,120.941,362.501,1.56421,0,107.04,1.33692,2.29557,20.3963,1019.72,14.2251,0.929955,
177,1384.76,2845.38,2803.13,0.48667,216.161,0,577.843,3.29824,187.793,33.5384,1545.17,72.0508,209.523,407.975,0,989.483,2.83757,361.231,14.1141,797.125,129.577,404.554,2.246,0,65.2746,0.309423,3.32659,19.2676,1002.4,20.6077,1.02044,
178,1384.76,2492.76,2212.76,0.555514,143.693,0,441.54,3.41314,90.391,35.688,1564.31,74.3057,139.421,327.408,0,769.335,2.83688,308.826,20.619,898.831,139.605,318.881,2.246,0,107.565,0.695193,6.18161,15.5984,988.05,14.2333,1.02044,
179,1384.76,2776.21,2256.72,0.498795,200.423,0,593.308,3.35405,203.63,31.9042,1466.01,79.4871,198.095,377.25,0,905.632,2.83749,334.148,14.9315,551.05,142.527,376.409,2.246,0,61.1998,0.0910924,7.59372,12.6954,1029.57,5.56586,1.02044,
180,1384.76,3442.61,3274.33,0.402241,211.044,0,804.667,3.67524,237.008,38.8772,1864.54,77.9621,204.839,439.245,0,1161.9,3.09229,408.93,25.2952,1101.71,129.452,425.855,2.09005,0,107.565,0.334254,3.8385,16.8029,1200.88,19.8085,1.02044,
181,1384.76,2398.29,2275.88,0.577396,137.875,0,430.369,3.02749,92.5775,35.3221,1485.87,77.0898,136.157,369.558,0,843.146,2.50888,277.373,20.8962,815.871,153.157,367.357,1.78009,0,106.536,0.274143,3.33762,17.3796,1200.88,20.9673,0.96065,
182,1384.76,2756.03,2692.06,0.502447,182.867,0,475.619,2.89214,181.897,38.3146,1639.64,54.1298,180.673,379.797,0,792.871,2.12613,379.083,23.9261,970.037,86.0995,378.115,2.20326,0,106.536,0.644489,9.64669,18.9844,1200.89,9.03017,0.96065,
183,1384.76,2684.53,2620.85,0.51583,144.186,0,549.676,2.71957,159.422,35.3734,1585.87,62.7795,144.508,332.534,0,889.48,2.00325,342.625,21.0384,933.718,127.886,332.766,2.24257,0,85.3414,0.281922,16.4762,18.6469,1015.28,11.2305,1.01658,
184,1384.75,2774.61,2681.03,0.49908,170.428,0,609.034,2.94667,162.337,36.1584,1573.61,53.4722,166.615,390.378,0,963.782,2.02785,333.009,22.7618,924.919,80.1599,392.37,2.24257,0,78.8255,0.999395,5.71482,19.1304,1065.52,10.519,1.01658,
185,1384.75,2554.46,2591.17,0.542091,129.433,0,472.976,3.01058,137.967,36.9569,1580.29,66.1619,127.665,357.491,0,867.613,2.14274,339.595,22.5688,883.814,119.999,351.031,2.24257,0,108.525,1.61875,7.74385,17.5427,1200.89,13.6472,1.01658,
186,1384.73,2377.2,2052.76,0.582503,89.3481,0,551.826,2.9947,47.5677,37.4453,1514.84,44.7802,88.3943,244.065,0,990.815,2.58085,166.873,23.2433,757.525,100.91,250.964,2.24257,0,108.403,0.508339,5.69368,14.8144,1200.89,12.7027,1.01658,
