Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.toe_angle_l.avg,Heave.front.roll_center.z.avg,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.half_track_l.avg,Steering.front.ackerman_angle.avg,Roll.front.roll_center.y.avg,Heave.front.side_view_swing_arm_angle_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Heave.front.toe_angle_l.std_dev,Heave.front.roll_center.z.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.half_track_l.std_dev,Steering.front.ackerman_angle.std_dev,Roll.front.roll_center.y.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Heave.front.toe_angle_l.best,Heave.front.roll_center.z.best,Heave.front.tie_rod_angle_top_view_l.best,Heave.front.half_track_l.best,Steering.front.ackerman_angle.best,Roll.front.roll_center.y.best,Heave.front.side_view_swing_arm_angle_l.best,Steering.front.tie_rod_angle_front_view_l.best,
90,80.9739,5006.97,34381.8,0.0161722,0.533111,51.0391,0.76316,1.6226,0.736366,4949.03,2.59115,0.657273,0.580367,27.2719,1.60381,1.03092,1.73449,34741.7,8.00793,0.78566,0.28204,26.3154,0.00343883,0.636748,0.0200636,8.32347,0.00709691,0.304509,
91,80.9739,104.956,47.8382,0.771502,0.684367,60.7884,0.880698,1.98944,0.830372,34.4157,4.49361,0.873591,0.877915,36.1853,1.68906,1.37023,1.79001,4914.72,9.57607,1.18486,0.0612344,26.0923,0.00343883,0.613216,0.0200636,8.04532,0.00709691,0.304509,
92,80.9717,106.268,42.2957,0.76196,0.719418,64.6234,1.36941,2.1323,0.938883,29.5841,5.97899,0.92129,0.845202,39.8793,1.98731,1.42655,1.79502,14.5039,10.5716,1.05234,0.0543061,28.9671,0.00343883,0.776116,0.0200592,8.07489,0.00709691,0.304509,
93,80.9707,111.394,67.1131,0.726884,0.733686,54.5472,1.03836,1.74963,0.750704,49.5872,2.03783,0.949611,0.945119,36.2694,1.81932,1.37679,1.54315,67.3263,7.52085,1.20039,0.336692,25.4256,0.00343883,0.597401,0.0200592,8.21438,0.00709691,0.304509,
94,80.9694,115.171,58.3473,0.703039,0.555366,61.9916,1.31428,2.02145,1.1609,43.1558,3.97419,0.996933,0.611845,40.9719,2.06284,1.46236,2.24849,51.4793,9.77925,1.20483,0.196794,25.929,0.0034017,0.631324,0.0200592,8.18563,0.00709691,0.308377,
95,80.9675,102.419,45.2513,0.790549,0.649421,56.1375,0.99607,1.79539,1.0992,38.2841,2.74078,0.716923,0.905956,35.6137,1.87796,1.22774,2.12057,34.8937,8.03035,0.849654,0.287339,25.4018,0.0034017,0.597187,0.0200592,8.02581,0.00740749,0.308377,
96,80.9664,129.519,119.058,0.625132,0.545223,56.0861,1.23333,1.80545,0.962329,65.0937,2.92788,0.865073,0.469632,38.1256,2.11559,1.36305,2.004,123.974,8.35913,1.07489,0.0714201,25.2013,0.0034017,0.593976,0.0200592,8.21764,0.00740749,0.225224,
97,80.9664,237.586,781.947,0.340788,0.681547,58.9133,0.696779,1.88561,0.607479,171.95,2.10308,0.747596,0.821978,38.9895,1.54034,1.36485,1.4899,793.527,6.58915,0.991568,0.228486,25.4157,0.0034017,0.613949,0.0200592,8.28793,0.00740749,0.307265,
98,80.9664,109.425,50.7686,0.739926,0.531612,60.7708,1.0717,1.96735,0.636556,38.9333,4.5605,0.953312,0.592728,40.0272,1.80189,1.43555,1.27044,137.346,9.4484,1.20945,0.239548,25.4397,0.0034017,0.598015,0.0200592,2.5532,0.00749423,0.306403,
99,80.965,114.162,62.8652,0.709209,0.644803,62.9245,1.046,2.04077,0.892632,41.7761,3.87554,0.96208,0.782851,43.1079,1.76748,1.51724,1.67615,54.6595,9.4949,1.21496,0.19817,25.4172,0.0034017,0.620729,0.0200592,2.54165,0.00749423,0.306403,
100,80.9638,131.37,136.06,0.616305,0.668419,56.8698,1.00166,1.85198,0.808284,65.3876,3.85818,0.923783,0.848655,37.5285,1.77476,1.34608,1.69102,140.539,9.86685,1.12776,0.211623,25.1814,0.0034017,0.597483,0.0200592,1.87302,0.00749423,0.306403,
101,80.9638,103.014,41.3915,0.78595,0.679814,61.8912,1.29025,2.01251,0.847231,31.238,4.1469,0.907964,0.890064,40.365,1.88259,1.42874,1.66608,36.1088,8.15068,0.958481,0.121092,27.3686,0.0034017,0.72097,0.0200592,8.13945,0.00749423,0.306403,
102,80.9583,106.414,52.6755,0.760786,0.535948,62.4534,1.01674,2.02569,0.799939,35.5395,3.27332,0.769347,0.63553,43.9535,1.88419,1.55934,1.61361,35.8941,8.04086,0.962536,0.169303,26.3575,0.0034017,0.61921,0.0200592,8.60381,0.00748824,0.306403,
103,80.9583,96.2379,37.2706,0.841231,0.566975,57.1247,0.682405,1.83721,0.574731,32.379,2.30958,0.763224,0.778247,36.4732,1.54286,1.32772,1.36781,10.428,7.62006,1.01589,0.165271,27.7534,0.00333856,0.744693,0.0200592,8.19287,0.00743662,0.305494,
104,80.9583,107.476,52.0526,0.753271,0.613638,63.6336,1.03041,2.05846,1.34643,35.1477,2.8121,0.833345,0.71291,41.8997,1.60033,1.4978,2.37552,35.342,7.05235,0.883962,0.0548242,26.6055,0.00333856,0.624777,0.0204973,7.76993,0.00754431,0.307112,
105,80.9583,126.536,174.099,0.639803,0.587429,57.3942,0.862239,1.84448,0.882249,60.4822,3.56754,0.915975,0.605299,37.6,1.65985,1.37023,1.77164,176.734,8.21873,1.15992,0.335051,25.2948,0.00333856,0.606571,0.0206431,8.08524,0.00754431,0.307807,
106,80.9583,164.491,248.975,0.492174,0.652531,58.3793,1.04092,1.85584,1.01982,98.6718,1.90089,0.96986,0.672688,43.6823,1.69787,1.5407,1.90734,256.126,6.44974,1.06359,0.261817,25.1958,0.0034017,0.596328,0.0206431,8.56054,0.0082587,0.307807,
107,80.9583,104.36,44.9659,0.775756,0.736165,65.7481,1.05157,2.15618,1.03631,28.8744,3.84782,0.909881,0.841005,44.8023,1.65625,1.58071,1.72112,69.5856,8.62562,0.999879,0.242118,30.5024,0.0034017,0.908465,0.0206431,3.49045,0.0082587,0.307807,
108,80.9583,110.389,50.476,0.733389,0.681149,68.1346,1.14782,2.22671,1.07716,33.0764,3.04025,1.00522,0.868235,50.5005,1.83414,1.79723,1.98449,20.7751,8.37009,1.25398,0.0919502,26.3909,0.00335278,0.738948,0.0210792,7.65159,0.0082587,0.307807,
109,80.9583,98.9388,44.0799,0.818266,0.593347,53.9916,0.715004,1.75343,0.621002,36.5087,4.05927,0.696467,0.691693,30.5639,1.5469,1.14205,1.72899,37.4702,9.87357,0.892217,0.335051,26.9202,0.00335278,0.66511,0.0210792,9.09094,0.00813904,0.309551,
110,80.9583,108.104,46.8663,0.748895,0.904377,69.6668,1.09587,2.30198,0.873264,27.9229,4.30247,1.03594,1.11571,45.4573,1.86643,1.74554,1.68573,13.0978,9.62737,1.19723,0.334221,44.6755,0.00335278,1.38095,0.0203753,8.6277,0.00813904,0.309551,
111,80.9579,220.8,791.397,0.366658,0.494124,57.6725,0.841545,1.84364,0.789343,155.904,2.56029,0.694021,0.660031,40.7314,1.70771,1.39535,1.95964,804.545,7.24192,0.88427,0.333916,25.7682,0.00335278,0.610713,0.0219036,1.76569,0.00813904,0.309551,
112,80.9579,99.7589,39.2651,0.811535,0.66244,59.5832,0.793209,1.92506,1.10177,31.9961,2.95099,0.746178,0.826966,37.0777,1.54789,1.33004,1.99294,122.866,7.1043,0.944786,0.0499546,27.6524,0.00335278,0.737884,0.0219036,8.26804,0.00813904,0.190964,
113,80.9577,194.595,648.832,0.416032,0.473183,54.5454,0.866878,1.74054,0.857264,132.765,2.67202,0.674713,0.493362,31.6347,1.72655,1.16424,1.91886,659.05,7.8486,0.82165,0.145155,25.2979,0.00335278,0.599149,0.0219036,8.09151,0.00813904,0.31104,
114,80.9577,100.821,38.8409,0.802988,0.761641,56.2331,0.948543,1.81872,0.945229,34.77,4.36731,0.976095,0.970452,34.2967,1.58604,1.21912,1.77717,97.7598,10.6802,1.28196,0.24867,26.0066,0.00335278,0.712329,0.0219036,8.07508,0.00813904,0.314041,
115,80.9565,461.672,2489.8,0.175355,0.511125,60.2728,0.869931,1.93922,0.926765,392.254,4.13386,0.7649,0.506848,39.9287,1.5687,1.41315,1.55306,2519.26,8.89234,0.874023,0.118824,26.3538,0.00335278,0.630455,0.0219036,1.24294,0.00831431,0.270454,
116,80.9565,100.391,38.1113,0.806416,0.687855,59.1908,1.05791,1.9417,0.775098,31.6614,4.26428,0.811535,0.90016,36.7404,1.91034,1.33172,1.66597,357.246,9.92378,0.963055,0.208746,29.4528,0.00336893,0.795189,0.0214196,8.10586,0.00831431,0.312453,
117,80.9565,105.771,47.294,0.765394,0.708157,64.8682,1.03782,2.11713,0.853825,32.627,2.6461,0.912767,0.922386,46.1616,1.89939,1.60327,1.88586,19.1515,7.23843,1.17089,0.282314,26.2175,0.00333052,0.730205,0.0219036,8.04312,0.00834101,0.314041,
118,80.9554,111.795,86.7679,0.724144,0.670421,63.5867,0.71158,2.05602,0.708668,41.5834,1.68532,0.792371,0.922031,46.3518,1.61238,1.61974,1.69807,80.123,6.92785,1.06805,0.333052,26.4144,0.00333052,0.623295,0.0225019,11.1311,0.00824741,0.314041,
119,80.9554,103.923,64.5401,0.77899,0.755114,53.5342,0.714768,1.725,0.971129,42.1998,3.15658,0.8669,0.999336,31.2775,1.42201,1.14718,1.93885,61.1302,8.44623,1.15358,0.333916,26.212,0.00333052,0.621246,0.0225019,3.60824,0.00824741,0.314361,
120,80.9554,129.623,108.41,0.624547,0.496721,54.8966,1.05072,1.74702,1.14274,66.2316,3.29566,0.761556,0.449058,35.4999,1.71694,1.28396,1.92632,113.967,8.25705,0.801865,0.0600308,25.062,0.00333052,0.588993,0.0225019,7.23861,0.00824741,0.240649,
121,80.9528,113.766,70.807,0.711576,0.681227,56.5958,1.0406,1.81007,1.0093,49.605,2.14787,0.875749,0.78388,39.7628,1.82762,1.4131,2.09988,68.5274,7.38301,1.07245,0.282506,25.2202,0.00333052,0.58956,0.0225019,8.89605,0.00824741,0.314361,
122,80.9528,167.287,278.172,0.483915,0.566468,57.0158,0.844622,1.84758,0.981826,101.057,4.17196,0.801588,0.687582,34.9439,1.67195,1.25784,2.06625,287.612,10.5564,0.973051,0.152382,25.3351,0.00333052,0.617404,0.0225019,8.31478,0.00824741,0.314438,
123,80.9528,101.797,42.7662,0.795236,0.635994,61.9864,0.603262,2.00762,0.810538,31.9587,3.02579,0.768983,0.843137,41.9339,1.25381,1.45787,1.76591,69.1344,8.29458,0.943261,0.145553,29.2014,0.00333052,0.79831,0.0236748,8.31626,0.00824741,0.314438,
124,80.9528,100.198,38.3454,0.80793,0.759027,57.0336,1.06876,1.84648,1.1288,34.2212,3.316,0.824038,0.960198,36.1864,1.77588,1.33515,2.23107,17.5386,8.1616,1.01952,0.330466,27.8759,0.00333052,0.704294,0.0236748,7.72731,0.00842874,0.31454,
125,80.9528,109.395,53.1524,0.740002,0.753295,64.5903,1.12933,2.12207,1.19383,34.6968,3.94817,0.961654,0.986681,42.641,1.86581,1.59691,2.48595,35.5985,8.98783,1.16138,0.196735,25.3333,0.00333311,0.59544,0.0236748,8.15115,0.00859011,0.31454,
126,80.9528,121.911,136.724,0.664033,0.516763,56.7612,0.88196,1.81609,0.73932,58.163,2.20768,0.824827,0.573822,39.7708,1.69393,1.43273,1.64395,138.651,7.55147,1.0355,0.180479,25.4017,0.00333311,0.647183,0.0236748,8.23847,0.00859011,0.31454,
127,80.9528,97.9829,37.8248,0.826193,0.401079,57.1694,0.856596,1.8316,0.710527,33.0998,3.32544,0.58849,0.271755,36.7864,1.53415,1.29829,1.26649,29.2444,7.93927,0.677693,0.115415,27.649,0.00333311,0.703894,0.0205184,8.10276,0.00864189,0.312939,
128,80.9521,120.769,129.362,0.670308,0.531598,58.1482,0.748621,1.87347,0.503225,55.6331,2.59246,0.737984,0.570894,39.1017,1.61243,1.38778,1.32695,131.098,8.09525,0.924098,0.336867,25.818,0.00333311,0.62607,0.0232521,0.820349,0.00864189,0.314341,
129,80.9508,183.145,468.978,0.442004,0.526793,52.4258,0.748721,1.69081,0.466102,122.553,3.89028,0.843727,0.527931,28.7244,1.49077,1.06209,1.0849,477.508,10.2977,1.04328,0.252086,25.2318,0.00333311,0.603541,0.0232521,8.23135,0.00864189,0.314341,
130,80.9508,105.525,47.642,0.767126,0.593017,67.3166,0.843429,2.19455,0.915971,29.1,3.70911,0.852079,0.695389,46.1151,1.51889,1.54191,1.80546,93.9129,9.18734,1.01968,0.289038,44.6791,0.00333311,1.3811,0.0232521,8.00234,0.00864189,0.314341,
131,80.9505,168.823,362.775,0.479499,0.682426,56.3842,0.752379,1.79198,0.681868,106.421,1.19266,0.915961,0.824625,40.9424,1.52257,1.44685,1.49501,374.35,5.93281,1.11701,0.335263,25.3264,0.00333913,0.596293,0.0232521,9.04347,0.00869875,0.314341,
132,80.9505,110.445,62.5359,0.732949,0.712966,57.3735,1.04101,1.83298,0.877295,45.2657,2.41731,0.924233,0.902609,39.5728,1.77153,1.41307,1.86281,81.9491,6.68845,1.14678,0.269745,26.3184,0.00333913,0.626069,0.0241786,7.95845,0.00898372,0.314341,
133,80.9505,120.433,146.442,0.672162,0.745526,54.7438,1.15989,1.76967,0.97478,56.6153,3.6486,0.775443,0.871935,32.9561,1.92295,1.20674,2.0083,147.739,9.23259,0.91106,0.335263,25.2262,0.00333913,0.62095,0.0241786,5.27611,0.00898372,0.314341,
134,80.9505,105.637,47.9057,0.766311,0.588977,57.8635,1.0547,1.86939,0.943389,38.4626,3.93421,0.919902,0.7206,36.545,1.76798,1.31556,1.72162,41.0745,9.35283,1.0121,0.131564,26.7642,0.00333913,0.613738,0.0241786,8.25203,0.009098,0.314341,
135,80.9505,96.4975,32.7762,0.838887,0.71642,56.0059,0.890726,1.81165,0.980245,31.34,3.95158,0.800912,1.03244,30.9936,1.64649,1.13652,1.829,14.2915,8.76236,0.992998,0.200258,27.5922,0.00283508,0.736498,0.0238136,1.09956,0.00927463,0.309896,
136,80.9505,98.8647,38.9943,0.818801,0.697188,59.1906,1.07782,1.92705,0.860725,30.502,3.86458,0.744701,0.854067,36.0399,1.97077,1.30971,1.89825,10.5204,9.33573,0.972067,0.335263,27.8739,0.00333913,0.752084,0.0241786,9.02671,0.00927463,0.314341,
137,80.9505,111.774,58.2701,0.724236,0.757325,58.562,1.16532,1.88587,1.22298,43.4908,3.80166,0.887687,0.850691,38.4194,1.79235,1.37948,2.21157,52.7098,8.98476,0.981726,0.231786,25.4122,0.00333913,0.596496,0.0231498,6.76256,0.00927463,0.314341,
138,80.9501,121.455,87.2014,0.666502,0.826506,63.0077,1.1118,2.06411,1.17615,47.3819,4.92736,0.959531,0.966932,39.1924,1.78397,1.47235,1.95604,85.1224,9.73831,1.12286,0.29086,24.9934,0.00333913,0.548689,0.0241786,7.96971,0.00927463,0.164978,
139,80.9501,134.207,168.139,0.603175,0.664177,58.5176,1.22487,1.88831,1.13034,66.1039,3.6712,1.00611,0.727963,36.7718,1.95101,1.35168,2.06583,171.074,9.13325,1.18151,0.335263,25.2862,0.00333913,0.596723,0.0241786,4.43564,0.009421,0.314341,
140,80.9501,311.257,1404.19,0.260075,0.530462,58.5412,0.892962,1.88659,0.534157,244.016,4.10823,0.746842,0.534451,37.8883,1.766,1.36196,1.32646,1420.05,9.59667,0.903222,0.335263,25.238,0.00333913,0.594594,0.0236047,3.35377,0.009421,0.307556,
141,80.9501,104.053,43.5976,0.77797,0.642789,62.0678,0.978514,2.03794,1.0094,31.5931,4.88956,0.833857,0.746902,40.6393,1.67709,1.44271,1.95007,211.247,10.7366,1.01951,0.335263,26.0639,0.00333913,0.718662,0.0236047,5.76313,0.009421,0.196622,
142,80.9496,121.468,130.701,0.666427,0.673981,59.44,0.999347,1.91742,0.84165,54.0553,2.64914,0.891345,0.898035,41.1195,1.82694,1.47,1.7814,130.949,8.03665,1.06753,0.335263,25.386,0.00364387,0.595996,0.0239777,7.91834,0.00952208,0.315335,
143,80.9496,164.757,400.058,0.491328,0.76349,56.3361,1.423,1.83981,1.09062,97.1967,4.97986,1.12725,0.876728,32.6323,2.14307,1.19395,2.00704,405.162,10.803,1.27229,0.335263,25.5488,0.00364387,0.644199,0.0239777,7.77195,0.00965371,0.315371,
144,80.9496,109.807,64.146,0.737199,0.69103,60.3072,0.95021,1.96552,1.07945,39.2269,4.76091,0.825907,0.762938,38.89,1.60914,1.38608,1.97892,80.9898,10.3946,0.996542,0.335693,26.5608,0.00337348,0.624728,0.0239777,6.76931,0.00965371,0.106779,
145,80.9496,131.2,188.882,0.616995,0.746473,61.7629,0.913236,1.99234,1.16092,60.7337,2.97699,0.913444,0.981617,41.8466,1.66481,1.47957,2.14847,187.507,7.87308,1.13587,0.220522,26.0987,0.00339123,0.613483,0.0239777,8.19816,0.00958165,0.315371,
146,80.9496,107.553,51.9793,0.752649,0.63915,61.3629,1.05887,1.978,1.0637,37.6994,2.94869,0.802164,0.76384,42.4953,1.67747,1.51064,1.9818,42.8639,7.29901,0.886535,0.148576,26.7247,0.00339123,0.628158,0.0239777,8.07844,0.00958165,0.315371,
147,80.9492,123.941,167.521,0.653126,0.581843,61.5838,0.96473,2.01389,0.668469,52.9022,4.40812,0.818177,0.728485,37.6557,1.96262,1.37651,1.69924,167.773,9.75392,1.05652,0.102339,27.0172,0.00339123,0.666186,0.0239777,2.06355,0.00933474,0.314075,
148,80.9488,102.22,45.3707,0.791908,0.585728,58.5451,0.916272,1.89996,0.715868,34.6211,4.21736,0.718655,0.71658,34.813,1.79118,1.26668,1.77655,36.5437,9.79603,0.869114,0.179652,26.7222,0.0033353,0.628531,0.0239777,3.68913,0.00933474,0.314075,
149,80.9488,119.025,168.73,0.6801,0.592326,55.9045,0.714827,1.80796,0.781334,54.7734,3.78277,0.667777,0.6941,32.2003,1.48679,1.16391,1.82672,169.776,9.57692,0.80405,0.320748,27.0459,0.0033353,0.666709,0.0239777,8.06542,0.00933474,0.314075,
150,80.9488,149.963,236.252,0.539792,0.642102,51.8655,1.24372,1.65972,0.932304,88.7958,3.72656,1.0973,0.679567,26.5464,1.89372,0.97922,1.74748,242.523,9.51537,1.21577,0.173011,25.2871,0.00335295,0.597301,0.0239777,1.41428,0.00933474,0.313868,
151,80.9488,104.4,45.5992,0.775375,0.769473,63.1362,1.00838,2.0477,0.848799,33.1671,2.57274,0.849176,0.978399,45.6638,1.83694,1.5485,1.67356,59.1408,7.74754,1.03449,0.314134,25.9921,0.00335295,0.581291,0.0239777,8.17349,0.00933474,0.313868,
152,80.9488,109.362,50.5755,0.740193,0.641969,70.0564,1.00844,2.2971,1.16235,29.5063,3.83449,0.854755,0.88704,47.7195,1.79041,1.75248,2.21871,12.207,8.65824,0.988394,0.337344,31.4638,0.00334,0.925284,0.0258213,7.99228,0.00933474,0.313868,
153,80.9485,105.525,57.1734,0.7671,0.650456,55.4107,0.772496,1.76776,0.804938,42.6487,2.64348,0.82684,0.885864,33.0629,1.67425,1.19715,1.81351,53.2971,7.07609,1.08207,0.100273,24.7135,0.0033387,0.533936,0.0258213,5.49531,0.00933474,0.313868,
154,80.9485,104.956,45.694,0.771265,0.618698,65.4652,0.910001,2.17268,1.16323,28.8322,4.94699,0.846578,0.872409,44.8595,1.65904,1.54509,2.34626,16.4467,10.7409,1.05372,0.261609,44.6821,0.0033387,1.38121,0.0258213,7.70907,0.00923216,0.313868,
155,80.9485,196.328,613.81,0.412313,0.578969,57.8121,0.853437,1.86557,0.844061,129.802,3.82261,0.748853,0.55813,36.4724,1.65278,1.25132,1.68819,614.517,8.69869,0.941853,0.0410299,25.3261,0.0033387,0.628949,0.0256053,8.3999,0.00923216,0.217339,
156,80.9481,109.617,54.9545,0.738464,0.579065,60.1785,0.954806,1.94732,0.721623,40.9463,3.4339,0.85539,0.664931,40.6076,1.72811,1.46581,1.41649,99.4942,9.08908,0.990314,0.228715,25.3196,0.00334913,0.594198,0.0258213,8.47194,0.00923216,0.314011,
157,80.9481,140.886,328.394,0.574567,0.622959,54.7914,0.595686,1.76323,0.730319,78.8062,2.95082,0.624892,0.78266,30.3189,1.44018,1.11712,1.6994,332.632,7.83995,0.788651,0.337344,25.2527,0.00334913,0.608931,0.0257529,6.653,0.00923216,0.314375,
158,80.9481,109.65,46.4733,0.738241,1.07159,66.3928,1.05458,2.19857,1.08782,32.6615,4.10265,1.08047,1.41224,45.2852,1.48019,1.62587,1.82925,50.0726,8.6805,1.33346,0.251739,26.4599,0.00365253,0.738155,0.0247675,9.16847,0.00934168,0.314425,
159,80.9481,97.4591,36.23,0.830586,0.622949,55.7903,0.997754,1.79115,0.741271,33.1627,3.60274,0.750207,0.845207,34.0841,1.97876,1.175,1.76817,17.0367,8.8275,0.948333,0.337344,25.6482,0.00365253,0.574913,0.0256195,3.69054,0.00934168,0.314425,
160,80.9481,107.478,54.7553,0.753163,0.691815,62.1758,1.04906,2.01395,0.584034,37.0157,3.08372,0.863396,0.893921,42.4845,1.8867,1.51949,1.31363,40.5799,8.23711,1.03243,0.171548,26.2894,0.00357304,0.616548,0.0257389,7.83666,0.00933375,0.315106,
161,80.9481,110.87,48.1822,0.730118,0.80352,70.4705,1.11628,2.33973,0.989607,28.8694,5.2209,1.06003,1.03356,44.6489,1.88844,1.64355,1.75828,16.0549,9.65685,1.26492,0.0678677,28.805,0.00357304,0.766046,0.0256693,4.89577,0.00933375,0.315106,
162,80.9481,105.494,45.0202,0.767326,0.6288,64.5307,0.995085,2.11258,0.77881,31.439,4.25115,0.757528,0.743783,44.2942,1.75807,1.61463,1.54619,15.8133,9.51419,0.910913,0.205128,27.3249,0.00357304,0.716842,0.0257389,8.02105,0.00913837,0.315106,
163,80.9481,118.25,155.565,0.684549,0.584703,53.9126,0.808433,1.72809,0.943862,56.9145,2.67654,0.68151,0.693156,34.5932,1.64604,1.2295,2.03053,154.351,8.18286,0.87009,0.30296,26.8026,0.00338419,0.658853,0.0257389,8.03048,0.00937321,0.315313,
164,80.9478,152.483,343.459,0.530865,0.533327,58.8091,1.05747,1.90152,0.742935,84.012,4.60014,0.826294,0.536584,35.166,1.80998,1.2908,1.55317,347.73,9.56984,0.923324,0.101733,25.4187,0.00357304,0.5973,0.0257134,5.88216,0.00937321,0.315313,
165,80.9478,214.82,536.725,0.376817,0.619691,48.1211,0.97107,1.50763,1.07383,159.769,1.87352,0.88467,0.711123,26.9697,1.73218,1.01165,2.14958,544.654,7.07782,1.071,0.243926,25.4391,0.00346225,0.597504,0.0257134,9.22001,0.00937321,0.315313,
166,80.9476,228.644,894.907,0.354033,0.547879,55.9394,0.79126,1.78452,0.883709,165.398,2.62934,0.670305,0.604688,35.9563,1.44955,1.26761,1.69296,898.193,7.64082,0.817891,0.303349,25.4178,0.00346225,0.597416,0.0257134,7.84731,0.00937321,0.142539,
167,80.9476,105.825,55.5037,0.764918,0.658095,58.9639,0.795408,1.89405,0.710477,39.0647,2.89293,0.845632,0.906828,38.3904,1.57547,1.37776,1.56912,132.733,8.00604,1.08519,0.227242,25.3719,0.00346225,0.595826,0.0257389,8.04516,0.00937321,0.315591,
168,80.9476,103.397,48.1818,0.782879,0.857675,59.6197,1.15514,1.91742,0.814543,35.6518,2.41049,0.970548,1.10352,40.0647,1.96419,1.42395,1.69413,33.4832,6.13521,1.14225,0.119539,25.402,0.00346225,0.596869,0.0257389,3.76771,0.00936775,0.315695,
169,80.9476,171.98,365.933,0.470681,0.705214,56.5366,1.2079,1.80854,1.01078,106.235,3.42169,1.05396,0.79674,38.3151,1.82485,1.35625,1.92506,376.473,7.58953,1.16919,0.251652,25.2523,0.00346225,0.597915,0.0257446,7.85798,0.009489,0.316128,
170,80.9476,108.105,56.3003,0.748789,0.720956,57.3723,0.991516,1.86516,0.910077,41.0571,4.16796,1.01957,0.868277,37.5859,1.72665,1.35012,1.84928,81.1174,10.1654,1.22589,0.334502,25.208,0.00346225,0.594727,0.0257446,9.86409,0.00953921,0.316128,
171,80.9476,103.647,47.9294,0.780994,0.720629,56.5177,0.875719,1.82813,1.20612,37.0465,4.60897,0.843129,0.868074,30.5897,1.50182,1.13226,2.26864,41.9706,9.05017,1.04073,0.0736586,25.3865,0.00346225,0.595986,0.0257446,1.14563,0.00953921,0.307754,
172,80.9474,110.357,54.3636,0.733504,0.703657,64.1055,1.29079,2.10445,0.699401,35.6279,4.87293,0.952508,0.81284,41.68,2.1757,1.529,1.56259,41.0844,10.2796,1.13079,0.315628,25.7086,0.00346225,0.603003,0.0257446,8.08346,0.00953921,0.316128,
173,80.9474,104.915,45.6309,0.771556,0.703739,66.5788,1.00876,2.176,1.09989,28.924,3.66199,0.761415,0.883011,45.1378,1.81382,1.58575,2.05096,12.4482,8.79709,0.819683,0.299574,32.9415,0.00346225,1.04932,0.0257446,1.23957,0.00953921,0.316128,
174,80.9474,102.587,42.9384,0.789063,0.593654,60.8429,0.957855,1.97986,1.16522,31.6824,4.48998,0.874998,0.610504,41.5117,1.59193,1.51573,2.00454,11.5179,10.1393,1.01888,0.0760536,28.5694,0.00346225,0.793283,0.0258523,8.16704,0.00953921,0.31613,
175,80.9474,107.012,70.3501,0.756432,0.660397,55.3706,1.10456,1.79307,1.05362,42.1057,3.89449,1.02978,0.77869,34.2053,1.91677,1.24665,2.0498,65.7869,9.68827,1.28282,0.157759,26.8716,0.00346225,0.632845,0.0259486,8.98833,0.00953921,0.31613,
176,80.9474,107.677,45.5097,0.751758,0.785671,68.5134,1.05556,2.2511,1.10091,28.4416,4.61464,0.914666,1.01927,43.2577,1.80395,1.52478,1.94171,18.1406,8.99623,1.0972,0.0648615,31.9949,0.00346225,0.958253,0.0259061,6.10646,0.00952801,0.315931,
177,80.9474,106.689,46.791,0.758726,0.75209,63.1934,1.00436,2.07236,1.00464,33.2809,4.54397,0.836908,0.95396,40.3558,1.78472,1.44929,1.9416,30.8524,9.53635,0.983468,0.0822893,25.4511,0.00321999,0.600769,0.0257302,5.07975,0.00953921,0.312951,
178,80.9474,140.742,221.752,0.575147,0.516087,60.4977,0.96816,1.95386,0.824987,72.6439,2.49489,0.842525,0.502513,43.4164,1.81401,1.54491,1.70765,226.456,7.89129,1.03155,0.239754,25.3899,0.00346225,0.632115,0.0243817,8.06876,0.00955498,0.163038,
179,80.9474,103.029,43.9406,0.785673,0.710193,61.293,0.897859,1.97263,0.850407,33.4295,3.00805,0.867806,0.836878,41.449,1.69211,1.45627,1.64914,44.2248,7.62891,1.11964,0.336509,26.0301,0.00346225,0.718274,0.0259497,5.64283,0.00955498,0.316347,
180,80.9474,160.484,351.821,0.504394,0.44107,53.3177,0.726514,1.70094,0.645574,99.369,3.55185,0.731717,0.417023,28.3425,1.4936,1.00452,1.40975,351.025,8.65716,0.899239,0.0280299,25.1537,0.00358271,0.598064,0.0260999,2.26136,0.00952129,0.316272,
181,80.9473,105.445,49.941,0.767674,0.618486,62.9136,0.794195,2.02146,0.854062,35.5527,1.92571,0.764718,0.807905,44.6243,1.56071,1.56624,1.89077,69.5482,5.76156,0.975105,0.0821782,26.6449,0.00358271,0.628439,0.0260526,8.0081,0.00947582,0.31602,
182,80.9473,105.38,53.7584,0.768149,0.562639,56.7148,0.905517,1.8332,0.520143,40.4123,3.65887,0.772244,0.755329,34.3167,1.77257,1.28332,1.28208,46.7776,9.13831,0.934221,0.127531,25.3528,0.00365978,0.596047,0.0260999,8.03202,0.00953248,0.316272,
