Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.roll_center.z.avg,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.mechanical_trail_l.avg,Heave.front.motion_ratio_heave_l.avg,Heave.front.toe_angle_l.avg,Roll.front.camber_angle_l.avg,Heave.front.scrub_radius_l.avg,Roll.front.roll_center.y.avg,Steering.front.ackerman_angle.avg,Heave.front.side_view_swing_arm_angle_l.avg,Roll.front.side_view_swing_arm_angle_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Steering.front.camber_angle_l.avg,Heave.front.roll_center.z.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.mechanical_trail_l.std_dev,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.toe_angle_l.std_dev,Roll.front.camber_angle_l.std_dev,Heave.front.scrub_radius_l.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.ackerman_angle.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Steering.front.camber_angle_l.std_dev,Heave.front.roll_center.z.best,Heave.front.tie_rod_angle_top_view_l.best,Heave.front.mechanical_trail_l.best,Heave.front.motion_ratio_heave_l.best,Heave.front.toe_angle_l.best,Roll.front.camber_angle_l.best,Heave.front.scrub_radius_l.best,Roll.front.roll_center.y.best,Steering.front.ackerman_angle.best,Heave.front.side_view_swing_arm_angle_l.best,Roll.front.side_view_swing_arm_angle_l.best,Steering.front.tie_rod_angle_front_view_l.best,Steering.front.camber_angle_l.best,
60,54.6707,201.146,283.315,0.271796,44.4606,0.890584,12.6363,0.782304,1.74081,0.352713,12.6842,19.555,1.35007,101.473,3.32593,0.467557,1.42691,50.6064,1.00512,19.6285,0.883286,1.25411,0.0836947,15.599,5.72091,0.668992,215.659,7.2249,0.314182,0.662942,10.1979,0.00687447,0.0916775,0.0587477,0.194056,0.105165,0.201815,9.4588,0.328586,0.779089,0.0202723,0.131606,0.627355,
61,54.6707,156.623,302.845,0.34906,32.1296,0.649825,9.58095,0.702391,1.28475,0.365506,10.3776,27.2344,1.46438,68.894,2.22248,0.431542,1.28525,25.1518,1.09028,17.5672,0.794118,1.19202,0.062356,14.7279,42.9797,0.878056,227.901,7.48473,0.357153,0.657964,10.1979,0.00687447,0.0916775,0.134496,0.110615,0.161276,0.201815,9.90293,0.515339,0.779089,0.0162231,0.150745,0.612635,
62,54.6707,181.293,433.901,0.30156,35.8761,0.641119,7.96889,0.640893,1.31299,0.403883,7.40834,26.6191,1.50586,94.0125,3.09961,0.398023,1.40533,78.9917,1.12358,15.8693,0.571076,1.9477,0.183487,7.68812,26.6196,0.697787,303.97,10.0727,0.360453,1.4198,9.82355,0.00687447,0.0916775,0.080754,0.142433,0.237083,0.0951052,12.3593,0.515339,0.779089,0.0162231,0.142752,0.662935,
63,54.6707,250.071,705.706,0.21862,44.7787,0.586134,9.15269,38.2555,1.18474,0.40438,10.5321,25.3377,1.28901,113.076,3.66782,0.439725,1.36717,98.2631,1.0548,22.8048,263.584,1.69329,0.0768734,21.3189,9.69621,0.534776,350.542,11.3858,0.581938,0.72477,9.07517,0.00687447,0.0916775,0.115036,0.149797,0.279286,0.287384,10.5568,0.112208,0.779089,0.0162231,0.140785,0.662935,
64,54.6707,155.774,320.306,0.350962,29.9,0.498068,5.82998,0.569263,1.20663,0.385623,6.93957,30.4687,1.29646,74.5974,2.44229,0.351851,1.2877,54.9798,0.731351,9.139,36.1351,1.8106,0.0593119,11.3188,42.5604,0.50005,248.686,8.40288,0.346801,0.525371,9.07517,0.00687447,0.0916775,0.0803137,0.114262,0.102902,0.0784592,1.41576,0.112208,0.779089,0.0162231,0.150745,0.560253,
65,54.6707,94.3967,70.59,0.579159,22.3423,0.246103,3.09504,0.568212,0.84382,0.400834,4.06627,36.714,1.16675,22.7359,0.73851,0.28275,1.19614,7.45966,0.340563,3.10092,0.204295,0.632303,0.0491005,3.93156,48.5085,0.372288,56.3396,1.84227,0.156192,0.245948,9.07517,0.00687447,0.0916775,0.115036,0.149797,0.332834,0.0784592,18.0504,0.112208,0.779089,0.0162231,0.11757,0.76859,
66,54.6707,97.6023,118.306,0.560137,34.9146,0.468037,4.1406,0.571805,1.06108,0.385428,6.38772,23.1374,1.26852,22.898,0.745159,0.347443,1.27646,71.8512,0.613406,7.57291,0.549284,1.41,0.0382454,15.0101,14.3417,0.396131,30.6428,1.02921,0.29836,0.263752,9.07517,0.00687447,0.0916775,0.0788178,0.149797,0.340774,0.0647692,7.74831,0.112208,0.779089,0.0162231,0.150745,0.769192,
67,54.6707,164.257,392.078,0.332836,37.0873,0.521911,4.47687,0.62743,1.28631,0.389244,5.02723,23.561,1.37886,85.4004,2.82362,0.389862,1.28711,68.6624,0.656794,9.62758,0.579272,1.56419,0.0745155,7.37023,4.49448,0.498251,305.953,10.5893,0.303566,0.275297,9.07517,0.00687447,0.0916775,0.0788178,0.149797,0.0614674,0.0647692,11.8899,0.0246759,0.574451,0.0061897,0.150745,0.662644,
68,54.5249,114.6,302.698,0.475784,25.8794,0.456096,4.44635,0.582861,0.803864,0.369937,5.13788,22.859,1.24105,49.5428,1.61596,0.337855,1.32689,22.5756,0.728074,12.8733,0.29686,0.673051,0.059422,9.23315,4.6079,0.5028,265.748,8.94455,0.252903,0.340807,9.07517,0.00810835,0.0916775,0.101531,0.123812,0.0769648,0.0647692,1.44249,0.112208,0.574451,0.0061897,0.173462,0.913521,
69,54.5249,291.203,669.717,0.18724,48.7995,0.707614,9.26952,0.714036,1.46241,0.388219,13.0142,85.0638,1.56044,123.924,4.08777,0.521768,1.68982,87.0078,1.21909,24.4187,0.49546,2.14288,0.0772635,30.5352,433.424,1.2167,390.436,13.0214,0.54766,1.93407,9.07517,0.00810835,0.0916775,0.222576,0.123812,0.0215806,0.0647692,2.60721,0.112208,0.574451,0.0061897,0.160268,0.314917,
70,53.7024,70.8416,28.3439,0.758063,20.2025,0.443486,2.26023,0.590486,0.935959,0.388324,5.12499,24.3035,1.35899,13.1283,0.393286,0.403877,1.30771,24.1626,0.710217,7.11678,0.257788,0.681717,0.0319107,8.43425,60.8659,0.55676,91.9605,3.72706,0.286546,0.495399,9.07517,0.00810835,0.0916775,0.170867,0.123812,0.224325,0.0647692,8.52414,0.114616,0.574451,0.0061897,0.173549,0.858091,
71,53.7024,106.079,293.25,0.506251,26.0858,0.462745,3.11012,0.61789,1.00344,0.387421,4.9931,23.7626,1.39343,41.2748,1.33305,0.379558,1.27465,47.3831,0.695136,7.48409,0.328788,2.09864,0.0274434,7.4753,3.05888,0.414949,220.166,7.46237,0.342664,0.254463,9.07517,0.00810835,0.0916775,0.214135,0.123739,0.327056,0.0647692,18.6592,0.114616,0.574451,0.0061897,0.174673,0.395734,
72,53.7024,90.6096,181.972,0.592678,29.4904,0.325057,2.05073,0.677861,0.97817,0.403354,5.49157,23.7622,1.24618,23.6694,0.738194,0.404258,1.37233,72.8296,0.385558,2.57574,0.632983,1.07563,0.117784,12.3897,2.87796,0.443228,94.6932,3.08484,0.249788,0.334398,9.07517,0.00331798,0.0916775,0.222576,0.123682,0.353923,0.0647692,15.6783,0.0974444,0.574451,0.0061897,0.174673,0.883003,
73,53.7024,193.636,468.905,0.277337,32.0762,0.625543,7.602,0.74424,1.13135,0.381713,9.53529,29.6844,1.27093,105.092,3.43764,0.483444,1.57076,50.7379,1.22794,24.2102,0.49148,2.03591,0.0565467,18.458,40.4289,0.818998,353.552,11.1856,0.553081,0.782643,9.07517,0.0174991,0.0916775,0.222576,0.130061,0.0848662,0.148421,8.59146,0.056994,0.574451,0.0061897,0.174673,0.986759,
74,53.7024,136.415,387.211,0.39367,31.5408,0.312871,4.635,0.640091,0.977275,0.396162,6.60816,25.7384,1.17714,60.515,1.94021,0.372446,1.56123,82.0059,0.488319,19.8841,0.299151,2.16744,0.045149,14.189,8.36801,0.48779,293.285,9.68868,0.341801,1.2206,9.07517,0.0130144,0.0916775,0.222576,0.130887,0.216031,0.148421,9.83566,0.092748,0.574451,0.0061897,0.174477,0.92142,
75,53.7024,83.556,122.278,0.642711,27.7815,0.2687,2.29226,0.610336,0.769444,0.410132,4.63154,25.8799,1.16565,17.4869,0.524644,0.36189,1.37307,76.0827,0.396938,4.64338,0.185666,1.06276,0.0750411,3.75556,6.08648,0.894096,53.6842,1.90298,0.332457,0.321138,9.07517,0.00672972,0.079375,0.116026,0.137885,0.331971,0.152404,10.7263,0.0701635,0.574451,0.0061897,0.174477,0.92142,
76,53.7024,145.702,358.84,0.368577,35.5747,0.415136,3.54081,0.714279,1.12298,0.407135,8.11576,24.698,1.27035,65.8572,2.10145,0.406866,1.47719,74.306,0.637758,9.80936,0.448674,2.53255,0.114806,23.531,5.48389,0.780446,268.337,8.78325,0.308818,0.379921,9.07517,0.0129135,0.079375,0.222576,0.127015,0.0339789,0.355617,5.11598,0.0812171,0.779089,0.0185715,0.174477,0.92142,
77,53.1466,117.707,323.645,0.451516,24.6665,0.440514,3.80631,0.619292,0.992309,0.399094,9.02345,25.527,1.09528,47.7216,1.52338,0.377716,1.5145,46.0521,0.757217,12.2752,0.156752,1.6925,0.0694941,23.0516,3.21662,0.581035,246.267,8.22477,0.218407,0.389807,9.07517,0.0129135,0.079375,0.222576,0.12773,0.0318163,1.13388,21.5418,0.0671077,0.779089,0.0185715,0.174477,1.03882,
78,53.1466,117.302,392.475,0.453075,30.1081,0.379207,2.66712,0.842575,0.818721,0.413205,5.48157,24.688,1.15801,47.368,1.517,0.393921,1.46648,95.2625,0.662062,11.455,1.0829,0.803319,0.113074,12.1829,2.42504,0.559889,264.998,8.7933,0.355186,0.402645,9.07517,0.0129135,0.0742337,0.222576,0.101785,0.368762,1.13388,15.889,0.0671077,0.779089,0.0185715,0.174477,1.03882,
79,53.1466,147.55,426.822,0.360193,42.8713,0.451593,4.83682,0.747799,1.07326,0.410357,7.05025,24.556,1.10471,60.4527,1.92094,0.398651,1.67569,120.044,0.803137,19.1556,0.531436,2.01434,0.1125,13.022,3.87165,0.862913,284.85,9.27504,0.357901,1.24843,9.07517,0.0305215,0.079375,0.222576,0.101785,0.0198415,0.477426,8.79158,0.0671077,0.779089,0.0202723,0.174477,0.948259,
80,53.1466,184.851,449.692,0.28751,48.0992,0.516164,7.58403,0.983806,1.38223,0.42643,9.63849,25.2126,1.14929,84.9448,2.7247,0.424035,1.76543,121.5,1.05375,23.0229,1.24031,3.27267,0.126096,21.6851,6.55,0.647279,316.201,10.551,0.425455,1.58475,9.07517,0.0305215,0.079375,0.222576,0.0723318,0.365902,0.449658,7.10544,0.0671077,0.779089,0.0202723,0.174477,0.902497,
81,49.5918,100.532,277.993,0.493295,16.6852,0.297529,2.70742,0.62754,0.507868,0.398117,5.16198,25.8594,1.11584,43.9894,1.41493,0.303383,1.46297,31.6133,0.495336,12.9875,0.408762,0.822459,0.0341999,15.1684,5.83773,0.459296,234.843,7.88645,0.290841,0.410026,9.07517,0.00830804,0.079375,0.222576,0.0723318,0.347334,0.693299,20.6184,0.0671077,0.779089,0.0202723,0.174477,1.03882,
82,45.2355,139.229,373.74,0.324901,30.3732,0.475884,5.52265,0.702842,0.817254,0.413088,6.91207,26.3188,1.14736,62.594,1.98345,0.400858,1.56719,98.2821,0.870279,20.7612,0.332296,1.52451,0.0951128,16.1834,6.49486,0.807082,259.925,8.494,0.418725,0.765698,9.63112,0.00830804,0.079375,0.316738,0.0723318,0.287394,0.243126,16.9144,0.037778,0.779089,0.0202723,0.174477,1.12517,
83,45.2355,120.955,314.467,0.373986,26.7819,0.478894,1.68072,0.694004,0.780321,0.392096,4.19086,24.4993,1.1352,56.6029,1.84428,0.395154,1.47948,51.4516,0.741634,6.09182,0.391155,0.967876,0.0599195,8.27054,3.61389,1.19042,244.355,8.13345,0.346335,0.270661,9.93534,0.0060749,0.079375,0.316738,0.0723318,0.0287158,0.168781,10.7515,0.0605573,0.779089,0.0202723,0.17688,1.24498,
84,45.2355,132.629,372.94,0.341067,29.5168,0.490121,3.41782,1.70893,0.911987,0.400189,5.40805,24.9512,1.04968,60.9278,1.98328,0.33801,1.52553,71.7838,1.05609,10.7624,4.92709,2.35678,0.0897351,15.1815,3.58832,0.579491,265.935,8.86898,0.294447,0.558119,9.93534,0.00515634,0.079375,0.0777126,0.0778682,0.0366604,0.243126,9.19729,0.0671077,0.779089,0.0160279,0.17688,0.663385,
85,45.2355,163.332,414.892,0.276954,42.4898,0.467043,3.82507,0.840145,0.820435,0.425326,5.50852,26.3452,1.06029,77.3219,2.35153,0.375867,1.50117,109.512,0.961858,13.6462,1.20713,1.70217,0.158274,12.9739,8.83479,0.849279,285.631,9.33466,0.430869,0.440619,9.93534,0.00723299,0.079375,0.316738,0.0778682,0.365216,0.0991487,10.7851,0.0622689,0.779089,0.0160279,0.17688,0.373189,
86,45.2355,84.3465,155.24,0.536306,23.7118,0.44656,3.39998,0.645012,0.62486,0.419031,6.87095,26.2219,1.0522,18.3682,0.563206,0.363424,1.65922,48.3662,0.614825,15.7103,0.252164,1.34453,0.10854,23.3261,4.68246,0.551599,85.9216,2.88375,0.440207,1.54866,9.93534,0.00514195,0.079375,0.409083,0.0723836,0.380177,0.104457,9.28224,0.0381169,0.779089,0.0160279,0.17546,0.6682,
87,45.2355,215.629,485.866,0.209784,49.4555,0.593916,6.75338,0.774336,1.05977,0.400168,6.57242,24.5262,0.928282,118.62,3.8782,0.431491,1.63511,118.569,1.21338,20.5067,0.512017,2.44564,0.143879,15.0528,5.10687,0.567085,355.247,11.7605,0.522004,0.962764,10.3904,0.00107546,0.079375,0.41118,0.0778682,0.00963525,0.0135165,0.0334717,0.0671077,0.779089,0.0160279,0.17688,1.28547,
88,45.2355,172.714,430.213,0.26191,37.0246,0.521762,6.41241,0.805881,0.655286,0.410433,7.48657,24.4244,0.935539,89.1212,2.91998,0.415168,1.58083,83.714,0.892292,20.2801,0.501055,1.157,0.0908909,18.1934,5.01954,0.730498,320.532,10.6974,0.532485,0.615249,10.3904,0.00514195,0.110782,0.41118,0.0763567,0.0315228,0.112744,3.9179,0.0671077,1.26283,0.0160279,0.17688,1.27218,
89,45.2355,104.134,294.724,0.434397,21.0386,0.403356,2.87144,1.09176,0.720908,0.397232,3.83378,26.5676,0.822226,43.1526,1.39994,0.314795,1.51987,44.7254,0.942234,11.758,2.75572,1.80173,0.0519937,9.9386,4.85665,0.474568,236.381,7.74544,0.388218,0.659276,9.6964,0.00514195,0.110782,0.41118,0.0778682,0.0974975,0.243126,13.4116,0.0671077,1.26283,0.0160279,0.17688,0.692132,
90,45.2355,187.146,562.323,0.241712,51.0581,0.4199,4.37083,0.720418,0.871925,0.419691,6.51245,35.7992,0.846704,81.6772,2.57193,0.345784,1.53206,156.258,0.738348,14.9676,0.704298,2.04366,0.0525507,18.5608,68.4176,0.383945,331.166,10.7421,0.43869,0.613209,9.67445,0.00514195,0.110782,0.162154,0.0778682,0.384829,0.243126,13.2239,0.0671077,1.26283,0.0160279,0.176127,0.746669,
91,45.2355,83.8575,149.571,0.539433,19.3023,0.399835,2.15683,0.966141,0.532466,0.406419,8.1618,25.8146,0.8811,22.6238,0.699909,0.345727,1.56653,31.2822,0.826878,8.35497,1.91571,1.11133,0.0615126,30.9496,10.5409,0.557946,102.301,3.2735,0.526338,0.835575,9.6964,0.00723299,0.110782,0.372323,0.0729625,0.104987,0.243126,2.14917,0.0671077,1.26283,0.0160279,0.184177,1.28547,
92,45.2355,91.2158,262.328,0.495918,23.2077,0.308485,2.8672,0.697353,0.384309,0.414748,2.57834,26.2331,0.971137,30.8291,0.98601,0.2831,1.45525,66.5937,0.409237,14.8926,0.394479,0.329833,0.0484295,7.94985,2.55615,0.48654,168.843,5.62461,0.206866,0.277337,9.6964,0.00723299,0.110782,0.372323,0.0729625,0.384829,0.175583,13.4754,0.0671077,1.26283,0.0160279,0.168911,1.24898,
93,45.2355,261.32,613.216,0.173104,86.3502,0.752482,14.3834,7.31124,1.23313,0.481958,15.111,25.4259,0.878627,103.447,3.30343,0.518082,2.1235,235.393,1.49741,41.9334,31.6888,2.83194,0.290723,43.1995,5.51037,0.477814,346.551,11.2995,0.700275,2.29046,9.6964,0.00723299,0.110782,0.41118,0.0688714,0.0705108,0.243126,6.05525,0.0896445,1.26283,0.0160279,0.177805,1.25155,
94,45.2355,164.36,402.188,0.275223,38.676,0.462271,8.38108,0.813709,0.958557,0.395489,10.8413,24.3422,0.768116,74.3077,2.43079,0.455431,1.52717,100.929,0.915267,27.6004,4.54297,2.22255,0.104441,36.628,5.1923,0.612843,271.752,9.09403,0.564893,0.928393,10.3842,0.00723299,0.110782,0.41118,0.0325353,0.0396669,0.0384424,1.54809,0.0306419,1.26283,0.0160279,0.177805,0.0690923,
95,45.2355,103.261,314.048,0.438069,21.2544,0.422541,2.17737,0.670381,0.63246,0.390075,4.66604,24.8409,0.712951,44.3525,1.43307,0.309215,1.39924,36.2294,0.969823,11.087,0.383931,1.34145,0.0584276,17.5335,2.65032,0.470912,253.944,8.36539,0.27088,0.216613,10.8558,0.00341925,0.110782,0.275574,0.0778682,0.0936343,0.0384424,13.8056,0.0227447,1.26283,0.0160279,0.177805,1.17575,
96,45.2355,113.526,357.539,0.39846,18.5373,0.331387,3.47351,0.730094,0.470831,0.403269,3.96626,30.3404,0.750581,51.0793,1.65682,0.294351,1.49177,24.8457,0.626014,15.5691,0.334153,0.718241,0.0634263,15.597,33.528,0.617747,283.983,9.41376,0.154126,0.598387,10.2243,0.00830804,0.110782,0.447878,0.0778682,0.0828714,0.075892,22.1679,0.0227447,1.26283,0.0160279,0.177805,1.23418,
97,45.2355,145.877,548.313,0.310094,45.557,0.3908,5.08726,0.717477,0.954307,0.41693,2.48577,32.5799,0.943261,52.9015,1.72226,0.396806,1.72365,211.179,0.655009,21.9483,0.415766,2.80665,0.0681241,7.0069,39.5828,1.29559,262.249,8.72286,0.605141,1.66579,9.79915,0.00249075,0.101701,0.288275,0.0778682,0.373488,0.036274,22.1679,0.0419177,1.26283,0.0160279,0.177805,1.23599,
98,45.2355,95.9262,210.813,0.471566,27.4303,0.358607,2.68132,0.762893,0.539674,0.426892,4.99113,29.803,0.669021,25.6931,0.808244,0.340263,1.42182,91.942,0.536122,11.3317,0.605014,1.28649,0.121716,19.8968,29.4754,0.529333,96.6432,3.15206,0.318287,0.417289,9.018,0.00830804,0.0226283,0.466602,0.0778682,0.373488,0.0583033,21.6197,0.0896445,1.26283,0.0160279,0.177805,0.996581,
99,45.2355,162.774,422.522,0.277903,46.6038,0.480192,6.05907,0.813949,0.8883,0.418076,5.57962,24.1827,0.682841,72.5541,2.38252,0.404661,1.72443,116.612,0.798598,19.8947,0.614906,1.98215,0.100229,15.2056,6.6889,0.613819,283.299,9.57988,0.478645,1.56181,10.2243,0.00830804,0.0226283,0.427042,0.0778682,0.181416,0.161391,8.26488,0.0896445,1.26283,0.0160279,0.177805,1.20453,
100,45.2355,139.136,375.113,0.325118,42.9177,0.487209,4.50627,1.0364,1.14056,0.410905,4.85468,24.0717,0.804111,55.1087,1.78832,0.418467,1.59052,120.277,0.985162,16.742,1.92209,2.90904,0.0976416,18.2349,3.63631,0.6279,242.725,8.06623,0.528446,0.833297,10.2243,0.00830804,0.0226283,0.344896,0.0778682,0.0572539,0.161391,10.1116,0.0896445,1.15384,0.0117664,0.177805,1.23599,
101,45.2355,118.223,294.108,0.382628,25.0174,0.373014,3.40032,0.793605,0.439811,0.394297,4.98283,23.9152,0.680219,54.7645,1.76565,0.352216,1.34431,52.1947,0.496287,12.8136,0.456985,0.943641,0.0700358,15.3085,4.68141,0.511282,216.24,7.13096,0.329867,0.311521,9.73121,0.00830804,0.0226283,0.344896,0.0778682,0.036008,0.161391,1.1147,0.089943,1.15384,0.0117664,0.177805,0.392362,
102,45.2355,143.197,308.425,0.315896,35.5704,0.621132,7.29129,0.885845,1.63719,0.405167,4.44446,24.6145,0.819159,62.8516,1.9531,0.454428,1.64913,99.6681,1.25115,24.0932,1.09012,4.85735,0.0986059,11.7959,4.65536,1.24544,207.785,6.80759,0.670465,1.11376,9.73121,0.00830804,0.0437742,0.344896,0.0778682,0.0412313,0.0873767,4.52085,0.0241431,1.15384,0.0117664,0.177805,1.2131,
103,45.2355,198.353,573.388,0.228055,51.3101,0.567473,4.4126,0.909036,1.17691,0.425166,9.29501,24.6141,0.811253,99.6761,3.20196,0.36256,1.59113,150.312,1.24787,16.3136,0.833678,3.75944,0.124524,34.7341,3.94575,0.894241,375.093,12.2178,0.345891,1.17278,9.32658,0.00830804,0.110782,0.344896,0.0778682,0.237919,0.0406363,5.53445,0.0163558,1.15384,0.0117664,0.177805,0.223983,
104,45.2355,160.874,482.453,0.281186,41.8876,0.405925,5.52132,0.721885,0.581204,0.427391,6.14282,24.4014,0.854837,75.5245,2.47045,0.368704,1.56615,112.416,0.745189,21.1565,0.302216,1.19685,0.0921537,20.4179,4.13028,1.46642,347.197,11.4044,0.425484,0.909536,9.22033,0.0190434,0.110782,0.344896,0.0854997,0.388003,0.0668639,2.63239,0.0257932,0.531227,0.0117664,0.188304,1.23136,
105,44.05,91.4533,281.747,0.481667,19.9345,0.251315,1.36286,0.707566,0.366825,0.40548,2.91416,25.2475,0.621539,36.7464,1.20058,0.286754,1.40778,46.0061,0.41741,7.12371,0.318799,0.554306,0.0312482,11.9084,2.54936,0.467574,214.48,7.22356,0.187801,0.235448,9.43321,0.0190434,0.0738634,0.344896,0.0854997,0.273368,0.0668639,12.1206,0.0296911,0.178363,0.00274356,0.178155,1.2729,
106,44.05,96.097,274.142,0.458391,15.8517,0.340506,4.01936,0.692603,0.476433,0.413408,2.74825,27.0308,0.50418,41.0018,1.27764,0.327377,1.41304,13.7128,0.537563,18.2245,0.286858,1.12953,0.059635,7.68408,11.5263,0.367939,224.782,7.4523,0.33449,0.446913,9.43321,0.00444049,0.0738634,0.25607,0.0854997,0.117438,0.0668639,10.4782,0.0296911,0.178363,0.00274356,0.187948,0.382534,
107,44.05,99.744,352.012,0.441631,22.5806,0.336881,1.35273,1.5088,0.618081,0.417274,3.08239,25.3179,0.521308,40.919,1.34415,0.301437,1.44343,63.6912,0.53463,6.48631,4.62244,2.40439,0.0458183,12.3191,2.39351,0.405083,254.056,8.46929,0.118887,0.47105,9.43321,0.00444049,0.058654,0.344896,0.0854997,0.388003,0.0668639,20.5783,0.0266496,0.178363,0.00274356,0.187948,1.21095,
108,44.05,111.286,284.882,0.395828,29.6505,0.515432,3.65999,0.735775,0.648329,0.403824,5.81821,24.8651,0.390624,41.4606,1.3571,0.360928,1.41936,73.3547,1.00145,12.6309,0.775483,1.88312,0.0397692,19.8688,3.4534,0.351697,202.762,6.75814,0.463528,0.333626,9.31437,0.00444049,0.0738634,0.26709,0.0948215,0.215568,0.00589392,12.3045,0.0157948,0.178363,0.00274356,0.187948,0.816756,
109,44.05,162.449,411.985,0.271162,37.0143,0.447943,4.58406,0.770055,0.868884,0.402715,6.1954,24.3191,0.450937,82.7601,2.73196,0.384068,1.51958,83.8329,0.900906,14.529,0.503884,2.35934,0.0543426,17.4227,5.15995,0.328015,300.673,10.165,0.492582,0.550416,9.39136,0.00444049,0.0738634,0.26709,0.098419,0.0666518,0.0260046,2.88147,0.0157948,0.178363,0.00274356,0.176936,1.28982,
110,44.05,99.7627,265.995,0.441548,19.5262,0.496183,2.5172,0.732976,0.451718,0.409728,4.96607,25.7447,0.457523,41.2836,1.35397,0.361023,1.46174,39.1825,0.901831,11.787,0.703908,1.04358,0.0567388,18.4198,4.07387,0.503938,205.458,6.74627,0.412525,0.482952,9.11783,0.00444049,0.0349687,0.100167,0.107819,0.0377312,0.0175473,13.4938,0.0157948,0.178363,0.00274356,0.187948,1.19398,
111,44.05,164.299,475.546,0.268108,20.7527,0.498733,4.88553,0.684992,0.604237,0.404465,6.41121,28.3479,0.470644,96.2659,3.16032,0.374992,1.43775,38.57,0.937386,17.8673,0.395257,1.41886,0.0563278,22.8645,14.4385,0.564555,379.906,12.5091,0.399992,0.376701,9.43321,0.00444049,0.0725406,0.100167,0.107819,0.0657372,0.0342007,20.3337,0.0157948,0.178363,0.00274356,0.187948,0.737346,
112,44.05,131.949,407.93,0.333841,31.9771,0.423505,1.92271,0.605439,0.762291,0.423886,3.10287,25.5082,0.426057,63.0448,2.0522,0.324204,1.37577,101.25,0.578172,8.10854,0.317882,2.24654,0.0944761,11.0679,3.62626,0.438867,291.839,9.58083,0.291882,0.171073,9.27127,0.00444049,0.0816926,0.0923225,0.0990289,0.144034,0.0342007,15.886,0.0157948,0.178363,0.00274356,0.187948,0.937019,
113,42.7317,150.687,417.229,0.28358,24.8959,0.485184,3.16414,0.716909,0.707507,0.411992,4.41201,25.4942,0.43291,85.3946,2.82637,0.357258,1.38783,56.4502,0.948304,11.2273,0.868843,1.99914,0.038381,13.1874,3.41603,0.698307,328.63,10.9233,0.336728,0.221535,9.15323,0.00444049,0.0344166,0.0481391,0.0930212,0.208991,0.0342007,11.0655,0.014923,0.178363,0.00274356,0.176068,1.15951,
114,42.7317,4867.53,32903.7,0.00877894,36.8608,0.764346,6.52896,0.649411,0.763505,0.421128,10.8007,4710.12,0.485492,94.8779,3.12269,0.469145,1.66599,97.7277,1.4973,20.2112,0.434103,1.67868,0.128419,31.3045,33133.7,0.918467,320.038,10.6129,0.615057,1.16356,9.43321,0.00444049,0.0598074,0.100167,0.0855177,0.100688,0.0342007,15.6195,0.00673279,0.178363,0.00274356,0.187948,1.15951,
115,42.7317,95.8258,256.138,0.445931,19.35,0.383116,1.62049,0.671514,0.377573,0.412327,1.87097,25.0205,0.30693,42.7109,1.39454,0.358507,1.34841,41.5421,0.726772,8.27512,0.396661,0.565724,0.0349716,11.2281,4638.02,0.299195,207.63,6.91599,0.48262,0.276662,9.43321,0.00666324,0.069123,0.131448,0.0820841,0.207073,0.0342007,9.87181,0.0161118,0.178363,0.00274356,0.187948,0.784263,
116,42.7317,172.854,474.311,0.247214,31.5238,0.561417,3.66636,0.69436,0.868186,0.412966,6.98341,25.2923,0.353557,97.4626,3.23234,0.400776,1.40139,71.1123,1.16316,12.1807,0.492484,2.6765,0.0410261,22.3293,3.41839,0.337631,360.596,12.2217,0.503659,0.295959,9.24617,0.00666324,0.0816926,0.131448,0.0855177,0.140056,0.0282793,12.662,0.0220943,0.151564,0.00274356,0.187948,0.713321,
117,42.3333,91.1341,224.57,0.464517,22.7553,0.413125,1.80263,0.582204,0.621489,0.417128,7.00953,25.0459,0.333868,29.4394,0.957393,0.32849,1.42767,72.6861,0.708318,6.3463,0.210027,2.44366,0.0622099,34.2556,4.56427,0.348189,167.585,5.44932,0.31474,0.351821,9.32553,0.00666324,0.0816926,0.131448,0.0664902,0.127874,0.0342007,3.3366,0.0344468,0.0487001,0.0011105,0.187948,1.19269,
118,42.3333,144.382,377.862,0.293203,35.3778,0.652209,5.59796,0.630447,0.473759,0.418597,5.74681,25.5014,0.435178,65.3163,2.1501,0.361967,1.71962,93.8549,1.07973,18.3204,0.519881,0.914376,0.106558,19.478,2.91859,0.606745,279.409,9.40431,0.361961,1.64562,9.38829,0.00666324,0.0816926,0.115016,0.0896415,0.0365409,0.0334184,13.5364,0.0349359,0.0487001,0.0011105,0.187948,1.19269,
119,42.3333,124.871,336.544,0.339016,41.5459,0.533018,3.58267,0.584306,0.619748,0.438491,3.42369,25.7324,0.25659,44.9092,1.47148,0.393221,1.38028,125.266,1.12073,13.232,0.579764,1.6597,0.130487,11.7248,2.76705,0.258025,222.737,7.42668,0.533157,0.380962,9.38829,0.00666324,0.0807901,0.115625,0.0778778,0.201353,0.0334184,12.9251,0.00757086,0.0487001,0.0011105,0.187948,0.912955,
