Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.motion_ratio_heave_l.avg,Heave.front.toe_angle_l.avg,Heave.front.roll_center.z.avg,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.mechanical_trail_l.avg,Heave.front.scrub_radius_l.avg,Roll.front.camber_angle_l.avg,Steering.front.ackerman_angle.avg,Heave.front.side_view_swing_arm_angle_l.avg,Roll.front.roll_center.y.avg,Roll.front.side_view_swing_arm_angle_l.avg,Steering.front.camber_angle_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.toe_angle_l.std_dev,Heave.front.roll_center.z.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.mechanical_trail_l.std_dev,Heave.front.scrub_radius_l.std_dev,Roll.front.camber_angle_l.std_dev,Steering.front.ackerman_angle.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Roll.front.roll_center.y.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Steering.front.camber_angle_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Heave.front.motion_ratio_heave_l.best,Heave.front.toe_angle_l.best,Heave.front.roll_center.z.best,Heave.front.tie_rod_angle_top_view_l.best,Heave.front.mechanical_trail_l.best,Heave.front.scrub_radius_l.best,Roll.front.camber_angle_l.best,Steering.front.ackerman_angle.best,Heave.front.side_view_swing_arm_angle_l.best,Roll.front.roll_center.y.best,Roll.front.side_view_swing_arm_angle_l.best,Steering.front.camber_angle_l.best,Steering.front.tie_rod_angle_front_view_l.best,
115,39.157,65.5886,97.108,0.59701,0.270718,2.19384,21.5712,0.551506,8.155,6.11347,0.316536,0.331033,1.47959,21.237,1.12534,1.40636,0.837023,0.587229,1.74041,59.6894,1.05303,19.7375,23.9744,0.061253,0.589394,4.67886,2.82505,4.31069,0.887305,1.91602,0.0564195,1.66512,9.18618,0.233208,3.13443,0.0927474,0.209096,0.152357,0.375346,9.08498,0.119691,0.794738,0.258795,
116,39.157,82.2905,176.205,0.475839,0.298011,1.99429,36.4484,0.393622,7.4877,6.01066,0.328695,0.28597,2.8444,21.5727,2.60808,1.41813,0.599844,0.796605,1.33906,115.176,0.46995,17.4246,24.5541,0.0954145,0.589058,10.6344,1.97645,10.604,0.826704,1.15034,0.0564195,1.66217,9.18618,0.233208,3.14163,0.093819,0.306,0.161297,0.375346,8.19025,0.114436,1.23403,0.258795,
117,39.157,115.533,260.403,0.338925,0.273433,2.09135,53.7762,0.759214,13.1701,9.03955,0.306725,0.431216,5.94354,21.3318,5.69089,1.62876,1.09029,0.521056,1.28026,161.45,1.32095,32.4788,31.7428,0.0584186,0.888016,17.1638,4.82964,16.9313,1.27459,2.26691,0.0512956,1.55172,9.18618,0.233208,3.1477,0.0951284,0.12518,0.163446,0.375346,3.7961,0.114436,1.23541,0.265525,
118,39.157,82.042,189.24,0.47728,0.319621,2.42484,39.4838,0.461873,6.85244,5.27769,0.347206,0.372817,1.26691,21.9582,0.976601,1.55632,0.743727,1.07059,2.93201,139.483,0.846069,18.1247,21.6367,0.223094,0.842122,5.89279,0.937641,5.82627,1.64942,1.90085,0.0512956,1.63376,9.18618,0.249168,3.1477,0.0959345,0.129153,0.163446,0.375346,20.6402,0.123076,0.835164,0.26492,
119,39.1536,48.6336,65.8737,0.805073,0.127495,1.79142,12.4085,0.340464,5.11961,2.43747,0.306094,0.289041,1.15175,21.869,0.921222,1.42749,0.443993,0.347215,0.669042,33.3532,0.495174,13.5083,16.4371,0.0433672,0.72943,5.36883,0.376672,5.38629,1.29438,1.05434,0.0512956,1.65139,9.18618,0.250013,3.15782,0.0959345,0.202098,0.163446,0.375346,19.3385,0.125153,1.235,0.256471,
120,39.1311,64.8614,126.416,0.603303,0.468195,1.95843,25.1538,0.334073,5.51351,2.96882,0.324021,0.199687,2.59204,21.2811,2.33939,1.31395,0.414385,2.3404,1.22761,76.7333,0.388742,12.3002,15.2752,0.080976,0.114718,10.9568,3.21361,10.9657,0.468381,0.694159,0.0512956,1.65139,9.18618,0.237024,3.15782,0.0952952,0.306751,0.170019,0.375346,2.51882,0.125153,1.235,0.256471,
121,39.1311,93.7146,167.766,0.417556,0.276102,2.17341,43.0724,0.740377,7.8471,7.82872,0.323686,0.473698,4.06955,20.9973,3.81877,1.37829,0.715198,0.741444,1.71976,116.284,1.42417,17.9751,25.8743,0.137194,1.05082,12.7639,3.2433,12.8933,0.601204,1.33329,0.0467468,0.202109,9.2406,0.237024,3.16575,0.0952952,0.0334403,0.0876689,0.377184,7.17662,0.129018,0.64637,0.256471,
122,39.1311,89.5908,174.341,0.436776,0.205237,2.39403,37.3059,0.559623,8.24373,5.52957,0.332544,0.311611,2.74454,27.4663,2.51779,1.284,0.69592,0.510803,2.32019,112.572,1.09386,18.108,20.6153,0.0953025,0.551559,10.1459,42.177,10.3144,0.332349,1.40055,0.0483245,1.67155,9.22913,0.24152,3.16632,0.0952952,0.307415,0.174185,0.379844,14.4023,0.13022,0.619985,0.247176,
123,39.1117,57.3073,89.0282,0.682492,0.138794,2.15511,20.6867,0.426678,3.73325,2.50901,0.311846,0.273086,1.78606,21.8843,1.57098,1.29119,0.54019,0.405557,2.5506,57.5979,0.893942,5.24555,12.952,0.0380568,0.520687,7.10836,5.95694,7.21417,0.466417,1.19686,0.040951,1.67155,9.22237,0.24152,3.17616,0.0958488,0.257388,0.166101,0.379844,10.0493,0.13022,0.436898,0.25236,
124,39.1117,81.607,153.391,0.479269,0.351827,2.15626,36.5589,0.570446,6.58044,6.86773,0.330701,0.244668,2.32559,21.3586,2.10338,1.40083,0.757643,1.32355,2.13983,113.312,1.04775,13.7125,23.5019,0.163386,0.315329,9.03052,2.51893,9.0424,0.68924,1.62347,0.0443692,1.06036,9.19886,0.24152,3.17616,0.0965662,0.128185,0.0153832,0.378413,8.94632,0.134877,1.08905,0.236629,
125,39.1094,83.4096,156.031,0.468884,0.234999,2.38536,36.4393,0.605766,8.94796,7.14718,0.323072,0.39747,2.11971,20.8218,1.8609,1.49836,0.627735,0.675769,3.01569,99.8699,1.18076,21.346,24.3452,0.0798514,0.743634,7.68387,3.60649,7.59467,0.96896,1.22786,0.0443692,0.429079,9.22775,0.24152,3.17618,0.0965662,0.144908,0.17187,0.377011,7.20874,0.132234,1.23509,0.251616,
126,39.104,72.2655,187.043,0.541115,0.378316,1.99462,29.9003,0.455978,6.17876,7.45109,0.331048,0.288624,0.959586,21.7175,0.662339,1.34488,0.602499,2.03391,1.15477,122.813,1.00185,16.4914,38.2478,0.188285,0.631745,3.24749,1.26544,2.8257,0.809191,1.54117,0.0441742,1.70829,9.22531,0.24152,3.17618,0.0961362,0.112143,0.157991,0.377011,16.2686,0.132234,0.699725,0.251616,
127,39.0917,56.7869,91.4799,0.688393,0.155884,1.97174,20.227,0.397302,4.55101,3.09786,0.318905,0.238136,1.44797,21.383,1.21449,1.25633,0.527269,0.545358,0.970691,56.8145,0.769322,6.66144,15.7202,0.0640662,0.284137,6.69934,2.52883,6.71707,0.244478,1.20182,0.0441742,1.75429,9.23188,0.238364,3.17274,0.0974931,0.307962,0.160777,0.377011,7.33949,0.132234,0.497512,0.257112,
128,39.0857,65.6629,144.563,0.595248,1.33134,1.99908,25.699,0.381378,6.36855,2.88416,0.319236,0.212499,1.84367,21.2514,1.59293,1.32936,0.450367,8.52064,1.49384,92.5793,0.618878,15.9311,14.5353,0.0733485,0.160219,9.13937,3.09699,8.98849,0.667707,0.932546,0.0431849,1.74568,9.23188,0.246951,3.16827,0.0974931,0.307931,0.160777,0.373441,3.68375,0.120637,0.86014,0.257112,
129,39.0779,62.8486,118.159,0.621778,0.191867,1.83255,22.8482,0.349527,4.89516,3.83278,0.326235,0.288989,2.71633,21.368,2.48972,1.2493,0.459977,1.22891,0.347403,68.7975,0.465799,8.48207,18.2244,0.0982058,0.582611,11.4487,2.5869,11.4548,0.142826,0.907448,0.0389317,1.75124,9.23188,0.246951,3.16827,0.0974931,0.307931,0.160777,0.373441,5.84644,0.120637,0.829712,0.257874,
130,39.0683,72.0807,118.71,0.542008,0.225483,2.15852,25.5888,0.575901,7.1518,5.94482,0.321304,0.290104,3.0555,21.7744,2.73992,1.41091,0.843209,0.627056,1.57573,67.9776,1.15722,14.0264,22.3568,0.0724661,0.446257,10.6838,3.23716,10.6924,0.998936,1.91029,0.0381508,1.74748,9.23495,0.246057,3.17594,0.0994642,0.256576,0.158981,0.375844,11.7944,0.132479,0.513717,0.251167,
131,39.0666,79.7271,161.728,0.490004,0.129413,2.07208,33.1402,0.469301,7.52756,6.2203,0.323688,0.433064,3.06291,21.4767,2.83324,1.35341,0.685199,0.414291,1.51779,98.9435,0.84826,17.9294,24.7018,0.102383,1.10055,11.6467,1.71236,11.6579,0.659333,1.64812,0.0381508,1.33569,9.24396,0.246057,3.17594,0.0970003,0.264087,0.157621,0.375532,11.9383,0.132013,0.348616,0.25417,
132,39.0554,78.3657,139.32,0.498374,0.265584,2.22921,35.92,0.537196,6.0341,4.50419,0.31469,0.300874,2.61643,21.2938,2.39832,1.3382,0.613063,0.761298,2.48521,98.4743,1.03312,16.8133,16.0457,0.100241,0.561501,10.3055,2.34268,10.3558,0.591397,1.22575,0.0361351,0.0235013,9.22952,0.243605,1.71962,0.0970003,0.0526258,0.157621,0.374893,8.84146,0.12896,0.829681,0.257874,
133,39.0392,91.807,196.619,0.425231,0.214552,2.68755,42.0361,0.539439,7.01498,7.93744,0.329748,0.231274,3.41459,22.0687,3.07257,1.31866,0.941448,0.652881,3.97596,129.924,0.969023,13.4184,28.5737,0.117023,0.224719,11.2262,5.6402,10.8564,0.593193,2.19547,0.0345092,1.74429,9.24212,0.244631,3.17758,0.0970003,0.189703,0.151355,0.374684,4.67895,0.12896,0.678788,0.257874,
134,39.0392,75.4156,147.713,0.517655,0.127991,1.98025,33.0323,0.434257,7.63377,4.40129,0.324073,0.259554,1.999,21.2856,1.74168,1.46256,0.733273,0.40276,1.33064,97.1307,0.745887,20.1003,17.7999,0.0859267,0.482559,7.52037,2.79275,7.43954,1.22726,1.76274,0.0334037,1.04402,9.22481,0.24678,3.17604,0.0970003,0.228488,0.151355,0.373701,5.98024,0.127436,0.813773,0.252755,
135,39.0392,69.0177,125.943,0.56564,0.804755,2.17391,24.7022,0.44436,6.62058,4.14365,0.318874,0.331129,3.30803,21.0484,3.07398,1.30436,0.743491,4.77584,2.20259,71.982,0.724718,15.0531,17.5743,0.078968,0.676804,12.3032,3.651,12.2791,0.50165,1.79682,0.0333402,1.40848,9.25073,0.239608,3.17604,0.0970003,0.141703,0.150373,0.373701,0.825348,0.127436,0.651677,0.252755,
136,39.0339,58.4003,118.501,0.668386,0.0960903,1.86384,23.0618,0.347263,4.97093,2.05961,0.314574,0.230046,1.16543,21.5227,0.931493,1.32637,0.510144,0.355218,0.838146,86.739,0.39692,10.764,13.6847,0.0888727,0.393476,4.42928,1.90375,3.91847,0.531925,1.21349,0.0333402,1.58836,9.25436,0.246962,3.17604,0.0970003,0.0464182,0.144986,0.373701,9.71625,0.127436,1.23373,0.252755,
137,39.0339,121.838,214.526,0.320377,0.41663,2.73851,55.4012,0.707702,10.3616,15.7293,0.342072,0.382482,6.35937,21.049,6.11544,1.40593,0.828369,1.09344,3.10328,130.445,1.20251,20.7742,40.6015,0.196316,0.649689,16.3407,3.26936,17.3448,0.70071,1.46082,0.0333402,1.73894,9.25505,0.250556,3.18074,0.0970003,0.0170049,0.142907,0.374684,6.63691,0.127278,0.662171,0.284601,
138,39.0324,62.493,114.952,0.624588,0.153946,1.93653,23.0937,0.3773,6.11432,2.33176,0.318072,0.190434,1.77421,22.7567,1.52369,1.41915,0.503184,0.618498,1.23569,75.8139,0.503224,18.3142,14.824,0.0957508,0.245292,9.7193,7.43515,9.44682,1.01198,1.13471,0.0280402,1.73558,9.25505,0.250556,3.18074,0.0974244,0.155225,0.144986,0.374684,13.9044,0.127278,1.23315,0.276888,
139,39.0324,78.1344,168.39,0.499554,0.173857,2.29297,34.0355,0.440105,6.15682,6.36306,0.334618,0.332758,2.66966,20.9511,2.39353,1.28602,0.704418,0.60489,2.77388,112.942,0.646536,11.7943,28.1401,0.163697,0.817531,9.82077,4.19351,9.66328,0.358872,1.69947,0.0280402,1.73481,9.25188,0.254573,3.18074,0.0971991,0.0581708,0.144986,0.374887,0.893738,0.127278,0.666888,0.277772,
140,39.0228,77.5676,190.704,0.503081,0.520285,2.79344,39.5595,0.471339,4.74153,2.83892,0.349603,0.385913,1.10883,22.1147,0.659395,1.57246,0.451594,2.58259,6.04184,148.419,0.955585,8.95427,15.0002,0.211512,1.55835,4.55292,2.46897,3.33437,1.88933,0.848133,0.0280402,1.73065,9.25505,0.254573,3.18074,0.0960384,0.308067,0.140769,0.373604,18.8102,0.124291,1.23293,0.282126,
141,39.0228,69.3827,132.428,0.562428,0.222973,1.9581,30.8104,0.559373,5.08229,4.04765,0.319536,0.301993,1.61465,21.1853,1.38614,1.23336,0.660903,0.892003,1.48332,98.1332,1.13534,8.38949,17.0641,0.1441,0.604234,7.38352,3.02193,7.47537,0.367409,1.49103,0.0270916,0.135607,9.25485,0.258352,3.18074,0.0960384,0.069703,0.140769,0.373604,6.34846,0.124291,0.3471,0.279579,
142,39.018,64.6112,105.952,0.60389,0.208982,2.06559,17.9992,0.555476,7.98857,6.64729,0.316656,0.294341,1.84528,22.8289,1.60156,1.42297,0.836368,0.603694,1.36719,57.3702,1.04651,18.5755,23.1538,0.0806221,0.780995,5.69045,11.9747,5.62385,0.898688,1.84411,0.0270916,1.37263,9.25485,0.268524,3.18039,0.0952688,0.170778,0.137164,0.373604,7.47939,0.124291,0.573701,0.278769,
143,39.0157,81.086,168.157,0.481164,0.244007,2.5207,39.798,0.466501,5.24003,4.20608,0.347443,0.3711,2.42384,21.2862,2.19415,1.36964,0.618317,0.877382,3.18489,120.398,0.794444,8.8592,18.2124,0.171456,0.943815,8.75822,3.10442,8.89176,0.561047,1.3018,0.028756,1.73065,9.25485,0.269466,3.18039,0.097194,0.307993,0.140753,0.373604,4.32339,0.124291,1.23275,0.278769,
144,39.0124,80.3298,165.669,0.485653,0.219503,1.82207,35.4749,0.422364,6.87075,7.09572,0.336661,0.203242,2.2582,21.6406,2.02626,1.25918,0.70026,0.754254,0.989001,107.185,0.576886,14.9221,31.4609,0.127056,0.307906,8.54682,1.18339,8.57402,0.269771,1.63025,0.0280748,0.236605,9.27074,0.269466,3.18039,0.097194,0.308046,0.140753,0.373604,15.1976,0.124291,0.33054,0.278041,
145,39.0124,66.9805,117.371,0.582444,0.182725,2.28917,25.3384,0.509471,4.86165,4.10277,0.302566,0.332183,2.91577,21.4117,2.6811,1.24422,0.808792,0.590832,2.54723,70.9475,0.981211,7.55553,16.8703,0.0540192,0.810926,10.5042,1.9238,10.604,0.0972252,2.12801,0.0280748,1.73259,9.27645,0.268528,3.18039,0.0972406,0.0860036,0.138395,0.374714,10.2529,0.126598,1.09969,0.278769,
146,38.995,111.758,186.301,0.348924,0.395044,2.51318,49.3569,0.677609,8.52163,14.4264,0.316299,0.443174,4.95568,22.7735,4.70343,1.49749,1.1775,0.953182,2.48565,111.821,1.03132,17.8094,39.1941,0.0920819,0.962547,14.2492,12.7137,13.821,0.898991,2.31333,0.0278574,1.73136,9.27645,0.275174,3.18039,0.0981113,0.0806755,0.135221,0.374996,3.13341,0.127638,0.981277,0.281922,
147,38.995,75.5656,114.745,0.516041,0.225465,2.0369,25.4055,0.615708,6.89242,7.26254,0.316349,0.281618,4.32319,21.8432,4.10012,1.2628,0.999845,0.693396,1.19788,64.2564,1.06849,13.1579,24.9922,0.0791564,0.581359,12.2278,4.26902,12.2746,0.382036,2.28515,0.0278574,1.70056,9.28023,0.275568,3.18163,0.0974945,0.0180754,0.0463755,0.375141,12.1395,0.129247,0.421854,0.284188,
148,38.9868,85.207,185.793,0.457553,0.235311,2.37237,38.9601,0.531256,6.53559,6.61861,0.33529,0.187914,3.02317,21.7881,2.79378,1.29912,0.526515,0.87595,3.01548,125.256,1.00624,13.4032,27.5574,0.151357,0.304534,11.054,1.63021,11.2531,0.590623,1.25914,0.0276665,1.72867,9.28238,0.274251,3.18542,0.0974945,0.26984,0.110141,0.374443,14.5225,0.129247,0.372371,0.287456,
149,38.9844,73.6591,120.729,0.529255,0.206996,2.31729,29.195,0.531042,6.64013,6.55028,0.299846,0.362728,2.35984,21.02,2.14146,1.32623,0.708198,0.614492,2.19897,72.33,0.910674,13.9543,22.2044,0.0544287,0.998563,7.70403,3.4402,7.73701,0.396901,1.54133,0.0277701,1.72315,9.27192,0.274251,3.18595,0.0988641,0.0720397,0.125404,0.374069,0.605697,0.130166,0.924064,0.284722,
150,38.9844,70.494,125.277,0.553018,0.136131,1.93502,22.9725,0.482594,6.55833,7.99707,0.32902,0.281738,2.41807,22.9745,2.17561,1.52214,0.711196,0.437568,1.3869,67.0921,0.818827,15.7895,39.0114,0.125955,0.827869,9.71196,10.9124,9.68866,1.67356,1.75834,0.0275747,0.906376,9.27192,0.274251,3.18595,0.0955884,0.308045,0.125404,0.374069,9.90711,0.129743,1.23249,0.284722,
151,38.9844,66.9178,114.927,0.582572,0.191351,2.05537,25.7468,0.470155,5.64615,3.94682,0.314245,0.319778,2.6551,21.3491,2.42191,1.25308,0.548062,0.654083,1.80045,77.1788,0.865584,9.82812,15.6924,0.069628,0.846509,9.83075,3.09532,9.85931,0.362286,0.995537,0.027392,1.72509,9.27192,0.273915,3.18794,0.0955884,0.0444588,0.124283,0.374069,6.88114,0.129743,0.563523,0.284722,
152,38.9745,98.6312,209.932,0.395154,0.378902,2.19718,54.2779,0.570155,6.7743,4.10759,0.363255,0.220819,2.78256,22.4539,2.43025,1.2762,0.798208,1.33281,1.88605,169.485,1.02559,15.8043,15.5671,0.270937,0.330594,10.8178,5.37696,10.3477,0.284668,1.86012,0.027392,1.72509,9.27192,0.271393,3.18794,0.0979762,0.0569255,0.117894,0.37404,11.5516,0.130166,0.782346,0.284722,
153,38.9741,65.9908,138.728,0.590599,0.172111,1.89567,27.8865,0.387193,6.28823,2.95436,0.328117,0.227105,1.2904,21.5911,1.05168,1.37449,0.543831,0.745347,0.986712,105.359,0.542119,16.7815,14.5794,0.141116,0.578123,6.49977,1.51442,6.41851,0.896188,1.32648,0.0270158,1.72509,9.27192,0.271393,3.18794,0.0973101,0.308015,0.116485,0.373401,13.2826,0.129228,1.23273,0.279568,
154,38.9619,94.7708,364.787,0.411117,0.0905282,1.93017,12.3697,0.445841,3.80843,3.44051,0.310043,0.261944,1.00801,68.4809,0.77495,1.2638,0.585981,0.306754,0.983359,19.5449,0.859789,3.57031,18.7603,0.0348643,0.686143,3.84953,331.795,3.88616,0.215691,1.54568,0.027392,1.72509,9.27192,0.271393,3.18664,0.0975171,0.209299,0.110959,0.372772,8.32312,0.128442,1.23233,0.270695,
155,38.9619,282.591,1494.92,0.137874,0.163033,1.83324,28.8449,0.563791,6.41727,7.3752,0.324415,0.203386,2.21609,230.423,1.99565,1.42636,0.80405,0.480015,0.49573,89.6246,1.03775,13.7064,26.4494,0.123782,0.374538,8.031,1471.73,8.04147,1.05185,1.91826,0.0273002,1.3529,9.27821,0.272854,3.18664,0.09574,0.150532,0.102009,0.372772,12.7379,0.128442,0.393745,0.276716,
156,38.9608,81.7315,150.753,0.476692,0.242004,2.27036,32.5159,0.634484,7.15062,9.25785,0.313423,0.219916,2.77732,21.7153,2.53701,1.40825,0.689094,0.725522,2.21584,87.3108,1.29806,13.6124,33.7719,0.0867725,0.420521,10.5318,208.75,10.5619,0.679061,1.41374,0.0272446,1.72836,9.27362,0.272854,3.18387,0.09574,0.0266235,0.0638538,0.372632,3.00688,0.124867,1.23233,0.273183,
157,38.958,74.5395,131.057,0.522648,0.226377,2.30259,31.6623,0.61465,6.21859,4.63932,0.3095,0.367863,2.73658,20.9383,2.49672,1.28851,0.738202,0.706909,2.62426,88.7095,1.20164,11.2475,16.1635,0.0760638,1.17687,8.90525,3.4411,8.92093,0.446373,1.64478,0.0272446,0.460042,9.27362,0.272854,3.18212,0.0955033,0.0502455,0.102009,0.372473,4.92253,0.124398,0.879226,0.273183,
158,38.9472,111.639,158.865,0.348869,0.240231,2.13227,47.7578,0.785445,8.40994,10.1222,0.334182,0.343329,6.0771,27.4592,5.89637,1.47908,0.601408,0.733961,2.16367,96.4267,1.44376,15.2391,29.4586,0.146523,0.760867,13.4413,28.0439,13.9372,1.49441,0.927255,0.0209995,0.240074,8.68252,0.128028,0.880263,0.0709507,0.0585807,0.102009,0.368344,12.7431,0.124398,0.395045,0.258919,
159,38.9472,66.1664,122.215,0.588625,0.270718,2.29637,19.8807,0.444984,6.10303,6.33002,0.303008,0.248322,2.13121,24.2381,1.88364,1.38365,0.652734,1.17936,2.87297,44.3155,0.763501,12.0645,31.0711,0.0399312,0.691487,10.4876,13.8526,11.1271,0.744989,1.59269,0.0266361,0.930607,9.27807,0.271185,3.18212,0.0955033,0.170012,0.102009,0.37176,12.1101,0.124398,1.13638,0.276716,
160,38.9472,92.8259,184.32,0.419573,0.215167,2.13504,43.8606,0.573229,9.85805,6.52232,0.354235,0.203445,2.53165,21.9004,2.2392,1.43778,0.994781,0.716296,1.69386,127.377,0.976976,21.0245,21.6641,0.213107,0.317337,7.93411,5.24564,7.72059,0.811951,2.18312,0.0266361,1.68943,9.27807,0.271185,3.18212,0.0955033,0.190106,0.10343,0.37176,10.2743,0.123943,1.23084,0.273776,
161,38.9472,54.2932,107.335,0.71735,0.0463319,1.90498,22.0741,0.346608,4.1656,0.9883,0.319637,0.147042,0.569178,21.7065,0.321583,1.33066,0.372698,0.171327,1.18116,91.8099,0.490998,8.84905,7.67371,0.0859273,0.248921,2.15011,1.17049,2.08119,0.676123,0.700958,0.0266361,1.72857,9.27807,0.269694,3.18273,0.0955033,0.308122,0.101238,0.37135,13.6285,0.122238,1.23084,0.273776,
162,38.9472,73.7124,129.233,0.528368,0.164799,1.97373,29.4296,0.587771,5.48164,5.37512,0.323014,0.138876,3.61946,21.3946,3.38309,1.24391,0.596783,0.512985,1.13115,82.8521,1.08467,8.75521,17.7708,0.0643204,0.156525,12.3967,2.28051,13.0553,0.107298,1.09296,0.0260899,0.674899,9.27091,0.271185,3.17955,0.0955671,0.308065,0.0210271,0.37135,10.1745,0.122238,1.13676,0.285216,
163,38.9401,72.1101,133.769,0.540009,0.196849,1.89837,31.2527,0.502126,4.69465,4.23954,0.316262,0.141631,2.75988,21.6031,2.52815,1.22299,0.753875,0.67192,0.676356,91.8493,0.937736,6.55884,16.8481,0.0786249,0.157523,10.8256,1.65493,10.8336,0.138031,1.84891,0.0260899,1.72833,9.27807,0.272184,3.17955,0.0955671,0.038461,0.0954537,0.371644,10.3414,0.122319,0.312464,0.284861,
164,38.9401,84.3704,163.06,0.461537,0.263879,2.20972,44.0488,0.507086,6.77131,2.83661,0.337045,0.357699,1.9068,21.2021,1.65776,1.33816,0.933455,0.877275,1.81626,128.566,0.917316,13.7738,11.0502,0.145285,0.981488,6.40479,2.47448,6.41837,0.540907,2.23672,0.0260899,1.72833,9.28001,0.273449,3.17955,0.0955427,0.261933,0.0954537,0.371737,9.28868,0.122319,0.291849,0.285216,
165,38.9329,91.5996,169.955,0.425034,0.140521,2.75823,43.9284,0.697389,7.02487,7.80411,0.308855,0.326778,2.8734,20.9557,2.61561,1.31222,0.853493,0.423433,4.20261,121.756,1.2772,12.2891,24.113,0.0707006,1.16164,8.40446,2.81085,8.50872,0.534299,1.8856,0.0268369,1.72833,9.29015,0.273449,3.17955,0.0955427,0.0315356,0.0922663,0.371746,8.49784,0.122319,0.491798,0.286519,
166,38.9329,71.0391,128.132,0.54805,0.191761,1.9739,29.1796,0.43826,5.54714,3.81933,0.309285,0.19457,3.08844,21.4311,2.86372,1.28983,0.712084,0.648206,1.45404,80.5651,0.68694,11.5878,15.6156,0.0254511,0.619887,10.9508,1.81667,11.0147,0.456105,1.65101,0.026398,1.39282,9.29772,0.273508,3.17955,0.0958296,0.185425,0.0922663,0.371746,12.3812,0.122319,0.681992,0.283923,
167,38.9329,104.786,175.218,0.371548,0.324278,2.21828,44.5691,0.670027,11.5693,10.2143,0.315443,0.474495,5.54202,20.6874,5.30708,1.69919,1.19467,0.77293,1.86908,94.7196,1.07652,27.4382,29.0848,0.105285,1.91355,14.2214,4.4115,14.7159,1.78572,2.40186,0.026398,1.62266,9.29772,0.272978,3.18263,0.0964064,0.0555688,0.0922663,0.372206,7.56347,0.123703,1.23189,0.283923,
168,38.9329,108.682,214.941,0.358227,0.332806,2.57478,51.9182,0.732159,8.9769,9.51244,0.336574,0.359539,5.04802,21.4961,4.79776,1.58847,1.00855,0.937201,3.00694,132.696,1.36379,18.9659,31.5067,0.130183,0.968361,14.8649,2.20327,14.8257,1.49375,2.26303,0.0267566,1.72938,9.30314,0.272978,3.18292,0.0976774,0.192746,0.089805,0.372206,10.3204,0.123703,1.1316,0.283923,
169,38.9274,76.7813,144.986,0.506991,0.0954177,1.83447,33.0293,0.594071,6.2981,5.57654,0.347404,0.149077,2.66177,21.8886,2.39624,1.25827,0.65206,0.337544,0.915693,107.161,1.13509,12.059,22.0821,0.20117,0.283171,10.2039,5.44938,9.97991,0.578995,1.30878,0.0267566,1.15216,9.30314,0.27285,3.18342,0.0976153,0.179698,0.089805,0.372194,6.07985,0.123703,0.397924,0.296467,
170,38.9274,76.7365,97.2955,0.507286,0.157425,1.9774,19.823,0.577102,7.77931,9.74504,0.288448,0.315672,3.72063,26.5462,3.52188,1.48096,0.803458,0.42167,0.923928,29.361,0.881856,15.0065,33.022,0.103763,0.778431,9.00348,40.4318,9.06204,0.742355,1.62257,0.0255731,0.985727,9.13561,0.224213,0.601731,0.0467486,0.00950882,0.0284668,0.140342,1.93479,0.122668,0.603746,0.184605,
171,38.9274,90.5552,192.152,0.429874,0.177864,2.03902,38.4711,0.591812,9.20342,8.26067,0.337971,0.243518,3.60656,22.0804,3.32198,1.43862,0.782255,0.541138,1.21711,116.313,1.12237,22.9354,29.5382,0.148008,0.743382,13.1953,6.56662,13.097,0.956638,1.73381,0.0263579,1.72844,9.30324,0.272711,3.18388,0.096868,0.107831,0.0830432,0.372194,11.7975,0.123703,1.05078,0.296716,
172,38.9218,64.8887,127.24,0.599824,0.106967,2.15353,29.344,0.437265,4.18295,1.47388,0.333779,0.22214,1.97649,21.2693,1.72561,1.27367,0.389176,0.455698,2.14551,99.538,0.785771,4.93838,7.76988,0.125524,0.637967,9.01482,3.0863,8.86132,0.411003,0.569656,0.0263579,1.72844,9.30831,0.271265,3.18264,0.0975791,0.308113,0.089805,0.371873,3.00667,0.123157,0.568654,0.296716,
173,38.9218,108.727,210.166,0.357978,0.206139,2.83052,54.2458,0.786549,8.38418,9.89892,0.330913,0.399415,4.15773,21.1298,3.88187,1.45113,1.02384,0.533365,3.51325,143.438,1.37929,18.6438,28.7946,0.128611,0.92063,12.2235,4.587,12.1568,0.782871,2.05497,0.0265901,1.72712,9.30968,0.270785,3.18264,0.0975791,0.155805,0.0910627,0.372047,2.41346,0.122386,1.2313,0.296853,
174,38.9218,113.815,192.104,0.341974,0.738163,2.98014,47.2938,0.862089,12.1648,12.6029,0.305641,0.545128,5.61483,22.5759,5.34231,1.7842,1.00528,3.31815,4.41479,114.304,1.50507,27.0947,36.1408,0.0739092,1.33788,16.0119,7.71294,15.6318,1.55725,1.93285,0.0264434,1.72432,9.30497,0.271265,1.68258,0.0976153,0.0748285,0.0880779,0.372047,5.5029,0.122386,1.23086,0.296888,
