Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,2in Heave.front.motion_ratio_heave_l.avg,Roll.front.side_view_swing_arm_angle_l.avg,Steering.front.ackerman_angle.avg,Roll.front.roll_center.y.avg,Steering.front.tie_rod_angle_front_view_l.avg,Roll.front.camber_angle_gain_roll_l.avg,2in Heave.front.p_rod_length_l.avg,2in Heave.front.coil_over_length_l.avg,2in Heave.front.tie_rod_angle_top_view_l.avg,2in Heave.front.toe_angle_l.avg,2in Heave.front.side_view_swing_arm_angle_l.avg,2in Heave.front.roll_center_gnd.z.avg,2in Heave.front.motion_ratio_heave_l.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Steering.front.ackerman_angle.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Roll.front.camber_angle_gain_roll_l.std_dev,2in Heave.front.p_rod_length_l.std_dev,2in Heave.front.coil_over_length_l.std_dev,2in Heave.front.tie_rod_angle_top_view_l.std_dev,2in Heave.front.toe_angle_l.std_dev,2in Heave.front.side_view_swing_arm_angle_l.std_dev,2in Heave.front.roll_center_gnd.z.std_dev,2in Heave.front.motion_ratio_heave_l.best,Roll.front.side_view_swing_arm_angle_l.best,Steering.front.ackerman_angle.best,Roll.front.roll_center.y.best,Steering.front.tie_rod_angle_front_view_l.best,Roll.front.camber_angle_gain_roll_l.best,2in Heave.front.p_rod_length_l.best,2in Heave.front.coil_over_length_l.best,2in Heave.front.tie_rod_angle_top_view_l.best,2in Heave.front.toe_angle_l.best,2in Heave.front.side_view_swing_arm_angle_l.best,2in Heave.front.roll_center_gnd.z.best,
855,195.423,440.283,1208.41,0.443859,13.2687,72.0504,4.6414,38.302,23.2816,4.58782,0,79.8964,4.06658,6.01826,73.0755,121.094,47.0415,418.296,27.4563,72.3511,36.6064,1.79918,0,174.829,1.09595,29.4147,413.891,161.928,3.53952,0.370675,0.43654,10.4876,16.5109,4.21297,0,45.4261,3.24088,0.960132,0.882958,88.2343,
856,195.423,354.4,1035.58,0.551421,13.5889,51.6419,5.81574,31.1276,19.8833,4.57672,0,50.0835,4.49399,4.0926,52.5036,116.592,57.9666,363.061,30.82,9.44539,23.0102,2.11515,0,56.1582,3.68676,22.2079,367.999,169.989,3.53949,0.370675,0.43654,7.37854,16.5109,4.21297,0,30.8895,3.88903,0.960132,0.882958,88.2343,
857,195.423,494.023,1262.58,0.395576,16.6146,66.7711,7.19762,67.0671,25.6116,4.8002,0,85.1025,4.21596,4.94765,67.655,144.039,53.5066,394.808,39.702,369.075,48.1566,3.10588,0,191.308,1.55979,23.9491,397.189,255.188,3.53949,0.370675,0.43654,11.3965,16.5109,4.15809,0,32.2861,3.05484,0.960132,0.882958,88.2343,
858,195.423,404.134,1139.51,0.483561,11.7381,56.3564,5.92878,32.3371,27.2652,4.65905,0,80.6313,4.19396,5.66284,57.1509,118.21,42.9244,367.943,27.1524,37.2679,53.5347,2.17521,0,206.245,1.42594,25.0238,370.209,173.14,3.53948,0.370675,0.43654,4.37052,16.5109,4.21297,0,40.4473,3.88903,0.960132,0.882958,88.2343,
859,195.423,311.59,683.252,0.627182,13.601,21.0198,3.57593,35.0699,20.5023,4.6052,0,72.2873,4.3311,4.1331,21.6091,110.855,53.3011,197.239,21.5608,25.5371,26.2906,1.93914,0,139.852,2.78556,19.4594,197.384,127.037,3.53948,0.370675,0.43654,11.9413,16.511,4.21297,0,45.4261,3.88903,0.960133,0.882958,88.2343,
860,195.423,348.927,853.568,0.560069,16.1979,23.9074,4.72695,43.4214,25.9937,4.80628,0,75.7854,4.27026,4.89629,24.4227,120.499,60.3024,208.309,25.6047,85.7506,49.1535,2.78965,0,177.333,2.69813,22.2279,208.092,176.644,3.53948,0.370675,0.43654,9.09564,16.511,4.21297,0,30.7271,2.87074,0.960133,0.882958,88.2343,
861,195.423,507.219,1323.14,0.385284,14.7215,82.3627,3.46826,31.0553,29.263,5.04523,0,93.3122,3.98579,4.5966,83.2093,156.199,46.8627,446.372,14.9526,11.8897,56.4069,3.78831,0,204.18,1.28736,16.6916,448.92,303.636,3.53948,0.370675,0.43654,7.54296,16.511,4.21297,0,28.5129,0.166418,0.960133,0.882958,88.2343,
862,195.423,439.869,1141.82,0.444277,11.3982,63.4731,9.19152,31.3785,26.3935,4.82525,0,79.4647,4.27612,6.38962,64.2992,138.779,42.2122,379.017,43.7546,9.41111,45.3263,3.26129,0,155.622,1.68462,24.1166,383.602,249.074,3.53947,0.370675,0.43654,7.94813,16.511,3.33787,0,31.6976,3.88903,0.960132,0.882958,88.2343,
863,195.423,449.301,1277.92,0.43495,15.0472,72.7116,4.6353,30.1228,23.5094,4.7907,0,77.4819,4.1454,2.73893,73.5342,140.583,58.8293,422.444,26.2347,4.2992,41.1879,3.22493,0,187.537,1.35421,9.97141,423.694,272.406,3.53947,0.370675,0.43654,8.20275,16.511,4.21297,0,32.7935,3.88903,0.960132,0.882958,88.2343,
864,195.423,365.781,949.979,0.534263,7.87214,40.4119,4.44378,52.5554,22.456,4.59276,0,65.9491,4.08424,5.36186,41.0633,116.991,24.1157,275.078,26.0303,214.108,32.2842,1.9136,0,146.696,1.3418,25.1129,279.649,162.372,3.53941,0.370675,0.43654,9.88356,16.511,4.21297,0,28.4252,3.88903,0.960132,0.882958,88.2343,
865,195.423,299.981,766.402,0.651454,7.46383,35.3542,3.23148,32.3221,24.3323,4.36291,0,50.2306,3.91435,4.26665,36.1961,98.3061,23.1392,321.876,23.2926,24.3023,46.1957,1.26942,0,50.3304,0.40417,27.6495,325.357,76.8201,3.53939,0.370675,0.43654,19.3268,16.511,4.21297,0,28.4628,2.63267,0.960132,0.882958,34.2116,
866,195.423,408.834,1030.52,0.478002,18.2744,53.929,5.94455,30.5377,25.8068,4.81156,0,63.2587,4.20945,6.68053,54.4905,140.891,70.8517,295.03,38.0569,5.90865,45.985,2.98859,0,105.305,2.33689,26.0254,292.726,256.343,3.53939,0.370675,0.43654,9.75446,16.511,4.21297,0,25.7365,3.88903,0.960133,0.882958,88.2343,
867,195.423,415.595,991.945,0.470226,19.5764,51.6763,9.09135,38.7295,32.0116,4.64872,0,82.9531,4.41544,9.13513,52.306,111.051,72.2059,321.551,37.9417,66.7974,63.7715,2.05799,0,182.516,2.01873,36.6203,322.65,142.106,3.53926,0.370675,0.43654,8.78853,16.511,3.38958,0,16.0571,3.88903,0.960133,0.882958,55.14,
868,195.423,413.691,952.059,0.47239,11.8457,40.9833,3.6324,30.6275,23.7085,5.23074,0,83.3568,4.14628,5.66339,41.4965,163,38.1339,263.408,15.6072,7.51388,43.4018,4.45326,0,175.791,1.36902,27.4644,264.731,337.708,3.53922,0.370675,0.43654,8.10854,16.511,4.21297,0,30.9323,3.72004,0.960132,0.882958,73.919,
869,195.423,389.646,1166.79,0.501541,6.70607,66.2035,2.89297,30.5411,18.8501,4.38742,0,81.1623,3.99056,1.7755,67.0094,106.127,22.2456,401.569,19.0054,2.67487,24.0422,1.76063,0,208.735,0.770607,7.39122,403.127,146.426,3.53922,0.370675,0.43654,8.28428,12.4546,3.37677,0,45.4263,3.88903,0.960132,0.882958,88.2343,
870,195.423,369.472,873.808,0.528927,12.8636,37.4324,6.13948,34.6382,20.1117,4.73951,0,85.2848,4.09217,2.88637,37.9257,123.358,50.6156,252.049,29.8763,25.7446,22.9971,2.48637,0,187.626,1.00391,10.7247,252.065,178.829,3.53922,0.370675,0.436539,7.98817,16.511,4.21297,0,45.4263,3.88903,0.960132,0.882957,88.2343,
871,195.423,435.988,1223.75,0.448231,16.7089,77.7421,4.14514,33.6132,27.1123,4.5164,0,66.4194,4.1696,7.00753,78.7883,115.765,58.9971,454.033,19.1499,30.0252,52.7029,1.599,0,129.324,1.4329,31.0879,454.03,137.335,3.53915,0.370675,0.436539,6.27631,14.3651,3.97709,0,22.4108,3.85392,0.960132,0.882957,88.2343,
872,195.423,331.934,762.645,0.588742,8.2396,33.8325,4.19067,31.2225,24.682,4.65744,0,59.6485,4.13817,6.50628,34.449,120.367,28.5172,231.198,23.2736,6.18638,41.5098,2.35154,0,81.5827,1.42594,27.5077,236.417,161.126,3.53915,0.370675,0.436539,11.3288,16.511,4.21297,0,40.5426,3.88903,0.960132,0.882957,88.2343,
873,195.423,353.068,863.37,0.553501,7.78762,38.9486,5.14467,37.718,23.1019,4.82625,0,59.0038,4.08495,3.07739,39.4566,129.918,21.59,264.981,34.1197,67.6588,42.9199,3.04891,0,137.461,1.15201,14.3943,264.969,227.815,3.53915,0.370675,0.436539,9.25787,16.511,4.21297,0,30.435,3.88903,0.960132,0.882957,88.2343,
874,195.423,435.977,1303.55,0.448243,9.76131,86.9648,2.41802,31.9358,20.6127,4.44221,0,72.2285,4.00369,2.78817,87.9672,112.855,38.2368,494.987,13.785,18.4607,27.5938,1.27949,0,133.499,0.770899,10.5145,498.846,126.092,3.53915,0.370675,0.436539,4.04852,16.511,4.21297,0,45.4263,3.88903,0.960132,0.882957,88.2343,
875,195.423,422.312,1104.68,0.462747,8.28648,70.7801,4.34265,30.9306,27.8798,4.75048,0,63.4144,4.24927,5.96813,71.5784,130.132,25.2,402.181,20.5386,5.74614,55.1985,2.71675,0,107.167,1.66753,28.2485,406.597,218.469,3.53905,0.370675,0.436539,8.79701,16.511,4.21297,0,25.0293,3.88903,0.960132,0.882957,71.0373,
876,195.423,460.471,1260.8,0.424399,14.1616,81.6493,3.20266,31.8215,22.6189,4.61723,0,86.7827,4.02438,4.43838,82.4889,124.666,52.728,424.281,15.262,17.2923,33.2752,2.24945,0,235.61,1.03192,18.7756,424.817,192.002,3.53905,0.370675,0.436539,6.15629,16.511,3.24389,0,23.4487,3.16679,0.960132,0.882957,88.2343,
877,195.423,526.993,1330.19,0.370828,22.427,67.8765,6.0591,46.2037,26.9543,5.17479,0,121.871,4.1404,6.34374,68.7588,151.184,72.5896,388.857,24.0801,117.406,47.9323,3.9094,0,296.423,1.30071,28.2163,391.768,274.616,3.53905,0.370675,0.436539,6.78532,14.8047,3.41854,0,28.5409,2.82994,0.960132,0.882957,88.2343,
878,195.423,413.061,1108.39,0.47311,14.6933,69.347,5.73999,32.8279,26.8184,4.56572,0,60.9049,4.13822,4.195,70.2068,119.624,54.0357,404.517,31.391,22.6031,50.5947,2.01909,0,142.997,1.37953,20.0381,407.086,166.493,3.53905,0.370675,0.43654,8.73638,16.511,4.21297,0,24.4519,3.5176,0.960132,0.882958,88.2343,
879,195.423,471.153,1167.15,0.414777,17.5187,67.6263,7.18867,32.1986,24.1407,4.91702,0,102.275,4.56218,6.16827,68.1624,136.395,61.5249,345.023,33.9406,12.459,31.9756,2.90616,0,229.601,3.63981,21.3459,345.143,221.083,3.53905,0.370675,0.43654,5.56113,16.511,4.21297,0,45.4264,3.14459,0.960132,0.882958,88.2343,
880,195.423,311.13,763.022,0.628108,8.52171,24.831,1.57902,34.0638,20.6568,4.59387,0,73.2606,3.89964,2.65871,25.3531,111.712,32.6424,207.471,9.70254,28.3034,28.4662,2.21731,0,196.151,0.710208,11.8752,210.881,154.118,3.53905,0.370675,0.43654,8.66076,16.511,4.21297,0,45.4265,0.942067,0.960132,0.882958,88.2343,
881,195.423,522.237,1307.04,0.374205,20.9771,64.1343,14.733,30.1533,31.3981,5.46013,0,97.5027,4.6236,7.61234,64.69,180.952,75.3603,329.714,58.9813,6.97149,61.9126,4.84541,0,234.196,3.14687,33.8801,323.529,371.456,3.53905,0.370675,0.43654,7.45199,16.511,4.21297,0,31.2518,3.88903,0.960133,0.882958,88.2343,
882,195.423,404.919,995.364,0.482624,14.9363,44.7337,7.07869,32.5945,21.5094,4.96662,0,80.3234,4.40868,6.03477,45.3146,143.018,60.938,279.43,33.1695,20.7496,33.9369,3.44107,0,186.123,2.85865,24.9979,281.063,262.183,3.5389,0.370675,0.436541,7.34587,16.511,4.21297,0,30.8614,3.88903,0.960133,0.882958,88.2343,
883,195.423,394.065,1072.73,0.495916,18.3076,56.7534,3.74614,32.7679,20.7336,4.5663,0,77.9419,4.18821,4.39057,57.6281,113.042,72.3235,374.955,20.3904,12.7811,20.1599,1.77137,0,160.182,1.62241,18.2468,378.107,135.568,3.5389,0.370675,0.436541,11.1005,16.511,4.21297,0,31.4596,3.88903,0.960133,0.882958,88.2343,
884,195.423,303.433,485.893,0.644042,19.2616,5.66435,4.85838,34.9342,20.9083,4.70036,0,91.2753,4.16935,3.83837,6.15939,107.663,74.5862,60.8653,24.1019,19.6393,27.337,2.23017,0,217.983,1.37937,14.8439,61.1367,94.3819,3.5389,0.370675,0.436541,30.9598,16.511,4.21297,0,45.4266,3.88903,0.960133,0.882958,88.2343,
885,195.423,343.526,843.57,0.568875,10.987,33.9502,4.49596,53.8547,21.2558,4.55154,0,66.5971,4.16247,2.25743,34.6405,106.773,38.8407,306.996,28.7153,219.389,28.7289,1.87218,0,127.625,1.81034,8.93838,306.197,95.57,3.53866,0.370675,0.43654,6.13779,16.511,4.21297,0,32.9634,3.88903,0.960132,0.882957,88.2343,
886,195.423,372.626,752.442,0.524449,13.5659,25.5205,6.52656,37.4351,28.6245,5.04603,0,88.3132,4.36153,7.8794,26.0237,129.33,44.6719,200.214,28.5862,32.8257,50.5052,3.03471,0,187.272,2.79183,26.7978,201.283,168.812,3.53866,0.370675,0.43654,8.87042,15.1263,4.21297,0,30.7288,2.07791,0.960132,0.882957,88.2343,
887,195.423,298.259,462.955,0.655214,16.4047,3.02293,4.22012,42.1434,22.5625,4.79644,0,80.2386,4.13763,4.10324,3.51785,113.112,63.4742,26.2279,21.0543,66.042,36.9889,2.62399,0,183.014,1.38452,17.5223,23.0104,115.954,3.53831,0.370675,0.43654,30.9598,15.0721,4.21297,0,31.306,3.88903,0.960132,0.882957,88.2343,
888,195.423,500.05,1497.53,0.390808,10.7996,106.617,5.42156,30.2623,20.6125,4.55235,0,80.772,4.22717,2.62012,107.752,126.414,40.6628,544.234,26.9322,6.46511,21.1459,2.36683,0,184.13,1.78335,10.5226,530.255,211.238,3.53831,0.370675,0.43654,7.089,16.511,3.32506,0,45.4266,3.88903,0.960132,0.882957,88.2343,
889,195.423,410.406,993.801,0.476171,14.1672,58.8508,2.67563,32.7117,21.4784,4.61623,0,77.491,4.09852,5.15101,59.4274,129.738,53.063,285.358,12.3967,24.7809,23.9671,2.20235,0,173.47,1.36087,20.937,288.972,202.321,3.53831,0.370675,0.43654,10.4348,16.511,1.88589,0,36.6504,3.01369,0.960133,0.882957,88.2343,
890,195.423,419.653,1034.28,0.465678,13.7707,17.9911,5.59779,115.949,22.368,4.95944,0,77.8137,4.22742,4.74178,18.5007,133.734,46.3502,152.818,22.5829,676.292,34.3046,3.22989,0,199.671,1.70606,22.6195,153.162,215.714,3.53831,0.370675,0.43654,11.4963,16.511,4.21297,0,28.3997,1.51053,0.460996,0.882957,88.2343,
891,195.423,552.759,1498.92,0.353542,16.9542,131.308,5.80297,30.8616,27.7675,4.60344,0,66.2637,4.30897,3.12356,132.632,129.133,57.2435,604.485,22.5307,85.2245,53.0234,2.48033,0,110.268,1.68064,12.3165,608.624,201.458,3.53831,0.370675,0.43654,6.58782,16.511,0.128386,0,28.5265,3.88903,0.960133,0.882958,88.2343,
892,195.423,409.48,1177.09,0.477248,13.0752,60.566,6.06039,31.3749,21.5442,4.65108,0,83.0574,4.17849,4.73461,61.3371,118.901,51.6677,350.734,29.5184,11.4582,35.0897,2.44684,0,203.008,1.52571,29.7929,356.788,188.78,3.53831,0.370675,0.43654,5.92956,16.511,4.21297,0,45.4266,3.88903,0.960133,0.882958,62.9333,
893,195.423,303.011,665.636,0.644938,11.3948,17.3048,1.98684,30.8073,20.9891,4.51735,0,75.5225,3.97558,4.60389,17.8068,114.102,46.324,160.26,11.8033,3.59487,38.2471,2.28315,0,178.628,0.637787,25.627,162.095,193.447,3.53831,0.370675,0.436542,10.6795,15.211,4.21297,0,45.4266,3.88903,0.960134,0.882959,66.8146,
894,195.423,385.834,785.984,0.506497,14.3363,25.9636,12.3592,41.9214,33.5888,4.93693,0,86.297,4.30175,10.7478,26.6209,124.76,45.9197,193.026,55.3998,98.7965,67.3871,2.87017,0,213.185,1.72446,39.395,193.255,157.288,3.53831,0.370675,0.436542,13.6725,16.511,4.21297,0,28.6466,3.88903,0.960134,0.882959,88.2343,
895,195.423,360.607,898.183,0.541928,13.7365,26.3241,6.495,40.7414,20.4643,4.79054,0,86.7906,4.34802,2.47606,26.8248,127.616,53.726,204.314,33.8807,100.486,27.6649,3.31559,0,236.004,2.66616,13.752,204.309,249.489,3.53829,0.370675,0.436542,7.80552,16.511,4.21297,0,31.3797,3.88903,0.960134,0.882959,88.2343,
896,195.423,541.774,1356.2,0.360711,21.8718,94.3393,6.68858,30.1725,37.6143,4.86621,0,85.7187,4.44734,8.80866,95.199,152.047,76.4566,447.632,23.7668,11.5435,81.8095,3.51735,0,190.103,2.08128,39.1431,438.506,273.126,3.53826,0.370675,0.436542,8.65163,16.511,2.59923,0,31.4831,3.88903,0.960134,0.882959,88.2343,
897,195.423,430.011,984.396,0.454461,11.5863,43.8011,4.18556,36.7363,22.9585,5.1182,0,105.722,4.17348,3.19843,44.2753,148.256,35.366,273.613,25.9219,35.8155,34.2711,3.59451,0,239.323,2.55637,10.8706,275.148,270.297,3.53826,0.370675,0.436542,7.42298,16.511,4.21297,0,45.4268,3.04397,0.960134,0.882959,88.2343,
898,195.423,352.965,847.868,0.553662,9.80943,19.8673,4.6814,44.9178,20.2352,4.82202,0,91.8547,4.25065,2.50664,20.3738,129.646,33.1069,182.865,22.7298,138.041,19.6714,3.37751,0,241.751,1.81077,11.8566,184.612,254,3.53826,0.370675,0.436542,9.38277,16.511,4.21297,0,45.4268,3.88903,0.960134,0.882959,88.2343,
899,195.423,437.219,1218.59,0.44697,11.8696,80.0938,5.98614,36.1664,22.6739,4.46173,0,73.7488,4.10909,4.12497,81.1667,112.817,38.3392,472.829,35.5995,55.3957,32.1179,1.38692,0,174.633,1.43882,16.9736,467.573,114.237,3.53826,0.370675,0.436543,10.7982,16.511,4.21297,0,32.922,2.37976,0.960135,0.882959,88.2343,
900,195.423,448.566,1096.63,0.435663,15.0079,55.8071,5.91155,37.9009,25.3478,4.95256,0,94.2777,4.42228,5.72568,56.4316,142.781,50.546,315.397,25.8955,71.7262,48.5224,3.65292,0,231.18,2.9151,22.451,315.824,265.804,3.53826,0.370675,0.436543,6.60016,11.9862,2.89184,0,32.2186,3.88902,0.960135,0.882959,88.2343,
901,195.423,443.766,1190.04,0.440375,14.1254,66.9824,5.64993,32.3024,20.9585,4.84322,0,80.7563,4.11984,4.28973,67.7503,141.988,51.2462,396.119,28.5486,22.3297,29.0191,3.2099,0,208.936,1.38113,17.0176,398.182,265.465,3.53826,0.370675,0.436543,9.17745,16.511,4.21297,0,31.8456,2.98954,0.960135,0.882959,88.2343,
902,195.423,440.812,1301.62,0.443326,10.3451,86.5409,6.3801,30.6407,21.1136,4.45937,0,71.8311,4.30623,3.13076,87.6367,114.427,37.798,493.347,39.1003,4.18331,29.0954,1.69361,0,165.049,2.6153,15.1673,495.599,160.664,3.53822,0.370675,0.436543,7.89808,16.511,4.21297,0,33.0381,3.25083,0.960135,0.882959,88.2343,
903,195.423,287.705,595.537,0.679249,10.4614,27.1364,2.25597,31.5698,24.343,4.4268,0,55.3218,3.9985,4.70243,27.6867,95.8022,46.9271,252.963,12.2123,7.05915,45.1148,1.54689,0,71.2046,0.901372,21.311,257.504,69.653,3.53815,0.370675,0.436543,1.67665,16.511,4.21297,0,44.7645,2.96882,0.960135,0.882959,19.5127,
904,195.423,353.839,676.314,0.552295,16.1927,15.6566,7.47697,34.2806,23.0437,5.21363,0,71.5868,4.23221,4.889,16.1339,155.133,53.1581,119.644,32.8343,31.6195,29.982,4.3463,0,164.926,1.6975,19.8308,119.473,319.963,3.538,0.336028,0.436543,11.2345,16.5109,4.21297,0,28.3875,2.90815,0.960135,0.381086,88.2343,
905,195.423,517.282,1281.05,0.377789,22.6632,75.1662,7.63014,30.2453,21.6,5.34866,0,88.6206,4.3117,4.64895,75.6814,181.366,77.9857,367.008,31.4256,8.17207,26.4913,4.52887,0,192.404,1.93911,16.3931,356.556,360.017,3.53796,0.370675,0.321682,7.28491,13.5643,4.21297,0,40.3863,3.15787,0.960134,0.882959,88.2343,
906,195.423,419.639,1001.09,0.465694,11.647,53.6965,8.22144,39.8848,24.5895,5.03124,0,67.1106,4.37778,6.57834,54.3215,144.181,36.3014,337.433,39.3019,80.712,43.1637,3.91431,0,152.719,2.64169,26.7394,340.861,284.567,3.53796,0.370675,0.436543,1.52908,16.5109,4.21297,0,28.5836,3.88902,0.960134,0.499639,88.2343,
907,195.423,310.775,713.3,0.628825,7.40331,34.1973,4.81533,30.6427,18.9188,4.49394,0,54.3561,4.05399,4.42836,34.7908,112.675,25.1447,233.481,33.1103,9.57391,19.1081,2.01309,0,64.9585,1.23649,21.4377,235.591,149.72,3.53796,0.370674,0.436543,10.4718,16.5109,4.21297,0,41.7028,3.18955,0.960134,0.882959,88.2343,
908,195.423,394.902,1015.3,0.494865,9.85398,50.7541,5.37776,30.6667,21.118,4.74825,0,81.0678,4.22921,3.72645,51.323,132.037,32.2447,287.318,27.2585,5.07003,27.4048,2.82675,0,210.913,2.06816,17.2052,287.884,239.384,3.53796,0.370674,0.436543,8.15446,16.5109,4.21297,0,25.5162,3.88902,0.960134,0.882959,88.2343,
909,195.423,319.14,821.612,0.612344,11.0024,35.7899,2.40108,32.3558,24.0591,4.41395,0,63.6027,4.12793,5.56125,36.5478,99.2781,47.9386,317.36,12.0088,10.7105,43.8872,1.11159,0,108.277,1.27559,25.4982,320.797,72.0691,3.53796,0.370674,0.436543,12.3259,16.5109,4.21297,0,40.2514,3.88902,0.960134,0.882959,88.2343,
910,195.423,450.371,1198.6,0.433916,16.6199,60.5977,6.66633,32.5037,29.4325,4.97568,0,87.8281,4.16916,5.11367,61.1302,141.334,58.3559,334.848,31.2074,15.0234,59.6208,3.24,0,210.904,1.28846,20.5972,335.147,241.442,3.53796,0.370674,0.328045,4.64974,16.5109,4.21297,0,28.195,3.13992,0.960134,0.882959,88.2343,
911,195.423,479.553,1353.04,0.407511,14.0741,91.8881,9.3524,30.2647,22.1727,4.68996,0,74.7409,4.5745,2.67637,93.003,132.117,47.7071,486.745,43.1185,3.91434,42.0609,3.05963,0,162.34,3.5972,10.2327,488.952,247.982,3.53796,0.370674,0.436543,11.2394,16.5109,4.21297,0,45.4272,3.88902,0.960134,0.882959,88.2343,
912,195.423,438.597,1131.64,0.445565,15.1586,54.4901,11.039,37.1153,29.8963,4.64062,0,98.0173,4.16361,7.30306,55.266,121.507,56.1832,374.329,52.6851,63.6398,63.4494,2.78196,0,227.909,1.29127,29.0273,374.829,202.411,3.53796,0.370674,0.436543,7.5791,16.5109,2.42385,0,45.4274,3.88902,0.960135,0.882959,88.2343,
913,195.423,337.513,757.074,0.57901,9.4893,31.3973,5.89415,31.0466,26.4471,4.55247,0,71.9928,4.309,8.07625,31.9906,112.318,31.0932,205.333,35.9525,6.84101,51.7204,2.30672,0,144.271,2.54706,35.7466,205.524,149.712,3.53791,0.370675,0.436543,11.4442,16.511,1.84199,0,45.4274,3.88902,0.960135,0.882959,88.2343,
914,195.423,321.07,547.689,0.608662,15.121,5.14597,8.93298,36.5745,29.3697,5.02848,0,73.0811,4.3273,6.5658,5.64832,131.275,53.5771,34.4376,41.282,41.4514,61.1049,3.56084,0,138.6,1.88287,26.9376,34.6289,221.08,3.53791,0.370674,0.436543,11.5569,13.9693,4.21297,0,31.3283,3.88902,0.960135,0.882959,88.2343,
915,195.423,449.811,1150.33,0.434457,13.3101,62.0335,4.45666,30.855,26.2531,4.76631,0,102.304,4.2141,9.1738,62.7469,129.697,42.7434,353.919,18.8068,8.04475,48.1628,2.86031,0,241.74,1.52376,34.5175,351.495,219.032,3.53791,0.370674,0.436543,2.46345,15.335,4.21297,0,45.4271,3.88902,0.960135,0.882959,71.7753,
916,195.423,396.495,871.913,0.492877,14.4088,42.0234,4.61751,35.6847,22.505,4.98852,0,71.7284,4.23049,4.59481,42.5528,149.161,61.119,252.289,20.7214,54.7113,32.9434,3.59102,0,133.557,1.66629,20.1595,253.989,293.426,3.53791,0.370674,0.436543,9.80281,16.5109,4.21297,0,45.4273,3.88902,0.960135,0.882959,58.4047,
917,195.423,353.927,878.71,0.552157,12.7323,33.8943,6.0768,32.5979,22.0276,4.70003,0,83.1985,4.26292,3.92164,34.3923,116.123,58.3798,218.628,32.2744,12.4976,37.6599,2.53812,0,203.916,2.61347,18.4458,219.63,164.794,3.53787,0.370674,0.436543,7.17838,16.5109,4.21297,0,45.4274,3.62441,0.960135,0.882959,88.2343,
918,195.423,462.436,1065.05,0.422595,13.6242,57.5611,5.43914,32.3385,29.167,5.21392,0,87.2245,4.15581,4.39569,58.0761,165.24,42.7232,300.677,23.5193,17.7276,60.1172,4.38069,0,183.919,1.27627,18.1332,298.425,326.725,3.53787,0.370674,0.436543,8.68015,15.0933,1.43276,0,30.9734,1.67089,0.960135,0.882959,88.2343,
919,195.423,411.277,1077.64,0.475162,12.2005,56.1934,6.47636,31.9328,24.4277,4.70741,0,86.1483,4.2726,6.05493,56.7746,122.089,50.507,312.318,28.0434,13.1117,49.5956,2.66692,0,214.273,1.69737,24.8601,312.903,212.441,3.53787,0.370674,0.436543,10.3032,16.5109,4.21297,0,30.8348,3.88902,0.960135,0.882959,26.6663,
920,195.423,317.674,668.681,0.61517,14.4636,12.1779,4.49597,31.7883,21.6903,5.04888,0,59.1622,4.01829,3.51351,12.7005,148.614,55.1766,123.719,35.8538,14.7197,34.3898,4.27782,0,85.6315,0.960655,18.2654,121.258,324.718,3.53787,0.370674,0.436543,9.59855,16.511,4.21297,0,45.4274,3.87397,0.960135,0.882959,88.2343,
921,195.423,441.315,1221.69,0.442821,15.9635,59.8321,2.84034,31.0467,26.5427,4.93648,0,91.3484,4.02084,3.81639,60.6403,140.327,59.1048,368.839,18.1009,5.32261,46.5656,3.53491,0,217.753,1.16398,17.8443,371.501,255.143,3.53778,0.370674,0.436543,10.3613,16.5109,4.21297,0,45.4273,3.13229,0.960135,0.882959,88.2343,
922,195.423,296.688,625.651,0.658683,11.9683,11.9698,1.56914,30.5133,23.6042,4.48116,0,73.7818,3.89174,4.45353,12.4548,118,51.2493,113.455,7.34458,2.62801,49.7256,2.30426,0,195.009,0.377707,19.9594,113.453,194.768,3.53778,0.370674,0.436543,12.6899,16.5109,4.21297,0,45.4273,1.41746,0.960135,0.882959,88.2343,
923,195.423,449.192,1096.64,0.435055,15.6106,55.134,6.45558,30.5615,28.5863,5.11641,0,83.656,4.15025,9.87086,55.7732,154.277,55.3425,268.134,32.9165,4.45868,56.4439,4.60533,0,193.103,1.35044,40.3259,268.722,322.662,3.53773,0.370674,0.436543,9.10686,16.5109,1.25311,0,41.9392,3.80187,0.960135,0.882959,88.2343,
924,195.423,565.348,1402.44,0.345669,22.0002,95.3964,6.0301,31.1237,29.7562,4.89277,0,114.658,4.31588,8.06849,96.1226,152.983,70.4137,422.905,29.3821,11.6605,56.0103,3.20835,0,286.052,2.65249,30.9914,417.212,272.436,3.53773,0.370674,0.436543,8.9959,15.2225,0.0229448,0,31.3365,3.59766,0.960135,0.882959,88.2343,
925,195.423,490.397,1385.62,0.398501,15.2508,92.8005,1.58246,32.2535,23.6235,4.79271,0,80.4344,4.00578,2.72521,93.6803,139.247,61.364,464.831,8.13612,20.9325,38.9733,2.80446,0,177.897,0.728063,9.99725,467.627,241.924,3.53773,0.370674,0.436543,8.49256,16.5109,4.21297,0,45.4275,3.10611,0.960134,0.882959,88.2343,
