Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Roll.front.camber_angle_l.avg,Heave.front.scrub_radius_l.avg,Heave.front.toe_angle_l.avg,Heave.front.motion_ratio_heave_l.avg,Heave.front.roll_center.z.avg,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.mechanical_trail_l.avg,Steering.front.ackerman_angle.avg,Heave.front.side_view_swing_arm_angle_l.avg,Roll.front.side_view_swing_arm_angle_l.avg,Roll.front.roll_center.y.avg,Steering.front.tie_rod_angle_front_view_l.avg,Steering.front.camber_angle_l.avg,Roll.front.camber_angle_l.std_dev,Heave.front.scrub_radius_l.std_dev,Heave.front.toe_angle_l.std_dev,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.roll_center.z.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.mechanical_trail_l.std_dev,Steering.front.ackerman_angle.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Steering.front.camber_angle_l.std_dev,Roll.front.camber_angle_l.best,Heave.front.scrub_radius_l.best,Heave.front.toe_angle_l.best,Heave.front.motion_ratio_heave_l.best,Heave.front.roll_center.z.best,Heave.front.tie_rod_angle_top_view_l.best,Heave.front.mechanical_trail_l.best,Steering.front.ackerman_angle.best,Heave.front.side_view_swing_arm_angle_l.best,Roll.front.side_view_swing_arm_angle_l.best,Roll.front.roll_center.y.best,Steering.front.tie_rod_angle_front_view_l.best,Steering.front.camber_angle_l.best,
59,24.6989,91.4191,223.651,0.270172,0.430268,8.79868,0.863457,0.748283,37.2736,0.646373,4.96973,0.300248,14.3631,14.3194,5.72949,1.5659,1.4106,0.128018,29.6047,1.03737,0.355163,100.775,0.822938,16.477,0.380702,54.1004,55.1397,2.11735,1.59467,0.402379,0.0245322,0.0452187,0.377829,0.244093,10.8943,0.00600245,0.130641,0.0100032,0.0441145,0.0426748,3.15393,0.724665,0.510498,
60,24.6989,138.002,340.815,0.178975,0.426494,11.7424,1.07318,0.873079,49.8757,0.834864,8.91759,0.327836,27.2737,27.1724,5.93127,1.77652,1.77719,0.10611,40.9345,1.89973,0.585576,115.089,1.2893,26.849,0.475961,82.807,81.9362,2.31446,2.15333,1.49004,0.0572733,0.0452187,0.377829,0.268448,11.4609,0.0202249,0.130641,0.0100032,0.0441145,0.0426748,1.71684,0.724665,1.25226,
61,24.6989,87.6883,229.655,0.281667,0.435921,7.9249,0.798352,0.800411,42.8191,0.710189,3.51212,0.327978,10.8157,10.7183,5.9778,1.47901,1.36852,0.0876735,24.558,0.997794,0.539425,107.173,0.979169,13.2998,0.471003,54.8146,51.8395,2.51727,1.33501,0.381373,0.199712,0.0452187,0.348043,0.169503,11.4609,0.0202249,0.114564,0.0100032,0.0441145,0.0426748,3.54988,0.724665,0.860767,
62,24.6129,64.917,179.934,0.379143,0.428835,2.64124,0.922701,0.797036,28.1513,0.676317,4.5583,0.562717,8.8077,8.55333,5.71163,1.52147,1.58444,0.0927519,9.35062,1.63865,0.547692,75.6695,0.892561,19.3048,1.56767,37.7141,37.013,2.28556,1.4156,1.17621,0.262395,0.0359992,0.377829,0.266067,11.4609,0.0202249,0.133831,0.0100032,0.0441145,0.0426748,3.04907,0.727528,1.25226,
63,23.9001,82.9913,213.637,0.287983,0.422314,5.97196,1.01946,1.251,31.5809,0.731184,5.35804,0.360004,13.1804,13.046,7.18087,1.46233,1.42677,0.0711782,19.7695,2.41984,3.74354,78.5082,0.974828,23.5138,0.672492,59.8924,59.4639,9.32238,1.20374,0.77036,0.0324153,0.0452187,0.377829,0.26209,11.225,0.0202249,0.0868118,0.0100032,0.0676402,0.0505612,2.74366,0.727528,0.189174,
64,23.9001,73.3358,190.431,0.325899,0.427497,5.17843,0.874795,0.739283,39.3313,0.652099,2.75276,0.209672,7.53461,7.48326,5.35182,1.42414,1.37617,0.120748,18.9082,1.427,0.724356,104.061,0.983915,10.5239,0.208267,37.4527,37.5531,2.26064,1.3381,0.385887,0.107163,0.0416956,0.335028,0.185342,10.8674,0.0202249,0.0868118,0.00909565,0.0676402,0.0505612,3.51962,0.69225,0.553096,
65,23.9001,133.868,354.552,0.178535,0.466235,11.7442,1.50686,0.975028,61.4499,0.736544,6.17396,0.313029,20.3286,20.2157,6.79998,1.53368,1.62457,0.203111,36.7579,3.31529,2.14128,158.546,1.03493,25.5793,0.458201,71.4761,71.8171,8.75916,1.49629,1.30896,0.26543,0.0416956,0.372069,0.161847,11.4838,0.0202249,0.0868118,0.00853579,0.0676402,0.0505612,2.1895,0.727528,1.25226,
66,23.9001,70.096,194.725,0.340963,0.424236,4.23612,1.26162,0.535996,37.0893,0.715828,3.66707,0.194373,6.60697,6.34158,6.14106,1.43502,1.44678,0.111632,20.2205,3.16343,0.467109,105.535,1.12403,17.0368,0.192128,31.7898,31.5612,2.33541,1.57127,0.572566,0.133936,0.114974,0.29772,0.129117,11.3132,0.0202249,0.0472434,0.00853579,0.0676402,0.0418561,3.57597,0.727528,1.26602,
67,23.7392,88.0698,251.375,0.26955,0.442487,4.37191,0.866767,0.895259,39.9512,0.598666,5.16748,0.167851,13.2486,13.1855,6.27904,1.38492,1.51016,0.111516,21.2316,1.35967,2.43677,116.595,0.761467,19.886,0.120935,55.33,56.3891,2.92489,1.14444,0.707382,0.319406,0.102594,0.372069,0.129117,11.3132,0.0202249,0.110505,0.0100032,0.0676402,0.0418561,3.62673,0.727528,1.26974,
68,23.7392,74.0319,208.099,0.320662,0.427271,5.57916,0.985881,0.482531,34.1741,0.538441,2.22932,0.111158,10.358,10.3193,6.21954,1.25103,1.35625,0.0479019,22.0559,1.92159,0.534697,89.6564,0.64165,9.97146,0.0988887,46.8979,46.3367,2.14591,0.6483,0.374825,0.218758,0.102594,0.372069,0.129117,11.3132,0.050139,0.0523311,0.00833744,0.0710529,0.0312473,4.15837,0.839298,0.211728,
69,23.6597,81.8209,233.668,0.289165,0.429492,6.47438,0.618405,0.517413,30.2768,0.663562,3.01967,0.12849,15.3236,15.2802,6.27472,1.46644,1.34769,0.0808057,24.5287,0.36247,0.56369,78.3891,1.17263,12.7696,0.236517,60.7067,60.9221,1.49049,1.3862,0.188323,0.0175216,0.102594,0.372069,0.129117,10.9032,0.0647995,0.0317196,0.00998246,0.0710529,0.0312473,4.28812,0.839298,0.580405,
70,23.6597,55.1578,150.957,0.428946,0.436823,3.071,0.812136,0.440432,29.4542,0.522173,2.21732,0.161605,4.56249,4.38737,6.27423,1.44109,1.37698,0.055293,14.0836,2.02197,0.382242,85.0793,0.824673,9.83943,0.452117,28.1686,27.4742,0.976389,1.54624,0.356231,0.418824,0.0484598,0.114682,0.161847,11.1764,0.0647995,0.0866659,0.00896164,0.0710529,0.0312473,4.97087,0.686504,0.823162,
71,23.4936,43.5616,134.729,0.539319,0.43398,2.2815,0.72527,0.428486,25.0815,0.438539,1.3446,0.112533,2.092,2.07145,6.04509,1.11869,1.38799,0.050986,12.5704,1.44962,0.556241,86.7743,0.774324,7.86524,0.128509,12.4839,12.192,0.715914,0.370748,0.362821,0.417425,0.0987795,0.263198,0.161847,11.1764,0.097544,0.0866419,0.00909769,0.0689275,0.0312473,4.71563,0.686504,1.30237,
72,23.2326,36.5832,86.8991,0.635061,0.422942,2.16621,0.587103,0.452506,16.1193,0.353571,1.13244,0.11893,3.31918,3.31025,6.09364,1.16606,1.34103,0.0355594,11.9654,0.62684,0.342413,26.0063,0.395313,6.50969,0.204711,21.0171,21.1548,1.14891,0.700436,0.0575305,0.189189,0.0987795,0.263198,0.197552,11.1764,0.126213,0.0745333,0.013964,0.0395641,0.0127845,0.321114,0.686504,1.30359,
73,22.9655,78.63,183.897,0.29207,0.451488,7.18901,1.10568,0.537747,42.0081,0.766544,5.91763,0.368532,5.05397,4.88172,7.18839,1.61017,1.55104,0.109735,21.2373,2.55341,0.790238,125.617,1.39988,18.6314,0.972696,20.0319,20.0734,3.53051,1.80066,0.786284,0.4159,0.0987795,0.263198,0.197552,11.0892,0.0818364,0.0959043,0.013964,0.0395641,0.0127845,4.71563,0.686504,1.30359,
74,22.9655,50.8887,132.908,0.451288,0.419275,5.69709,0.76973,0.418728,21.2649,0.440651,2.33798,0.149534,5.25564,5.25002,6.26512,1.25633,1.36377,0.0508252,27.0862,1.39727,0.419525,46.3969,0.683842,11.3685,0.398275,24.7251,24.7973,2.61829,1.16381,0.237223,0.154852,0.121621,0.263198,0.23696,11.5149,0.126213,0.0959043,0.014103,0.0288719,0.0127845,0.3502,0.686504,1.30339,
75,22.9655,77.113,190.427,0.297816,0.411263,9.29612,0.890897,0.402071,25.8896,0.635772,3.11517,0.266382,13.0463,13.0337,7.21636,1.45962,1.44984,0.0647822,36.3267,2.02658,0.365509,48.2144,1.15178,11.2979,0.73311,50.2619,50.0959,5.99861,1.54212,0.633502,0.0795005,0.070005,0.0351919,0.23696,10.9155,0.126213,0.0902438,0.0260396,0.0288719,0.0127845,2.24302,0.816918,0.29886,
76,22.9655,46.5128,159.521,0.493745,0.438356,1.66384,0.498262,0.39343,23.0839,0.311837,1.5291,0.110553,4.87108,4.83062,6.32504,1.14686,1.30994,0.0764438,11.214,0.181778,0.580607,73.9581,0.40667,9.5475,0.21669,33.3995,33.2068,1.76259,0.934215,0.207473,0.407723,0.105537,0.347538,0.207677,10.7221,0.108843,0.0902438,0.0197144,0.0288719,0.0127845,3.76577,0.842341,0.237211,
77,22.4805,134.207,295.227,0.167507,0.438537,10.0941,1.30502,0.528704,48.4663,0.719221,9.94136,0.508952,25.1057,24.992,8.5475,1.79273,1.76653,0.124789,28.5335,2.42579,0.623434,116.517,1.27569,29.5234,1.73639,72.1836,76.7967,11.1713,2.07632,1.6543,0.0842194,0.24093,0.343382,0.235117,11.2097,0.126213,0.0902438,0.00893583,0.0288719,0.0127845,2.64479,0.805403,0.709451,
78,22.4805,88.6539,257.574,0.253576,0.443533,4.36364,0.801635,0.71864,38.4932,0.38742,4.77427,0.202233,14.7283,14.5921,6.60061,1.1396,1.40879,0.0735477,17.9614,1.65859,2.07093,104.399,0.642957,19.6995,0.636335,59.8853,58.656,4.00095,0.848879,0.600324,0.4159,0.207421,0.343382,0.235117,11.5149,0.0663774,0.0902438,0.00858501,0.0288719,0.0127845,4.52042,0.823452,0.608192,
79,22.4805,72.1869,210.458,0.311421,0.44955,5.72684,0.919529,0.351586,42.8016,0.45847,4.44555,0.141026,3.99539,3.94313,6.15121,1.27344,1.52964,0.143854,22.3208,2.26017,0.232125,138.396,0.982551,17.7929,0.252436,18.6079,19.7774,1.26285,1.16804,0.792635,0.268922,0.258185,0.343382,0.235117,11.5149,0.116164,0.0807376,0.00893583,0.0266172,0.0127845,4.52042,0.823452,1.3187,
80,22.4805,51.5425,118.517,0.436155,0.408214,4.57461,0.766302,0.354935,25.8916,0.484242,4.16435,0.195535,2.71004,2.70989,6.40315,1.40405,1.4756,0.0892695,16.6128,1.59987,0.184796,59.6155,1.05635,17.0441,0.453981,11.6234,11.4515,2.46805,1.78692,0.657783,0.0197518,0.0772033,0.312077,0.199053,11.4784,0.115995,0.0902438,0.00893583,0.0266172,0.0127845,2.70272,0.823452,1.31793,
81,22.4805,64.5117,166.08,0.348472,0.418798,6.24926,0.66733,0.355241,31.8043,0.425495,3.39841,0.17501,6.07518,5.65474,6.6727,1.18921,1.42607,0.0563049,24.5945,1.37342,0.285696,85.0623,0.765182,13.343,0.473641,23.5839,22.35,2.74332,0.878353,0.461899,0.142503,0.207095,0.312077,0.118188,10.6497,0.116164,0.0902438,0.00779982,0.0289841,0.0127845,4.52042,0.845329,1.31706,
82,22.4805,92.945,225.415,0.241869,0.450947,5.77755,0.880936,0.509121,50.5064,0.451955,4.56942,0.222713,7.82265,7.68282,11.1365,1.54125,1.39275,0.0987233,19.3714,1.76932,0.744193,129.178,0.853246,15.2289,0.696132,41.411,40.8395,33.183,1.85899,0.480412,0.31048,0.207095,0.296498,0.118188,11.4784,0.111317,0.0892561,0.00779982,0.0289841,0.0127845,4.52042,0.817753,0.691256,
83,22.4805,65.0933,178.478,0.345358,0.413984,3.36376,0.662286,0.382284,23.1443,0.452474,4.76764,0.279173,11.222,11.1401,6.36521,1.38051,1.51952,0.0716665,12.0312,1.30034,0.472442,46.7164,0.984183,18.2298,1.10618,54.4055,54.0371,3.5383,1.75465,1.26541,0.0478633,0.201783,0.29715,0.118188,11.4784,0.116164,0.0892561,0.00779982,0.0289841,0.0183647,5.01324,0.829378,0.331816,
84,22.4805,67.1661,187.21,0.3347,0.427294,5.5479,0.532773,0.384207,28.2097,0.498711,3.476,0.26954,9.48277,9.43193,6.23612,1.25047,1.41867,0.103365,23.1764,0.970456,0.477109,76.9775,1.16178,17.0515,0.775279,40.2099,40.0426,1.35194,1.29512,0.75359,0.0879243,0.0629298,0.284463,0.174035,11.496,0.116164,0.0600189,0.00893583,0.0218901,0.0183647,5.01324,0.816143,0.721615,
85,22.4805,72.9593,205.305,0.308124,0.428988,3.77545,0.668526,0.412074,31.818,0.436648,3.03757,0.212345,11.7328,11.6854,6.0718,1.24411,1.43557,0.0183978,14.1269,1.29722,0.606484,84.2661,0.992606,12.6573,0.454731,54.5646,54.2955,1.51376,1.58789,0.75296,0.363583,0.0629298,0.270917,0.174035,11.496,0.0943015,0.0691924,0.00893583,0.014689,0.0106056,2.01189,0.800915,1.00926,
86,22.4805,105.291,249.791,0.213508,0.4444,8.59808,0.716037,0.414468,32.6719,0.531927,6.40548,0.212026,22.4628,22.2726,7.74747,1.39228,1.42175,0.0757595,26.7874,1.258,0.519167,71.9364,0.977576,19.7542,0.552554,71.5502,70.592,9.98253,1.56895,0.598581,0.423975,0.0629298,0.270917,0.174035,11.7346,0.0345689,0.0606206,0.00749321,0.014689,0.0106056,5.01324,0.798527,0.383251,
87,22.4114,72.2683,201.541,0.310114,0.434181,4.11406,0.785855,0.345309,23.5534,0.411549,3.35909,0.243246,13.9376,13.9352,8.38894,1.24552,1.51433,0.0684047,15.8326,1.95724,0.3697,53.9538,0.907201,14.6853,0.570734,55.7051,56.1779,12.9293,1.56399,0.979522,0.165354,0.0629298,0.28263,0.174035,11.9582,0.0331331,0.0646609,0.00893583,0.014689,0.0106056,5.30934,0.798527,0.96236,
88,22.4114,48.6223,181.468,0.460928,0.44372,3.49807,0.470197,0.282832,25.1185,0.305563,2.35093,0.225736,3.80209,3.74426,5.95982,0.944059,1.47656,0.112372,21.415,0.893083,0.07642,87.9756,0.83852,15.5948,0.902153,27.1123,27.5089,2.47551,0.503458,0.986816,0.425524,0.0629298,0.28263,0.174035,12.1739,0.0153336,0.0914878,0.00893583,0.0192105,0.0106056,5.32003,0.796003,1.31646,
89,22.2516,89.0488,241.744,0.249881,0.424432,11.0237,0.719816,0.455373,33.9129,0.423646,6.03355,0.183956,13.3179,13.2179,6.68989,1.21615,1.42946,0.0936504,43.8766,1.45487,0.640429,87.1056,0.853494,21.0351,0.379879,52.0331,51.5806,3.85985,1.29758,0.466312,0.0734547,0.0629298,0.28263,0.174035,12.251,0.00463339,0.0914878,0.0085241,0.0116787,0.0102133,5.32003,0.796003,1.01241,
90,22.2145,56.2795,166.901,0.394718,0.453962,2.7586,1.05966,0.363974,37.187,0.287531,1.68329,0.369561,1.90786,1.58262,6.07472,1.02361,1.52717,0.131958,14.8641,3.63237,0.612058,120.53,0.613764,11.1166,1.78642,14.9273,13.9161,1.30559,0.825943,1.05218,0.424118,0.0629298,0.28263,0.174035,12.1895,0.0331331,0.0893295,0.00779144,0.0116787,0.0102133,5.09118,0.796003,1.31919,
91,22.2145,82.5887,215.258,0.268978,0.413014,4.86525,0.935833,0.383133,32.283,0.431451,3.36762,0.180791,15.3373,15.3083,6.57743,1.15172,1.35389,0.0796445,16.6923,2.15761,0.459955,70.0501,0.921565,11.5714,0.626771,55.3953,57.452,2.58594,1.1001,0.288784,0.0352011,0.0629298,0.28263,0.174035,12.1958,0.00829283,0.0820902,0.00763475,0.0116787,0.00451971,5.26591,0.796003,0.288213,
92,22.2145,78.1353,222.101,0.284309,0.444885,3.73753,0.67204,0.47219,41.9116,0.3901,2.903,0.196273,9.35936,9.10747,6.16542,1.35594,1.41943,0.0970238,13.7319,1.57137,0.857942,116.952,0.975988,11.3253,0.634031,41.909,41.7702,1.43688,2.08918,0.583841,0.348869,0.101191,0.28263,0.231746,12.0015,0.00772085,0.0820902,0.00763475,0.0116787,0.00451971,5.31715,0.796003,1.09938,
93,22.2145,80.4255,230.982,0.276213,0.459413,3.07281,0.621194,0.474962,44.7065,0.324204,3.75169,0.219703,9.10399,9.02945,5.95661,1.14847,1.5565,0.145665,11.412,1.7064,0.900643,128.049,0.859698,17.0555,0.662227,42.3348,42.1468,0.806639,1.29566,1.09319,0.424308,0.0272657,0.28263,0.231746,12.0015,0.00577338,0.0820902,0.00763475,0.0116787,0.00981597,5.15544,0.796003,1.31537,
94,22.2145,46.64,122.948,0.476298,0.428273,3.28217,0.662823,0.364764,24.5043,0.268406,2.86182,0.117183,2.92004,2.70829,6.12901,1.05563,1.33726,0.0689063,16.1528,2.35726,0.507723,72.0096,0.684756,13.5213,0.286843,16.4513,15.8522,1.63684,1.02008,0.223765,0.142338,0.0272657,0.277002,0.231746,12.0015,0.00577338,0.0804715,0.00763475,0.00793672,0.00754701,5.31715,0.792209,0.95697,
95,22.1344,110.508,308.84,0.200297,0.431112,9.6585,0.607529,0.413325,34.7299,0.425559,5.76877,0.239244,24.7062,24.4383,6.41015,1.27655,1.40242,0.0650874,35.1908,1.1077,0.501373,86.6,1.12844,20.648,0.878092,87.4926,85.8533,2.82504,1.48857,0.482902,0.186282,0.0272657,0.294312,0.246304,11.9595,0.00414648,0.0818137,0.00810723,0.00793672,0.00754701,3.4339,0.79223,0.589551,
96,22.1007,71.9712,199.533,0.307077,0.441822,3.61882,0.568756,0.372464,37.9348,0.352756,2.68879,0.259573,8.60609,8.57757,6.15627,1.05194,1.34156,0.0955673,17.15,1.2455,0.460962,108.118,1.11132,10.7724,1.01869,42.4105,43.2998,0.825686,0.979282,0.24307,0.30562,0.0231827,0.277627,0.253053,11.9595,0.00230057,0.0818137,0.00811095,0.00793672,0.00570985,5.20279,0.786922,0.171813,
97,22.1007,106.044,291.538,0.208411,0.428277,9.01796,0.479317,0.503575,34.6012,0.409964,6.54813,0.175704,22.514,22.3876,6.15956,1.30363,1.51498,0.0615926,36.09,0.711297,0.813229,81.4939,1.17817,24.3491,0.42157,76.9102,78.2513,1.20961,1.68588,0.679337,0.197911,0.0231827,0.277627,0.253053,11.9595,0.0019326,0.0835198,0.00811095,0.00793672,0.00570985,3.88664,0.786922,1.32386,
98,22.1007,58.4377,178.288,0.378193,0.429163,2.56707,0.652523,0.35791,22.1439,0.171125,2.49638,0.179925,10.5775,10.5671,5.86909,1.02295,1.40319,0.0150683,13.4735,1.70152,0.435656,55.3166,0.489147,13.8783,0.328755,52.3407,52.7554,0.623966,0.926739,0.35765,0.403797,0.0167435,0.277627,0.247623,12.0689,0.0019326,0.0835198,0.00811095,0.00793672,0.00754701,3.36454,0.786922,1.30148,
99,22.0678,77.0347,203.249,0.286466,0.41915,9.44901,0.741715,0.421572,32.4193,0.537577,3.82669,0.18311,9.89167,9.83044,6.58718,1.3472,1.38009,0.0702126,33.9187,1.71747,0.568134,80.3279,1.5871,15.1419,0.298038,46.9693,46.7033,2.48125,1.74208,0.21855,0.118264,0.0167435,0.277627,0.235841,12.0905,0.00230057,0.079512,0.00773789,0.0145098,0.00881461,5.36939,0.786922,1.06583,
100,21.955,94.1612,245.959,0.233164,0.434397,5.84996,0.921056,0.377387,39.5623,0.480684,5.63098,0.284299,13.2041,13.1935,11.293,1.28518,1.64444,0.0358344,20.8864,2.26517,0.416939,108.171,1.3774,19.0938,0.822092,48.9448,49.4516,36.632,1.77614,1.25591,0.38851,0.0144707,0.277627,0.249858,11.9651,0.00240703,0.0802468,0.00773789,0.0216618,0.00881461,5.42737,0.778826,1.31638,
101,21.9401,69.0028,188.311,0.317959,0.441667,3.08274,0.695673,0.344852,37.6183,0.322583,2.8578,0.194056,7.28248,7.26244,6.18538,1.30852,1.40638,0.0841989,12.1434,2.01415,0.333089,106.729,0.968983,13.1612,0.407051,34.926,34.9074,5.17673,1.94363,0.418326,0.289539,0.0144707,0.266352,0.250193,12.0883,0.00427679,0.0802468,0.00773789,0.0216618,0.0088248,5.68527,0.771177,1.30388,
102,21.868,53.5165,132.632,0.408623,0.41888,4.55458,0.537193,0.383885,22.4096,0.286973,5.85226,0.222851,5.08856,4.80379,6.37449,1.08629,1.49714,0.0553313,20.0449,1.3422,0.438208,43.8066,0.873701,24.0327,0.537338,23.8894,22.8069,1.97981,1.10476,0.711558,0.0782703,0.0144707,0.266352,0.251437,12.12,0.00275641,0.0768055,0.00773789,0.0216618,0.00995802,5.78014,0.764394,1.32132,
103,21.868,42.3718,141.897,0.516099,0.419872,1.25938,0.470151,0.313563,17.3417,0.111116,1.02131,0.118635,6.55494,6.53331,5.98712,0.87519,1.36553,0.0546136,8.62861,1.12309,0.309586,34.089,0.386276,8.05013,0.135455,45.4063,45.4967,0.493096,0.419142,0.143502,0.037628,0.0129181,0.266352,0.251437,12.3516,0.00227204,0.0768055,0.00773789,0.0190436,0.00638263,5.72897,0.764394,1.32132,
104,21.868,51.4833,149.826,0.42476,0.439043,2.37861,0.583402,0.390743,29.3078,0.181683,1.78924,0.143124,3.88554,3.8669,6.06107,1.08757,1.36861,0.107838,11.2702,1.84071,0.672945,95.4058,0.633791,9.06851,0.208418,20.6354,20.351,0.646894,1.34904,0.0709062,0.265733,0.011539,0.253748,0.252637,12.2788,0.00218747,0.0727641,0.0157915,0.0194756,0.0063675,5.58304,0.747722,1.32132,
105,21.8582,49.9775,195.585,0.437361,0.434177,4.89916,0.646361,0.283113,21.5107,0.13997,1.52488,0.212529,5.98697,5.97759,6.03082,0.883189,1.44802,0.0475586,33.9048,2.45708,0.0639722,63.0258,0.593522,10.0161,0.683107,41.4715,41.6265,0.77319,0.575943,0.628415,0.425711,0.011539,0.251748,0.252637,12.3518,0.00234885,0.0727641,0.0359456,0.0202623,0.0063675,5.57,0.742828,1.32132,
106,21.8336,80.4315,232.666,0.271456,0.430346,4.71841,0.737507,0.431022,30.8181,0.303371,5.16719,0.237208,14.2917,14.1144,6.4761,1.18323,1.5229,0.0446932,19.413,2.06684,0.627179,83.67,1.08617,22.8312,0.755746,58.8564,57.8452,2.57278,1.6522,0.751897,0.235731,0.011539,0.250605,0.246981,12.3705,0.00176364,0.0727641,0.0290272,0.00822353,0.00313313,5.57,0.742828,1.32132,
107,21.8336,80.576,232.124,0.270969,0.437058,3.6277,0.745763,0.435174,40.3923,0.27174,3.55224,0.236153,11.0923,10.9322,6.29714,1.18332,1.37289,0.09416,15.7085,2.25455,0.795766,120.109,0.986428,14.0201,0.508312,49.5323,49.1753,1.58442,1.6444,0.264435,0.104929,0.00954489,0.250605,0.226112,12.3913,0.00176364,0.0727641,0.0186547,0.016336,0.00638263,5.57,0.742828,0.358399,
108,21.8336,38.3606,115.031,0.569168,0.434537,1.4032,0.497932,0.341294,22.7487,0.130126,1.89687,0.189974,1.16048,1.14897,6.12501,0.867303,1.41615,0.0513618,9.75282,1.55054,0.4659,72.258,0.677543,12.7476,0.475928,11.9856,12.4563,1.5806,0.675657,0.387508,0.425711,0.0110253,0.23669,0.246981,12.4005,0.00150709,0.0727641,0.014369,0.016336,0.00562246,5.57,0.731647,1.32132,
109,21.8335,49.9811,124.549,0.436835,0.42442,5.34077,0.576218,0.340791,25.0484,0.241316,2.83895,0.199858,2.96483,2.93261,6.47157,1.16835,1.433,0.0832749,21.1608,1.71815,0.315934,68.768,0.897249,12.8405,0.353378,14.7133,14.687,3.16794,1.70106,0.453519,0.062296,0.00929061,0.23669,0.0875379,12.4005,0.00148686,0.0727641,0.014369,0.012991,0.00562246,5.58304,0.729325,0.535733,
110,21.775,41.8194,109.631,0.520691,0.422361,3.05404,0.427554,0.336558,16.7151,0.13516,2.26484,0.224051,4.67664,4.66692,6.5169,0.970276,1.40896,0.0359537,15.3292,1.00772,0.302455,28.5807,0.561794,11.1966,0.469537,26.4315,26.6169,4.1057,1.08269,0.348131,0.172499,0.00929061,0.225436,0.261195,12.4005,0.00148686,0.0735337,0.0120169,0.0124952,0.00405627,5.58304,0.711067,1.1556,
111,21.775,95.7288,293.666,0.227465,0.445649,7.21157,0.868919,0.384218,40.8398,0.287034,4.16497,0.12569,16.4051,16.2999,6.13877,1.07505,1.48201,0.08156,29.6364,2.55328,0.437657,112.124,1.16928,17.3662,0.112278,64.9275,66.7717,2.16065,1.39826,0.50795,0.426076,0.0086779,0.219262,0.263532,12.4679,0.00156807,0.0725243,0.0130821,0.0124952,0.00405627,0.430974,0.706896,1.35501,
112,21.7029,52.2428,145.123,0.415424,0.42264,4.23274,0.535615,0.41959,19.6212,0.28392,3.01275,0.155445,7.31774,7.31174,6.41344,1.05713,1.45882,0.05284,17.5985,1.43299,0.562405,38.1876,1.08908,13.8883,0.126166,41.2975,40.5037,2.76178,1.45977,0.49807,0.17623,0.0070069,0.219262,0.260468,12.4916,0.00156807,0.0725243,0.0130821,0.0101858,0.00405627,5.58124,0.706896,1.00969,
113,21.6928,86.3565,237.063,0.251201,0.431664,4.57105,0.990013,0.511069,34.882,0.362505,4.32614,0.351536,12.7962,12.7599,11.7847,1.08075,1.50908,0.128503,17.0946,2.83334,0.854258,98.9619,1.19961,16.2054,0.822785,48.9931,49.6883,38.5786,1.21374,0.733442,0.0299236,0.00683719,0.219262,0.26124,12.4961,0.00149211,0.0725243,0.0130821,0.0101858,0.00405627,5.59356,0.706896,1.02631,
114,21.6917,70.5516,197.274,0.307458,0.42725,3.77571,0.775578,0.40581,33.7581,0.242779,2.29672,0.187401,10.1856,10.1572,6.02089,0.963895,1.35471,0.0241865,16.6462,2.19793,0.546889,89.1457,0.989551,9.88327,0.419214,45.3229,45.3141,5.7814,1.15225,0.178699,0.314098,0.00683719,0.219262,0.26124,12.4932,0.00149211,0.0725243,0.0168436,0.0101858,0.00405627,5.65292,0.706896,0.802782,
115,21.6886,56.5369,172.56,0.383618,0.450239,1.60316,0.352861,0.359763,35.48,0.119341,1.06013,0.183067,4.26342,4.2448,6.00927,1.01287,1.39803,0.122077,8.0548,0.713771,0.466062,112.615,0.5251,5.71092,0.374631,28.0595,28.2335,0.836254,1.40539,0.245131,0.425956,0.00655745,0.222896,0.264076,12.4932,0.00184373,0.0725243,0.0168436,0.0101858,0.00405627,5.64746,0.71188,1.29779,
116,21.6886,78.5371,202.491,0.276157,0.419139,7.4788,1.01027,0.388468,33.3208,0.392559,4.76996,0.275983,10.2473,10.0552,7.493,1.23427,1.45138,0.0888663,27.2623,3.01079,0.428622,80.9012,1.29516,16.9291,0.633786,45.7898,45.94,8.99118,1.9071,0.662966,0.137007,0.00655745,0.218876,0.259505,12.4859,0.00350817,0.0690558,0.0168436,0.0101858,0.00405627,5.71647,0.710199,0.677007,
117,21.6855,76.2392,223.342,0.28444,0.414261,7.14837,0.566309,0.383028,20.9567,0.24767,3.395,0.276178,8.57958,8.55209,23.1567,1.09705,1.46622,0.0728869,28.4456,1.56245,0.429906,39.336,0.965389,13.6252,0.997724,41.9019,41.6879,121.143,1.54684,0.535918,0.039387,0.00704343,0.218876,0.259505,12.4859,0.00315001,0.0729746,0.0112827,0.0101858,0.00488835,4.12434,0.708589,1.0631,
