Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.roll_center.z.avg,Heave.front.king_pin_inclination_l.avg,Heave.front.mechanical_trail_l.avg,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.motion_ratio_heave_l.avg,Heave.front.toe_angle_l.avg,Roll.front.camber_angle_l.avg,Heave.front.scrub_radius_l.avg,Steering.front.ackerman_angle.avg,Heave.front.side_view_swing_arm_angle_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Steering.front.camber_angle_l.avg,Heave.front.roll_center.z.std_dev,Heave.front.king_pin_inclination_l.std_dev,Heave.front.mechanical_trail_l.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.toe_angle_l.std_dev,Roll.front.camber_angle_l.std_dev,Heave.front.scrub_radius_l.std_dev,Steering.front.ackerman_angle.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Steering.front.camber_angle_l.std_dev,Heave.front.roll_center.z.best,Heave.front.king_pin_inclination_l.best,Heave.front.mechanical_trail_l.best,Heave.front.tie_rod_angle_top_view_l.best,Heave.front.motion_ratio_heave_l.best,Heave.front.toe_angle_l.best,Roll.front.camber_angle_l.best,Heave.front.scrub_radius_l.best,Steering.front.ackerman_angle.best,Heave.front.side_view_swing_arm_angle_l.best,Steering.front.tie_rod_angle_front_view_l.best,Steering.front.camber_angle_l.best,
64,16.52,37.3303,96.493,0.442535,15.8674,2.81074,4.57085,0.282489,0.197806,0.442854,0.479668,3.66072,0.186279,6.96635,0.614741,1.25045,29.6129,2.49499,18.0968,0.862317,0.404454,0.719146,0.0547492,14.9057,0.339691,42.8465,0.29483,0.798701,7.98623,2.10079,0.0801905,0.00496562,0.0660607,0.110014,0.133813,0.00535059,0.0183774,0.0999229,0.466869,0.726576,
65,16.52,69.5627,181.255,0.237483,30.6434,3.48494,4.98521,0.381872,0.252547,0.654645,0.479094,5.78018,0.264875,20.7596,0.643851,1.2325,70.1522,4.89395,17.6343,1.16318,0.591707,1.48641,0.0506657,20.888,0.596325,69.6808,0.334428,0.57901,11.0884,2.38139,0.0801905,0.00585694,0.0660333,0.110014,0.166587,0.00535059,0.0183774,0.0999229,0.466869,1.06622,
66,16.52,50.9613,147.002,0.324167,21.4554,3.46769,1.98819,0.284054,0.45513,0.549761,0.499524,6.43101,0.212186,13.7377,0.636854,1.24379,44.7901,6.32964,7.88289,0.88366,2.12446,1.23495,0.107642,30.9908,0.629298,65.3093,0.31213,0.619182,11.0884,2.38139,0.0801905,0.00566085,0.0639912,0.116711,0.212422,0.00535059,0.0181424,0.0999229,0.466869,1.06826,
67,16.52,59.181,151.838,0.279143,30.4916,3.3065,3.50291,0.302344,0.262254,0.805577,0.480338,4.64179,0.186757,13.2483,0.654063,1.29861,81.3611,3.99253,13.0161,0.952659,0.618669,2.30707,0.0560895,16.206,0.391136,51.1204,0.331383,0.90339,11.0884,2.38139,0.0755132,0.00688622,0.0639912,0.113625,0.168934,0.00535059,0.0183774,0.0999229,0.466869,1.06826,
68,16.4689,57.6282,164.688,0.285778,35.0262,2.98535,1.57149,0.242065,0.196235,0.543355,0.495904,3.51082,0.199308,11.0271,0.67493,1.15544,102.055,3.38052,6.26083,0.804662,0.503222,1.41468,0.0840912,14.1852,0.552517,46.3942,0.418322,0.377727,11.0884,2.38139,0.0671445,0.00720045,0.0639912,0.112925,0.313154,0.00535059,0.0188002,0.120986,0.491785,0.359399,
69,16.4689,60.0015,153.668,0.274475,32.4769,3.02308,5.4443,0.298897,0.285696,0.629072,0.49821,5.08119,0.161895,10.0657,0.685599,1.35092,94.561,2.9656,18.6272,0.904741,0.724986,1.83948,0.0936328,18.1486,0.346495,44.8021,0.385055,0.979046,11.1165,2.38139,0.0671445,0.00720045,0.0676929,0.112925,0.139042,0.00674056,0.0188217,0.120986,0.491785,1.0791,
70,16.4423,70.8743,242.134,0.231993,50.494,2.61924,5.78942,0.242817,0.181423,0.75659,0.508638,2.46555,0.208832,5.61622,0.622392,1.36914,183.011,1.22499,24.2461,0.859458,0.403711,2.34313,0.175536,10.0821,0.751719,28.2432,0.19065,1.31427,11.07,1.54667,0.0671445,0.00674401,0.0676929,0.112925,0.209964,0.00568111,0.0186949,0.00355625,0.491745,1.07964,
71,16.4423,53.7528,151.247,0.305888,25.344,3.42152,4.37038,0.324606,0.2248,0.327954,0.485897,5.30282,0.0962277,12.0181,0.677256,1.15924,62.0666,4.52297,18.053,1.19082,0.576709,0.741936,0.0403088,21.8658,0.179432,47.927,0.34621,0.469347,11.07,2.39829,0.0782532,0.00525435,0.0676929,0.112925,0.273886,0.00568111,0.0182035,0.00355625,0.480004,0.808662,
72,16.4423,81.164,225.461,0.202581,42.8468,4.45919,4.96674,0.361805,0.265081,1.05428,0.492365,10.0761,0.219007,14.4057,0.750524,1.26642,115.988,7.85248,18.4556,1.16262,0.664871,3.26973,0.0848383,36.2987,0.586073,52.9118,0.592595,0.711989,11.07,2.40888,0.0751864,0.00697442,0.0676929,0.112925,0.186353,0.00568111,0.0181101,0.00355625,0.491257,0.608003,
73,16.3411,70.0017,181.94,0.233438,39.04,2.83631,5.84465,0.319721,0.238866,0.568518,0.490647,4.17414,0.178292,14.3697,0.736122,1.2048,95.3921,2.46117,19.9057,1.00777,0.604552,1.67218,0.0362788,14.4667,0.629107,54.5178,0.545456,0.527625,11.0495,2.4196,0.0782532,0.00697442,0.0676929,0.116748,0.261043,0.00568111,0.0181101,0.00355625,0.534747,0.856738,
74,16.3411,70.1674,214.144,0.232887,46.7549,2.83035,5.40317,0.271695,0.261632,0.762269,0.53005,1.96506,0.160304,9.32966,0.644611,1.25373,148.268,1.645,22.5302,1.03507,0.858231,2.59839,0.188469,8.29009,0.589602,43.5565,0.220697,0.73507,11.0487,2.4243,0.0854912,0.00689851,0.066867,0.114162,0.490252,0.00972645,0.0181101,0.00355625,0.534747,1.08723,
75,16.3205,74.8533,178.196,0.218033,29.3981,4.0741,7.09223,0.425116,0.248438,0.971749,0.469487,8.52539,0.155589,21.4592,0.721387,1.31256,59.5184,6.26299,21.734,1.2507,0.537523,3.05168,0.102637,28.9383,0.381243,67.0909,0.518344,0.676495,11.0495,2.40905,0.0854912,0.00689851,0.066867,0.116748,0.0794576,0.00972645,0.0181101,0.00355625,0.5268,1.08457,
76,16.3205,72.8482,202.98,0.224034,46.7415,3.45754,3.08367,0.45126,0.231017,0.860063,0.506574,5.00105,0.195833,10.3295,0.734079,1.25617,136.268,4.47841,13.0614,1.44438,0.79552,3.09783,0.14434,18.0773,0.832784,45.1194,0.505197,0.839938,11.0495,2.41875,0.0854912,0.00518785,0.0693648,0.116748,0.0281341,0.00958043,0.0181101,0.00355625,0.525773,0.646372,
77,16.2421,68.618,189.052,0.236703,36.2029,3.37557,4.41388,0.275352,0.249447,0.718579,0.482422,6.2379,0.203021,14.5945,0.697511,1.1669,100.715,4.1624,15.1477,0.895968,0.633579,2.18278,0.0771557,21.9135,0.602761,54.6623,0.407077,0.396951,11.0466,2.41875,0.0854912,0.00506191,0.0693648,0.116748,0.0889658,0.0102613,0.0181101,0.00355625,0.527247,0.429856,
78,16.2421,33.8358,122.009,0.480026,23.2022,2.5367,0.766398,0.112098,0.167198,0.525413,0.501653,0.969555,0.0670292,3.29576,0.598548,1.09323,84.9199,0.664673,5.17231,0.641377,0.647317,2.46564,0.0740691,8.1928,0.249035,25.594,0.106543,0.0862188,11.0341,2.41875,0.0854912,0.00531868,0.0664145,0.116549,0.489753,0.00728142,0.0182215,0.00355625,0.537046,0.775542,
79,16.2367,43.1079,111.763,0.376653,18.5869,3.51317,5.9415,0.288268,0.192955,0.600788,0.47531,5.03188,0.0757736,6.27534,0.676244,1.44978,31.0059,4.8298,26.0811,1.11625,0.473683,1.8263,0.0888499,21.5535,0.22551,29.1163,0.409684,1.74173,11.0318,2.41875,0.0746411,0.00520296,0.0664145,0.116748,0.0236483,0.00728142,0.018258,0.0181589,0.536422,1.08862,
80,16.1861,78.3368,214.64,0.206622,46.9151,3.77799,5.4832,0.494374,0.333425,0.83138,0.523234,6.79217,0.0992701,11.1765,0.668655,1.24145,131.285,5.25515,20.6411,1.61184,0.951066,2.43068,0.13388,24.425,0.291946,44.1665,0.329757,0.747711,11.0174,2.41875,0.0857165,0.00531868,0.0664145,0.116748,0.489753,0.00728142,0.0181982,0.00937215,0.536422,0.770228,
81,16.1861,77.4955,193.344,0.208865,40.4521,4.23809,6.03994,0.49186,0.276254,0.828011,0.489648,8.56615,0.134422,14.0913,0.729806,1.1578,104.494,5.80977,20.082,1.4597,0.680577,2.08371,0.07709,27.2178,0.402346,48.4634,0.495572,0.427054,11.0174,2.43598,0.09132,0.00584418,0.0683842,0.12326,0.0885398,0.00838254,0.0181982,0.00851905,0.529886,0.455479,
82,16.1796,53.4483,162.972,0.302714,32.6773,2.90369,2.7182,0.194657,0.219944,0.490565,0.493085,3.88644,0.201327,7.77433,0.670534,1.21824,99.1143,3.00344,11.3504,0.773834,0.589737,1.33484,0.0890921,16.017,0.91264,43.105,0.372277,0.638474,11.0059,2.36304,0.087114,0.00584418,0.0683842,0.120743,0.145259,0.00474699,0.0181982,0.00851905,0.53316,1.08862,
83,16.1796,36.3004,123.703,0.445714,20.3416,2.45723,2.54817,0.221868,0.134131,0.63184,0.498154,1.98823,0.117777,5.54786,0.620251,1.19324,64.8024,0.0783728,12.6809,0.99725,0.309083,2.38752,0.0351075,9.57328,0.521993,35.7229,0.241646,0.659483,11.0059,1.91554,0.0938164,0.00584418,0.0683842,0.121855,0.488631,0.00543496,0.0182715,0.00851905,0.543059,1.05383,
84,16.1542,31.2172,73.7993,0.517477,14.7894,3.58378,1.55021,0.235917,0.143832,0.429777,0.488647,4.19837,0.0436816,3.94263,0.635028,1.17585,18.8768,5.53704,7.20398,1.0577,0.347399,1.31594,0.0601147,21.7105,0.102969,21.4996,0.267031,0.373315,11.0059,2.45301,0.0977798,0.00584418,0.0651482,0.118834,0.139027,0.00543496,0.0182715,0.00851905,0.543059,1.09486,
85,16.1461,46.6674,151.599,0.345982,33.3509,2.66203,2.56635,0.108572,0.216909,0.560632,0.500646,2.58472,0.151145,2.11833,0.637315,1.20986,110.431,1.05016,12.0805,0.449002,0.72367,1.90437,0.0656285,12.916,0.800449,10.2654,0.245129,0.802182,10.9837,2.44961,0.0985986,0.00584418,0.0651482,0.118834,0.490265,0.0091685,0.0182715,0.00851905,0.551639,0.855715,
86,16.1366,24.74,59.6701,0.652248,13.8912,2.97494,0.204111,0.101181,0.101361,0.362701,0.496222,2.59835,0.098217,2.17521,0.627492,1.10905,20.3657,3.53931,2.4009,0.554629,0.222307,1.33716,0.0340365,17.8916,0.51423,14.8375,0.274125,0.11678,10.9837,2.45091,0.101535,0.0129819,0.0651482,0.118834,0.490327,0.0091685,0.0182715,0.00739951,0.557359,1.09469,
87,16.1366,106.973,316.546,0.150847,65.2439,3.83774,7.11946,0.348324,2.31117,1.34809,0.54944,8.53369,0.302187,15.4536,0.666485,1.25916,187.046,6.22398,25.4534,1.1481,14.7187,5.04119,0.222071,31.7742,1.10755,64.2793,0.313013,0.632657,10.9837,2.45762,0.101535,0.0129819,0.0651482,0.115477,0.490145,0.0091685,0.0182715,0.00739951,0.547463,1.09003,
88,16.1366,129.856,225.866,0.124265,72.4885,3.94493,7.54183,0.437926,0.442673,1.6634,0.447731,7.66855,0.257904,32.9697,0.706337,1.28704,142.834,4.35721,18.7326,1.00754,1.49319,3.08243,0.201863,20.4785,0.70341,72.8181,0.422772,0.531075,10.9837,2.45762,0.101535,0.0111386,0.050437,0.121318,0.0474464,0.0091685,0.0182715,0.00739951,0.511878,0.613676,
89,16.1366,48.4582,95.331,0.333,25.2344,2.94338,2.60048,0.226032,0.183359,0.608542,0.465495,2.98481,0.137464,11.2853,0.658434,1.13056,66.5853,2.77869,12.3532,0.977002,0.492845,2.1285,0.0696836,11.5397,0.448913,37.5863,0.319945,0.299647,10.9725,2.45249,0.0966301,0.0129819,0.0651482,0.117424,0.196657,0.0091685,0.0182114,0.00739951,0.52738,0.258047,
90,16.1366,50.0308,149.894,0.322534,30.2782,2.9689,3.23851,0.280131,0.156206,0.42928,0.492935,4.04197,0.0793124,6.21694,0.649076,1.1993,93.8733,3.00644,12.6412,1.02578,0.369451,1.50458,0.0798097,16.2169,0.250964,27.2265,0.267853,0.674327,10.9837,2.44815,0.101535,0.0129819,0.0651482,0.117565,0.26897,0.0091685,0.0182715,0.00739951,0.561772,0.787214,
91,16.11,151.265,609.718,0.106502,111.639,4.21608,6.16156,0.370369,0.257968,1.18337,0.553377,8.9441,0.23267,15.7243,0.7479,1.23382,517.51,6.85772,19.8974,1.12677,0.677408,4.50151,0.376639,32.6512,0.893437,61.4515,0.494688,0.707949,10.9837,2.44815,0.101535,0.0099417,0.0651482,0.124592,0.0755108,0.0125529,0.0183016,0.00739628,0.559634,0.22833,
92,16.11,33.7502,90.8836,0.477331,20.8518,2.86771,2.09021,0.162905,0.118163,0.540118,0.488007,2.6055,0.15357,2.0933,0.674563,1.10437,61.5053,2.75998,10.7214,0.71832,0.293454,1.9696,0.067222,14.1521,0.798235,12.7565,0.390905,0.179747,10.9698,2.44529,0.107437,0.0099417,0.0650387,0.124592,0.386506,0.0125529,0.0183016,0.00739628,0.564311,0.565524,
93,16.089,47.0761,151.588,0.341767,28.4018,3.03601,2.13588,0.16489,0.130734,0.373782,0.492128,2.59703,0.0579511,7.92264,0.613615,1.14963,86.453,3.49206,12.2435,0.705062,0.354349,1.11776,0.0442874,13.7168,0.209663,40.5372,0.176813,0.266876,10.9318,2.45377,0.114983,0.0099417,0.0645083,0.124592,0.280717,0.0125529,0.018297,0.00739628,0.229911,1.09265,
94,16.089,41.9234,126.615,0.383773,26.6004,2.68614,1.82776,0.123886,0.131785,0.513287,0.487136,2.09008,0.0859293,5.53015,0.627731,1.21913,79.4712,1.28109,10.8122,0.502072,0.365916,1.94431,0.0560631,10.2923,0.333208,34.3445,0.163868,0.759455,10.9318,2.45377,0.116027,0.0099417,0.0650202,0.134197,0.120198,0.0125529,0.0183016,0.00739628,0.589627,1.09306,
95,16.089,45.2176,143.152,0.355814,26.2046,2.56837,3.02822,0.17495,0.214449,0.458781,0.49686,2.30418,0.0890607,7.84576,0.626178,1.20614,77.2112,0.591172,17.9197,0.759879,0.71373,1.8497,0.0279278,11.0838,0.339303,45.6926,0.176974,0.658909,10.9506,2.45377,0.119388,0.0099417,0.0650387,0.134197,0.490317,0.0125529,0.0183016,0.00739628,0.587581,1.09261,
96,16.0788,61.4474,181.048,0.261668,32.4947,4.24867,3.33719,0.282859,0.199146,0.612106,0.493996,8.33119,0.162588,9.39672,0.713448,1.17478,90.3289,7.14343,14.2727,1.09785,0.551609,1.89571,0.0295662,35.7297,0.664846,44.3875,0.463186,0.324174,10.9506,2.45377,0.119465,0.0099417,0.0659243,0.128091,0.364031,0.0134146,0.018322,0.00739628,0.588725,1.09176,
97,16.0788,81.1392,211,0.198163,43.8146,3.1711,7.74814,0.296637,0.330368,0.90042,0.507742,5.98079,0.210238,16.296,0.679759,1.20338,119.81,3.26759,23.1929,0.958755,0.98895,2.77356,0.125734,20.3069,0.87981,60.778,0.261841,0.622816,10.951,2.46176,0.121961,0.0099417,0.0637452,0.128091,0.233769,0.0134146,0.018322,0.00739628,0.589627,0.827911,
98,16.0788,84.4479,168.588,0.190399,35.0048,5.07929,9.26201,0.34803,0.154667,1.00085,0.493862,9.22246,0.309244,21.3427,0.747651,1.48233,100.846,6.27877,22.2476,0.905293,0.309287,2.11787,0.179238,24.2932,0.703257,56.7948,0.470944,1.1216,10.951,2.45275,0.121961,0.0127496,0.0507852,0.123893,0.063029,0.0134146,0.018322,0.00739628,0.117348,0.873785,
99,16.0788,52.4319,146.538,0.306661,25.4309,3.47598,3.97691,0.188392,0.15315,0.423107,0.479617,4.14249,0.205789,12.0434,0.675173,1.23704,71.5393,4.32197,16.1737,0.702546,0.345614,1.38303,0.0758357,18.2996,0.835748,52.0877,0.341037,0.735519,10.951,2.45567,0.121961,0.0117006,0.0637452,0.128091,0.105312,0.0129696,0.018322,0.00739628,0.589658,0.928521,
100,16.0619,44.6639,125.257,0.359617,18.428,2.59463,5.64181,0.257037,0.152627,0.490019,0.472431,2.68997,0.0730142,11.7801,0.711714,1.37252,37.3586,0.631682,21.8577,1.01002,0.409013,1.54748,0.07876,10.723,0.231848,56.0341,0.47884,1.14864,10.951,2.45692,0.121961,0.00721703,0.0637452,0.130241,0.118785,0.0134146,0.018322,0.00669573,0.578428,1.09176,
101,16.0619,67.2067,180.86,0.238993,34.0191,3.14567,5.89949,0.327384,0.190424,0.483781,0.484871,4.34607,0.23305,16.031,0.655001,1.39084,83.728,3.16523,20.452,1.0637,0.544595,1.57837,0.0747375,16.1677,0.802116,60.915,0.312852,1.387,10.9473,2.45235,0.121854,0.00721703,0.0661304,0.0859513,0.0331836,0.0134884,0.0183963,0.00669573,0.211243,0.545105,
