Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.rear.toe_angle_l.avg,Heave.rear.tie_rod_angle_top_view_l.avg,Heave.rear.roll_center.z.avg,Heave.rear.side_view_swing_arm_angle_l.avg,Heave.rear.motion_ratio_heave_l.avg,Heave.rear.toe_angle_l.std_dev,Heave.rear.tie_rod_angle_top_view_l.std_dev,Heave.rear.roll_center.z.std_dev,Heave.rear.side_view_swing_arm_angle_l.std_dev,Heave.rear.motion_ratio_heave_l.std_dev,Heave.rear.toe_angle_l.best,Heave.rear.tie_rod_angle_top_view_l.best,Heave.rear.roll_center.z.best,Heave.rear.side_view_swing_arm_angle_l.best,Heave.rear.motion_ratio_heave_l.best,
135,4.18353,31.663,61.8838,0.132127,2.05025,3.36939,13.6991,11.6266,0.917647,5.487,1.96147,30.7637,31.1345,1.30353,0.108839,2.29162,0.907763,0.111053,0.328128,
136,4.18339,36.2964,73.2265,0.115256,2.58314,3.22629,14.9566,14.7717,0.758595,6.2863,1.61847,32.6414,33.4906,1.22311,0.166582,2.66766,0.907604,0.110496,0.328128,
137,4.18339,21.4423,48.6228,0.1951,1.99099,3.02789,9.28651,6.63009,0.506808,5.62621,1.19966,25.1807,25.0793,0.702844,0.102702,2.66789,0.907763,0.110496,0.328128,
138,4.18339,11.6211,30.0813,0.359982,0.813068,3.02845,3.51776,3.77883,0.483002,3.92375,1.50026,13.8099,17.6203,0.810988,0.154404,2.66826,0.907763,0.110496,0.328063,
139,4.18339,27.1069,61.9391,0.154329,1.73173,3.22635,11.4751,9.95633,0.717435,6.09794,1.73696,28.2821,28.3132,1.13565,0.166872,2.66835,0.907763,0.110104,0.328113,
140,4.18339,32.9961,63.9148,0.126784,3.67283,3.70905,14.433,10.3015,0.879821,6.99203,2.39176,29.8945,24.5197,1.3721,0.16677,2.66835,0.907937,0.110104,0.328113,
141,4.18332,42.7058,73.192,0.0979568,3.19449,3.56686,15.9505,19.0501,0.943747,6.76348,1.94124,34.8899,40.2166,1.24334,0.103904,2.66835,0.907943,0.110104,0.328046,
142,4.18316,38.6196,75.5577,0.108317,2.78028,3.48667,17.8185,13.8113,0.722806,7.46617,2.14608,36.9799,38.5169,1.10134,0.0675616,2.66846,0.907913,0.110104,0.238594,
143,4.18315,42.6539,68.8571,0.098072,2.76692,3.49616,17.9254,17.3297,1.1357,5.87392,1.83896,33.0159,36.8195,1.68833,0.122997,2.21812,0.907903,0.110104,0.328046,
144,4.18293,25.0919,53.2051,0.166705,1.94953,3.10279,8.27024,11.1895,0.579786,4.92617,1.55672,23.7394,30.926,1.04481,0.16677,2.26276,0.907903,0.109465,0.238608,
145,4.18286,24.0206,58.1144,0.174136,1.56933,3.01336,10.2418,8.53083,0.665263,5.22587,1.49651,29.228,28.715,1.15437,0.119644,2.37912,0.907887,0.109148,0.328046,
146,4.18286,20.6817,44.9449,0.20225,0.858307,2.95746,9.97712,6.14795,0.740823,2.90121,1.11387,25.3792,19.3567,1.33518,0.0684929,2.01455,0.907887,0.109099,0.328194,
147,4.18286,34.3794,69.3104,0.121668,2.88308,3.32809,10.9105,16.2607,0.99695,6.78714,1.74961,25.3583,41.171,1.5852,0.111812,2.66888,0.907873,0.109095,0.328194,
148,4.18279,30.1051,61.8165,0.138939,1.89237,3.17261,13.5765,10.6424,0.821266,5.52109,1.51906,31.6507,30.6328,1.35663,0.0926033,2.41091,0.907873,0.108888,0.328194,
149,4.18273,33.6597,67.5664,0.124265,2.15468,3.4608,12.7882,14.2435,1.01243,5.68613,2.05326,30.8692,37.4361,1.64958,0.167031,2.66896,0.907873,0.108875,0.328194,
150,4.18273,24.2759,56.5949,0.1723,1.44926,2.84219,7.80053,11.6881,0.495825,4.13223,0.836862,23.212,36.7957,0.847237,0.0650114,2.49568,0.907873,0.108586,0.303949,
151,4.18265,47.8662,79.7373,0.0873821,3.57905,3.93323,19.679,19.8463,0.828583,7.89786,2.58947,35.5445,39.9792,1.26677,0.148733,2.66905,0.907885,0.108586,0.328194,
152,4.18233,16.5037,46.6898,0.253418,1.71384,3.12108,6.19056,4.98711,0.49111,6.5153,1.91416,23.4897,23.2394,0.669946,0.167031,2.66912,0.907872,0.108084,0.328194,
153,4.18233,35.3272,61.5331,0.118388,2.26298,3.60992,18.4005,10.174,0.879883,5.59065,2.32296,37.8011,26.1715,1.40396,0.0719499,2.37388,0.907848,0.108084,0.3282,
154,4.1823,39.6945,76.396,0.105362,2.8618,3.38045,13.8547,18.8553,0.742256,6.49314,2.0185,31.5091,41.1468,1.10703,0.167076,2.23759,0.907848,0.107859,0.274087,
155,4.1823,30.8388,56.9778,0.135618,2.0906,3.28971,12.5391,12.1831,0.736354,5.90237,1.86552,28.8505,30.2964,1.11367,0.167,2.66916,0.907848,0.107422,0.238239,
156,4.14841,36.6415,61.9144,0.113216,2.39534,3.78019,18.9923,10.6315,0.842232,5.79386,2.52784,36.8163,27.8887,1.2356,0.069933,2.54576,0.907848,0.10742,0.238189,
157,4.14841,37.002,65.8804,0.112113,2.08455,3.49163,17.7293,12.9112,0.785311,5.16434,1.86008,34.4968,33.6712,1.23482,0.10915,2.6694,0.907848,0.107422,0.269241,
158,4.14841,33.4228,66.9887,0.124119,2.48246,3.34868,12.4323,14.458,0.701401,6.52777,1.86274,27.5804,37.0084,1.10334,0.166616,2.38143,0.907859,0.107422,0.249897,
159,4.14841,25.9912,60.4736,0.159608,1.67058,2.88933,8.58779,12.0358,0.807697,4.43188,0.83427,23.8886,34.5545,1.46396,0.166616,2.66935,0.907859,0.107422,0.293976,
160,4.11297,25.1244,56.7422,0.163704,2.10003,3.15965,7.77052,11.471,0.623196,5.49761,1.63573,20.7962,32.7268,0.99856,0.166608,2.23443,0.907859,0.107422,0.259314,
161,4.11297,26.4667,57.1934,0.155401,2.18734,3.22256,9.4332,10.9759,0.647719,5.52555,1.97177,25.9626,33.7377,0.967308,0.166557,2.14854,0.907835,0.107643,0.259314,
162,4.11297,32.1625,63.0788,0.127881,2.10697,3.56656,14.8477,10.7544,0.886872,5.5468,2.16086,30.9432,26.5348,1.41476,0.166458,2.66968,0.90785,0.107699,0.259314,
163,4.11297,36.2994,65.3605,0.113307,2.52665,3.49563,14.9208,14.5626,0.793772,5.84684,2.05458,31.4796,31.7992,1.34653,0.166458,1.67676,0.90785,0.107699,0.259314,
164,3.98233,27.4453,61.8856,0.1451,1.56918,3.26223,13.6892,8.2421,0.682598,5.78146,1.91906,33.6722,26.2373,1.14064,0.15124,2.66974,0.90785,0.107699,0.128739,
165,3.91921,25.4349,62.2585,0.154088,1.74451,3.10878,9.94059,10.0724,0.568637,5.18724,1.70466,26.0713,34.4512,0.926516,0.116897,2.6698,0.90785,0.108074,0.0654748,
166,3.91921,45.9007,87.8333,0.0853846,3.85097,3.52652,17.2866,20.1346,1.10207,8.76036,2.18702,35.787,43.6997,2.12691,0.166361,2.66965,0.907864,0.108074,0.0654748,
167,3.9023,25.6983,58.4966,0.151851,2.59414,3.25202,11.3259,7.95202,0.574236,6.73553,1.96622,31.2128,23.5918,1.0798,0.166343,2.66976,0.907864,0.108074,0.0485482,
168,3.9023,37.0381,69.4934,0.105359,2.91091,3.38416,14.9945,14.9678,0.780755,7.18476,2.05952,30.9605,34.1819,1.40589,0.0741112,2.39549,0.907864,0.108074,0.0485482,
169,3.9023,32.2616,72.3989,0.120958,2.01072,3.06421,13.1304,13.5575,0.498827,5.80871,1.37186,31.3627,37.9384,1.04827,0.1663,2.66976,0.907874,0.107633,0.0485482,
170,3.9023,28.1266,60.0471,0.138741,2.15103,3.2725,13.0821,9.24075,0.380205,6.89816,1.78852,32.187,25.9009,0.752443,0.15806,2.66981,0.907874,0.104027,0.0485482,
171,3.9023,30.3322,71.9467,0.128652,2.91502,3.41093,10.7042,12.9522,0.349819,7.43373,1.94758,27.8397,37.7924,0.666361,0.1663,2.66981,0.907874,0.107611,0.0485482,
172,3.8905,38.1632,65.6181,0.101944,3.16296,3.75473,13.9643,16.5479,0.733289,8.47991,2.27672,28.7364,37.5535,1.38515,0.0825416,2.66974,0.907874,0.107633,0.0366262,
173,3.88273,27.2695,55.9936,0.142383,1.11772,3.26759,11.8407,10.5261,0.517349,3.87036,1.84149,25.7713,28.6454,1.19144,0.0566434,2.66981,0.907874,0.107692,0.0288379,
174,3.88273,32.3844,70.9635,0.119895,2.71506,3.53623,10.7853,14.8919,0.455834,6.63851,2.16055,26.0713,39.7198,0.942463,0.166361,2.66981,0.907948,0.107692,0.0288379,
175,3.8808,29.2906,61.9551,0.132493,2.43849,2.97907,9.75523,13.6659,0.451874,6.19657,1.40166,24.0461,35.5139,1.15299,0.16651,2.32405,0.907984,0.107847,0.0272306,
176,3.87207,16.546,36.5848,0.234019,1.65518,3.11414,6.55449,4.87933,0.342836,4.9658,1.38408,19.2839,17.8895,1.07375,0.166404,2.66996,0.907984,0.107824,0.018237,
177,3.87207,24.8312,57.804,0.155936,1.04692,3.02226,8.43955,11.8575,0.464962,3.52424,1.47254,22.1009,34.7832,1.32968,0.0473956,2.67015,0.907992,0.107847,0.018237,
178,3.87207,29.6114,59.3057,0.130763,2.62277,3.41204,11.5539,11.4294,0.593362,7.17682,2.1416,26.368,28.5858,1.4103,0.16622,2.67015,0.907992,0.108053,0.018237,
179,3.87207,31.8582,66.8926,0.121541,1.92115,3.14886,10.7281,15.5955,0.464612,5.07819,1.32121,25.1808,38.0433,1.06352,0.16611,2.67012,0.907992,0.107829,0.018237,
180,3.87207,37.0453,76.0903,0.104522,2.60445,3.50988,12.09,18.3477,0.493321,6.61208,2.27763,29.8678,42.0656,1.20156,0.16611,2.67012,0.907979,0.108028,0.018237,
181,3.87111,31.2671,58.6303,0.123808,2.11047,3.06616,11.471,13.9285,0.690971,4.97387,1.31049,26.8912,34.0575,1.76027,0.132267,2.24486,0.907979,0.107564,0.0171954,
182,3.87111,19.8921,49.5991,0.194605,0.944029,2.79221,10.539,5.32371,0.293227,5.4717,0.80956,30.4082,20.3773,0.953665,0.11228,1.10533,0.907979,0.108004,0.0171954,
183,3.86877,14.9103,46.1706,0.25947,0.746464,2.98319,6.76422,4.31815,0.0982938,4.08625,1.41696,24.0742,19.5031,0.371044,0.0867646,2.66992,0.908001,0.107945,0.0152239,
184,3.86769,27.3329,58.0798,0.141503,1.62084,3.15611,8.80306,13.1778,0.575111,4.64732,1.83566,22.8231,36.128,1.3638,0.116481,2.27544,0.908,0.107945,0.0141947,
185,3.86712,37.7867,75.2866,0.102341,3.12343,3.55618,14.6334,15.542,0.931642,6.84582,2.2719,30.6411,38.4639,2.03242,0.166446,2.67008,0.908,0.107945,0.0134458,
186,3.86712,24.3242,61.2242,0.158983,1.53235,3.33323,9.61849,9.50476,0.335335,5.71531,2.06823,26.721,31.8151,1.22256,0.158095,2.64449,0.908,0.107945,0.0134458,
187,3.86619,46.6942,81.0086,0.082798,3.91039,3.67523,21.3541,16.7414,1.01308,9.01026,2.3375,39.0981,36.2591,1.99004,0.111268,2.26078,0.908,0.103315,0.0123519,
188,3.86602,24.0387,50.5378,0.160825,1.24582,3.23894,11.3039,8.01355,0.236502,4.69019,1.72524,32.938,29.4518,0.763992,0.166518,2.56742,0.907996,0.107895,0.0122049,
189,3.86595,14.8416,37.434,0.260481,0.570107,2.81765,5.61916,5.623,0.211652,2.06578,0.665485,17.3562,19.6204,0.943381,0.166438,2.66992,0.907996,0.107902,0.0122049,
190,3.86595,26.6875,56.2527,0.14486,2.45379,3.17825,12.7917,7.95308,0.310689,6.01218,1.66733,33.245,26.4592,0.969656,0.118236,2.55679,0.907996,0.107902,0.0122049,
191,3.86593,23.6022,53.1655,0.163795,1.79488,3.16555,12.3514,6.12653,0.163927,5.372,1.65414,32.8289,20.1358,0.601905,0.166438,2.65402,0.907996,0.107781,0.0121655,
192,3.86492,31.1968,67.849,0.123889,1.9702,3.36191,13.7979,11.5467,0.520042,6.11737,1.85104,32.9794,30.8249,1.37499,0.166451,2.67008,0.907999,0.107781,0.0111608,
193,3.86484,26.1464,62.3956,0.147815,3.06194,3.39252,9.97236,9.3274,0.392194,11.4297,2.15154,26.1788,32.7365,1.26864,0.166451,2.66992,0.907997,0.107781,0.0111608,
194,3.86476,27.9864,47.9786,0.138094,2.54987,3.39222,11.8825,9.79965,0.362144,5.85031,2.02608,24.4748,21.7407,1.01574,0.166451,2.50098,0.853291,0.107434,0.0111608,
195,3.86476,34.0271,65.5632,0.113579,2.84792,3.49348,15.4673,11.4964,0.721928,6.65452,2.10958,34.4954,31.5664,1.62686,0.166542,2.66985,0.907997,0.107434,0.0111608,
196,3.86476,37.9552,68.0903,0.101824,2.03699,3.4895,18.732,13.2487,0.44793,5.66025,2.15683,34.4005,30.0883,1.35428,0.160163,1.99305,0.907997,0.107434,0.0111608,
197,3.86475,29.2378,65.4017,0.132183,1.99774,3.01212,10.2918,13.1739,0.76231,6.52203,1.32607,28.8922,36.2751,2.81133,0.128705,2.66992,0.907997,0.10731,0.0110853,
198,3.86471,51.8477,90.2012,0.0745397,4.02569,3.64372,21.5795,21.8531,0.745719,8.55727,2.25953,42.4682,45.6252,1.68459,0.166758,2.6701,0.907997,0.10731,0.0109539,
199,3.86471,29.7243,67.4599,0.130019,2.41377,3.05074,9.85803,14.0404,0.361335,6.19183,1.64464,27.9713,38.5226,1.32718,0.166758,2.52376,0.908002,0.10731,0.0109539,
200,3.86464,36.666,70.5361,0.105401,2.84341,3.49437,13.5451,16.177,0.606132,6.29607,2.16874,31.8466,40.8513,1.49888,0.0653283,2.67016,0.908002,0.10731,0.0109539,
