Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.roll_center.z.avg,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.mechanical_trail_l.avg,Heave.front.motion_ratio_heave_l.avg,Heave.front.toe_angle_l.avg,Roll.front.camber_angle_l.avg,Heave.front.scrub_radius_l.avg,Roll.front.roll_center.y.avg,Steering.front.ackerman_angle.avg,Heave.front.side_view_swing_arm_angle_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Steering.front.camber_angle_l.avg,Heave.front.roll_center.z.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.mechanical_trail_l.std_dev,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.toe_angle_l.std_dev,Roll.front.camber_angle_l.std_dev,Heave.front.scrub_radius_l.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.ackerman_angle.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Steering.front.camber_angle_l.std_dev,Heave.front.roll_center.z.best,Heave.front.tie_rod_angle_top_view_l.best,Heave.front.mechanical_trail_l.best,Heave.front.motion_ratio_heave_l.best,Heave.front.toe_angle_l.best,Roll.front.camber_angle_l.best,Heave.front.scrub_radius_l.best,Roll.front.roll_center.y.best,Steering.front.ackerman_angle.best,Heave.front.side_view_swing_arm_angle_l.best,Steering.front.tie_rod_angle_front_view_l.best,Steering.front.camber_angle_l.best,
166,50.9708,149.776,407.344,0.340313,38.5087,0.301106,5.34418,2.67467,0.818352,0.354043,5.77546,30.8743,0.134047,63.5599,0.23214,1.19941,67.7603,0.85765,20.2346,15.797,2.7011,0.112613,25.8916,39.6013,0.378779,251.752,0.448914,0.485847,22.0954,0.0644402,1.00118,0.332435,0.100091,0.0763079,0.0264682,10.8586,0.0180695,0.00909607,0.0926109,1.03804,
167,50.9489,87.0419,199.699,0.585338,29.7011,0.256086,3.81354,0.417624,0.231936,0.345916,3.02283,24.972,0.0719933,22.8007,0.22748,1.18077,37.9618,0.797873,15.1422,1.99765,0.36369,0.0137081,16.3364,6.15615,0.15795,145.613,0.517744,0.640272,22.0603,0.0646633,1.00863,0.332435,0.0914533,0.311436,0.0282975,10.3611,0.0180695,0.00909607,0.0926109,1.03804,
168,50.9489,725.763,4722.13,0.0702005,665.193,0.203906,4.22628,0.770325,0.485285,0.371515,3.82849,25.1914,0.108162,24.0086,0.157302,1.21859,4500.4,0.809023,22.3785,2.87512,1.9639,0.18394,26.3827,1.55449,0.504467,166.995,0.268243,0.928579,22.0603,0.0646144,1.00182,0.334923,0.100091,0.344064,0.0289876,14.4317,0.0180448,0.00909607,0.099556,1.03804,
169,50.9489,113.206,254.472,0.450054,35.6083,0.315798,5.33129,0.414589,0.361155,0.339111,4.52892,25.0897,0.219795,39.4985,0.244049,1.25488,63.162,0.933053,20.1359,0.443711,0.921878,0.0487684,20.171,1.35736,0.740648,164.752,0.509771,0.785809,22.0603,0.0646633,1.00858,0.329966,0.100091,0.0887687,0.0289876,17.9114,0.0180695,0.0100683,0.105229,1.06413,
170,50.9055,127.993,269.665,0.397721,42.9008,0.351802,7.18703,0.393361,0.823694,0.358588,8.76423,23.9609,0.214959,41.3003,0.287418,1.44974,82.556,0.957836,22.8651,0.163411,2.36718,0.0940437,33.9476,5.22121,0.739684,162.646,0.578825,2.05544,22.0286,0.0646633,1.00858,0.329966,0.100091,0.0869724,0.0289876,2.19559,0.0180695,0.0100683,0.105342,0.736089,
171,50.9055,103.199,258.758,0.493274,30.9239,0.205981,3.11342,0.446273,0.469418,0.342225,5.57842,25.1161,0.113404,35.5251,0.186028,1.17905,43.0099,0.612082,11.0684,0.477545,1.39569,0.0264881,27.2721,1.82301,0.414289,180.289,0.343172,0.595959,21.9946,0.0646752,1.00858,0.328632,0.100091,0.17197,0.0289876,17.3553,0.0180695,0.0100683,0.105342,1.07165,
172,50.9055,152.061,323.244,0.334771,60.6689,0.446984,5.91274,0.542118,1.50131,0.350066,9.46003,24.0994,0.224752,47.3745,0.260417,1.21931,125.964,1.15816,15.7018,0.633744,5.04311,0.0647307,29.4683,4.33736,0.704039,163.486,0.447621,0.69152,21.9946,0.0646265,1.00264,0.32636,0.100091,0.0367628,0.0289876,5.83347,0.0180695,0.0162958,0.107596,0.602687,
173,50.9055,81.3516,212.267,0.625747,34.1582,0.16407,1.75452,0.428307,0.484362,0.35173,1.89257,25.2968,0.0739561,15.4044,0.1869,1.15576,87.1879,0.686407,6.54008,0.533217,2.03949,0.0429394,13.236,1.23401,0.262964,111.412,0.492231,0.4941,22.0286,0.0645994,1.01477,0.328632,0.19118,0.344584,0.0301537,22.9592,0.0182782,0.0162958,0.106907,1.07418,
174,50.8732,142.051,363.499,0.358132,44.0686,0.305522,5.6662,0.481955,0.444761,0.356673,7.86132,24.7829,0.076132,56.6375,0.200388,1.16956,88.2604,0.963223,19.4912,0.556998,0.98264,0.0967533,35.3471,2.62781,0.236176,230.163,0.376871,0.551422,22.0131,0.0644911,1.00906,0.334539,0.19118,0.0443066,0.0310071,12.1387,0.018307,0.0162958,0.106907,1.04675,
175,50.8099,83.7456,133.668,0.606717,25.6215,0.357133,5.33762,0.450425,0.692028,0.335492,6.31385,24.9019,0.321314,17.7047,0.191483,1.51808,19.2676,1.13676,20.837,0.385805,1.92876,0.0538652,27.1742,2.17349,1.44891,78.1197,0.311133,2.53857,22.0131,0.0646765,1.01477,0.334539,0.19118,0.0199322,0.0310071,11.1446,0.0188771,0.0231906,0.106907,1.07871,
176,50.8099,102.438,256.633,0.496005,40.009,0.251058,3.32064,0.412258,0.590225,0.360265,2.4454,24.9433,0.128882,28.5795,0.200454,1.19733,86.6991,0.949641,12.1347,0.428248,2.08569,0.0744046,11.8323,2.19922,0.640246,147.316,0.428611,0.671213,22.0048,0.0646765,1.01477,0.332594,0.195169,0.345186,0.0300103,10.677,0.0184688,0.0231906,0.106907,1.07748,
177,50.7795,84.3849,177.858,0.601761,28.971,0.204079,4.69354,0.458962,0.383935,0.340058,2.2138,24.4639,0.118631,21.1557,0.213461,1.16777,31.4762,0.524117,16.8389,0.426544,1.06522,0.036441,8.66167,3.64288,0.367265,129.151,0.405092,0.393058,21.9853,0.0643417,1.01817,0.334504,0.195169,0.145439,0.0300103,8.80141,0.0184688,0.0231906,0.108583,1.07748,
178,50.7795,111.02,233.366,0.457392,42.8467,0.395675,4.57947,0.51491,0.843697,0.361284,5.96316,25.0755,0.235635,28.6928,0.267459,1.24332,92.895,1.17174,12.9272,0.690457,2.33511,0.122258,21.4527,3.92734,0.729956,116.409,0.529042,0.796049,22.0048,0.0646228,1.00208,0.331322,0.188349,0.0630357,0.0289469,10.9944,0.01819,0.0231906,0.109397,1.0173,
179,50.7055,165.479,315.261,0.306417,66.6704,0.429333,9.12226,0.680096,1.12528,0.386412,13.3313,23.9572,0.411392,47.6531,0.321926,1.39046,132.923,1.00983,25.4486,1.02044,2.5529,0.173965,38.2167,4.67135,1.29649,137.872,0.597457,1.29457,21.9685,0.0646228,1.00592,0.332407,0.198512,0.154426,0.0300103,0.48264,0.01838,0.0231906,0.110354,0.676324,
180,50.6726,100.816,247.255,0.502623,39.8388,0.220145,2.27536,0.433346,0.848327,0.363204,2.26774,24.878,0.10395,28.3532,0.164107,1.07022,93.3176,0.738192,8.07405,0.453081,3.13193,0.0974104,16.2794,2.64971,0.491381,148.44,0.320369,0.328986,21.9496,0.0646228,1.01401,0.332407,0.198512,0.345331,0.0305672,9.38631,0.01838,0.0202457,0.110354,0.603811,
181,50.6726,100.698,244.534,0.503213,30.9317,0.238279,2.9077,0.436363,0.329948,0.347671,2.6938,25.2488,0.0346628,36.2216,0.204189,1.10354,46.042,0.891992,11.2331,0.430377,0.922311,0.0457414,13.7163,2.37184,0.0827074,178.252,0.446217,0.0993894,21.9658,0.0646228,1.01117,0.332407,0.199594,0.157863,0.0305672,11.1575,0.01838,0.0202457,0.110354,1.07748,
