Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.motion_ratio_heave_l.avg,Heave.front.toe_angle_l.avg,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.side_view_swing_arm_angle_l.avg,Steering.front.ackerman_angle.avg,Roll.front.roll_center.y.avg,Roll.front.side_view_swing_arm_angle_l.avg,Roll.front.camber_angle_gain_roll_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.toe_angle_l.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Steering.front.ackerman_angle.std_dev,Roll.front.roll_center.y.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Roll.front.camber_angle_gain_roll_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Heave.front.motion_ratio_heave_l.best,Heave.front.toe_angle_l.best,Heave.front.tie_rod_angle_top_view_l.best,Heave.front.side_view_swing_arm_angle_l.best,Steering.front.ackerman_angle.best,Roll.front.roll_center.y.best,Roll.front.side_view_swing_arm_angle_l.best,Roll.front.camber_angle_gain_roll_l.best,Steering.front.tie_rod_angle_front_view_l.best,
81,42.7583,108.364,282.942,0.394579,5.22512,14.4264,0.476776,48.0211,0.28318,32.6318,0.945172,3.73173,2.623,16.1811,46.0792,1.58161,247.829,0.851731,4.83642,4.87162,6.45409,0.809305,0.427329,3.58074,0.000416744,0.00785209,0.0432509,12.3241,3.09712e-05,2.16844,2.3334,
82,42.7583,101.205,291.629,0.422493,2.73638,9.5237,0.168598,49.1478,0.16036,33.3179,0.968094,2.5437,2.63827,11.7126,38.9819,0.916825,253.795,0.519179,3.42825,4.98831,2.03612,0.84815,0.427329,3.56793,0.000416744,0.00785209,0.0434303,13.9045,3.09712e-05,2.1665,2.44262,
83,42.7583,160.969,344.49,0.265631,6.3488,29.386,0.783233,75.7712,0.395546,39.1846,1.50936,4.68259,2.90741,16.8229,87.5874,2.09677,251.737,0.97244,53.4495,5.05404,7.54425,1.46595,0.427339,3.58074,0.000416744,0.00785209,0.0439996,9.49679,3.09712e-05,2.16609,2.43706,
84,42.7583,130.639,329.935,0.327301,4.95352,19.6512,0.871761,53.3182,0.303317,43.8444,1.05177,3.69465,2.9503,15.0848,58.7211,2.62983,264.83,1.07409,65.2609,5.27374,5.75298,1.56773,0.427143,3.58074,0.000416744,0.00785209,0.0439996,9.42917,3.09712e-05,2.16668,2.4371,
85,42.7443,81.3295,247.575,0.52557,2.87854,5.41121,0.239657,33.1738,0.157445,33.3223,0.649091,2.95326,2.54425,12.2725,16.9747,1.24606,231.852,0.52521,11.0626,4.51666,4.87336,0.567942,0.426744,3.58074,0.000416744,0.00785209,0.0439996,12.3453,3.09712e-05,2.16844,2.44469,
86,42.7443,81.8936,193.121,0.521949,3.71983,11.9774,0.408208,24.9075,0.239063,34.3754,0.49712,2.93606,2.83308,13.1006,35.592,1.59622,146.861,0.796562,5.68692,2.93098,3.94852,1.65758,0.426744,3.58074,0.000416744,0.00785209,0.0439996,9.264,3.09712e-05,2.16737,2.44469,
87,42.7443,89.8838,285.743,0.475551,2.71214,11.2059,0.35612,33.4695,0.297687,36.2706,0.654753,2.41547,2.50175,11.1551,39.8827,1.67087,232.684,1.26769,17.7568,4.54781,1.30172,0.384088,0.426152,3.58074,0.000416744,0.00666491,0.0439996,22.7336,3.09712e-05,2.16844,2.44469,
88,42.7381,90.6196,264.074,0.471621,2.88333,4.98812,0.203955,42.5997,0.162666,33.3416,0.837536,2.86392,2.73879,11.9877,9.9369,1.05962,238.082,0.541644,4.47288,4.68167,4.20235,1.39668,0.426741,3.58074,0.000416744,0.00666491,0.0439996,11.8827,3.09712e-05,2.16782,2.44117,
89,42.7343,64.6573,111.218,0.660935,2.76152,13.7322,0.427074,7.57739,0.130623,34.3148,0.15137,2.8543,2.70815,11.4679,50.6503,2.05751,57.5484,0.483663,6.07383,1.17867,4.3588,1.3469,0.426744,3.57768,0.000416744,0.00500421,0.0397198,13.1977,3.09712e-05,2.16892,2.44904,
90,42.7343,144.473,369.317,0.295795,5.40694,18.9859,0.639936,78.731,0.430149,32.3065,1.55711,3.62461,2.79045,16.8173,60.1155,2.14117,320.965,1.31085,6.32799,6.31205,5.5799,1.44507,0.426744,3.58074,0.000416744,0.00666491,0.0440542,6.28771,3.09712e-05,2.16892,2.44904,
91,42.7343,141.934,343.388,0.301086,6.73869,25.9545,1.17798,65.8389,0.368082,33.1363,1.30094,4.28214,3.13635,17.5648,77.385,3.15919,271.879,1.04635,7.98237,5.38838,6.40948,2.10532,0.426744,3.58074,0.000416744,0.00533012,0.0462031,10.6009,3.09712e-05,2.16892,2.44904,
92,42.7308,148.898,360.177,0.286981,7.36777,14.4045,0.856615,84.7513,0.344476,32.7313,1.67533,3.90048,2.86582,18.7349,43.4159,2.5191,310.252,0.94113,7.51193,6.18702,5.92263,1.2319,0.426744,3.58074,0.000416744,0.00533012,0.0462031,5.15932,3.09712e-05,2.17005,2.45355,
93,42.7308,84.8636,250.649,0.503523,3.21725,7.01068,0.385556,32.9484,0.260011,35.0426,0.644299,2.70972,2.64508,11.7303,15.7514,1.54998,231.817,0.843769,7.21611,4.59075,2.53603,1.00231,0.426744,3.58074,0.000416744,0.00501686,0.0462031,22.4654,3.09712e-05,2.16873,2.45065,
94,42.7308,171.65,398.613,0.248942,5.37817,27.2902,0.828189,96.3496,0.496462,32.4502,1.9003,4.04684,2.90974,15.109,78.7154,2.24696,335.927,1.28945,6.41693,6.76779,5.67812,1.45041,0.426744,3.58074,0.000399886,0.00501686,0.052364,12.6602,3.09712e-05,2.16959,2.06375,
95,42.7308,127.875,311.73,0.33416,6.02595,16.7166,0.599683,51.3243,0.310408,45.18,1.01147,3.78198,2.92503,16.7793,53.0784,1.80998,264.018,0.808902,83.3891,5.1195,5.87658,1.5944,0.42655,3.59294,0.000593705,0.0046422,0.052364,10.2833,1.83884e-05,2.16959,2.45,
96,42.7217,128.286,353.754,0.33302,3.68167,16.303,0.487782,40.6184,0.18613,60.7662,0.811337,2.66049,2.77092,13.0683,53.9983,2.02357,166.798,0.598412,189.446,3.30184,2.33784,1.2593,0.426601,3.59165,0.000593705,0.0046422,0.052364,14.1867,1.83884e-05,2.16959,2.45,
97,42.7217,85.9798,253.908,0.496881,3.26761,8.49102,0.580356,33.4969,0.261749,33.4545,0.657937,3.18607,2.58369,11.4675,22.1059,2.31674,230.511,0.994774,27.7879,4.51295,4.99546,0.632019,0.426601,3.59694,0.000593705,0.0046422,0.053788,12.3752,1.83884e-05,2.16959,2.45,
98,42.7217,102.871,301.076,0.415292,2.85789,6.34306,0.284612,53.5425,0.211154,33.1473,1.0568,2.7957,2.63247,11.9095,13.6542,1.44721,267.831,0.850717,4.20964,5.3164,3.61692,0.886713,0.426635,3.59614,0.000453878,0.00501686,0.0550889,9.33659,1.83884e-05,2.16959,2.45,
99,42.7217,107.935,269.904,0.395808,3.98998,11.709,0.418478,51.5468,0.196309,32.6006,1.0272,3.6326,2.81446,14.031,49.618,1.82058,211.315,0.553719,5.53585,4.2073,5.88057,1.53062,0.426585,3.59614,0.000453878,0.00493534,0.0555479,9.34493,1.83884e-05,2.16959,2.45,
100,42.7198,124.303,332.893,0.343676,3.88439,12.0629,0.348132,66.9292,0.275584,34.1173,1.32308,2.76472,2.59737,13.6938,40.5035,1.47502,281.838,1.08796,7.61762,5.53997,2.99177,0.669271,0.426269,3.5975,0.000453878,0.00493534,0.0540372,9.42678,1.83884e-05,2.17078,2.4556,
101,42.7198,173.266,506.705,0.246556,7.16762,25.5608,0.720114,42.1787,0.489495,89.0397,0.839324,4.28308,2.98761,18.7363,66.4679,1.91501,200.114,1.32869,394.928,3.97422,6.51192,1.81038,0.426275,3.59918,0.000453878,0.004761,0.0543737,9.07849,1.83884e-05,2.17005,0.993537,
102,42.7198,115.244,300.069,0.37069,5.28719,12.1418,0.734864,56.8988,0.133273,32.3869,1.12475,3.71032,2.82611,16.8477,40.9271,2.60864,253.981,0.439233,56.3802,5.03023,6.15619,1.53902,0.426067,3.59892,0.000453878,0.004761,0.0556563,12.2897,2.0495e-05,2.17078,2.45591,
103,42.7198,129.998,333.79,0.328619,4.26543,14.0539,0.519726,56.6893,0.322415,47.0293,1.12026,3.10195,2.89569,13.3055,36.1459,1.78977,266.985,0.925782,83.839,5.26262,3.95388,1.55031,0.426067,3.59646,0.000453878,0.004761,0.0556563,9.66379,2.0495e-05,2.1715,2.45692,
104,42.7185,71.0632,140.177,0.601134,4.64193,10.464,0.560772,9.59781,0.294819,38.5303,0.191786,3.89804,2.88376,14.4279,30.1983,1.91319,74.1642,1.12672,33.2916,1.60364,6.86202,1.70765,0.426067,3.59892,0.000445682,0.004761,0.0557216,12.265,2.0495e-05,2.1715,2.27948,
105,42.7185,178.875,434.367,0.238817,6.17584,18.7328,0.782389,106.722,0.38892,37.5398,2.10783,3.4328,2.99259,17.1081,52.1666,2.44216,370.107,1.17779,37.9085,7.59137,4.6986,1.66133,0.426067,3.59892,0.000395524,0.004761,0.0557216,8.97002,2.0495e-05,2.1713,2.45692,
106,42.7156,120.148,326.401,0.355524,6.01295,17.7463,0.83676,53.5417,0.417461,33.9889,1.05546,3.79216,2.75671,16.9755,54.7733,2.58875,270.508,1.26148,8.92887,5.35968,5.65148,1.32357,0.426297,3.59955,0.000395524,0.00452508,0.0558876,9.37983,1.20518e-05,2.17161,1.74613,
107,42.7156,113.37,219.009,0.376781,7.36478,30.8698,0.670856,22.3705,0.370804,43.3614,0.446035,4.82123,3.09456,19.0469,83.1454,2.19626,139.42,0.93964,60.2821,2.81364,8.22195,1.9519,0.426298,3.59664,0.000395524,0.00452508,0.0558876,10.111,1.20518e-05,2.17161,1.62684,
108,42.7156,81.0392,196.181,0.527098,3.89938,12.6905,0.497576,20.7084,0.286211,36.5157,0.41235,3.42295,2.60615,14.4573,43.7733,1.9762,142.089,0.935576,25.6356,2.82575,5.7773,0.808146,0.426298,3.59946,0.00037502,0.00452508,0.0558876,9.49179,1.20518e-05,2.17193,2.45839,
109,42.7156,95.6926,207.164,0.446384,7.94526,22.7996,0.746639,21.557,0.36149,33.2788,0.428309,5.63372,2.94177,19.3318,67.3612,2.08797,140.339,0.80249,10.8448,2.79014,9.53529,1.53124,0.426422,3.59945,0.000377306,0.00452508,0.0582336,10.7879,9.35525e-06,2.1722,1.97816,
110,42.7156,153.566,370.178,0.278157,7.13159,21.8965,0.892834,79.3449,0.557056,34.8304,1.56828,4.58068,2.76407,18.5535,58.672,2.45016,296,1.47863,21.1346,6.01921,7.69426,1.42846,0.426624,3.59945,0.000380377,0.0044274,0.0581216,10.62,9.35525e-06,2.17228,1.06913,
111,42.7151,57.256,84.0111,0.746037,2.62935,13.3122,0.334737,1.10109,0.180905,34.1911,0.0220744,2.9625,2.52198,11.4471,62.8138,1.75096,46.8101,0.700655,4.98983,1.43781,4.55528,0.390575,0.426303,3.59945,0.00037754,0.0044274,0.0582336,15.038,9.35525e-06,2.17203,2.45839,
112,42.7151,137.87,331.534,0.309822,4.7748,11.7056,0.708398,76.3993,0.523826,36.0022,1.51762,3.48066,2.7575,13.8653,30.293,2.20558,282.306,1.60107,19.4355,5.92507,4.89074,1.21408,0.426303,3.59945,0.000370475,0.00433682,0.0582336,8.99531,9.35525e-06,2.17228,0.925686,
113,42.7148,136.356,349.911,0.313259,4.23177,14.5642,0.655604,73.8845,0.265946,35.0696,1.46081,3.3889,2.83485,13.4598,42.0548,2.32008,299.526,0.843561,16.9352,5.91639,4.80948,1.59666,0.426241,3.59945,0.00037754,0.00433682,0.0582336,9.28419,9.35525e-06,2.17089,1.91567,
114,42.7143,141.555,281.766,0.301751,6.6595,22.1955,0.734143,61.7761,0.382814,40.8622,1.23472,4.80128,2.9083,17.123,71.8056,2.03945,176.872,1.03969,64.2793,3.54285,7.85825,1.52448,0.426166,3.59945,0.000375274,0.00433682,0.0582646,11.2174,1.17574e-05,2.1727,2.46237,
115,42.7143,73.9845,164.267,0.577341,3.7352,7.90201,0.524994,20.8988,0.21157,34.53,0.416783,3.12235,2.64281,13.1281,23.3234,2.23769,143.299,0.817007,8.58615,2.92287,4.40953,0.757968,0.426095,3.59945,0.000375274,0.00433682,0.0588714,9.2908,1.98162e-05,2.17287,2.46345,
116,42.7143,85.6449,204.851,0.498737,3.06653,19.2195,0.663753,20.827,0.387874,34.9566,0.414069,3.58541,2.52422,10.5682,70.1678,2.33061,139.552,1.31226,10.1721,2.77433,5.31786,0.61177,0.426095,3.60014,0.000375274,0.00433682,0.0588714,10.6434,2.36889e-05,2.17257,0.448543,
117,42.7134,111.455,321.755,0.383235,4.24731,13.1429,0.465199,53.4626,0.272377,32.73,1.05467,3.34428,2.73547,15.2072,45.0959,1.90926,266.586,0.979828,5.45786,5.32253,5.4616,1.14389,0.426095,3.60049,0.000375274,0.00433682,0.0588613,10.6717,2.36889e-05,2.17227,2.46012,
118,42.7134,95.1159,272.425,0.449068,2.28467,6.99663,0.220652,45.6843,0.236371,33.7656,0.899733,2.3145,2.71343,9.59592,19.2223,1.23252,245.694,0.866847,2.38694,4.82398,0.979357,1.21023,0.426095,3.60049,0.000376502,0.0043275,0.0588714,19.1975,2.02336e-05,2.17269,2.46248,
119,42.7134,101.631,278.043,0.420281,5.19024,11.7794,0.813714,34.1051,0.329442,42.1428,0.666933,3.76129,2.84166,16.4871,35.015,2.8464,233.331,1.23873,65.3136,4.56534,6.81911,1.41902,0.426095,3.60017,0.000376502,0.0043275,0.0588714,12.3046,2.36889e-05,2.17257,2.46182,
120,42.7134,132.827,413.073,0.321572,1.78431,13.2513,0.54819,35.961,0.104499,74.8891,0.705358,2.99484,2.58813,6.52954,44.4838,2.46717,231.563,0.312587,293.175,4.53822,4.52421,0.864098,0.426095,3.6,0.000376502,0.0043275,0.0588714,13.2599,2.25236e-05,2.17292,1.10874,
121,42.7132,106.351,243.568,0.401624,5.63864,23.3458,0.640051,36.4688,0.188905,32.25,0.726773,4.32728,2.76487,17.675,78.779,2.29484,175.023,0.497212,41.8622,3.48585,7.33034,1.36221,0.426046,3.60017,0.000376502,0.00432255,0.0589337,9.83586,2.12712e-05,2.17311,2.46412,
122,42.7127,114.672,352.532,0.372476,2.6875,6.0462,0.385198,65.8495,0.201909,33.2792,1.29137,2.39865,2.53271,11.079,17.5829,1.90303,320.23,0.922807,3.57772,6.35276,2.20173,0.389317,0.426046,3.60017,0.000376502,0.00432255,0.0590118,15.7463,2.25236e-05,2.17311,2.46412,
123,42.7127,102.235,293.279,0.417789,5.31357,20.4387,0.697995,35.0362,0.331657,33.21,0.685836,3.73346,2.78748,16.3825,70.764,2.40436,235.288,1.04834,4.89591,4.6734,6.50735,1.19185,0.426046,3.60017,0.000373914,0.00432255,0.0590798,12.3658,3.76857e-05,2.17301,2.46349,
124,42.7123,115.878,310.636,0.368596,3.54557,12.5796,0.498016,58.5053,0.301704,32.8372,1.15493,3.60525,2.85065,12.7679,39.2863,1.73256,272.145,0.854733,4.83589,5.29275,5.62553,1.47108,0.426046,3.6001,0.000373033,0.00432255,0.0590798,9.54099,2.18806e-05,2.17282,2.4634,
125,42.7123,77.9324,190.182,0.548068,3.2157,11.6372,0.403348,20.7987,0.243437,35.0763,0.414196,3.43439,2.70913,11.5362,37.3215,1.6401,147.628,0.776395,15.1337,2.87957,5.58336,1.31731,0.426046,3.6001,0.000373033,0.00436063,0.0594286,9.54552,1.38029e-05,2.17317,2.46346,
126,42.7119,74.9399,173.565,0.569949,2.20943,11.4987,0.304223,21.3089,0.223397,33.0924,0.425388,3.2743,2.60317,9.17022,48.3033,1.54311,143.303,0.873804,4.80769,2.85961,5.41977,0.712657,0.426046,3.6001,0.000372948,0.00434541,0.0593848,8.9811,1.38029e-05,2.17323,2.46449,
127,42.7119,104.306,226.536,0.409488,4.90632,25.1507,0.686054,33.6693,0.402673,32.4551,0.67268,3.53598,2.82689,15.2617,77.5519,2.36299,156.35,1.32258,5.23312,3.14838,6.0732,1.45507,0.426046,3.6001,0.000372948,0.00442681,0.0594298,13.0542,1.38029e-05,0.225028,2.34809,
128,42.7119,107.773,229.479,0.396314,3.25414,10.4641,0.613711,53.2627,0.454868,33.0693,1.06436,2.83303,2.75679,11.407,29.4364,2.12245,189.928,1.37807,4.02995,3.85975,3.53541,1.04813,0.426046,3.6001,0.000372948,0.00442681,0.0594298,8.96262,2.05423e-05,2.17329,2.46399,
129,42.7117,105.501,260.875,0.404844,3.70387,13.841,0.561859,45.708,0.277707,34.5273,0.911174,3.28193,2.68862,12.914,44.6788,2.23464,199.346,1.05292,11.5726,3.97491,4.67916,1.04692,0.426046,3.6001,0.000372948,0.00435546,0.0595133,9.83965,2.23864e-05,2.17308,2.46343,
130,42.7112,97.3814,214.069,0.438598,4.34559,9.45392,0.622192,42.8438,0.288855,32.803,0.855873,3.39637,2.77177,13.9769,23.343,2.24324,177.48,0.986065,4.99329,3.53947,5.70754,1.09501,0.426265,3.6001,0.000372948,0.00435546,0.0594929,9.41477,1.66705e-05,2.17346,2.46472,
131,42.7112,62.6479,99.834,0.681767,2.94006,18.598,0.362945,1.44665,0.196867,33.1596,0.028445,3.36249,2.5528,12.5184,76.228,1.91421,41.6151,0.922079,4.02535,0.767246,5.82857,0.485905,0.426265,3.60024,0.000372752,0.00435546,0.0593254,13.2036,1.98278e-05,2.17346,2.46472,
132,42.7112,105.901,276.581,0.403312,4.3309,17.4877,0.354355,34.1684,0.406221,42.1845,0.669974,3.69978,2.59952,13.3264,56.8781,1.56388,228.083,1.2196,66.371,4.46488,6.34623,0.886019,0.426334,3.60024,0.000372752,0.00435546,0.0595188,12.3272,2.31894e-05,2.1733,0.975859,
133,42.7112,94.4065,253.451,0.452418,2.58115,9.37018,0.379482,43.2479,0.0715822,32.8207,0.860404,2.5822,2.49289,10.6723,36.0468,1.90118,211.888,0.336075,10.93,4.20188,3.08399,0.171224,0.426244,3.60018,0.000372752,0.00435546,0.0594938,0.149456,1.33165e-05,1.56949,2.46439,
134,42.7108,78.3317,249.336,0.545256,1.61904,4.45094,0.137413,32.7907,0.132432,33.752,0.641778,2.27621,2.53105,8.46528,7.00959,0.988807,229.217,0.51101,1.82913,4.49631,0.7672,0.454796,0.42628,3.60035,0.000372752,0.0043266,0.0595188,22.6749,2.31894e-05,2.17328,2.46382,
135,42.7103,73.9743,168.124,0.577367,2.83319,9.99805,0.34633,21.277,0.120171,33.0852,0.424513,3.26751,2.6223,11.8103,44.1889,1.76087,143.924,0.373436,4.45255,2.86977,5.51417,1.18484,0.42628,3.60035,0.000372752,0.0043266,0.0593116,9.28537,2.95245e-05,2.1733,1.87511,
136,42.7102,108.496,328.755,0.393656,7.08934,13.8914,0.314489,33.7586,0.187861,47.6232,0.660498,2.36109,2.60995,39.5643,50.7297,1.54793,233.039,0.728545,98.1679,4.55397,1.15644,1.33285,0.426334,3.60025,0.000372568,0.0043266,0.0594458,23.2195,9.14107e-06,2.17348,0.395145,
137,42.71,69.6073,169.393,0.613585,2.6434,5.80933,0.325938,20.7362,0.110268,34.0751,0.41352,2.8922,2.60132,12.038,13.733,1.70793,145.318,0.300002,14.4646,2.90389,3.86739,0.868788,0.426281,3.60071,0.000372413,0.0043266,0.0594253,9.40069,2.2677e-05,2.17337,2.46422,
138,42.71,114.402,295.889,0.373333,5.19243,9.95964,0.493736,51.2385,0.273091,39.8787,1.00972,3.61503,2.74081,16.1124,30.7527,1.73182,257.709,0.916709,49.701,5.14832,6.05585,1.10668,0.426271,3.60035,0.000372341,0.0043219,0.0594253,10.5479,3.62653e-05,2.17357,2.46484,
139,42.7096,58.103,67.4522,0.735067,3.75313,12.8717,0.529781,0.838056,0.111923,33.6274,0.0168017,3.68796,2.66625,13.4413,45.2056,2.21406,4.14137,0.299307,8.21259,0.986111,6.45033,0.82433,0.426218,3.60048,0.000372341,0.0043219,0.0594253,12.3538,1.57677e-05,2.17363,2.46514,
140,42.7096,193.385,451.504,0.220853,7.37942,21.3583,0.834313,115.504,0.5278,39.2168,2.27489,3.34665,2.94271,18.8318,56.9364,2.35245,401.667,1.51011,34.8554,7.81856,4.15589,1.45609,0.426243,3.60048,0.000372341,0.0043219,0.0594253,0.906394,1.43766e-05,2.17363,2.46487,
141,42.7096,137.464,330.913,0.310697,5.80617,13.9821,0.873695,75.6852,0.211322,32.6997,1.49982,4.05547,2.65028,16.4159,53.1395,2.76765,300.373,0.798783,9.68216,5.95874,6.22217,0.741944,0.426243,3.60048,0.000372341,0.0043219,0.059734,9.04534,1.8122e-05,2.17363,2.46487,
142,42.7096,220.907,500.583,0.193338,6.67348,26.729,0.866413,138.792,0.520729,38.0895,2.73405,3.50788,2.99363,17.9007,71.3211,2.40614,423.109,1.38797,44.5484,8.45795,4.32638,1.75136,0.426243,3.60048,0.000372152,0.00431555,0.0596056,9.43491,1.8122e-05,2.17369,2.46515,
143,42.7096,101.174,267.382,0.422142,3.98842,20.933,0.704601,34.6683,0.338574,33.4485,0.679826,3.70416,2.70824,13.854,74.1093,2.4356,231.619,1.077,8.02646,4.95517,6.02526,1.1253,0.426243,3.60048,0.000372882,0.0043219,0.0596056,13.3663,1.99658e-05,2.17369,2.46515,
144,42.7095,127.652,307.899,0.334578,6.17212,13.6135,0.63571,66.179,0.332747,33.4808,1.31052,3.18691,2.74091,17.2147,41.1224,2.17813,256.823,0.939898,6.23834,5.06958,4.37873,0.941888,0.426251,3.60069,0.000372518,0.00432565,0.0595099,11.7389,1.74175e-05,1.83139,2.46515,
145,42.7091,76.2034,174.003,0.560462,2.62388,6.70807,0.211158,25.775,0.157846,34.7641,0.514478,2.8524,2.59643,11.5375,20.8298,1.11335,152.287,0.525011,9.76289,3.0368,3.68041,0.703567,0.426235,3.60043,0.000372518,0.00433385,0.059717,9.26615,2.31783e-05,2.17374,2.46515,
146,42.7091,131.637,333.229,0.324445,5.45398,8.74634,0.816274,56.4027,0.506055,51.602,1.11244,4.24209,2.75549,15.5769,16.2697,2.42932,272.297,1.51127,135.732,5.3313,7.2635,1.06046,0.426235,3.60043,0.000373655,0.00433264,0.0597399,9.21783,3.57835e-05,2.17373,2.24996,
147,42.7091,111.446,250.501,0.383229,3.38385,11.8876,0.596083,41.6642,0.358195,46.3958,0.831011,3.44546,2.88331,11.7133,37.6121,2.06709,201.975,1.15676,77.4226,3.99537,4.90088,1.52547,0.426235,3.60034,0.000373953,0.00433264,0.0597399,9.41889,3.52249e-05,2.1737,2.46505,
148,42.7091,104.949,296.826,0.406952,4.08168,14.4397,0.513103,45.9484,0.21495,32.7848,0.905034,3.39609,2.66494,14.4421,57.0057,2.09688,246.184,0.742346,13.9767,4.83806,5.64195,0.971511,0.42621,3.60027,0.000373953,0.00432027,0.0599477,12.3142,1.73463e-05,2.1737,2.46513,
149,42.709,165.826,436.558,0.257552,4.78266,22.8371,0.672906,86.5481,0.286858,43.1704,1.70169,2.93433,2.89216,14.8646,68.6406,2.32036,351.039,1.02849,73.1633,6.89383,3.13344,1.74469,0.426214,3.60027,0.000374162,0.0043219,0.0601573,11.3067,5.18014e-05,2.17369,2.46502,
150,42.709,116.24,288.894,0.36742,5.06694,11.797,0.624378,51.8326,0.306866,39.8139,1.02223,2.94513,2.83123,15.8429,36.6822,2.27629,250.073,1.16877,37.7409,4.95473,3.47247,1.3501,0.426214,3.60021,0.000377777,0.00432493,0.060289,11.3167,5.18014e-05,2.1736,2.46461,
151,42.709,104.108,286.405,0.410236,3.28506,12.5823,0.604612,45.4966,0.315871,35.4699,0.897867,2.88531,2.57068,12.3623,39.7664,2.40627,245.464,1.18654,17.176,4.81455,3.349,0.59631,0.426172,3.60021,0.000377777,0.00432014,0.0602242,13.8698,2.44293e-05,2.17373,2.46507,
152,42.7089,81.9474,251.495,0.521174,2.19234,5.50488,0.334025,33.3271,0.256015,34.6901,0.65152,2.48036,2.51109,8.87453,11.6713,1.67589,232.068,0.960876,6.47338,4.54357,1.66506,0.312655,0.426212,3.60021,0.000378375,0.00431556,0.0603399,24.8262,4.73885e-05,2.17373,2.46507,
153,42.7089,84.5503,190.675,0.50513,4.12992,7.80961,0.578841,28.1553,0.306156,36.8954,0.562812,3.47582,2.63639,14.4859,20.6229,2.28567,140.62,1.10814,27.2932,2.7998,5.95251,0.783963,0.426194,3.60012,0.000378375,0.00434065,0.0602161,10.7514,3.30922e-05,2.17369,2.46507,
154,42.7087,99.5442,272.293,0.429042,3.66418,12.5687,0.315768,34.0147,0.220899,42.8318,0.665162,2.55417,2.70887,12.9205,46.5445,1.28398,232.764,0.684135,50.8804,4.53759,1.79774,1.13797,0.42621,3.60012,0.000377945,0.00433338,0.0600794,24.6801,3.91079e-05,2.17366,2.465,
155,42.7087,167.367,429.314,0.25518,4.93016,17.652,0.821713,102.67,0.379015,32.5133,2.02337,3.35131,3.0262,15.4405,59.9477,2.76833,363.342,1.38607,11.5627,7.27809,4.8864,2.02023,0.426193,3.60009,0.000380956,0.00433338,0.0602533,9.14328,4.55759e-05,2.17374,2.46518,
156,42.7087,130.032,324.897,0.328448,5.05146,14.7484,0.423257,69.0275,0.228602,33.226,1.36801,3.24344,2.71528,15.734,46.4651,1.46422,273.55,0.598028,6.08537,5.4029,4.91945,1.26951,0.426193,3.60009,0.000380956,0.00434065,0.0604256,9.4932,5.68244e-05,2.08985,2.46515,
157,42.7087,65.2439,157.745,0.6546,1.46578,3.88266,0.124376,20.5989,0.115037,33.4845,0.410864,2.66442,2.49743,7.27654,10.9307,0.906603,149.482,0.396185,3.45512,3.02494,3.46424,0.301016,0.426193,3.60009,0.000382603,0.0043475,0.0605516,9.35991,5.86187e-05,2.17371,2.46501,
158,42.7086,128.129,361.073,0.333325,4.98179,13.6281,0.657448,66.9663,0.394284,33.9984,1.3118,3.50092,2.68979,14.7773,32.1493,1.94694,321.195,1.12879,6.66805,6.27289,5.15381,0.841417,0.426193,3.60009,0.000382771,0.00438504,0.0605513,12.342,5.86187e-05,2.17374,2.43411,
159,42.7085,74.0751,204.371,0.576556,2.58322,10.9919,0.346905,20.0282,0.264409,34.2595,0.397519,2.7662,2.43726,10.8694,51.5,1.74287,144.385,1.14298,5.96602,2.91133,3.06847,0.294164,0.426142,3.6001,0.000382675,0.00437834,0.0605878,12.0593,7.17049e-05,2.17376,1.15847,
160,42.7085,110.182,322.071,0.387618,2.8192,13.2211,0.402851,53.3055,0.20591,33.8041,1.05033,2.88489,2.48791,10.6019,43.4492,1.60237,265.154,0.579423,5.65938,5.28973,3.27159,0.213077,0.426142,3.60009,0.000382675,0.00437834,0.0605878,9.48195,7.15933e-05,2.17376,1.858,
161,42.7085,107.603,297.642,0.396907,3.30379,7.64967,0.609061,53.6664,0.152635,35.4468,1.05758,2.92342,2.79388,11.6338,20.2664,2.43602,269.049,0.455048,15.7839,5.29036,3.59292,1.48306,0.426142,3.60005,0.000381704,0.00437856,0.0606719,9.3231,6.73316e-05,2.17378,2.46531,
162,42.7085,100.061,224.443,0.426823,4.83194,11.1647,0.583921,32.4702,0.236767,43.9216,0.645884,3.37688,2.82953,15.1207,34.0799,2.11397,177.98,0.696635,64.682,3.55729,4.87499,1.40812,0.426142,3.60005,0.00038194,0.00439342,0.0606719,3.31292,6.73316e-05,2.17383,2.46558,
163,42.7085,82.1429,254.746,0.519929,2.2896,6.10459,0.411027,32.9644,0.200249,34.4481,0.646446,2.49033,2.58822,9.68203,12.7013,2.03482,230.421,0.862594,11.3282,4.52167,1.83589,0.828624,0.426142,3.59996,0.000380655,0.00440247,0.0606719,16.0893,6.73316e-05,2.17376,2.46528,
