Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Roll.rear.camber_angle_gain_roll_l.avg,2in Heave.rear.p_rod_length_l.avg,2in Heave.rear.motion_ratio_heave_l.avg,Roll.rear.side_view_swing_arm_angle_l.avg,2in Heave.rear.toe_angle_l.avg,2in Heave.rear.side_view_swing_arm_angle_l.avg,2in Heave.rear.coil_over_length_l.avg,2in Heave.rear.tie_rod_angle_top_view_l.avg,2in Heave.rear.roll_center_gnd.z.avg,Roll.rear.camber_angle_gain_roll_l.std_dev,2in Heave.rear.p_rod_length_l.std_dev,2in Heave.rear.motion_ratio_heave_l.std_dev,Roll.rear.side_view_swing_arm_angle_l.std_dev,2in Heave.rear.toe_angle_l.std_dev,2in Heave.rear.side_view_swing_arm_angle_l.std_dev,2in Heave.rear.coil_over_length_l.std_dev,2in Heave.rear.tie_rod_angle_top_view_l.std_dev,2in Heave.rear.roll_center_gnd.z.std_dev,Roll.rear.camber_angle_gain_roll_l.best,2in Heave.rear.p_rod_length_l.best,2in Heave.rear.motion_ratio_heave_l.best,Roll.rear.side_view_swing_arm_angle_l.best,2in Heave.rear.toe_angle_l.best,2in Heave.rear.side_view_swing_arm_angle_l.best,2in Heave.rear.coil_over_length_l.best,2in Heave.rear.tie_rod_angle_top_view_l.best,2in Heave.rear.roll_center_gnd.z.best,
320,725.917,998.075,1212.65,0.727317,8.65216,0,60.4598,37.669,32.6661,38.7932,97.4717,4.8913,717.472,12.0355,0,350.195,175.147,183.782,179.42,235.901,3.96204,357.853,4.57101,0,0.68414,0.398981,0.205378,0.956743,42.0222,3.03449,651.752,
321,725.917,1096.79,1424.29,0.661856,10.5563,0,35.9914,55.9099,45.9755,57.6652,116.598,5.20211,768.892,17.5954,0,138.032,227.69,205.679,226.062,303.244,4.74146,478.793,4.57101,0,0.68414,0.398981,0.205378,0.613367,42.0222,3.03449,656.24,
322,725.917,1066.01,1910.97,0.680966,10.4401,0,112.929,16.6723,40.2492,18.653,92.9623,4.8075,769.297,19.3018,0,1136,86.3799,235.354,94.1193,232.44,3.59097,546.86,4.57101,0,0.68414,0.398981,0.205378,0.613367,41.3872,3.03449,656.24,
323,725.917,1086.84,1506.59,0.667914,10.4225,0,24.6478,56.1227,43.4542,58.9855,105.036,4.93567,783.239,16.2669,0,131.525,249.561,222.033,258.295,247.875,3.78381,575.775,4.57101,0,0.68414,0.398981,0.205378,0.613367,42.0222,3.03449,656.24,
324,725.917,957.623,1197.3,0.758041,8.23105,0,68.43,23.3522,26.5079,24.6026,93.9616,4.64374,707.894,9.3644,0,672.595,112.862,132.507,114.647,228.66,3.28097,257.555,4.57101,0,0.68414,0.398981,0.205378,0.613367,42.0222,2.44349,656.24,
325,725.122,1108.09,2510.52,0.65439,8.4011,0,213.352,26.3632,28.5392,27.1276,88.4296,5.35124,710.524,10.3964,0,1970.97,138.259,135.462,138.236,208.634,5.53337,272.333,4.57101,0,0.68414,0.253318,0.205378,0.257293,42.0222,3.26211,656.24,
326,725.122,947.68,1012.5,0.765154,9.13508,0,31.589,35.6269,22.1535,37.3082,77.8431,4.95786,729.067,13.9275,0,212.698,173.264,146.577,176.602,159.66,4.21894,366.958,4.57101,0,0.68414,0.253318,0.205378,0.257293,41.3207,3.33059,656.24,
327,725.122,1450.79,5520.32,0.499813,10.831,0,394.765,43.4665,41.667,44.3023,131.362,5.47157,778.922,19.3439,0,5138.15,177.15,181.822,177.2,327.487,5.62127,520.986,4.57101,0,0.68414,0.253318,0.205378,0.257293,42.0222,2.21773,656.24,
328,725.122,1126.42,1826.02,0.64374,10.2843,0,92.1841,45.6044,53.877,48.9211,97.7432,5.33233,772.473,17.5611,0,798.429,215.71,229.015,226.882,220.591,5.03137,514.817,4.57101,0,0.68414,0.253318,0.205378,0.257293,41.7952,3.18117,656.24,
329,725.122,1079.54,1416.41,0.671696,10.7417,0,51.008,42.7196,23.6271,43.5143,132.356,4.98532,770.587,17.9916,0,384.234,191.489,122.103,192.9,328.253,4.39407,456.163,4.57101,0,0.68414,0.253318,0.205378,0.257293,42.0222,3.26443,656.24,
330,725.122,1223.67,2111.45,0.59258,9.97415,0,188.682,48.3856,45.6368,50.1174,128.671,4.73554,747.467,15.9237,0,1240.29,204.633,235.681,208.23,324.249,3.08402,429.065,4.57101,0,0.68414,0.253318,0.205378,0.257293,42.0222,3.33059,656.24,
331,725.122,1159.26,2313.15,0.625503,9.84959,0,169.487,38.8547,27.3843,39.9532,117.22,4.91932,751.593,17.2281,0,1501.04,188.016,149.031,190.275,312.097,4.05653,452.92,3.90211,0,0.68414,0.253318,0.205378,0.257293,42.0222,3.26292,645.612,
332,725.122,1181.55,2918.29,0.613704,9.99202,0,180.7,44.9296,31.3388,46.2476,106.658,4.77868,756.906,17.1148,0,2072.58,194.902,170.827,197.943,277.106,3.40504,457.775,4.57101,0,0.68414,0.253318,0.205378,0.257293,42.0222,3.33059,656.24,
333,725.122,999.08,1255.48,0.72579,8.55705,0,46.4109,44.6788,32.8653,45.6282,93.1547,4.86041,722.924,11.8764,0,346.17,211.631,172.733,212.904,232.071,3.9513,344.939,4.57101,0,0.68414,0.253318,0.205378,0.257293,37.2042,3.21324,656.24,
334,725.122,985.819,1103,0.735552,9.86863,0,50.4597,19.6422,21.0924,20.9437,108.399,4.93184,750.482,16.7133,0,403.079,105.528,107.986,104.09,267.601,4.13906,446.116,4.57101,0,0.68414,0.253318,0.205378,0.257293,41.9696,2.53815,656.24,
335,725.122,1164.93,2282.01,0.62246,9.63487,0,164.85,36.7603,38.4777,39.3202,108.471,4.91663,762.498,15.4819,0,1521.13,177.153,201.597,184.8,270.896,3.68534,464.234,4.57101,0,0.68414,0.253318,0.205378,0.257293,41.9696,3.33059,656.24,
336,725.122,3020.69,30750.2,0.240052,8.1991,0,2168.46,15.3207,14.4883,16.0957,87.4113,4.49899,706.212,11.9165,0,30448.8,87.2653,95.4417,90.2991,245.374,2.78572,313.701,4.57101,0,0.68414,0.253318,0.205378,0.257293,41.9696,2.99374,656.24,
337,725.122,956.069,1062.98,0.758441,8.64076,0,38.0898,34.9326,30.1724,36.769,79.2799,4.6939,723.491,13.0198,0,2069.67,168.628,168.037,170.277,156.424,3.24387,366.367,4.57101,0,0.68414,0.253318,0.205378,0.257293,41.9696,2.601,656.24,
338,725.122,995.722,1546.23,0.728237,8.16066,0,80.1444,30.3169,36.4882,32.8584,88.1756,4.90934,714.669,10.2705,0,805.453,147.334,209.794,153.927,212.049,3.87613,323.324,4.57101,0,0.68414,0.253318,0.205378,0.257293,41.9696,3.33059,656.24,
339,725.122,1110.6,1971.76,0.652911,9.34455,0,135.319,46.5096,24.4512,47.576,110.776,5.16349,731.458,13.8058,0,1418.87,190.753,119.902,192.248,271.446,4.53279,362.258,4.57101,0,0.68414,0.217606,0.205378,0.255274,41.9696,3.33059,656.24,
340,725.122,1684.79,5868.87,0.430393,11.6613,0,623.242,40.3848,38.9997,42.001,132.025,4.73972,791.736,22.5481,0,5052.85,177.755,180.547,182.73,328.384,3.18117,526.953,4.57101,0,0.68414,0.217606,0.205378,0.255274,41.9696,2.39701,656.24,
341,725.122,1125.99,2079.32,0.643988,9.34687,0,134.087,48.8092,34.5255,49.9438,102.882,5.05276,741.34,13.9731,0,1610.78,210.443,176.781,212.245,251.28,4.40722,389.495,4.57101,0,0.68414,0.217606,0.205378,0.255274,41.9696,3.33059,656.24,
342,725.122,1367.9,5380.75,0.530097,9.67688,0,373.356,50.6292,38.4195,51.5764,94.9517,4.47473,744.82,16.2453,0,4882.31,214.236,185.35,214.972,225.625,2.53657,452.004,4.57101,0,0.68414,0.217606,0.205378,0.255274,41.9696,2.66385,656.24,
343,725.122,1027.59,1307.09,0.705656,9.18417,0,31.8589,53.543,31.1519,55.4626,99.2811,4.84837,742.256,13.5854,0,299.441,237.128,186.648,243.763,250.717,3.63754,402.11,4.57101,0,0.68414,0.217606,0.205378,0.255274,41.9696,3.33059,656.24,
344,725.122,1166.24,1981.4,0.621762,10.4786,0,123.581,45.9628,30.7326,47.8501,127.197,5.33811,775.097,17.6571,0,1234.75,192.723,176.239,201.168,307.526,5.17227,520.615,4.57101,0,0.743052,0.217606,0.205378,0.255274,41.9696,3.31383,622.73,
345,725.122,963.496,1027.69,0.752595,8.35551,0,53.2901,29.5661,23.2534,30.4897,99.7021,4.72582,714.113,11.2247,0,347.103,134.145,113.197,136.651,241.98,3.68156,297.794,2.55206,0,0.743052,0.217606,0.205378,0.255274,41.9696,2.44985,656.24,
346,725.122,1367.86,5351.35,0.530114,10.1465,0,333.101,50.3816,42.4071,52.6761,101.581,5.03711,772.53,18.589,0,4155.88,232.325,224.014,239.084,243.134,4.59369,630.221,4.57101,0,0.743052,0.217606,0.205378,0.255274,41.9696,3.33059,656.24,
347,725.122,1024.24,1202.83,0.707963,10.3602,0,27.7188,45.0988,21.8394,46.2977,111.373,4.92579,756.623,18.4807,0,321.042,185.778,127.685,189.145,274.896,4.10479,512.912,4.57101,0,0.743052,0.217606,0.205378,0.255274,41.9696,3.33059,656.24,
348,725.122,1155.03,1581.18,0.627795,11.2035,0,60.3592,54.7233,45.6739,57.4054,127.464,5.67197,792.529,19.8174,0,415.257,210.912,194.735,219.971,309.53,5.96846,559.605,4.57101,0,0.743052,0.217606,0.205378,0.255274,41.9696,3.33059,656.24,
349,724.103,998.659,1220.99,0.725076,9.44959,0,21.406,36.9817,43.5949,39.7142,95.7443,4.77147,746.997,15.5045,0,101.834,172.557,221.975,180.31,241.437,3.57368,452.48,4.57101,0,0.743052,0.217606,0.205378,0.255274,41.9696,3.33059,656.24,
350,724.103,1193.85,2285.08,0.606529,10.3446,0,160.66,44.2427,49.7677,45.4324,106.027,5.02474,772.348,17.2784,0,1622.64,188.352,227.073,189.508,255.153,4.43114,498.754,4.57101,0,0.743052,0.217606,0.205378,0.255274,41.9696,2.79083,656.24,
351,724.103,1040.47,1323.15,0.695938,9.41443,0,58.1351,40.1275,33.4576,41.4052,108.264,4.75269,744.914,14.1801,0,351.29,178.625,186.949,181.519,263.051,3.80183,420.591,4.81942,0,0.743052,0.217606,0.205378,0.255274,41.9696,3.33059,656.24,
352,724.103,1032.8,1245.49,0.701107,9.5896,0,33.8175,49.9784,44.204,52.6997,95.488,4.80872,742.214,14.696,0,138.402,208.51,209.005,214.639,227.317,3.80855,410.943,4.73868,0,0.743052,0.217606,0.205378,0.255274,41.9696,2.81887,656.24,
353,724.103,924.625,972.289,0.783132,9.1189,0,22.6668,17.0046,22.2912,18.1155,96.5775,4.66471,734.185,14.8225,0,113.908,87.0783,136.476,88.4936,263.414,3.69898,405.268,4.81942,0,0.743052,0.217606,0.205378,0.255274,41.9696,2.9106,656.24,
354,724.103,1202.33,2727.2,0.60225,10.2494,0,177.844,41.0709,42.1935,41.3454,121.809,4.82242,762.995,17.0362,0,1960.41,171.599,185.683,165.131,293.963,4.19477,463.453,4.81942,0,0.743052,0.217606,0.205378,0.255274,41.9696,3.33059,656.24,
355,724.103,1142.2,3802.33,0.633954,8.15116,0,303.767,17.3166,11.4594,18.2084,75.1198,4.60575,703.574,13.0543,0,3322.01,113.3,81.5605,114.936,188.692,3.26483,353.093,4.81942,0,0.743052,0.217606,0.205378,0.255274,41.9696,3.33059,656.24,
356,724.103,1132.97,1486.51,0.63912,10.8026,0,42.1667,59.4479,54.2926,62.0934,122.59,5.30115,776.274,17.6608,0,311.516,232.728,275.737,240.229,301.455,5.25889,474.803,4.81942,0,0.743052,0.217606,0.205378,0.255274,42.1577,2.2165,656.24,
357,724.103,1251.59,2433.5,0.578546,11.711,0,166.996,44.891,39.3478,46.5745,116.639,5.55183,819.88,21.872,0,1451.41,204.114,260.53,212.989,273.829,5.54998,716.991,4.81942,0,0.743052,0.217606,0.205378,0.255274,42.9075,3.33059,614.658,
358,724.103,1218.55,2263.59,0.594234,11.3828,0,157.789,46.68,40.583,47.7987,121.083,4.82946,788.402,20.5837,0,1467.23,190.699,180.567,192.377,304.474,3.51541,562.587,4.81942,0,0.743052,0.217606,0.205378,0.255274,42.9075,3.33059,656.24,
359,724.103,993.134,1201.96,0.729109,8.38419,0,28.46,37.0826,37.5262,39.7225,103.909,4.73075,733.32,9.91705,0,137.864,178.31,197.573,189.329,273.254,3.52436,407.516,4.81942,0,0.59205,0.217606,0.205378,0.255274,43.025,3.33059,656.24,
360,724.103,909.661,870.519,0.796015,8.35096,0,22.3792,23.3507,18.0257,24.2695,97.2185,4.77042,711.296,11.3406,0,90.906,109.856,93.5724,110.606,258.522,4.02539,296.228,4.81942,0,0.59205,0.217606,0.205378,0.255274,43.025,3.06922,656.24,
361,724.103,1140.55,2363.41,0.634869,9.84307,0,163.352,37.5945,37.267,39.2458,93.6942,4.71913,754.839,16.7329,0,1763.82,165.618,181.366,166.815,210.177,3.44935,443.282,1.41431,0,0.59205,0.217606,0.205378,0.255274,43.025,3.33059,656.24,
362,724.103,1085.13,1391.11,0.667296,10.5853,0,27.7205,53.3442,44.8061,56.4828,105.663,5.02501,781.504,17.8328,0,144.222,214.553,204.686,224.269,252.227,4.66924,530.094,4.81942,0,0.59205,0.217606,0.205378,0.255274,43.025,3.01495,656.744,
363,724.103,1143.34,1654.59,0.633323,10.9703,0,53.1637,59.664,52.7445,62.1248,110.069,4.70811,789.896,19.4399,0,220.669,242.471,227.937,251.363,278.199,3.33057,554.649,4.81942,0,0.59205,0.217606,0.205378,0.255274,43.025,3.33059,656.744,
364,724.103,1070.24,1905.97,0.67658,9.42889,0,115.955,37.4453,27.0486,38.3986,103.693,4.75305,733.518,15.9652,0,1224.26,172.148,134.11,173.482,257.054,4.03108,417.936,4.81942,0,0.59205,0.217606,0.205378,0.255274,43.025,3.30394,623.179,
365,724.103,1052.59,1348.25,0.687924,9.2619,0,40.8871,60.2767,43.9879,61.558,98.6099,4.759,733.252,14.0628,0,202.589,247.395,197.221,245.166,242.252,4.26689,396.604,4.81942,0,0.59205,0.217606,0.205378,0.255274,43.025,3.25074,656.744,
366,724.103,1275.91,3997.86,0.56752,9.81001,0,272.804,47.0725,29.1014,48.6283,112.302,4.5427,751.646,15.1962,0,3489.86,206.965,141.983,212.377,293.471,3.12964,419.258,4.81942,0,0.59205,0.217606,0.205378,0.255274,43.025,3.17381,656.744,
367,724.103,1076.61,2068.88,0.672577,9.14597,0,133.335,41.8441,19.3056,43.303,100.581,5.17693,723.918,13.161,0,1514.09,176.8,114.346,180.019,249.428,5.16113,328.717,4.81942,0,0.59205,0.217606,0.205378,0.255274,43.025,2.37486,656.744,
368,724.103,1153.58,2316.42,0.627703,10.5867,0,130.129,49.2589,32.8179,50.2773,109.458,4.66614,766.382,18.6664,0,1554.4,207.714,157.998,209.126,270.458,3.91328,499.483,4.82142,0,0.59205,0.217606,0.205378,0.255274,43.025,2.76323,656.744,
369,724.103,1305.18,3031.87,0.55479,10.8902,0,232.73,48.8728,47.3166,50.4182,122.982,5.12463,786.85,18.8817,0,2323.48,192.951,211.893,196.672,296.888,4.82205,524.242,2.69794,0,0.59205,0.217606,0.205378,0.255274,42.7895,2.87925,656.744,
370,724.103,969.29,1167.98,0.747045,9.0461,0,30.5191,34.5259,31.9797,35.5055,89.3861,4.8399,733.488,14.5697,0,236.279,169.491,172.574,172.145,226.355,4.38588,416.497,4.82142,0,0.59205,0.217606,0.205378,0.255274,42.7895,3.33059,656.744,
371,724.103,1351.05,5096.31,0.535955,9.80878,0,366.856,40.2733,40.0384,41.8024,97.72,4.70804,749.846,16.8608,0,4306.03,198.734,238.974,201.362,261.297,3.81974,456.415,4.82142,0,0.59205,0.217606,0.205378,0.255274,32.3699,3.18034,656.744,
372,724.103,1059.49,1595.06,0.683447,8.17989,0,88.3212,45.5698,51.2422,48.4822,93.5721,4.51591,719.604,8.97743,0,783.45,199.36,247.115,210.498,214.747,3.04166,323.39,4.82142,0,0.59205,0.217606,0.205378,0.255274,43.025,2.24611,656.744,
373,724.103,1014.15,1236.48,0.714001,9.26495,0,51.9381,37.4677,36.5514,39.4254,94.5242,4.46327,740.514,14.6789,0,375.277,181.808,185.381,184.816,227.946,2.62263,404.915,4.82142,0,0.59205,0.217606,0.205378,0.255274,43.025,2.9869,656.744,
374,724.103,1154.37,1852.92,0.62727,9.30318,0,129.633,56.2425,45.4279,58.4732,106.661,4.91597,743.715,12.972,0,1140.78,212.299,186.594,216.434,250.181,4.27755,376.269,2.53571,0,0.59205,0.217606,0.205378,0.255274,17.2675,3.33059,656.342,
375,724.103,1021.9,1626.47,0.708588,8.04607,0,99.3582,30.2098,31.1301,31.3039,103.216,4.62868,714.003,10.5776,0,1021.67,162.991,183.808,163.91,276.19,3.3376,336.999,4.82142,0,0.59205,0.217606,0.205378,0.255274,43.025,3.0711,656.744,
376,724.103,1778.7,9066.92,0.407097,10.0599,0,753.903,40.5927,38.6535,42.0723,113.816,4.75202,774.849,16.7547,0,8562.77,205.351,190.587,211.065,306.764,4.38409,547.181,4.82142,0,0.59205,0.217606,0.205378,0.255274,43.025,3.33059,656.744,
377,724.103,1184.85,1855.2,0.611133,10.5789,0,118.068,55.1216,46.6972,56.144,122.924,5.11741,770.202,16.8186,0,1037.3,238.545,194.37,238.664,305.454,5.07293,443.807,4.82142,0,0.59205,0.217606,0.205378,0.255274,43.025,3.25741,656.744,
378,724.103,1133.76,1565.63,0.638675,10.994,0,45.6426,49.508,43.53,52.7638,127.156,5.33946,798.825,18.5598,0,193.098,204.966,213.706,216.394,321.047,5.67819,616.922,4.82142,0,0.59205,0.217606,0.205378,0.255274,43.025,3.33059,656.744,
379,724.103,1183.27,1952.35,0.611949,9.87735,0,113.193,61.1062,50.905,62.2095,123.117,4.92019,757.946,15.294,0,954.051,252.187,209.06,253.204,293.071,4.33185,426.683,2.62702,0,0.59205,0.217606,0.205378,0.255274,43.025,2.34383,656.744,
380,724.103,1062.47,1925.35,0.681526,9.54261,0,144.516,24.9128,17.146,25.8255,99.1711,4.75205,736.608,15.7722,0,1297.88,140.744,96.7456,141.434,255.893,4.13001,400.574,4.82142,0,0.577486,0.217606,0.205378,0.255274,43.025,3.33059,656.744,
381,719.465,1005.66,1949.71,0.715417,7.69227,0,137.753,22.7689,19.3657,23.8185,95.9718,4.64902,693.639,8.19632,0,1582.51,98.6127,88.1223,99.6265,251.264,3.53023,212.121,3.84907,0,0.59205,0.217606,0.0946576,0.255274,43.025,2.84611,656.744,
382,719.465,1053.77,1324.39,0.682752,10.6823,0,51.3547,43.9861,28.3236,45.0817,102.757,4.80923,766.778,18.7177,0,241.137,206.28,133.739,208.183,255.767,4.00843,470.3,4.82142,0,0.59205,0.217606,0.0946576,0.255274,43.025,2.19591,656.686,
