Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Roll.rear.camber_angle_gain_roll_l.avg,2in Heave.rear.p_rod_length_l.avg,2in Heave.rear.motion_ratio_heave_l.avg,Roll.rear.side_view_swing_arm_angle_l.avg,2in Heave.rear.toe_angle_l.avg,2in Heave.rear.side_view_swing_arm_angle_l.avg,2in Heave.rear.coil_over_length_l.avg,2in Heave.rear.tie_rod_angle_top_view_l.avg,2in Heave.rear.roll_center_gnd.z.avg,Roll.rear.camber_angle_gain_roll_l.std_dev,2in Heave.rear.p_rod_length_l.std_dev,2in Heave.rear.motion_ratio_heave_l.std_dev,Roll.rear.side_view_swing_arm_angle_l.std_dev,2in Heave.rear.toe_angle_l.std_dev,2in Heave.rear.side_view_swing_arm_angle_l.std_dev,2in Heave.rear.coil_over_length_l.std_dev,2in Heave.rear.tie_rod_angle_top_view_l.std_dev,2in Heave.rear.roll_center_gnd.z.std_dev,Roll.rear.camber_angle_gain_roll_l.best,2in Heave.rear.p_rod_length_l.best,2in Heave.rear.motion_ratio_heave_l.best,Roll.rear.side_view_swing_arm_angle_l.best,2in Heave.rear.toe_angle_l.best,2in Heave.rear.side_view_swing_arm_angle_l.best,2in Heave.rear.coil_over_length_l.best,2in Heave.rear.tie_rod_angle_top_view_l.best,2in Heave.rear.roll_center_gnd.z.best,
739,715.018,1619.72,6439.36,0.441445,11.1132,0,604.808,34.1977,30.1146,34.6862,128.576,4.53151,771.696,20.4075,0,5689.34,154.76,148.213,155.201,340.112,4.79204,533.199,6.64455,0,0.562903,0.0132055,0.0203175,0.0682393,46.3731,2.58129,657.026,
740,715.018,1135.73,2810.52,0.629567,9.205,0,208.401,35.103,25.03,35.5285,90.3975,4.42718,727.636,12.804,0,2346.08,191.077,142.038,191.758,218.591,4.38872,357.436,6.64455,0,0.562903,0.0132055,0.0203175,0.0682393,46.4166,2.8747,657.026,
741,714.971,1267.23,4211.97,0.5642,9.80393,0,298.061,39.1822,29.3461,40.7856,100.295,4.33644,745.419,14.7008,0,3674.92,188.889,148.933,193.149,249.326,3.89336,398.324,5.58555,0,0.562903,0.0113199,0.0203175,0.0682393,46.4598,3.52484,657.026,
742,714.971,1024.6,1228.09,0.697808,10.4936,0,25.9617,34.3193,27.8621,34.7026,125.919,4.34537,760.991,17.2095,0,280.628,171.913,140.908,173.401,331.082,4.0669,461.625,6.64455,0,0.562903,0.0113199,0.0203175,0.0682393,46.4519,3.52484,657.026,
743,714.971,1564.34,6814.59,0.457043,11.1496,0,463.368,59.6073,42.308,61.021,125.832,4.55444,796.498,17.9207,0,5764.11,259.489,218.245,268.137,307.152,4.46119,590.503,6.64455,0,0.562903,0.0113199,0.0203175,0.0682393,46.4598,2.4565,657.026,
744,714.971,1038.04,1323.2,0.688768,11.5043,0,27.0248,39.6809,31.6256,39.3806,96.3269,4.74087,787.759,20.1801,0,342.289,197.085,182.429,197.973,226.881,4.98254,551.691,6.64455,0,0.562903,0.0113199,0.0203175,0.0682393,46.4598,3.52484,657.026,
745,714.971,1125.23,1563.53,0.635399,11.5128,0,32.7994,53.865,53.2069,56.6061,115.563,4.52264,797.154,19.5545,0,155.613,256.731,258.09,268.156,280.499,4.19119,563.571,6.64455,0,0.562903,0.0113199,0.0203175,0.0682393,46.4854,3.52484,657.026,
746,714.971,958.888,1224.82,0.745625,8.1089,0,37.6978,25.8992,47.2463,27.965,99.3803,4.37106,708.219,9.06987,0,271.975,151.821,291.914,166.207,258.93,4.09455,305.195,2.47323,0,0.562903,0.0113199,0.0203175,0.0682393,46.4854,3.52484,657.026,
747,714.971,1092.74,2508.57,0.654293,9.68454,0,150.88,32.581,25.5646,32.7623,101.74,4.40685,735.119,16.0441,0,1885.83,178.003,160.062,178.722,270.711,4.19826,436.866,6.64455,0,0.55656,0.0113199,0.0215037,0.0682456,46.4854,3.52484,657.026,
748,714.971,973.456,1307.49,0.734467,9.89644,0,19.7888,33.4568,30.0941,33.9988,97.5303,4.1432,744.547,17.2008,0,172.557,206.951,186.678,210.179,259.858,3.0979,482.171,6.64455,0,0.55656,0.0113199,0.0215037,0.0682456,46.4854,3.52484,657.026,
749,714.971,1384.18,6514.93,0.516532,9.68413,0,460.136,24.47,24.4708,24.6631,96.0849,4.63277,740.035,16.0352,0,6254.89,146.014,160.481,147.348,246.366,4.83656,449.828,6.64455,0,0.55656,0.0113199,0.0215037,0.0682456,46.553,3.52356,657.026,
750,714.971,1426.15,5263.57,0.501328,10.9688,0,351.464,58.0144,38.6593,58.8047,130.247,4.53334,773.462,17.1644,0,4458.78,236.73,176.333,238.675,332.014,4.44949,476.66,6.64455,0,0.55656,0.0113199,0.0215037,0.0682456,22.2736,3.52484,657.026,
751,714.971,880.882,882.031,0.811653,8.43718,0,12.5572,30.3778,16.6425,30.6956,75.0141,4.05556,703.102,10.2571,0,200.505,175.115,118.691,176.896,195.226,3.13717,285.158,6.64455,0,0.562903,0.0113199,0.0215037,0.0682456,46.4631,2.48637,657.026,
752,714.971,1039.74,1553.11,0.687644,9.64731,0,76.4245,44.4774,26.6468,44.9963,94.1279,4.26563,739.153,14.0585,0,767.283,198.589,154.264,199.231,228.287,4.22619,380.289,6.64455,0,0.562903,0.0113199,0.0215037,0.0682456,46.4546,2.99206,657.026,
753,714.971,1180.72,2313.92,0.605536,9.69627,0,158.044,48.7414,38.4183,52.116,100.488,4.28399,768.935,14.257,0,1329.42,234.64,204.198,247.263,257.086,4.01296,594.444,6.64455,0,0.562903,0.0113199,0.0215037,0.0682456,46.5526,2.71086,657.026,
754,714.971,2095.75,14599,0.341153,10.9228,0,1076.63,28.014,53.4233,28.2248,128.697,4.48193,765.355,18.9409,0,14262.6,153.341,427.852,157.535,350.169,4.76464,497.418,6.64455,0,0.562903,0.0113199,0.0215037,0.0682456,46.5577,2.74408,657.026,
755,714.968,1264.35,4380.08,0.565485,10.2574,0,252.852,18.4592,27.1552,21.1915,82.1027,4.35422,847.973,18.8517,0,2566.94,131.619,222.036,155.735,212.483,4.28782,1512.88,6.64455,0,0.562903,0.0113199,0.0215037,0.0682456,46.5577,2.81342,657.026,
756,714.968,965.207,1108.36,0.740741,9.49372,0,19.6979,36.338,27.6173,37.4563,96.9377,4.90214,732.764,15.0901,0,257.601,179.541,147.783,181.369,241.921,5.88033,411.169,6.64455,0,0.562903,0.0113199,0.0207905,0.0682456,46.5577,3.54215,657.026,
757,714.968,1077.83,1629.38,0.663341,10.538,0,77.1342,36.0853,37.7003,37.7388,104.434,4.16989,770.028,17.3496,0,668.758,191.26,201.428,196.83,266.761,3.2925,481.221,6.64455,0,0.562903,0.0113199,0.0207905,0.0682456,46.5577,2.78492,657.026,
758,714.968,1021.83,1368.69,0.699691,9.81007,0,89.5152,32.0283,16.253,32.2978,103.767,4.47766,733.685,14.9454,0,771.673,147.634,98.2661,148.597,239.344,4.52763,387.626,6.66034,0,0.562903,0.0113199,0.0207905,0.0682456,46.5577,2.69859,657.026,
759,714.968,1211,2253.28,0.590395,11.9404,0,155.659,43.811,24.3142,44.0801,132.486,4.86541,793.845,21.1713,0,1534.94,191.174,124.677,191.142,322.263,5.5862,567.537,6.66034,0,0.562903,0.0113199,0.0207905,0.0682456,46.474,3.49976,657.026,
760,714.968,1139.62,1838.86,0.627373,9.27493,0,84.5991,64.5156,41.6597,65.5604,117.676,4.49939,751.838,11.8868,0,788.214,276.219,236.306,282.176,293.366,4.33999,579.707,6.66034,0,0.562903,0.0113199,0.0207905,0.0682456,46.5577,3.39113,657.026,
761,714.968,1132.75,1917.09,0.631177,10.5977,0,111.753,43.672,37.6884,45.2828,113.706,4.67021,765.383,17.7424,0,1024.05,207.164,182.754,218.078,293.93,4.85752,507.707,6.66034,0,0.562903,0.0113199,0.0207905,0.0682456,46.5577,3.499,657.026,
762,714.968,960.702,1016.85,0.744215,9.44309,0,26.3069,36.8126,25.2737,38.0287,89.1341,4.1093,731.593,13.9936,0,138.456,192.554,142.104,196.315,196.458,3.37248,383.343,6.66034,0,0.562903,0.0113199,0.0207905,0.0682456,46.5577,2.60228,657.026,
763,714.965,1762.44,9456.67,0.405668,10.0844,0,760.869,51.7405,26.6893,52.7432,118.99,5.36554,735.955,14.5951,0,9034.31,206.136,124.804,205.419,283.207,6.72286,362.388,6.66034,0,0.562903,0.0113199,0.0207905,0.0682456,46.5577,2.61174,657.026,
764,714.965,1099.11,3869.64,0.650494,7.86205,0,271.116,17.1632,15.5388,17.3023,77.798,3.84023,688.489,7.69545,0,3621.28,115.669,97.8218,118.774,203.403,2.7775,202.723,6.66034,0,0.562903,0.0113199,0.0207905,0.0682456,46.5577,2.89373,657.026,
765,714.965,1712.66,9896.43,0.417459,9.81421,0,767.249,34.7046,27.5357,35.2603,92.5125,4.10658,741.476,16.5996,0,9516.11,195.477,165.893,197.717,243.828,3.1488,436.948,6.66939,0,0.562903,0.0113199,0.0204652,0.0682456,46.4128,3.54215,657.057,
766,714.965,1077.25,1685.7,0.663697,9.42484,0,78.3773,46.0807,53.8281,46.4155,112.383,4.62945,726.106,12.2828,0,1044.93,208.842,303.675,208.173,281.51,4.95191,334.735,6.66939,0,0.562903,0.0113199,0.0207905,0.0682456,46.5276,2.80818,476.956,
767,714.949,1083.97,1888.96,0.659564,9.67266,0,93.4789,42.689,33.7079,43.2837,112.778,4.51807,743.844,14.6756,0,1036.69,211.856,174.241,215.451,289.361,4.58926,411.445,6.66939,0,0.562903,0.0113199,0.0207905,0.0682456,46.5276,3.53181,657.057,
768,714.923,1050.72,1591.85,0.680409,9.87106,0,74.3589,47.3131,24.5604,47.6929,102.804,4.1265,739.998,14.8721,0,702.517,219.882,151.043,220.787,282.614,3.52012,389.847,6.66939,0,0.562903,0.0113199,0.0207905,0.0682456,31.6093,2.89655,657.057,
769,714.923,872.187,790.48,0.81969,8.87257,0,18.3478,10.4098,16.4048,10.6803,88.2953,4.43677,714.74,11.5769,0,117.866,80.7072,103.876,81.1899,229.666,4.94551,297.965,6.66939,0,0.562903,0.0113199,0.0207905,0.0682456,46.5263,3.08421,657.057,
770,714.923,1236.98,3196.06,0.577957,9.65482,0,250.734,35.4001,45.7002,36.687,102.417,4.70261,751.687,14.7203,0,2600.04,215.244,219.002,218.579,260.22,5.45784,435.941,6.66939,0,0.562903,0.0113199,0.0207905,0.0682456,46.5276,3.53181,657.057,
771,714.923,1293.73,4535.89,0.552604,9.79646,0,311.819,31.0675,40.6064,32.1114,84.7337,4.18333,779.417,17.4674,0,4074.88,206.598,277.936,215.451,219.587,3.58017,702.447,6.66939,0,0.562903,0.0113199,0.0207905,0.0682456,46.5276,3.11977,657.057,
772,714.917,1592.84,9148.37,0.448832,9.78511,0,652.705,36.8696,25.7214,37.4125,87.6676,4.13823,738.54,14.8385,0,8762.34,189.771,139.589,192.116,222.228,3.44027,384.43,6.66939,0,0.562903,0.0113199,0.0207905,0.0682456,44.493,2.96962,657.057,
773,714.917,1110.67,2076.78,0.643681,9.44765,0,120.216,46.4679,36.703,48.4929,104.632,4.58913,740.122,14.0894,0,1484.51,217.238,190.924,227.891,255.396,4.60692,459.226,6.66939,0,0.562903,0.0113199,0.0207362,0.0682456,46.5276,3.53181,642.681,
774,714.917,1019.93,1419.74,0.700945,10.1943,0,17.6297,42.1656,35.01,43.1292,102.205,4.30088,765.3,17.7874,0,141.243,224.629,218.659,231.25,257.773,4.13262,582.836,6.66939,0,0.562903,0.0113199,0.0207362,0.0682456,46.5276,2.86464,657.057,
775,714.917,1008.02,1187.28,0.709232,9.91037,0,28.9657,42.8241,19.5869,42.9626,124.328,4.67841,734.76,15.5867,0,131.027,187.645,107.307,187.876,339.409,5.00599,402.583,6.66939,0,0.562903,0.0113199,0.0207362,0.0682456,46.5276,3.29899,657.057,
776,714.917,1746.51,9311.96,0.40934,10.3171,0,727.939,48.2067,48.355,48.7076,104.589,3.9141,754.485,18.1244,0,8570.4,234.769,269.616,236.775,284.088,2.14207,483.024,6.66939,0,0.562903,0.0113199,0.0207362,0.0682456,46.5276,3.53181,657.057,
777,714.917,1111.49,1511.26,0.643206,11.2027,0,41.9077,49.751,40.1961,52.6028,112.166,4.48378,799.181,18.7699,0,644.129,213.774,211.662,224.751,288.037,4.5153,561.026,6.66939,0,0.562903,0.0113199,0.0207362,0.0682456,46.5276,2.60106,657.057,
778,714.917,1095.58,1643.9,0.652547,10.7559,0,87.3914,44.8314,25.4486,45.0176,116.861,4.44375,760.831,17.9073,0,770.855,199.567,131.686,201.352,300.434,4.66213,471.286,3.98741,0,0.562903,0.0113199,0.0207362,0.0682456,46.5276,3.24972,657.057,
779,714.917,1166.49,2360.22,0.612878,9.35857,0,181.522,40.1234,47.6263,43.1508,89.3096,4.0059,751.396,14.6221,0,1585.45,214.222,265.483,226.364,226.658,2.77546,471.553,6.21099,0,0.562903,0.0113199,0.0207362,0.0682456,46.5276,2.54007,657.057,
780,714.917,1212.3,2352.07,0.589718,12.6273,0,118.459,54.7483,47.8073,55.4942,96.732,4.5999,821.836,25.1947,0,1360.03,264.419,276.153,267.976,244.101,4.95263,700.361,6.67021,0,0.562903,0.0113199,0.0207362,0.0682456,46.5276,3.53181,657.057,
781,714.917,1148.41,2300.47,0.622528,10.3408,0,185.793,27.9959,33.7955,30.0323,99.474,4.266,756.712,16.9736,0,1618.19,139.793,209.605,142.513,264.018,4.13414,470.433,6.67021,0,0.562903,0.0113199,0.0207362,0.0682456,46.5276,2.49564,657.051,
782,714.917,1099.53,1554.42,0.650201,11.0937,0,38.8268,52.9226,43.0655,53.8675,102.886,4.85054,792.021,18.8618,0,231.272,239.814,224.783,240.112,257.694,5.55536,571.44,6.67021,0,0.562903,0.0113199,0.0207362,0.0682456,13.5174,2.70636,657.057,
783,714.917,1051.55,1429.9,0.679869,10.3043,0,87.6397,28.4746,26.1337,30.2136,104.571,4.2529,759.962,17.7239,0,769.846,132.101,146.442,139.086,246.882,3.77499,502.998,6.67021,0,0.562903,0.0113199,0.0207362,0.0682456,20.6782,2.40312,657.057,
784,714.917,1021.99,1242.79,0.699535,9.95836,0,50.6578,39.6366,21.2329,39.955,115.653,4.26375,740.631,15.0164,0,398.591,181.678,109.144,179.992,293.391,3.62475,380.526,1.33297,0,0.562903,0.0113199,0.0207362,0.0682456,46.5441,3.53181,657.057,
785,714.917,1027.27,1309.82,0.695942,10.8619,0,38.4532,37.0866,24.6798,37.8751,97.7983,4.30231,776.208,18.418,0,180.034,201.425,157.499,207.636,231.982,3.56782,523.78,6.67021,0,0.562903,0.0113199,0.0207362,0.0682456,46.4469,3.53181,657.057,
786,714.917,1039.08,1307.78,0.688026,11.1714,0,34.4036,36.3482,31.1756,37.1171,104.513,4.06967,780.286,20.0028,0,165.944,167.877,167.865,172.431,258.681,3.30801,541.512,3.13039,0,0.562903,0.0113199,0.0207362,0.0682456,46.5683,2.78035,657.057,
787,714.917,1082.31,1815.89,0.660549,10.3074,0,113.715,35.51,22.9097,35.6323,109.625,4.48908,750.118,16.9734,0,1044.32,184.445,123.961,184.968,279.685,4.70624,437.169,5.95264,0,0.562903,0.0113199,0.0207362,0.0682456,46.5683,2.82921,657.057,
788,714.902,983.668,1837.24,0.726772,9.22552,0,91.536,22.5596,17.4284,23.2161,93.3064,4.0738,722.322,15.1335,0,1069.63,144.842,121.702,149.036,258.845,3.51472,401.214,6.6741,0,0.562903,0.0113199,0.0207362,0.0682456,46.3871,3.53181,657.057,
789,714.902,1216.91,3282.8,0.587473,9.83085,0,230.95,44.6244,41.5289,43.8298,96.936,4.3409,744.871,15.3474,0,2731.81,220.965,240.47,216.77,249.614,3.99492,485.826,6.6741,0,0.562903,0.0113199,0.0207362,0.0682456,46.2186,3.53181,657.057,
790,714.902,1305.6,3457.32,0.547567,10.9913,0,311.499,37.7398,25.1889,38.315,109.877,4.68678,767.301,19.0426,0,2873.2,165.739,142.005,168.562,280.262,5.10873,497.896,6.6741,0,0.562903,0.0113199,0.0207362,0.0682456,46.5403,3.53181,657.06,
791,714.902,1888.24,13796.7,0.378609,9.75709,0,969.373,25.631,32.4742,26.8538,72.5771,4.29588,747.274,16.0773,0,13281,141.198,195.637,147.855,146.932,4.05133,450.928,6.6741,0,0.562903,0.0113199,0.0207362,0.0682456,46.5683,3.53181,657.06,
792,714.902,1203.54,2616.86,0.593999,10.8867,0,168.282,42.7503,53.7194,42.8689,117.302,4.39691,763.335,18.1928,0,2020.77,197.342,496.846,195.343,303.439,4.24929,466.848,6.67157,0,0.562903,0.0113199,0.0207362,0.0682456,46.5683,3.53181,657.06,
793,714.902,1995.36,11004.5,0.358282,8.58742,0,1042.84,33.6656,33.6975,35.034,101.783,4.09876,735.655,11.3102,0,10609.8,182.202,220.578,191.129,258.461,3.53021,434.096,4.95477,0,0.562903,0.0113199,0.0207362,0.0682456,46.4626,3.53181,607.752,
794,714.902,964.086,1213.89,0.741534,9.16909,0,31.1765,36.1317,32.0633,37.2604,89.8994,3.85028,724.535,13.3045,0,973.429,198.868,187.655,202.695,227.414,2.12355,363.686,6.6741,0,0.562568,0.0113199,0.0207362,0.0682456,46.5964,3.11072,657.06,
795,714.902,1650.02,8856.17,0.433268,9.61998,0,647.311,43.4715,36.4969,44.237,110.355,4.40901,754.123,13.0807,0,8508.24,194.592,205.547,198.692,276.267,4.132,414.401,6.6741,0,0.562568,0.0113199,0.0207362,0.0682456,46.5964,3.53181,657.06,
796,714.902,980.618,1127.56,0.729032,9.96072,0,43.8049,32.0555,17.1959,32.1835,101.74,4.41459,739.263,16.6316,0,606.727,174.054,97.6856,175.309,242.876,4.55153,448.764,6.6741,0,0.562568,0.0113199,0.0207362,0.0682456,46.5964,2.96072,657.06,
797,714.902,2173.07,17585.9,0.328983,9.47634,0,1219.78,29.4978,40.0613,30.563,91.2454,4.26091,748.184,15.597,0,16920,146.953,220.929,152.15,235.462,3.81525,459.589,6.6741,0,0.562568,0.0113199,0.0207362,0.0682456,46.5964,3.53181,657.06,
798,714.902,1031.43,1345.04,0.693117,10.8439,0,46.2211,34.3324,26.8301,34.4866,105.632,4.28714,768.797,19.6529,0,1204.55,186.176,151.987,186.799,272.337,4.06985,527.066,6.6741,0,0.562568,0.0113199,0.0207362,0.0682456,46.5964,2.2938,657.06,
799,714.902,1283.55,2875.15,0.556975,11.2267,0,238.014,48.5166,38.8245,49.3592,109.775,4.33911,783.49,19.134,0,2140.67,235.817,201.273,240.261,272.207,4.11471,550.638,6.6741,0,0.562568,0.0113199,0.0207362,0.0682456,46.4176,2.76134,657.06,
800,714.902,1407.52,5982.04,0.507917,9.37611,0,488.345,26.6642,29.6811,27.2142,100.196,4.44598,721.596,13.8379,0,5583.25,151.508,159.303,158.199,260.561,4.95776,363.064,6.6741,0,0.562568,0.0113199,0.0207362,0.0682456,46.5891,3.29532,657.06,
801,714.902,994.562,1278.56,0.718811,9.86421,0,22.467,36.1096,49.2378,37.7303,88.4668,4.48239,746.204,17.0122,0,485.095,184.258,254.852,190.99,193.324,4.54255,460.586,6.6741,0,0.562568,0.0113199,0.0207362,0.0682456,46.5062,3.20771,657.06,
802,714.902,1050.17,1403.61,0.68075,9.84712,0,18.6381,52.5652,43.1739,54.1767,104.181,4.53782,763.049,15.1937,0,82.2887,237.033,222.075,244.248,256.497,4.36168,493.491,6.6741,0,0.562568,0.0113199,0.0207362,0.0682456,46.5964,3.53181,657.06,
803,714.902,1080.27,1868.59,0.661783,9.33798,0,159.85,28.6443,13.1189,28.7376,116.593,4.07433,719.911,13.0883,0,1219.89,137.943,89.7719,142.672,307.645,3.02721,337.25,6.6741,0,0.562568,0.0113199,0.0207362,0.0680925,46.5964,3.53181,657.06,
804,714.902,974.56,1435.81,0.733565,9.35386,0,92.0308,22.7566,11.8196,22.825,91.3732,4.33553,720.065,14.4222,0,917.707,120.304,79.7571,121.302,226.865,4.20174,366.177,6.67004,0,0.562568,0.0113199,0.0207362,0.0682456,46.5964,3.12613,657.06,
805,714.902,1287.78,3429.49,0.555143,10.3482,0,297.547,40.8307,33.7926,42.4967,104.88,4.68492,753.202,16.321,0,2747.43,201.487,209.898,208.175,263.116,4.93991,455.062,6.6741,0,0.562568,0.0113199,0.0207362,0.0682456,46.5964,3.24592,657.06,
806,714.902,1048.41,1372.49,0.68189,11.0632,0,35.8822,49.0115,25.0338,49.5753,102.726,3.9129,771.208,18.7689,0,315.749,228.437,141.893,229.609,276.523,2.36037,489.683,6.6741,0,0.562568,0.0113199,0.0207362,0.0682456,46.5964,3.43166,657.06,
807,714.902,1031.21,1673.58,0.693265,9.06754,0,116.845,38.3933,18.3088,38.5759,88.7736,4.41658,716.831,13.2658,0,887.085,198.313,118.223,201.015,226.5,4.43947,342.297,6.6741,0,0.562568,0.0113199,0.0201658,0.0682456,46.5964,3.53181,657.06,
808,714.902,974.408,1106.75,0.733679,9.7145,0,32.8788,31.7343,25.6953,31.9598,97.4698,4.40744,740.548,14.0726,0,172.613,163.456,143.413,163.744,234.488,4.0283,374.178,6.6741,0,0.562568,0.0113199,0.0201658,0.0682456,46.5964,2.4327,657.06,
809,714.902,1122.85,2208.85,0.636685,10.6029,0,125.782,38.7753,31.6691,39.2185,109.133,4.23081,763.439,16.9491,0,1408.32,167.204,164.49,166.846,273.55,3.65546,450.675,6.6741,0,0.562568,0.0113199,0.0201658,0.0682456,46.5964,2.7128,657.06,
810,714.902,2025.72,10431.8,0.352913,11.3682,0,848.88,65.7571,68.9499,69.8853,128.232,4.57716,828.067,19.081,0,9927.98,278.851,311.802,290.578,321.164,4.36346,726.367,6.6741,0,0.562568,0.0113199,0.0201658,0.0682456,46.5964,3.17265,657.06,
811,714.887,1042.02,1760.36,0.686061,9.41955,0,97.8918,37.6759,28.8988,38.0269,95.4156,4.50813,730.181,14.7612,0,1194.87,199.983,198.684,203.551,248.262,4.91137,453.455,6.6741,0,0.562568,0.0113199,0.0201658,0.0682456,46.5964,2.98422,657.057,
812,714.887,998.608,1260.13,0.715884,10.3059,0,29.9954,29.3263,24.9317,30.3207,111.554,4.47554,757.699,17.7757,0,172.059,163.718,147.241,166.693,287.902,4.64502,482.854,6.6741,0,0.562568,0.0113199,0.0201658,0.0682456,46.3183,3.38123,657.051,
813,714.887,1276.18,4065.15,0.560178,9.86719,0,112.192,35.2109,27.2351,37.8943,89.2435,4.315,960.221,16.1557,0,1325.15,172.607,203.942,190.838,211.098,4.06342,3232.61,6.6741,0,0.562568,0.0113199,0.0201658,0.0682456,46.5964,3.29631,636.391,
814,714.887,1121.73,1622.34,0.637307,10.1603,0,83.4225,57.0306,37.3806,57.8813,122.064,4.47304,749.319,15.2904,0,729.275,248.04,187.713,247.624,311.359,4.26108,459.499,6.6741,0,0.562568,0.0113199,0.0201658,0.0682456,46.5964,3.15705,657.057,
815,714.887,1097.53,1489.3,0.651363,11.6361,0,53.6558,47.0441,36.2486,48.1078,101.277,4.73079,794.825,19.921,0,264.968,193.767,188.641,199.133,239.934,5.09397,557.638,6.6741,0,0.562568,0.0113199,0.0201658,0.0682456,34.8495,2.89818,657.057,
816,714.887,1185.32,2829.55,0.603119,8.68497,0,278.357,27.1834,22.2271,27.3614,100.673,4.31441,716.516,12.0562,0,2044.92,147.229,165.793,147.932,269.128,4.1661,373.791,3.83899,0,0.562568,0.0113199,0.0201658,0.0682456,46.5499,3.51897,657.057,
817,714.871,963.625,1053.89,0.741856,9.05966,0,26.4684,24.5983,37.4795,27.4206,116.364,3.89239,718.342,12.1883,0,288.501,126.172,226.8,133.775,304.362,2.23295,322.328,4.00847,0,0.562568,0.0113199,0.0201658,0.0682456,46.531,2.81714,657.057,
818,714.871,966.797,1070.24,0.739422,9.18067,0,32.6192,34.3406,29.1193,35.3405,93.8917,4.56787,727.738,10.9138,0,145.875,173.058,157.227,180.241,228.932,5.07847,328.187,6.6741,0,0.562568,0.0113199,0.0201658,0.0681481,46.5964,3.02422,657.057,
819,714.871,983.802,1094.86,0.726641,10.6369,0,17.6006,37.2922,25.7276,37.4369,95.2333,4.71629,755.158,18.044,0,86.6829,159.894,140.17,160.278,225.962,5.243,472.744,6.6741,0,0.562568,0.0113199,0.0201658,0.0681481,46.5964,3.51897,657.057,
820,714.871,1172.87,2505.38,0.609506,10.6198,0,193.782,30.5841,33.2262,31.0049,106.581,4.62911,762.444,17.4046,0,1801.77,164.573,206.403,166.206,257.82,4.7516,465.563,6.6741,0,0.562568,0.0113199,0.0201658,0.0681481,46.5964,3.44997,645.819,
821,714.871,980.746,1154.26,0.728905,9.56497,0,26.4923,33.4637,32.1901,33.7857,108.325,3.95382,732.971,14.0571,0,225.373,160.117,170.951,160.715,285.115,2.53682,372.1,6.6741,0,0.562568,0.0113199,0.0201658,0.0681481,46.5964,2.23239,657.057,
822,714.871,1189.1,2567.12,0.601184,10.6083,0,228.038,28.0458,24.0129,28.1992,108.732,4.30103,757.168,17.4383,0,1873.39,138.131,137.242,138.803,277.613,3.76668,449.342,6.6741,0,0.562568,0.0113199,0.0201658,0.0681481,46.5964,3.06999,657.057,
823,714.844,1200.99,3093.94,0.595214,9.58789,0,270.127,29.9698,18.3851,30.3479,109.351,4.31494,728.904,14.3632,0,2364.11,153.042,126.184,155.285,284.91,4.04023,368.562,6.6741,0,0.562568,0.0113199,0.0201658,0.0681481,46.5964,3.51897,657.057,
824,714.844,1499.52,5632.8,0.476714,10.0922,0,489.908,33.0791,34.7464,34.4283,126.124,4.48113,766.665,15.8095,0,5038.01,162.899,222.831,172.379,330.073,4.3352,523.374,6.6741,0,0.562568,0.0113199,0.0201658,0.0681481,46.5964,3.51897,657.057,
825,714.844,976.003,1624.37,0.732421,8.73226,0,103.259,24.7947,23.4905,24.9892,77.0378,4.72791,708.971,11.1667,0,1264.46,140.304,123.385,141.16,159.741,5.74357,298.599,6.6741,0,0.562568,0.0113199,0.0201658,0.0681481,46.5764,3.42499,657.057,
826,714.844,1190.71,2493.47,0.600351,9.76845,0,233.173,31.9962,36.0459,33.2419,100.003,4.30591,742.178,14.3068,0,1910.79,165.579,175.534,168.912,246.593,3.81028,397.895,6.6741,0,0.562568,0.0113199,0.0201658,0.0681481,46.5964,3.18438,657.057,
827,714.844,1269.56,3203.99,0.563066,9.90237,0,252.519,41.0078,42.7184,42.7503,106.08,4.69656,769.883,16.4117,0,2686.88,201.706,237.727,209.705,257.917,5.11981,559.363,2.42871,0,0.562568,0.0113199,0.0201658,0.0681481,46.5964,3.51751,637.586,
828,714.844,974.01,1074.17,0.733919,10.0938,0,29.992,24.3953,23.754,24.5754,110.174,4.32135,746.705,15.2871,0,275.08,125.49,125.976,126.02,285.927,4.66537,404.389,6.6741,0,0.562568,0.0113199,0.0201658,0.0681481,46.5224,2.48103,657.057,
829,714.844,1093.91,1720.33,0.653474,10.4974,0,89.3518,41.1311,34.7929,41.6198,109.836,4.4863,762.199,17.3281,0,769.873,210.841,181.984,210.044,287.652,4.61549,481.03,6.6741,0,0.562568,0.0113199,0.0201658,0.0681481,46.5964,2.67939,657.057,
830,714.844,1332.38,3218.06,0.536516,10.7835,0,235.325,53.8001,54.1845,55.7869,112.463,4.16983,805.871,18.2636,0,2404.53,257.982,279.261,269.203,285.025,3.25826,643.967,6.6741,0,0.562568,0.0113199,0.0201658,0.0681481,46.4803,2.59292,657.057,
831,714.844,1009.55,1253.62,0.70808,9.7274,0,40.821,36.6158,53.1613,37.9042,85.898,3.89525,741.531,14.9813,0,289.442,201.754,329.509,206.896,184.224,1.79076,445.364,3.74653,0,0.562568,0.0113199,0.0201658,0.0681481,46.5964,2.29111,657.057,
832,714.844,1030.75,1250.9,0.693516,10.3287,0,34.805,44.425,27.7637,44.592,115.633,4.58417,748.622,16.1202,0,147.691,184.083,136.849,183.121,290.351,5.10196,418.252,6.6741,0,0.562568,0.0113199,0.0201658,0.0681481,46.5726,3.04776,657.057,
