Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,2in Heave.front.motion_ratio_heave_l.avg,Roll.front.side_view_swing_arm_angle_l.avg,Steering.front.ackerman_angle.avg,Roll.front.roll_center.y.avg,Steering.front.tie_rod_angle_front_view_l.avg,Roll.front.camber_angle_gain_roll_l.avg,2in Heave.front.side_view_swing_arm_angle_l.avg,2in Heave.front.coil_over_length_l.avg,2in Heave.front.p_rod_length_l.avg,2in Heave.front.tie_rod_angle_top_view_l.avg,2in Heave.front.toe_angle_l.avg,2in Heave.front.roll_center_gnd.z.avg,2in Heave.front.motion_ratio_heave_l.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Steering.front.ackerman_angle.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Roll.front.camber_angle_gain_roll_l.std_dev,2in Heave.front.side_view_swing_arm_angle_l.std_dev,2in Heave.front.coil_over_length_l.std_dev,2in Heave.front.p_rod_length_l.std_dev,2in Heave.front.tie_rod_angle_top_view_l.std_dev,2in Heave.front.toe_angle_l.std_dev,2in Heave.front.roll_center_gnd.z.std_dev,2in Heave.front.motion_ratio_heave_l.best,Roll.front.side_view_swing_arm_angle_l.best,Steering.front.ackerman_angle.best,Roll.front.roll_center.y.best,Steering.front.tie_rod_angle_front_view_l.best,Roll.front.camber_angle_gain_roll_l.best,2in Heave.front.side_view_swing_arm_angle_l.best,2in Heave.front.coil_over_length_l.best,2in Heave.front.p_rod_length_l.best,2in Heave.front.tie_rod_angle_top_view_l.best,2in Heave.front.toe_angle_l.best,2in Heave.front.roll_center_gnd.z.best,
262,164.147,421.087,1307.75,0.389818,12.1743,83.1748,4.03033,31.5833,19.6777,5.23365,83.9885,73.1644,0,2.49845,3.48572,102.076,56.7382,482.266,12.9324,80.0083,30.2907,2.77602,488.146,167.177,0,1.74735,7.81378,244.528,1.37243,0.203148,1.52673,7.93901,15.1135,4.80911,0.470424,32.1597,0,2.15859,1.99667,57.1992,
263,164.069,504.796,1496.19,0.32502,13.8496,111.692,6.54536,31.378,23.2277,5.20816,112.865,84.6333,0,2.69801,6.08636,106.612,57.1293,549.799,22.5248,4.55235,39.4368,2.6372,554.785,194.524,0,2.69224,21.7251,241.487,1.37243,0.19584,1.50931,7.97533,15.114,4.07701,0.461357,31.8996,0,2.04854,1.99438,57.2317,
264,164.069,325.817,779.955,0.50356,11.4514,24.2959,5.99616,35.2486,21.6932,5.5035,24.561,84.0018,0,2.65408,6.32905,104.083,46.7989,204.349,20.104,19.1805,30.5661,3.27393,204.322,192.81,0,2.57185,17.0476,255.2,1.3628,0.19584,1.50931,7.9662,15.1239,4.80975,0.461357,28.474,0,0.810745,2.00851,57.1688,
265,164.069,399.098,1237.23,0.411098,12.8766,66.4221,4.8703,33.3169,24.7634,5.10963,67.283,93.5955,0,2.70772,6.87474,81.2784,55.0611,449.893,17.6698,9.71579,49.061,2.05344,453.929,215.745,0,3.21405,25.0609,119.915,1.34786,0.19584,1.50931,15.7398,15.1239,2.80937,0.461357,46.2413,0,1.17919,2.00851,57.1688,
266,164.069,504.137,1430.92,0.325444,15.3839,85.8564,5.15917,68.0373,27.1841,5.4827,86.8223,85.5094,0,2.52916,8.49222,113.681,60.8164,484.628,18.6407,351.445,51.6768,3.40756,488.614,160.398,0,1.82274,30.1308,265.516,1.34786,0.19584,1.50931,9.51705,15.1267,4.81053,0.461357,40.3561,0,1.83481,2.01613,57.1688,
267,164.069,392.3,1239.22,0.418222,10.5816,73.8218,5.75505,32.9731,20.4271,5.25601,74.3894,65.1768,0,2.55725,3.30558,98.0563,49.1207,426.618,20.6133,37.1419,40.6389,2.42963,428.618,147.071,0,1.92369,7.01586,218.996,1.37243,0.19584,1.50931,7.9078,15.1322,4.81053,0.461357,42.6323,0,2.15906,2.02408,57.1688,
268,164.069,383.689,1175.4,0.427609,9.82161,65.9395,2.66838,32.2106,24.1624,5.0004,66.5275,86.7721,0,2.25709,4.92155,83.4074,53.5314,397.474,6.46777,4.32434,49.9604,1.59663,399.977,209.944,0,0.966998,18.3706,160.556,1.37243,0.19584,1.50931,8.67251,15.1211,4.31555,0.461357,46.2309,0,1.42121,2.00554,57.1688,
269,164.068,367.756,1100.21,0.446134,11.5946,55.0003,3.25082,32.1018,26.0755,5.02473,55.5489,90.3681,0,2.38537,4.32828,82.0778,55.4447,346.235,8.93957,2.9507,56.118,2.08109,348.812,223.147,0,1.45965,13.6639,183.207,1.37243,0.194238,1.50931,10.8104,15.1222,2.29278,0.461357,46.2309,0,1.65406,2.00554,38.5629,
270,164.057,360.542,934.384,0.455029,7.27765,48.2776,4.31472,38.2205,27.3846,5.42488,48.6618,68.5969,0,2.47458,10.0287,99.8798,30.6991,278.993,12.8117,50.9682,53.4458,2.60656,279.77,113.195,0,1.70535,33.931,194.82,1.37243,0.194238,1.5028,9.25693,15.1325,4.81084,0.461357,28.126,0,1.1235,2.02485,57.1688,
271,164.057,514.205,1280.01,0.31905,22.0411,86.3944,9.05462,41.5489,27.6444,5.53347,86.8046,115.488,0,2.93548,7.70487,109.055,70.6624,415.326,25.4657,49.5835,53.5703,2.88949,416.087,260.526,0,2.6162,20.3107,212.257,1.38957,0.194238,1.5028,4.45573,13.5074,0.580688,0.461357,31.0636,0,1.52452,2.02485,57.1688,
272,164.057,399.016,1302.75,0.411154,8.70975,64.9815,5.24892,32.0745,22.3716,5.20833,65.9812,86.9273,0,2.55407,10.4485,94.5103,36.3864,430.458,21.5034,10.4066,42.6623,2.48424,435.6,214.845,0,2.38552,41.9845,224.034,1.4011,0.194238,1.4971,8.83786,13.5587,4.81084,0.458038,46.1964,0,2.15906,2.02485,45.0023,
273,164.057,348.438,873.244,0.470836,11.306,34.0216,4.35646,32.5067,26.08,5.29434,34.3617,95.1095,0,2.37558,8.62597,94.3998,51.4087,212.061,15.339,4.58977,51.6752,2.6006,212.837,226.75,0,1.29775,31.1301,211.352,1.39117,0.194238,1.4971,10.961,15.1448,4.69027,0.458038,46.1964,0,0.769943,2.02485,57.1695,
274,164.057,357.1,940.37,0.459415,9.6423,42.8096,5.63847,32.9379,19.6803,5.35236,43.3888,81.1245,0,2.55979,5.33352,108.632,37.9142,332.598,18.5256,11.7811,26.9472,3.4376,335.663,184.208,0,1.92776,18.3433,270.842,1.36097,0.194238,1.4971,11.5287,15.1448,0.837084,0.458038,46.1964,0,1.30886,2.02485,57.2317,
275,164.044,285.778,784.466,0.574025,4.61589,28.6981,2.77059,33.0925,21.4055,4.96958,29.1352,82.1493,0,2.2998,6.25737,70.3841,19.243,208.425,8.59383,7.93461,37.7611,1.06599,209.909,209.018,0,1.17951,28.0804,108.103,1.36097,0.190433,1.49317,15.9069,15.1691,4.81203,0.452418,46.1964,0,1.63249,2.06404,57.2317,
276,164.044,580.651,1536.41,0.282517,21.4044,109.586,6.52502,34.8477,31.8203,5.72906,110.357,114.484,0,2.66922,9.5812,133.648,68.6816,478.885,21.4807,20.3555,64.6382,3.4275,481.635,269.555,0,2.09593,31.6137,283.129,1.36097,0.190433,0.781818,8.70006,15.1691,4.81229,0.452418,40.2146,0,0.128609,2.06791,57.2317,
277,164.044,602.499,1584,0.272272,18.1624,128.381,6.87641,31.8116,26.4165,5.65808,129.034,110.575,0,2.81438,7.12997,135.64,64.1104,519.818,21.8847,8.71092,48.941,3.54375,521.939,259.126,0,2.76492,20.9912,314.932,1.36097,0.189992,1.49317,4.58817,14.9213,1.99575,0.451959,31.8955,0,0.817373,2.07049,57.2835,
278,164.044,425.476,1001.87,0.385553,11.8248,50.0003,5.61537,43.6549,26.982,5.60159,50.3733,101.072,0,2.50945,10.7749,117.067,41.363,291.564,15.9778,79.3863,47.9675,3.11592,291.61,209.173,0,1.81327,33.5726,255.471,1.38231,0.189992,1.49317,9.10065,13.5741,2.79911,0.451959,31.7289,0,0.44926,2.07449,57.2835,
279,164.029,245.228,615.959,0.668884,6.10756,18.0626,2.06769,35.0013,15.2574,5.02825,18.3278,66.5797,0,2.25576,2.67056,73.8694,33.5157,178.154,5.19392,28.9008,11.6835,1.61924,178.144,154.9,0,0.938791,8.63281,136.922,1.38231,0.189992,1.48506,9.9795,13.7202,4.81241,0.451959,46.1964,0,1.06222,2.07449,57.2835,
280,164.029,386.296,1084.94,0.42462,8.9499,62.7649,3.51824,34.0716,20.3671,5.48445,63.1507,68.4698,0,2.52826,6.17541,110.816,44.8218,346.8,9.63726,22.4942,35.3224,3.05074,347.368,122.485,0,1.92275,26.2653,244.467,1.39072,0.189992,1.48506,7.94006,15.1565,4.81136,0.451959,31.3678,0,0.0381615,2.04737,57.2835,
281,164.029,354.323,1063.32,0.462937,6.87227,68.7791,2.84523,36.435,21.1402,5.12419,69.3626,53.8735,0,2.26057,3.78198,83.8482,26.9197,408.604,6.70382,42.8755,34.6082,1.86975,411.046,81.3147,0,0.855436,11.5963,160.087,1.39072,0.189992,1.48506,8.26827,15.1742,4.81244,0.451959,28.5943,0,1.90662,2.06743,57.2835,
282,164.029,269.088,672.615,0.609574,8.3181,19.9513,2.4946,33.3288,18.5765,5.22043,20.3394,62.5835,0,2.24253,5.0684,90.9645,46.4882,196.864,5.77938,13.2401,28.191,2.68933,198.015,93.6892,0,0.812539,22.1378,222.22,1.39072,0.190433,1.48506,11.5151,15.1789,4.81252,0.451959,46.1964,0,0.796793,2.07449,57.2896,
283,164.029,534.801,1270.74,0.306711,17.1659,70.9941,5.30697,43.9743,25.2064,5.65668,71.391,153.686,0,2.8613,8.68033,129.878,56.1344,323.425,15.1341,78.743,38.3062,3.07573,324.237,362.718,0,2.51001,26.9595,262.006,1.39072,0.187544,1.48355,10.3749,15.1853,2.45326,0.44672,46.1964,0,1.72178,2.07657,57.2689,
284,164.021,345.493,1024.92,0.474745,6.80606,51.0438,3.63955,36.7836,18.8321,5.19889,51.7651,74.4921,0,2.35342,6.61633,87.9616,44.2841,360.283,14.185,38.1493,25.8392,1.94861,365.484,183.834,0,2.05222,29.128,173.418,1.40897,0.187544,1.47635,9.23225,15.1853,4.81252,0.44672,46.1964,0,1.09596,2.07657,57.2689,
285,164.021,2048.63,15970,0.0800636,13.5834,87.398,4.85644,1619.85,26.2626,5.21886,88.0334,90.6302,0,2.45877,7.97555,102.367,55.6816,422.138,16.191,15883.6,53.9923,2.47508,424.603,202.803,0,1.6476,28.6874,196.809,1.40897,0.187544,1.47619,10.1427,15.1853,2.60674,0.44672,31.4169,0,1.61095,2.07657,57.2434,
286,163.999,231.064,396.819,0.709753,8.94927,3.03702,2.83051,33.3218,20.1169,5.155,3.29132,66.1693,0,2.25501,5.38788,80.5503,48,86.3422,8.14012,1586.55,38.9151,2.58799,86.697,118.104,0,0.99123,24.4113,201.299,1.40897,0.187544,1.45534,11.5374,15.1826,4.81236,0.44672,46.1964,0,0.568216,2.07657,57.2434,
287,163.999,473.717,1091.06,0.346196,26.2102,58.1026,6.99999,34.3808,33.0121,5.80234,58.4646,100.797,0,2.79935,11.3407,135.807,86.5569,306.282,22.5613,21.338,67.2707,4.30555,307.106,219.483,0,2.8673,42.5739,328.249,1.40897,0.187544,1.45534,8.74492,15.1826,2.30676,0.44672,30.7655,0,0.44775,2.07657,40.6277,
288,163.999,337.738,849.523,0.48558,14.4302,22.9394,4.29731,33.8719,24.5693,5.36491,23.2878,101.427,0,2.49164,7.77194,97.2865,64.3269,197.024,14.8173,13.5444,48.6042,2.97168,197.864,270.893,0,2.02374,28.9028,238.251,1.40897,0.187544,1.45534,11.5043,15.1826,4.81236,0.442497,31.9042,0,0.527449,2.07657,57.2434,
289,163.981,291.299,572.097,0.56293,8.35627,12.4688,3.59617,33.0047,27.0058,5.43567,12.7338,81.1486,0,2.5708,7.81661,97.1615,32.7495,83.8646,9.43045,5.88727,53.3213,3.41994,83.8113,175.296,0,1.98982,28.9371,228.744,1.40897,0.187544,1.45534,11.4466,15.1826,3.1488,0.442497,46.2061,0,2.16427,2.07678,57.2434,
290,163.981,411.326,1415.45,0.398664,9.56672,84.3766,2.22937,31.8496,21.4768,5.00534,85.2228,82.167,0,2.3973,3.14231,83.892,49.8907,493.484,4.62239,3.71374,36.9658,1.54387,497.274,209.225,0,1.58235,8.21731,165.273,1.40897,0.187544,1.45316,8.7077,15.1943,4.81295,0.442497,46.1876,0,2.08229,2.08768,57.2169,
291,163.981,316.493,719.204,0.518119,14.2683,23.9981,5.13404,32.852,26.9252,5.17827,24.3147,85.7741,0,2.7578,9.32325,85.9669,61.2244,199.97,17.9385,6.48479,55.4062,2.72355,200.785,204.84,0,3.2131,34.954,210.616,1.40897,0.187544,1.45316,3.12959,15.1943,3.63604,0.442497,46.1876,0,1.27463,2.0859,57.2169,
292,163.974,388.228,1262.53,0.422366,9.69034,68.0769,3.666,32.1745,19.646,5.12137,68.862,84.8289,0,2.50898,4.32591,89.327,43.5764,449.529,11.1571,4.60619,40.1504,2.17219,453.275,195.55,0,1.81119,16.2478,194.547,1.41473,0.187394,1.45316,9.52194,15.1943,4.81295,0.442497,46.2061,0,2.16322,2.0859,57.2169,
293,163.974,406.159,1149.71,0.403719,17.4208,61.0321,3.58787,32.6345,20.762,5.58863,61.4029,72.9231,0,2.69459,4.78702,123.326,73.3552,341.982,11.0266,11.6596,26.5758,3.58791,343.414,166.55,0,2.27376,16.9572,303.531,1.41131,0.187394,1.44618,8.59195,15.1943,4.81295,0.442497,28.4098,0,2.16322,2.0859,57.2169,
294,163.96,243.101,632.906,0.674452,4.36963,21.0818,1.97086,33.409,16.3527,5.04515,21.3578,59.2793,0,2.28469,2.65755,75.2923,24.9311,206.645,4.96369,12.0824,9.07587,1.76772,206.502,94.5137,0,0.989675,5.1493,151.185,1.41131,0.187394,1.44405,8.72723,15.1943,4.81295,0.437942,46.2061,0,2.16322,2.0859,57.2169,
295,163.958,380.553,1135.66,0.43084,11.26,57.3929,2.76467,32.5557,22.3458,5.31878,57.9216,82.0571,0,2.33527,5.53748,101.064,51.4854,381.34,6.39472,8.44634,47.8847,3.04137,381.661,200.745,0,1.26384,21.9467,254.282,1.41131,0.187394,1.44405,9.58701,15.1954,4.81295,0.437942,46.2061,0,0.428581,2.0859,57.276,
296,163.949,253.986,517.928,0.645504,7.03782,8.76876,5.07125,32.9711,21.814,5.26858,9.10562,68.1806,0,2.58204,6.53671,86.6495,37.7109,78.7829,22.3654,8.27639,39.8175,2.73032,79.0444,161.32,0,2.5658,28.9302,189.972,1.41131,0.187394,1.43642,13.8963,15.1911,4.81312,0.437023,32.0302,0,2.1612,2.07844,57.2922,
297,163.949,448.036,1194.68,0.365929,9.07057,69.0587,5.20838,33.9308,21.417,5.67448,69.6597,98.621,0,2.57952,7.34871,125.467,34.0604,402.81,16.8596,19.4439,24.5986,4.23436,405.23,224.296,0,1.90936,23.9608,324.138,1.41131,0.184983,1.43642,10.6916,15.1911,4.81312,0.437023,40.2244,0,1.9225,2.07844,32.1036,
298,163.944,319.919,973.937,0.512456,8.98994,41.0421,4.52701,32.3082,21.6957,5.07482,41.3909,73.3583,0,2.44083,6.15704,82.934,48.0509,277.099,18.9413,4.82436,40.3985,1.71384,277.769,168.476,0,2.23894,24.3202,174.343,1.41131,0.184578,1.43006,7.25076,15.1897,4.81267,0.437023,46.1832,0,1.29686,2.07183,57.2771,
299,163.944,373.481,1062.72,0.438964,6.09107,58.5729,2.79122,31.4988,21.788,5.33029,58.8971,73.6704,0,2.2811,3.77518,108.785,23.556,320.408,7.75518,4.65973,41.9781,3.18369,320.814,193.716,0,1.18626,13.8581,275.347,1.41131,0.184578,1.43006,4.24022,13.7085,1.94858,0.436467,30.1149,0,0.809099,2.07183,57.2771,
300,163.944,377.067,935.739,0.434789,13.0171,47.7792,3.66361,32.7146,26.959,5.24844,48.1688,89.2927,0,2.33354,9.41896,98.4708,51.7344,258.709,10.5274,7.72963,53.9213,2.60081,259.741,198.889,0,1.22753,36.1192,216.585,1.39887,0.184983,1.43006,12.9717,15.1897,3.572,0.436467,40.3056,0,0.622779,2.07183,57.2771,
