Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.toe_angle_l.avg,Heave.front.motion_ratio_heave_l.avg,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.roll_center.z.avg,Roll.front.roll_center.y.avg,Steering.front.ackerman_angle.avg,Heave.front.side_view_swing_arm_angle_l.avg,Roll.front.camber_angle_gain_roll_r.avg,Steering.front.tie_rod_angle_front_view_l.avg,Steering.front.camber_angle_l.avg,Heave.front.toe_angle_l.std_dev,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.roll_center.z.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.ackerman_angle.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Roll.front.camber_angle_gain_roll_r.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Steering.front.camber_angle_l.std_dev,Heave.front.toe_angle_l.best,Heave.front.motion_ratio_heave_l.best,Heave.front.tie_rod_angle_top_view_l.best,Heave.front.roll_center.z.best,Roll.front.roll_center.y.best,Steering.front.ackerman_angle.best,Heave.front.side_view_swing_arm_angle_l.best,Roll.front.camber_angle_gain_roll_r.best,Steering.front.tie_rod_angle_front_view_l.best,Steering.front.camber_angle_l.best,
72,42.4494,56.8112,39.1562,0.747201,0.607238,0.762364,0.437103,34.3707,14.8044,0.40023,3.78855,0.14239,0.504151,0.994119,1.52709,0.331387,1.2027,30.9715,2.29501,0.6711,12.2109,0.268241,0.561,0.401968,0.148214,0.596621,0.0022937,24.6509,7.09866,0.0513217,0.499895,0.0256094,0.319118,0.668341,
73,42.4494,73.1525,63.3273,0.580286,1.72157,0.842852,0.869941,34.5188,15.1914,0.516413,17.547,0.189053,0.671273,1.08414,3.29013,0.409789,1.83101,26.4954,6.81135,0.945545,44.4679,0.28541,0.729619,0.543633,0.148214,0.596621,0.0022937,18.2012,0.73265,0.0513217,0.50434,0.0585293,0.319118,0.214008,
74,42.4494,75.0265,61.9777,0.565793,0.811401,0.886991,0.824627,37.228,17.6223,1.02844,14.8528,0.182427,0.581536,1.00793,1.76643,0.507422,1.60787,30.6116,23.6602,1.84388,37.1467,0.298394,0.519374,0.382248,0.148214,0.596621,0.00267746,17.2482,2.00297,0.109316,0.50434,0.0585293,0.319194,0.326563,
75,42.423,60.4049,49.2886,0.702311,0.737826,0.736364,0.416703,29.931,14.478,0.484671,11.9918,0.120675,0.524653,0.983154,1.76548,0.312502,1.23067,18.9819,4.0886,1.1756,34.7519,0.195831,0.56654,0.245894,0.129082,0.617372,0.00267746,24.4651,0.154622,0.0875365,0.50434,0.0584579,0.320194,0.314559,
76,42.423,56.7472,39.9031,0.747579,0.978532,0.713126,0.432598,28.8038,15.4682,0.645568,8.06592,0.117096,0.500456,1.02198,2.30272,0.221789,1.0937,15.801,3.81219,1.39716,25.7563,0.162882,0.500458,0.429746,0.148214,0.610835,0.00312934,20.7474,4.87684,0.0978148,0.50434,0.0588165,0.321184,0.271555,
77,42.423,231.095,1182.45,0.183574,0.947115,0.830669,0.579214,38.173,178.945,0.439474,9.36277,0.238525,0.601988,0.97771,2.38473,0.48662,1.4012,35.1784,1161.67,0.65763,31.9299,0.489528,0.707767,0.414474,0.148214,0.617372,0.00196865,24.6402,8.21104,0.111353,0.504611,0.0601058,0.319893,0.285828,
78,42.423,67.1686,60.4711,0.63159,0.930963,0.753753,0.642993,33.0367,17.255,0.666808,12.1336,0.142802,0.610447,0.995558,2.03172,0.361803,1.44322,21.0713,160.928,1.44951,31.3037,0.232519,0.717603,0.280002,0.148214,0.614269,0.00196865,24.6402,7.45135,0.0921248,0.503109,0.0434737,0.319929,0.396744,
79,42.4175,60.6183,47.9947,0.699747,1.30422,0.738492,0.535405,29.4663,15.4003,0.674402,10.711,0.129445,0.607472,1.05136,2.92451,0.282771,1.35376,15.5066,5.71835,1.45615,31.5678,0.174448,0.732447,0.52401,0.150895,0.614269,0.00312934,24.6402,0.291125,0.0791148,0.502293,0.0608368,0.319929,0.715719,
80,42.3544,58.0703,42.5814,0.729364,0.581808,0.746886,0.574097,33.1819,14.8843,0.487514,5.95162,0.153398,0.538627,0.97023,1.39665,0.310877,1.39138,25.7363,2.77322,0.974713,23.0602,0.264358,0.587478,0.156679,0.15274,0.611004,0.00354143,24.6402,7.04495,0.0606906,0.500146,0.0628598,0.321226,0.85072,
81,42.3544,65.3228,53.9314,0.648386,0.664714,0.805213,0.64577,32.2972,16.9558,0.374881,11.8383,0.156773,0.590404,0.993791,1.457,0.42499,1.42627,25.4317,13.8498,0.789005,40.9576,0.272433,0.658331,0.437514,0.147425,0.611004,0.00354143,12.9772,0.836323,0.0475364,0.110915,0.0608472,0.321513,0.260691,
82,42.3544,69.7078,69.8382,0.607599,0.78003,0.779207,0.612436,34.8758,16.4488,0.417896,14.063,0.161664,0.636988,0.931968,2.02147,0.345706,1.40589,27.3798,13.6076,0.854376,41.7455,0.254095,0.774937,0.130826,0.14689,0.611004,0.00193453,24.6402,2.9017,0.0445662,0.399887,0.0621204,0.321513,0.480758,
83,42.3379,65.649,55.8551,0.644912,1.27137,0.791513,0.590765,34.1655,14.8571,0.547045,11.5829,0.17321,0.610451,1.05916,3.29812,0.406264,1.52248,24.7651,2.87438,1.34937,33.4206,0.267933,0.733396,0.403715,0.147425,0.610857,0.00276091,24.6402,6.47343,0.0475364,0.500146,0.0617878,0.322078,0.931883,
84,42.3222,64.4782,58.4869,0.65638,0.612142,0.814202,0.688412,31.411,18.672,0.566611,9.98423,0.139029,0.4853,1.10531,1.70123,0.440623,1.61179,19.3353,28.6384,1.31742,30.3017,0.20967,0.455134,0.530403,0.147425,0.608524,0.00248961,24.6402,6.86793,0.0475364,0.500146,0.0617878,0.322602,0.932142,
85,42.2665,60.2723,50.9849,0.701259,0.530631,0.746573,0.518981,29.6004,14.1802,0.551126,12.4568,0.115288,0.489881,1.08248,1.15315,0.357288,1.44678,16.8481,4.98381,1.54805,36.0508,0.171315,0.504115,0.493084,0.147425,0.598838,0.00183351,14.8692,3.98708,0.0475364,0.494352,0.0549969,0.32196,0.450145,
86,42.211,63.3875,48.651,0.665919,1.27008,0.829063,0.68674,35.496,15.6871,0.449693,7.12039,0.166471,0.602192,1.07979,2.53619,0.498634,1.50503,28.9412,5.45969,0.810438,20.3563,0.257704,0.696704,0.530792,0.147425,0.589206,0.00235802,24.6602,8.14297,0.0475364,0.494352,0.0620669,0.32196,0.235438,
87,42.211,63.8189,52.306,0.661418,0.930069,0.755238,0.710641,35.1408,15.2114,0.521022,8.76257,0.17044,0.554877,1.06193,2.28678,0.37173,1.61642,31.0991,4.30446,1.2603,30.1164,0.295724,0.581133,0.54492,0.147425,0.590302,0.00210573,24.6597,8.97783,0.0475364,0.494352,0.0620669,0.322371,0.683185,
88,42.1197,72.4272,73.7024,0.581544,0.749563,0.776075,0.852951,30.9902,21.3861,0.422117,15.5618,0.142192,0.567785,0.978415,1.44856,0.408194,1.86948,20.9876,37.7078,0.972473,43.3865,0.21713,0.59798,0.302468,0.147425,0.419488,0.00210573,20.1368,0.66454,0.0475364,0.0420066,0.0620669,0.322166,0.240573,
89,42.1197,70.3955,100.951,0.598329,0.726891,0.720679,0.44137,28.7166,26.7941,0.456698,10.9581,0.111335,0.477965,0.991739,1.97337,0.331273,1.35234,13.9097,79.9718,1.24314,37.1938,0.156493,0.492451,0.247225,0.146409,0.58823,0.00210573,18.1496,7.77222,0.0531853,0.494352,0.0628279,0.15016,0.512869,
90,42.1197,55.9992,44.8695,0.752147,0.769339,0.727456,0.454931,31.1713,14.5494,0.287445,6.40926,0.135864,0.482591,1.01161,2.20344,0.391013,1.38228,27.9077,12.2712,0.669866,26.9166,0.253982,0.555585,0.273419,0.146409,0.587268,0.00210573,24.5896,4.38972,0.0662689,0.498578,0.0628695,0.322371,0.92525,
91,42.0006,57.634,43.0188,0.728746,0.656834,0.743904,0.46528,36.047,15.206,0.330128,2.61926,0.177007,0.438777,0.949861,1.92511,0.387899,1.29856,33.7235,4.94078,0.787364,10.4429,0.324536,0.381757,0.287975,0.146409,0.585918,0.00190724,24.5615,9.94582,0.0662689,0.498578,0.0628695,0.229282,0.0969262,
92,42.0006,55.1857,44.0324,0.761078,0.574541,0.696531,0.333667,30.8047,14.1842,0.363624,6.67057,0.123287,0.433426,1.00112,1.89991,0.313207,1.1601,23.9538,2.70936,1.06544,24.0162,0.224497,0.410216,0.320255,0.14466,0.585918,0.00190724,24.5615,0.0609648,0.067843,0.500723,0.0628695,0.321393,0.573769,
93,42.0006,74.9647,70.6441,0.560271,0.919642,0.771243,0.80914,35.8645,16.9864,0.677005,17.1227,0.18124,0.605829,1.027,1.98165,0.406263,1.64346,28.7824,12.0051,1.44485,47.7847,0.277992,0.626805,0.469354,0.149184,0.585918,0.00191859,24.5615,0.585521,0.067843,0.49278,0.0631982,0.321212,0.307989,
94,42.0006,69.051,58.0805,0.608254,0.929339,0.753913,0.939729,34.9225,16.5351,0.521051,12.5433,0.17192,0.745943,0.988214,1.5806,0.380855,1.6075,29.3766,13.8149,0.885497,37.0417,0.293249,0.860675,0.173541,0.149184,0.473001,0.00191859,24.3918,0.548983,0.077596,0.508384,0.0550036,0.324252,0.677417,
95,42.0006,70.3847,58.0209,0.596729,1.08646,0.824749,0.689449,37.9252,15.5557,0.939785,11.4274,0.202188,0.656912,1.07686,2.46475,0.470772,1.51306,33.777,10.9215,1.91431,36.1388,0.316993,0.727182,0.53563,0.149184,0.585918,0.00191859,24.2441,2.60121,0.077596,0.508384,0.0627605,0.322549,0.625959,
96,41.9762,63.6126,52.0108,0.659873,0.581586,0.723704,0.629951,33.4125,14.3476,0.460762,11.7505,0.166114,0.527535,1.01235,1.20954,0.320651,1.51378,25.886,3.54414,1.18938,32.422,0.273376,0.587179,0.162622,0.147809,0.585918,0.00191859,24.5615,0.953917,0.077596,0.50463,0.0631982,0.324583,0.940758,
97,41.9762,57.322,46.5508,0.732288,0.535817,0.670197,0.316787,31.9919,14.3597,0.253274,7.64177,0.133633,0.488004,0.930916,1.35171,0.221656,1.0751,26.6902,1.99247,0.534474,26.5124,0.236774,0.520678,0.146643,0.144877,0.585918,0.00220348,14.6263,6.59812,0.0805147,0.500269,0.0631982,0.326212,0.434105,
98,41.9331,54.1245,42.5409,0.774753,0.621315,0.647482,0.295873,30.27,17.7518,0.29824,2.70409,0.119082,0.423858,0.992734,1.7609,0.137946,1.0139,23.2681,17.7088,0.724382,13.4511,0.195952,0.333778,0.343693,0.144869,0.585918,0.00220348,24.5615,8.3449,0.0805147,0.500269,0.0631982,0.325198,0.403674,
99,41.9129,67.5261,60.6157,0.620692,0.987477,0.720114,0.601399,33.5939,16.934,0.370022,12.5275,0.14783,0.569961,1.07396,2.24404,0.309807,1.37731,26.9464,16.0385,0.818817,35.9412,0.225749,0.611217,0.512628,0.144869,0.58096,0.00220348,16.9158,2.43708,0.0726963,0.500269,0.0631609,0.326433,0.132733,
100,41.8995,55.1107,46.9381,0.760279,0.531654,0.715214,0.446244,24.4403,15.0334,0.358738,11.9902,0.0858125,0.474872,1.03429,1.20355,0.342661,1.38928,3.44121,3.252,1.08993,43.6474,0.088373,0.488489,0.434405,0.128828,0.580659,0.00220348,9.39429,4.9487,0.089409,0.500269,0.0633488,0.326726,0.845304,
101,41.8995,58.1797,50.2809,0.720174,0.919281,0.728606,0.457485,31.7916,15.2356,0.324838,7.02582,0.144849,0.524538,1.02718,2.45175,0.381234,1.22535,24.6192,5.33546,0.748063,24.6228,0.235867,0.6105,0.322587,0.128828,0.58096,0.00200347,24.5336,5.67081,0.0894179,0.500269,0.0633488,0.325509,0.942279,
102,41.8806,66.8472,58.359,0.626512,1.12597,0.759076,0.747228,32.9108,14.53,0.494259,14.5954,0.158529,0.535795,0.990102,2.58234,0.402973,1.70431,23.7787,2.53121,1.06874,35.0236,0.244266,0.519579,0.333943,0.128828,0.58096,0.00200347,24.5336,8.08126,0.0894179,0.500269,0.0444141,0.327163,0.490064,
103,41.8806,63.0446,53.5203,0.6643,0.574942,0.76811,0.742126,31.8438,14.7929,0.489199,12.0465,0.155422,0.567581,1.064,1.74157,0.451634,1.70513,23.4838,2.48876,1.10465,37.8816,0.241257,0.648113,0.481251,0.128828,0.582332,0.00200347,12.0155,8.02316,0.0894179,0.517011,0.0641154,0.329331,0.462255,
104,41.8401,61.4172,49.9251,0.681244,0.882813,0.767572,0.492777,31.0278,17.1019,0.477553,8.89234,0.137701,0.517319,1.1194,2.06932,0.401724,1.31644,19.7845,15.3167,0.991097,32.151,0.213345,0.529157,0.724607,0.130944,0.595908,0.00200347,24.5336,4.02338,0.103525,0.50371,0.0378626,0.330392,0.391741,
105,41.8401,63.3564,57.9147,0.660392,0.909908,0.714568,0.509705,30.0536,17.0935,0.54898,11.8115,0.130197,0.508132,1.07624,2.10175,0.303529,1.2307,16.4374,15.915,1.07779,34.9963,0.176554,0.436857,0.438141,0.130944,0.595908,0.00219931,24.5336,5.49839,0.105399,0.501824,0.0646959,0.330839,0.553281,
106,41.8108,51.4517,37.7687,0.812622,0.566866,0.672774,0.298825,27.7897,16.0052,0.229145,4.35707,0.0993873,0.456551,0.97616,1.76258,0.259877,1.09686,14.5205,9.66277,0.542725,21.8691,0.14409,0.446061,0.208497,0.130944,0.596803,0.00190925,24.5336,14.4962,0.105399,0.49346,0.0655209,0.330839,0.590768,
107,41.8108,65.0301,58.5237,0.642945,0.732121,0.712246,0.591454,33.2184,17.7205,0.431544,9.87659,0.159076,0.511978,1.07629,1.82122,0.268407,1.51028,23.576,24.8888,0.940558,28.3413,0.248412,0.534755,0.42386,0.130944,0.596914,0.00190925,24.5273,4.55582,0.105615,0.49346,0.0655209,0.26355,0.834746,
108,41.8104,56.9604,43.5644,0.734025,0.687714,0.711713,0.407564,31.5248,16.3262,0.366364,5.29247,0.127143,0.477101,1.03935,1.73271,0.317359,1.20918,22.5074,9.87397,0.769211,21.9132,0.204926,0.442969,0.559267,0.143242,0.596914,0.00190925,24.5252,3.28067,0.105615,0.49346,0.0335696,0.330473,0.160085,
109,41.794,63.9254,55.964,0.653794,1.03812,0.74086,0.597467,35.5248,15.2256,0.437421,8.63162,0.169756,0.582922,0.976834,2.3491,0.347688,1.50774,32.2048,6.26429,0.931108,25.9057,0.281337,0.604879,0.391184,0.143242,0.596914,0.00190925,24.5252,3.67642,0.105615,0.49346,0.0659197,0.330714,0.316698,
110,41.765,68.0789,60.9781,0.613479,1.10751,0.789379,0.614996,34.0007,14.9611,0.518901,14.2142,0.174958,0.617512,1.07957,2.59642,0.417162,1.33915,27.4402,6.07954,1.00554,37.8115,0.287029,0.668419,0.504614,0.14516,0.595321,0.00190936,24.5247,5.9241,0.0944866,0.49346,0.0373381,0.330714,0.635569,
111,41.7441,58.9483,52.033,0.708149,0.892131,0.734635,0.489236,30.7719,14.3144,0.448289,9.55507,0.135136,0.561202,1.04626,2.51726,0.375908,1.35177,23.1008,1.67552,1.02576,34.7179,0.229457,0.692141,0.412921,0.142764,0.590727,0.00190936,24.5247,6.58483,0.0944866,0.49346,0.0241567,0.330996,0.484599,
112,41.7169,73.1113,65.778,0.570595,1.28793,0.808594,0.758874,37.1125,14.0502,0.564859,16.5338,0.197648,0.710729,1.0861,2.88969,0.409754,1.35725,26.8249,3.96147,0.861605,34.1607,0.289316,0.826669,0.370853,0.142764,0.590727,0.00182544,24.5247,3.65736,0.0419149,0.246518,0.0330115,0.329321,0.469844,
113,41.7169,68.4834,70.5493,0.609153,0.834131,0.755097,0.445849,29.221,22.6076,0.35134,12.5941,0.116114,0.558363,0.999804,1.93488,0.408161,1.21853,14.6009,36.7938,0.607961,39.2742,0.16561,0.617726,0.318477,0.142764,0.590727,0.00191232,24.5192,2.46122,0.105615,0.479542,0.0658547,0.330996,0.458864,
114,41.65,62.8148,50.1576,0.66306,1.01347,0.746757,0.670814,34.182,14.1959,0.764223,9.3123,0.161395,0.597648,1.17034,2.42314,0.358427,1.53396,28.5851,8.48695,1.54006,25.6605,0.257237,0.691492,0.636634,0.137554,0.589919,0.00193988,24.5119,7.20208,0.105615,0.476705,0.0417547,0.330996,0.869512,
115,41.65,56.9962,45.5642,0.730751,0.792971,0.731796,0.538626,27.8469,14.4631,0.519168,10.4183,0.104594,0.535967,1.04478,2.18514,0.378225,1.49419,13.526,5.06183,1.3998,31.6955,0.150374,0.604814,0.308989,0.142764,0.589594,0.00193988,23.662,1.35527,0.105615,0.476705,0.0352749,0.331054,0.934487,
116,41.65,69.9203,74.7365,0.595678,0.808414,0.741832,0.525308,34.5569,17.4274,0.492145,13.569,0.15602,0.571034,1.07233,1.80466,0.374452,1.24381,30.4024,19.833,1.03872,43.9366,0.267628,0.619389,0.414879,0.141169,0.589594,0.00203754,8.46136,9.70273,0.0984833,0.476705,0.0665178,0.33079,0.493926,
117,41.6268,63.6819,54.126,0.653668,0.680756,0.756982,0.586592,33.8762,19.0285,0.632755,6.35916,0.162773,0.544092,1.05414,1.58938,0.406065,1.36253,28.5458,20.1057,1.46366,25.8781,0.265892,0.574475,0.446509,0.142764,0.589594,0.00203754,24.5074,3.51322,0.0984833,0.476705,0.0665178,0.331241,0.347837,
118,41.5509,65.5324,61.0382,0.634051,0.632273,0.742331,0.471294,31.958,17.7809,0.442958,11.8218,0.142333,0.529439,1.01118,1.83449,0.412872,1.31992,21.0015,20.3763,0.871141,33.6688,0.211637,0.526299,0.303248,0.146216,0.589594,0.00203754,24.4883,0.0530005,0.0984833,0.476534,0.0665178,0.331763,0.488839,
119,41.4842,60.4181,46.8145,0.686618,0.766093,0.78347,0.616445,30.7561,16.8534,0.419307,8.38576,0.144799,0.621267,1.0715,1.84524,0.439812,1.39671,20.4033,15.7056,0.726026,27.7243,0.220422,0.693938,0.515249,0.146216,0.589594,0.00203754,23.6537,8.75581,0.0777091,0.0556216,0.0531559,0.331763,0.448335,
120,41.4842,60.4301,48.5451,0.686482,0.904429,0.728832,0.596709,29.4229,14.1177,0.499536,12.4095,0.134527,0.609549,1.00633,2.21192,0.365491,1.49825,20.0692,4.9493,1.12134,38.3802,0.206041,0.671635,0.375864,0.147492,0.588452,0.00198519,13.7815,2.75195,0.0874873,0.473732,0.0671302,0.331763,0.215219,
121,41.4842,54.4749,43.3585,0.761529,0.631571,0.692475,0.475822,29.4722,14.8035,0.535475,6.13498,0.122395,0.532608,1.07379,1.82064,0.308848,1.29199,18.9886,5.32625,1.39824,26.8055,0.17683,0.564859,0.584812,0.147802,0.588452,0.00192298,24.4749,0.246195,0.0862253,0.330394,0.0673727,0.332441,0.527152,
122,41.4842,67.4063,58.5528,0.615435,1.13099,0.768754,0.67783,31.3039,14.2748,0.488028,16.8815,0.155518,0.662319,1.06264,2.76788,0.417549,1.49306,25.9076,3.50966,0.891304,44.8991,0.261879,0.776287,0.447109,0.146959,0.588452,0.00192298,14.9091,2.46875,0.075744,0.471401,0.0675276,0.33284,0.441236,
123,41.4726,60.3458,51.3522,0.687249,0.826227,0.738868,0.614188,28.9493,16.316,0.387974,10.8117,0.117105,0.534166,1.05036,1.97677,0.401995,1.55273,20.9523,10.4953,0.755186,38.9692,0.209079,0.631217,0.331316,0.146554,0.588452,0.00192298,8.61,7.51276,0.075744,0.46483,0.0321443,0.332922,0.750263,
124,41.4375,57.6273,41.1429,0.71906,0.824603,0.72395,0.617558,31.7996,15.7825,0.350879,5.75006,0.144075,0.593455,1.04063,2.16504,0.383977,1.59695,23.3382,7.49923,0.915119,21.3921,0.244649,0.687855,0.367307,0.146347,0.588452,0.00197016,24.4576,4.69854,0.075744,0.46483,0.0670824,0.333211,0.558447,
125,41.4375,55.4435,40.7677,0.747382,0.910247,0.709979,0.615101,29.2804,15.8993,0.369519,5.95813,0.121578,0.612799,0.966464,2.18028,0.332042,1.5786,17.493,7.59022,0.938154,24.5043,0.180199,0.707219,0.299726,0.146347,0.591779,0.00198519,24.4576,9.1006,0.075744,0.467054,0.0452925,0.334053,0.437013,
126,41.4375,64.7176,80.9554,0.640282,0.622462,0.705873,0.42125,29.6635,26.0782,0.326722,5.17236,0.121014,0.546266,1.05988,1.75556,0.338338,1.23808,19.4236,58.8927,0.701559,22.3824,0.186763,0.606213,0.446003,0.146347,0.591356,0.00211485,24.4576,3.32095,0.075744,0.467054,0.0675008,0.334423,0.525377,
127,41.4124,55.7453,43.638,0.742885,0.415311,0.678004,0.448043,32.2987,14.2281,0.284761,5.76747,0.146616,0.478764,0.999579,1.36162,0.263054,1.38114,26.4808,11.878,0.771428,26.4233,0.258892,0.458856,0.274942,0.146347,0.591356,0.00190641,24.4576,6.3924,0.0500133,0.467054,0.0675768,0.334774,0.262171,
128,41.4124,52.8715,40.7819,0.783265,0.659988,0.676338,0.265999,28.1729,14.057,0.399762,7.00684,0.112513,0.445832,1.07439,2.13098,0.296987,0.915335,14.7299,1.39696,1.09709,26.0764,0.157835,0.414538,0.429118,0.146988,0.591356,0.00190641,24.4576,7.41125,0.0824005,0.471295,0.0675768,0.335719,0.967447,
129,41.4124,118.778,286.812,0.348653,1.1857,0.808135,0.818028,33.6133,68.9632,0.666398,10.8677,0.153613,0.68248,1.0196,2.21167,0.467913,1.55434,25.2927,279.699,1.30363,30.3878,0.219547,0.725068,0.175822,0.147983,0.591793,0.00190641,23.9834,4.91801,0.0522177,0.471295,0.0676593,0.336105,0.784346,
130,41.4124,60.7633,64.3601,0.681536,0.863627,0.709395,0.448992,32.5882,17.5756,0.410418,6.37923,0.147148,0.55192,1.08877,2.27414,0.353111,1.30112,26.3153,54.6474,0.957496,29.968,0.252376,0.642246,0.362331,0.147983,0.590527,0.00202542,24.4576,10.4981,0.0739071,0.471295,0.0677186,0.335995,0.96999,
131,41.4124,59.9777,46.5946,0.690462,0.914321,0.76154,0.515902,30.0645,13.4856,0.623929,11.7636,0.124773,0.55931,1.16432,2.18349,0.400986,1.22689,18.6297,5.2698,1.50707,29.203,0.157439,0.566448,0.615403,0.148994,0.590527,0.00202542,24.4576,1.01699,0.0739071,0.471295,0.0659636,0.336486,0.969707,
132,41.4124,61.8401,54.5946,0.669668,0.881519,0.7471,0.477325,31.2711,14.3025,0.475582,11.8731,0.147149,0.622338,1.04246,2.30479,0.423947,1.26977,22.5191,3.64093,1.13853,36.5297,0.232356,0.774556,0.273653,0.148994,0.590527,0.00198928,22.7189,5.74854,0.0739071,0.474314,0.0676829,0.336579,0.866674,
133,41.3722,58.107,47.273,0.712001,0.571324,0.706495,0.538089,30.7265,15.582,0.605439,7.59815,0.132745,0.525026,1.12124,1.58006,0.340908,1.47986,20.9366,7.54446,1.55221,29.0046,0.196567,0.547789,0.583877,0.147771,0.590527,0.00202542,24.4482,5.36323,0.0747615,0.474314,0.0676543,0.336449,0.359362,
134,41.3712,58.3628,48.8297,0.708862,0.672364,0.705781,0.385156,29.9652,14.2562,0.375773,10.333,0.129867,0.52409,1.01541,1.69995,0.331283,1.07621,21.5031,3.59631,1.02346,36.5604,0.209308,0.530296,0.366254,0.147147,0.590527,0.00198029,23.3907,4.78718,0.0747615,0.474314,0.0676543,0.336945,0.236526,
135,41.3712,61.9673,54.958,0.66763,0.735702,0.714519,0.615135,33.3075,14.8809,0.367087,9.55285,0.148942,0.563692,1.08099,1.86389,0.330124,1.62043,26.9084,9.70424,0.981184,30.1322,0.233771,0.650841,0.462155,0.147147,0.590527,0.00198029,24.4482,0.326684,0.0539765,0.473388,0.0677683,0.336892,0.506249,
136,41.3582,91.0675,117.792,0.454149,1.58186,0.850398,1.1207,46.0965,28.4246,0.578135,10.3679,0.26521,0.689963,1.09219,3.02768,0.521033,1.94947,44.1334,96.5296,1.1453,28.7494,0.402898,0.683432,0.355759,0.147147,0.539297,0.00198029,24.4482,0.242655,0.0704344,0.474592,0.0678023,0.336966,0.88755,
137,41.3582,64.2526,54.7283,0.643681,0.842998,0.693651,0.624348,36.1916,14.7418,0.340422,8.9755,0.184245,0.576912,1.08111,2.18755,0.344458,1.58895,31.5254,16.0043,0.737626,27.6137,0.291855,0.655643,0.515552,0.147771,0.374491,0.00198029,24.4482,2.32678,0.0632165,0.475117,0.0678023,0.336966,0.373741,
138,41.3582,69.0103,58.508,0.599304,0.906631,0.745474,0.919583,34.6253,14.6936,0.445457,14.8679,0.175722,0.615941,1.01463,1.98076,0.361536,1.84239,25.7971,6.50056,1.0399,35.029,0.269238,0.660595,0.262295,0.147771,0.593155,0.00198029,24.4482,2.97081,0.0372944,0.474847,0.0403316,0.337919,0.370829,
139,41.3559,65.2867,58.8953,0.633451,0.993601,0.789611,0.703189,36.1164,14.6149,0.44734,9.82012,0.189017,0.591538,1.02087,2.3989,0.443322,1.66927,32.4941,5.30017,0.965836,30.3855,0.285958,0.652675,0.21854,0.147771,0.593155,0.00198029,24.448,4.84819,0.0589211,0.475775,0.0678333,0.338292,0.536655,
140,41.3559,67.4132,59.1197,0.613469,0.849213,0.782005,0.647174,32.523,14.0236,0.481912,16.2427,0.167635,0.601169,1.09484,2.8162,0.425815,1.4731,22.6979,4.2264,1.0084,39.1939,0.247623,0.638054,0.404518,0.103242,0.593155,0.00198029,18.0632,3.22119,0.0593821,0.478544,0.0678831,0.338506,0.341589,
141,41.3498,65.3564,54.383,0.632682,0.64917,0.783752,0.559844,33.4562,15.6752,0.609118,11.8807,0.168881,0.508922,1.06453,1.49934,0.460475,1.27939,27.2257,7.67926,1.20887,37.7325,0.262739,0.466128,0.411813,0.147771,0.59157,0.00198029,15.7538,7.07502,0.0593821,0.151478,0.0678831,0.338702,0.207798,
142,41.3498,63.0075,74.1791,0.656268,0.604127,0.734513,0.541726,31.4559,21.097,0.436859,6.3623,0.13323,0.515189,1.1267,1.80982,0.386826,1.40442,22.3199,29.6049,1.07335,33.5481,0.222251,0.484359,0.628315,0.141661,0.59157,0.00198029,24.4475,10.6405,0.0593821,0.479995,0.0678529,0.338853,0.233922,
143,41.34,64.2218,57.4874,0.643705,1.00053,0.737967,0.561785,35.2294,16.1918,0.414101,8.33206,0.169402,0.531747,1.05299,2.48961,0.366338,1.45138,30.6131,15.3345,1.06808,24.6339,0.272798,0.533714,0.492548,0.147771,0.59157,0.00198029,24.4475,5.68195,0.0566057,0.479995,0.0679028,0.339303,0.190227,
144,41.34,59.7246,51.5417,0.692177,0.990532,0.745011,0.417117,31.6725,16.4535,0.405664,7.26602,0.150477,0.546439,1.07738,2.50184,0.422983,1.2432,25.4249,13.4515,1.27764,29.8843,0.251008,0.598039,0.509044,0.147771,0.59157,0.00198029,18.8258,10.3164,0.0271736,0.482039,0.0678064,0.338773,0.871579,
145,41.3392,56.8029,47.3467,0.727766,0.996926,0.688833,0.414244,31.4015,14.6157,0.314351,6.64614,0.140182,0.495384,1.08959,2.57989,0.313992,1.19387,23.1549,4.61724,0.819607,22.238,0.224921,0.535338,0.406598,0.15095,0.569756,0.00206926,24.4445,7.16,0.0549585,0.482039,0.0678064,0.331662,0.656943,
146,41.3191,61.0601,54.2199,0.676696,0.894526,0.724423,0.557152,29.4565,14.7264,0.384318,12.4987,0.125297,0.605758,1.08704,2.04608,0.34848,1.49368,19.1065,5.53141,1.04231,36.1893,0.175745,0.722718,0.387344,0.150009,0.590896,0.00206926,14.457,0.230603,0.0505872,0.481126,0.0678064,0.339436,0.977272,
147,41.3191,61.1001,50.1113,0.676253,0.845043,0.730776,0.384108,34.686,14.5887,0.413833,7.65639,0.165142,0.563319,1.06675,2.17264,0.38723,1.05874,29.6763,7.29135,0.963086,26.4036,0.277671,0.635755,0.442775,0.150009,0.590896,0.00206926,24.4445,5.38861,0.0505872,0.481126,0.0678658,0.339462,0.0930658,
