Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,2in Heave.front.motion_ratio_heave_l.avg,Roll.front.side_view_swing_arm_angle_l.avg,Steering.front.ackerman_angle.avg,Roll.front.roll_center.y.avg,Steering.front.tie_rod_angle_front_view_l.avg,Roll.front.camber_angle_gain_roll_l.avg,2in Heave.front.side_view_swing_arm_angle_l.avg,2in Heave.front.roll_center_gnd.z.avg,2in Heave.front.coil_over_length_l.avg,2in Heave.front.p_rod_length_l.avg,2in Heave.front.tie_rod_angle_top_view_l.avg,2in Heave.front.toe_angle_l.avg,2in Heave.front.motion_ratio_heave_l.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Steering.front.ackerman_angle.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Roll.front.camber_angle_gain_roll_l.std_dev,2in Heave.front.side_view_swing_arm_angle_l.std_dev,2in Heave.front.roll_center_gnd.z.std_dev,2in Heave.front.coil_over_length_l.std_dev,2in Heave.front.p_rod_length_l.std_dev,2in Heave.front.tie_rod_angle_top_view_l.std_dev,2in Heave.front.toe_angle_l.std_dev,2in Heave.front.motion_ratio_heave_l.best,Roll.front.side_view_swing_arm_angle_l.best,Steering.front.ackerman_angle.best,Roll.front.roll_center.y.best,Steering.front.tie_rod_angle_front_view_l.best,Roll.front.camber_angle_gain_roll_l.best,2in Heave.front.side_view_swing_arm_angle_l.best,2in Heave.front.roll_center_gnd.z.best,2in Heave.front.coil_over_length_l.best,2in Heave.front.p_rod_length_l.best,2in Heave.front.tie_rod_angle_top_view_l.best,2in Heave.front.toe_angle_l.best,
71,768.319,1086.15,1268.89,0.707377,24.2277,99.685,8.37732,27.6096,21.0805,3.41953,100.632,723.43,68.2903,0,3.86386,5.53557,42.8919,480.532,8.3046,14.6092,33.1224,3.33638,482.953,416.117,129.145,0,2.05934,18.4736,4.53429,0.492109,0.356391,8.09731,12.1784,0.22335,1.13097,456.259,26.0104,0,0.474272,0.948866,
72,767.575,1111.26,1448.92,0.690726,29.2121,103.66,9.43091,29.3726,24.1425,3.31383,105.001,704.609,91.643,0,3.99681,6.87601,57.4148,551.748,12.7364,15.1687,43.6151,2.58883,556.387,311.726,204.168,0,2.11451,22.1802,4.53429,0.492109,0.356391,12.0958,12.1512,2.70985,1.13097,645.135,38.0346,0,0.474272,0.948866,
73,766.996,1058.44,1337.84,0.724646,25.0346,94.7939,8.97822,34.4911,18.8677,3.27463,95.8538,697.995,71.1828,0,3.83993,4.13087,51.3545,499.336,13.5835,50.6858,28.5597,2.29176,502.724,249.294,132.155,0,1.77139,11.7907,4.53429,0.421027,0.356391,8.43341,12.5025,2.44729,0.448543,645.135,24.8503,0,0.474272,0.948866,
74,766.996,1109.06,1212.55,0.691576,29.9692,40.0948,11.2396,28.7084,23.8465,4.21628,40.5827,814.501,104.629,0,4.02523,7.24272,62.5249,237.654,21.9058,11.1986,42.741,5.25574,237.688,643.356,254.584,0,2.39481,22.2803,4.53429,0.421027,0.356391,8.89856,12.5025,2.68549,0.448543,645.135,22.719,0,0.362014,1.06447,
75,765.775,979.402,1133.72,0.78188,19.6561,70.0392,8.01679,28.606,23.429,3.21447,71.1009,685.568,60.0982,0,3.7342,5.93934,35.0812,455.294,11.3531,6.56628,43.5945,2.42239,457.427,166.746,119.176,0,2.13095,19.1682,4.53429,0.421027,0.342008,12.359,12.5025,2.48255,0.448543,645.135,26.1737,0,0.0506091,1.06447,
76,765.775,1128.22,1319.77,0.678743,27.5683,95.1835,11.0995,28.1717,22.2614,3.71403,96.0323,755.561,77.3173,0,4.10479,7.21023,55.1361,441.545,22.2166,7.95857,29.5616,3.67989,443.921,454.297,142.262,0,3.26201,19.2366,4.77443,0.421027,0.342008,7.33056,12.5025,2.72644,0.448543,528.301,22.8986,0,0.0506091,1.06447,
77,762.613,1520.38,6053.93,0.501594,17.6752,49.3906,6.57653,615.855,17.8519,3.12144,49.982,665.913,87.494,0,3.67391,2.84507,25.3338,315.957,10.4844,5866.35,20.0468,2.29392,316.576,100.744,219.556,0,1.57182,6.991,4.77443,0.421027,0.303055,1.09244,12.5025,0.608003,0.448543,472.139,37.345,0,0.0506091,1.06447,
78,762.613,962.629,937.086,0.792219,24.3564,44.3616,6.75359,30.9505,23.9106,3.35151,44.8527,703.714,71.0448,0,3.79682,5.53656,55.9635,258.046,9.41663,492.362,47.8927,2.47841,258.249,274.314,167.189,0,1.41439,18.1702,4.77443,0.40639,0.303055,8.87576,12.5025,2.72644,0.448543,618.182,23.9156,0,0.0506091,0.996996,
79,762.613,1163.96,1522.77,0.655186,27.3,100.177,10.267,34.3702,20.4057,3.82239,100.75,759.645,96.9734,0,4.34195,5.91093,59.7051,414.617,22.4743,48.7177,25.1249,3.47372,415.098,431.418,223.433,0,3.27136,16.9282,4.77443,0.40639,0.303055,7.92,11.7273,2.72644,0.448543,650.92,23.8648,0,0.560478,0.996996,
80,762.613,1182.48,1522.64,0.644928,29.4157,161.711,6.87837,28.2632,30.5388,3.24331,163.17,687.286,57.2057,0,3.92391,10.8407,60.2588,638.971,10.301,9.73689,61.0279,1.78214,643.755,201.677,143.347,0,1.6617,38.1113,4.77443,0.40639,0.303055,1.66493,12.6837,2.72644,0.448543,396.02,22.6391,0,0.0431316,0.996996,
81,760.875,1090.71,1370.55,0.697598,23.8209,78.4325,6.47561,58.5906,17.4075,3.5757,79.2357,720.409,94.9744,0,3.90123,3.8843,55.0601,444.43,8.52493,245.082,18.6944,2.82359,446.643,294.364,221.547,0,2.05629,12.0438,4.77443,0.259298,0.303055,7.03986,12.6837,2.72644,0.448543,652.044,22.7208,0,0.0431316,0.996996,
82,760.875,1081.81,1515.69,0.703335,14.2674,75.5484,6.89412,98.3323,19.4651,3.36311,76.3063,716.827,64.4988,0,3.93835,2.3682,26.7706,427.204,16.7185,706.485,32.9022,2.80621,429.516,350.455,116.097,0,2.90034,3.6934,4.72302,0.259298,0.303055,6.47036,12.8013,2.7453,0.448543,652.044,31.7139,0,0.0431316,0.996996,
83,760.875,1295.59,1779.88,0.587283,28.0371,153.797,8.57985,28.3543,26.6304,3.86131,154.666,776.091,104.311,0,4.05808,7.19961,63.1281,554.059,17.9383,71.6233,55.357,3.54209,556.23,484.338,230.987,0,2.47111,20.9072,4.72302,0.259298,0.307679,1.30591,12.8013,2.7453,0.448543,576.51,24.7231,0,0.0431316,0.996996,
84,760.51,1065,1321.7,0.714097,19.1896,86.3762,5.24301,27.2844,22.295,3.36932,87.13,718.822,87.6686,0,3.63868,3.9786,46.7566,439.822,9.03597,3.12555,43.86,3.23734,442.051,430.255,213.097,0,1.27115,14.2984,4.72302,0.259298,0.307679,8.54536,12.8013,2.7453,0.448543,538.281,37.345,0,0.544298,0.996996,
85,760.51,962.716,930.407,0.789963,21.7956,49.2857,6.55403,30.0843,18.6141,3.37522,49.768,696.216,76.8361,0,4.01323,6.17332,54.7602,267.277,14.9432,21.8062,30.5946,2.70619,267.653,255.335,143.511,0,2.63552,26.5905,4.72302,0.259298,0.307679,9.75937,12.8013,2.7453,0.368107,499.543,37.345,0,0.560478,0.996996,
86,760.51,929.595,814.869,0.818109,16.6368,16.415,5.84439,32.2758,18.4847,3.71827,16.8262,740.673,70.527,0,3.82631,4.36778,38.435,128.356,12.329,36.2686,27.8032,4.01969,128.357,464.192,120.695,0,1.82873,16.5993,4.72302,0.259298,0.303949,10.5408,12.8013,2.7453,0.368107,652.044,37.345,0,1.01753,0.996996,
87,760.51,1101.21,1550.17,0.690614,19.122,92.9532,4.62276,28.537,21.6902,3.40733,93.9531,722.471,106.985,0,3.64146,3.82599,50.7335,504.255,8.13677,12.7792,37.6472,3.17341,507.929,410.297,274.467,0,1.25256,11.0559,4.72302,0.259298,0.303949,8.4556,13.257,2.7453,0.368107,652.044,39.6872,0,1.01753,1.04141,
88,760.51,999.937,1015.27,0.760558,17.2253,44.4746,5.01122,39.807,23.9471,3.62812,44.9209,707.743,103.432,0,3.7965,5.95068,38.9705,270.421,9.38424,73.5672,49.2848,3.11084,270.612,293.898,253.036,0,1.65887,21.5136,4.72302,0.259298,0.269942,8.96393,13.257,2.76329,0.368107,456.082,31.4501,0,1.01753,1.04141,
89,756.108,1186.48,1567.34,0.637269,14.9158,107.231,4.78902,26.7332,23.632,3.92859,107.806,802.842,84.8988,0,3.7928,5.91239,32.027,431.566,10.1152,13.7854,43.3299,4.39094,432.263,610.401,159.97,0,1.47781,23.6167,4.72302,0.237464,0.303949,8.41448,13.3462,2.51747,0.303305,549.588,39.6872,0,1.01753,1.04054,
90,756.108,931.834,979.33,0.811419,12.9402,54.6625,4.98533,28.0162,19.7224,3.06056,55.3373,672.836,72.2787,0,3.85519,4.1393,32.783,358.091,14.0057,4.07342,38.3095,1.302,360.418,168.812,167.849,0,2.66021,19.9676,4.59035,0.237464,0.303949,12.1543,13.3462,2.76967,0.303305,651.295,32.2729,0,1.01753,1.04054,
91,756.108,1112.21,1361.57,0.679825,20.0552,35.393,7.96093,31.325,21.6958,4.27191,35.8384,823.994,120.283,0,4.28065,7.11235,48.161,227.273,25.4284,33.9862,31.3222,5.4501,227.529,720.827,285.416,0,3.68225,24.6198,4.59035,0.118565,0.288139,9.19861,12.1395,2.74608,0.217905,651.567,39.6435,0,1.01753,1.0204,
92,756.108,1174.7,1637.52,0.643658,19.1678,134.495,5.26107,28.3432,24.2921,3.44321,135.826,721.698,90.731,0,3.8943,7.55191,44.8255,577.744,15.6918,10.3249,40.4762,2.59145,601.672,314.02,197.84,0,2.22793,27.3779,4.59035,0.118565,0.303949,3.99261,13.3818,2.79329,0.217905,651.725,24.9051,0,1.01753,1.0204,
93,756.108,1006.66,1180.49,0.751107,17.9559,63.0396,5.45342,27.8241,18.1238,3.48202,63.5324,727.03,70.965,0,4.0898,5.1625,48.7235,375.828,16.8729,7.24171,19.4589,3.62022,376.701,450.815,128.844,0,2.68862,22.0397,4.59035,0.118565,0.303949,7.08999,13.3818,2.30336,0.217905,310.815,31.7737,0,1.09748,1.0204,
94,756.108,968.907,1107.02,0.780372,11.4296,46.9883,3.09843,28.2805,18.703,3.41818,47.3438,713.306,89.0665,0,3.64115,3.63111,21.8657,287.683,8.70355,6.72988,26.246,2.84308,287.897,339.37,224.045,0,1.05499,12.9465,4.59035,0.118565,0.303949,8.23958,13.3818,2.79667,0.217905,650.852,39.6435,0,1.09748,0.951337,
95,756.108,1140.42,1574.49,0.663006,17.1258,108.217,3.93096,26.9272,21.346,3.75938,108.689,769.936,71.7947,0,3.76733,4.9309,48.4379,467.207,15.4227,4.96996,33.223,3.57102,468.067,471.133,165.415,0,1.71405,18.7935,4.59035,0.118565,0.27372,2.35417,13.4383,2.79667,0.217905,650.595,23.7264,0,1.09748,0.951337,
96,756.108,1095.61,1309.94,0.690123,20.8924,73.9776,3.77612,28.1031,25.4636,3.89868,74.387,780.365,73.0391,0,3.64473,8.06622,56.7784,356.913,9.94523,9.65864,52.7157,4.1013,359.4,521.38,161.481,0,1.46136,32.1971,4.59035,0.118565,0.303949,8.20046,13.4383,2.79667,0.217905,649.668,23.692,0,0.058242,0.951337,
97,756.108,998.449,1187.11,0.757283,15.5892,79.2916,2.51497,26.9817,15.2803,3.05211,79.7112,691.098,78.394,0,3.55096,2.98476,45.5025,398.859,5.13268,4.0197,12.1564,1.82699,399.931,259.595,174.864,0,1.02414,13.0637,4.59035,0.118565,0.303949,2.71718,13.4383,0.415165,0.217905,581.131,40.575,0,0.910728,0.951337,
98,756.108,1141.37,1440.15,0.662454,22.2673,56.9459,3.83748,28.493,26.962,4.24524,57.2028,813.941,113.614,0,3.76136,10.1046,62.2035,302.513,10.4748,11.3776,55.9934,5.18979,302.934,618.29,277.459,0,1.79765,31.1722,4.59035,0.104863,0.307679,9.72762,13.5165,2.75156,0.0885521,650.852,22.9195,0,0.910728,0.951337,
99,756.108,1152.92,1505.95,0.655821,21.9024,114.228,6.15773,28.4033,23.7903,3.59827,114.793,735.8,94.1583,0,3.88864,6.19862,59.4673,513.883,18.6747,11.4079,40.8763,2.9369,516.213,359.69,185.763,0,2.02353,21.6549,4.59035,0.104863,0.307679,0.671952,13.5165,2.75917,0.0885521,650.684,22.9428,0,0.910728,0.951337,
100,756.108,1065.55,1440.24,0.709592,18.2618,89.087,3.24251,27.7155,22.6827,3.34932,89.8726,716.504,85.5385,0,3.60802,5.69114,51.9622,494.688,11.136,6.9975,42.2044,3.00965,498.604,390.676,188.218,0,1.53359,22.1542,4.59035,0.104863,0.307679,11.0351,13.5214,2.10969,0.0885521,650.524,40.575,0,0.910728,0.951337,
101,755.588,934.388,926.55,0.808645,14.8325,39.3639,3.41659,28.8726,18.8647,3.38293,39.7772,701.129,76.923,0,3.76935,4.05554,39.9059,329.029,12.5232,10.2605,26.9811,3.1035,331.892,369.777,172.205,0,2.20578,13.3801,4.59035,0.0633653,0.302886,11.2682,13.5214,2.74752,0.0885521,632.608,23.6733,0,0.910728,1.0204,
102,755.588,1166.02,1568,0.648008,18.0422,133.129,5.68056,28.6431,31.4558,3.37381,134.226,705.399,94.0745,0,3.68554,8.30644,43.8663,599.924,19.6806,9.90069,64.7381,2.38895,604.918,238.859,200.727,0,1.69642,26.6541,4.6024,0.0633653,0.301028,9.13784,13.5214,0.727853,0.0885521,651.247,33.4079,0,0.910728,1.01914,
103,755.497,1053.73,1268.19,0.716971,24.1822,73.0189,4.19547,31.0665,24.7475,3.53629,73.5484,723.911,85.6242,0,3.9409,5.96296,67.2146,428.012,13.8119,26.1225,51.988,3.39631,431.156,383.105,196.759,0,2.79691,22.8067,4.77515,0.0633653,0.301028,4.46385,13.5214,1.94546,0.0885521,652.154,22.9385,0,0.910728,1.0204,
104,755.497,1082.89,1411.3,0.697669,16.9396,68.1119,5.13302,28.3696,24.4992,3.76711,68.2369,756.95,99.8377,0,3.73798,7.30502,46.449,334.294,17.6209,9.61184,53.1844,3.78582,334.524,492.168,251.586,0,1.61397,25.8529,4.75876,0.0633653,0.301028,8.32971,13.5214,2.78731,0.0885521,651.685,31.693,0,0.910728,1.0204,
105,755.497,1120.27,1536.31,0.674391,15.8026,100.241,4.81539,36.4404,26.3061,3.73229,100.651,750.712,71.4597,0,3.74901,6.35707,43.5549,465.731,15.3438,83.2055,56.594,3.69056,467.783,465.467,166.059,0,2.09878,24.766,4.75876,0.0633653,0.290289,8.47943,13.5712,2.73482,0.0885521,607.029,22.9402,0,0.397127,1.0204,
106,755.405,1183.22,1584.19,0.638434,28.2784,112.473,6.15652,30.842,31.2794,3.89154,113.116,743.565,101.12,0,4.04824,8.44674,73.3345,518.005,19.0147,19.1141,65.7451,3.64965,521.396,386.26,214.811,0,3.01423,25.7231,4.38448,0.0633653,0.286278,8.9919,13.5712,2.78731,0.0885521,638.262,23.6759,0,1.16509,1.0204,
107,755.405,1273.29,1824.48,0.593272,18.3346,147.167,3.34918,27.0878,29.8589,3.7257,148.067,770.11,112.12,0,3.61572,9.85101,51.3828,593.351,9.29303,6.78559,62.7126,3.99147,590.555,507.519,242.219,0,1.35089,31.4825,4.38448,0.0633653,0.268984,8.39955,13.5712,1.41584,0.0885521,627.765,41.9932,0,0.404049,1.016,
108,754.787,974.025,1090.57,0.774916,12.9423,48.0158,6.05125,28.2394,23.2507,3.45981,48.2158,713.796,78.946,0,3.75365,7.35366,31.9914,281.566,25.6675,7.20109,38.253,2.98705,283.589,347.858,183.63,0,1.99043,25.9728,4.38448,0.0633653,0.268984,7.99238,13.5712,2.53861,0.0885521,610.898,32.4443,0,2.28646,1.016,
109,754.787,975.495,1088.36,0.773747,13.5841,75.5481,3.33974,28.3872,21.2544,3.14124,75.9102,695.406,50.9382,0,3.60478,4.38155,35.008,410.028,11.8605,12.6092,36.4657,2.093,412.408,260.581,69.5612,0,1.30409,14.142,4.38448,0.0633653,0.268984,8.75023,13.4753,0.281036,0.0885521,651.685,25.4377,0,2.28646,1.016,
110,754.787,993.374,1014.14,0.759822,19.3985,58.8933,5.44433,36.7812,24.7493,3.47075,59.2604,691.565,84.1134,0,3.57824,6.11896,54.0502,366.37,20.3459,62.4782,47.578,2.7932,368.771,169.736,156.169,0,1.49564,23.2233,4.38448,0.0633653,0.268984,10.8684,13.5712,0.516595,0.0885521,652.058,42.8805,0,2.28646,1.016,
111,754.787,1054.78,1227.12,0.715588,22.2567,68.9417,5.94678,54.4208,20.5157,3.63631,69.3195,730.467,70.5697,0,3.67924,5.02485,64.0241,394.325,22.1276,206.227,29.9754,3.3703,396.62,387.166,128.938,0,1.81174,19.4074,4.38448,0.0477818,0.268984,8.48393,13.6019,2.48519,0.0587356,594.992,22.9446,0,2.59436,1.016,
112,754.787,1152.04,1555.16,0.655176,15.0218,122.551,4.22725,27.4503,30.2969,3.24316,123.286,707.176,106.63,0,3.47838,8.67675,38.6163,534.534,18.4216,27.3354,65.3263,2.32487,538.311,309.815,255.559,0,1.48991,32.0472,4.50684,0.0477818,0.187313,8.84466,13.6019,1.46315,0.0587356,628.694,25.9818,0,2.54564,1.016,
113,754.787,1158.28,1432.92,0.651642,22.4677,102.28,6.30543,30.9594,29.0238,3.75104,102.626,735.857,113.53,0,3.81751,7.66749,56.5875,452.922,25.0086,25.1411,51.0282,3.58493,454.987,418.772,259.697,0,2.31864,22.0581,4.50684,0.0477818,0.268984,7.18772,13.6563,2.81339,0.0587356,552.638,24.7073,0,2.67629,1.016,
114,754.787,981.018,1151.59,0.769391,20.4202,49.6085,2.75763,28.2257,22.8018,3.52111,49.6822,719.387,75.1751,0,3.66285,5.77661,63.237,293.457,12.0125,8.35957,42.575,3.21129,293.546,377.151,139.375,0,1.91916,21.5582,4.50684,0.0477818,0.268984,7.11938,13.6908,2.79479,0.0587356,561.777,42.5423,0,2.75121,1.016,
115,754.787,1012.63,1281.29,0.745374,18.2873,61.1758,3.05695,31.5457,20.678,3.39356,61.6384,710.066,94.1666,0,3.54389,5.07608,55.4638,411.385,12.4271,39.4141,34.78,2.84448,414.378,342.489,240.577,0,1.38597,18.6313,4.49896,0.0477818,0.268984,0.625773,13.6908,2.75842,0.0587356,652.07,42.8762,0,2.75121,1.016,
116,754.787,1153.16,1444.5,0.654539,21.5845,110.19,3.45443,28.7741,24.2538,3.71905,110.315,740.124,101.979,0,3.59213,5.17205,58.2363,418.175,9.54083,14.7167,41.8901,3.21802,418.449,409.236,252.433,0,1.22746,16.0457,4.49896,0.059577,0.268984,8.50905,12.9342,2.81013,0.103033,463.599,31.2621,0,2.75121,1.016,
117,754.787,1444.23,5381.85,0.522624,12.5449,41.3608,2.95216,546.439,16.4399,3.49485,41.4754,714.438,57.9952,0,3.66494,3.4193,38.0826,289.587,15.7145,5184.29,15.9697,3.1468,289.739,333.506,91.9948,0,2.93382,12.6599,4.49896,0.059577,0.268984,7.15486,13.6908,2.78595,0.0907976,652.07,31.5959,0,2.72565,1.016,
118,754.787,978.991,1266.88,0.770984,13.5273,53.7984,1.31442,27.0645,17.9085,3.32763,53.945,721.897,79.1695,0,3.35868,3.68059,45.0685,304.85,4.17703,516.786,24.8374,2.69445,305.323,383.519,203.786,0,0.899178,14.9948,4.34544,0.059577,0.268984,8.65443,13.6908,2.81339,0.103033,652.05,42.9512,0,2.17543,1.016,
119,754.787,1091.08,1202.74,0.691778,28.5208,45.2659,7.42462,34.2803,26.7057,4.34016,45.4455,802.199,84.7541,0,4.02298,8.12368,74.957,277.041,26.9065,34.1525,54.9422,4.97686,277.902,589.855,160.981,0,3.228,26.0564,4.34544,0.059577,0.268984,8.2839,13.6908,0.398285,0.103033,651.9,22.7416,0,2.47111,1.016,
120,754.787,904.931,675.156,0.834082,22.4822,6.39341,4.32929,30.8701,22.9419,3.53451,6.44216,703.735,92.5335,0,3.6282,8.04126,69.0847,46.4493,19.1498,18.2006,39.4811,3.21515,46.5288,346.666,241.865,0,1.85532,28.5665,4.19167,0.059577,0.268984,12.544,12.0572,2.80779,0.103033,652.05,22.6919,0,2.56799,1.016,
121,754.787,1066.27,1433.41,0.707878,14.4947,97.7205,2.76444,28.5589,20.631,3.33821,98.4021,714.555,77.0674,0,3.51147,5.22295,42.3239,510.504,11.5817,16.0983,39.9731,2.33022,514.345,303.074,192.223,0,1.48541,19.8034,4.34544,0.059577,0.268984,9.70206,13.6908,2.792,0.103033,651.718,32.5252,0,2.56799,1.016,
122,754.259,1082.62,1447.96,0.696694,17.01,95.6544,0.866331,26.9562,23.7982,3.28047,96.1642,723.035,85.3599,0,3.33885,7.1607,53.6949,445.467,2.20331,3.31797,51.7112,2.36205,448.071,348.549,186.352,0,0.573952,32.759,4.34544,0.059577,0.268984,9.29178,13.1011,2.8027,0.103033,652.05,43.3883,0,2.56799,1.016,
123,754.044,1040.73,1330.96,0.724536,13.6428,58.8705,2.52154,27.8705,17.2375,3.73611,58.9647,765.813,85.1349,0,3.39368,3.54071,42.2297,330.499,11.9527,10.731,20.9293,3.99661,332.661,535.475,186.559,0,1.60043,11.5725,4.34544,0.059577,0.268984,8.39858,13.6966,2.80401,0.082337,652.05,43.3883,0,0.408979,1.01553,
124,754.044,1086.42,1481.12,0.694061,18.5043,108.117,3.41584,28.9447,21.0967,3.46602,108.82,720.504,65.3675,0,3.61728,4.57042,56.7785,538.285,15.6581,17.4974,33.1926,2.96437,542.009,349.228,115.436,0,2.13934,15.812,4.34544,0.059577,0.268984,7.8794,13.7064,2.60672,0.0943681,652.05,22.9284,0,2.43489,1.016,
125,754.044,1155.78,1457.96,0.65241,20.8933,111.544,6.05501,56.7586,20.9003,3.7693,112.117,735.524,80.5979,0,3.62554,3.99686,55.7816,508.913,24.3968,270.954,33.3996,3.6077,512.046,411.486,176.119,0,1.81013,13.802,4.34544,0.059577,0.268984,8.07353,13.504,2.79678,0.0943681,496.136,23.7028,0,2.43489,1.016,
126,754.044,1023.21,1262.86,0.736942,21.3459,73.2689,3.84146,27.9786,20.2922,3.55713,73.3556,729.909,61.5332,0,3.46759,4.65822,66.5394,355.47,18.5214,29.6896,31.2562,3.1183,355.759,406.054,98.0853,0,1.77284,15.1946,4.34544,0.059577,0.268984,6.75472,13.7309,2.81152,0.0909552,599.861,22.9488,0,2.23752,1.01561,
127,754.044,1175.43,1718.63,0.641502,15.8055,123.693,4.6706,30.9666,25.7393,3.48265,124.422,728.911,105.764,0,3.67093,8.30955,44.2274,542.073,19.7077,40.2824,54.5169,2.79426,545.37,354.071,253.393,0,2.81808,32.8536,4.34544,0.059577,0.268984,1.51813,11.1832,1.85966,0.0909552,652.706,32.9327,0,2.23752,1.01204,
128,754.044,1126.65,1320.16,0.66928,21.9066,65.0484,4.38781,33.8659,28.9459,4.25131,65.1957,793.467,96.9871,0,3.75624,8.83737,55.4319,322.83,17.8043,49.8837,57.6867,4.79101,323.326,588.935,205.46,0,2.95742,33.1584,4.37367,0.059577,0.268984,6.36268,13.7853,2.82066,0.0909552,523.603,22.8166,0,2.23752,1.016,
129,754.044,1017.3,1249.81,0.741218,18.2776,56.3528,5.51135,31.5369,29.141,3.58341,56.6888,707.644,98.6393,0,3.6142,6.31467,51.9399,374.586,23.8318,20.788,58.6938,2.92158,376.907,288.309,229.131,0,2.86699,20.874,4.37367,0.059577,0.268984,8.93435,13.7457,2.81759,0.0909552,652.035,32.8471,0,2.23752,1.01221,
130,754.044,1056.34,1369.09,0.71383,11.304,61.242,3.29954,28.0314,22.6689,3.73837,61.4308,764.343,92.0012,0,3.55834,4.71725,31.599,342.612,14.9198,12.1263,42.4994,4.06533,343.41,529.432,220.812,0,2.92496,22.3228,4.37367,0.059577,0.268984,8.59806,13.7853,2.82066,0.0909552,651.398,43.6667,0,2.23752,1.01221,
131,754.044,1062.14,1420.15,0.709926,13.3046,112.778,3.69358,28.5563,20.9043,3.10447,113.777,677.569,79.6617,0,3.70786,5.08813,35.0283,562.308,15.0807,11.3883,31.1766,1.53903,559.231,132.447,177.91,0,3.09651,17.3585,4.37367,0.059577,0.268984,12.216,13.7715,1.01647,0.0909552,578.29,33.2961,0,2.1717,1.01221,
132,753.407,1182.91,1584.67,0.636908,23.1355,78.081,7.7251,29.3966,23.0798,4.31155,78.4637,829.271,97.9706,0,3.77055,7.70854,65.4628,432.837,31.587,23.5244,41.542,5.76615,435.095,712.298,227.039,0,3.3822,26.7754,4.37367,0.0372613,0.268984,7.77687,13.7672,2.82066,0.0909552,652.684,25.9975,0,2.13877,1.01221,
133,753.407,857.693,630.471,0.878412,12.5977,28.5552,1.81506,28.4338,19.3779,3.13684,28.5974,676.605,51.4083,0,3.20701,3.9585,38.4544,195.924,8.93558,8.75063,30.1104,2.01158,195.983,247.016,64.0779,0,1.10999,16.006,4.37367,0.0372613,0.268984,8.98545,13.7715,2.79591,0.0909552,606.878,23.8977,0,2.1717,1.01221,
134,753.407,957.622,1144.51,0.786748,12.079,63.2235,3.95359,28.9927,19.655,3.14552,63.745,674.889,81.0126,0,3.49101,3.4352,33.407,434.353,21.5459,11.967,32.0663,2.01349,437.635,124.408,205.488,0,3.04164,12.2358,4.37367,0.0372613,0.265158,11.0754,13.7715,0.352615,0.078942,571.508,43.3485,0,2.1717,1.00033,
135,753.407,1097.27,1477.07,0.686621,16.8683,70.0198,2.72581,29.4379,27.5353,3.93853,70.0764,779.823,86.7952,0,3.33036,6.71808,51.3122,356.872,10.7891,20.1853,54.2263,4.37559,356.952,532.599,235.467,0,1.65317,25.3513,4.55264,0.0372613,0.254533,7.18919,13.7715,2.81268,0.078942,652.246,31.7364,0,2.02636,1.00033,
136,753.407,1022.24,1040.73,0.737015,25.9856,32.846,4.7166,32.0816,24.8744,4.07283,32.9294,772.133,79.3941,0,3.61383,9.59326,70.7107,213.482,17.7562,26.4923,44.9774,4.80514,213.746,573.648,173.88,0,2.97997,30.1834,4.55264,0.0251885,0.269912,8.70124,13.7715,2.3062,0.0238868,652.82,23.1124,0,2.1717,1.00033,
137,753.407,1109.57,1494.99,0.67901,19.752,72.5655,4.58599,39.1416,25.1845,3.90486,72.9091,765.579,98.3378,0,3.23624,4.37059,57.0999,402.927,16.3346,97.6911,50.1996,4.12256,405.118,490.786,227.327,0,1.04045,15.3813,4.55264,0.0372613,0.269912,9.00898,13.7715,2.82066,0.078942,652.82,23.6669,0,2.1717,1.00033,
138,753.407,996.952,1256.69,0.75571,16.9215,74.085,1.83526,28.7304,23.0776,3.32437,74.5645,704.102,61.2348,0,3.20236,5.87464,52.9602,421.794,7.03372,16.4518,46.8776,2.36239,424.698,306.164,145.817,0,0.965616,27.2514,4.54055,0.0247787,0.269912,8.65683,13.7715,2.82574,0.0620227,652.298,23.6742,0,2.1717,1.00033,
139,753.407,1096.96,1455.89,0.686816,15.0002,94.1925,3.99782,27.0735,25.4468,3.59112,94.3321,752.326,71.0194,0,3.35438,6.62255,46.8649,405.729,17.1225,5.41182,51.3148,2.9915,406.12,421.867,162.123,0,1.74906,24.9441,4.3031,0.0247787,0.269912,8.86005,13.7715,2.81407,0.0620227,652.334,24.339,0,2.23752,1.01221,
140,753.407,1036.83,1036.95,0.726643,18.8226,35.2376,4.49365,43.642,20.837,4.05197,35.3646,777.094,88.8466,0,3.37913,5.06249,53.3775,240.673,20.2387,115.529,32.1701,4.57718,241.187,534.45,213.752,0,1.72575,18.9172,4.3031,0.0247787,0.269912,10.1077,13.8357,2.82722,0.0620227,651.509,23.7333,0,2.23752,1.01221,
141,753.407,1088.23,1401.24,0.692323,16.2737,93.6398,4.80248,31.029,20.696,3.60774,94.1602,729.331,84.8786,0,3.57571,6.23652,45.9438,469.304,22.6942,28.5335,29.1266,3.02775,472.313,345.732,188.334,0,2.91049,22.4802,4.3031,0.0247787,0.269912,4.7032,13.7987,2.80679,0.0620227,651.975,31.5811,0,2.37289,1.01221,
