Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Steering.front.tie_rod_angle_front_view_l.avg,Roll.front.camber_angle_gain_roll_l.avg,Roll.front.side_view_swing_arm_angle_l.avg,Steering.front.ackerman_angle.avg,Roll.front.roll_center.y.avg,2in Heave.front.tie_rod_angle_top_view_l.avg,2in Heave.front.toe_angle_l.avg,2in Heave.front.side_view_swing_arm_angle_l.avg,2in Heave.front.roll_center_gnd.z.avg,2in Heave.front.motion_ratio_heave_l.avg,2in Heave.front.coil_over_length_l.avg,2in Heave.front.p_rod_length_l.avg,Steering.front.tie_rod_angle_front_view_l.std_dev,Roll.front.camber_angle_gain_roll_l.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Steering.front.ackerman_angle.std_dev,Roll.front.roll_center.y.std_dev,2in Heave.front.tie_rod_angle_top_view_l.std_dev,2in Heave.front.toe_angle_l.std_dev,2in Heave.front.side_view_swing_arm_angle_l.std_dev,2in Heave.front.roll_center_gnd.z.std_dev,2in Heave.front.motion_ratio_heave_l.std_dev,2in Heave.front.coil_over_length_l.std_dev,2in Heave.front.p_rod_length_l.std_dev,Steering.front.tie_rod_angle_front_view_l.best,Roll.front.camber_angle_gain_roll_l.best,Roll.front.side_view_swing_arm_angle_l.best,Steering.front.ackerman_angle.best,Roll.front.roll_center.y.best,2in Heave.front.tie_rod_angle_top_view_l.best,2in Heave.front.toe_angle_l.best,2in Heave.front.side_view_swing_arm_angle_l.best,2in Heave.front.roll_center_gnd.z.best,2in Heave.front.motion_ratio_heave_l.best,2in Heave.front.coil_over_length_l.best,2in Heave.front.p_rod_length_l.best,
551,685.285,964.913,1110.41,0.710204,1.67777,3.51336,36.9825,5.1809,31.5895,8.31687,5.97656,37.259,746.393,12.5199,75.5032,0,3.20532,5.72829,178.325,21.2441,6.10493,0.597864,21.7526,178.813,661.034,34.782,149.563,0,0.878766,2.13182,0.20132,0.25945,7.95721,7.9256,1.2003,0.478864,592.747,2.9524,22.7312,0,
552,685.285,822.059,662.982,0.83362,1.55173,2.67483,18.5275,1.16389,32.778,8.29685,8.84133,18.83,655.553,7.5492,66.2929,0,3.05606,3.51487,107.528,5.85805,9.74171,0.716141,34.6029,107.854,407.436,22.0897,116.759,0,0.878766,0.179711,0.20132,0.259366,11.5498,6.77535,1.2003,0.478864,592.747,2.9524,32.8272,0,
553,685.285,875.934,886.679,0.782348,1.22606,2.75397,27.1883,4.84393,43.6082,8.41061,5.85489,27.5147,654.31,8.74642,91.4772,0,1.81508,2.80802,145.672,21.5865,93.8472,1.0521,24.0137,146.258,293.704,26.7922,239.289,0,0.878766,1.57459,0.201522,0.259366,9.63085,8.18579,1.2003,0.478869,592.747,2.95116,24.2056,0,
554,685.285,923.529,932.741,0.742029,1.37688,3.15244,47.7223,2.82739,34.469,8.22161,5.49564,48.1432,697.051,8.98285,66.0863,0,2.09616,4.22735,231.869,11.0425,22.4022,0.772767,20.5304,232.892,477.355,23.8294,135.73,0,0.878737,1.04882,0.2016,0.259366,5.21868,4.04724,1.20026,0.479367,432.107,2.95116,23.8696,0,
555,685.285,859.71,824.029,0.797112,1.27664,2.86854,13.1955,2.48835,34.6729,8.45378,7.50336,13.4593,669.294,9.70168,96.7954,0,2.26776,3.96078,109.972,14.0853,17.5614,1.20593,35.2896,109.888,450.715,29.1438,221.049,0,0.592237,1.0239,0.20157,0.259366,6.92282,8.18579,1.20026,0.479043,592.747,2.95116,43.9833,0,
556,685.285,947.669,1078.56,0.723127,1.33049,3.02734,51.8655,1.3522,30.9637,8.29449,6.86771,52.2336,702.155,9.19269,80.3863,0,2.07397,4.03359,215.691,7.28734,6.38386,0.559029,25.8743,208.551,473.852,27.4387,147.755,0,0.878737,0.518048,0.201563,0.259366,3.78826,8.18579,1.20026,0.479043,592.747,2.9524,43.9833,0,
557,685.285,909.911,962.788,0.753134,1.38282,3.19803,36.8944,1.6359,31.6381,8.34404,4.2262,37.3315,713.467,8.31503,63.4786,0,2.49447,4.76935,212.498,6.1532,6.87446,0.6747,17.9742,211.469,559.743,24.5442,112.804,0,0.878737,2.13183,0.201485,0.259366,8.19673,8.18579,1.20026,0.479043,592.747,2.95277,31.7058,0,
558,685.285,965.555,1050.09,0.709732,1.36109,3.15449,58.3907,2.86291,31.7923,8.25458,6.25734,58.8545,703.281,7.79529,83.5512,0,2.00275,4.33398,246.638,11.2531,7.5349,0.586504,22.1941,247.828,512.503,20.9328,155.338,0,0.704033,2.13183,0.201485,0.259366,8.86812,5.39254,1.20032,0.479043,443.159,2.95277,28.9845,0,
559,685.285,832.522,742.166,0.823144,1.22582,2.76691,21.6316,1.8808,40.9968,8.302,4.08275,21.9089,655.585,7.87776,66.2638,0,1.86434,3.1802,147.691,9.46468,78.6483,0.771454,18.2735,149.837,361.039,23.2082,133.141,0,0.878784,2.13183,0.201485,0.259366,7.92065,7.95242,1.20031,0.479043,592.747,2.95257,32.6943,0,
560,685.285,922.919,1041.16,0.742519,1.42255,2.87992,46.3596,2.54061,37.1165,8.25095,4.08723,46.7793,666.987,8.8044,97.6911,0,2.45488,3.57812,229.303,13.5004,50.6021,0.991313,12.6182,232.513,397.471,26.3769,226.079,0,0.878784,2.13183,0.201485,0.259366,4.49894,3.15655,1.20031,0.479043,418.228,2.94519,43.9974,0,
561,685.285,897.538,945.312,0.763516,1.0634,2.83092,35.4347,1.78341,31.7446,8.22721,4.08571,35.8789,664.388,18.9933,93.1078,0,1.13955,3.61349,201.931,11.8961,5.35041,0.941876,16.2561,203.178,407.993,128.039,251.632,0,0.878784,2.13183,0.201485,0.259366,8.4319,1.75011,1.20031,0.479331,592.747,2.94519,24.5477,0,
562,685.285,968.812,1096.51,0.707345,1.39378,3.37441,44.3102,1.91773,33.7634,8.31477,6.9785,44.8221,734.046,12.2156,77.6755,0,2.41142,5.18071,223.172,8.7227,27.0567,0.788184,27.5689,223.461,595.563,35.4855,206.042,0,0.878788,2.13188,0.201485,0.259366,9.1288,7.53798,1.20033,0.479331,592.747,2.95172,22.8791,0,
563,685.285,1088.21,1295.72,0.629734,1.62937,4.02757,56.5047,1.3882,30.5067,8.23107,6.33643,57.1072,813.761,14.3901,94.3312,0,2.81987,6.63853,265.888,4.70579,6.44527,0.948787,21.416,267.209,772.763,36.9382,197.413,0,0.878788,2.13188,0.201485,0.259366,8.62022,0.867347,1.20033,0.479331,592.747,2.95172,22.9456,0,
564,685.285,767.151,486.527,0.893285,1.257,2.64584,3.31167,2.05886,33.0683,8.31615,5.71628,3.58117,640.598,7.0005,59.5969,0,1.97241,3.40355,55.9719,9.1876,6.97215,0.636565,22.2274,52.7063,388.373,23.0923,143.398,0,0.878788,2.13185,0.201423,0.259366,12.6751,8.18583,1.20033,0.479325,592.747,2.95172,32.2972,0,
565,685.285,995.054,1112.48,0.688691,1.7564,3.31015,50.4043,2.83079,54.283,8.28872,7.20193,50.845,710.888,10.2594,94.9859,0,3.23608,4.77308,239.652,12.0199,211.304,1.04788,24.1817,240.607,525.256,27.1565,221.374,0,0.878788,1.64129,0.201423,0.25939,5.62723,1.16841,1.20033,0.479325,590.503,2.95172,22.9154,0,
566,685.285,896.284,735.529,0.764585,1.62233,3.02727,22.7649,4.4481,38.348,8.57305,11.1672,23.1052,678.163,9.43673,95.6275,0,2.73771,3.2302,139.773,18.2014,36.1879,1.89535,41.8153,142.718,332.907,24.2938,199.415,0,0.878788,0.990004,0.201423,0.259311,8.81591,7.6636,1.20033,0.479325,592.747,2.95172,43.9809,0,
567,685.285,1047.28,1270.93,0.654347,1.3342,3.26152,71.7498,5.00432,36.8927,8.60924,8.76497,72.3551,708.799,10.6297,119.88,0,2.36963,4.40672,291.905,16.5982,35.691,1.56555,30.0785,292.508,500.75,28.4672,252.465,0,0.703322,2.13184,0.201423,0.259358,0.223085,8.18584,1.20033,0.47932,483.752,2.95257,43.9809,0,
568,685.285,897.382,935.952,0.763649,1.38581,2.68444,46.425,2.98576,32.7226,8.4017,7.11845,47.034,643.708,8.95879,95.9573,0,2.48095,2.74712,246.205,15.3112,8.22942,1.09903,30.4148,251.427,296.318,26.7935,228.854,0,0.878788,2.13184,0.201423,0.259358,9.49798,8.18584,1.20033,0.47932,592.747,2.95257,43.9787,0,
569,685.285,890.704,958.689,0.769374,1.18053,2.89787,41.6989,2.15208,31.2863,8.26968,4.42104,42.1139,679.623,6.85688,70.2044,0,1.76053,4.19624,218.715,10.9915,4.36284,0.853374,15.9127,219.068,493.972,20.0784,132.834,0,0.704874,2.13184,0.201423,0.259358,7.18673,5.07984,1.20038,0.47932,571.486,2.95918,25.0029,0,
570,685.285,920.137,1017.01,0.744763,1.36454,2.86534,46.3005,1.96271,31.441,8.36694,5.87645,46.717,675.718,8.08123,91.4433,0,2.47775,3.57962,218.797,9.18099,6.18674,0.883926,22.6415,219.816,420.808,22.8222,236.533,0,0.87879,0.590737,0.201423,0.259348,5.97217,7.48147,1.20038,0.47932,485.992,2.96654,23.8557,0,
571,685.285,858.703,640.701,0.798046,1.67732,2.91725,22.9165,4.64229,39.5887,8.44771,9.49025,23.3159,657.981,9.7592,77.9671,0,3.11802,3.2878,169.343,17.8756,36.9722,1.26693,34.363,170.505,338.291,26.0695,179.665,0,0.87879,2.13184,0.201423,0.259251,13.7531,6.22313,1.20038,0.47932,570.057,2.96843,22.7652,0,
572,685.284,927.946,953.454,0.738496,1.25507,3.15649,45.999,3.93936,40.2012,8.31859,4.50297,46.4333,694.784,10.8357,68.5199,0,1.64919,4.17072,228.754,17.5312,58.0602,0.809408,15.2276,229.881,468.864,29.3656,118.839,0,0.878815,2.13188,0.201423,0.259251,7.81963,7.50112,1.20039,0.47932,548.903,2.96843,22.7404,0,
573,685.284,1037.63,1226.88,0.660433,1.40751,3.40591,63.9324,3.71116,35.9253,8.36023,5.99955,64.2917,741.577,9.72653,99.2916,0,2.36482,4.53533,239.738,16.8598,53.1104,1.27116,22.9852,238.743,536.452,27.1788,253.848,0,0.763241,2.13189,0.201423,0.259251,7.8162,0.683306,1.20039,0.479288,592.747,2.96843,23.7125,0,
574,685.284,884.342,911.509,0.774909,1.2835,2.89343,29.5691,3.19097,33.2987,8.38278,6.19206,29.9044,676.475,9.00671,84.1447,0,2.06657,3.61648,160.305,16.2019,13.8322,2.542,26.762,160.13,420.258,27.2784,212.31,0,0.653354,2.13187,0.201423,0.259251,8.53789,2.16544,1.20038,0.479288,592.747,2.96843,22.7789,0,
575,685.284,939.498,846.472,0.729416,1.65886,3.24426,30.0078,3.66838,36.336,8.46251,11.6225,30.3319,697.777,12.1945,104.194,0,2.94358,4.52491,178.738,14.0611,25.7059,1.05106,37.2761,179.235,495.522,30.6196,234.901,0,0.752934,2.13189,0.20149,0.259348,3.73066,7.84598,1.20038,0.479288,592.747,2.96843,23.6595,0,
576,685.284,875.178,824.471,0.783022,1.27178,2.93708,27.0331,1.74873,37.0856,8.32671,6.32878,27.5128,671.301,8.40284,83.2296,0,2.11768,3.89929,188.178,9.00381,38.6638,0.702291,27.8852,189.748,427.007,24.4962,160.757,0,0.868036,2.13189,0.20149,0.259348,11.2204,8.18588,1.20038,0.47932,592.747,2.96865,43.9514,0,
577,685.284,993.893,1132.9,0.689495,1.33569,3.39639,55.2648,3.86111,35.5611,8.60159,6.97993,55.7597,732.21,9.75037,81.1722,0,2.00273,4.89648,248.691,20.1154,36.5307,2.33308,23.4525,244.908,561.721,26.9059,178.412,0,0.812797,2.13189,0.20149,0.259473,7.15216,8.18588,1.20038,0.47932,592.747,2.97437,34.8388,0,
578,685.284,875.76,890.217,0.782502,0.947255,3.15897,12.7239,2.35407,37.2421,8.33779,3.53532,13.0049,704.096,9.70508,80.6551,0,0.572442,5.07409,110.969,12.3037,42.0902,0.862206,15.343,111.125,587.231,29.7988,177.878,0,0.878831,2.13189,0.20149,0.259473,8.5548,8.18589,1.20038,0.47932,592.747,2.97437,43.9514,0,
579,685.284,1006.19,1138.95,0.68107,1.32501,3.31715,54.9391,1.79886,37.8212,8.45891,5.91827,55.4046,718.472,13.9257,104.807,0,1.85544,4.40359,245.443,7.9108,45.5501,1.09234,19.5869,246.726,493.666,36.9913,256.098,0,0.878839,2.13189,0.20149,0.259473,8.55143,7.8508,1.20037,0.47932,592.747,2.97592,22.9727,0,
580,685.284,1023.27,1165.72,0.669703,1.64227,3.49095,63.4174,3.04688,31.6886,8.55209,7.29737,64.0005,736.91,11.635,91.586,0,2.69804,5.30396,268.265,14.5576,8.99174,2.11143,23.3684,271.442,603.77,31.5297,200.111,0,0.878839,2.13189,0.20149,0.259473,9.12666,8.12629,1.20037,0.47932,553.122,2.97592,24.6493,0,
581,685.284,984.145,1143.01,0.696324,1.85483,3.249,50.6539,5.60913,33.3757,8.42696,8.89746,50.9167,712.055,10.9358,98.1706,0,3.71377,4.46484,199.718,21.4565,13.7532,1.18229,31.083,199.736,519.779,30.039,224.72,0,0.878849,2.1319,0.20149,0.259473,7.77666,5.16357,1.20042,0.47932,592.747,2.97592,24.2519,0,
582,685.284,1018.83,1125.99,0.672617,1.26531,3.40222,36.9931,4.40212,32.388,8.40592,6.12973,37.2691,735.616,16.4171,136.543,0,1.63468,5.01821,153.09,18.8319,13.7016,1.23215,18.6153,154.388,592.469,39.6201,327.076,0,0.67651,1.53179,0.20149,0.241167,8.68359,3.6955,1.20042,0.47932,592.747,2.18646,13.7925,0,
583,685.284,978.769,1063.64,0.700149,1.10491,3.07829,67.1457,6.2196,39.2081,8.28092,3.98141,67.7236,684.652,12.5334,84.8409,0,1.62598,3.59248,282.213,23.8469,46.5819,0.82627,11.2568,278.69,404.878,35.2522,198.507,0,0.696368,2.1319,0.20149,0.231573,8.59368,3.25135,1.2004,0.47932,528.873,2.97592,23.6668,0,
584,685.284,972.209,1006.87,0.704873,1.58728,3.03813,70.8916,3.37042,36.9934,8.33804,6.66369,71.5781,678.982,12.5362,78.2308,0,2.83101,3.47787,306.674,13.6519,42.9039,0.871396,23.5036,308.74,369.892,34.1817,204.128,0,0.878848,2.1319,0.201499,0.259473,8.73137,5.32025,1.2004,0.47934,592.747,2.97592,22.9445,0,
585,685.284,939.367,968.371,0.729517,1.44683,2.68199,48.1628,3.72416,51.4565,8.28496,7.18309,48.5339,643.953,12.2429,111.697,0,2.46764,2.74447,213.048,13.377,187.391,0.706584,27.6048,213.561,305.234,33.5812,260.628,0,0.743506,0.373258,0.201499,0.259473,5.9217,6.96957,1.2004,0.47934,390.405,2.97592,31.6019,0,
586,685.284,976.5,1078.43,0.701776,1.10287,2.95557,65.7239,2.50608,38.2822,8.35517,4.17411,66.3198,674.387,10.5655,102.128,0,1.03947,3.47304,275.965,15.9635,61.4818,0.792103,12.6613,277.773,386.912,28.4453,245.844,0,0.878848,1.04662,0.201499,0.25952,3.55831,7.82314,1.2004,0.479342,489.353,2.9872,31.6202,0,
587,685.284,840,781.112,0.815815,1.07217,2.72722,30.6318,1.81849,31.6759,8.31118,5.26716,31.0961,656.125,6.97485,64.2997,0,1.44537,3.18485,190.823,10.5926,5.42509,0.724669,23.8089,192.297,351.392,21.0339,159.213,0,0.809809,2.1319,0.201499,0.25952,10.9297,8.18586,1.2004,0.479229,592.747,2.9872,23.2878,0,
588,685.284,919.345,967.604,0.745405,1.19447,3.02732,50.2951,1.61657,31.5,8.29254,4.12512,50.8009,692.34,8.88193,67.2708,0,1.81702,4.14225,248.546,7.2555,6.54737,0.583028,15.6917,248.802,480.839,26.2406,107.81,0,0.878848,2.1319,0.201476,0.25952,0.47592,8.18586,1.2004,0.479229,592.747,2.9872,33.6694,0,
589,685.284,977.703,1177.24,0.700912,1.49997,3.23442,51.2888,2.05326,35.0662,8.3115,6.78061,51.6651,716.639,9.5647,91.5991,0,2.68788,4.35925,220.323,10.3227,36.696,0.729666,31.2289,220.727,510.497,28.0593,220.284,0,0.735612,2.13191,0.201476,0.25952,8.44391,7.86258,1.2004,0.479229,592.747,2.9872,23.6691,0,
590,685.284,922.071,1034.57,0.743201,0.987561,3.2011,36.6971,2.84584,31.1868,8.54843,2.24626,37.1355,717.532,8.62297,73.0674,0,0.961011,5.11331,212.819,18.3512,5.97567,2.39453,6.67762,214.041,603.513,26.2053,146.73,0,0.650526,2.13191,0.201357,0.25952,8.14123,7.77953,1.2004,0.479047,592.747,2.9872,22.9642,0,
591,685.284,932.331,1093.87,0.735022,1.17638,2.98282,46.6373,3.08652,31.4668,8.36411,5.60032,47.0982,686.726,7.40617,91.7859,0,1.77592,3.87083,228.917,12.5796,4.45277,0.902798,28.916,230.036,435.339,21.2436,241.589,0,0.878848,2.1319,0.201357,0.25952,7.97762,8.18583,0.88175,0.479047,592.747,2.9872,33.6135,0,
592,685.284,1011.08,1131.82,0.677774,1.82723,2.97104,81.8031,4.28006,34.8198,8.28592,9.1447,82.6218,662.425,11.3537,111.548,0,3.49371,2.87676,332.285,14.1151,21.3506,1.11317,28.9786,333.583,284.267,28.9813,257.821,0,0.878848,2.1319,0.201357,0.25952,10.4677,2.10037,1.20039,0.479047,552.234,2.9872,23.6716,0,
593,685.284,1039.94,1236.68,0.658962,1.53811,3.29874,65.4161,3.80397,31.5579,8.28024,7.84151,65.7691,727.376,12.1262,112.937,0,2.81302,4.43826,239.999,17.7033,9.11516,0.493338,28.1616,240.367,523.305,31.4295,265.214,0,0.878848,1.41769,0.201357,0.259463,5.27562,7.41843,1.20039,0.479047,592.747,2.9872,22.9505,0,
594,685.284,987.538,1083.72,0.693931,1.49458,3.5489,33.9633,7.10093,35.6687,8.37944,8.98515,34.2279,743.876,13.1974,97.0965,0,2.89662,5.31534,169.276,27.7637,30.3071,0.944546,31.3005,169.342,619.172,33.8456,202.847,0,0.684885,2.13187,0.201357,0.259455,7.62465,5.75722,1.20025,0.479047,592.746,2.9872,22.7313,0,
595,685.284,825.452,743.131,0.830192,1.15493,2.58416,27.7412,1.28411,33.5687,8.08295,4.47266,28.1559,634.554,6.76985,77.0837,0,1.82171,2.79684,192.874,9.28803,15.9221,0.727369,20.5156,194.23,303.991,21.7361,175.549,0,0.878725,2.13187,0.201357,0.259369,8.19567,1.98173,1.20025,0.479047,592.746,2.9872,43.9644,0,
596,685.284,916.474,854.807,0.74774,1.36359,2.97366,30.7027,4.93047,41.1846,8.636,9.21127,31.0113,666.255,8.31097,111.894,0,2.46497,3.11212,156.507,19.3669,48.5425,2.56284,35.9291,156.814,288.705,18.4413,249.583,0,0.722589,0.422236,0.201392,0.259354,4.6283,7.06983,1.20025,0.478942,592.746,2.9872,31.7048,0,
597,685.284,951.99,979.652,0.719843,1.4924,3.073,46.7081,3.93685,31.7661,8.44472,8.25092,47.024,692.944,11.1718,97.178,0,2.75835,4.03695,204.235,16.8683,11.5415,1.10727,31.8423,201.485,459.976,30.6218,207.609,0,0.878705,2.13187,0.201392,0.259354,0.165566,8.12889,1.20024,0.478942,592.746,2.9872,27.747,0,
598,685.284,899.746,920.068,0.761641,1.38694,3.19285,27.8701,4.84507,33.6129,8.36466,5.01019,28.3129,702.491,11.9193,72.7396,0,2.3108,4.78277,191.128,24.462,15.236,0.803196,16.3591,193.391,551.362,40.6629,170.672,0,0.623065,2.13187,0.201427,0.259354,8.67352,7.68214,1.20025,0.47915,592.746,2.9872,24.6597,0,
599,685.283,957.553,1032.24,0.715661,1.353,2.8335,60.8023,5.88403,46.8205,8.45457,4.96778,61.3168,670.606,9.84135,84.6734,0,2.13938,3.04351,260.041,21.1673,157.606,1.12721,21.1011,260.676,347.649,28.4061,212.781,0,0.62331,1.21748,0.201425,0.259351,0.568562,7.62329,0.547704,0.479164,592.746,2.99329,24.9297,0,
600,685.283,980.138,1139.49,0.69917,1.48819,3.28278,38.5552,2.00292,31.3497,8.38349,7.66949,39.0021,725.634,11.0035,111.767,0,2.77276,5.04429,203.515,10.6945,11.7463,0.996959,27.5586,204.753,584.512,31.6672,260.607,0,0.655819,2.12379,0.201419,0.259351,9.07867,8.18561,1.20025,0.479164,592.746,2.99329,43.9638,0,
601,685.283,917.941,960.456,0.746544,1.32644,2.96831,35.6241,3.99944,62.536,8.44795,5.46886,36.0631,663.975,9.34908,88.1836,0,1.96743,3.42873,203.403,18.0639,290.045,1.16473,19.2102,204.2,338.688,25.1221,202.456,0,0.878725,2.13187,0.20134,0.259286,8.82548,7.86566,1.20025,0.479156,559.721,2.99329,33.0015,0,
602,685.283,896.04,895.441,0.764791,1.20147,3.06204,23.4702,1.55153,39.8279,8.28743,4.72835,23.7856,686.597,8.26359,95.2641,0,1.58322,4.10453,158.368,8.19121,73.0652,0.775162,16.6613,158.681,449.95,24.8944,214.714,0,0.878725,2.13187,0.201293,0.259286,4.31078,7.93654,1.20025,0.47898,592.746,2.99329,43.9646,0,
603,685.283,1021.53,1292.48,0.670839,1.2921,3.78419,31.7534,4.8838,30.8854,8.52772,5.83243,32.0178,787.723,9.52278,105.308,0,2.10433,6.69013,161.675,19.4001,7.54127,1.54919,20.7585,161.602,785.045,27.7956,258.674,0,0.878818,2.1319,0.201293,0.259286,7.88714,7.51346,1.20034,0.47898,581.48,2.99115,34.4263,0,
604,685.283,928.397,913.776,0.738136,1.69255,3.56319,12.7905,5.80278,34.5755,8.40892,12.1215,13.1189,744.272,10.5986,81.4524,0,3.06287,5.89053,97.6117,25.5835,20.4803,0.999847,40.41,99.6092,677.574,29.5244,181.236,0,0.878818,2.13191,0.201293,0.259135,10.2807,6.95581,1.20034,0.47898,592.745,2.98904,23.6342,0,
605,685.283,1043.62,1284.1,0.656641,1.45713,3.59425,54.5602,4.41399,31.8455,8.32019,7.22758,54.8897,756.803,11.4899,109.018,0,2.3246,5.12585,216.826,21.9648,9.58181,0.972132,26.9136,222.684,588.977,33.2103,249.359,0,0.878924,2.13195,0.201293,0.259081,6.75514,5.61766,1.20039,0.47898,592.745,2.98843,22.9013,0,
606,685.283,890.735,794.52,0.769345,1.38848,3.01217,16.2462,5.57899,41.9684,8.21936,7.37167,16.5121,662.052,10.0393,118.347,0,2.5358,3.30755,111.931,20.9202,46.2196,1.38163,29.0842,111.998,319.896,28.4874,287.203,0,0.798399,2.13196,0.201293,0.259081,9.57165,0.861928,1.20048,0.47898,592.745,2.98531,34.0619,0,
607,685.283,978.356,1281.47,0.700443,1.21759,3.27443,24.5377,2.39954,114.198,8.29029,5.46599,24.8118,702.577,10.6921,80.8916,0,1.20901,4.30983,143.296,10.5558,769.553,0.620118,16.5627,142.856,474.661,28.4188,189.354,0,0.878997,2.13196,0.201293,0.259081,8.49192,6.12778,1.20048,0.47898,592.745,2.98503,24.706,0,
608,685.283,889.526,857.745,0.770391,1.4073,3.06395,24.4319,2.50137,35.7307,8.42418,5.47035,24.7172,691.088,9.57084,83.1202,0,2.58429,4.2834,145.133,9.23999,83.4641,0.966761,23.3352,145.232,491.226,28.5451,155.023,0,0.685082,1.09794,0.201293,0.259081,8.4454,8.18563,1.20048,0.47898,592.744,2.98503,34.9527,0,
609,685.283,942.316,1075.22,0.727233,1.37491,3.10108,48.143,3.05165,31.1732,8.27692,3.56229,48.5724,706.79,8.09395,80.1759,0,2.63978,4.66231,226.749,17.2392,5.30073,0.943833,12.2975,230.725,551.21,24.6266,147.429,0,0.710315,1.465,0.201314,0.259081,7.99651,4.01859,1.20057,0.479046,592.744,2.98503,43.9605,0,
610,685.283,942.982,1017.33,0.726719,1.49552,3.13454,38.8702,3.28015,42.3256,8.37374,9.85195,39.3474,708.58,8.8286,78.8938,0,2.75978,4.27095,203.122,14.1886,110.044,1.27683,39.8453,204.426,497.529,25.1025,179.214,0,0.814503,1.28309,0.201314,0.259081,9.75441,3.23299,1.20057,0.479046,592.744,2.97381,29.8038,0,
611,685.283,887.488,922.589,0.77216,1.14701,3.12964,25.4593,3.54722,33.6093,8.29832,6.19296,25.7795,705.451,7.91435,66.959,0,1.39972,4.48449,147.406,15.8218,24.4046,0.7882,25.0107,146.212,520.95,23.6808,118.566,0,0.879123,2.13201,0.201314,0.259057,6.93785,7.39487,1.20057,0.479046,592.744,2.97381,24.7432,0,
612,685.282,906.431,974.849,0.756023,1.17934,2.71034,52.659,2.75518,51.4022,8.21218,3.61269,53.2923,652.914,7.23424,70.4596,0,1.69298,2.92626,264.809,16.2109,198.659,0.755507,17.1558,263.945,336.653,20.9757,130.26,0,0.692078,2.13201,0.20127,0.258947,8.51372,3.65512,1.20057,0.478995,592.744,2.97381,24.9881,0,
613,685.282,1009.98,1249.23,0.678511,1.8223,3.24939,57.6982,2.70868,31.3792,8.3662,8.25855,58.222,721.243,11.5464,105.486,0,3.57396,4.79003,250.009,12.7,20.7127,0.953968,32.5321,251.467,571.164,32.1084,256.656,0,0.879123,2.13201,0.20127,0.258867,7.79033,7.63177,1.20057,0.478995,480.554,2.97381,23.8513,0,
614,685.282,905.622,977.992,0.756697,1.52918,2.81784,41.2761,2.25478,33.5996,8.37289,8.61126,41.6144,666.077,9.1353,90.3341,0,3.02577,3.29605,192.551,10.8416,19.9465,0.878907,30.9601,194.753,390.825,27.7127,222.226,0,0.716034,1.42927,0.20127,0.258854,7.28961,8.18542,1.20082,0.478995,590.055,2.97381,23.5694,0,
615,685.282,954.159,1078.65,0.718206,1.73373,3.14918,36.8656,4.72345,31.466,8.32984,10.4467,37.274,714.348,8.35969,97.4624,0,3.49208,5.31017,185.424,20.5487,5.47532,1.00609,44.4291,186.803,627.234,23.2396,227.358,0,0.87939,1.41443,0.20127,0.258854,8.05828,6.035,1.20083,0.478995,592.744,2.97381,32.1462,0,
616,685.282,863.415,905.707,0.793688,1.17387,2.72646,44.3622,3.63024,31.4461,8.27572,3.97646,44.8075,662.103,6.3401,54.5735,0,2.10875,3.40776,226.34,19.9661,3.96721,0.588792,19.932,227.527,402.226,19.7159,88.5152,0,0.879436,2.13209,0.20127,0.25867,8.12117,8.18542,1.20084,0.478995,592.743,2.96645,25.0792,0,
617,685.282,1041.11,1194.36,0.658219,1.47276,3.45244,66.1533,3.39405,37.8221,8.46729,8.86542,66.6439,724.236,8.62379,111.984,0,2.50306,4.4745,254.743,16.326,41.0114,1.11716,32.8976,259.75,477.271,18.6799,243.401,0,0.705669,2.13209,0.20127,0.25867,8.20233,7.87403,1.20084,0.478995,592.743,2.96645,43.9494,0,
618,685.282,897.911,953.783,0.763195,1.35206,2.98608,31.5359,4.4709,34.2598,8.40446,5.94507,31.8828,683.89,8.66599,84.5178,0,2.12345,4.2538,177.992,23.0806,21.2516,1.97957,26.6039,181.2,482.755,26.0425,217.781,0,0.879291,2.13205,0.20127,0.25867,6.50608,7.01637,1.20071,0.478995,592.743,2.96645,23.7663,0,
619,685.282,953.83,1052.65,0.718453,1.40878,2.86557,53.4924,5.10361,34.5871,8.72014,4.86084,53.9823,668.039,9.77358,110.997,0,2.77049,3.19861,247.217,25.4971,24.2378,3.04319,19.5255,249.539,358.794,28.3196,259.554,0,0.879436,2.13209,0.201261,0.25867,5.35093,7.87633,1.20084,0.478995,592.743,2.96469,43.9494,0,
620,685.282,928.342,953.876,0.738178,1.57726,3.19982,22.8802,3.90868,49.3024,8.32017,7.70601,23.1721,703.265,10.8807,94.1297,0,2.97167,4.4251,126.313,16.8341,141.318,0.788726,31.3094,126.712,496.622,29.9563,225.512,0,0.879498,2.13213,0.201261,0.188449,10.2995,7.8006,1.20093,0.478995,592.743,2.96469,23.5764,0,
621,685.282,940.053,878.657,0.728982,1.65497,2.9155,46.5162,5.63114,39.2252,8.42832,8.00395,47.009,653.041,10.5262,117.102,0,2.63132,2.79151,242.683,21.3058,40.2531,1.55881,22.4188,244.12,279.063,27.1046,246.179,0,0.879562,2.13213,0.201261,0.25867,9.08615,4.98175,1.20096,0.478995,592.742,2.96469,25.7074,0,
