Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.motion_ratio_heave_l.avg,Heave.front.toe_angle_l.avg,Heave.front.tie_rod_angle_top_view_l.avg,Roll.front.roll_center.y.avg,Steering.front.ackerman_angle.avg,Heave.front.side_view_swing_arm_angle_l.avg,Roll.front.side_view_swing_arm_angle_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Roll.front.camber_angle_gain_roll_l.avg,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.toe_angle_l.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.ackerman_angle.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Roll.front.camber_angle_gain_roll_l.std_dev,Heave.front.motion_ratio_heave_l.best,Heave.front.toe_angle_l.best,Heave.front.tie_rod_angle_top_view_l.best,Roll.front.roll_center.y.best,Steering.front.ackerman_angle.best,Heave.front.side_view_swing_arm_angle_l.best,Roll.front.side_view_swing_arm_angle_l.best,Steering.front.tie_rod_angle_front_view_l.best,Roll.front.camber_angle_gain_roll_l.best,
83,78.6954,170.739,510.503,0.46091,9.14406,7.06285,1.53216,39.2381,4.94797,34.5751,33.7023,4.43491,36.1018,31.8301,24.7298,1.20558,27.9176,20.4993,232.936,228.253,0.855204,9.51149,1.11566,1.18521,1.20956,26.4,0.247676,0.244284,0.0751881,3.19318,18.4903,
84,78.6954,156.42,347.334,0.503102,10.309,6.81627,1.56548,36.4725,4.80058,27.9603,27.7536,4.51619,36.2264,36.3498,27.89,1.5622,11.4963,26.206,137.638,137.501,0.824529,5.24823,1.11566,1.18521,1.21214,21.4245,0.247676,0.23879,0.0725032,4.34236,34.9045,
85,78.6714,321.181,843.603,0.244945,51.0782,7.30142,1.95301,95.7699,6.55031,58.8613,58.502,4.4939,36.6705,282.274,29.1801,2.55113,434.132,25.2013,229.364,230.768,0.960035,6.73106,1.1151,1.18521,1.20583,19.0379,0.24773,0.23879,0.0725032,2.94309,34.9062,
86,78.6714,215.847,485.814,0.364478,11.5993,4.71727,1.78968,35.0379,3.29935,59.9645,59.6584,4.54421,35.2365,50.2093,18.3886,2.04224,59.1835,12.5432,215.051,214.613,1.20616,8.14428,1.1151,1.18521,1.20512,17.69,0.247739,0.23879,0.0725032,3.83343,3.8643,
87,78.634,170.645,481.243,0.460806,12.0001,6.26218,1.70752,36.5728,3.81355,34.3323,33.5296,4.47139,37.9552,37.0139,21.4188,1.90486,12.5909,15.4649,228.442,223.469,0.699511,13.8468,1.1151,1.18521,1.20007,24.8112,0.247728,0.23879,0.0725032,3.54505,27.1215,
88,78.634,203.046,580.838,0.387272,9.22301,5.06894,1.34531,34.7412,6.00755,53.17,52.2635,4.52366,36.7026,32.8003,19.7806,0.681456,3.28215,25.2333,264.326,261.718,0.987025,10.9343,1.1151,1.18889,0.915203,18.7966,0.24766,0.241695,0.0737488,3.79749,25.1878,
89,78.634,138.452,350.819,0.56795,7.53072,6.24505,1.50311,35.658,5.80172,20.796,20.4996,4.43086,35.9872,31.4245,24.6803,1.40223,5.16806,28.0699,141.16,141.815,0.895637,5.25451,1.1151,1.18889,1.19736,22.9162,0.24766,0.240495,0.0739108,1.97075,34.9066,
90,78.634,177.655,486.509,0.442623,6.45393,1.72106,1.36263,34.2687,1.95622,45.9556,45.5285,4.5208,35.8872,26.2848,5.4806,0.698563,5.08791,9.69143,224.938,225.278,1.06902,5.5125,1.1151,1.18961,1.19736,4.18442,0.24766,0.240333,0.0739108,4.35136,34.9112,
91,78.6315,206.651,592.395,0.380503,8.21848,7.8647,1.59452,34.9066,3.97207,55.2937,54.3317,4.24822,36.2215,28.1092,30.1673,1.5461,3.16129,16.6153,270.804,267.032,0.575895,9.38784,1.1151,1.16944,1.19414,17.9224,0.24766,0.240333,0.0739108,1.18582,22.9703,
92,78.6313,268.032,766.611,0.293365,8.83372,5.50471,1.63641,35.689,3.1546,87.8512,86.0714,4.30165,34.9898,30.5647,21.5389,1.88562,5.12617,14.9567,356.261,349.505,0.450299,6.18712,1.1151,1.18961,1.19414,18.7146,0.247829,0.240333,0.074926,1.17968,16.8948,
93,78.6196,172.565,505.221,0.455593,5.18563,3.6019,1.4574,55.6507,0.673364,33.691,32.8242,4.64855,34.8326,20.6054,15.736,1.59695,143.485,3.49263,232.45,230.135,1.43253,1.74629,1.11539,1.18952,1.19414,35.2181,0.247829,0.240333,0.074926,4.36133,24.2292,
94,78.6196,271.966,697.649,0.289079,10.116,6.90896,1.70882,34.5176,6.03864,86.4376,85.3729,4.1925,36.6728,31.9149,25.9663,1.82805,4.10344,24.1811,318.759,312.161,0.778282,9.25091,1.11539,1.1849,1.19021,15.2319,0.247829,0.240333,0.074926,1.10939,17.5093,
95,78.6196,237.332,624.353,0.331265,12.6287,3.43162,1.55912,36.7626,5.1752,68.6852,67.7946,4.56926,36.7255,39.0055,9.7146,1.34118,14.8396,24.5583,285.941,282.081,1.10784,8.50531,1.1149,1.1849,1.19021,20.3026,0.247829,0.23608,0.074926,2.60094,25.5451,
96,78.615,89.6654,77.2065,0.876759,3.57151,4.89097,1.35688,35.1161,2.32873,1.0593,0.900674,4.2983,36.143,18.1184,25.908,1.04308,1.79235,14.7381,67.1685,66.4521,0.547466,8.54225,1.11539,1.1849,1.18589,29.9294,0.247829,0.23608,0.074926,0.963137,34.9203,
97,78.6075,272.588,727.864,0.288375,9.48096,7.51085,1.65857,40.04,6.33263,84.8195,83.4688,4.42438,34.8524,31.0671,27.3639,1.63944,34.9134,23.8048,325.975,337.222,1.18784,5.35621,1.11539,1.1849,1.18589,24.3735,0.247829,0.23608,0.074926,0.731505,10.6625,
98,78.606,171.874,511.692,0.457346,9.01723,4.02457,1.58964,44.8363,4.00108,34.1983,33.2966,4.61459,36.2958,31.4047,13.6412,1.68609,67.0012,21.6029,233.988,232.001,1.35115,10.8156,1.11533,1.18728,1.18813,24.6208,0.247829,0.23608,0.074926,3.50198,20.9138,
99,78.606,276.637,635.312,0.284148,15.9506,13.7104,1.8803,44.8516,4.75889,77.5701,76.5942,4.25149,37.0696,41.0631,39.6015,2.04811,55.3551,14.7529,287.289,286.431,0.989494,10.6538,1.1152,1.1867,1.18813,20.4341,0.252205,0.23608,0.0752487,1.02336,19.4029,
100,78.606,190.71,456.061,0.412175,12.9035,10.3901,1.89381,40.1671,3.58393,40.5796,40.1984,4.43432,36.5596,39.9784,33.8731,2.5031,30.2838,16.0468,195.442,195.182,0.746804,5.76991,1.11507,1.18792,1.18813,21.6255,0.253546,0.23608,0.0756857,1.94834,34.9218,
101,78.606,680.457,2892.14,0.115519,16.7754,13.9089,2.18456,432.902,7.97741,81.8264,81.4271,4.63096,38.8244,42.0962,39.5319,2.88944,2807.48,27.1033,263.347,260.985,1.12376,11.1427,1.11518,1.18632,1.18813,18.8144,0.25218,0.245308,0.0756857,3.26697,34.9241,
102,78.6005,207.634,531.626,0.378554,12.0949,6.49074,1.76009,40.7082,2.12366,52.6279,51.7494,4.56677,35.5121,38.5257,22.2191,2.29206,389.398,13.5174,250.266,243.088,1.35381,8.02589,1.11466,1.18657,1.18813,26.0701,0.25218,0.246775,0.0756857,2.35945,18.3314,
103,78.6005,178.07,508.503,0.441403,11.3127,8.68557,1.66662,36.508,6.99222,35.6986,34.7672,4.61027,37.8285,34.7627,32.7627,1.66434,10.424,24.4646,234.9,228.915,1.28942,13.9141,1.11466,1.18733,1.18689,24.7667,0.249624,0.246775,0.0756857,1.4251,21.0772,
104,78.5947,232.894,708.809,0.33747,8.73392,5.34441,1.58517,39.7034,5.48021,67.2627,65.6514,4.5687,34.5638,30.6216,21.0646,1.56492,28.7409,23.6134,324.364,321.555,1.30898,4.08905,1.11466,1.18733,1.18297,35.219,0.249624,0.246775,0.0756857,2.76512,17.4938,
105,78.5947,150.254,352.673,0.523078,5.92477,1.82528,1.48327,35.7174,0.84957,32.4919,32.2881,4.39136,35.2824,23.8545,4.34196,1.70049,7.34009,6.02376,164.797,160.276,0.484184,4.90951,1.11466,1.18859,1.17732,19.1446,0.251175,0.246775,0.0757625,2.79012,21.1562,
106,78.5941,144.45,325.842,0.544092,5.6777,2.64439,1.39454,35.0357,3.81985,28.2263,28.0494,4.29777,35.3044,22.3708,9.12047,1.13214,2.11297,20.9108,138.457,138.19,0.375382,5.82859,1.11484,1.18859,1.17467,21.6735,0.251321,0.246933,0.0757625,1.99566,16.7371,
107,78.5941,216.936,677.703,0.362292,5.79562,3.9199,1.40986,35.1937,1.06389,65.9521,64.469,4.57612,34.5558,22.965,13.4673,1.25874,0.934594,5.41542,319.348,318.488,1.27071,2.16717,1.11484,1.18829,1.17467,29.9549,0.251751,0.247438,0.0757625,4.36639,21.0866,
108,78.5925,132.221,326.971,0.594402,4.79297,2.28533,1.46439,34.6574,0.922727,23.3363,23.1332,4.46804,37.1608,22.0049,5.6662,1.60772,2.89365,3.62659,147.801,150.984,0.630778,11.6102,1.11484,1.18859,1.17072,17.7457,0.251751,0.247444,0.0757625,4.36639,34.9247,
109,78.5843,212.178,573.205,0.370369,12.1838,7.47906,1.62869,36.7862,5.82944,53.9489,53.0007,4.47715,36.8444,37.3466,26.4531,1.76264,12.165,21.3929,261.729,257.048,0.732421,9.90581,1.11484,1.18865,1.16824,20.5107,0.250927,0.24733,0.0757625,1.88652,22.5295,
110,78.5843,242.388,660.627,0.324209,8.89187,5.58576,1.61233,35.0263,4.43075,73.7707,72.7999,4.57486,35.6956,31.2372,24.9686,1.75024,3.56214,23.2167,298.913,296.782,1.22556,5.8352,1.11535,1.18754,1.16821,18.699,0.24792,0.247099,0.0781752,3.68264,22.6976,
111,78.5832,178.807,518.434,0.439487,5.13177,3.38613,1.63595,36.5247,0.41302,46.6565,45.852,4.58342,34.6233,21.6821,11.0502,2.2647,9.92015,4.05982,246.579,241.322,1.13959,1.85635,1.11543,1.19195,1.1624,30.7339,0.252628,0.246758,0.0776351,4.36623,25.7743,
112,78.5829,831.695,4999.85,0.0944852,10.0133,7.32519,1.42413,740.001,3.12412,14.1615,13.9716,4.51751,37.1559,35.2204,28.0368,1.18005,4921.59,17.3356,94.532,95.3698,0.862165,9.92799,1.11554,1.19195,1.1624,25.1732,0.259632,0.246706,0.0776351,3.4046,34.9258,
113,78.582,210.717,547.568,0.372927,12.499,5.97467,1.6654,43.1283,2.888,51.9402,51.2323,4.60793,36.7809,39.189,21.2342,2.04332,491.77,11.608,250.921,251.721,1.16376,10.8187,1.11554,1.19225,1.1624,18.7727,0.257956,0.24593,0.077583,3.95315,17.5161,
114,78.582,124.607,322.151,0.63064,4.02535,1.48746,1.35313,34.8907,1.94585,20.5435,20.3223,4.37303,35.6654,21.8556,2.05652,1.30542,8.48184,11.7921,144.875,145.026,0.22854,5.28564,1.11554,1.19225,1.16016,18.7269,0.257956,0.246156,0.077583,4.36641,34.9258,
115,78.5759,118.78,145.624,0.661525,13.3343,7.6723,1.90302,47.0296,2.78732,2.29883,2.1403,4.49923,37.1151,41.2297,26.7664,2.69525,63.9359,13.5769,14.2579,19.6979,0.777653,9.63886,1.11554,1.1923,1.159,29.1991,0.257956,0.246057,0.077583,3.85557,34.9258,
116,78.5759,143.184,344.078,0.548775,6.13638,4.34666,1.50875,34.5471,2.49952,27.3385,27.0928,4.30785,35.4067,25.5864,19.9731,1.72596,13.0869,13.1602,156.745,158.178,0.477687,8.83765,1.11554,1.19263,1.159,7.69917,0.258128,0.246057,0.0776351,1.03864,5.17874,
117,78.5759,131.599,226.678,0.597085,8.05989,7.06355,1.55185,39.0605,4.27241,14.9256,14.777,4.74993,37.1385,28.8733,25.2157,1.74292,29.9864,20.6433,75.5098,74.4662,1.56556,11.8199,1.11559,1.19272,1.159,24.848,0.259286,0.246057,0.0776566,4.36685,29.313,
118,78.5759,124.266,319.798,0.63232,4.20783,1.85212,1.21836,34.8756,0.747549,20.6734,20.4682,4.4604,35.7626,21.6416,6.66363,0.426423,4.48687,4.61729,143.109,142.838,0.686059,6.00635,1.11559,1.19264,1.159,17.9646,0.259286,0.246057,0.0773331,4.36694,34.9258,
119,78.5759,240.441,674.408,0.326799,14.2904,7.63206,2.08671,38.6846,3.6039,67.2902,65.8476,4.45828,36.5476,39.0315,24.9029,2.96434,18.4198,17.8718,319.577,319.217,0.818253,10.1955,1.11559,1.19275,1.159,26.9872,0.259286,0.246057,0.0773331,2.47613,20.8717,
120,78.5757,237.92,684.885,0.330261,14.1816,6.47527,2.13286,34.4328,5.5568,66.6628,65.2783,4.40906,38.7904,39.3007,22.24,2.91505,4.79354,21.7685,319.697,313.687,0.842141,17.2235,1.11559,1.19285,1.159,24.6096,0.25942,0.245643,0.0772668,1.39357,23.1513,
121,78.5757,182.563,495.167,0.430403,21.4139,6.96354,1.81806,39.1905,4.17105,34.5067,33.7154,4.64237,36.1414,91.6436,21.5976,2.42457,17.4611,18.8516,231.408,226.767,1.02844,6.52173,1.11559,1.19275,1.159,30.7408,0.25942,0.245396,0.0766026,4.36693,23.7095,
122,78.5729,231.839,573.679,0.338911,11.9899,4.00769,1.84563,39.738,3.46911,65.4967,64.9299,4.63693,35.7253,38.3608,12.601,2.48212,43.5535,16.2735,257.788,260.224,1.43283,8.85076,1.11559,1.19299,1.16089,0.329871,0.259667,0.244864,0.0766026,1.20363,7.53089,
123,78.572,217.492,680.542,0.361264,5.79267,2.24709,1.36652,35.4812,2.9293,66.1425,64.5661,4.47471,34.4916,23.406,5.52691,1.00323,2.40875,13.7963,322.816,315.944,0.813788,2.50756,1.11559,1.19282,1.16089,34.4136,0.259667,0.244864,0.0760221,4.05742,21.5965,
124,78.572,183.68,518.827,0.427766,8.91671,6.01595,1.38252,35.1438,3.73776,44.0126,43.0814,4.45706,36.9318,31.091,24.8106,1.32069,2.51969,16.0419,241.333,236.236,0.791083,11.961,1.11594,1.19305,0.2414,25.1271,0.259192,0.244864,0.075791,2.29416,22.1173,
125,78.5709,244.615,550.711,0.321202,21.2117,17.2759,1.80946,81.2748,7.02799,34.8838,34.5836,4.77252,41.7757,51.4669,48.7541,1.91002,333.946,22.2469,162.29,161.551,1.73377,19.9569,1.11594,1.19302,1.16089,20.0409,0.259686,0.243946,0.075791,1.16314,34.9243,
126,78.5709,304.026,696.77,0.258435,17.2237,6.86441,1.91117,49.4167,3.08265,92.2338,91.324,4.62369,37.3457,45.8031,20.6201,2.34827,85.4559,10.1761,316.098,320.777,1.19267,9.84729,1.11592,1.19302,1.15851,17.778,0.26006,0.243588,0.075791,3.3387,29.0244,
127,78.5709,181.448,513.508,0.433022,7.64012,2.22579,1.3933,34.958,2.69474,45.8946,45.0155,4.36552,37.2601,28.9857,6.22351,1.05755,12.6362,10.1809,248.109,243.503,0.280455,12.8883,1.11596,1.19302,1.15851,22.9427,0.26006,0.243588,0.075791,3.775,23.4334,
128,78.5698,226.156,677.271,0.347415,6.4411,5.49566,1.399,35.1434,4.56089,67.2103,65.7317,4.48688,35.6866,23.8218,22.1653,1.22112,2.1851,19.7467,322.723,317.753,0.610733,9.36776,1.11602,1.19292,1.15851,27.0668,0.260266,0.243588,0.0755972,4.26662,21.4837,
129,78.5698,278.819,709.652,0.281795,11.8008,6.78951,1.55583,34.7787,7.41262,88.5059,87.498,4.59174,35.8859,35.9571,23.6455,1.4451,4.22566,28.7613,316.893,313.039,1.07179,8.18082,1.11596,1.19317,1.15851,17.5577,0.260058,0.242518,0.0755972,3.1846,17.5037,
130,78.5672,209.358,488.654,0.375277,11.8881,8.84992,1.67827,36.0836,8.36928,50.3644,50.0243,4.54066,37.5591,36.9173,31.7086,1.80518,11.5112,29.7009,201.874,202.297,1.10113,9.54899,1.11596,1.19317,1.16032,21.1895,0.260058,0.242518,0.0753736,1.05401,34.9253,
131,78.5668,158.811,340.282,0.494718,16.1587,5.70548,1.90986,44.4709,6.0819,22.303,22.0584,4.39891,35.7243,45.1491,15.5337,2.45493,36.9307,22.0788,150,149.935,0.605715,6.75077,1.11561,1.19334,1.16028,15.3216,0.259016,0.242518,0.0753736,2.40395,4.2267,
132,78.5666,192.457,487.184,0.408231,11.9628,4.25853,1.84181,33.9211,9.81411,44.0912,43.7739,4.58453,38.2085,37.4595,10.9734,2.32041,8.41677,33.3671,215.569,213.913,1.0302,16.5714,1.11561,1.1934,1.16028,6.45637,0.259016,0.242518,0.0753736,4.36708,5.68243,
133,78.5666,230.765,602.165,0.340462,11.1148,6.29395,1.70271,67.6166,2.83999,50.5478,49.7393,4.75628,36.1536,34.6418,19.9574,1.97917,224.742,12.0619,255.101,251.127,1.38027,10.8409,1.11561,1.19347,1.15969,24.6207,0.260048,0.243733,0.0761147,4.36707,22.483,
134,78.5666,184.213,506.682,0.426498,12.1995,3.865,1.82343,36.5672,3.96745,43.0329,42.25,4.36992,36.138,37.9298,10.1967,2.35467,22.8474,14.6406,237.218,232.299,0.48583,11.4068,1.11561,1.19354,1.15969,24.8284,0.262063,0.244247,0.0761147,3.70999,9.00905,
135,78.5663,187.659,465.848,0.418666,11.6857,8.30007,1.51778,37.0186,5.1775,41.128,40.7983,4.25227,37.7806,36.5123,31.5321,1.38059,17.9856,20.6516,196.766,195.949,0.991414,11.2597,1.11561,1.19351,1.15969,17.9101,0.262231,0.244313,0.0759404,0.970772,34.9258,
136,78.5663,204.66,593.039,0.383886,9.57205,3.69088,1.54185,34.7117,4.69512,55.323,54.4777,4.63332,36.0149,34.0176,13.521,1.57088,3.21139,19.4921,269.428,265.258,1.42423,7.62844,1.11588,1.1935,1.16021,18.7007,0.262624,0.244313,0.0759404,3.87661,19.4645,
137,78.5663,254.817,681.288,0.308325,11.5717,10.7205,1.44404,34.5351,5.91722,74.902,73.9068,4.63386,37.1852,35.8205,35.5747,1.24576,3.08252,23.5106,302.171,298.068,0.960025,11.4186,1.11584,1.1935,1.16021,19.1748,0.262624,0.244313,0.0759404,4.36703,17.8222,
138,78.5662,199.972,473.404,0.392885,13.7985,12.5893,1.97896,42.4204,6.00703,40.8918,40.4652,4.19945,37.6216,40.4733,39.7334,2.63502,43.3792,24.9459,193.387,194.798,0.945586,10.1254,1.11574,1.1935,1.16021,24.1413,0.262624,0.244228,0.0759404,1.36914,34.9257,
139,78.566,162.026,484.878,0.484898,9.69877,2.70808,1.41844,39.8895,3.28856,33.1781,32.3366,4.21831,35.2893,35.2408,13.3222,1.20393,22.4867,12.4596,230.481,225.513,0.593924,4.48142,1.11574,1.19346,1.16018,35.2197,0.262476,0.244226,0.0757993,1.59848,20.3974,
140,78.5658,317.057,800.878,0.247797,14.3145,8.24385,1.70811,34.5552,4.65092,106.868,105.219,4.40738,37.0894,40.5322,25.6884,2.11968,4.66845,16.7175,378.194,373.3,1.1836,11.8043,1.11574,1.19337,0.341954,18.5751,0.262476,0.244226,0.0756381,0.781278,18.786,
141,78.5658,280.569,738.137,0.280023,11.1035,9.68152,1.54119,48.5943,4.73122,83.262,81.5744,4.55062,35.5302,34.3689,30.0295,1.284,83.3994,16.0002,345.015,334.42,1.20851,6.36036,1.11574,1.19337,1.16018,23.0717,0.262498,0.24408,0.0756381,1.13818,18.5988,
142,78.5658,257.499,578.555,0.305111,16.9742,6.73245,2.05638,36.9416,7.58258,72.7057,72.1757,4.67174,37.6589,42.7942,25.9179,2.60512,19.1324,23.5064,262.937,260.129,1.27932,13.8059,1.11586,1.19337,1.16018,19.1656,0.262498,0.24408,0.0756381,2.12843,9.85978,
143,78.5656,200.715,586.735,0.391428,8.65779,6.52494,1.4907,34.9348,2.24237,53.3946,52.4296,4.4553,36.5852,31.4082,25.0382,1.58076,2.74877,11.1637,268.038,263.561,0.957805,11.2373,1.11585,1.19337,1.16018,21.9405,0.262498,0.24408,0.0756381,1.17738,19.4571,
144,78.5653,314.2,771.452,0.250048,15.2906,5.55727,1.6429,52.6959,5.61285,97.5198,96.0248,4.63917,35.2171,42.2268,17.3589,1.65701,123.821,20.0598,354.649,348.847,1.13885,6.64714,1.11585,1.19337,1.16018,17.8208,0.262498,0.24408,0.0754527,4.0049,19.7276,
145,78.5653,147.564,482.984,0.532416,3.56086,1.75028,1.27934,35.4698,1.06256,33.0578,32.1693,4.54037,34.6732,19.0547,5.41299,0.909236,15.2519,7.17626,242.133,233.203,1.2165,1.84921,1.11585,1.19337,1.1602,35.2197,0.262483,0.24408,0.0754527,4.367,22.3005,
146,78.5653,132.493,214.217,0.592978,11.2672,7.60874,1.52956,42.1281,5.25769,12.174,12.0252,4.26582,36.2364,35.2844,26.5042,1.40491,37.8583,21.0272,77.4109,78.8993,0.611467,10.1714,1.11585,1.19337,1.16025,28.5744,0.262437,0.24408,0.0754527,0.567879,8.14227,
147,78.5652,196.598,544.421,0.399625,11.819,9.34525,1.60732,34.9574,2.39992,47.5047,46.5441,4.27131,38.1486,36.5173,31.248,1.78765,7.84078,8.8669,251.568,246.053,0.580015,14.9151,1.11579,1.19337,1.16024,24.731,0.262477,0.244567,0.0754527,1.55463,18.6311,
148,78.5652,167.313,499.743,0.469569,6.00594,5.88683,1.47821,44.282,3.7825,33.6235,32.8347,4.6388,34.781,25.3956,26.3746,1.56099,65.1145,17.6952,227.627,222.514,1.39167,3.42918,1.11579,1.19346,1.16023,28.3774,0.262456,0.24457,0.0754511,4.367,29.5508,
149,78.5651,243.132,708.045,0.323138,9.03091,4.65381,1.44995,36.2412,3.99294,75.7328,74.0915,4.21649,33.7222,31.2494,17.7693,1.41795,9.06592,16.2178,330.32,326.712,0.794433,5.29905,1.11579,1.19353,1.16023,35.2201,0.262456,0.244534,0.0753515,0.77427,3.60068,
150,78.5651,289.374,597.773,0.2715,19.8102,13.5051,1.93027,34.9644,6.25535,84.2742,83.9168,4.68509,40.0327,45.342,42.7541,2.05655,10.1508,18.122,258.972,259.508,1.80077,16.914,1.11579,1.19354,1.16023,17.657,0.262456,0.244534,0.0753515,1.03525,17.4544,
151,78.5651,119.77,148.441,0.655968,11.2274,6.37196,1.53035,36.4467,5.62368,7.3552,7.20646,4.60034,39.4076,36.0458,25.689,1.72371,12.7213,20.3738,76.6087,85.28,0.856065,16.2658,1.11582,1.19354,0.809712,24.3616,0.262436,0.244534,0.0753515,4.36703,34.9255,
152,78.5651,158.68,341.277,0.495118,14.9158,10.1649,1.76082,39.7892,5.81898,21.687,21.3785,4.44834,38.7159,41.3477,37.4975,2.13159,25.7987,23.5903,136.519,137.482,1.20814,13.7209,1.11582,1.19354,1.16023,22.582,0.262403,0.244534,0.0753515,0.577135,34.9255,
153,78.565,127.832,210.052,0.614595,10.1681,7.79541,1.60579,44.141,3.02277,10.6027,10.4168,4.71032,35.3693,36.8337,26.9431,1.79922,49.9132,12.9316,64.8194,64.0794,1.52961,5.82645,1.11581,1.19356,1.16023,35.2201,0.262403,0.244534,0.0753301,4.36706,19.4111,
154,78.565,153.153,353.92,0.512983,10.9127,6.17089,1.66303,47.0816,3.2747,21.9545,21.7247,4.53521,35.8359,38.8083,26.8318,2.0349,63.99,15.3011,143.224,142.682,1.2206,5.35786,1.11581,1.19356,1.16023,19.1131,0.262403,0.244534,0.0752906,4.12474,32.5144,
155,78.565,150.816,351.21,0.520932,10.6353,5.47083,1.77218,45.1688,2.99058,22.061,21.8285,4.57164,36.3175,37.7305,19.368,2.45482,66.2389,16.3658,143.101,142.704,1.06902,6.25431,1.1158,1.19352,1.16023,18.9805,0.262403,0.244534,0.0752489,3.75007,34.9255,
156,78.5649,135.249,338.605,0.580889,5.24203,7.80343,1.365,34.8746,3.29672,20.9567,20.6393,4.43751,36.6341,21.4372,32.9094,1.267,10.3389,17.2925,138.326,137.197,0.398331,9.51693,1.11581,1.19352,1.16023,25.6937,0.262423,0.244534,0.0752489,4.36706,34.9255,
157,78.5648,218.325,525.79,0.359853,11.2534,6.30864,1.49156,37.1815,4.4555,58.3636,58.0046,4.35587,36.9101,37.536,21.2945,1.2128,20.2703,15.1709,226.526,227.783,1.26606,6.86468,1.1158,1.19352,1.16023,19.5817,0.262423,0.244574,0.0752268,1.10262,34.9255,
158,78.5648,557.616,2620.05,0.140894,13.1062,7.38564,1.76055,395.294,5.76212,45.5549,45.3319,4.4646,38.9562,38.653,24.2773,1.98387,2518.07,22.3982,183.251,182.245,0.762291,14.4367,1.1158,1.19352,1.16026,18.7835,0.262444,0.244573,0.0752268,2.32258,34.9255,
159,78.5648,183.491,408.412,0.428168,12.889,6.20445,1.53632,35.3634,5.28689,41.0191,40.8273,4.26771,36.0964,40.0319,19.5276,1.47018,356.352,19.3164,170.09,169.618,0.53123,13.1155,1.1158,1.19351,1.16025,21.7124,0.262427,0.244562,0.0752268,1.21644,6.82521,
160,78.5648,159.089,311.094,0.49384,10.8818,10.3594,1.43091,41.9833,3.05931,25.067,24.912,4.33035,37.0653,33.7089,35.8527,0.979783,36.1067,10.5553,116.198,116.557,0.762166,10.2404,1.1158,1.19345,1.16025,27.527,0.262414,0.244553,0.0752268,1.17481,29.3177,
161,78.5648,166.914,345.501,0.47069,10.9465,6.18948,1.63129,42.6856,2.66217,30.1219,29.936,4.73436,38.0069,34.9946,22.0513,1.97176,57.467,10.0917,145.639,146.003,1.49769,12.2313,1.1158,1.19345,1.16025,19.4748,0.262414,0.244553,0.0752268,4.36709,34.9255,
162,78.5647,155.812,490.288,0.504227,6.51353,3.31711,1.52675,36.5645,2.12177,33.4844,32.5993,4.56262,35.1223,27.3014,11.5274,1.87174,9.95295,11.9263,229.934,224.953,0.985824,4.72047,1.1158,1.19345,1.16025,35.2201,0.262426,0.24456,0.0752074,4.3671,21.6627,
163,78.5647,186.101,522.654,0.422163,8.18754,5.80105,1.4634,52.4488,4.34515,37.4298,36.5882,4.68497,35.1517,30.1238,21.2442,1.30911,122.076,18.6586,233.554,228.821,1.30478,3.86134,1.11578,1.19336,1.16025,29.0833,0.262407,0.244554,0.0752074,4.36709,18.8241,
164,78.5647,275.756,759.567,0.284907,10.927,8.71762,1.72614,34.8458,5.81069,87.3284,85.7514,4.36903,36.2796,34.1715,28.1374,2.03621,14.6847,22.7971,350.436,348.427,0.713091,10.3063,1.11576,1.19336,1.16025,18.8827,0.262407,0.244552,0.0752074,2.06368,18.5432,
165,78.5647,140.499,266.449,0.559182,11.1173,3.55666,1.70251,46.008,3.51712,16.2479,16.0508,4.40466,37.8944,36.0496,13.0876,2.13065,64.31,13.94,121.43,123.992,0.685716,12.6991,1.11576,1.19336,1.16025,22.0076,0.262407,0.244552,0.0752074,0.949676,34.9255,
166,78.5646,140.795,303.876,0.558009,9.6309,3.95392,1.59697,37.1548,3.46905,21.9775,21.7589,4.25738,36.9952,34.0252,13.2655,1.83899,19.1493,14.4684,128.014,127.524,0.532648,10.1085,1.11576,1.19331,1.16025,22.6297,0.262376,0.244552,0.0752197,1.07481,34.9255,
167,78.5646,178.096,448.513,0.441136,7.47308,7.23567,1.6339,34.4541,3.19333,41.2916,40.9661,4.38403,37.4642,27.8125,27.9489,2.04466,4.13197,15.5807,195.07,196.466,0.534035,10.8837,1.11576,1.19331,1.16025,18.7601,0.262376,0.244552,0.0752197,2.31425,34.9255,
168,78.5646,218.849,601.513,0.358989,8.24143,2.65587,1.69649,44.9853,3.62415,59.3382,58.4041,4.34349,35.5605,28.8791,7.4542,2.13317,70.1571,20.2557,269.716,266.22,0.135581,5.83275,1.11576,1.19328,1.16026,18.5368,0.262367,0.244557,0.0752197,3.45132,22.7831,
169,78.5646,141.046,374.532,0.557013,6.62952,2.33016,1.24836,38.8063,1.43392,25.5736,25.2119,4.40994,35.4025,27.2146,6.13986,0.627522,30.458,6.21966,179.125,176.888,0.35789,2.3371,1.11575,1.19325,1.16026,5.03175,0.262349,0.244554,0.0752296,4.02199,34.9255,
