Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.motion_ratio_heave_l.avg,Heave.front.toe_angle_l.avg,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.side_view_swing_arm_angle_l.avg,Steering.front.ackerman_angle.avg,Roll.front.roll_center.y.avg,Roll.front.camber_angle_gain_roll_l.avg,Roll.front.side_view_swing_arm_angle_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.toe_angle_l.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Steering.front.ackerman_angle.std_dev,Roll.front.roll_center.y.std_dev,Roll.front.camber_angle_gain_roll_l.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Heave.front.motion_ratio_heave_l.best,Heave.front.toe_angle_l.best,Heave.front.tie_rod_angle_top_view_l.best,Heave.front.side_view_swing_arm_angle_l.best,Steering.front.ackerman_angle.best,Roll.front.roll_center.y.best,Roll.front.camber_angle_gain_roll_l.best,Roll.front.side_view_swing_arm_angle_l.best,Steering.front.tie_rod_angle_front_view_l.best,
575,44.967,126.805,432.248,0.354615,7.71506,5.206,0.564282,33.6887,2.81296,23.688,15.9476,33.4023,3.78018,27.9211,19.9545,2.62867,193.426,15.5494,3.03468,10.8099,191.753,0.738646,1.79413,1.43654,0.000457864,0.0038382,0.167681,9.1863,13.3396,0.000375729,0.388553,
576,44.967,157.684,574.103,0.285171,7.0955,5.16392,0.332226,50.3381,2.64609,23.9198,14.8546,49.5536,3.78042,26.2087,21.7709,1.77228,260.378,14.2738,4.2985,5.8746,256.263,0.982068,1.79413,1.43654,0.000457864,0.0038382,0.167681,9.83143,13.9125,0.000375729,0.222275,
577,44.967,72.6556,279.108,0.618906,4.11158,2.78694,0.165575,11.1234,0.951526,23.9885,14.8193,10.9253,3.78341,17.3873,13.0014,1.17395,132.338,6.74141,3.56509,7.61175,135.497,0.362477,1.79287,1.43755,0.000457864,0.0038382,0.167663,12.9587,13.9125,0.000375729,1.24714,
578,44.967,111.661,411.932,0.40271,5.50083,2.52072,0.266592,30.0736,1.10224,23.5503,15.0366,29.8191,3.79086,22.5822,8.63921,1.71375,186.495,6.63259,2.0477,7.74727,186.03,0.563918,1.79287,1.43755,0.000457864,0.0038382,0.167681,9.22638,13.9125,0.000375729,0.643696,
579,44.965,91.8133,402.829,0.489744,3.36984,2.50318,0.0809097,21.6297,1.33255,23.7077,14.1154,21.2159,3.85801,13.5806,10.1329,0.702728,186.009,10.8816,1.27276,2.05735,182.664,0.781571,1.79287,1.43755,0.000457864,0.0038382,0.167681,10.3608,13.9125,0.000375729,3.77077,
580,44.965,81.1178,258.601,0.554318,4.41791,3.1614,0.205843,14.6238,1.66205,23.8766,14.7334,14.5907,3.84608,18.4975,15.0414,1.45571,106.837,10.6682,2.92326,6.75472,106.522,0.725383,1.79287,1.43755,0.000457864,0.0038382,0.167681,9.41262,13.91,0.000375729,1.70909,
581,44.965,78.6913,243.358,0.571411,4.84111,3.81985,0.305658,12.8119,1.13189,23.5318,15.6538,12.7666,3.82869,18.948,16.4386,1.96762,102.017,8.20071,1.9553,11.2042,101.756,0.81207,1.79287,1.43755,0.000457864,0.0038382,0.167681,10.921,13.9124,0.000375729,1.2655,
582,44.965,94.405,400.352,0.476299,4.44172,2.42207,0.144438,22.1605,1.09972,24.4581,14.2233,21.6807,3.7744,18.6383,7.17382,1.09739,190.005,8.99562,7.71509,3.14074,186.135,0.124195,1.78627,1.43755,0.000457864,0.0038382,0.167681,21.5037,13.911,0.000375729,2.63378,
583,44.965,75.6588,211.254,0.594314,6.47146,4.84607,0.34676,7.73098,2.38556,26.0497,16.2764,7.7121,3.83972,25.2663,21.82,2.0134,83.8959,13.7845,30.7807,13.5887,84.6736,0.619274,1.78627,1.43758,0.000457864,0.0038382,0.167681,8.92281,13.9129,0.000375729,1.27682,
584,44.965,98.7149,385.997,0.455504,4.89364,3.97706,0.352864,22.5816,1.61231,23.5808,15.8158,22.1362,3.76464,19.2703,17.8835,2.04871,187.786,13.8743,2.95519,12.4011,184.52,0.483683,1.78627,1.43758,0.000457864,0.0038382,0.167681,12.3528,13.9129,0.000375729,0.394936,
585,44.965,94.2998,320.975,0.476831,5.21819,2.49388,0.167031,21.4956,0.92035,24.2352,14.5851,21.405,3.77947,20.7051,8.95386,1.02487,144.146,4.79214,8.87321,5.31415,143.502,0.124499,1.78627,1.43758,0.000457864,0.0038382,0.167619,4.66638,11.5311,0.000375729,2.58953,
586,44.9635,86.9041,299.046,0.517392,4.38111,3.82932,0.129285,17.56,0.980247,23.5881,15.0762,17.5009,3.85904,18.4893,17.7073,1.07749,126.114,7.13168,1.94502,8.27341,125.488,0.821867,1.78604,1.43758,0.000457864,0.0038382,0.167619,10.0877,13.9129,0.000375729,1.97176,
587,44.9518,100.554,340.907,0.447044,5.46841,3.34469,0.261179,24.4082,0.783928,23.6433,14.5988,24.2894,3.75563,22.2013,15.5779,1.77827,151.578,5.40014,1.90948,6.15765,150.936,0.350776,1.78157,1.43605,0.000457864,0.0038382,0.167619,9.53957,4.88859,0.000375729,0.829566,
588,44.9518,100.088,392.304,0.449123,4.58664,3.74486,0.219376,24.2434,1.38301,23.6912,14.5612,23.9056,3.75292,19.6844,18.6567,1.56837,175.373,9.19971,1.41967,5.10753,172.595,0.292272,1.78157,1.43696,0.000457864,0.00382773,0.167481,11.3299,13.9129,0.000375729,1.27959,
589,44.9518,102.319,328.39,0.43933,6.55305,4.66946,0.33368,22.9759,1.5388,23.4276,16.0622,22.9115,3.84687,25.7828,21.6515,1.96593,138.999,10.928,2.30655,11.8241,138.613,0.724652,1.78157,1.43696,0.000457864,0.00382773,0.167541,8.81262,13.9129,0.000375729,1.33441,
590,44.9518,82.2515,238.855,0.546517,7.6677,2.5963,0.457045,12.1974,2.62066,25.1849,15.613,12.1622,3.75229,28.84,7.31668,2.30206,101.516,16.3029,11.3838,8.71805,101.893,0.519437,1.78157,1.43696,0.000457864,0.00378491,0.167541,9.5286,13.9134,0.000375729,0.475952,
591,44.9518,80.5257,312.844,0.558229,4.34767,3.51937,0.156915,14.0263,2.19977,23.7098,15.0375,13.7656,3.76274,18.2971,16.322,1.32343,138.807,14.7689,1.92905,9.42209,135.706,0.363693,1.78157,1.43696,0.000457864,0.00378491,0.167541,12.1883,13.9134,0.000375729,0.55273,
592,44.9518,86.5185,341.136,0.519563,4.71301,2.74118,0.262079,17.7566,0.710612,24.4322,14.5634,17.5021,3.83728,20.6033,9.25864,1.85908,156.089,6.59708,8.88317,4.9962,153.646,0.87252,1.78157,1.4353,0.000457864,0.00378491,0.167541,10.4912,13.9134,0.000375729,0.415865,
593,44.9518,74.1685,225.091,0.606077,6.78373,3.6063,0.383481,8.65291,1.42567,24.2511,16.5179,8.59137,3.95604,24.9024,12.6379,2.13807,99.837,9.04667,7.58278,14.1103,99.7212,1.12206,1.78157,1.43696,0.00046098,0.00378491,0.167541,2.94447,13.9134,0.000375729,3.77138,
594,44.9518,106.668,395.821,0.421418,4.56689,4.78112,0.287468,26.8389,1.31488,23.5888,14.98,26.5474,3.76264,17.7417,20.8122,1.7739,176.746,8.06671,1.85191,7.64798,174.588,0.651826,1.78157,1.43851,0.00046098,0.00378491,0.167541,10.1057,13.9134,0.000375729,0.863036,
595,44.9518,67.2945,272.475,0.667986,2.45339,1.56137,0.0537121,10.7406,0.391999,23.8212,13.9926,10.5151,3.7645,8.30774,3.51297,0.671233,131.48,2.85147,0.417724,1.34506,129.297,0.153128,1.78157,1.43918,0.00046098,0.00378491,0.167541,19.5769,13.9134,0.000375729,1.89557,
596,44.9518,72.4979,212.362,0.620043,4.38647,2.92041,0.22044,10.097,1.84485,24.1786,15.0138,10.0416,3.79487,17.4294,15.6348,1.44299,86.1905,12.6257,4.95975,8.61345,85.6228,0.434435,1.78157,1.43918,0.000461028,0.00378491,0.167541,12.2548,10.0404,0.000375729,1.41022,
597,44.9518,93.5652,357.547,0.480433,4.29635,2.06095,0.140615,21.9289,1.22201,23.6647,14.8294,21.6706,3.75156,17.7676,5.59714,1.02371,164.213,7.44892,1.65233,7.38968,162.263,0.256743,1.78157,1.43918,0.000461028,0.00378491,0.167541,8.57935,13.9136,0.000375729,0.730155,
598,44.9518,59.6491,111.741,0.753605,4.87754,3.0761,0.223399,3.22405,0.325178,26.563,14.2572,3.22205,3.88051,21.5263,13.8759,1.70994,38.8673,1.79412,30.3243,3.81559,39.085,0.922352,1.78157,1.43918,0.000461833,0.00378491,0.167541,23.8463,4.06735,0.000375729,3.77043,
599,44.9518,96.4879,352.751,0.46588,5.79505,3.48478,0.42136,20.687,2.6521,23.6959,15.4936,20.4057,3.85241,21.8619,14.5652,2.30067,160.772,13.9509,3.3967,11.4674,158.946,0.74942,1.78155,1.43918,0.000461833,0.00378491,0.167541,9.60111,5.11762,0.000375729,1.34987,
600,44.9496,109.828,413.777,0.409271,5.3064,3.26621,0.303775,27.1804,2.0101,26.8152,14.3805,26.8485,3.71725,21.3724,13.8869,1.88242,185.513,15.0569,39.4543,4.54243,182.979,0.464606,1.78019,1.43919,0.000461833,0.00378491,0.167541,0.180602,5.28787,0.000375729,0.383535,
601,44.9496,87.5576,351.814,0.513372,4.42967,3.37429,0.168307,18.1466,0.973059,23.6529,14.9754,17.9101,3.92732,18.7445,13.8417,1.46383,158.737,7.97967,3.49613,8.91013,156.559,1.11112,1.77777,1.43919,0.000463411,0.00378491,0.167624,9.04288,13.9091,0.000375729,3.77275,
602,44.9496,67.9622,280.694,0.66139,2.56647,1.63591,0.0448869,11.0039,0.307524,23.8637,13.9677,10.7497,3.8224,9.70404,2.88881,0.537216,134.361,1.79761,0.269868,1.17733,131.572,0.564946,1.77777,1.44036,0.000463411,0.00378491,0.167624,23.8471,13.9132,0.000375729,3.7727,
603,44.9496,76.6795,249.365,0.5862,4.65516,3.01717,0.2791,12.099,1.71146,23.6117,15.3466,12.083,3.87639,20.2706,13.8615,1.95976,102.744,13.7333,1.7025,10.2037,102.615,0.826802,1.77777,1.44036,0.000463411,0.00378491,0.167624,10.6867,13.914,0.000375729,3.77378,
604,44.9483,76.6097,245.538,0.586718,4.07826,3.31133,0.193397,12.5871,1.27121,23.5986,15.1735,12.5579,3.83845,16.2831,14.5781,1.36043,105.462,8.43992,1.78632,9.06358,105.203,0.714896,1.77664,1.44036,0.000463411,0.00376831,0.167624,9.24341,13.8923,0.000403052,1.36378,
605,44.9483,84.8578,347.373,0.52969,3.54148,3.17256,0.0904422,17.5617,1.4311,23.7627,14.2326,17.2719,3.79339,15.1701,18.2437,0.872548,155.793,14.3607,0.857137,3.4099,153.361,0.454137,1.77373,1.44036,0.000463411,0.00376831,0.167624,14.0993,13.9148,0.000403052,1.30366,
606,44.9483,66.1471,201.491,0.679521,4.08012,3.06359,0.152717,3.14373,0.660655,32.9412,15.2189,3.14295,3.7433,16.5256,15.4652,1.09615,34.1291,3.85526,113.099,10.3267,36.2807,0.273071,1.77373,1.44058,0.000463411,0.00376831,0.167624,12.3521,13.901,0.000403052,1.28203,
607,44.9455,90.7039,320.78,0.495519,4.4742,4.72961,0.264006,19.2553,0.556526,23.6084,14.7499,19.1475,3.91841,19.0102,24.8037,1.85676,134.572,3.73584,9.45631,5.86941,134.996,1.01422,1.77369,1.44058,0.000463411,0.00376831,0.167624,11.1456,13.9018,0.000403052,3.77374,
608,44.9445,101.225,359.313,0.444006,5.82706,4.28697,0.216426,22.9287,2.19667,23.8776,15.4271,22.6875,3.7768,22.5204,21.0496,1.52955,160.747,12.8955,3.72301,8.91298,158.446,0.787018,1.77301,1.44058,0.000460745,0.00376831,0.168258,10.0093,13.9149,0.000403052,0.464738,
609,44.9445,88.6757,337.673,0.506841,4.55621,2.51569,0.219029,19.6387,0.367631,23.7909,14.3245,19.4006,3.86245,19.6605,8.59882,1.63953,157.111,2.57901,1.57259,4.64957,154.616,0.700702,1.77301,1.44058,0.000460745,0.00376831,0.168303,9.52487,8.94173,0.000403052,3.77374,
610,44.9434,71.6471,210.993,0.627288,4.67709,4.16963,0.228803,7.59172,2.45428,26.1283,14.9979,7.58108,3.81837,20.275,21.9834,1.68989,84.3724,19.0864,29.8367,8.396,84.8372,0.582658,1.77209,1.44058,0.000460745,0.00376831,0.168303,8.81562,13.9112,0.000403052,0.912973,
611,44.9434,78.7157,283.824,0.570958,3.74636,2.62677,0.260901,14.6623,0.402588,24.0005,14.6865,14.5616,3.76819,16.1931,12.9313,1.8993,126.528,3.22802,5.40675,5.43376,126,0.37612,1.77209,1.44192,0.000460745,0.00376831,0.168303,3.59033,13.9139,0.000403052,1.02444,
612,44.9431,73.2903,226.272,0.613221,4.48982,2.99627,0.182655,10.928,1.05107,24.1048,14.925,10.8996,3.71305,18.9185,12.4743,1.29153,94.5296,6.55688,5.22928,8.20663,94.2436,0.447063,1.7719,1.44096,0.000460745,0.00376831,0.16819,10.4196,13.9149,0.000403052,0.435584,
613,44.9431,66.7492,204.91,0.673314,4.38173,3.77238,0.13547,6.89127,1.80392,24.1155,14.9964,6.81912,3.83331,19.1091,21.4303,0.976241,79.4694,13.996,5.16966,8.30745,79.0404,0.74964,1.7719,1.44096,0.000460745,0.00376831,0.16819,12.8011,13.9149,0.000403052,1.13391,
614,44.9431,74.3119,206.492,0.604791,5.62473,2.34729,0.200432,9.50468,1.06653,27.5947,14.6853,9.47089,3.81738,22.3464,7.89911,1.18702,88.0534,5.23378,28.8078,5.17262,87.7492,0.740185,1.77141,1.44096,0.000460745,0.00376831,0.168177,1.89263,5.89764,0.000403052,1.52993,
615,44.9431,80.8603,322.567,0.555812,3.6618,2.62882,0.114377,11.3638,0.992031,33.0692,14.1011,11.1179,3.81134,16.5558,11.8277,1.02114,135.034,7.11503,112.716,1.86871,132.092,0.617511,1.77141,1.44096,0.000460745,0.00376831,0.168177,23.2451,13.8936,0.000403052,1.73992,
616,44.9403,87.8839,325.604,0.511359,6.01335,4.53551,0.359548,11.7592,2.11409,31.922,15.6753,11.5651,3.9398,23.0638,18.4868,1.99518,133.078,14.6679,100.115,11.4055,130.759,1.1377,1.77045,1.44096,0.000459603,0.00376831,0.168177,11.6169,13.9098,0.000403052,1.13457,
617,44.9403,120.685,409.581,0.372377,7.92867,4.29353,0.426206,31.2341,1.79319,23.3681,16.8024,30.9396,3.89895,28.1532,18.6883,2.06131,180.454,9.05922,8.84941,14.4,180.832,1.13099,1.77045,1.44096,0.000460745,0.00376831,0.168177,9.54207,13.9029,0.000403052,1.33606,
618,44.9403,90.7444,243.972,0.49524,8.81665,5.49345,0.470057,9.4369,2.16849,35.3186,15.7316,9.40813,3.90062,31.8684,22.4665,2.28952,85.6285,12.4506,77.6859,9.45239,88.0001,1.1436,1.77034,1.44096,0.000460745,0.00376831,0.168177,9.25339,13.9149,0.000403052,0.272686,
619,44.9403,78.693,286.671,0.571084,6.31872,2.56207,0.407555,11.3948,2.02401,25.5364,15.5636,11.1365,3.74934,23.6601,7.23953,2.23021,135.315,12.7157,15.0938,9.63103,132.264,0.478788,1.77032,1.44096,0.000460745,0.00378516,0.168177,12.3547,13.9149,0.000403052,0.951196,
620,44.9347,93.9996,349.337,0.47803,5.52469,4.79938,0.217387,19.53,1.80735,24.2825,14.7027,19.2386,3.89713,22.866,22.9441,1.42384,155.828,11.5276,6.27905,5.6597,153.519,0.839382,1.76403,1.44096,0.000460745,0.00378516,0.157311,12.4993,13.9149,0.000403052,3.7736,
621,44.9347,84.5035,328.579,0.531749,4.39587,2.13888,0.228034,17.1839,1.26782,24.3901,14.1484,16.9118,3.83876,18.6346,5.94408,1.72324,153.149,11.8555,7.72359,2.79485,150.488,0.536989,1.76403,1.44096,0.000460745,0.00378516,0.168177,9.86309,8.19457,0.000542628,3.7736,
622,44.9347,63.6833,114.638,0.705596,7.7163,3.68653,0.453905,2.54421,1.48252,25.7562,15.7027,2.52924,3.81169,29.3627,16.087,2.37946,30.0917,9.99759,11.0184,9.51894,32.5496,0.809597,1.76403,1.44096,0.000460745,0.00378516,0.168177,13.6703,13.9145,0.000542628,0.457478,
623,44.9341,63.3857,194.712,0.7089,3.51339,3.19299,0.0788449,6.88627,0.566202,23.6838,14.8059,6.8569,3.80142,15.9209,15.105,0.770109,80.5301,3.67009,2.52802,8.07016,80.3089,0.416029,1.761,1.44096,0.000460745,0.00378516,0.168177,9.38011,13.9149,0.000542628,2.6004,
624,44.9336,95.6646,366.94,0.4697,4.52292,3.08669,0.236555,22.4365,1.12529,23.6763,14.6959,22.1533,3.731,19.4612,13.531,1.73532,165.133,9.3775,1.42829,6.22673,162.602,0.346504,1.761,1.44096,0.000460745,0.00378516,0.168177,10.6288,13.9149,0.000542628,0.380652,
625,44.9336,86.3594,295.362,0.52031,4.94124,3.76021,0.277127,13.5663,1.80645,29.9033,14.7257,13.4983,3.88066,22.1791,19.8345,1.94947,114.323,14.1084,76.2451,6.07573,114.067,0.762824,1.761,1.44096,0.000461802,0.00378516,0.168177,9.23332,13.9149,0.000542628,3.77345,
626,44.9336,87.0296,315.872,0.516303,4.81794,4.68888,0.214813,16.325,1.80533,24.3401,14.8326,16.1121,3.89288,19.2836,23.1316,1.36943,141.976,11.914,9.52519,7.57146,139.988,1.05936,1.761,1.44196,0.000461802,0.00378516,0.168177,13.6278,13.9152,0.000542628,0.392171,
627,44.9336,122.201,425.689,0.367703,8.37881,4.25087,0.403176,31.08,2.63295,25.0602,15.6816,30.781,3.93233,30.3857,20.1145,1.92572,189.67,14.5546,11.7297,9.18722,189.563,1.03524,1.761,1.44196,0.000461802,0.00378516,0.168177,6.63513,13.9103,0.000542628,2.47438,
628,44.9304,76.8104,195.367,0.584952,5.54098,2.26853,0.203938,12.2968,1.44236,23.5992,15.3861,12.3031,3.76938,22.9651,7.02896,1.35667,76.4308,10.7058,2.21015,10.5617,78.6489,0.449574,1.76062,1.44348,0.000461802,0.00378516,0.168177,11.8186,9.73896,0.000542628,1.37726,
629,44.9296,73.7623,285.631,0.609113,3.74976,2.78806,0.161011,11.3256,0.954094,25.4039,14.4394,11.0939,3.84655,15.4763,9.52293,1.22458,134.591,6.47613,16.6667,4.34641,131.785,0.501439,1.75846,1.44348,0.000461802,0.00378516,0.168177,21.3047,13.9154,0.000542628,3.77341,
630,44.9274,66.4491,197.99,0.676119,4.26686,2.24833,0.197251,7.7386,1.33132,23.6032,15.4971,7.71206,3.85439,17.8273,6.38386,1.39951,82.411,8.92253,2.50054,11.4137,82.1668,0.896668,1.75628,1.44348,0.000461802,0.00378516,0.168177,9.91369,13.915,0.000542628,0.597564,
631,44.9268,56.4747,105.793,0.795521,3.77835,2.17384,0.102788,3.10076,0.302185,25.9048,14.2127,3.09901,3.80034,17.2811,7.33193,0.902904,35.7023,1.77063,19.1352,2.94699,35.874,0.542223,1.75214,1.44322,0.000461802,0.00380755,0.168177,23.8483,13.9154,0.000698072,1.27662,
632,44.9191,83.6251,266.447,0.537149,5.13065,4.05723,0.242485,15.2437,1.34866,23.6559,14.9567,15.19,3.79964,21.2152,19.099,1.52837,110.666,8.82753,2.84181,8.42741,110.481,0.507419,1.74827,1.44348,0.000461802,0.00395098,0.168177,10.352,4.89803,0.000698072,1.4637,
633,44.9191,73.3343,204.383,0.612525,5.60583,2.95129,0.361357,9.92434,1.90749,23.637,15.2657,9.90593,3.77542,23.2021,12.3706,2.20303,79.4919,12.6467,1.5396,10.7382,79.3636,0.348269,1.74827,1.44353,0.000461835,0.00395215,0.168177,12.3269,6.4924,0.000698072,0.6745,
634,44.9191,108.135,436.773,0.415399,4.9094,2.49101,0.208126,28.8141,0.796602,23.61,15.0799,28.3522,3.87355,19.4737,6.82367,1.39676,204.994,4.62392,1.73284,9.2211,202.81,0.989194,1.74827,1.44353,0.000465505,0.00388039,0.168177,9.35137,13.9154,0.000698072,0.765533,
635,44.9177,85.5297,293.048,0.525171,6.83463,4.20331,0.411784,7.17499,1.15409,38.8948,15.8557,7.12999,3.87038,27.4192,17.7765,2.33643,80.9756,7.25101,183.429,11.8488,83.2353,0.815166,1.74827,1.44403,0.000465505,0.00388039,0.16831,10.791,13.9154,0.000733295,3.77341,
636,44.9177,85.8488,240.758,0.523219,6.86724,3.36558,0.472128,12.849,2.12949,27.9869,15.5649,12.8193,3.79426,25.4199,12.617,2.38977,96.4685,11.9366,31.4153,8.84237,96.3131,0.592022,1.74521,1.44403,0.000465505,0.00388039,0.16831,9.39497,13.9121,0.000733295,0.837135,
637,44.9177,94.8753,308.883,0.473439,6.15513,5.11763,0.325698,19.2189,1.84146,24.3861,14.7906,19.1276,3.91223,23.8958,24.0821,1.81298,133.026,9.77716,9.62002,7.29107,132.467,1.16157,1.74521,1.44403,0.000465505,0.00388039,0.16831,4.87701,6.51564,0.000733295,0.714736,
638,44.9177,61.5232,182.002,0.730093,3.58171,1.62494,0.11198,6.4277,0.963891,23.6772,14.9612,6.41515,3.75954,16.1097,3.95865,0.989907,78.3665,7.83531,1.65705,9.19957,78.6756,0.209135,1.74521,1.44403,0.000465505,0.00388039,0.16831,9.36772,13.9149,0.000567551,2.47364,
639,44.9177,96.4521,324.285,0.465699,6.81407,4.4166,0.477324,18.8633,2.21558,25.7855,15.4492,18.6701,3.76045,26.1443,20.1778,2.42305,146.635,15.2066,23.3028,9.24734,145.039,0.727056,1.74521,1.44403,0.000465505,0.00388039,0.16831,11.5363,13.8938,0.000567551,0.879823,
640,44.9177,85.0819,319.694,0.527935,3.90589,2.03002,0.251771,15.4562,0.864131,29.5099,14.0931,15.2431,3.72776,16.4025,5.20691,1.80784,138.625,8.24865,68.6929,2.34915,136.025,0.357206,1.74521,1.44395,0.000465505,0.00388039,0.16831,17.3896,8.98516,0.000567551,0.796515,
641,44.9177,85.729,332.885,0.52395,4.53723,4.27169,0.209022,11.8439,1.38138,33.7108,14.249,11.5955,3.93041,19.7162,20.425,1.45259,137.161,10.2427,105.075,2.69194,134.235,1.14696,1.74521,1.44395,0.000465505,0.00388039,0.16831,22.597,13.915,0.000567551,3.77279,
642,44.9129,106.798,440.527,0.420542,4.18578,2.26773,0.140514,28.9626,0.840438,23.7447,14.3955,28.4573,3.80312,17.1627,7.12637,1.00636,206.976,5.06386,10.0104,4.93048,204.01,0.346982,1.74183,1.44349,0.000465473,0.00388039,0.16831,8.72486,13.9154,0.000567551,2.50977,
643,44.9129,104.902,409.201,0.428142,5.28599,3.3117,0.319063,26.0032,1.41349,23.8555,15.3613,25.587,3.76459,19.3633,13.6305,1.88788,192.243,8.99265,3.8016,9.42475,188.99,0.320571,1.74183,1.44373,0.000470365,0.00388039,0.167998,11.5962,13.9154,0.000567551,1.0988,
644,44.911,78.2154,298.522,0.574196,4.43782,3.79211,0.142452,13.3909,0.774005,23.6885,15.015,13.1553,3.81922,18.8847,17.2167,1.01612,136.975,4.31432,1.22811,9.13134,134.979,0.580601,1.74011,1.44373,0.000468368,0.00392523,0.167998,13.0618,13.9154,0.000567551,0.978584,
645,44.911,92.5976,358.83,0.485012,5.45327,3.93529,0.293708,18.5916,2.61636,24.3992,15.1173,18.2968,3.89409,22.5924,18.5817,1.8664,159.646,16.7226,8.34292,8.6685,156.982,0.926192,1.74011,1.44373,0.000467101,0.00392523,0.167998,8.94749,13.9154,0.000567551,2.34805,
646,44.911,66.8334,213.282,0.671984,3.74354,3.61109,0.12664,7.42073,1.86184,24.3487,14.4508,7.39066,3.87937,17.2676,20.8454,1.17,85.8387,14.5974,7.26325,5.55477,84.9964,0.905624,1.74011,1.44373,0.000467101,0.00392523,0.167914,10.4874,13.9154,0.000567551,3.77328,
647,44.911,143.553,526.797,0.312852,6.34479,6.23848,0.390978,43.5838,1.42068,23.6403,15.3814,42.8349,3.71793,22.6468,24.5445,1.92353,247.225,8.66556,1.77505,10.3216,245.018,0.512951,1.74011,1.44373,0.000467101,0.00387209,0.167914,9.95391,2.07182,0.000567551,0.538925,
648,44.9102,66.9413,152.87,0.670889,5.8555,3.78825,0.299584,3.85937,2.18242,28.2285,15.033,3.84812,3.84656,24.8843,17.7391,1.90837,52.0007,14.603,47.7169,7.23291,49.185,0.674158,1.74011,1.44373,0.000467101,0.00387209,0.167914,14.4583,13.9154,0.000567551,1.13818,
649,44.9102,108.544,386.643,0.413751,5.70754,4.44656,0.340594,27.2114,1.15576,23.5294,15.349,26.9573,3.84622,23.4835,19.5894,2.04765,173.714,6.82219,5.04973,9.71716,173.567,0.868477,1.74011,1.44373,0.000467101,0.00387209,0.167914,9.0777,12.8746,0.000567551,1.20717,
650,44.9102,95.7393,396.411,0.469088,4.8616,2.95774,0.241779,21.8382,1.06666,24.95,14.5692,21.3798,3.87427,19.9371,11.343,1.62497,186.442,6.92655,11.6448,4.43323,182.495,0.861195,1.74011,1.44373,0.000467101,0.00387209,0.167914,10.8371,13.9154,0.000477799,3.29482,
651,44.9102,58.4535,95.5924,0.768306,4.47008,3.35198,0.245349,3.2648,0.853992,23.6358,15.5914,3.26481,3.77526,19.0901,15.4871,1.79758,31.5978,6.96543,1.9967,11.7829,31.2492,0.318663,1.74011,1.44373,0.000465451,0.00387209,0.167914,12.1476,13.9154,0.000477799,1.8376,
652,44.9102,120.598,438.792,0.372397,5.70003,3.42471,0.316142,33.5465,1.93539,24.068,14.656,33.1874,3.76329,22.9796,15.7226,1.7636,199.358,10.432,6.74207,5.73704,199.579,0.459678,1.73748,1.44373,0.000465451,0.00387209,0.167914,8.43977,4.57166,0.000477799,0.458437,
653,44.9102,91.6843,402.316,0.489835,3.29029,1.98907,0.100275,22.129,0.866084,23.8665,14.0107,21.6182,3.8142,13.4799,4.95477,0.965762,190.308,6.2966,0.371899,1.03835,186.289,0.625267,1.73748,1.44373,0.000465451,0.00387209,0.167914,22.6569,13.9156,0.000477799,2.03346,
654,44.9102,130.474,520.032,0.344208,4.63885,2.58785,0.366172,40.3658,1.39335,23.4977,14.1368,39.704,3.78349,18.263,7.22701,2.23806,245.163,10.5988,2.36862,1.91279,239.887,0.54677,1.73748,1.44373,0.000461099,0.00395114,0.167914,0.646549,7.71082,0.000477799,0.744957,
655,44.9093,66.6639,190.903,0.673667,4.18764,3.41095,0.191155,6.94483,0.524226,25.6951,15.005,6.92107,3.78396,17.5381,13.9311,1.48652,85.9399,2.96694,24.6634,8.40523,85.7586,0.62772,1.73748,1.44373,0.000461099,0.00401815,0.167914,9.92305,13.9067,0.000477799,0.540197,
656,44.9093,68.358,159.872,0.656971,5.0223,3.06022,0.172613,7.87321,0.920693,24.3735,15.2494,7.87405,3.81199,20.6625,12.4255,1.05906,65.101,4.76893,8.94517,9.53714,65.1625,0.471843,1.73748,1.44383,0.000461099,0.00401815,0.167914,11.3579,13.9154,0.000477799,1.04483,
657,44.9088,92.2461,328.423,0.486837,5.9457,5.09091,0.36215,16.8929,2.14584,25.8476,15.4529,16.6095,3.89855,22.6041,23.8601,1.84512,147.121,12.2711,15.5099,9.04829,144.543,1.184,1.73748,1.44383,0.000461099,0.00401754,0.167964,10.7139,13.8924,0.000477799,0.440261,
658,44.9088,82.1813,241.02,0.546461,5.48991,3.26297,0.322967,12.8267,1.37539,27.6523,14.565,12.8052,3.88083,22.9711,15.1798,1.96462,96.5867,10.006,40.9725,5.26432,96.4764,1.03805,1.73748,1.44383,0.000461099,0.00379494,0.167964,9.45436,13.9019,0.000789192,0.790525,
659,44.9088,83.3533,319.412,0.538777,4.89706,4.12135,0.324807,14.7723,1.68343,23.8251,15.3638,14.5269,3.83847,19.5998,18.0359,2.01036,142.099,11.0456,4.40755,10.2698,139.098,0.667269,1.73702,1.44383,0.000461099,0.00379494,0.167964,11.9417,13.9157,0.000789192,1.52399,
