Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.motion_ratio_heave_l.avg,Heave.front.toe_angle_l.avg,Heave.front.roll_center.z.avg,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.mechanical_trail_l.avg,Roll.front.camber_angle_l.avg,Heave.front.scrub_radius_l.avg,Roll.front.roll_center.y.avg,Steering.front.ackerman_angle.avg,Heave.front.side_view_swing_arm_angle_l.avg,Roll.front.side_view_swing_arm_angle_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Steering.front.camber_angle_l.avg,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.toe_angle_l.std_dev,Heave.front.roll_center.z.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.mechanical_trail_l.std_dev,Roll.front.camber_angle_l.std_dev,Heave.front.scrub_radius_l.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.ackerman_angle.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Steering.front.camber_angle_l.std_dev,Heave.front.motion_ratio_heave_l.best,Heave.front.toe_angle_l.best,Heave.front.roll_center.z.best,Heave.front.tie_rod_angle_top_view_l.best,Heave.front.mechanical_trail_l.best,Roll.front.camber_angle_l.best,Heave.front.scrub_radius_l.best,Roll.front.roll_center.y.best,Steering.front.ackerman_angle.best,Heave.front.side_view_swing_arm_angle_l.best,Roll.front.side_view_swing_arm_angle_l.best,Steering.front.tie_rod_angle_front_view_l.best,Steering.front.camber_angle_l.best,
56,47.3491,93.2138,200.84,0.507962,0.646493,2.03161,37.7752,0.656139,2.28306,0.36392,5.49916,27.3985,0.398237,6.95982,6.81957,1.06096,1.32115,0.318168,2.97706,118.194,0.963031,7.08715,0.117453,22.5758,4.86269,0.503776,31.0621,30.5081,1.14306,0.349482,0.102852,0.157681,10.3522,0.0244644,0.388426,0.323865,0.0889722,1.78372,0.0134708,0.0538163,0.0168227,0.590698,0.240668,
57,46.0779,100.533,211.309,0.458335,0.581542,1.75248,30.8817,0.591865,3.65962,0.344458,4.32769,27.0558,0.407033,14.2674,14.2499,1.04778,1.36623,0.3554,1.64662,74.6804,0.890886,12.6103,0.0553728,14.5283,4.90132,0.572302,56.4906,56.3601,1.10926,0.511665,0.102852,0.477923,10.4934,0.0227231,0.45551,0.291788,0.0889722,4.22219,0.0134708,0.0538163,0.0168227,0.589434,1.16013,
58,46.0779,80.4747,154.184,0.572577,0.607808,1.69781,33.3227,0.483255,1.32963,0.359161,4.39236,27.7618,0.304449,3.91995,3.87612,1.10625,1.31335,0.519181,1.92571,101.766,0.843666,3.40347,0.110468,17.2371,3.2214,0.350431,18.3672,18.5088,1.6271,0.310427,0.102852,0.929983,9.98327,0.0147369,0.334091,0.323054,0.0889722,12.525,0.0134708,0.0538163,0.0168227,0.563452,1.07239,
59,46.0779,122.893,240.365,0.374943,0.683858,2.29178,44.2216,0.680295,5.32013,0.345311,8.75413,27.346,0.460923,15.1423,14.9473,1.3499,1.34954,0.631415,3.13691,110.913,1.06263,17.5763,0.0681997,25.4328,5.35969,0.743509,47.8651,48.4572,1.85975,0.358802,0.102852,0.874844,10.124,0.0244644,0.36584,0.226296,0.118398,9.37874,0.0134708,0.0538163,0.0168227,0.568513,1.16013,
60,46.0779,78.6847,145.114,0.585602,0.58381,1.68353,34.3943,0.543115,3.11821,0.347292,3.6675,27.7131,0.233453,2.03726,2.02712,1.03638,1.29966,0.577688,1.89589,109.322,0.962877,12.4071,0.0569856,16.5584,3.59722,0.245481,13.3721,12.6284,1.10973,0.274795,0.102852,0.818639,10.1414,0.0244644,0.296981,0.31328,0.0875204,10.1345,0.0134708,0.071974,0.0375025,0.590698,1.16013,
61,46.0779,83.2174,140.239,0.553705,0.67698,1.68524,25.7533,0.538102,4.4129,0.340535,5.56613,27.4698,0.386212,6.9768,6.93331,1.14702,1.33111,0.421463,1.61106,69.2953,0.954115,16.0643,0.072832,19.4161,3.72787,0.72692,27.5386,28.2811,1.47406,0.478477,0.102852,0.708393,10.2115,0.0244644,0.369301,0.164805,0.14034,11.6689,0.0134708,0.0624163,0.0375025,0.590698,0.682334,
62,46.0779,86.0297,183.378,0.535605,0.598879,1.51229,24.5755,0.537611,2.20139,0.339225,5.36229,27.9837,0.356862,10.1246,10.1206,0.908562,1.40822,0.491373,0.824178,60.8664,0.833646,8.4082,0.0169197,24.3416,3.88216,0.606175,45.9943,46.0219,0.775432,0.789789,0.059303,0.929983,10.0759,0.0153741,0.399592,0.305015,0.14034,6.09612,0.0134708,0.0624163,0.0375025,0.585345,1.16523,
63,46.0779,105.1,213.01,0.438419,0.79582,1.63888,34.6163,0.696971,6.02051,0.355399,7.34556,27.1601,0.501799,11.7125,11.5288,1.33473,1.39292,0.610903,1.16317,94.9246,1.1437,18.9443,0.115004,28.1799,4.03775,1.08745,43.1128,42.519,1.95906,0.548191,0.059303,0.60667,10.2115,0.0306081,0.422316,0.0655791,0.0995144,11.3078,0.0134708,0.0624163,0.0375025,0.590698,1.13435,
64,46.0779,90.8014,179.644,0.507459,0.676033,1.51753,20.1563,0.478012,4.59071,0.33201,5.43907,28.4132,0.364489,13.2803,13.2446,0.913961,1.39514,0.404855,0.870358,38.0341,0.6769,16.1241,0.0550099,19.9019,6.74414,1.10952,56.4456,56.5115,0.786667,0.785927,0.059303,0.728883,10.2115,0.0128775,0.322621,0.129382,0.0855282,9.72569,0.0134708,0.0624163,0.0375025,0.590698,0.771916,
65,46.0779,91.5035,210.501,0.503565,0.70667,1.57957,27.7925,0.416837,1.87225,0.339089,5.15804,27.5694,0.310876,11.774,11.7574,0.933932,1.29295,0.352309,1.13167,73.7681,0.518757,7.01108,0.0460647,22.7955,2.56173,0.766279,53.1974,53.1622,0.770056,0.319432,0.059303,0.797617,10.2115,0.0128775,0.360903,0.255226,0.0855282,16.3881,0.0134708,0.0624163,0.0375025,0.590698,0.793723,
66,46.0779,99.4852,206.362,0.463164,0.763154,1.60281,35.2981,0.458317,3.40311,0.347162,3.47289,27.1242,0.287486,12.1286,12.0945,1.24443,1.26049,0.636846,1.84686,95.5208,0.708352,11.2243,0.110881,11.3948,3.41406,0.453199,55.3797,55.2717,1.79247,0.346073,0.059303,0.811884,10.397,0.0128775,0.362415,0.0678,0.0855282,12.4707,0.0134708,0.0624163,0.0375025,0.596007,0.26249,
67,46.0779,78.3856,155.332,0.587837,0.707076,1.7339,21.5619,0.41884,2.8979,0.34373,2.19522,26.9944,0.399261,9.38161,9.3664,0.973533,1.41178,0.393878,2.23742,50.2104,0.831724,12.8948,0.0475811,8.55516,4.76836,1.05755,44.3068,44.352,0.938884,0.995756,0.059303,0.592026,10.397,0.0128775,0.372612,0.31641,0.0855282,0.53687,0.0134708,0.0624163,0.0375025,0.594436,1.12092,
68,46.0779,113.614,228.406,0.405566,0.719307,1.40576,39.5864,0.500937,6.43116,0.345215,6.73825,27.7411,0.251371,13.6791,13.5799,1.22238,1.41319,0.555173,0.728707,101.931,0.968239,21.572,0.123153,22.8875,7.80011,0.271933,49.1746,48.8707,1.42642,0.933219,0.0991614,0.544332,10.2601,0.0167373,0.31157,0.0409161,0.0855282,3.14683,0.0189068,0.0624163,0.0375025,0.565387,0.399617,
69,46.0779,78.8151,150.81,0.584633,0.700812,1.758,35.2877,0.443804,1.55148,0.359667,1.62637,27.516,0.243756,3.61867,3.46314,1.00282,1.24298,0.687856,2.43413,111.478,0.88327,7.19399,0.126393,7.25008,3.01327,0.178984,18.4502,17.7681,1.00606,0.231802,0.108902,0.592026,10.2601,0.0167373,0.386552,0.319959,0.0855282,13.3346,0.0189068,0.0497658,0.0375025,0.594778,0.414163,
70,46.0779,72.3621,135.274,0.636769,0.633416,1.36224,22.0944,0.29315,2.85448,0.340083,2.60061,27.1479,0.198605,6.35943,6.22472,0.969691,1.28339,0.47283,0.949795,49.2777,0.393821,11.7695,0.0644229,9.19695,4.13848,0.324876,38.6827,38.9202,0.680989,0.343076,0.0298018,0.592026,10.2601,0.0167373,0.381252,0.211689,0.133418,5.51349,0.0104476,0.0497658,0.0375025,0.608044,1.1338,
71,46.0779,106.83,188.14,0.43132,0.70216,1.36351,41.7239,0.581736,4.63468,0.33527,7.31228,26.312,0.292634,10.4502,10.3982,1.42107,1.30254,0.539808,0.782182,98.1747,0.871401,14.2193,0.0713421,22.4228,5.19588,0.580356,35.941,36.0363,1.76728,0.426234,0.0298018,0.592026,10.2601,0.0306081,0.398476,0.041603,0.0695518,7.72453,0.0173071,0.0497658,0.019451,0.62935,0.733457,
72,45.8099,98.1596,204.6,0.466688,0.631297,1.24677,27.5665,0.501707,4.38692,0.33531,3.62404,29.6822,0.238407,13.7223,13.5492,1.24257,1.43247,0.550917,0.419951,75.2201,0.899579,16.8566,0.0561504,11.4988,13.7972,0.448869,52.7275,52.7694,1.64409,1.09295,0.0298018,0.592026,9.93473,0.0206579,0.398476,0.052845,0.0777996,13.3501,0.0208221,0.0096707,0.00984025,0.624444,1.09778,
73,45.8099,108.969,237.125,0.420392,0.695801,1.55475,40.886,0.456662,4.59875,0.357608,5.82336,26.415,0.23136,12.6408,12.6004,1.34088,1.36808,0.622901,1.86053,111.687,0.72702,14.9669,0.0990441,17.9281,6.39831,0.533236,53.8805,53.8574,1.5,0.747482,0.0298018,0.455507,10.2601,0.0206579,0.339751,0.310668,0.0622229,0.0580154,0.0142145,0.0096707,0.00984025,0.624444,1.05045,
74,45.8099,109.086,247.325,0.419942,0.624965,1.71774,30.9678,0.415854,5.28456,0.337625,6.54499,27.0685,0.260405,16.7604,16.7182,1.04641,1.33881,0.50264,2.42741,78.5941,0.757134,19.2528,0.0687209,24.9132,4.17316,0.738346,63.8878,63.5895,0.884505,0.58757,0.0298018,0.592026,10.2601,0.0206579,0.389394,0.14172,0.081256,5.35151,0.0144672,0.0096707,0.00984025,0.589973,1.0954,
75,45.8099,111.823,210.793,0.409665,0.718254,1.85126,37.2073,0.577296,7.13119,0.343146,8.3709,26.2251,0.300352,13.284,12.971,1.50548,1.3377,0.601366,2.05542,75.5438,1.11521,21.798,0.0529135,23.5075,5.83985,0.802241,51.3758,50.5973,2.12666,0.930429,0.0298018,0.592026,10.2601,0.0206579,0.398333,0.139691,0.0811211,0.635936,0.0144672,0.0096707,0.00984025,0.593219,0.17443,
76,45.8099,91.7692,198.991,0.499186,0.582452,1.44264,31.7303,0.388799,4.07261,0.364721,4.4186,27.0233,0.320103,9.43587,9.41691,1.24526,1.32761,0.327209,1.78147,85.662,0.765021,15.4201,0.186886,18.0594,4.28746,0.752291,47.6217,47.411,1.57776,0.731141,0.0298018,0.805792,10.9534,0.0206579,0.382052,0.140181,0.0674858,0.0985845,0.0144672,0.0096707,0.00984025,0.593219,0.754628,
77,45.8099,143.745,294.791,0.318689,1.06926,2.03149,41.6066,0.567478,6.40336,0.359268,5.36618,32.7726,0.358733,25.2371,25.1354,1.30918,1.52793,2.73855,3.89328,107.164,1.22044,20.2568,0.11069,17.2707,36.369,1.11415,77.7827,76.9309,1.66398,1.1804,0.0298018,0.805792,11.1074,0.0206579,0.391958,0.322256,0.0811211,2.96964,0.0144672,0.0096707,0.00984025,0.593219,1.11721,
78,45.8099,85.1434,189.536,0.538032,0.628407,1.72203,26.1981,0.399441,2.3091,0.340985,3.00338,27.8393,0.183893,10.1528,10.1005,1.01048,1.25491,0.637133,2.7941,71.9018,1.18105,9.76286,0.0614149,12.4174,6.25707,0.440572,51.7278,51.3203,1.00341,0.42329,0.0298018,0.805792,10.6138,0.0126788,0.394163,0.278951,0.081256,5.96089,0.0144672,0.0096707,0.00451423,0.593219,1.11721,
79,45.8099,111.149,223.435,0.412147,0.632295,1.61073,32.9267,0.507162,3.50717,0.337268,6.75048,27.5381,0.241439,17.2051,17.1917,1.32999,1.37122,0.390304,1.41103,80.7948,1.14346,14.4743,0.0296121,24.9669,5.1111,0.487078,60.4109,60.399,1.88273,0.757764,0.0298018,0.805792,10.7261,0.0177037,0.419593,0.269885,0.081256,9.81703,0.0144672,0.0096707,0.00451423,0.593219,1.11721,
80,45.4098,89.1081,177.492,0.509603,0.639734,1.6318,30.4025,0.495285,4.14046,0.343336,4.69781,27.515,0.269485,8.28342,8.19129,1.11224,1.38576,0.39225,2.4565,89.5063,1.0603,14.9687,0.0743301,18.1269,2.72532,0.759554,33.0216,33.0892,1.27406,1.11616,0.255847,0.805792,10.7261,0.0177037,0.383293,0.218263,0.081256,16.93,0.0387382,0.0096707,0.00451423,0.593219,0.765152,
81,45.4098,130.301,291.182,0.348499,0.719931,1.83555,39.5627,0.566238,5.50163,0.347531,8.93132,26.7688,0.402431,21.5735,21.4934,1.2509,1.34736,0.5754,2.46588,94.4247,1.20023,19.6548,0.058833,32.9519,4.08567,1.0693,72.5569,74.5791,1.86155,0.806698,0.293607,0.929983,11.3868,0.0112156,0.417251,0.320126,0.0758357,6.28888,0.0254619,0.0146086,0.00451423,0.593219,0.905393,
82,45.4098,84.1771,220.436,0.539455,0.799961,1.57053,29.5829,0.301311,3.25021,0.358601,4.13244,27.2098,0.176841,7.29268,7.21675,0.962544,1.32252,1.32067,1.27453,92.0936,0.565394,13.6522,0.14564,25.491,3.89763,0.415971,50.7823,49.9771,1.08076,0.685658,0.234441,0.929983,11.2444,0.0184906,0.45551,0.322426,0.0758357,7.70427,0.0133709,0.0138431,0.00451423,0.593219,1.11509,
83,45.4098,124.155,286.891,0.365752,0.790666,1.64011,35.7102,0.45573,7.70929,0.336504,8.48926,28.506,0.331447,18.8907,18.7315,1.2187,1.34447,0.987727,2.38949,85.6433,0.834479,25.6933,0.0699999,30.0486,7.85998,0.937776,73.2699,72.6173,1.43199,0.784241,0.189655,0.929983,11.3868,0.0124037,0.45551,0.0513434,0.0758357,10.0117,0.0133709,0.0146086,0.00451423,0.592634,0.154802,
84,45.4098,101.308,220.235,0.448235,0.721439,1.84468,34.955,0.391959,4.34677,0.344221,3.10955,27.2,0.188976,12.9397,12.863,1.11429,1.28856,0.596043,3.4638,92.3403,0.965376,16.0911,0.0524347,12.9555,3.22678,0.422268,54.0213,52.9744,1.28783,0.706526,0.314695,0.929983,11.3868,0.0167332,0.441644,0.322426,0.073614,11.3198,0.0133709,0.0146086,0.00451423,0.593219,0.510566,
85,45.4098,88.064,171.759,0.515645,0.711044,1.59666,28.915,0.416811,3.37988,0.335576,3.21313,27.2431,0.237339,9.7582,9.68238,1.32211,1.25279,0.556543,1.74662,77.9759,1.08716,13.125,0.0532978,11.6803,3.8004,0.65219,48.541,48.3524,1.99723,0.427397,0.31673,0.929983,11.5098,0.0138277,0.441644,0.169345,0.0758357,7.25554,0.0133709,0.0191338,0.0117676,0.593219,0.305126,
86,45.4098,107.678,220.495,0.42172,0.722189,1.59992,39.5096,0.412652,5.17918,0.363258,8.64336,28.8926,0.151388,9.89722,9.74236,1.33487,1.22896,0.564894,1.50162,104.334,1.09639,17.5008,0.153522,28.8174,14.9305,0.304925,40.9516,40.4357,1.698,0.396908,0.291558,1.01114,11.7872,0.0138277,0.441644,0.322426,0.0758357,8.21889,0.0133709,0.0136982,0.00912057,0.593219,0.537776,
87,45.1717,96.6549,245.874,0.46735,0.771172,1.52723,29.4846,0.297701,4.93681,0.347899,7.33291,26.9253,0.179396,11.2776,10.9522,1.21371,1.40822,1.07173,1.86717,102.858,0.6854,20.0275,0.114111,38.1788,3.78213,0.372284,46.4818,44.7747,1.21106,1.05124,0.291558,0.881568,11.9092,0.01067,0.412731,0.189962,0.0643878,10.9275,0.0145295,0.0136982,0.00912057,0.594377,1.09589,
88,45.1717,129.105,242.861,0.349882,0.778686,1.44098,42.2483,0.462075,7.93572,0.364489,13.1092,27.7271,0.262801,15.8434,15.763,1.53666,1.63316,0.722268,1.32388,104.351,0.963655,22.4559,0.136795,37.4427,8.00489,0.715276,56.3936,56.8068,1.78269,1.75166,0.291558,0.193335,11.8345,0.01067,0.382493,0.111733,0.0643878,11.2762,0.0145295,0.0136982,0.00912057,0.594377,0.412324,
89,45.1717,64.9878,100.764,0.69508,0.587355,1.1826,19.6271,0.282713,2.67806,0.330318,2.99782,27.1619,0.166774,3.77305,3.76922,1.17544,1.25542,0.369744,0.653252,35.7872,0.912572,11.623,0.0363082,16.8018,3.1409,0.615083,25.9199,25.9947,1.10037,0.622819,0.279347,0.951061,11.7882,0.00917396,0.416713,0.241379,0.0643878,12.1846,0.0145295,0.0136982,0.00912057,0.628326,0.297066,
90,45.1717,91.2872,185.642,0.49483,0.63524,1.50536,28.8771,0.382621,4.56792,0.333821,6.50418,26.9173,0.185328,9.42617,9.41802,1.22473,1.30944,0.449905,1.99183,68.8518,1.05559,16.2798,0.0484621,28.0171,4.54736,0.412185,41.7176,41.609,1.14101,0.568294,0.291558,0.951061,11.8345,0.01067,0.427448,0.125785,0.0643878,1.11612,0.0145295,0.0136982,0.00912057,0.674222,1.07519,
91,45.1717,122.992,257.074,0.367274,0.850703,1.85361,38.6925,0.499447,6.89951,0.344315,10.2044,26.4351,0.327914,17.0862,17.0421,1.36451,1.39148,1.27912,2.52057,94.0134,1.1878,21.9726,0.116571,32.0877,5.66072,0.871108,59.4259,59.2112,1.35473,0.97475,0.291558,0.799698,11.8345,0.01067,0.443689,0.15849,0.0643878,1.1257,0.0145295,0.0186306,0.00912057,0.690522,0.781783,
92,45.0004,124.33,232.457,0.361944,0.635713,1.67157,47.995,0.577552,9.6995,0.356753,8.27998,25.9993,0.230482,12.9136,12.8267,1.72315,1.42052,0.448845,2.14558,109.411,1.42444,26.8977,0.115251,27.5422,5.54734,0.594278,45.705,44.9159,2.15679,1.14626,0.253974,0.414265,11.7205,0.0102993,0.443689,0.220817,0.0643878,4.96665,0.0145295,0.0186306,0.00912057,0.690522,0.224327,
93,45.0004,65.0566,136.32,0.691712,0.543725,1.22269,19.4172,0.182316,1.36803,0.33349,1.90488,27.6852,0.0864087,4.93717,4.93039,1.18753,1.25762,0.324275,1.10534,52.7905,0.786462,10.2346,0.0232472,12.862,2.20851,0.17127,34.7664,34.3685,1.49488,0.399623,0.291558,0.951061,11.3422,0.01067,0.351029,0.326235,0.0643878,18.2144,0.0145295,0.0186306,0.00808086,0.873064,1.16688,
94,45.0004,105.181,238.532,0.427836,0.618591,1.66788,40.3588,0.328855,3.77434,0.363861,4.28855,27.398,0.133396,11.9328,11.805,1.23119,1.27998,0.786365,2.47733,118.912,1.08222,17.6515,0.141252,17.3919,2.54741,0.259933,54.7212,54.2637,1.21722,0.385849,0.277283,0.910884,11.1086,0.01067,0.377287,0.326235,0.0643878,13.1573,0.0321153,0.0134768,0.00808086,0.873064,1.16688,
95,45.0004,110.508,234.162,0.407216,0.693984,1.43832,41.544,0.318825,6.0378,0.363419,4.96195,26.2797,0.298259,12.9391,12.884,1.41878,1.32945,0.92736,1.43999,116.183,0.991632,20.431,0.154303,19.5778,5.97522,0.972479,56.1938,56.0644,1.70982,0.947778,0.277283,0.951061,11.1225,0.01067,0.443689,0.325847,0.0643878,0.170232,0.0407862,0.0134768,0.00808086,0.873271,0.207843,
96,45.0004,155.301,300.424,0.289763,0.641524,1.77851,53.284,0.598826,5.24469,0.345742,10.7949,26.5188,0.243144,26.5525,26.4502,1.53769,1.31018,0.714299,2.98739,111.789,1.49351,14.7648,0.106802,28.8368,4.81053,0.572482,75.0098,77.0054,1.69434,0.562214,0.277283,0.646004,11.1225,0.01067,0.387989,0.111473,0.0643878,7.67597,0.0148456,0.0134768,0.00808086,0.873271,0.418719,
97,45.0004,104.943,235.497,0.428808,0.586163,1.73216,27.3652,0.269334,3.17028,0.341577,7.01692,27.6746,0.319549,16.9474,16.9126,1.25585,1.35158,0.859416,2.62965,65.7445,0.91307,11.0886,0.0518465,35.3736,4.55804,1.12956,67.8728,67.1044,1.27757,1.07432,0.277283,0.976194,11.1225,0.0105252,0.373468,0.239501,0.0707488,2.87701,0.0407862,0.0134768,0.00808086,0.873271,0.911951,
98,44.8315,88.7495,183.227,0.505146,0.51226,1.60756,37.0426,0.373253,2.9873,0.354567,2.9522,27.2517,0.111432,6.59678,6.57074,1.20512,1.18404,0.45522,2.19777,113.46,1.2827,10.3291,0.16618,11.6673,3.11922,0.263062,38.0564,37.4767,1.2424,0.199587,0.245609,1.02483,11.1055,0.01067,0.396916,0.132632,0.0707488,10.1213,0.033668,0.0134768,0.00808086,0.826677,0.519891,
99,44.8315,94.8756,201.705,0.472529,0.56657,1.2718,35.8575,0.333185,5.45255,0.357349,6.1176,27.1971,0.145431,7.62417,7.40194,1.19249,1.35795,0.80915,0.923293,110.957,1.13457,20.375,0.161967,25.9565,3.35558,0.377958,37.6856,37.6053,1.07766,0.8437,0.204068,0.527538,10.5282,0.0110001,0.443689,0.223113,0.0707488,8.91421,0.0407862,0.0134768,0.00808086,0.826677,0.445207,
100,44.8315,140.886,298.163,0.318211,0.867576,1.58984,36.763,0.357237,7.28309,0.359412,11.1784,29.4169,0.212303,24.9463,24.8587,1.47811,1.57516,2.5363,1.67444,94.7927,1.11137,23.4791,0.118457,33.5614,20.4013,0.757812,81.7571,81.5023,1.74281,1.94843,0.195803,1.02948,10.7113,0.0110001,0.400221,0.161529,0.0707488,2.34015,0.0407862,0.0219049,0.00840444,0.826677,0.323485,
101,44.8315,70.7163,141.593,0.633962,0.395077,1.33342,21.3535,0.225219,2.27215,0.350458,3.11867,27.8668,0.0775335,5.71668,5.65262,1.17319,1.18097,0.612302,1.44328,55.7172,0.918303,9.47652,0.0845968,15.5003,3.2428,0.144441,35.3896,34.0798,1.34943,0.343654,0.134252,0.919407,11.1757,0.0115219,0.409903,0.326235,0.0707488,11.3751,0.0287411,0.0127187,0.00393375,0.826677,0.429488,
102,44.8315,78.7277,170.097,0.56945,0.382746,1.66826,33.4246,0.129872,3.09364,0.343061,2.45142,27.197,0.0984019,3.84888,3.68072,1.11373,1.29535,0.43258,2.76397,105.51,0.460438,12.6794,0.0712156,11.5125,4.07679,0.164849,22.0707,21.0648,1.11047,0.429079,0.172008,1.01053,11.1757,0.0109692,0.446089,0.26648,0.0733471,7.50087,0.022701,0.0125883,0.00393375,0.827285,1.17041,
103,44.6153,84.2947,193.735,0.529278,0.321646,1.33054,25.911,0.209705,2.67135,0.335689,1.822,27.7075,0.246703,10.7309,10.7021,1.02802,1.27764,0.35257,1.54133,67.2018,0.913709,10.6359,0.0400908,8.25179,2.18919,0.886495,53.3602,53.3014,0.611947,0.3776,0.146397,0.392451,11.2522,0.0115812,0.472233,0.15789,0.0733471,13.2012,0.0234638,0.0125883,0.00393375,0.843521,1.17041,
104,44.6153,187.043,298.041,0.23853,1.14236,2.48152,63.3907,0.653161,6.97538,0.297478,9.44245,28.1883,0.645908,35.4101,35.4452,1.49885,1.4713,5.37,4.47095,122.593,1.59003,13.7415,0.123835,24.6049,15.5815,1.38973,76.9297,80.5245,1.81115,0.940086,0.171048,0.18518,11.5485,0.0115812,0.470147,0.0245836,0.0733471,7.88239,0.017916,0.0125883,0.0065054,0.721584,0.928091,
105,44.6153,138.978,287.835,0.321024,0.405699,1.87058,39.1906,0.380569,6.46967,0.349047,8.54562,34.8839,0.247215,21.7587,21.7085,1.50246,1.66556,0.762034,2.65598,97.8898,1.1569,20.1415,0.135613,28.0436,53.7421,0.78365,74.1221,73.6303,1.80729,2.54339,0.195803,0.938077,11.5209,0.0115812,0.473719,0.0696685,0.0733471,13.1437,0.0259047,0.00995133,0.00289909,0.843521,0.569567,
106,44.6153,79.0281,171.743,0.56455,0.262333,1.38392,23.4881,0.195298,2.04916,0.342294,3.70896,27.3862,0.135021,8.93454,8.93221,1.03736,1.17268,0.193166,1.41921,58.966,0.850964,8.66665,0.053341,19.4701,7.93494,0.481738,46.7803,46.2151,0.692531,0.524639,0.192739,0.988012,11.6191,0.0115812,0.444089,0.327909,0.0733471,12.8391,0.0259047,0.00995133,0.00289909,0.859433,0.225448,
107,44.6153,82.2092,150.519,0.542704,0.384336,1.41985,24.5293,0.308804,2.8993,0.334569,4.03715,26.3762,0.271914,9.50602,9.39912,1.40158,1.3411,0.577708,1.73984,49.7194,0.978382,9.09658,0.0610158,14.2413,5.80955,0.835798,42.3496,41.8631,1.71223,0.737126,0.187625,0.697373,11.3888,0.0115812,0.444089,0.124763,0.0690465,1.04938,0.0125077,0.00959752,0.00264845,0.859433,1.17911,
108,44.6153,114.047,248.201,0.391201,0.307993,1.57405,43.9117,0.326803,5.66492,0.351696,8.65171,27.0519,0.290373,11.7208,11.5453,1.31425,1.33562,0.346692,2.24708,132.736,1.0775,18.1996,0.141908,31.0049,3.47116,1.09379,43.208,42.9224,1.35575,0.576709,0.185906,0.989439,11.6349,0.0119267,0.477371,0.114678,0.0690465,8.01156,0.0168632,0.00632208,0.001945,0.859433,0.766866,
109,44.6153,71.5512,131.978,0.623543,0.289992,1.53957,23.63,0.217755,4.02462,0.343992,2.11395,27.8249,0.12237,4.53019,4.47926,1.06329,1.37125,0.33673,2.13997,75.3056,0.93574,17.3806,0.0569441,10.7453,2.72915,0.340735,26.8816,26.4408,0.643104,0.900522,0.185906,0.984595,11.6349,0.0119267,0.470772,0.328793,0.0650525,12.4605,0.0236443,0.00632208,0.001945,0.854575,1.17911,
110,44.5763,81.3026,182.102,0.548276,0.31237,1.57133,22.8919,0.188951,3.59977,0.340832,3.53269,28.1028,0.135885,9.0459,8.94576,1.23807,1.39626,0.474255,2.67047,56.8896,0.782783,15.6767,0.0303262,18.0064,3.47959,0.363026,44.9544,44.5805,1.45182,0.958199,0.182065,1.00028,11.6043,0.010971,0.470772,0.330959,0.0722205,13.48,0.0224845,0.00632208,0.001945,0.853695,1.17676,
111,44.5486,84.1917,167.203,0.529133,0.288381,1.12738,26.2151,0.245999,3.35711,0.358818,7.29117,26.7863,0.142177,7.95018,7.9137,1.238,1.27735,0.289814,0.599473,88.7024,0.840547,12.0769,0.134254,29.2903,5.0989,0.40613,40.8796,40.8738,1.1203,0.40158,0.151586,0.183612,11.5062,0.0110266,0.470772,0.331393,0.0634542,1.99681,0.0259047,0.010607,0.0039635,0.849649,0.88693,
112,44.518,86.9356,173.268,0.51208,0.353858,1.27902,25.2841,0.259247,3.33413,0.332681,4.24934,27.4073,0.27061,10.8623,10.8559,1.13179,1.31528,0.522933,0.96382,55.0162,0.927488,11.6246,0.0321369,16.933,2.70271,1.05643,46.7048,46.447,0.74373,0.602779,0.151586,1.00291,11.4917,0.0110266,0.470772,0.140616,0.0677576,13.2126,0.0303453,0.010607,0.0039635,0.854918,0.766293,
113,44.518,97.2129,229.427,0.457943,0.363261,1.24299,29.791,0.20288,3.58674,0.355315,8.35979,27.7553,0.219976,11.3622,11.2945,1.36028,1.31866,0.663405,0.770181,79.4555,0.836796,14.1205,0.0909672,39.1516,4.59686,0.723479,53.7512,53.5288,1.57016,0.453474,0.151586,0.945908,11.4653,0.0110266,0.456308,0.331109,0.0677576,10.1602,0.0298645,0.00438826,0.00304621,0.855141,1.17676,
114,44.518,115.086,246.281,0.386825,0.425622,1.29453,40.3113,0.349316,4.40314,0.347418,7.81209,27.4763,0.198038,14.8951,14.8274,1.48053,1.26503,0.822037,0.909698,107.144,1.10813,14.062,0.11463,28.1323,3.70091,0.612213,59.2865,59.6983,1.74442,0.297625,0.151586,0.935486,11.3105,0.0110266,0.470772,0.0927447,0.0677576,10.685,0.0298645,0.00438826,0.00304621,0.859433,0.58062,
