Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,2in Heave.front.motion_ratio_heave_l.avg,Roll.front.side_view_swing_arm_angle_l.avg,Steering.front.ackerman_angle.avg,Roll.front.roll_center.y.avg,Steering.front.tie_rod_angle_top_view_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Roll.front.camber_angle_gain_roll_l.avg,2in Heave.front.rocker_coil_over_angle_l.avg,2in Heave.front.rocker_p_rod_angle_l.avg,2in Heave.front.p_rod_length_l.avg,2in Heave.front.coil_over_length_l.avg,2in Heave.front.tie_rod_angle_top_view_l.avg,2in Heave.front.toe_angle_l.avg,2in Heave.front.side_view_swing_arm_angle_l.avg,2in Heave.front.roll_center_gnd.z.avg,2in Heave.front.motion_ratio_heave_l.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Steering.front.ackerman_angle.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.tie_rod_angle_top_view_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Roll.front.camber_angle_gain_roll_l.std_dev,2in Heave.front.rocker_coil_over_angle_l.std_dev,2in Heave.front.rocker_p_rod_angle_l.std_dev,2in Heave.front.p_rod_length_l.std_dev,2in Heave.front.coil_over_length_l.std_dev,2in Heave.front.tie_rod_angle_top_view_l.std_dev,2in Heave.front.toe_angle_l.std_dev,2in Heave.front.side_view_swing_arm_angle_l.std_dev,2in Heave.front.roll_center_gnd.z.std_dev,2in Heave.front.motion_ratio_heave_l.best,Roll.front.side_view_swing_arm_angle_l.best,Steering.front.ackerman_angle.best,Roll.front.roll_center.y.best,Steering.front.tie_rod_angle_top_view_l.best,Steering.front.tie_rod_angle_front_view_l.best,Roll.front.camber_angle_gain_roll_l.best,2in Heave.front.rocker_coil_over_angle_l.best,2in Heave.front.rocker_p_rod_angle_l.best,2in Heave.front.p_rod_length_l.best,2in Heave.front.coil_over_length_l.best,2in Heave.front.tie_rod_angle_top_view_l.best,2in Heave.front.toe_angle_l.best,2in Heave.front.side_view_swing_arm_angle_l.best,2in Heave.front.roll_center_gnd.z.best,
379,157.842,391.36,1259.17,0.403315,27.4264,51.6127,2.44563,34.0898,4.11574,21.0868,6.22141,10.2827,13.7698,0,70.3681,3.71501,8.04755,52.0686,86.1099,55.0241,357.354,11.5823,4.43127,1.13212,39.906,3.11619,58.079,80.6811,0,205.597,1.18045,29.451,360.541,286.334,18.2186,0.0403995,0.405284,10.5575,3.90846,14.3331,5.69438,0.0354822,0.812353,0,39.4395,3.50299,3.19261,0.0990521,31.1534,
380,157.841,394.787,1235.78,0.399813,27.0755,72.2981,2.26256,34.2368,4.04041,19.7819,5.8893,3.64682,9.71274,0,71.858,3.6566,4.83006,72.6353,62.863,45.0736,403.089,11.1779,3.89622,0.898097,31.5623,1.72148,22.4054,47.6366,0,170.407,1.01461,9.82325,402.491,188.715,19.9229,0.0403995,0.405284,9.06538,3.55181,14.3331,3.48125,0.0354822,0.812353,0,39.4395,3.10992,3.19261,0.0932608,31.1534,
381,157.823,301.023,1002.2,0.524289,26.2461,21.5602,1.36298,34.5069,3.99567,15.8023,6.01354,15.0241,18.3645,0,65.2975,3.59062,5.3866,21.6522,62.2193,43.9694,204.997,6.72068,3.34491,0.616982,12.1138,2.29618,120.199,163.998,0,195.006,0.618261,16.5588,204.181,219.418,19.9229,0.0403995,0.405284,8.89602,3.9103,14.3331,5.69438,0.0354822,0.812353,0,39.4395,3.5048,3.19261,0.0932608,31.1534,
382,157.823,479.429,1626.29,0.329189,25.2949,88.8124,5.25912,34.1465,4.15465,17.1712,5.81127,17.9321,19.8244,0,101.848,3.776,4.37352,89.4479,61.5763,35.2925,484.16,29.8479,4.15965,1.38443,16.8945,1.52525,102.786,117.544,0,311.03,1.53375,6.73413,487.886,168.902,19.9166,0.0403995,0.405284,9.78221,3.56033,14.3331,0.428172,0.0354822,0.819004,0,39.4395,3.15641,3.19261,0.0932608,31.1534,
383,157.823,414.422,1385.36,0.380826,44.5267,46.1528,2.45347,35.3881,4.07736,22.4757,6.03994,29.2466,19.4744,0,78.6675,3.68224,6.34424,46.2143,69.6784,200.044,281.66,13.7027,10.8319,1.11574,45.1362,2.46527,181.377,107.053,0,231.297,1.18741,19.7885,285.291,224.568,19.9166,0.0388334,0.405284,8.45211,3.90897,14.3273,0.48602,0.0354822,0.819004,0,39.4395,3.50349,3.19261,0.0932608,31.152,
384,157.823,347.393,1133.95,0.454306,24.584,48.5518,2.59684,45.3607,4.09586,15.9588,5.90671,6.77179,10.0966,0,72.0771,3.70661,3.62386,48.8015,55.2604,33.8699,344.044,13.7346,109.189,1.28532,11.9773,1.63679,51.8935,58.0895,0,222.762,1.40019,4.12297,345.08,158.325,19.9166,0.0388334,0.405284,7.95566,3.61662,14.3273,4.15193,0.0354822,0.819004,0,39.4395,3.15201,3.18995,0.0932608,31.1519,
385,157.817,392.114,1653.32,0.402477,26.0045,40.833,0.883838,34.4512,3.92946,16.5033,5.96725,32.1385,45.6307,0,77.4644,3.52688,4.12745,40.9368,59.7165,41.8335,286.193,4.7151,11.2163,0.248318,18.5412,1.91092,233.255,328.086,0,265.725,0.25938,6.68897,286.469,199.882,19.9166,0.0361752,0.402592,8.41412,3.37525,14.3273,5.69431,0.0354822,0.819004,0,39.4395,3.13668,3.20276,0.0918286,31.1519,
386,157.811,382.961,1921.36,0.412082,23.8411,33.6087,4.85936,34.9892,4.16898,20.4785,5.72901,45.6263,65.3185,0,63.0824,3.77622,4.81574,33.9979,38.6688,29.7284,322.148,38.0243,2.28093,2.20593,43.5476,0.446017,450.666,631.496,0,199.127,2.2899,14.6453,325.191,61.6055,19.9166,0.0361752,0.402592,19.8522,3.90747,14.3273,5.18817,0.0359006,0.819004,0,39.4581,3.502,3.20472,0.0918286,31.1519,
387,157.811,438.389,1443.23,0.35998,41.9694,81.9596,2.53479,45.4468,4.07177,18.582,5.90486,6.68783,13.6468,0,66.0061,3.66267,4.42097,82.624,60.8718,159.509,484.091,12.3095,110.855,0.930618,28.7966,1.68102,53.4098,84.0812,0,136.609,0.910299,8.34067,482.485,166.109,19.9229,0.0361752,0.402592,10.1666,3.90815,14.3196,3.49823,0.0359006,0.819046,0,39.4581,3.50269,2.58203,0.0918286,31.1501,
388,157.811,475.948,1727.5,0.331573,25.3512,80.5719,4.48757,35.5052,4.20038,21.1893,5.97425,28.1791,40.464,0,73.2974,3.82287,6.9975,81.3056,64.6013,37.1897,468.256,23.6677,16.436,1.73473,42.5021,1.48689,193.643,259.54,0,206.087,1.86981,25.3078,472.623,175.451,19.9229,0.0361752,0.404251,8.52321,3.90815,14.3196,5.69385,0.0359006,0.81214,0,39.4581,3.50269,3.20497,0.0918286,31.1501,
389,157.799,343.065,1311.27,0.459967,23.8643,39.6666,3.5574,34.4691,4.08545,19.4421,5.9094,18.9001,24.5683,0,63.2805,3.69809,5.27111,39.8302,56.5224,31.303,280.375,25.8136,3.71059,1.20415,36.9093,1.53139,165.585,225.46,0,198.833,1.34274,16.7953,284.169,179.007,19.9229,0.0361752,0.404251,7.85819,3.90567,14.3196,5.69385,0.0359006,0.81214,0,39.4581,3.50018,3.20807,0.0918286,31.1501,
390,157.799,313.178,898.183,0.503863,26.616,22.883,4.60504,34.3158,4.11918,18.5873,6.18964,9.94806,12.1313,0,60.6849,3.71586,7.71514,22.9714,78.6955,44.4805,198.681,32.2236,3.79813,1.43321,24.1307,2.9137,80.0015,69.6485,0,144.026,1.45655,27.4326,200.208,271.336,19.9416,0.0361752,0.404251,9.15467,3.89324,14.3196,5.69385,0.0383312,0.81214,0,39.4997,3.3541,3.21378,0.0918286,31.1501,
391,157.799,465.618,1731.41,0.338902,30.9698,54.032,3.78137,35.9779,4.01457,25.3198,6.12258,33.0404,39.405,0,100.597,3.61978,7.23832,54.3766,67.1225,56.6886,376.241,22.7581,12.8175,0.625328,58.1906,2.31805,236.387,316.307,0,333.792,0.695694,20.6121,376.318,199.493,19.9436,0.0358023,0.404251,5.16302,3.6476,14.3196,5.69385,0.0383312,0.81214,0,39.5002,3.23572,3.20524,0.090122,31.1501,
392,157.799,500.222,1741.26,0.315457,27.8733,75.7675,9.94001,33.8917,4.3621,22.2983,6.33659,29.4573,34.6901,0,76.8464,3.99748,5.28467,75.8329,93.6438,42.9375,376.605,49.1913,5.71729,2.72006,46.4241,3.15688,197.745,244.383,0,220.105,2.84164,12.4504,373.755,303.827,19.9412,0.0358023,0.404251,6.2395,3.90567,14.3196,5.69385,0.0383312,0.81214,0,39.4831,3.50018,3.20524,0.090122,31.1501,
393,157.794,282.659,909.17,0.558249,22.2997,19.7816,2.15149,34.5006,4.0652,15.7713,6.02762,8.66309,13.4239,0,64.4692,3.66369,4.91747,19.91,63.0141,19.1645,201.25,14.787,3.38538,1.16107,12.9399,2.58333,64.8656,118.13,0,201.684,1.21335,14.4046,204.854,231.113,19.9436,0.0358023,0.404251,10.7964,3.90567,14.3284,5.69402,0.0383312,0.81214,0,39.4695,3.50018,3.20325,0.0866965,31.151,
394,157.794,515.399,1517,0.306159,28.1487,76.0593,5.52869,34.1843,4.29212,24.9454,6.31383,40.231,20.9274,0,94.9686,3.90671,8.62165,76.7865,90.4848,53.547,462.418,29.6423,3.96562,2.47218,50.7398,3.83773,197.48,90.1606,0,263.137,2.62194,27.6983,464.902,303.004,19.9436,0.0358023,0.404251,11.1537,3.41189,11.2007,3.46377,0.0383312,0.81214,0,39.4695,3.05561,3.20325,0.0866965,31.151,
395,157.794,486.895,1467.13,0.324083,27.7113,86.4842,4.70606,33.7709,4.20517,19.6477,6.36017,6.9433,11.1598,0,89.8751,3.81788,5.10365,86.8532,100.257,46.0364,443.577,26.1016,5.26593,2.17289,31.2867,3.38528,47.6016,51.0419,0,247.767,2.31161,10.5283,444.496,318.26,13.9383,0.0358023,0.405629,7.30133,3.27819,13.1444,5.69402,0.0383312,0.817205,0,39.4831,2.85905,3.20524,0.0858156,31.151,
396,157.79,435.543,1583.79,0.362282,25.5303,65.8854,5.44314,36.362,4.17977,20.4198,5.99155,45.5001,18.6859,0,72.037,3.79877,6.30879,66.539,58.8619,44.7769,447.484,36.6736,19.3502,1.54878,33.2897,1.95323,278.868,128.794,0,174.281,1.68718,19.619,453.351,143.377,19.9508,0.0356062,0.407519,12.2498,3.55509,14.3312,5.69418,0.0377751,0.815441,0,39.4831,3.13957,3.18478,0.0858156,31.1513,
397,157.786,254.805,679.293,0.619243,24.0764,18.3573,3.3116,36.6338,3.98918,17.2424,5.95743,1.64641,2.9644,0,61.9659,3.57649,4.34259,18.4064,52.3348,37.1927,138.19,26.8519,19.0712,0.700041,24.0728,1.97376,45.0397,22.7119,0,195.842,0.647588,8.76626,138.186,173.022,19.9652,0.0356062,0.407519,10.8387,3.90345,14.3312,5.69427,0.0377751,0.815441,0,39.4889,3.49793,3.20734,0.0858156,31.1519,
398,157.777,253.586,686.014,0.622183,22.305,9.74209,3.56764,35.2636,4.23707,16.8783,5.95476,10.7356,6.44027,0,68.6353,3.84938,4.24514,9.79203,51.9402,16.3063,70.9127,22.7059,5.93202,2.56143,21.672,2.10031,82.8423,40.4683,0,211.945,2.66592,9.88434,70.8302,180.885,19.9552,0.0350465,0.40294,10.8884,3.90559,14.3312,5.69427,0.0377751,0.815441,0,39.4997,3.50011,3.20734,0.0858156,31.1519,
399,157.776,309.098,1505.34,0.51044,22.6263,33.0842,1.08362,34.8493,3.94641,15.0748,5.66543,28.4576,43.0705,0,44.9609,3.54249,4.02645,33.4795,35.2302,26.097,329.61,7.06863,1.33082,0.4572,7.44313,0.408197,283.211,421.946,0,58.593,0.452077,7.90533,333.138,44.7807,19.9536,0.0350465,0.402619,22.2631,3.90559,14.3282,2.74343,0.0377751,0.815441,0,39.5025,3.50011,3.20734,0.0858156,31.1516,
400,157.776,333.432,1233.09,0.473187,22.8118,50.6934,3.62547,34.5277,4.22463,19.2329,5.87509,5.34454,4.76397,0,69.1226,3.82685,4.78097,50.9826,53.6192,24.2389,360.3,23.2844,3.16994,2.60402,39.6814,1.80791,45.6212,47.0063,0,216.231,2.66217,12.0617,360.63,174.928,19.9536,0.0350465,0.402619,10.6449,3.90559,14.3282,5.66189,0.0377751,0.815441,0,39.5025,3.50011,3.20734,0.0858156,31.1516,
401,157.776,312.791,971.91,0.504412,30.599,34.6329,4.33521,37.4251,4.12547,21.2288,5.88272,8.11997,11.7878,0,61.8817,3.73491,7.05343,34.9593,47.0248,61.3494,318.426,23.5836,18.2507,1.16906,43.0282,1.0406,43.2062,61.0227,0,131.849,1.27042,22.1756,321.817,89.5181,12.6231,0.0350465,0.402619,10.7288,3.90559,14.3282,5.69422,0.0372814,0.815441,0,39.5025,3.50011,3.2052,0.0858156,31.1516,
402,157.77,357.316,1215.58,0.441542,24.6498,41.5107,1.82792,53.1318,4.02189,17.1269,6.09586,13.2912,8.12412,0,71.5578,3.625,4.02632,41.5873,66.7395,33.7078,289.735,11.5295,186.846,0.943643,22.6218,2.32715,115.085,44.163,0,216.602,1.03941,8.35359,289.961,217.809,19.9454,0.0350465,0.402619,7.1748,3.66055,14.3282,5.69416,0.0377751,0.817205,0,39.5025,3.26381,2.59544,0.0859955,31.1513,
403,157.77,263.924,850.087,0.597787,24.4594,20.1723,0.981485,36.9816,3.92517,15.3953,5.8845,16.9463,14.6685,0,47.9753,3.51991,4.43819,20.2709,48.3049,32.4278,199.323,4.04635,29.0886,0.240425,9.78894,1.36655,143.722,97.2916,0,66.8839,0.233336,9.9393,201.079,135.931,19.9454,0.0350465,0.40135,9.04394,3.34603,14.3282,5.69416,0.0377751,0.819285,0,39.5025,3.05745,3.20386,0.0859955,31.1513,
404,157.77,296.58,884.783,0.531965,24.8558,25.645,3.23204,35.352,4.07583,20.5509,5.94035,9.15622,6.98283,0,74.4267,3.68677,5.64986,25.7055,51.3204,28.7545,211.245,17.4398,5.43417,1.07173,42.427,1.71423,54.7373,38.779,0,220.03,1.16142,16.2117,210.77,159.336,19.9454,0.0350465,0.402619,9.17468,3.90306,14.3206,5.6938,0.0379422,0.81913,0,39.5025,3.49753,3.20386,0.0859955,31.1499,
405,157.764,353.539,1136.79,0.446243,23.1077,54.3906,1.81687,34.2246,4.04258,20.0622,5.87627,9.93274,7.1865,0,71.8587,3.64573,4.53208,54.7924,58.0698,20.3554,389.611,10.997,4.55094,1.08853,33.1669,2.62867,67.482,36.6368,0,217.75,1.16641,9.21803,392.572,212.246,19.9454,0.0350465,0.402619,0.653639,3.42246,14.3069,1.17795,0.0379422,0.81913,0,39.5025,3.10901,3.20386,0.0846121,31.1459,
406,157.764,500.089,1655.72,0.315472,26.7848,87.2446,3.99793,36.182,4.14924,18.6583,6.02134,37.5622,43.6633,0,67.8996,3.76865,5.18968,87.6105,71.3566,36.9936,444.472,21.367,23.2374,1.45355,24.4845,2.01459,216.273,279.155,0,137.463,1.58907,9.48983,446.598,205.736,19.9454,0.0350465,0.404805,3.2631,3.27927,14.3069,2.10645,0.0379422,0.818188,0,39.5025,2.95496,3.20386,0.0846121,31.1459,
407,157.764,527.235,2249.66,0.299229,27.0825,66.7855,3.76181,34.6725,4.15755,18.2379,6.03391,58.9339,81.9666,0,80.2325,3.76463,6.17657,67.432,67.9968,38.37,451.499,16.8858,4.71143,1.32078,21.3593,2.3523,467.47,714.111,0,229.613,1.41257,18.3333,455.599,206.226,19.9454,0.034792,0.404805,12.8424,3.90306,14.3069,5.47903,0.0379422,0.818188,0,39.5159,3.49753,3.2052,0.0846121,31.1459,
408,157.759,208.648,356.061,0.7561,24.2852,4.13927,1.91635,35.3386,4.04708,18.0888,5.87822,3.26119,4.07937,0,53.4433,3.66007,5.28441,4.20098,41.0254,35.9372,67.3538,10.9226,2.62084,1.0224,29.8398,1.52488,60.8203,80.8468,0,117.085,1.14859,16.3608,67.0829,88.2564,19.9425,0.034792,0.403048,34.9692,3.90306,14.3069,5.69301,0.0379422,0.818188,0,39.5203,3.49753,3.2052,0.0859955,31.1459,
409,157.759,455.117,1476.22,0.346633,26.2925,94.1216,1.82678,34.0485,3.98692,22.0742,6.13272,6.75589,7.08079,0,68.1338,3.58657,5.14942,94.5504,81.3766,37.5644,480.792,7.14651,4.64208,0.540515,50.0052,2.54423,44.6914,33.7473,0,201.771,0.555495,12.7706,467.956,255.81,19.9318,0.034792,0.403048,8.42921,3.90306,14.2986,5.58969,0.0379422,0.817753,0,39.5203,3.49753,3.21015,0.0859955,31.1454,
410,157.742,254.899,966.343,0.618844,21.117,32.0691,3.06874,34.7942,3.96924,14.4606,5.70538,0.61922,3.13536,0,58.9591,3.57359,3.52833,32.4255,37.4732,12.418,324.564,26.4369,1.95407,0.602344,7.65911,0.437914,8.32445,23.3122,0,193.234,0.70098,3.25059,329.915,68.7179,19.9318,0.032905,0.403048,16.8003,3.90306,14.3069,5.69301,0.0379422,0.817753,0,39.5203,3.49753,3.21463,0.0818509,31.1459,
411,157.742,233.607,443.807,0.675247,22.3941,7.28243,3.70406,37.4921,4.04999,20.5792,5.813,5.88869,5.60217,0,63.5675,3.63961,7.46513,7.31383,38.8152,14.5318,53.7161,28.9117,17.8354,1.03536,42.7884,0.95833,38.3647,28.996,0,144.227,0.992289,31.2707,53.934,51.391,19.9318,0.032905,0.373584,34.9692,3.41632,14.3069,4.166,0.0379422,0.817753,0,39.5203,3.00891,3.21446,0.0818509,31.1459,
412,157.742,548.431,1536.34,0.287625,30.8112,83.2951,10.1696,33.9937,4.6259,26.2626,6.05476,34.7388,28.4932,0,108,4.28495,10.1611,83.7467,83.7936,46.4388,406.793,46.3229,5.98085,2.99279,51.0779,2.3667,184.22,110.401,0,298.037,3.21087,34.2307,409.221,248.527,19.9231,0.032905,0.400742,8.73775,3.90306,14.3069,1.50345,0.0379422,0.817753,0,39.5203,3.49753,2.4356,0.0818509,31.1459,
413,157.737,462.389,1627.93,0.341135,31.8312,70.9307,7.28423,34.5558,4.14086,24.7859,5.97817,28.1181,32.9312,0,69.5114,3.74822,10.9822,71.5709,66.0202,66.1682,403.625,40.0018,5.19055,1.23795,54.6565,1.60091,158.586,186.719,0,196.104,1.35759,42.2938,408.757,195.75,19.9231,0.032905,0.400742,7.61392,3.90306,14.3069,5.69301,0.0379422,0.817753,0,39.5203,3.49753,3.21446,0.0800085,31.1459,
414,157.737,329.85,1237.7,0.478209,21.1742,48.9635,2.95406,34.4974,3.97806,21.0959,5.8533,9.19386,16.6334,0,50.6213,3.59563,9.20689,49.6581,52.424,13.4283,351.894,20.4674,3.45846,0.510258,47.3715,1.18548,72.6552,135.011,0,80.6211,0.66812,42.0889,356.429,151.707,19.9231,0.032142,0.400742,4.95512,3.90306,14.3069,5.69301,0.0379422,0.817753,0,39.5203,3.49753,3.20699,0.0800085,31.1459,
415,157.737,370.302,1726.33,0.425969,27.9347,34.3883,1.38327,37.0984,4.03376,16.8086,5.79337,36.6883,52.2953,0,67.7708,3.62877,5.56571,34.7832,42.13,46.0428,329.478,6.04949,17.886,0.81253,15.878,1.00416,314.461,446.131,0,207.071,0.81021,14.8325,334.018,65.3773,19.9231,0.032142,0.400742,24.2148,3.90459,14.3069,2.35366,0.0379422,0.817753,0,39.5203,3.49908,3.21169,0.0800085,31.1459,
416,157.736,366.745,1051.4,0.430096,27.6666,39.7083,1.77306,34.0146,3.98753,17.6278,6.33418,5.02877,8.62748,0,79.5022,3.58018,5.84402,39.7648,93.2855,47.7316,263.902,7.59947,5.63951,0.525576,18.8992,3.37231,43.9839,62.3484,0,225.936,0.510367,16.9396,263.999,309.751,19.9231,0.032142,0.400742,8.27092,3.90459,14.3069,5.69301,0.0379422,0.817753,0,39.5346,3.49908,3.21446,0.0800085,31.1459,
417,157.736,364.48,1202.73,0.432769,23.6169,61.9717,1.99485,34.3611,4.02474,16.7054,5.872,9.02705,11.1632,0,64.899,3.62956,4.87484,62.3817,59.9582,23.9719,388.771,11.831,3.5835,0.970854,14.6053,1.44911,72.473,73.0796,0,199.399,1.03839,11.9015,389.037,177.372,19.9231,0.032142,0.345657,8.76496,3.52106,14.3069,5.51869,0.0411834,0.816999,0,39.5374,3.32166,3.21529,0.0800085,31.1459,
418,157.731,232.623,734.242,0.678055,22.5983,19.0743,1.47187,34.7405,3.95127,17.5016,5.76409,10.4811,6.86775,0,40.2125,3.54262,5.44207,19.2292,41.7459,26.2472,194.114,10.5709,2.36685,0.429787,31.3879,0.698156,97.7786,55.738,0,21.8893,0.40639,21.8964,194.651,107.008,19.938,0.032142,0.400742,11.4951,3.90553,14.3253,5.69381,0.0405432,0.816247,0,39.5419,3.49999,3.21529,0.0800085,31.1496,
419,157.731,406.255,1252.16,0.388257,28.5886,78.5428,6.14975,34.1576,4.31933,22.5454,5.91819,8.20142,6.08599,0,52.8847,3.94232,7.04595,78.9914,68.8817,48.8525,419.56,35.0149,4.1664,2.5362,47.1222,1.50221,55.7967,27.4452,0,68.619,2.67838,22.7765,423.078,193.571,19.938,0.032142,0.400742,10.0721,3.90553,12.3621,4.14157,0.0405432,0.816247,0,39.5419,3.49999,3.21529,0.0800085,31.1496,
420,157.72,228.878,506.621,0.689102,23.4894,4.71882,1.75296,35.3712,4.0166,19.6795,5.85042,5.26748,5.61079,0,69.3985,3.61957,5.71884,4.7675,39.6164,25.223,82.3427,12.2189,3.69784,0.897168,37.4847,1.3688,38.3641,35.7167,0,217.453,0.997504,17.4667,81.7882,80.1249,19.9366,0.032142,0.402858,34.9703,3.90553,14.3214,5.69358,0.0405432,0.816006,0,39.5419,3.49999,3.21529,0.0800085,31.1483,
421,157.72,317.338,986.857,0.497011,23.3447,43.4719,3.43938,35.3929,4.08141,18.5892,5.95062,2.09442,5.18668,0,64.712,3.69194,5.36788,43.5277,58.4869,20.6703,266.248,21.0639,9.72145,1.19694,27.0157,1.80386,13.9205,26.0817,0,198.175,1.3118,12.2805,261.005,177.364,19.9396,0.032142,0.402858,7.2224,3.90553,14.3214,5.69358,0.0405432,0.816006,0,39.5432,3.49999,3.21529,0.0800085,31.1483,
422,157.72,402.942,1316.43,0.391422,26.3243,29.2532,2.20843,46.2026,4.06574,16.9165,6.18167,43.2967,50.5223,0,68.8938,3.67425,4.7193,29.3094,71.3741,34.5257,207.587,11.1477,116.202,1.08958,18.0075,2.71702,264.197,344.027,0,201.146,1.16327,12.0848,209.072,237.241,19.9396,0.0318255,0.401336,9.14074,3.76646,14.3214,5.69358,0.0405432,0.814055,0,39.5427,3.35157,3.21164,0.0794355,31.1483,
423,157.72,320.069,953.434,0.49277,28.5709,22.5874,5.32373,34.9797,4.23747,19.1223,6.09351,13.1064,21.8492,0,65.4019,3.84527,5.71293,22.6464,66.5916,68.5201,204.99,31.5535,12.7766,2.05524,31.5604,2.49162,85.7585,176.825,0,165.503,2.14908,17.473,205.215,229.748,3.63428,0.0318255,0.400464,7.46629,3.90553,14.3214,5.69358,0.0405432,0.814055,0,39.5427,3.49999,3.21164,0.0794355,31.1483,
424,157.72,267.554,892.046,0.58949,22.576,32.5046,2.86689,35.0959,4.07042,17.5312,5.79466,3.27357,8.28853,0,50.4365,3.6803,6.21934,32.878,42.3378,19.7222,311.533,17.5543,4.52936,1.18978,27.0191,0.780234,26.5456,54.1706,0,78.5239,1.29088,20.9668,314.143,95.1789,19.9396,0.0318255,0.40028,9.60426,3.90553,14.3199,5.69358,0.0405432,0.814055,0,39.5427,3.49999,3.21164,0.0794355,31.1483,
425,157.719,437.387,1319.38,0.360594,26.8312,61.5201,3.1793,34.9996,4.15326,23.645,6.07661,31.1666,17.1171,0,84.0945,3.77536,7.81279,61.7,71.3154,36.3122,351.539,14.2371,8.07954,1.28886,46.7637,1.89394,179.46,78.5734,0,230.248,1.42117,23.2428,348.102,193.512,19.9396,0.0318255,0.398599,0.973502,3.35614,14.3199,5.69364,0.0405432,0.81418,0,39.5414,3.07321,3.21164,0.0794355,31.1484,
426,157.719,292.413,770.504,0.539371,25.1488,23.0557,4.72583,37.3221,4.15241,19.5053,6.05191,9.54229,7.84203,0,64.1143,3.77034,6.62126,23.1252,57.4357,27.5361,207.099,24.9236,19.5619,1.36873,36.8931,1.96452,63.3621,39.457,0,132.339,1.50122,21.919,207.335,162.622,19.9396,0.0318255,0.398027,8.51633,3.90553,14.3199,5.69363,0.0405432,0.81418,0,39.5438,3.49999,3.21164,0.0794355,31.1484,
427,157.719,224.659,473.97,0.702038,22.1819,0.650568,1.11535,38.2643,4.0171,16.2059,5.87563,6.81695,5.71771,0,74.5367,3.61948,3.96953,0.698815,40.989,16.6177,22.9806,7.12651,23.445,1.02177,15.1241,1.30657,52.8379,34.4708,0,246.081,1.10303,5.89616,23.0007,72.6531,19.9419,0.0318255,0.398027,34.9695,3.90553,14.3199,5.69363,0.042227,0.81418,0,39.5444,3.49999,3.21164,0.0794355,31.1484,
428,157.719,476.659,1625.59,0.330884,29.602,93.8007,5.69189,34.411,4.08055,22.596,5.94006,15.1919,13.8961,0,84.517,3.70592,6.62583,94.6023,61.9981,62.9651,532.984,35.9614,6.24264,1.07083,49.1566,1.71459,94.2304,91.6242,0,263.185,1.21195,22.7231,521.978,154.683,19.9419,0.0318255,0.398027,2.04496,3.34069,14.3199,5.47066,0.0418132,0.81418,0,39.5444,3.10857,3.21164,0.0794355,31.1484,
429,157.716,528.532,2002.29,0.298403,24.8781,72.5189,9.52791,33.9978,4.30308,20.8875,6.29112,37.3425,53.8387,0,91.9243,3.91442,6.22111,72.8314,90.0555,31.9199,423.106,50.2837,4.81048,2.20002,44.5604,3.44656,313.684,458.745,0,275.688,2.26194,20.9087,425.139,306.792,19.9379,0.0318255,0.398027,8.58452,3.90553,14.3184,5.69329,0.0418132,0.81418,0,39.5444,3.49999,3.22336,0.0795773,31.1469,
430,157.709,343.693,1132.19,0.458865,24.1682,34.3026,2.98822,34.7032,4.10446,21.5933,6.01859,39.1305,15.6288,0,55.3154,3.71111,5.50532,34.3558,62.1675,27.0136,239.619,15.842,4.33382,1.13631,47.3455,2.15113,247.58,92.5671,0,109.838,1.23223,19.7498,243.163,212.676,19.9379,0.0318255,0.398027,8.6298,3.90553,14.3184,5.69329,0.0388694,0.81418,0,39.5444,3.49999,3.22336,0.0795773,31.1469,
431,157.709,468.419,1897.75,0.336683,23.1724,31.8014,4.5664,34.2164,4.22532,20.0623,6.24884,70.382,78.0772,0,72.3021,3.83607,6.50839,31.9485,81.0713,27.3644,217.798,30.1749,4.36183,2.48534,33.5462,3.19005,442.472,583.072,0,221.638,2.58431,23.6855,218.98,284.255,18.3442,0.0318255,0.397411,5.35651,3.36287,14.3184,5.69329,0.0388694,0.81418,0,39.5444,2.91536,3.22336,0.0794762,31.1469,
432,157.709,337.271,1156.96,0.467603,27.4546,53.0532,1.22924,36.9311,3.97756,17.1671,5.90084,6.63055,15.3854,0,53.6946,3.57192,3.86136,53.4514,54.9619,46.9971,380.616,6.28278,23.9737,0.677299,23.4375,1.5588,77.0924,110.058,0,86.7395,0.664211,4.86923,381.413,158.06,19.922,0.0318255,0.397195,8.36981,3.67167,13.1869,5.50475,0.0388694,0.81418,0,39.5465,3.49999,3.22336,0.0794762,31.1475,
433,157.706,381.267,1274.84,0.413636,25.0287,73.6077,3.89622,34.2224,4.14823,19.5085,6.0153,2.83423,8.54916,0,53.2594,3.76795,4.32475,73.9523,68.1527,30.426,429.156,22.8116,5.07709,1.38401,37.4539,2.20049,18.2378,55.0503,0,80.7599,1.50345,7.63213,428.429,224.25,19.922,0.0318255,0.397195,6.94974,3.90553,14.3183,5.69346,0.0388694,0.81418,0,39.5465,3.49999,3.22336,0.0794762,31.1475,
