Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,2in Heave.front.motion_ratio_heave_l.avg,Roll.front.side_view_swing_arm_angle_l.avg,Steering.front.ackerman_angle.avg,Roll.front.roll_center.y.avg,Steering.front.tie_rod_angle_top_view_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Roll.front.camber_angle_gain_roll_l.avg,2in Heave.front.rocker_coil_over_angle_l.avg,2in Heave.front.rocker_p_rod_angle_l.avg,2in Heave.front.p_rod_length_l.avg,2in Heave.front.coil_over_length_l.avg,2in Heave.front.tie_rod_angle_top_view_l.avg,2in Heave.front.toe_angle_l.avg,2in Heave.front.side_view_swing_arm_angle_l.avg,2in Heave.front.roll_center_gnd.z.avg,2in Heave.front.motion_ratio_heave_l.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Steering.front.ackerman_angle.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.tie_rod_angle_top_view_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Roll.front.camber_angle_gain_roll_l.std_dev,2in Heave.front.rocker_coil_over_angle_l.std_dev,2in Heave.front.rocker_p_rod_angle_l.std_dev,2in Heave.front.p_rod_length_l.std_dev,2in Heave.front.coil_over_length_l.std_dev,2in Heave.front.tie_rod_angle_top_view_l.std_dev,2in Heave.front.toe_angle_l.std_dev,2in Heave.front.side_view_swing_arm_angle_l.std_dev,2in Heave.front.roll_center_gnd.z.std_dev,2in Heave.front.motion_ratio_heave_l.best,Roll.front.side_view_swing_arm_angle_l.best,Steering.front.ackerman_angle.best,Roll.front.roll_center.y.best,Steering.front.tie_rod_angle_top_view_l.best,Steering.front.tie_rod_angle_front_view_l.best,Roll.front.camber_angle_gain_roll_l.best,2in Heave.front.rocker_coil_over_angle_l.best,2in Heave.front.rocker_p_rod_angle_l.best,2in Heave.front.p_rod_length_l.best,2in Heave.front.coil_over_length_l.best,2in Heave.front.tie_rod_angle_top_view_l.best,2in Heave.front.toe_angle_l.best,2in Heave.front.side_view_swing_arm_angle_l.best,2in Heave.front.roll_center_gnd.z.best,
151,182.658,856.315,3417.08,0.213307,311.33,108.393,11.2521,33.8221,4.12436,27.7085,5.9542,36.3258,28.9722,0,81.6957,3.72026,10.0553,109.111,83.8512,2492.24,447.698,24.7997,5.945,1.55578,55.2986,1.49729,197.332,112.309,0,211.072,1.64768,28.2075,448.922,216.294,36.0305,0.496462,4.55665,4.25615,0.525303,13.1798,3.4089,0.693394,0.46361,0,31.2709,0.418069,1.17886,1.15408,31.075,
152,182.658,325.075,778.754,0.561894,52.1274,22.1409,11.9075,39.8648,4.06928,15.509,5.96058,17.4162,11.3865,0,59.5965,3.67307,5.88836,22.686,52.8495,267.656,213.045,28.421,38.7248,1.54969,16.5103,1.54599,92.4152,42.4773,0,160.929,1.69286,14.0405,209.799,138.389,36.0305,0.496462,4.55665,10.4314,2.76524,13.1798,5.49161,0.693394,0.45048,0,31.6322,2.33557,1.17886,1.15408,31.075,
153,182.658,368.61,1011.89,0.495532,44.2326,36.6929,8.55771,34.5002,4.02546,17.742,6.13836,10.9575,17.2982,0,63.682,3.62176,7.38716,37.2481,76.5263,18.6551,240.305,8.57609,5.71328,1.31702,23.4802,2.66069,43.5728,79.1975,0,207.582,1.42884,18.8592,239.977,258.705,36.0305,0.496462,4.55665,8.8967,2.76524,13.1798,5.5637,0.693394,0.45048,0,31.6322,2.33557,1.17886,1.15408,31.075,
154,181.958,426.26,1336.02,0.426871,49.853,56.4437,8.76219,34.5783,3.90468,20.667,6.07489,23.1358,36.1218,0,47.9864,3.49303,6.44692,57.2404,71.5521,48.8942,384.333,11.9498,3.81136,0.867982,39.4171,2.67701,174.563,241.412,0,100.859,0.940455,18.0367,385.469,248.123,36.0305,0.496462,4.55665,7.35288,2.76524,13.1798,5.48801,0.693394,0.45048,0,31.6322,2.33557,1.17886,1.15408,31.075,
155,181.958,381.147,935.937,0.477396,46.3257,31.9197,15.1736,34.8648,4.28454,19.3153,5.95153,23.5533,24.0239,0,80.1753,3.89832,7.46565,32.3817,51.8132,30.9175,174.521,41.673,2.66643,2.86737,26.9235,2.04471,113.404,115.849,0,277.514,3.02331,19.7477,176.418,180.557,36.2709,0.448136,4.55665,13.9866,2.76524,13.1798,5.57674,0.693394,0.46361,0,31.6322,2.33557,1.16675,1.05865,31.075,
156,181.958,353.809,908.034,0.514284,48.8863,24.4838,9.82199,34.6966,4.00298,21.4283,6.28109,11.0454,10.6391,0,62.3269,3.59613,7.60313,24.9864,84.0106,44.8665,202.393,16.372,4.62305,1.33589,42.8242,3.29994,46.2277,38.385,0,159.632,1.44045,22.5176,203.174,292.317,36.2709,0.496462,4.46546,8.60793,2.76524,13.1798,5.53965,0.693394,0.46361,0,31.6322,2.33557,1.12463,1.15408,31.075,
157,180.254,351.611,1018.56,0.512653,46.6807,35.3648,11.5449,35.7924,4.15908,16.7775,6.00014,6.61039,10.1539,0,72.4544,3.75933,5.44743,36.2055,60.6603,41.4515,328.098,30.7435,9.97214,2.78184,16.098,2.7637,24.7539,46.4761,0,237.508,2.89005,10.5299,330.442,221.333,36.2709,0.496462,4.46546,11.1631,2.76524,13.185,2.56997,0.44073,0.46361,0,31.6322,2.33557,1.16675,1.15408,31.075,
158,179.805,414.269,1252.11,0.43403,51.113,32.9555,9.52662,34.9961,3.93357,22.2056,6.29499,21.0365,28.3757,0,73.8846,3.51117,8.04932,33.4568,84.9298,52.9089,223.688,18.1699,6.55602,1.09436,44.9541,3.18733,146.318,205.418,0,230.542,1.07081,21.3021,223.719,289.816,36.9332,0.496462,3.14072,10.0424,2.76524,13.185,5.5798,0.44073,0.46361,0,31.6322,2.33557,1.16675,1.15408,31.075,
159,179.805,478.238,1149.91,0.375974,57.7981,40.9624,16.8138,35.8681,4.24601,25.659,6.39092,30.223,29.7272,0,86.6092,3.88063,9.52414,41.6795,88.8563,79.1067,319.589,40.0831,8.50383,1.98863,50.5481,3.40246,117.024,123.306,0,237.922,2.18521,27.4145,321.26,282.606,35.6541,0.496462,3.14072,9.62296,2.88265,13.1892,5.5288,0.44073,0.36942,0,31.6322,2.45294,1.16675,1.15408,31.075,
160,179.805,405.017,1245.26,0.443945,44.5723,65.6117,9.25987,34.3296,3.98342,17.4716,5.92961,14.0092,15.1631,0,55.9197,3.58139,5.27191,66.2473,63.6662,27.6602,372.821,18.3841,5.15662,1.52443,22.7605,1.41947,69.8513,72.8037,0,146.644,1.67521,13.1392,374.014,190.203,37.2287,0.496462,3.14072,1.90701,2.81515,13.2115,5.59389,0.44073,0.36942,0,31.6322,2.38058,1.13371,1.15408,31.075,
161,179.805,312.747,1246.35,0.574923,43.1058,23.9979,9.39798,34.8865,3.81694,14.6459,5.77158,26.8742,37.999,0,38.5652,3.40771,3.73309,24.5544,41.991,23.9131,226.882,25.2634,2.92931,0.62502,4.82539,0.843592,240.673,346.889,0,57.5485,0.699608,1.93311,227.638,108.445,36.4055,0.496462,3.14072,6.3097,2.81515,13.2145,5.59389,0.44073,0.361325,0,31.6322,2.38058,1.16675,1.15408,31.075,
162,179.805,299.222,847.349,0.60091,41.2766,20.4723,9.07064,34.6873,3.78258,14.3781,6.05529,9.39531,10.4325,0,55.7152,3.37261,4.66357,20.9797,64.9404,9.53962,180.54,19.668,3.41934,0.861635,1.38621,2.57895,60.7841,57.6928,0,196.151,0.947117,11.5275,180.597,235.302,17.5804,0.496462,4.46546,8.95107,2.81515,13.2024,5.59389,0.44073,0.36942,0,31.6322,2.38058,1.11856,1.15408,31.0723,
163,179.805,617.207,2234.02,0.291321,60.007,85.9473,9.56803,36.9135,3.83583,22.1452,6.05922,77.5152,61.9305,0,84.4809,3.43088,8.45273,87.1171,69.803,146.42,486.742,13.5011,22.0321,1.11426,40.2225,1.96436,417.367,476.177,0,242.909,1.19487,24.9296,490.858,180.471,36.4055,0.496462,4.46546,8.94626,2.81515,13.2024,4.1423,0.44073,0.36942,0,31.6322,2.38058,1.16675,1.15408,31.0721,
164,179.598,381.74,1255.11,0.470472,43.4648,35.7775,12.3837,34.5083,3.82178,19.8112,6.13978,30.6919,18.5436,0,56.513,3.4334,5.80017,36.5752,74.2752,28.4424,340.128,32.8998,4.51822,1.16449,38.7127,3.50194,193.587,115.524,0,151.259,1.27248,18.8876,345.09,285.674,36.1648,0.500624,4.46546,11.2682,2.78503,13.2024,0.920274,0.44073,0.36942,0,31.6322,2.38058,1.16675,1.15408,31.0721,
165,179.38,300.388,911.572,0.59716,45.349,40.446,7.38196,34.9229,3.79584,17.8791,5.66904,11.5607,5.3292,0,41.7008,3.38884,3.7019,41.2357,38.0274,38.1982,326.06,6.72088,1.8477,0.998359,31.6472,0.406132,84.2307,23.5742,0,63.7313,1.08482,3.02039,328.604,68.931,34.7141,0.500624,4.46546,19.106,2.81515,13.1712,3.50825,0.44073,0.36942,0,31.6322,2.38058,1.14101,1.15408,31.0721,
166,179.38,466.567,1771.72,0.384468,44.1156,65.3594,9.53133,34.5364,3.74994,20.633,5.8653,30.9037,41.6587,0,76.4683,3.33198,5.51422,66.3696,58.5294,27.9704,445.027,19.6715,3.63387,0.997045,44.1592,2.42743,220.498,309.539,0,267.572,0.969774,17.872,447.209,203.336,36.1648,0.516957,4.65428,11.5865,1.12928,13.1712,0.674451,0.44073,0.36942,0,32.052,1.01948,1.14101,1.18395,31.0721,
167,178.437,441.427,1273.44,0.404228,48.2254,75.1239,13.8195,35.5549,4.13606,22.2556,5.82905,22.2119,13.3793,0,59.1412,3.74269,9.78698,76.2823,51.9384,45.1907,447.342,35.5148,7.785,2.72726,45.3667,0.892062,122.069,64.2531,0,136.088,2.79315,30.3733,450.362,117.674,36.1648,0.516957,4.65428,9.03322,2.5975,10.6175,4.11325,0.44073,0.36942,0,32.052,2.16127,1.16675,1.18395,31.071,
168,177.98,433.581,1316.44,0.410488,62.7423,48.5818,10.7094,35.3969,3.79691,23.7363,5.93474,26.8788,16.2421,0,83.6968,3.38354,6.38718,49.4112,56.6829,205.056,340.641,25.5289,7.03678,1.05598,47.8679,1.74792,153.566,69.4311,0,259.259,1.09897,22.7608,345.233,130.838,35.3998,0.474916,4.65428,13.5911,2.5975,13.2153,5.61185,0.44073,0.36942,0,32.052,2.16127,1.16675,1.13146,31.0672,
169,177.98,328.737,923.641,0.541405,42.8006,35.4562,13.4393,34.9027,4.22159,18.9433,6.05866,7.50759,10.306,0,45.2162,3.82519,5.75095,36.3394,63.969,28.6775,328.912,42.1691,3.09214,3.56078,29.1445,2.89696,38.9773,48.3344,0,81.7836,3.64652,15.017,331.604,223.403,34.3953,0.474916,4.65428,11.2171,2.5975,13.2153,3.04345,0.44073,0.36942,0,32.052,2.16127,1.16675,1.13146,31.0672,
170,177.411,365.972,1287.4,0.484767,46.2494,52.2792,8.92248,34.6461,3.83159,16.7943,5.82361,18.5978,17.6081,0,46.6586,3.42306,6.74707,53.2328,51.1581,59.1836,366.354,20.4568,3.45772,1.13512,26.7906,0.991742,121.781,110.827,0,107.621,1.19515,22.8863,367.658,142.391,34.0848,0.474916,3.68887,10.3821,2.5975,13.1163,5.61185,0.334282,0.36942,0,32.052,2.16127,1.35195,1.13146,31.0542,
171,177.092,519.718,1439.31,0.340746,58.4805,61.8097,12.094,38.5706,4.25669,22.4199,6.42776,30.8086,19.9575,0,85.9816,3.8821,9.05841,62.8015,103.169,101.86,364.116,31.2423,46.4972,2.79145,39.12,3.75555,188.563,80.0661,0,239.31,2.97367,31.7489,367.695,323.84,34.3953,0.474916,3.30993,8.54902,2.11774,13.2153,0.188583,0.334282,0.36942,0,32.052,2.28163,1.35195,1.13146,31.0542,
172,175.7,523.748,2882.97,0.335467,247.984,22.6502,8.59753,34.6487,3.93389,15.4075,6.04353,30.7158,11.447,0,46.7969,3.53627,4.57495,23.2273,64.1842,1979.68,206.487,20.0305,5.22453,1.34886,13.5076,2.5363,202.095,68.1484,0,117.166,1.50271,12.5822,209.212,236.047,34.3953,0.474916,3.98855,7.92385,3.10687,13.2153,5.61185,0.278932,0.36942,0,32.052,2.68465,1.35195,1.12252,31.0542,
173,175.7,656.015,2000.32,0.267829,51.5142,121.322,13.9688,33.9075,4.3913,26.2563,6.20368,31.9217,36.0953,0,95.8242,3.99864,9.74163,122.806,98.0639,203.484,552.807,37.5876,5.04079,2.86391,62.1828,2.90557,170.134,210.172,0,290.863,2.99873,38.7705,541.274,289.317,34.3953,0.474916,2.49276,7.88964,3.10687,13.2153,5.12989,0.246837,0.36942,0,32.052,2.68465,1.35195,1.12252,31.0524,
174,175.7,410.112,1190.44,0.428419,45.52,43.3613,8.41366,35.089,4.10812,21.4235,6.03626,26.5697,18.4908,0,76.705,3.72042,6.69535,43.9993,69.9801,43.3324,257.099,18.1009,7.75633,1.64319,36.7907,2.15667,149.318,91.0081,0,244.28,1.78718,21.3198,258.231,221.511,34.3953,0.474916,1.47424,10.9632,3.12982,13.2153,5.61678,0.246837,0.36942,0,32.052,2.71288,1.35195,1.12252,31.0542,
175,175.505,402.606,1183.55,0.435922,42.1536,53.618,8.27983,36.0052,4.07419,16.8382,6.08576,18.3999,18.4224,0,63.4676,3.69272,6.11976,54.4341,71.0144,24.4012,361.949,15.9402,17.7502,1.48914,14.0551,2.93438,85.8859,88.2763,0,163.776,1.62917,17.5986,363.317,243.603,34.3953,0.474916,2.49276,2.38089,3.07578,13.2153,0.403555,0.246837,0.36942,0,32.4688,2.6589,1.35195,1.12252,31.0524,
176,175.505,335.914,1034.78,0.522469,41.6356,31.2625,9.16596,36.6185,3.8968,20.1344,5.87785,12.2479,9.06032,0,77.9164,3.50407,5.36961,31.9565,47.2677,21.9456,284.299,31.3092,16.125,0.949597,35.9292,1.2213,62.7071,56.0841,0,276.042,1.04656,15.3112,285.649,104.525,33.6511,0.474916,2.49276,0.333694,3.11449,13.2153,5.61678,0.246837,0.36942,0,32.4688,2.69722,1.35195,1.12252,31.0524,
177,175.505,370.484,1116.96,0.473717,43.1955,42.7013,8.51576,34.3176,4.05088,19.8926,6.21761,5.82207,8.18509,0,66.3429,3.66434,3.55274,43.2545,80.7714,36.7921,287.801,21.689,4.96572,1.43476,39.4467,3.14244,27.3207,38.9146,0,211.738,1.56025,2.59745,286.658,283.226,33.6511,0.506928,2.49276,7.86436,3.11449,13.2414,5.60067,0.246837,0.36942,0,32.6177,2.69722,1.35195,1.12252,31.0556,
178,175.505,333.827,994.477,0.525736,38.3778,34.8,7.51984,35.775,3.99773,19.4206,6.0379,10.6714,11.1411,0,59.3117,3.6058,4.6967,35.6811,62.7903,7.90442,326.559,17.5772,10.5514,1.3054,34.4507,2.80677,63.4847,62.7705,0,199.069,1.43323,8.6506,329.963,222.116,27.118,0.471242,2.49276,11.1997,3.12982,13.3159,3.37166,0.166134,0.611716,0,32.6192,2.71288,1.35195,1.11413,31.0562,
179,175.482,472.611,1476.83,0.371303,43.2044,73.0893,8.51928,34.1535,4.09777,18.8078,6.14421,27.8132,23.8984,0,64.0571,3.71541,8.72786,74.0936,82.2896,32.615,414.795,19.3793,4.89958,1.54048,32.9544,2.52114,167.951,122.739,0,176.223,1.69059,31.5353,413.446,257.766,33.1548,0.471242,2.49276,8.09271,3.12982,13.3159,5.61036,0.166134,0.465678,0,32.6192,2.71288,1.35195,1.11413,31.0562,
180,174.537,331.124,871.49,0.527105,41.4453,9.82854,6.78652,34.6621,3.88744,21.2996,6.17189,14.2228,18.1915,0,81.7561,3.48689,7.83577,10.3629,71.1869,33.2685,83.5212,12.3316,3.3425,0.905625,46.7859,3.39371,100.101,140.121,0,280.76,0.988689,26.7812,82.4904,281.387,31.2336,0.471242,2.49276,10.6835,3.12982,13.3159,5.61678,0.156423,0.465678,0,32.5542,2.71288,1.35195,1.11413,31.0562,
181,174.537,417.888,1292.09,0.417665,43.0076,64.5535,7.60613,34.931,4.04299,20.8796,5.97608,13.7006,21.5352,0,60.9877,3.65703,6.10652,65.4436,65.4605,36.5225,433.965,13.5148,8.00511,1.5689,38.3629,2.17252,79.3466,107.924,0,143.114,1.67852,16.4229,430.279,204.151,31.2336,0.471242,2.49276,1.7045,3.12982,13.2735,4.38949,0.156423,0.465678,0,32.715,2.71288,1.35195,1.11413,31.0562,
182,174.537,531.27,2223.36,0.328529,42.11,52.0229,7.07069,34.098,3.93154,18.8095,6.3693,64.0521,82.8676,0,63.6701,3.54646,4.68783,52.5648,95.4689,32.7898,300.484,12.9726,4.9316,1.04039,27.4668,3.462,520.848,760.152,0,205.484,1.16226,10.1526,302.033,316.035,31.2336,0.471242,2.49276,8.55771,3.12982,13.2854,5.62466,0.156423,0.465678,0,32.5955,2.71288,1.35195,1.11413,31.0562,
183,174.3,382.067,1520.95,0.456204,40.5973,33.8371,6.6435,34.6116,3.86198,14.9962,5.8123,37.6437,51.9698,0,59.0876,3.45921,3.87634,34.3766,51.2935,30.5488,236.002,12.9721,3.31829,0.752314,8.22208,1.47306,345.331,491.372,0,201.371,0.82762,5.57087,237.574,162.159,31.2336,0.471242,2.49276,8.11095,3.12982,13.2744,4.39537,0.156423,0.465678,0,32.92,2.71288,1.75596,1.11413,31.0562,
184,173.929,465.261,1623.33,0.373831,57.6274,65.7292,7.80295,35.7978,3.95613,20.5546,6.04725,36.2649,14.6224,0,73.1274,3.56751,4.17264,66.8001,69.1903,191.058,450.124,18.9703,14.3383,1.31046,41.0637,2.64943,247.905,81.01,0,215.141,1.42614,5.11978,453.945,222.61,31.2336,0.471242,2.25634,9.92392,3.12982,13.2854,5.62466,0.133611,0.465678,0,32.92,2.71288,1.75596,1.11413,31.0562,
185,173.176,410.346,1316.64,0.422024,43.0585,57.1899,8.38211,37.1229,4.06258,24.0124,5.93724,18.8188,15.3117,0,70.1124,3.67049,7.04792,58.044,57.5748,48.9859,387.38,18.8178,22.5385,1.51738,56.7568,1.91382,105.036,74.1372,0,223.341,1.62491,24.3012,390.183,175.706,30.7849,0.471242,2.25634,9.48458,3.12982,13.2854,4.55591,0.133611,0.465678,0,32.9833,2.71288,1.75596,1.11413,31.0529,
186,173.176,402.615,1286.06,0.430127,39.809,66.7798,8.6379,35.3969,4.10778,19.1185,5.93114,8.58991,14.2837,0,65.9078,3.73484,6.41011,67.8336,56.074,22.2056,446.622,19.2554,8.71523,1.73168,29.549,1.60928,39.2726,80.895,0,186.315,1.89901,17.8778,448.934,126.5,30.7849,0.471242,2.25634,9.196,3.12982,13.2854,5.62512,0.133611,0.465678,0,33.2513,2.71288,1.75596,1.09684,31.0529,
187,173.176,331.948,883.998,0.521695,39.7335,38.8168,10.1281,34.3492,4.07961,20.5084,5.94847,6.32553,9.26219,0,49.4638,3.68661,4.92229,39.3762,65.3476,30.6358,225.536,36.6572,4.20511,2.58863,43.6225,2.08621,28.7229,46.3751,0,112.169,2.6964,14.7662,224.708,210.394,30.7849,0.474418,2.25634,9.69881,3.12982,13.2854,5.62512,0.133611,0.465678,0,33.2513,2.71288,1.75596,1.09684,31.0529,
188,173.176,357.43,809.767,0.484503,42.3459,5.48088,14.8057,35.3383,4.10903,22.8239,6.63719,26.7099,20.267,0,56.9021,3.74635,8.59047,6.04683,103.626,37.9766,39.8927,50.148,7.98895,1.54484,43.4561,4.53507,177.437,97.4477,0,102.222,1.7345,26.3648,40.1567,361.284,30.7849,0.439136,1.8535,11.1328,3.12982,13.2854,5.62512,0.133611,0.465678,0,33.2513,2.71288,1.75596,0.896372,31.0466,
189,173.176,328.245,1355.58,0.527581,40.4427,34.1554,5.6909,35.6334,3.88473,16.1443,5.7394,20.1572,27.2406,0,56.7523,3.48547,4.33057,35.0311,39.5567,36.6684,324.717,12.6383,7.48169,1.01688,15.9611,1.10637,171.899,250.659,0,195.553,1.0868,9.63527,325.071,82.1846,30.7849,0.439136,1.8535,18.0618,3.12982,13.2854,4.24738,0.133611,0.479882,0,33.4326,2.71288,2.25246,0.896372,31.0466,
190,173.176,288.349,666.895,0.600576,40.888,16.3962,7.73224,44.8233,3.93991,17.0385,5.95676,10.9469,5.11945,0,57.589,3.54863,5.25708,16.9464,52.167,34.0492,142.851,25.9483,95.0421,1.14888,24.8579,1.61681,56.6784,34.0015,0,143.708,1.26215,14.6518,142.621,141.861,31.2336,0.439136,1.8535,11.6799,3.12982,13.2854,5.62512,0.133611,0.479882,0,33.2783,2.71288,2.25246,0.896372,31.0466,
191,173.176,520.647,1815.57,0.332617,109.202,73.3671,7.52917,47.6942,4.12036,20.6556,5.97578,21.6362,12.9306,0,67.6253,3.74865,5.81727,74.3199,66.0249,652.794,429.096,18.1031,132.743,1.74103,39.5963,1.81158,134.951,61.297,0,210.846,1.90948,20.3437,432.073,190.36,31.2336,0.439136,1.8535,8.51207,3.12501,13.3217,3.46268,0.133611,0.479882,0,33.4326,2.70761,2.06736,0.896372,31.0466,
192,173.176,385.038,1225.89,0.449763,39.0409,52.7736,5.36748,34.4433,3.93275,19.992,6.01176,24.5082,10.7966,0,57.5878,3.53284,5.12411,53.7451,68.1813,75.0315,373.316,6.73854,11.1559,0.940181,39.8474,2.52808,133.275,67.0734,0,149.316,1.01947,17.9843,375.945,233.945,31.2336,0.439136,1.8535,11.4574,3.12982,13.3217,5.52232,0.133611,0.479882,0,33.4326,2.71288,2.18088,0.896372,31.0466,
193,172.682,484.038,1910.5,0.356752,42.5364,35.0616,9.13479,35.3454,4.32124,17.5101,6.29774,50.2696,65.9485,0,87.6612,3.94748,5.66173,35.6389,84.7032,42.5218,242.598,29.9813,10.9331,2.75526,21.3183,3.19821,389.639,532.511,0,281.464,2.87749,15.4371,243.433,285.265,31.2336,0.423188,0.942118,6.44872,3.12982,13.3626,5.63229,0.133611,0.531926,0,33.5149,2.71288,1.89438,0.896372,31.0466,
194,172.668,470.945,1506.92,0.366642,57.8854,49.2273,11.1115,34.7928,4.24165,24.6846,6.32505,33.4105,16.3267,0,85.9712,3.85907,7.824,50.045,85.2404,141.309,339.179,34.0425,5.70082,2.49333,52.5758,3.17894,200.905,127.496,0,251.886,2.63514,23.3207,341.527,270.809,31.2336,0.423188,0.942118,6.87232,3.12982,13.3626,5.63229,0.133611,0.531926,0,33.0427,2.71288,2.18088,0.896372,31.0466,
195,171.769,416.945,1323.85,0.41197,37.8434,67.5326,9.73652,47.5371,4.20193,23.8672,5.79872,7.8162,12.5584,0,72.6583,3.80087,6.39963,68.7271,48.4665,27.2781,452.618,33.5524,125.557,2.68532,52.9102,1.15521,52.1936,62.0651,0,225.776,2.76953,22.7426,455.258,103.64,29.4544,0.423188,0.942118,16.6735,3.12982,13.3626,3.72334,0.133611,0.531926,0,33.5149,2.71288,2.18088,0.950237,31.0466,
196,171.769,292.76,687.509,0.586723,41.4428,13.5657,5.44791,35.2546,3.93894,16.2655,6.10776,11.9136,9.12724,0,58.5392,3.53753,6.13226,14.0913,67.3953,58.9213,119.471,8.30357,14.1069,0.932272,15.9748,2.64201,75.0559,60.4458,0,150.805,0.981698,16.7692,121.306,233.736,29.4544,0.474418,0.942118,12.6145,3.12982,11.1283,5.63229,0.133611,0.531926,0,33.5149,2.71288,1.76861,1.07116,31.0466,
197,171.073,378.509,1081.53,0.451966,38.7421,27.7276,8.85978,35.5877,4.11103,14.9565,6.35496,8.43908,12.2674,0,96.1915,3.73106,5.0666,28.2886,88.1851,25.719,208.695,25.4022,13.0999,1.46931,6.10821,3.40673,37.7993,57.9213,0,330.413,1.60154,13.3564,208.744,298.53,29.432,0.474418,1.8535,7.9931,3.36574,11.9402,5.62978,0.133611,0.531926,0,33.5804,2.95345,1.76861,1.07116,31.0466,
198,170.384,345.99,1212.73,0.492455,37.3164,52.7568,8.48026,34.6192,3.95641,15.2061,5.78712,15.8304,11.6215,0,48.9865,3.56474,5.01059,53.6873,49.1668,28.0903,374.484,33.6134,3.28751,0.94378,8.61173,1.07109,110.353,90.9602,0,115.97,1.0655,14.9109,377.222,138.437,29.432,0.431152,1.8535,11.1908,3.36574,13.3369,5.63117,0.133611,0.531926,0,33.5804,2.95345,1.76861,0.959357,31.0484,
199,168.671,391.01,2161.01,0.431372,36.1622,21.2973,5.83317,34.8068,3.91607,14.4029,5.81846,62.5239,92.9454,0,39.2555,3.51788,3.5191,21.8995,45.1118,29.0016,204.666,16.99,2.64319,0.602477,1.71971,1.29288,612.635,916.344,0,45.7049,0.692573,3.36306,204.785,138.673,27.8899,0.431152,2.25634,8.58981,3.36574,13.3369,5.64852,0.133611,0.422617,0,33.5804,2.95345,1.76861,0.959357,31.0484,
200,168.671,413.953,1225.58,0.407464,38.5128,41.1349,8.04555,34.1572,4.09672,21.2685,6.27358,15.4354,31.4214,0,69.3686,3.71592,8.78218,41.6959,90.0442,29.2131,257.501,21.9557,4.53511,1.2463,44.7306,3.237,92.0069,207.266,0,214.274,1.34998,27.5731,255.001,303.074,27.7566,0.431152,2.25634,7.89821,3.36574,13.3234,5.63602,0.133611,0.422617,0,33.5804,2.95345,1.76861,0.959357,31.0484,
201,168.671,302.697,794.154,0.557227,36.8455,26.9595,11.8507,34.8597,4.56603,20.111,5.77851,10.2956,9.64127,0,57.7907,4.18926,6.06286,27.5643,46.1821,31.715,183.164,45.3245,3.63574,3.95113,34.4642,1.08504,79.9321,70.7915,0,142.802,4.16723,17.2855,182.954,120.855,27.7566,0.42416,2.26388,8.08496,3.4359,13.3234,2.31776,0.269132,0.422617,0,33.9747,3.02304,1.76861,0.959357,31.0484,
202,168.671,374.634,1556.25,0.450229,35.33,49.8229,6.29894,34.6809,3.99675,17.8979,5.63728,29.8843,33.8082,0,62.94,3.59407,4.61881,50.7364,35.3873,27.0279,363.75,16.7741,2.80585,1.10922,32.1327,0.426046,228.404,295.06,0,202.427,1.16848,11.6747,363.748,39.1685,27.7566,0.42416,2.26388,13.6797,3.52396,13.3234,2.06599,0.269132,0.422617,0,33.9747,3.11306,1.76861,0.959357,31.059,
203,168.671,277.099,812.836,0.608702,35.7794,20.8783,6.74788,36.6922,4.02898,14.9117,5.8662,10.7583,12.0009,0,51.8857,3.63755,4.91812,21.5632,47.4311,37.7084,198.172,20.6978,18.7616,1.08927,5.90563,1.208,85.7459,82.9849,0,137.919,1.19392,14.5105,198.764,125.426,27.6815,0.42416,2.26388,10.6928,3.52443,13.3234,5.63602,0.277973,0.379809,0,34.1913,3.11338,1.76861,0.959357,31.0581,
204,168.671,373.078,1233.87,0.452106,36.9406,50.3382,7.29887,34.3496,4.12512,20.9037,6.07388,8.64,8.69878,0,63.5682,3.74105,5.74849,51.2851,71.3666,37.4695,359.794,19.111,4.80278,1.4723,38.9403,2.6387,57.5208,47.7801,0,203.161,1.58794,17.9441,359.583,243.635,27.6815,0.42416,2.26388,8.12568,3.52443,13.397,5.6532,0.19691,0.379809,0,33.9098,3.11338,1.76861,0.959357,31.0608,
205,168.416,526.137,2307.26,0.320099,47.3872,47.2093,5.82364,36.6346,3.95888,18.2779,6.12298,72.2977,103.019,0,54.2905,3.55953,5.63267,47.9156,74.0081,102.816,317.296,12.6281,24.4758,0.844456,29.7731,2.6669,584.926,918.635,0,96.8769,0.903835,15.2385,318.421,242.136,27.4337,0.423921,2.5268,0.317794,3.52443,12.0074,4.42028,0.19691,0.379809,0,34.1969,3.11338,2.13841,0.959357,31.054,
206,168.416,528.91,1887.58,0.318421,40.9247,57.0319,8.77415,34.0702,3.97706,21.8291,6.45504,54.9557,63.6305,0,67.4108,3.59432,8.40263,57.736,100.118,55.3284,312.754,32.1155,5.6088,0.956176,42.4945,4.1153,376.477,520.534,0,190.941,1.10131,28.1029,311.82,347.726,27.4337,0.423921,2.5268,8.73317,3.34785,13.397,5.65362,0.109542,0.379809,0,34.5032,3.05005,2.13841,0.959357,31.054,
