Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Steering.front.ackerman_angle.avg,Heave.front.side_view_swing_arm_angle_l.avg,Heave.front.roll_center.z.avg,Heave.front.mechanical_trail_l.avg,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.motion_ratio_heave_l.avg,Heave.front.toe_angle_l.avg,Heave.front.scrub_radius_l.avg,Roll.front.camber_angle_l.avg,Roll.front.roll_center.y.avg,Steering.front.tie_rod_angle_front_view_l.avg,Steering.front.camber_angle_l.avg,Steering.front.ackerman_angle.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Heave.front.roll_center.z.std_dev,Heave.front.mechanical_trail_l.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.toe_angle_l.std_dev,Heave.front.scrub_radius_l.std_dev,Roll.front.camber_angle_l.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Steering.front.camber_angle_l.std_dev,Steering.front.ackerman_angle.best,Heave.front.side_view_swing_arm_angle_l.best,Heave.front.roll_center.z.best,Heave.front.mechanical_trail_l.best,Heave.front.tie_rod_angle_top_view_l.best,Heave.front.motion_ratio_heave_l.best,Heave.front.toe_angle_l.best,Heave.front.scrub_radius_l.best,Roll.front.camber_angle_l.best,Roll.front.roll_center.y.best,Steering.front.tie_rod_angle_front_view_l.best,Steering.front.camber_angle_l.best,
60,50.7828,75.4686,79.864,0.6729,0.478284,5.31434,30.4868,3.32953,0.528278,0.331507,0.712922,5.80018,0.341384,26.2456,0.402139,1.49761,0.854882,21.0913,8.53393,9.88257,1.61079,1.06586,2.08167,18.1006,0.0703892,36.6009,0.3607,0.576643,0.138038,0.0449862,27.908,0.091197,0.00153008,0.0163341,0.130148,0.00537064,0.155889,13.2909,0.291153,0.891156,
61,50.7828,66.0448,74.7817,0.768914,0.255543,5.1344,28.3508,2.21037,0.142026,0.100893,0.457842,6.38162,0.328026,20.7583,0.371346,1.55364,0.287729,25.7936,5.88808,10.4205,0.734256,0.309426,1.95953,30.9612,0.0494248,8.75006,0.400731,1.08021,0.138038,0.0290026,5.33115,0.091197,0.00153008,0.0163341,0.130148,0.00516026,0.0470776,6.3874,0.291397,1.33719,
62,50.7685,67.803,73.5013,0.748765,0.318148,1.66416,31.0904,2.45421,0.188902,0.140527,0.369918,4.86036,0.3554,24.4783,0.390293,1.49246,0.476505,7.76125,15.2687,9.87548,0.651116,0.371596,1.0318,20.4827,0.0814356,25.8271,0.381185,0.633692,0.132784,0.0290026,23.612,0.0938457,0.00153008,0.0163341,0.126979,0.00546184,0.335806,0.0588215,0.291947,1.32563,
63,50.701,63.9645,56.9584,0.792643,0.316959,3.78869,30.8734,1.58134,0.291427,0.170404,0.419023,4.07518,0.327775,20.3235,0.353196,1.44354,0.621378,17.7188,15.4315,7.16863,1.10326,0.487286,1.60128,17.8755,0.0552315,6.04918,0.256854,0.639978,0.106541,0.056514,27.883,0.0938232,0.00153008,0.0198937,0.126979,0.00546184,0.013818,10.8869,0.293031,1.23878,
64,50.701,66.9163,57.6752,0.757679,0.425469,5.97294,31.5418,1.66681,0.334639,0.184345,0.240337,5.30259,0.333837,19.06,0.409664,1.44384,1.15663,26.7651,17.9432,6.11949,1.11006,0.483042,0.434001,19.0557,0.041258,3.88939,0.426272,0.416265,0.104833,0.037594,19.9393,0.0924366,0.00153008,0.0171722,0.126979,0.00546184,0.146123,0.285215,0.293692,1.3192,
65,50.6868,4946.43,34197.2,0.0102471,0.288608,2.19933,32.6966,1.58481,0.142498,0.146991,0.379715,5.22373,0.353424,4901.61,0.406057,1.39601,0.73712,12.4222,18.9052,6.24948,0.558154,0.447029,1.26902,21.5654,0.0909887,34512.9,0.442358,0.201071,0.096754,0.037594,27.8216,0.0940082,0.00153008,0.0171722,0.126979,0.00517263,0.28684,11.1373,0.293692,1.34525,
66,50.6785,71.4461,63.4798,0.709325,0.506916,2.87087,36.6456,3.06388,0.418148,0.264313,0.356503,5.99916,0.327805,19.1189,0.45347,1.4205,1.23254,10.6707,28.7855,9.735,1.23168,0.669354,0.773638,19.5673,0.0488,4833.44,0.545031,0.385973,0.0883345,0.0523284,27.9487,0.0940082,0.00153008,0.020342,0.126979,0.00517263,0.0764736,9.21388,0.29442,0.347931,
67,50.6785,77.2252,91.081,0.656244,0.350453,10.6272,31.346,3.89826,0.285847,0.160857,0.515409,8.4621,0.323019,19.2839,0.413277,1.55883,0.947707,41.6844,19.7647,12.8499,0.969404,0.489634,1.80197,30.6685,0.0595682,3.00208,0.401024,1.00959,0.096754,0.0677073,16.4959,0.0934283,0.00169429,0.020342,0.126979,0.00517263,0.0481351,3.36216,0.29422,1.34525,
68,50.6414,69.0088,63.6491,0.73384,0.333006,4.79426,32.1513,2.79347,0.298738,0.258358,0.644016,6.03644,0.322618,19.4599,0.452642,1.46404,0.905895,23.0105,19.0558,9.27321,0.9814,0.801239,1.98902,21.7883,0.0613964,2.43513,0.549086,0.509436,0.0484924,0.064686,9.44214,0.0934283,0.00192445,0.020342,0.126302,0.00503173,0.00490337,8.9684,0.294477,1.11437,
69,50.6414,80.8222,138.276,0.626578,0.321482,2.66409,31.8576,1.89122,0.23618,0.138264,0.521054,4.00174,0.364063,36.9246,0.415051,1.48689,0.990741,11.602,18.2307,8.1021,0.891676,0.410694,1.66102,16.5322,0.113274,101.841,0.477771,0.578987,0.0484924,0.0697014,27.9386,0.0968798,0.00182881,0.020342,0.124818,0.00467042,0.336338,7.28102,0.294783,1.34525,
70,50.6206,88.7528,140.46,0.570355,0.248778,8.22532,32.3392,2.07001,0.312172,0.184073,0.355386,8.5112,0.348164,34.3387,0.438964,1.3808,0.617846,36.8426,16.2309,7.70718,1.05449,0.484261,0.807858,30.0296,0.0886016,81.4005,0.536761,0.290413,0.0484924,0.0597829,27.9189,0.0968798,0.00182881,0.0228052,0.124818,0.00467042,0.0261262,5.45798,0.296325,0.622937,
71,50.5753,67.6267,61.439,0.747859,0.212006,5.78387,30.4259,1.57568,0.322211,0.197725,0.548355,6.22952,0.344067,20.2073,0.399783,1.38027,0.629707,25.7911,16.4465,5.45572,1.05603,0.530942,1.71818,23.8998,0.0640861,14.9503,0.391361,0.105486,0.0432981,0.0597829,19.8646,0.102791,0.00182881,0.0228052,0.124584,0.00455908,0.114766,6.14402,0.296313,1.33189,
72,50.5753,67.4657,83.3276,0.749644,0.0936354,4.00966,28.927,2.15841,0.222206,0.0811063,0.248171,5.09871,0.33986,24.4764,0.381068,1.42945,0.121353,22.8487,6.2798,10.1665,0.995159,0.235604,0.635718,24.8462,0.0492184,31.2432,0.416164,0.387211,0.0432981,0.0597829,27.9624,0.105198,0.00166174,0.0228052,0.124386,0.00455908,0.144269,18.9987,0.296838,1.34977,
73,50.5753,68.2756,69.9701,0.740751,0.204034,6.15833,32.5201,1.66748,0.191872,0.140517,0.581424,3.42717,0.354149,21.1948,0.403371,1.4323,0.502139,29.1029,24.3765,7.01543,0.671119,0.392496,1.8135,14.8268,0.107539,13.0281,0.419082,0.49403,0.0432981,0.0597829,27.9624,0.105198,0.00166174,0.0195608,0.124386,0.00455908,0.200308,4.3943,0.296865,1.03958,
74,50.5753,64.5897,70.745,0.783023,0.128794,5.51232,31.9888,1.23952,0.190469,0.0778333,0.306214,3.4645,0.354548,19.5943,0.332365,1.40002,0.241528,35.7161,26.2423,5.96373,0.855986,0.196713,0.879013,19.6991,0.105223,2.53905,0.182526,0.359724,0.0432981,0.05944,27.9621,0.104356,0.00166174,0.0166228,0.124386,0.00455908,0.337055,5.78795,0.296684,1.11363,
75,50.5291,92.3698,116.616,0.54703,0.296258,9.44963,35.8438,4.66387,0.535991,0.310729,0.839869,11.6656,0.360396,26.5424,0.494268,1.36696,0.610871,32.6254,28.2798,11.865,1.30375,0.660372,2.21871,32.8503,0.0897263,30.6898,0.562132,0.457213,0.0379724,0.0590502,23.4873,0.10953,0.00166174,0.0166228,0.124112,0.00455908,0.299322,10.9215,0.29711,0.263456,
76,50.5286,363.286,2122.42,0.139088,0.116282,3.3885,32.0775,1.56201,0.228531,0.10886,0.454755,4.96765,0.343844,318.266,0.371669,1.4001,0.322899,19.8103,23.2184,7.42163,1.02004,0.348448,1.84957,25.1878,0.0356756,2109.09,0.400356,0.372847,0.0243471,0.0562665,27.9222,0.10953,0.00160868,0.0258743,0.124112,0.00444588,0.337209,9.74169,0.297202,0.982207,
77,50.5286,77.1844,84.6205,0.654648,0.233737,9.34462,33.1138,2.68238,0.347788,0.208116,0.474331,6.56264,0.336752,22.0637,0.456065,1.36048,0.680729,29.4592,15.7447,8.18714,0.983466,0.50892,1.15604,21.4223,0.0741168,281.606,0.53119,0.232713,0.0195002,0.0562665,27.9499,0.10953,0.00223506,0.02839,0.124112,0.00455908,0.107471,0.16807,0.29692,0.513252,
78,50.5071,59.2619,42.909,0.852269,0.240712,3.39581,29.3409,1.20928,0.186382,0.108967,0.455943,2.03265,0.336153,20.2133,0.40916,1.33266,0.959424,23.0441,12.1399,5.73517,0.813795,0.355735,2.04913,10.0215,0.0308819,2.12286,0.544117,0.110024,0.0155225,0.0597829,11.9277,0.111207,0.0191799,0.0190383,0.123434,0.00455908,0.141116,19.9514,0.297481,0.665476,
79,50.5071,67.0467,56.5681,0.753312,0.108257,4.65266,32.7406,2.06041,0.411426,0.178448,0.477289,4.68215,0.322082,19.6425,0.411996,1.3589,0.340219,18.8707,17.7021,7.14365,1.29171,0.487074,1.80299,16.9647,0.0604136,3.2399,0.473325,0.0823112,0.0155225,0.0753534,27.9499,0.111207,0.0191799,0.0190383,0.123434,0.00455908,0.0183362,7.88001,0.297949,1.15923,
80,50.5071,77.8273,90.0888,0.648964,0.27674,7.70812,32.4737,3.95355,0.455471,0.231648,0.36337,7.20632,0.34025,22.9492,0.440176,1.42882,0.764682,32.2669,18.5521,12.3672,1.31712,0.592024,0.928727,25.816,0.0596042,15.3114,0.457838,0.475406,0.0155225,0.0688782,27.9499,0.114701,0.0191799,0.0167681,0.123987,0.004145,0.121662,7.31625,0.298457,0.521502,
81,50.4835,75.229,77.0161,0.671064,0.218216,5.45259,33.3548,3.0367,0.459381,0.222023,0.547248,8.75023,0.336752,21.0296,0.404099,1.41729,0.747681,20.8671,19.7883,8.83575,1.35853,0.561656,1.48824,28.1499,0.0639317,8.1292,0.350653,0.277767,0.0155225,0.0669456,27.9499,0.106489,0.0170148,0.0167681,0.123707,0.004145,0.0959392,10.5716,0.298643,1.34715,
82,50.4747,75.4995,87.1731,0.668544,0.238017,3.33518,38.6629,2.35529,0.258462,0.162914,0.534541,6.3252,0.364322,21.3262,0.419203,1.51726,1.11081,14.4806,38.1463,8.63684,0.818194,0.46775,1.56738,25.8134,0.151672,9.55482,0.512212,0.794012,0.0153491,0.0669456,27.9499,0.11,0.0142799,0.0167681,0.123251,0.00405821,0.227061,11.9549,0.298643,1.12406,
83,50.4747,67.3907,69.7737,0.748986,0.106088,5.10406,29.3601,1.92,0.308491,0.147509,0.624535,4.52511,0.339364,23.0684,0.423241,1.46374,0.382972,21.9433,10.8644,8.83194,1.11281,0.449686,2.15651,19.1384,0.0682022,20.6017,0.526751,0.584973,0.0153491,0.0669456,27.9723,0.11,0.0141108,0.0167681,0.123707,0.00405821,0.0637728,2.7318,0.29899,1.34715,
84,50.4747,70.4223,71.1402,0.716744,0.241236,6.66632,32.9278,2.24469,0.250099,0.411857,0.276033,6.23166,0.321909,19.0961,0.344926,1.40955,0.81014,29.7458,18.971,7.32329,1.00231,1.93949,0.71879,23.6628,0.0639105,5.27659,0.202094,0.233111,0.0153375,0.0592733,27.9691,0.11,0.0141108,0.0167681,0.122637,0.00405821,0.0531774,3.59246,0.29899,1.34676,
85,50.4601,72.4427,116.623,0.696552,0.146414,6.62555,30.9418,1.37331,0.154818,0.0863858,0.245426,6.0605,0.333935,24.662,0.381785,1.43084,0.694221,34.1598,14.6326,6.31445,0.657814,0.370147,0.608747,29.809,0.0384649,34.6512,0.412423,0.432489,0.0153375,0.0563058,27.9669,0.11,0.0141108,0.019269,0.122637,0.00405821,0.0804082,6.10031,0.299158,1.34538,
86,50.4587,97.8049,156.951,0.515911,0.252221,7.8133,35.5151,4.36797,0.58148,0.265768,0.861336,9.71187,0.32177,35.9945,0.496834,1.6228,0.694508,23.8162,21.3869,11.3343,1.50583,0.596708,2.47072,26.7909,0.0714642,108.256,0.602061,0.971381,0.0153375,0.0560985,27.9669,0.109069,0.0110536,0.019269,0.122637,0.00448141,0.0579904,3.17441,0.299236,0.910495,
87,50.4587,71.2116,75.7027,0.708574,0.139567,6.83792,32.8493,2.85564,0.318166,0.168251,0.342727,6.20871,0.329325,19.318,0.414272,1.42963,0.481136,26.9802,20.6503,11.094,1.10494,0.487829,1.12901,23.1429,0.0656615,16.786,0.418702,0.511519,0.0153375,0.0556332,27.9669,0.11,0.00885792,0.019269,0.122637,0.00412802,0.0291575,2.37092,0.299236,1.1051,
88,50.4487,66.7231,58.1709,0.75609,0.198858,3.50734,33.6612,2.58179,0.428997,0.163245,0.656485,4.00483,0.337861,19.3354,0.418724,1.42839,0.735045,12.9785,25.7186,9.39622,1.3978,0.479245,2.12174,13.8176,0.0314187,2.79436,0.417585,0.491052,0.015301,0.0549516,26.058,0.109314,0.006037,0.0194495,0.123157,0.00412802,0.225775,4.97893,0.299249,1.26495,
89,50.4487,62.8857,49.1822,0.802229,0.162877,3.3918,32.8803,1.72584,0.235049,0.150443,0.301221,2.40389,0.327238,19.4694,0.341148,1.49649,0.877641,15.7558,19.9138,6.74707,0.873062,0.491634,0.904922,10.2531,0.0503363,2.41403,0.203032,0.639779,0.0152669,0.0549516,27.9582,0.11,0.006037,0.0194495,0.123157,0.00445775,0.0275738,7.67964,0.299148,1.34225,
90,50.4424,90.8123,143.674,0.555458,0.315617,5.23825,35.0454,3.7698,0.283705,0.226882,0.319816,9.79178,0.335561,33.5903,0.457899,1.43722,1.12762,23.0617,25.4582,12.0026,0.807443,0.608492,0.73116,31.2735,0.0559015,96.4411,0.5141,0.44032,0.0152669,0.0549516,27.9669,0.11,0.006037,0.0217816,0.123157,0.00445775,0.14987,10.8235,0.299148,0.878573,
91,50.4275,74.0513,81.8706,0.680981,0.109044,6.78545,31.7344,2.92294,0.360603,0.179194,0.495145,6.29369,0.335821,23.0159,0.429845,1.38924,0.365411,25.9627,17.6556,10.354,1.25013,0.524827,1.43619,23.5924,0.0672507,24.6804,0.493432,0.425527,0.0151728,0.0676563,8.36481,0.115319,0.00162261,0.0217816,0.123096,0.00451076,0.0505654,1.06527,0.299499,0.519225,
92,50.4247,75.8777,81.4171,0.664553,0.189989,5.14724,34.5308,3.52404,0.393056,0.2394,0.756114,9.0816,0.328438,19.7773,0.442453,1.46727,0.628169,20.4595,25.8644,11.412,1.29313,0.638901,2.26029,27.6514,0.0516609,6.17186,0.471838,0.495465,0.0151728,0.0676563,25.2219,0.114949,0.00137191,0.0217816,0.12296,0.00451076,0.0984123,2.14654,0.29942,1.21025,
93,50.4247,68.7903,69.9816,0.733021,0.129656,8.04643,30.6101,3.34261,0.341855,0.191329,0.712735,3.72933,0.320829,19.4733,0.452626,1.43947,0.44422,35.9113,9.34004,11.616,1.19383,0.576273,2.13994,15.1252,0.0611187,3.37641,0.543778,0.3597,0.015073,0.0666035,27.9571,0.114527,0.00135739,0.0217816,0.123098,0.00451076,0.0850813,0.347513,0.299618,1.34203,
94,50.4247,66.8709,67.5681,0.754061,0.105558,3.27878,34.4726,1.79288,0.177812,0.136023,0.251011,4.44056,0.348585,20.1654,0.360843,1.3409,0.411351,17.6264,27.624,6.91392,0.768914,0.447736,0.614777,19.1374,0.113616,5.48297,0.347467,0.141908,0.015073,0.0666035,27.9571,0.114949,0.00135739,0.0220658,0.123098,0.00455297,0.122373,2.08741,0.299692,0.854678,
95,50.4108,70.8312,75.3302,0.711703,0.300665,7.82376,32.346,2.79361,0.271771,0.179456,0.411416,5.06303,0.33223,19.5083,0.412991,1.38795,1.05258,31.4906,22.6599,9.65073,0.901902,0.521088,1.27681,20.6754,0.0610736,2.62906,0.395181,0.271191,0.015073,0.0666035,27.9701,0.114949,0.00135739,0.0220529,0.123098,0.00433781,0.0308898,7.1315,0.299692,0.609218,
96,50.4108,73.0932,100.737,0.689678,0.141138,1.24552,31.8327,2.82809,0.220833,0.133812,0.322773,4.34611,0.347315,29.7112,0.396592,1.5671,0.581168,7.98385,15.81,11.1697,0.883809,0.445496,0.826196,19.3669,0.0588734,65.444,0.400878,0.991622,0.015073,0.0666035,27.965,0.117311,0.00134795,0.0219613,0.122197,0.00433781,0.234737,12.4777,0.299343,1.34199,
97,50.4108,68.9716,63.8691,0.730892,0.175515,8.26258,30.7294,1.57259,0.221135,0.151586,0.474735,6.21346,0.329463,19.0462,0.413605,1.38133,0.602513,30.2328,11.275,5.73026,0.751155,0.459276,1.49931,21.8759,0.0752679,11.1335,0.402865,0.289839,0.0150718,0.0650712,27.965,0.117311,0.0012407,0.0220004,0.122175,0.00423828,0.0488816,4.15169,0.299688,0.581521,
98,50.4108,78.0372,90.2311,0.645984,0.275386,8.64343,35.8719,3.63464,0.368626,0.229658,0.739694,7.24208,0.32221,18.792,0.453714,1.46384,0.836042,31.9554,26.3936,11.2054,1.11485,0.616139,2.16312,22.8203,0.0635123,3.91092,0.513409,0.591739,0.0150718,0.0666035,27.9674,0.117311,0.0012647,0.0220004,0.122399,0.00423828,0.0228468,2.94836,0.299688,1.22319,
99,50.4108,78.5975,88.941,0.641379,0.172561,6.44346,33.7889,3.89959,0.356963,0.187116,0.32593,10.7839,0.329001,20.3161,0.449482,1.54437,0.679369,22.4991,19.6236,11.7919,1.10413,0.531718,1.0327,34.6765,0.0751868,7.5699,0.462145,0.781768,0.0150649,0.0839044,27.9674,0.11993,0.0012647,0.0220004,0.123198,0.00423828,0.0130974,6.0023,0.299688,0.663645,
100,50.4108,69.6738,67.8349,0.723526,0.0588706,4.6661,29.9478,2.23563,0.310063,0.177492,0.62238,7.30969,0.337926,22.1608,0.442328,1.40475,0.208857,25.7566,8.84723,8.40659,1.1182,0.523056,2.01505,25.5495,0.0486807,12.4684,0.510604,0.444262,0.0150612,0.0839044,27.9674,0.120218,0.00123396,0.0220004,0.123402,0.00413717,0.0642462,19.825,0.299821,0.834289,
101,50.4108,73.5418,83.8141,0.685471,0.162457,4.13992,33.0479,2.30107,0.353432,0.159999,0.295993,5.05433,0.333763,25.9355,0.3838,1.37365,0.513444,19.0221,18.6523,7.41131,1.25584,0.484359,0.654916,18.7388,0.0773547,46.2864,0.331079,0.39651,0.0150455,0.0849085,27.9674,0.121125,0.00127831,0.0220004,0.123402,0.00413717,0.0389049,4.60567,0.299913,0.609291,
102,50.4108,65.1488,60.5714,0.773779,0.144178,1.45434,32.4159,2.79253,0.289995,0.09232,0.332265,5.34454,0.341235,20.1183,0.3641,1.45918,0.5713,6.65029,21.4186,11.0323,1.15923,0.340631,1.07165,23.5555,0.0398733,6.81179,0.268631,0.741092,0.0150455,0.0851588,27.9824,0.121125,0.00127831,0.0219495,0.123815,0.00403003,0.239712,10.3792,0.299913,1.29153,
103,50.4108,71.7358,72.3126,0.702729,0.21072,4.18947,31.306,1.97742,0.288565,0.163387,0.629675,8.2153,0.342598,22.4378,0.483001,1.49179,0.664632,17.3716,17.0624,6.86667,0.898514,0.458584,2.07478,27.1745,0.0690407,21.0441,0.585146,0.893338,0.0150611,0.0925369,26.158,0.12099,0.00138655,0.0219495,0.123815,0.00403003,0.0877484,5.16638,0.299956,1.03533,
104,50.4097,79.6327,130.814,0.633027,0.151862,5.98321,41.3605,2.40083,0.251135,0.167776,0.352933,4.87548,0.335744,21.9831,0.442243,1.328,0.584038,29.0394,66.6381,8.22346,0.909827,0.511428,0.921155,17.5664,0.0366036,19.0572,0.508666,0.124868,0.0150611,0.0925369,27.972,0.122175,0.00134579,0.0217729,0.123815,0.00404281,0.121689,4.04664,0.299956,0.90359,
105,50.4097,69.9795,68.4792,0.720349,0.153723,3.17403,35.199,2.36669,0.375925,0.186297,0.403452,6.19747,0.33489,19.7554,0.449234,1.38337,0.741102,17.1536,26.3734,8.75238,1.31762,0.55709,1.28504,22.4885,0.0759268,4.64805,0.520006,0.153449,0.0150611,0.0925369,27.9862,0.122286,0.00137756,0.0216253,0.123815,0.00404281,0.0533512,6.63427,0.299949,1.34092,
106,50.4097,74.3101,75.3703,0.678369,0.199216,6.64631,29.5489,3.33015,0.326514,0.227525,0.569217,7.65591,0.340591,23.6495,0.431078,1.38524,0.737227,27.3679,7.80892,9.71549,1.02913,0.639904,1.99035,25.544,0.0450775,18.4354,0.424517,0.564586,0.0150596,0.0925369,27.9862,0.122455,0.00137756,0.0215809,0.123821,0.00412804,0.1996,6.84909,0.299964,0.608129,
107,50.4097,75.2172,85.2891,0.670188,0.148448,3.50488,36.9431,2.90596,0.358701,0.164651,0.302744,8.67347,0.345285,20.0051,0.441507,1.42339,0.48359,15.4403,30.2069,10.5982,1.25278,0.54586,0.747213,29.9522,0.0908073,5.86527,0.511608,0.419281,0.0150536,0.0930679,27.9862,0.121463,0.00137756,0.0216253,0.123821,0.00412804,0.176548,8.32146,0.299953,1.18203,
108,50.409,68.1557,72.3251,0.739615,0.0727588,3.93255,33.1439,1.63421,0.266875,0.141276,0.266681,6.51131,0.338377,20.011,0.38329,1.45347,0.27352,16.9349,21.3737,7.82057,1.07081,0.47579,0.664147,27.6298,0.0638752,3.65793,0.342793,0.535586,0.0150536,0.0932167,27.9894,0.121463,0.00137756,0.0216253,0.124249,0.00412804,0.155846,8.8343,0.299963,1.34106,
109,50.4087,61.1237,52.7682,0.8247,0.178846,5.38055,30.0234,1.22933,0.17975,0.0620791,0.311287,1.26646,0.335775,20.3867,0.372091,1.39738,0.840759,26.5953,15.588,5.95698,0.916127,0.262058,0.967567,8.51292,0.0284403,3.27739,0.353289,0.285559,0.0150531,0.0934187,18.6288,0.121463,0.00137756,0.0216503,0.124249,0.00410462,0.149066,14.7463,0.299963,1.34123,
110,50.4087,72.2691,83.1077,0.697514,0.247823,7.72383,32.2365,2.51339,0.27263,0.183259,0.619174,6.47144,0.330991,19.8616,0.383015,1.42541,0.907325,33.9565,17.0875,8.03497,0.954598,0.559227,1.98295,23.101,0.0460453,2.39898,0.313703,0.497411,0.0150536,0.0933994,27.99,0.120814,0.00137756,0.0216503,0.124249,0.00410462,0.0487853,3.96431,0.299963,0.767139,
111,50.4086,81.7157,94.6523,0.616877,0.257562,10.6198,32.9788,3.42001,0.513171,0.173973,0.34867,9.44826,0.32746,21.7033,0.479283,1.44545,0.85824,38.2759,17.6352,10.4071,1.55161,0.486176,1.04358,29.5413,0.0880836,19.0408,0.601025,0.583694,0.0150536,0.0942418,19.2743,0.119819,0.00138085,0.0216503,0.124249,0.00410462,0.0370867,2.88121,0.299963,0.742136,
112,50.4085,72.8169,66.1284,0.692264,0.151368,4.68365,33.0865,3.32362,0.381539,0.228627,0.67334,6.96952,0.330584,21.139,0.428682,1.42052,0.699118,20.0992,16.3118,9.66083,1.12875,0.566071,1.9781,22.6575,0.0702099,13.019,0.411759,0.521136,0.0150626,0.0944603,27.9901,0.120814,0.00138085,0.0216503,0.124021,0.00410462,0.0605619,6.76715,0.299963,0.649337,
113,50.4075,75.772,77.1306,0.665252,0.179099,9.94515,33.7719,3.20477,0.353338,0.222742,0.256867,6.81048,0.321899,18.8812,0.449166,1.37531,0.687005,34.3498,20.0488,9.69317,1.07296,0.603339,0.675599,21.4838,0.0543587,4.33407,0.499218,0.320442,0.0150626,0.0942208,27.9907,0.120814,0.00138085,0.0216621,0.123579,0.00413387,0.0822797,2.76348,0.299971,0.503111,
114,50.4075,61.9478,58.0408,0.813708,0.100268,4.04861,31.6935,1.10553,0.187826,0.0806574,0.282892,2.87637,0.330467,19.5196,0.362679,1.35945,0.431295,20.5181,18.3161,4.91655,0.96178,0.339513,1.067,15.1359,0.0394476,2.66047,0.319461,0.130208,0.0150626,0.0943371,27.9883,0.120814,0.0013952,0.0216621,0.123744,0.00413387,0.11054,5.00304,0.299998,1.22387,
115,50.4075,87.3321,156.501,0.577193,0.230101,5.42075,35.0151,2.2658,0.298826,0.185131,0.524889,4.78913,0.338019,36.3914,0.456669,1.41624,0.859318,21.3875,28.2552,8.49549,1.02476,0.571497,1.69576,16.478,0.0523701,122.127,0.587894,0.291189,0.0150626,0.0954614,27.9899,0.121997,0.0013952,0.0216284,0.124886,0.00413387,0.168275,1.02747,0.30001,1.34243,
116,50.4072,121.779,428.777,0.413925,0.116773,2.52937,33.488,1.20483,0.157014,0.0829135,0.391114,5.12317,0.358063,76.5612,0.376157,1.39005,0.520997,12.0937,31.9069,5.42639,0.778814,0.321586,1.36672,25.4033,0.118685,388.455,0.447756,0.266146,0.0150648,0.0954614,27.9907,0.121114,0.00140833,0.0215912,0.124886,0.00414339,0.338164,20.0363,0.30001,1.34258,
117,50.4069,95.8311,165.542,0.525997,0.191813,5.3621,37.5252,3.64103,0.454443,0.212238,0.680862,8.37466,0.331919,37.1623,0.457221,1.43736,0.647877,21.7186,32.3299,10.6308,1.40907,0.589719,1.96724,26.3717,0.0514405,130.456,0.492295,0.542739,0.0150711,0.097386,27.9907,0.121114,0.00143401,0.0215912,0.124886,0.00414339,0.0532654,8.04947,0.29999,0.702114,
118,50.4069,540.285,3280.25,0.0932969,0.393607,4.75125,35.6264,3.29918,0.315227,0.216606,0.541246,7.45531,0.341683,485.566,0.420605,1.35818,1.46592,18.1514,25.5121,10.1844,1.06091,0.588443,1.49058,24.4646,0.0922273,3282.43,0.395554,0.318541,0.0116644,0.097386,27.9915,0.121114,0.00143401,0.0215912,0.124748,0.00408903,0.0297566,10.416,0.299999,0.552255,
119,50.4065,68.1039,63.1517,0.740142,0.23492,4.24899,34.0415,2.06498,0.378111,0.183881,0.172227,5.52768,0.325666,19.2314,0.402155,1.29233,0.813772,17.4326,22.6765,7.4675,1.29994,0.549804,0.266587,21.8357,0.0524911,461.672,0.399413,0.231071,0.0150716,0.0976137,27.9895,0.122247,0.00143401,0.0214871,0.124748,0.00408903,0.0893899,7.5466,0.300021,0.37351,
120,50.4058,73.8939,88.2882,0.682138,0.1503,5.55937,29.8826,2.31121,0.411264,0.122298,0.627039,6.43127,0.354557,26.1839,0.472243,1.38775,0.516495,27.3493,7.46853,9.01875,1.4017,0.393622,2.28356,23.7574,0.0844592,41.167,0.621237,0.22281,0.0150721,0.0976137,27.9903,0.122247,0.00143401,0.0214871,0.124748,0.00408903,0.33814,0.730382,0.300015,1.1173,
121,50.4058,75.9308,69.7615,0.663839,0.328751,4.94733,37.133,3.67689,0.361826,0.254809,0.375587,7.68158,0.327362,19.0218,0.457071,1.36474,0.969154,16.4515,26.9044,10.5314,1.01902,0.61388,0.967773,22.9841,0.0786083,7.89981,0.468234,0.306493,0.0150738,0.0973316,27.9903,0.121038,0.00143401,0.0214706,0.124748,0.00408903,0.0438387,5.22448,0.300019,0.396995,
122,50.4058,80.9226,88.3441,0.622889,0.267769,10.4979,34.3755,4.57175,0.417514,0.23639,0.539361,8.90136,0.316523,18.736,0.504668,1.55788,0.91898,36.6101,20.7884,12.8017,1.24154,0.597575,1.74872,26.6703,0.0850113,3.84692,0.623772,0.76231,0.0150738,0.0973316,27.9894,0.121038,0.00144264,0.0214706,0.124748,0.00408903,0.0101652,3.01778,0.300055,1.24983,
