Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Steering.front.ackerman_angle.avg,Heave.front.side_view_swing_arm_angle_l.avg,Heave.front.roll_center.z.avg,Heave.front.king_pin_inclination_l.avg,Heave.front.mechanical_trail_l.avg,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.motion_ratio_heave_l.avg,Heave.front.toe_angle_l.avg,Roll.front.camber_angle_l.avg,Heave.front.scrub_radius_l.avg,Roll.front.roll_center.y.avg,Steering.front.tie_rod_angle_front_view_l.avg,Steering.front.camber_angle_l.avg,Steering.front.ackerman_angle.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Heave.front.roll_center.z.std_dev,Heave.front.king_pin_inclination_l.std_dev,Heave.front.mechanical_trail_l.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.toe_angle_l.std_dev,Roll.front.camber_angle_l.std_dev,Heave.front.scrub_radius_l.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Steering.front.camber_angle_l.std_dev,Steering.front.ackerman_angle.best,Heave.front.side_view_swing_arm_angle_l.best,Heave.front.roll_center.z.best,Heave.front.king_pin_inclination_l.best,Heave.front.mechanical_trail_l.best,Heave.front.tie_rod_angle_top_view_l.best,Heave.front.motion_ratio_heave_l.best,Heave.front.toe_angle_l.best,Roll.front.camber_angle_l.best,Heave.front.scrub_radius_l.best,Roll.front.roll_center.y.best,Steering.front.tie_rod_angle_front_view_l.best,Steering.front.camber_angle_l.best,
59,60.6675,107.996,179.17,0.561757,0.377886,18.7999,47.8676,6.29112,2.5629,0.400752,0.991381,0.739521,0.336854,6.1806,21.5196,0.314344,1.61347,0.547977,71.4336,72.7075,4.17903,7.54969,0.702302,2.09666,2.10253,0.0589399,22.7925,1.88255,0.218048,0.178829,0.0218965,0.0405152,27.5867,2.67387,0.0916775,0.0279964,0.311515,0.0788501,0.0984697,0.0154916,13.8883,0.0600761,0.796852,
60,60.6675,118.982,188.607,0.509886,0.398142,18.0101,51.1509,7.24305,3.94622,0.399555,0.793608,0.699352,0.36515,10.6001,23.2528,0.438627,1.68494,0.619768,54.2146,98.8541,6.20438,8.59665,0.74659,0.804258,1.43628,0.157133,30.1199,14.2017,0.475828,0.659514,0.0218965,0.0405152,27.5867,2.67387,0.0916775,0.0218838,0.311883,0.0629144,0.0234453,0.0154916,6.91736,0.0600761,0.735293,
61,60.6675,130.131,216.879,0.466202,0.349092,22.0856,45.0891,7.01455,5.36828,0.652444,0.763504,0.960673,0.350604,10.0489,35.2142,0.442424,1.79196,0.538073,71.7077,52.5277,5.91403,15.4518,1.42728,0.51547,2.77266,0.132961,32.2354,91.3747,0.512728,0.710848,0.0202321,0.0405152,27.5867,2.67387,0.0916775,0.0279964,0.311883,0.0835918,0.0877696,0.0154916,5.69652,0.0600761,1.15898,
62,60.6675,117.689,193.548,0.515489,0.401506,15.2451,56.0319,6.87104,4.04786,0.439296,0.699174,0.829923,0.353589,9.07676,21.6192,0.377697,1.69623,0.69624,54.4388,102.543,4.93242,10.0534,1.00769,0.474073,2.61918,0.0969285,26.2173,13.894,0.294634,0.601098,0.0144044,0.0405152,27.5867,2.67387,0.0916775,0.0279964,0.311883,0.0854243,0.245901,0.0154916,7.01075,0.0600761,1.12406,
63,60.6675,110.892,148.792,0.547088,0.395344,19.8875,42.9276,6.30087,3.91571,0.515826,0.701217,0.919935,0.352828,9.22093,23.6173,0.441365,1.69505,0.53712,64.4831,58.7883,2.70998,9.58653,1.09374,0.399403,2.65599,0.0640382,16.7075,17.9229,0.491627,0.328549,0.0194623,0.0405152,19.6823,1.41033,0.0916775,0.0252285,0.311883,0.0566245,0.267958,0.0154916,1.69342,0.0600761,0.710652,
64,60.6675,142.508,234.185,0.425714,0.511818,23.9374,59.6992,7.66719,3.94863,0.622295,0.752236,1.3016,0.382952,14.9633,26.6465,0.43469,1.63975,0.676635,70.5646,115.996,6.50235,7.62319,1.40732,0.464097,3.76732,0.157001,34.9894,29.4196,0.49131,0.312104,0.0218965,0.0405152,25.5429,1.60464,0.0916775,0.0279964,0.311883,0.0854243,0.276813,0.0154916,11.1441,0.0600761,0.805077,
65,60.6675,104.714,164.665,0.579366,0.303311,17.4267,45.0309,6.59678,3.65507,0.372323,0.704543,0.91986,0.326995,6.34083,21.009,0.364135,1.66321,0.455823,68.2232,62.4294,5.29415,12.0137,0.796124,0.447812,3.20181,0.0749686,24.5602,5.51627,0.469971,0.300994,0.0218965,0.0405152,27.5867,2.67387,0.0916775,0.0279964,0.266326,0.0776506,0.018572,0.0154916,1.1341,0.0600761,0.971626,
66,60.6675,92.7626,141.951,0.654008,0.340242,2.03814,48.9881,6.16362,2.12822,0.283471,2.08747,0.660149,0.363227,6.4953,21.247,0.317411,1.65026,0.527222,13.1074,114.574,2.17978,5.55746,0.470686,10.4911,2.11235,0.204957,14.2083,3.1734,0.270396,0.30971,0.0218965,0.0405152,25.8998,2.67387,0.0916775,0.017528,0.266326,0.0532668,0.255299,0.0154916,10.8444,0.0600761,0.428509,
67,60.6675,92.4329,109.666,0.656341,0.27176,13.7966,36.859,6.5022,3.00306,0.339797,0.66417,0.4989,0.331886,6.39706,21.7731,0.337139,1.65821,0.260766,54.2144,32.1532,3.79927,8.31604,0.700297,0.921718,0.734671,0.053108,19.8771,4.09437,0.282553,0.366353,0.0149083,0.0405152,27.5867,2.10323,0.0916775,0.022005,0.272819,0.0843882,0.0446813,0.0154916,6.45333,0.0600761,0.371082,
68,60.6675,101.596,139.796,0.597144,0.442655,17.8645,41.6112,5.76403,3.47348,0.445383,1.21283,0.967038,0.342153,5.7584,21.6941,0.407304,1.613,0.93534,61.2195,56.647,2.96169,9.18951,0.992682,3.97742,2.45504,0.0662743,15.7956,3.16922,0.513038,0.226694,0.0218965,0.0405152,27.4469,1.17458,0.0916775,0.0122878,0.114739,0.0843882,0.0716387,0.0154916,8.05722,0.0600761,0.997046,
69,60.6675,140.248,218.08,0.432574,0.357586,26.6075,64.6189,6.58212,6.36995,0.606402,0.771015,1.23307,0.352698,10.0687,20.5459,0.524986,1.6087,0.704376,70.3776,118.6,4.84884,15.1272,1.36917,0.937491,3.37442,0.116246,27.4057,3.98663,0.691573,0.528308,0.0147996,0.0405152,27.5867,2.67387,0.0916775,0.0279964,0.214006,0.0569626,0.0453892,0.0154916,3.41578,0.0600761,0.367464,
70,60.6675,96.7518,144.79,0.627042,0.330736,11.1884,44.691,6.34604,2.91446,0.448058,0.665553,0.602334,0.336672,6.16243,21.0588,0.357601,1.6498,0.35486,50.6785,76.5817,4.29604,9.45447,0.938347,0.407338,1.49582,0.0711184,23.1977,3.36105,0.558361,0.230553,0.0218965,0.0405152,27.5867,2.67387,0.0916775,0.0279964,0.0955949,0.0795493,0.0706041,0.0154916,0.936065,0.0589806,0.420463,
71,60.6675,100.176,141.852,0.605606,0.373109,5.88304,51.777,6.54395,2.19573,0.593414,0.742178,1.06717,0.337992,7.17759,21.4565,0.386887,1.64188,0.453047,24.3224,89.4088,4.38498,5.34932,1.25858,0.580797,3.66952,0.0633081,23.9001,3.26443,0.552208,0.183865,0.0218965,0.0405152,27.5867,2.67387,0.0916775,0.0279964,0.310448,0.0744201,0.0472901,0.0154916,10.5924,0.0600761,0.834348,
72,60.6675,126.603,181.081,0.479194,0.355287,22.4796,58.9612,6.38128,3.70273,0.675104,0.851943,0.663827,0.366341,7.65898,22.3201,0.46779,1.71888,0.490301,70.5556,89.8209,4.15745,8.55232,1.30134,0.695371,1.41419,0.114084,22.9618,11.3711,0.553535,0.48782,0.0140669,0.0405152,27.5867,2.67387,0.0916775,0.0221475,0.311883,0.0795493,0.0992922,0.0154916,8.74727,0.0600761,0.204256,
73,60.6675,111.655,169.436,0.543348,0.364221,8.19801,58.5595,7.21146,2.27749,0.371413,0.71942,0.670633,0.368429,9.6273,21.139,0.422517,1.72568,0.564494,35.8435,118.419,5.16574,4.80798,0.757598,0.596396,1.42887,0.138495,25.8028,3.66511,0.474977,0.473406,0.0135901,0.0405152,27.5867,1.59716,0.0916775,0.0218187,0.231691,0.0684357,0.28068,0.0154916,3.99043,0.0672134,1.18331,
74,60.6675,153.607,222.874,0.394951,0.562394,31.7846,67.4555,7.89449,5.52827,0.743884,0.891487,1.13602,0.340758,13.7865,21.3177,0.459944,1.70578,0.914025,84.5705,104.354,6.67262,12.1067,1.43115,0.792974,2.88432,0.108015,33.3206,3.99026,0.606848,0.652074,0.0135901,0.0405152,27.5867,2.67387,0.0916775,0.0218187,0.18266,0.0792335,0.0654133,0.0154916,5.95052,0.0590839,0.604643,
75,60.6675,116.813,176.607,0.519354,0.384239,17.9938,52.7656,6.79589,4.55312,0.365634,0.799592,1.00041,0.342771,8.45208,21.3104,0.392662,1.65713,0.672091,61.454,96.1437,4.66667,12.9496,0.817413,0.943337,2.77045,0.0595042,24.4479,3.35629,0.52949,0.205616,0.0135901,0.0679473,9.13218,2.67387,0.0916775,0.0279964,0.0772995,0.0604994,0.281135,0.0120964,7.00261,0.040008,1.03037,
76,60.6675,115.256,186.792,0.526373,0.545195,11.1548,58.5137,6.95302,3.10335,0.592863,0.693188,0.949808,0.356501,9.25567,21.0709,0.39369,1.67292,1.03302,45.7417,105.286,5.78815,9.43998,1.38969,0.515752,2.67424,0.0887719,28.3251,3.16701,0.538838,0.33196,0.0135901,0.0679473,27.5867,2.66996,0.0916775,0.0258878,0.18266,0.0792335,0.227048,0.0154916,8.01953,0.0632746,0.803541,
77,60.6675,114.553,166.327,0.529601,0.538891,17.332,54.6576,5.97777,4.12061,0.329199,0.694464,0.631645,0.346952,5.99468,21.9069,0.336645,1.68579,1.10933,53.7165,93.5661,3.3563,11.8756,0.903772,0.60485,1.33833,0.0726666,19.5928,3.82588,0.387797,0.363959,0.0135901,0.0679473,27.5867,2.67387,0.0833763,0.0258878,0.18266,0.0792335,0.0874343,0.0154916,11.7308,0.0659506,1.12103,
78,60.6675,119.423,151.509,0.508006,0.591222,24.6012,47.0208,6.73569,3.31853,0.54066,0.666997,0.71147,0.31771,11.6556,21.1899,0.444843,1.62814,1.01461,70.8206,56.8206,3.99653,7.81145,1.33964,0.430098,1.24325,0.0748937,20.006,3.3132,0.491927,0.221313,0.0135901,0.0831923,25.2018,1.15007,0.0916775,0.00928006,0.18266,0.0336372,0.0528057,0.0154916,12.2942,0.0672134,0.916494,
79,60.6675,128.413,189.966,0.47244,0.529107,20.7164,53.206,7.57594,4.61129,0.443924,0.716153,0.831201,0.337946,11.9263,25.4112,0.417628,1.68983,0.956365,71.989,78.2663,5.2205,11.7267,1.1049,0.82423,2.0471,0.106714,24.9098,28.5827,0.502822,0.214591,0.0135901,0.0831923,27.5867,2.44053,0.0916775,0.0171444,0.145238,0.0792335,0.0120809,0.0154916,9.52318,0.0613027,0.91873,
80,60.6675,120.077,192.805,0.505237,0.417514,15.7713,58.9791,6.61742,4.32714,0.480128,0.697545,1.13462,0.347908,8.71984,20.5045,0.378775,1.70141,0.779649,48.2609,112.076,5.2078,12.6246,1.19682,0.79459,3.54405,0.0838987,29.6508,6.46152,0.384962,0.312968,0.0135901,0.0566243,18.9478,2.67387,0.0916775,0.0200421,0.173375,0.0792335,0.049649,0.0154916,2.0117,0.0506561,1.37872,
81,60.6675,103.562,164.365,0.585808,0.372794,12.4575,53.7507,5.52334,2.01729,0.280399,0.901949,1.09253,0.34189,3.36813,21.5167,0.304629,1.63416,0.734559,52.6434,99.8197,0.873997,7.30472,0.81989,1.45319,3.55043,0.0714894,11.8559,1.50585,0.313433,0.249596,0.0135901,0.0644608,27.5867,2.6325,0.0916775,0.0224901,0.140142,0.0792335,0.134948,0.00990397,15.2322,0.0506561,0.68415,
82,60.6675,137.182,210.664,0.442239,0.598712,17.4779,56.3152,7.16756,4.07978,0.585745,0.698921,1.37205,0.350912,10.2748,36.135,0.479946,1.64601,1.0501,52.4929,97.8023,5.6785,10.5197,1.35638,0.742446,3.57209,0.0801137,28.4169,87.8141,0.676228,0.34328,0.0135901,0.0644608,27.5867,2.28748,0.0916775,0.0235364,0.140142,0.0792335,0.150259,0.0077271,10.7105,0.0506561,0.752826,
83,60.6675,118.252,187.372,0.513036,0.276395,20.1935,50.7425,6.66865,4.88947,0.373314,0.621457,0.873792,0.34447,9.75265,21.3406,0.400804,1.77421,0.415103,68.8808,76.9388,4.82431,14.6318,1.06656,0.734672,2.31807,0.0846614,28.1992,14.8328,0.460223,0.706056,0.0111541,0.0644608,27.5867,2.67387,0.0916775,0.0204871,0.0688217,0.0735414,0.149935,0.0212554,8.54137,0.0506561,1.04849,
84,60.6675,85.0022,100.665,0.713716,0.311558,6.69661,38.2135,6.60603,2.07474,0.195448,0.511719,0.444778,0.333816,6.24438,21.3134,0.354389,1.7019,0.315427,32.909,44.5484,3.75574,5.5912,0.569362,0.448925,0.886124,0.0191517,19.1671,2.11494,0.322181,0.308117,0.0160934,0.0644608,27.487,2.53952,0.0916775,0.0235364,0.0688217,0.0771911,0.276535,0.0212554,11.1035,0.0506561,0.884517,
85,60.6675,115.283,175.229,0.526247,0.455465,16.2558,56.2493,6.49649,2.93083,0.405278,0.604514,0.893691,0.349393,7.74034,20.835,0.415437,1.65184,0.914259,58.1791,93.0672,4.54628,8.01321,1.01579,0.590894,2.74041,0.105885,24.1701,3.42287,0.550237,0.197232,0.0160934,0.0644608,27.5867,2.67387,0.0916775,0.0194691,0.0688217,0.0792335,0.0919648,0.0212554,6.23976,0.0506561,1.09864,
86,60.6675,158.859,243.45,0.381894,0.231285,26.8786,70.8686,8.16309,6.51846,0.669156,0.71822,1.20797,0.365172,14.0286,26.831,0.548576,1.8307,0.216479,80.5436,115.89,6.72867,16.6304,1.56871,0.815223,3.08905,0.1342,34.9116,39.99,0.757138,0.836161,0.0160934,0.0644608,27.5867,2.67387,0.0916775,0.0216523,0.0688217,0.0756864,0.117381,0.0163834,8.06356,0.0506561,0.733564,
87,60.6675,109.898,169.178,0.552033,0.344729,16.7556,51.6505,5.92694,3.70171,0.40975,0.588834,1.31022,0.321018,6.08675,20.7046,0.41941,1.67827,0.414561,65.2653,80.6146,3.27746,11.8922,1.08703,0.70359,3.75972,0.0734584,19.0072,5.36149,0.495183,0.3913,0.0160934,0.0729406,27.5867,0.91697,0.0916775,0.0214379,0.0688217,0.0730228,0.0255549,0.0163834,1.99093,0.0506561,0.365293,
88,60.6675,100.228,152.998,0.605293,0.501527,6.08189,56.8374,6.00416,1.99223,0.238047,0.540678,1.11216,0.350561,3.26499,21.2528,0.344111,1.70772,0.981309,27.9648,108.569,2.32097,8.10898,0.766114,0.797383,3.72369,0.0905878,12.7739,2.70616,0.379498,0.478214,0.0160934,0.0823381,27.5867,2.67387,0.0916775,0.021709,0.0688217,0.0756864,0.232916,0.0127938,6.86439,0.0506561,0.704393,
89,60.6675,129.259,206.266,0.469349,0.429639,16.775,64.423,6.43693,5.1535,0.52455,0.467773,1.34588,0.372571,8.22276,22.9102,0.433761,1.7632,0.631389,58.1088,123.317,4.24006,13.5387,1.31747,0.572078,3.77758,0.117823,23.2238,9.28531,0.469299,0.689441,0.0160934,0.0823381,27.5867,2.67387,0.0916775,0.0255673,0.105747,0.0756864,0.293704,0.0127938,3.2806,0.0506561,0.34821,
90,60.6675,107.501,160.271,0.564344,0.441123,13.3715,50.6306,6.45364,4.80364,0.407416,0.409209,0.905631,0.356238,5.94937,21.6041,0.416934,1.7516,0.636696,53.4588,96.2974,3.56922,13.7333,1.26098,0.708409,2.54706,0.118316,19.1128,3.01629,0.526094,0.418129,0.0160934,0.112394,27.5867,2.16182,0.0916775,0.0220714,0.104977,0.0121298,0.133789,0.0127938,9.13764,0.0506561,1.22812,
91,60.6675,111.067,198.967,0.546225,0.339946,12.0516,54.3141,6.73039,4.42298,0.434282,0.474027,0.915807,0.334371,6.80739,22.1491,0.401098,1.69176,0.576307,52.1102,103.014,5.09871,14.7677,1.25768,0.682869,2.54625,0.0946683,25.2029,3.8555,0.476318,0.492867,0.0160934,0.112394,27.5867,2.67387,0.0916775,0.0220714,0.0858744,0.0756864,0.0270688,0.0103187,12.6025,0.0574267,0.739566,
92,60.6675,105.854,166.445,0.573123,0.49482,12.1034,51.6844,6.44307,3.22397,0.390466,0.441647,0.653188,0.371133,6.37228,21.5392,0.413609,1.72303,1.03973,41.4504,99.1989,3.51614,8.80363,1.0696,0.889253,1.60881,0.164798,18.9747,4.04712,0.386041,0.407204,0.0160934,0.112394,27.5867,1.83263,0.079527,0.0220714,0.104977,0.0756864,0.0945313,0.0103187,7.36813,0.0761153,1.15165,
93,60.6675,144.638,209.509,0.419443,0.569282,26.7848,71.8018,6.51692,5.75923,0.584518,0.522977,1.29383,0.359222,7.82806,20.4496,0.483074,1.6848,0.857062,70.8723,111.246,4.32248,14.1352,1.33821,0.849537,2.99565,0.0786665,22.112,4.19606,0.580351,0.688581,0.0160934,0.0881619,27.5867,2.67387,0.0916775,0.0220714,0.0796843,0.0755445,0.27906,0.0103187,6.11041,0.0761153,0.303601,
94,60.6675,90.3316,124.243,0.671609,0.374616,11.6992,39.4438,6.28558,2.1399,0.21536,0.259914,0.791145,0.340498,4.67941,22.0346,0.37443,1.69312,0.71597,52.1519,57.8184,3.44627,7.28039,0.754723,0.436123,3.01676,0.0275843,19.9103,3.39098,0.35181,0.240736,0.0145727,0.112394,27.5867,2.67387,0.0916775,0.0220714,0.0521415,0.0634126,0.263308,0.0127938,11.6794,0.0761153,1.25116,
95,60.6675,94.0587,143.906,0.644996,0.436413,11.9287,43.5101,6.35736,2.18248,0.297648,0.338874,0.718534,0.33452,4.47894,21.4046,0.446923,1.62352,0.706696,54.7813,59.2279,3.39809,7.82017,0.974537,0.556277,2.28363,0.0578985,18.0373,2.77889,0.539745,0.122408,0.0146745,0.112394,27.5867,2.67387,0.0916775,0.0217135,0.0796843,0.0657589,0.079823,0.0127938,7.77532,0.0761153,1.16052,
96,60.6675,127.372,202.097,0.4763,0.502531,11.7796,59.3586,7.26703,2.67365,0.30611,0.360213,1.03561,0.37353,8.63458,32.9203,0.457337,1.70332,0.887564,41.5056,120.273,4.00009,5.38399,0.825251,0.653034,2.94863,0.169644,20.7113,81.035,0.530142,0.222143,0.0150272,0.112394,27.5867,2.67387,0.0916775,0.0220682,0.0440089,0.0657589,0.281404,0.0127938,7.44092,0.0761153,1.02091,
97,60.6675,99.1691,145.644,0.611758,0.455568,14.192,42.1431,6.84829,3.53828,0.364655,0.318575,0.423889,0.341184,6.27655,22.1129,0.426469,1.72753,0.856224,56.2927,57.6489,4.61018,11.9477,1.05535,0.472876,1.1537,0.0742557,22.3909,12.1387,0.506766,0.347763,0.0160934,0.112394,27.5867,2.67387,0.0916775,0.0220714,0.0796843,0.0657589,0.0959873,0.0127938,2.38002,0.0646425,1.44205,
98,60.6675,95.8536,124.357,0.632918,0.331815,15.5684,42.1278,5.93528,2.17751,0.312942,0.294342,0.471041,0.331635,5.03489,21.2846,0.375921,1.60737,0.354415,55.6794,53.3989,2.992,6.8796,0.992955,0.445521,1.0531,0.0588588,15.5888,3.94664,0.39121,0.220281,0.0182716,0.129848,25.5605,1.471,0.0916775,0.0218662,0.0796843,0.0657589,0.0201475,0.00910624,2.61939,0.0761153,0.81913,
99,60.6675,129.454,172.71,0.468643,0.513489,20.1905,63.6904,6.64483,3.71694,0.560642,0.494852,0.964984,0.345882,8.88838,21.3051,0.470922,1.6667,0.687248,63.1587,110.234,3.32483,9.06431,1.39167,0.771927,2.4519,0.118859,18.9082,3.59546,0.500102,0.382409,0.00770093,0.129848,27.1683,2.00268,0.0916775,0.00219323,0.0692492,0.0657589,0.063264,0.0127938,7.68183,0.0475139,0.750774,
100,60.6675,116.881,180.517,0.519055,0.370921,18.8436,54.3982,6.86043,2.91025,0.399423,0.775484,0.370856,0.355659,8.20871,21.341,0.38866,1.65742,0.568481,61.7616,90.6592,4.9965,8.64182,1.10171,2.70942,0.979095,0.062516,25.0474,2.95677,0.516911,0.198646,0.0257498,0.129848,27.5867,2.67387,0.0916775,0.0220714,0.0752167,0.0397597,0.324138,0.0127938,11.2498,0.0761153,1.32197,
101,60.6675,105.733,176.536,0.573782,0.417122,8.75209,57.8487,6.11293,2.54989,0.333058,0.629287,1.20289,0.367116,4.2946,21.1403,0.385605,1.699,0.72241,40.0612,113.867,2.65016,8.81995,1.04496,2.73357,4.11321,0.152966,17.5049,3.58332,0.497917,0.254088,0.0257498,0.129848,27.5867,2.67387,0.0916775,0.0200012,0.0796843,0.0657589,0.210767,0.00975849,1.58836,0.0571255,1.44205,
102,60.6675,136.189,205.621,0.445464,0.612939,23.2896,60.9204,7.20448,5.65687,0.529662,0.420419,1.01781,0.34838,13.1955,20.8709,0.454717,1.66778,1.26647,71.1245,99.9111,6.14675,14.3633,1.34144,0.687314,2.6729,0.0897931,33.2917,4.37284,0.481629,0.548807,0.0254493,0.129848,26.4937,2.17996,0.0736748,0.0200012,0.0796843,0.0657589,0.107392,0.00975849,5.27716,0.106315,0.333825,
103,60.6675,85.6166,114.122,0.708595,0.309176,9.48754,36.8857,6.21095,2.09063,0.140934,0.266358,0.393227,0.345036,5.9611,21.5359,0.365014,1.62499,0.400861,40.3269,56.7344,3.40081,7.40791,0.622623,0.42542,0.811931,0.0355201,18.0986,2.90608,0.277039,0.17595,0.0257498,0.129848,25.9305,1.53133,0.0916775,0.00763717,0.0781379,0.0526219,0.282547,0.00975849,9.54573,0.0474202,1.07852,
104,60.6675,120.894,194.611,0.501825,0.512071,10.5358,64.569,6.93376,2.88104,0.382378,0.303813,0.78139,0.379314,8.77733,22.7029,0.425348,1.70968,0.890489,35.1613,121.041,6.03808,8.38309,0.976136,0.403298,2.51389,0.168905,30.4804,9.31378,0.493414,0.305072,0.0174774,0.129848,27.5867,2.67387,0.0916775,0.0200012,0.0796843,0.0657589,0.14086,0.00975849,9.44449,0.159169,1.35413,
105,60.6675,104.276,160.011,0.581798,0.328794,15.9284,46.1807,6.50385,2.7697,0.284606,0.314618,0.453378,0.353756,7.72244,21.37,0.371049,1.69458,0.309332,59.0001,68.9995,4.22902,7.9619,0.87506,0.455549,1.16681,0.0727828,25.1302,3.11238,0.389892,0.299171,0.0244522,0.129848,27.5867,2.67387,0.0916775,0.0198967,0.0796843,0.0235766,0.305538,0.00975849,8.8335,0.0549391,1.13586,
106,60.4747,128.994,205.148,0.46882,0.482037,18.6742,57.8085,6.85754,3.26526,0.375075,0.44676,0.978736,0.364828,8.01551,29.7432,0.370721,1.61125,0.968324,65.9345,105.501,4.79348,10.1667,1.00173,0.929892,3.09867,0.150716,25.4198,58.6735,0.317976,0.25728,0.0213731,0.129848,27.5867,2.67387,0.0916775,0.0200012,0.070936,0.0772067,0.133887,0.00975849,10.2636,0.188898,0.468589,
107,60.4747,132.778,173.951,0.455458,0.427723,20.4769,56.7409,8.01977,5.39032,0.570983,0.493454,1.12969,0.351,14.6355,22.3924,0.532544,1.61666,0.740334,56.9318,91.5545,5.96062,12.1947,1.41189,0.792007,2.42721,0.0999375,31.0621,10.6159,0.609014,0.428616,0.0213731,0.129848,27.1611,1.47113,0.0916775,0.0200012,0.0796843,0.0772067,0.118346,0.00975849,5.74571,0.188898,0.47474,
108,60.4747,123.194,175.115,0.490891,0.3837,14.6704,60.5251,7.13348,3.45716,0.52855,0.347718,1.18792,0.342477,11.5767,20.9052,0.493578,1.64187,0.691332,51.5821,105.754,5.48598,8.50648,1.43433,0.581008,3.22944,0.112185,28.9636,4.45789,0.604026,0.201008,0.0162445,0.129848,27.2198,1.88186,0.0916775,0.0128455,0.0796843,0.0744174,0.0380134,0.00975849,3.38031,0.188898,0.703922,
109,60.4747,117.655,196.893,0.514001,0.356487,13.8348,56.1746,7.44139,4.05784,0.288428,0.460697,0.582008,0.356029,10.7074,21.2108,0.419073,1.76539,0.690318,48.3183,105.611,5.96638,11.2056,0.802732,0.963051,1.73792,0.134986,30.4533,2.48877,0.485913,0.548453,0.0162445,0.129848,27.5867,2.67387,0.0916775,0.0200012,0.0796843,0.0719154,0.180838,0.00975849,12.6144,0.188898,1.18511,
110,60.4747,122.766,200.513,0.492602,0.318161,20.1788,56.8798,6.87265,3.77992,0.354041,0.374251,1.09976,0.349155,8.93314,21.4796,0.4048,1.74188,0.541373,64.1014,102.494,4.88467,11.2111,1.02543,0.777845,3.53736,0.0846591,25.5866,3.60726,0.508803,0.423899,0.0141126,0.129848,27.5867,2.18013,0.0916775,0.0168816,0.0796843,0.0382684,0.161818,0.00975849,0.220089,0.0992334,1.20854,
111,60.4747,122.505,191.892,0.493651,0.327934,21.8394,53.4474,6.97238,5.73978,0.503527,0.414857,0.68815,0.348917,9.12515,20.9582,0.424358,1.71499,0.581699,71.6,94.1057,5.11723,16.3534,1.4154,0.852635,2.27106,0.114809,29.1821,3.85137,0.504487,0.396359,0.0135411,0.129848,9.54573,2.67387,0.0916775,0.0200012,0.0634002,0.0744174,0.149201,0.00975849,2.26075,0.140332,1.03595,
112,60.4747,133.913,213.208,0.451596,0.238203,30.2791,54.5043,6.99656,5.54469,0.393063,0.819409,0.859847,0.341781,9.52427,22.1292,0.497106,1.78594,0.428108,86.4966,79.4546,5.05512,15.5614,1.03672,2.59968,2.48406,0.0482907,26.585,2.04626,0.701323,0.595644,0.0115206,0.129848,27.3092,2.49976,0.0668922,0.0045354,0.0520902,0.0744174,0.176338,0.00975849,13.1962,0.0501806,1.03633,
113,60.4747,97.6975,138.931,0.619,0.337309,14.2273,41.1026,7.18498,2.44503,0.295333,0.267594,0.545798,0.328617,7.5028,21.4394,0.37974,1.64094,0.598494,57.8704,54.5619,4.82675,7.65406,0.886341,0.699253,1.40618,0.0505727,23.1478,2.73129,0.460409,0.370107,0.0135411,0.129848,24.7091,2.67387,0.0561215,0.0212324,0.0756111,0.0744174,0.125767,0.00975849,8.0859,0.140332,0.270412,
114,60.4747,136.182,222.245,0.444073,0.332143,19.8089,66.172,7.47323,4.24033,0.619847,1.24944,1.35041,0.354089,11.0324,21.4158,0.450875,1.68248,0.697004,67.6898,113.499,6.17317,12.1959,1.59378,5.64959,4.307,0.0900704,31.674,5.45324,0.608976,0.251083,0.0135411,0.129848,27.5867,2.67387,0.0916775,0.0189123,0.0708368,0.0744174,0.143816,0.0058663,1.54438,0.140332,0.681224,
115,60.4747,119.546,188.391,0.505869,0.298646,17.2214,58.679,6.56162,3.03253,0.48949,0.506159,0.769286,0.356319,8.56885,20.9669,0.423114,1.67296,0.817625,55.0009,115.407,4.25125,8.02418,1.33912,1.50924,1.7856,0.153007,25.0769,3.72042,0.520863,0.357564,0.0131997,0.129848,27.5867,2.67387,0.0778413,0.0212324,0.0756111,0.0640015,0.138069,0.0058663,4.0884,0.140332,1.00178,
116,60.4747,106.28,148.02,0.569014,0.206729,23.6269,41.5606,5.60383,5.13333,0.491879,0.371005,0.460723,0.33277,4.80896,21.5571,0.432177,1.69383,0.500018,73.9724,52.2294,0.837969,14.5858,1.35682,0.706648,1.3048,0.0958685,15.3747,6.99925,0.622197,0.507364,0.0133831,0.129848,27.5867,2.44268,0.0916775,0.0207032,0.0597679,0.0744174,0.012516,0.0058663,3.42483,0.140332,0.522676,
117,60.4747,118.151,178.703,0.511843,0.234943,19.1897,54.004,6.94527,3.54394,0.451748,0.284296,0.668925,0.333295,9.04573,21.3073,0.384489,1.75719,0.604356,62.0384,81.6805,5.30962,10.5425,1.31446,0.541457,2.12151,0.0739736,28.5886,2.48001,0.441117,0.596916,0.0133831,0.129848,27.5867,2.24276,0.0916775,0.0207032,0.062539,0.0822865,0.045296,0.0155973,11.272,0.116316,0.805644,
